side,script
for,"We expected that there was going to be a conflict, but the initial demonstrations in 2011 were , for the most part , very peaceful. There were only a few scattered incidents of violence. But the numbers were swelling very rapidly. We soon had hundreds of thousands of peaceful marchers in cities across Syria. So we knew that the country was hurtling towards major change. It's my pleasure, my honor, to be on a team with David Miliband. We've helped 415 Syrians over the four years of the Civil War out of the 10,000 a year that we resettle from all countries across the U.S."
against,"A Princess Diana moment is a moment of intense emotionality that can override reason and judgment, and it has a kind of subtly coercive element against those who might otherwise be moved to say s omething different. I think I want to add one other element to that generous introduction you ga ve me, which is that I was born in Toronto, Canada, and I'm a naturalized U.S. citizen. So, I have seen the migration system from the inside, as well as as a policy analyst.  John Donvan:Ladies and gentlemen, David Frum. And your partner? I am so pleased to be here with Jessica Vaughan, who is one of America's leading authorities on the costs of migration and resettlement. Oh, well, I think it does translate well because it's a reminder that we care about the people, but the numbers are also important, particularly the number of people and the number we admit is not necessarily the best yardstick for evaluating the success of a program."
for,"  Ladies and gentlemen, I want to thank Intelligence Squared for bringing us together tonight and I want to thank you and our opponents for coming here tonight to debate this vital topic. Our case for the motion rests on three pillars : that admitting 100,000 Syrian refugees to the United States is the right thing to do, that it's a practical thing to do, and that it's a smart thing to do. It's the right thing to do not just because these are people in great need, but because the history of this country speaks to refugee resettlement as a core part of the American story. It will also transform obviously 100,000 lives and bring wider benefits to the U.S. Secondly, we will argue that it's a practical thing to do, because the U. S. has a proven , secure and effective system for refugee resettlement -- far, far better than the chaotic scenes you see in Europe at the moment. We will show tonight that there is no parallel between the boat loads of people arriving in Europe and the pi peline of admissions that exist in the United States. And the third thing is that we will show you it's a smart thing to do to support this motion, because the last thing that ISIS and other hatemongers around the world want is for the U.S. to be a bea con of hope and inclusion and a beacon of tolerance for the world. The battle against extremism is fought not just by bombs and special forces. It's a battle of ideas and it's a battle of examples. And our greatest weapon is the living reality of c ommunities that show how to cross boundaries of race, religion, and color. Support the motion and you will do what is right, what is practical, and what is smart. I want to explain how Ambassador Ford and I are going to share the work tonight. The International Rescue Committee has 2,000 staff working inside Syria today. We have 1,500 staff in the neighboring states of Jordan, Iraq, Lebanon, and Turkey. We also have 400 staff now in Greece, welcom ing refugees as they come off the boats. And we also have 800 staff in 26 U.S. cities organizing refugee resettlement. Because of that, I'm going to use my opening statement to explain why refugee resettlement is a core part of a comprehensive approach to the Syrian catastrophe. And then we have the genuinely unique advantage of Ambassador Ford using all of his insight into the Middle East to show why significant refugee resettlement is secure, how refugees are the most vetted population to arrive in the United States, and also how refugee resettlement is an importan t part of the battle against ISIS. Now, the Syria war shows few signs of ending. And the refugees desperately need help. Most of them are in the Middle East. And that's where most of the help is going. But for a minority, refugee resettlement is an essential part of the response. Let me explain why. Refugee resettlement in richer countries, safer countries , offers unique benefits. For those who are most vulnerable, for the kids with autism, for the people who have had their limbs blown off by ba rrel bombs, the care that is on offer in countries like this has no parallel. Secondly, and importantly, resettlement is essential, because countries like Lebanon and Jordan simply cannot cope with the millions of refugees that they have. Jordan is your se cond closest ally in the Middle East. It's a country of six million people. It has 650,000 refugees. That is like the whole of Poland coming to America in the space of four years. They're dealing with it alone at the moment. And thirdly, resettl ement is needed now, because an organized, legal route to hope in the U.S., as well as in Canada and Australia, will disempower the smugglers who are currently charging 1,200 e uros for desperate people to get the six kilometers from Turkey to Greece. Now, no one is saying that the majority of Syrian refugees will end up coming to the U.S. No one is saying that refugee resettlement is an alternative to aid in the Middle East or will bring the war to the end. But resettlement of 100,000 refugees is important. And for goodness sake, if Australia can take 18,000, if Canada can take 25,000, if France can take 35,000, then the United States, 10 times the size of Canada, can take 100,000 refugees. I can say this as a foreigner in this country who's working here. The U.S. has shown the world how to make refugee resettlement work. Get the kids into school. Teach the parents English. Get them a job. Get them on the path to citizenship. And you have patriotic and productive citizens. Don't just ask me. Ask Ma deline Albright. Ask the founders of great companies around the country. Ask Elie Wiesel. Ask them and think of the contribution that they've made to the United States. The direct federal cost of services and benefits associated with resettling 100,000 ref ugees in this country -- let me tell you what it is. It's 1.4 cents per American per day. That's the direct federal cost of services and benefits. It's true that that doesn't include health care costs or school costs. But nor does it include the taxes that Syrians pay when they work. And let me give you figures from my organization. 415 Syrians resettled by the IRC. Our services show that last year, 8 out of 10 Syrians who we resettled were in work within six months of getting to the United States. And there's one other unique resource of this country : Syrian -American communities across the country who are successful. The business people in San Diego, the doctors in Cleveland, the shopkeepers in New York -- there are Syrian -American communi ties ready to welcome and integrate more Syrians who come here. Our opponents will ask you tonight to shatter the American dream for 100,000 people in desperate need of hope. And we ask you to keep that dream alive. These people are sitting in Beirut, and they're sitting in Amman, and they're sitting in Istanbul. And they're asking themselves a simple question : ""Does America stand for anything anymore?"" We say it does. The motion affirms America's historic contribution to a world defined by respect, not ret ribution. And ask yourself : Do a limited number of Syrian refugees need help and a fresh start in life? We say, ""Yes."" Has America got a good record of making a success of refugee resettlement? We say, ""Yes."" And doesn't the battle against extre mism require our countries to set an example of inclusion and integration? We say the answer to all these questions is a resounding ""Yes."" we don't say the policies are easy.  They're not simple or easy. But they are clear. We urge you to suppo rt the motion with your head and your heart. Thank you very much indeed."
against,"Tonight, we debate how to respond to one of the most terrible humanitarian disasters of the post- Cold War era -- perhaps the very most terrible disaster of them all. Human beings are at risk, are suffering, are dying, have died. As we convene tonight, th e forces of Hezbollah and the Assad R egime are deliberately starving thousands of besiege d people in the town of Madaya . All sides of this debate take these grim issues deeply and seriously to heart. What is to be done? At the time when this debate topic was proposed, in October, President Obama was mocking concerns about the Syrian refugees as fear o f widows and orphans. Since then have come the coordinated mass sexual assaults by migrants and refugees in Cologne and other German cities. This past weekend , three Syrian refugees were arrested in Munich for attacking two German girls at a public school, raping one. The victims of sexual abuse by refugees and migrants in Germany, and Austria, and Sweden -- since the turn of the year -- now number nearly 1,000. The giddy mood of the fall has faded. Almost two -thirds of Germans say their country has accepted too many refugees. And here in the United States, too, a new sobriety about Syrian refugees is taking hold. Jessica and I welcome tonight's debate as a step toward this new sobriety. Here's ourplan for tonight. I will open by arguing that mass resettlement of refugees in the Middle East is not in the American interest. When I say ""mass,"" I mean mass. Clearly, there are individuals and families who need to be in the West, who have family connections, who belong to the small but real former Syrian urban elite. Many of them have actually already resettled themselves with friends and family here in the West. That is not who we are talking abo ut tonight. Tonight we are talking about what is to be done with the very, very large numbers of Syrian refugees who do not have prior connections to the West, who are not -- who have no family, who are not connected to people here, and who lack the aptitudes and skills that would normally qualify them for the usual immigration processes. Jessica will then continue the argument by demonstrating that mass resettlement isn't in the refugees' interests either, for one simple economic reas on. It costs about 13 times as much to resettle one refugee family in the United States as it does to resettle them closer to home. We hope, tonight, that we can reason together. Yet, there are people -- not our opponents -- distinguished men of great acco mplishment. But there are people urging mass resettlement of refugees to the West, who relied heavily on bullying and name -calling to make their case. Those who don't agree are cowards, or racists, or worse. The memory of the victims of the Nazi Holocaust has been invoked to justify policy that actually puts at even greater risk than already is the case the desperately imperiled last Jewish communit ies of Europe. When Jessica and I speak to your reason and judgment, it is not because we lack compassion for those in danger and need. We'll show you policy alternatives for the crisis in Syria that meet every call of conscience. But policy must not be -- policy that is supported by untruths, by concealments, and epithets is no comp assion at all. So, here are some truths. Despite the posters that remind us that Albert Einstein was once a refugee, the social, economic, and cultural gap between the global South and the global North, between the Middle East and the Middle West, is extre mely wide and very difficult to cross. Before the Syrian Civil War began in 2010, the average Syrian had less than six years of formal schooling -- less even than Egypt, according to the -- less even than in Egypt, according to the U.N. Development Index. About one -fifth of Syrians mad e their living as agricultural laborers. Women were harshly subordinated. Only about 13 percent of Syrian women worked outside the home, and their literacy levels were significantly lower than those of men. Pre-war Syria was a tribal society characterized by lawlessness, high levels of religious fundamentalism, and deep, deep sectarian animosities. It's often suggested that because the Syrian population has beencaught in the crossfire between ISIS and the Assad Regime, that, that population must, therefore, be unsympathetic to radical Islam. But rejecting ISIS, the demented and murderous ideology of ISIS, is not the same thing as accepting liberal democracy or the equality of women and gays or coexistence with Christians and Jews. We've seen in the reception centers of Germany that Syrian -Sunni Muslim refugees have violently attacked Christians, the Yazidis, and people they perceive as gay. The New York Times reported on January 2nd on the brutal abuse of Syri an refugee women by their husbands and family members, including the unwillingness of many refugee men to allow their wives to attend classes unsupervised or even to go out once a week for a walk in an all- female group. We may be told that mig rants to the United States will be screened more carefully than the no-questions -asked approach taken in Germany and across Europe. As Jessica will show in her remarks, this talk is empty. But what needs to be stressed even more is that screening is impo ssible. Radicalization is increasingly something that happens in the West among the second generation of Middle Eastern migrants, those who will be born here. It was people born in the West who carried out the Paris massacres, who murdered the editorial staff at Charlie Hebdo, and the shoppers at Paris' s Kosher Hyper Cacher , who shot up the Brussels Jewish Community Center and a Jewish School in Toulouse . It was a man born in Chicago, Illinois, who committed mass slaughter in San Bernardino. To date, the United States has suffered far less from this internal self-radicalization than Europe has suffered. Americans owe their greater security to a very practical fact. While the United States has experienced a large surge of low -skilled migra tion from countries in this hemisphere, its migration from the greater Middle East has been more carefully selected. Migrants who bring with them the skills and values that lead to success in the United States are likely to raise successful and well- integrated children. Those who don't, won't. We have a very relevant precedent for what's proposed with the Syrians, America's experience with Somalian refugees. Since 1990, the United States has admitted the same -- about the same round number of Somalian r efugees that is proposed for Syria tonight, about 100,000 people. A quarter century onward, unemployment amongst Somali Americans exceeds 20 percent, and the second largest Somali community in the country, in the state of Maine, half the men never worked at all in the five years before the Great Recession started. Almost all Somali Americans , to this day , receive some form of cash or food assistance."
for,"John, thank you very much. And thank you, all, for attending. Syria is a huge human tragedy. I think it's worth remembering this little statistic, which I came across yesterday when I was doing some reading, t he Syrian conflict, which has been going on now for four years, has affected more people than Hurricane Katrina, the Indian Ocean tsunami, a nd the Haitian earthquake, combined. This is not a normal situation. This is not a normal situation. And in an abnormal situation, people look to the United States. That's what global leadership is about. We are special that way. And I have to tell you, having served as an American ambassador in Algeria and having served as an American ambassador in Syria, it's a hug e honor to represent a country that is known for its humanistic values and is known for its willingness to make hard decisions and to lea d. And so what David and I are asking tonight of you , as you think about this motion, is not to let your fear dominate, but rather to let both your reason and your hearts dominate. I want to say a few things about security since David raised some of the issues that have come up in Germany. Yes, there have been problems in Germany. We ca n discuss that in greater detail, David, if you'd like. The process by which people are brought into the United States is completely different from what's going on in Germany and other countries in Europe. It is a very orderly process. Is it perfect? N o. No human endeavor is perfect, but it's quite, quite good. How many of you have seen a terrorist incident by a refugee here in the United States? Anybody seen one? 785,000 refugees, 115,000, more than 115,000, Iraqi refugees have come int o the United States. Has anybody seen any of them commit a mass shooting? Terrorist incident at a mall?  There have been some Iraqis arrested for terrorism, that is true. I think the latest number, given events last week, is five out of rough ly 115,000. That is actually a small number and in each of these cases federal authorities were able to intervene before they did any damage. By the way, out of those five arrested, three of them were arrested for activities outside the United States that were not targeted at Americans. So I ask you to sort of put in relative context the security risk, but I want to add also what U.S. government agencies do to help bring that risk down. I won't go into all of the detail now, although I would be delighted if David and Jessica want to do that. I would just say this. The process of screening is very long. It takes 18 to 24 months for the average Syrian refugee to get through the security screening process. Multiple U.S. government intelligence agen cies, including the CIA, the National Counterterrorism Center, the FBI, the Defense Department, the State Department, and other intelligence agencies are involved in building a dossier for each refugee case. Let me say that again. Each refugee case has a n intelligence community driven dossier. That's why it takes 18 to 24 months. So we can bring them in with an assurance of very good safety, and the record shows that. The record shows that safety. Now I want to talk also because I was in the Middle Ea st, yesterday I was in front of the Congress talking about the Islamic State and our efforts to battle and to eliminate the Islamic State. I want you to understand that the Islamic State wants the Americans to reject refugees from Syria. The Islamic State wants the United States to say we don't want Syrian refugees. We don't want Muslims coming to the United States. The Islamic State wants to paint this as a battle between the Christian West and the Muslim world. That helps their recruitmen t. That helps their recruitment. It's not an accident that a terrorist organization with links to al- Qaeda and the Islamic State in Somalia called Al-Shabaab put a Donald Trump spot in some of their online recruitment materials. It helps them recruit . A nd so as we think about how to pursue the battle against the Islamic State, which involves military operations, diplomatic efforts to build a coalition, efforts to cut off their finances and other things, our policy on refugees must fit into that broader p olicy context. Otherwise, our right hand is undermining what our military diplomatic treasury department -led financial efforts are doing. We don't want that. We don't want that. Finally, I just want to conclude with one remark about what David said. I lived in Syria for a bit over a year and I visited it as a tourist several times. I never sawthat Syria was lawless. I never saw that Syria was particularly tribal. Most Syrians are not tribal because they live in big cities. Damascus, Homs -- they d id before the conflict. They're big cities, very urban. And they're exceptionally sophisticated. And in fact, if you look at the Syrian immigrant population here in the United States, the Syrian -American communities here in the United States, you will see that as well. Doctors, business owners -- here in New York City, many, many Syrian -American -owned businesses. It is an urbane culture. It is not a lawless culture. And it is most certainly not a radical Islamic culture.  And so, again, I ask you to think about the security, think about the safety, think about our values. And vote for the motion. Thank you so much."
against," And thank you, John. So, David very eloquently outlined the big picture around -- surrounding the reasons why we are opposed to this motion to bring in 100,000 Syrian refugees. And I'm going to fill that in with some details. This motion is irresponsible in the extreme. I'm going to explain the two main reasons why 60 percent of the American public is opposed to this proposal and why you should be too. The main reason is that it's simply an enormous and unacceptable security risk to our country. It's also an enormous and unacceptable financial burden on the communities where these refugees will be placed, and on American taxpayers. 100,000 is a huge number. It's two times the current annual flow of refugees, two times the number that we've been bringing in in recent years. It's five times the number -- annual number of Iraqis that we've been bringing it. It's so large and disproportionate to our agency's capacity to process them that one top State Department official, the woman who's in charge ofmanaging the refugee program, said -- and I'm quoting -- ""The notion that we could get to 100,000 refugees from Syria just isn't possible."" And it's not that it's a question of a will to do something or, you know, organizing logistics. The security situation today is really different from other times in our history. And this population of Syrians is really different from some of the other refugee populations that we admit. The main thing is that -- I mean, we know that terror groups are trying to infiltrate the refugee flow. I'm willing to take them at their word. They've told us that. They're seeking to exploit it. It has -- it's -- we need to pay attention to what's happening in Europe, not just Paris and other -- but other places. But these refugees have all -- who were terrorists have already succeeded in in infiltrating our flow. There have been 15 instances, just since 2014, of either refugees who were terrorists, who were admitted, m istakenly. We didn't catch them. Or people admitted as refugees who later became terrorists. And this is not a small problem. Right now, the FBI has something like 900 ongoing investigations into people who are associated with ISIS. But there h as been more than a dozen -- probably more like 15 instances -- of people who really were terrorists. They were training people to make bombs so that they could attack American soldiers. They had already attacked American soldiers overseas. It's real. It's a risk. And it's just not a couple of people. We've -- when you hear these stories of actual terrorists who came in as actual refugees, and then we hear the president and his allies, who are pushing for this 100,000 Syrian refugees to be admitt ed -- and talk about the 18 to 24 -month vetting period, which is really, you know, more of a waiting period than -- no one spends 18 to 24 months investigating refugees. We hear that they have three interviews. We hear that they're fingerprinted. We hear t hat we check databases. The truth is that even our fabulous screening system, which is supposedly better than anyone else's in the world has made some mistakes before. And that's why -- don't believe me -- believe the Director of the FBI, who, with his top staff, has testified before Congress to say that it simply can't be done. We don't have the assets there to vet them against. As he says, we can check databases until the cows come home. But we have no information from the government, no one w e know that we can talk to about these individuals. And we have to remember -- these are -- these refugees are chosen by U .N . employees who are hired locally. You heard it. We actually outsource the selection of refugees and the first two most important in terviews to U.N. s taff from the -- this region. They're, I'm sure, great, hardworking people. But their mission is to help people, not to worry about what's going to happenonce that refugee arrives in the United States. That job is done by our government officials. But they simply don't have the tools to do it. It's an impossible task. Now, even if we were able to overcome the very real security concerns and risks, and even if we were to find a machine that could read people's mind or, you know, see into the future whether or not they're going to become a terrorist, there's another huge reason to vote -- to say no to this proposal, to admit 100,000 Syrian refugees. And that is the huge fiscal cost to taxpayers and to the communities where they're going to be placed. The U.N. has two options to help refugees. One is integration near where they are. And the other is resettlement. And resettlement is definitely the luxury option, for sure. 100,000 Syrian refugees, quit e simply, will break the bank of many communities. My organization has added up the cost of -- both the federal cos ts that David referred to -- cash, housing assistance, job training, health care, language training, special education -- but also the local costs. According to the federal government, 91 percent of refugees from the Middle East are on food stamps. 19:27: 44 68 percent of them are qualifying for cash assistance. The total five -year cost for one Syrian refugee is going to be $64,000. That figure is, as David said, 12 times the cost of what the U .N . spends locally helping Syrians in Syria. And as i s typical in these programs that cost money, the cost is going to be borne by the communities where people are -- that are forced to absorb these individuals, not by the people who were talking the loudest and trying to push it on these communities. They'r e not going to Stanford, Connecticut and Short Hills, New Jersey. They're going to Springfield, Massachusetts, and Idaho, and Allentown, Pennsylvania, where there are lower costs of living. High unemployment. People already there who need services. Schools are already overwhelmed. Let's be clear. We have to acknowledge that our compassion has to be backed up by our wallets. And if we don't provide the problems that David -- the services that they need, the problems that David so eloquently artic ulated are going to be something that we have to deal with in the future. And that's why the better, responsible thing to do is to say ""No"" to the proposal to bring in 100,000 Syrian refugees."
for,"I think there's a really important piece of understanding for people. The jihadists threat we face, the threat of violent jihadist extremism, is very strategic in the actions that it takes, it seeks to sow fear among civilians, not just among armed forces, and it seeks to propagate what it calls, ""a clash of civilizations,"" borrowing from a Wes tern book of that name. And the whole purpose of their terrorist activity is precisely to foment the kind of fear that would lead people to say, ""America should admit no refugees,"" from Syria. And the reason is very, very simple. They want -- their narrative is explicit, and it is that the Muslim world, one and a half billion Muslims around the world, are in the situation they are because of Christians and Jews. That is the essential heart of the jihadist message. And by saying, ""No Syrians s hould come to this country,"" you confirm all the prejudice at the heart of their message. It's a very, very, simple point, and we must look -- John Donvan: -- I think that your opponents -- your opponents are not saying, ""No Syrians should come to this country."" They are very explicit about that. Well, how many are they saying? I mean, please ask them how many Syrians would be the right number?"
against,"Well, let's look at Westerners who actually have been recruited to ISIS, and let's see what their grievances were. We do many things that ISIS doesn't like. We don't force women to wear veils, we don't subordinate Christians and Jews, and we don't allow young men opportunities to engage i n massive gratuitous violence. That is what attracts people to ISIS. Imbedded in what David Miliband just said is an assumption that I urge you to reject, which is that ISIS's grievance -- ""ISIS is a kind of civilrights organization that has a -- that responds to rational grievances about job discrimination and exclusion."" That is not true. It is a cult that, in fact, delights in violence in its own . That's why they recruit by showing videos of burning people alive and dro wning them in cages. Most people would be repelled. The people they know they want are attracted. At some level we have to do -- this argument is a debater's point in the worst sense of the term, it's not true. Allowing women to go about unveiled -- -- not enslaving people, those things also they use. I think the people in this room can vote no with impunity, knowing that wha t they are doing is enhancing the safety of their society. And if this argument is right, you are crediting ISIS as a kind of global Islamic civil rights organization, and I really urge you to reject that idea."
for," First, everybody -- none of us here like the Islamic State, and I certainly wouldn't for a minute -- no, I mean -- -- they murdered -- I mean, I know one of the people they murdered. And he was a wonderful man, was a journalist, Jim Foley. So it's not that they're a civil rights organization and they have facts. It's all about perception. It's all about perception. And the Islamic State -- I mean, I'm sure many of the people in the audience, many all of y ou, have seen these videos they do. It's all about perception. It's Hollywood in an Islamic jihadi kind of way, and they play on that. It has nothing to do with facts. It has everything to do with perception. That's why this group in Somalia, Shabaa b, is using Donald Trump now to help with its recruitment. It has nothing to do with the facts. It has to do with the perception."
against,"Look, clearly ISIS is not having any trouble recruiting with or without Donald Trump. ""They hate us,"" as some clever writer recently said, ""not because of what we do, because of who we are."" And they're not going to be any nicer to us if we accept even 500,000 refugees from Syria. That ’s just a fact. I don't think it's relevant to the debate because the question is what should the United States government do and the primary responsibility of our government is to look after our national interests and to look after Americans and the people who are living here, -- Germany has admitted more than a million Syrian refugees in the past 12 months. Just a few da ys ago an ISIS Syrian bomber targeted German tourists in Istanbul. You don't get a thank you note."
