side,script
for,"Well, also to make me rich. Oh yes, of course. Always— went to work for the New York Times in 1973, and I was going to say that that probably makes me one of the people who’s been in this business in this room the longest. But then I notice you’re an old crowd. My… My mother went to work as a daily reporter in 1942, my father began as an ad man in 1946, after the war. So, the thing that I know is that this business is always changing. So, the idea that somebody is going to defend the status quo of this business is to me a little silly. And my first point is, that we ought to remember, that this business, the business that those guys are going to defend, is a new creation. It’s at most, 20 years old. And it’s essentially— And the other thing that’s going to happen is that they’re going to talk about the news business, and that’s not the proposition, the proposition is the media business as it should be, because the news business has been subsumed by this superstructure. Now this superstructure, which essentially is five companies which dominate the landscape— Time Warner, Viacom-CBS, Newscorp, Disney, and NBC Universal. What these companies are are—listen to this—more than 1,000 independent media companies, which in the past 20 years have been aggregated into five. So what they’re going to be defending, is actually a business theory. And the theory is we bring all these companies together, and we create value. Here’s the point. That theory has been all but utterly exploded.  Break it down into its component parts. Look at its constituencies. From an audience point of view, the audience has been in flight for 20 years. Just yesterday, what we’ve learned is that there was, newspapers have lost another 10 percent of circulation, some newspapers are down in a year, 25 percent. You can see those numbers not just in newspapers, across the media landscape. Television networks, books, magazines, the music business, the movie business. And now the cable business. People are in flight from what was supposed to be the bastion of mainstream media. This is an extraordinary moment, it is a moment in which you see literally breakdown at every level. The… You have—it’s not only—you have an audience flight, you have an advertiser flight. What happens with advertisers, it used to be that consumer brands, you had 90 percent of consumer brand spending was in the mainstream media, that’s down to under 50 percent, why is that the case. Because it doesn’t work anymore. You have from a shareholder perspective, and this is key. Shareholder perspective, what you have is—well actually you’ve been screwed if you’re a shareholder in a modern media company. Media moguls rich, shareholders across the spectrum of these companies, are underwater, not one of these companies, in… 20 years has kept pace with the S&P. This is a devastating result. What you have is your customers, your—the consumer, the advertiser, and the marketplace itself, saying that there is something phenomenally wrong here.  The media is a technology business. That’s what it is. That’s what it has always been. Technology changes, the media changes. There is no media without technology. We’re… We’ve come to a funny moment however in this business because the mainstream media is run by people who are fundamentally technology-phobes. They don’t get it, they don’t want to get it, they’re averse to it, they resist it. They are lost when it comes to making plans about it. I spent a lotta time in the recent past with Rupert Murdoch who runs I would say the leading-edge media company, and he runs it with an iron fist. He doesn’t run it with a computer because he doesn’t use one, he doesn’t run it with email because he doesn’t get email. And he can’t get that cell phone to work, he’s always kind of waving it…in the air. What you’re going to hear here tonight is that the media is necessary for the commonweal. An informed citizenry is what this nation is about. The media may be flawed but it delivers us what we need to know. That is self-serving crap. I— The New York Times, is a good newspaper, sometimes. The Washington Post is a good newspaper. The LA Times before it became a bad newspaper was a good newspaper. But after that, it’s off the cliff, it’s oblivion. The news business in this country is nothing to be proud of. What— You know, I think the thing to remember here—I mean the really important thing is that something else is happening, something is… This is easy. Change—and I have four seconds—change is good. And it’s happening and we are part of it, and we’re going to all tell our grandchildren that, we were here, we saw the monster die, and we saw the shock of the new— And— Thank you."
against," Well, you all look very young to me. It’s a challenge to try and defend the vitality of something that’s already been declared dead. And no one has been quicker to declare it dead than people who have been preachers of the mainstream media, rushing to write the obituary. But let’s—first of all, I should caution you, we should be very careful tonight, because, we can’t touch on certain topics because, we could all go to jail if we do. What am I thinking, of course we can’t go to jail, we can talk about anything we want. And one of the reasons we can talk about anything we want is because the institutions that have made up the mainstream media, not over the past 20 or 30 years but over the last hundred years, have provided the authority, and the experience and frankly, the money, to stand toe to toe with government and all-powerful institutions and individuals. For your rights, for all of our rights, and for the benefit of all of us. I have some notes here because I’m a newspaper person, I like reliability to the extent that I get it. A few years ago, we had two reporters at the Chronicle facing 18 months in prison each, on the Balco steroids story, for refusing to be tools of government prosecution and in fact for just being reporters. Well, we spent two years, in addition to the time we spent on the story, two years defending these reporters, and a million dollars. Eve Burton, our chief corporate counsel at Hearst, who personally oversaw this case, I think is here tonight. That’s something that I’m not so sure, that these other emerging operations in media can do. Do they have the money. Does Talking Points Memo which does great work have the money, to do that. Have the will to do that. And you know the New York Times the other day just said that Barack Obama, about Barack Obama, the cover-up continues. So you may like this President more than you like the last one, but you may not like the next one. Because I can tell you from the Balco case experience, that that was a concerted effort on the part of the Bush administration, to go after the press, and its ability to report. I’m standing here very humbly tonight in the very long shadows of a lotta great editors, Ben Bradlee, John Carroll, Marty Barron, Gene Roberts, who are known for things, other than encounters with large reptiles, they’re known for working to change our world very profoundly. They do stories about the deaths of 300 kids in the Washington public school system. Fraudulent fertility packages, Walter Reade Hospital took at least half a year to do, sexual abuse by—of kids by members of the Catholic clergy, the Boston Globe, a year to do that. When Bill Keller went toe to toe with the Bush administration on domestic wiretapping you may not have liked the results of the negotiations but the fact that there was a debate, served us all. Served us all. I’m not here to defend a business proposition. As, I’ve already said, the business model’s broken, so I’m not going to do that. What I am defending is the idea of sustained professional journalism done with integrity and done in the public interest. And that is something that mainstream media has supported, we’ve gotten lost in all this business model discussion and disintermediation and granularization and it just, doesn’t get to the point. Our death by the way, would be I think a little untimely for the 50 million people who still pay to get a daily newspaper, for the 74 million people who go online, a month, of daily newspaper sites, and even for the $38 billion worth of advertising that still exists. But, another issue I think that we should raise, in terms of the service that we provide, that mainstream media has supported all these years, Freedom of Information Act requests. Now, Freedom of Information Act requests are sort of like a New York apartment with a view. They’re hard to get, it’s expensive, it’s time-consuming, but boy, what a result. These are windows, on very dark places occasionally and very corrupt places. Lucy Dalglish, and I’ll read the quote, director of Reporters Committee for Freedom of the Press, “Access litigation has dried up, because of what’s happened to mainstream media.” And a public defender in Georgia wondered, quote, “Can underfunded bloggers, are they able to carry the financial burden of opening our courtrooms.” And that Georgia case in fact started, or was based on a case that—where the Riverside Press Enterprise, went to court to expensively—to open the courtroom. So, look. This isn’t just domestic, and it isn’t just about the government. Seth Mydans, an old colleague of mine from Southeast Asia, said not too long ago, when he shows up at places in Southeast Asia, for stories that matter to all of us…he’s often the only reporter. Well we’re supposed to be the witnesses to history. Where are the witnesses? How are those witnesses going to be provided. I don’t think they’ll be provided solely by tweets from people on the streets of Tehran. An old colleague and mentor of mine, Max Vanzi of the Associated Press, when I went to the Philippines for the first time he said, here’s a clue. Nothing is ever what it seems. And I thought, oh, that’s a lotta help. But, the Hearst Corporation, and the Examiner at that point took care to give me five years to learn what that meant, and by the end of that five years I knew. You want to talk about corporate greed? Well, we’ve also talked about nonprofit models, the Chronicle’s been unwillingly a nonprofit… newspaper for many years now. But despite that fact, because of a commitment to the kinds of things that I’m talking about, that are so important to us, the Chronicle remains in business. So from the New York Times taking on Boss Tweed in the 1870s, to a young William Randolph Hearst supporting blue-collar workers…the public has been very well-served by the mainstream media, and at a minimum we can’t afford to let it go, and kiss it off, because it’s entirely unclear what other form of journalism, support for that journalism, is going to be successful. I’m under, thank you very much."
for," I’m here to tell you that you not only look young, you look good too. And I urge you to vote for the proposition because, to be blunt, I think new media is better than old media, and I think that we’re the hope for them. I think—I agree with most of what Phil said, I agree that all that investment, all the accountability that old journalism has done, is great and that we need those values. But there’s also another side to mainstream media and another side to new media. For starters, mainstream media, for the longest time, I don’t think it was always as good as portrayed or always as great as we sort of mythicize. And, for the longest time it was basically run by old white men who are left of center who are deciding how all of us view the news, the only diversity was how much hair they had left or whether they drank gin or scotch. And what new media’s done is it’s injected a ton of vitality and a ton of competition into the media. And it’s also created, it gives you ideological, racial, and gender diversity that we never had before, and it gives all of us, all us news junkies, everyone in this room obviously cares a lot about news— It gives us a whole new menu of information to choose from. I also think, I—my background is I worked at the Wall Street Journal and the Washington Post and then we started Politico three years ago, so I think I’ve seen both sides of it. And I can tell you there’s probably a lot of businessmen and women in the audience because this is New York. And I think, I think your stomach would be turned if you went into some newspapers to see how they’re run, because they had profits that were so high for so long, an almost like not-for-profit mentality took on and there became distance between the institutions that were covering the news and the readers. And I think that, it led to a real disconnect between what institutions were producing and what readers wanted, and I saw this all the time when I was at those institutions, and when I was there three years ago at the Washington Post… and I include myself in that, I saw online, I saw the Web as a nuisance, I wanted to write front-page stories for a newspaper, despite the fact that I could look at the Web metrics and see that I was getting 10 or 20 times as many people reading my story online, that that’s where people wanted the news. And I think that creates a culture that I don’t think works for the modern news consumer. And what new media’s done is it’s ripped down that wall, between the institution and the reader, and it’s opened up, I think it’s made it more transparent and it’s allowed you the reader to participate more in what we’re doing and even some of you to participate in the journalism that we’re doing. I also want to clear up some of the myths about new media, because I think all the things that Phil said are really important and I think…you always have to remember that new media is in its infancy and that, it’s going to grow and it’s going to mature. And you’re going to hear stuff tonight about how there’s a demise of serious journalism, that you know, that if you look online, if you look at new media it’s just not as serious and substantive. I’ve been in Washington for 15 years, and I would say that the coverage of the health care debate, has been the most substantive, the deepest coverage, the most accountable coverage that I’ve seen of a domestic policy issue in some time. And the best of it is coming not from the mainstream media, but from outside of the mainstream media. Whether it’s Jonathan Cohn from The New Republic or Ezra Klein who’s doing his stuff sort of deep down in the WashingtonPost.com, whether it’s Politico where we have three or four reporters just doing the policy element, we have investigative reporters doing the accountability element. Huffington Post often has their reporters dispatched to this issue. Dedicates a lot of its home page to this issue. You have Propublica, a not-for-profit organization run by Paul Steiger who I used to work with at the Wall Street Journal, and the Center for Public Integrity, doing some accountability reporting and making that available to readers throughout the country. You have the Kaiser Foundation…which has stepped in and has started to produce non-partisan news about the health care debate, a lot of it about the human element of it, they have 20 reporters, that stuff’s available to any newspaper that wants to run it, so for people who care, there’s more information than ever, and it’s coming mostly from new media. You’re also going to hear about the demise of foreign coverage. And I think that’s a serious problem. But we didn’t start this fire. It was dying before new media ever came along, it’s really expensive to do foreign coverage. And guess who is actually creating that bridge until we can figure out how to finance it. It’s new media. It’s Global Post which was started by some folks over at the Boston Globe. They have 65 reporters around the country that are doing work on a freelance basis in every corner of the country. During the aftermath of the Iranian debate which was mentioned in Phil’s column, or in Phil’s comments. The best coverage was often online, Huffington Post took the above-the-fold part of its home page, and the Huffington Post gets more traffic now than the Washington Post, and dedicated it to a running blog where you had video and text and audio coming in from Iran, so you could have a peek into what was happening on the streets that you never could’ve had in the old days, and I think that is a good thing. Andrew Sullivan was doing a similar thing on his blog. He had 1.2 million visitors in one day, which is more than you would get people reading a newspaper, all but the top three newspapers that are out there. David Wood, who is married to someone that works at Politico -- he was a foreign policy reporter covering Afghanistan on the ground. Got laid off because of cutbacks at mainstream media. Who hired him? It’s American Online Politics Daily. It’s new media that’s giving these people a chance to do journalism. And I do believe that as new media matures, we’re going to take over that social responsibility of funding the expensive to do journalism, like accountability and like foreign policy reporting because you can’t cover anything if you’re not in business. And I think that it’s new media that’s going to crack the code on the business models that actually work. You’re also going to hear from that side on the demise of accountability and investigative reporting. I think new media is leading the charge and they’re leading it by keeping all the mainstream media reporters employed. A lot of the best people in the business -- Bill Hamilton was Bob Woodward’s editor at the Washington Post, one of the best editors in Washington -- we, he just came over to Politico to help do our investigative stories and our longer form stories. Huffington Post started the Investigative Fund, which is a not-for-profit arm that does investigative reporting. It’s going to be run by Larry Roberts, who is running investigations for the Washington Post. Propublica, which I mentioned a little bit earlier, has thirty-three reporters, including Jeff Gerth from the New York Times, and many other people have been doing investigative reporting for a long time. I mentioned Talking Points Memo, and Phil was saying, Well, can they make money? Is there an ability for them to finance the type of journalism that takes on government? Well, I think so. They just got another round of funding. They’re doubling the size of their staff. They’re starting a Washington bureau and they’re predicting that they can get to a path to profitability. And I believe that because Politico’s done it. In year three, with a hundred and twenty employees, doing that type of journalism, we’re profitable. And I think it proves that this works. So I urge all of you to vote for the, the resolution because new media has given journalism the tools, the tricks, the metabolism and the journalists to succeed. "
against,"hundred and forty-four, and I feel it every day. So you look real young. You not only look young, but you look fabulous.  I -- Ah heh. I never imagined that as editor and publisher of The Nation I’d be standing here against the resolution: Good Riddance to the Mainstream Media. For a hundred and forty-four years The Nation has challenged the limits, exposed the flaws of what we call the MSN. Let me quote an old media guy, Antonio Gramsci: We are witnesses to the old media order dying. But a new one is not yet born. And Jim VandeHei can talk about all of those examples. But Propublica, for example, is very keen and explicit about partnering with what might be called legacy old media publications to get the big bang they want for their stories -- the New York Times, the Washington Post. Michael Wolff, Newser basically lives off of aggregating mainstream media sites. So I think to say, Good Riddance to the Mainstream Media may get the testosterone flowing up here, but it distracts from the tough work of salvaging and reviving quality journalism in newsrooms that will hold accountable the powerful. So I’m ready to separate my frustration with the many weaknesses of the mainstream media from a recognition of the valuable role it plays. And I would, you know, suggest to anyone to go back and look, not just twenty years ago, but at the last two years of the Pulitzer prizes or the Hellman Media Award, which I am on, and look at who is winning awards to reform, correct, shame, expose -- and it’s still largely the mainstream media. I’m not going to speak in ways I was going to about my frustration with the mainstream media. You can imagine it, from the run-up to last year’s financial meltdown and most centrally, the Iraq war. So many mainstream media outlets have operated as stenographers to power, not as tough, hardheaded reporters. And this is a real problem, but this is not about throwing out the baby with the bath water. It’s not defending the indefensible. It is about talking about, yes, the capacity of institutions for the health of our democracy. And for someone to say, Oh, it’s just the commonweal and you’re going to hear about people who want to protect the health of our democracy, I consider quality, independent reporting a public good. And for all the frustration the mainstream media has caused us, we can’t live without it until we have some idea of what’s going to replace it. And I would argue right now, nobody has a clear idea. The fact is that nobody but institutions like the New York Times, the Washington Post, the Wall Street Journal, excluding the nutty editorial pages, and a small group of regional papers do most of the reporting in this country that the rest of us depend on to try to hold power accountable. And yeah, there are mistakes. But it’s the hardworking reporter, whether in Congress, the federal bureaucracy. You talked about Ezra Klein, Jim. Fair enough, he’s done some great work on the health care. He’s at the Washington Post. State houses, City Hall are on the warfronts, which, you know, unfortunately, we’re in a number of them. That is the expensive legwork, drudge work that allows our system to operate with even a dose of accountability. And that is expensive. So, for all their flaws, think about what newspapers -- and not just newspapers -- have done to provide a check on corruption and crooked politicians. Think about not only what my partner, Phil, spoke about -- journalists as not only witnesses to history but witnesses to oppression, journalistic enterprises keeping people safe, the most vulnerable from torture, oppression, injustice. People do awful things to each other but it’s worse in places where everybody is kept in the dark. Twitter isn’t going to feed that right now. It is building their other sources -- Global Post, one of the better for-profit models. But the capacity is not there yet. At the local level there are reports which correlate a measurable decline in the quality of local democracy with the demise of local papers. So if the current journalistic model is unsustainable -- and you may think it is -- it’s up to those in our society who care about the continued ability to function as a democracy to find ways to fund reporting and insure the dissemination of quality journalism and information. This is a transformational moment. You’re going to hear from the other side. In crisis is opportunity. But it’s not a moment to toss out what has value, despite the flaws. There is a journalistic eco-system emerging out there but it is still very fragile. And to make the divide between old and new media into something, I would argue, artificially inflated by the other side, is to pit against each other what should be evolving together for the benefit of our country. So the fundamental problem remains. Without powerful media institutions to take on the powerful on behalf of the rest of us we become more vulnerable as a society to those who would use their influence for private gain, damn the public consequences. We need a plan B and we don’t have one yet -- which, come to think of it, reminds me of how the Bush Administration went into Iraq and we all know how that turned out. "
for," And thank you, Katrina. I would say that new media has a lot to learn from The Nation, which most these days resembles a blog, more than anything else in the mainstream media. And I think we owe The Nation a debt. But speaking directly to people is nothing new. And the idea that our opponents would have us believe that somehow freedom of the press and the accountability of the media to hold institutions accountable and to keep them honest -- is somehow created by this for-profit structure that my colleague Michael describes compellingly is dead and that my colleague Jim describes is alive and well, at least in terms of its voice and its passion for accountability in the new media is at odds with what the Constitution is about. The first amendment enabled the mainstream media and what have they done with the custodianship of this authority and this sense of holding us all accountable in this democracy and in doing the quality reporting that we so value? What have they done? What are we defending here? In September, The Beatles Rock Band Project was, a product,was unveiled. And it was extraordinarily successful and it was a profound argument to those in the corporate for-profit media in the music business that said somehow the means of distribution being freed from the record companies to people who actually play and use music was going to destroy music in some sense: that if the record business went away somehow music would be affected, that somehow the art form of music and the quality of music would be affected. What instead happened was people bought Beatles Rock Band because they wanted the music. They also wanted the experience of being in the band. They wanted to part of the music itself. The technology enabled people suddenly to be a part of something that they were not permitted to be a part of.  Because the for-profit structure of mainstream media prevented them. It’s an old story in America. When the means of distribution goes out of the hands of the small set of individuals and individual institutions that control it, change is afoot. This is a moment we should embrace. All of the institutions described by our opponents were created in times of similar transformation. The Hearst era, the New York Times, the tabloid era in American history which formed the basis of the American Revolution were all transformational moments when mainstream media was going away and new media was coming in. This is a moment to celebrate. Good Riddance to the Mainstream Media -- it should be written in the Constitution. What are they trying to preserve here? John Donvan says that I dabbled in the mainstream media. No, no, no -- I was handcuffed to the wall of the mainstream media, ladies and gentlemen. Are we preserving the office culture and mentality at a television network where the senior editor of a news program holds an office poll to bet on the ratings for next morning’s program -- that culture? The obsession with the ages of the audience, as many jokes have been made here tonight -- this is something for the mainstream media.  At the height of the war in Iraq, that Katrina suggests President Bush led us into, the number one news broadcast reporting on that war was owned by a defense contractor. Is that what we’re preserving here? Is there not a conflict of interest in that situation? Do we want to perpetuate that? Are we saying that the mainstream media, which has so humored these wonderful journalists who get paid not as much as the executives at the for-profit media, but we want to have them around because they hold the media accountable. They hold the government accountable. This is a disservice, number one, to the first amendment. It’s a disservice to journalism. My first job as a journalist was a volunteer. Now, I’m not saying that I would give up all of my income at this stage in my life, but the best journalists are people who don’t do it for the money. We want to create institutions that are all about doing it for the money and then we expect that the values of journalism and reporting are going to be maintained in that structure? And then when it changes and institutions like my colleague Jim describes, Politico.com -- where that I will do journalism whether I’m paid or not kind of passion comes into play -- we’re going to say, Oh, my gosh, what’s happening? We’re throwing out the baby with the bath water. There’s something wrong here. We’ve gotta stop this. No, this is how it works. We do not look to the mainstream media to preserve the first amendment. We look to the first amendment to preserve the voices of the people -- on Twitter who are holding the people accountable: on Facebook, on social media, in blogs -- who are creating media and publishing media on their own. When the means of distribution leaves the hands of the few the many benefit. Now, are we to judge the success of this transformation by who is making money or not? Is that consistent with the values of we want to hold the government accountable? We want journalism to be the Fifth Estate. This is the mechanisms of democracy. If our gauge for the health of the media is whether some folks are making money then we’ve given up at the beginning. We basically conceded the debate and I won’t concede the debate. Good Riddance to the Mainstream Media. They had custodianship of this sense of authority for quite a while. And what did they bring us? Two words: balloon boy. "
against,"Thank you, John. Thank you, John Hockenberry. I’ve had time to sit there for a little bit and really do some study on the audience and I want to co-sign, young, good looking, fabulous and I’m thinking, hot. It just came to me while I was looking. Do I mention that because I want you to vote against this proposition, which is a per se dumb idea?  Number one: I should mention it’s how I get hamburgers for my family so there is a small bit of self-interest. But number two: these are really smart lawyers over here, but we got good facts. And the fact is, as opposed to what? You want us to take the weight off Balloon Boy. Balloon Boy was a trending topic on Twitter for four days straight. It’s all Twitter could talk about. They weren’t talking about the elections in Iraq, the elections in Afghanistan that have gone wrong. They weren’t talking about the bombings in Iraq. They were talking about John and Kate. Twitter, I love Twitter. I’m on there every damn day. But, but the best links in Twitter are always, always into the data stream of mainstream media. Because I work at the New York Times I’m cast here as the dad in the basement at the teen party. Cool guys over there, but us old fuddy-duddies. Well, I work at the New York Times. We have seventeen million people that come to our website. We put out a hundred videos every month. We have eighty blogs. We are fully engaged in the revolution that John talks about and we are at the vanguard, as is the Washington Post, as is the Wall Street Journal. To suggest that somehow, a hand created citizen media is going to support--for instance, the New York Times has a news budget of two hundred and twenty million dollars, dozens of bureaus all over the world, many other news organizations, the same footprint. And we’re going to toss that out, which is the proposition -- toss that out and kick back and see what Facebook turns up. I don’t think so. Look, we’re gathered here around a bonfire and I stipulate to the business problems of the media. Larger national newspapers, some of them are doing pretty well. Small community papers are doing great. Michael wants you to think that it’s five large media companies. It’s hundreds and hundreds of newspapers, local stations representing thousands and thousands of reporters who are bringing accountability to their community every day. I live in New Jersey, which is a petri dish, a game preserve of corruption. The last time that they came out to get the bad guys in government it took three busses. Do we need fewer reporters? Do we need less accountability? The next time they’re going to need a choo-choo train, to . There is, there is a delight in dancing around the bonfire, there’s a delight, in grave-dancing, I’m not a grave-dancer, you shouldn’t be either, you should vote against this proposition. The hybrid model that Katrina talked about, where old and new media gradually developed ways of dealing with the business challenges of supporting independent accountability reporting, is what’s real. That’s what is true. It feels great to throw out the babies and stare into the bathwater so let’s go ahead and throw out a few. Okay, there goes Glenn Beck… There goes Keith Olbermann. It felt great. They’re gone. And it’s true that newspapers and broadcasters have used their monopoly powers to make millions but they’ve funded reporting over and above what the culture ever had. Michael suggested the business is only 20 years old. Paper I work at has been around for 150 years… I think that part of the reason that people get riled up is it’s easy to dwell on the barnacles, but what would you really know about Walter Reade, what would you really know about Katrina, what would you really know about 9/11. A million bloggers, typing a billion posts, I don’t think could get you to the place you need to be as a citizen to make important decisions, I consume new media, I believe in new media, I love Politico, it’s a great brand build-up. But unless you got a millionaire that’s going to absorb a lotta losses to get things going— The shop I work for occasionally makes money. None of those guys can say that.  The model that they’re selling you has not demonstrated a business efficacy. And so, when Jim himself described it as an industry that’s in its infancy, are we to take the old, and throw it away, and grab a nascent industry that’s done a world of good, but in very small numbers. Global Post which has been brought up. They’re paying reporters hundreds of dollars, who are there because legacy media assets put them out there, to train them out there. All of these new media enterprises, many of them, are staffed with legacy assets from old media and once those assets peter out they’re going to have to figure out a way to make money. I mean, I get it, I’m here from the New York Times and I’ve received my orders from the dark overlords of the mainstream media. They put a chip in, I gotta tell you it hurts a little bit. And they also told me, if you fail tonight, do not come back to headquarters. So keep that in mind. Look— It’s fun to build a bonfire, it’s not much fun to figure out what you’re going to replace it with. All the plucky citizens in the world, all the networked intelligence that you can come up with, are not going to give us what we need. Which is real-time data as citizens on a variety of platforms from a variety of voices, to make an informed choice every time we step outside that door. Vote against this proposal."
for," You reach into your pocket, you pay for The Nation. "
against,"thought you were talking about Rupert for a moment, Michael—"
for,"And, and this is— Well, Rupert—"
against,"In fact that’s, in fact—"
