side,script,round
for,"First, thanks for getting it anatomically correct. Of course, I'm a member of a team. We're just trying to get it right. We're trying to conduct monetary policy and regulatory policy in order to promote the greatest economic employment growth that possibly can be created without creating inflation. And this is an issue that's dear to our heart. Oligarchs, rich powerful people who get out of control and they want you to bail them out again. Well, we have to work with them, it seems.",nan
against,"It says I was broke. I was a volunteer think tanker. I needed to go back to Wall Street so I could support my think tank habit. The brilliant Paul Saltzman. He runs the Clearinghouse Association, which analyzes these issues. And he has a very nice Brooklyn accent. Well, no our version of Congress functioned as well as the current Congress, so I think it was very realistic and we had a number of folks who are in that field playing that and they were as fractious as today's current Congress. Yes. Thank you, John. Seven years after the subprime mortgage crisis, one thing is clear. Many people made serious mistakes; public officials, regulators and, yes, Simon and Richard, large banks. Mistakes that we now know with the benefit of hindsight helped bring about the crisis. But in the three years since the passage of the Dodd Frank Financial Reform Act, there has been an intense focus on strengthening our banking system. There are new rules and supervisory practices that are changing both the culture and the structure of large banks in permanent and transformational ways to ensure that a crisis like the one we experienced never happens again. But my opponents ignore or understate these reforms. Instead, they propose a radical, untested, and practically unworkable experiment that would upend the progress wehave made and create a whole host of new systemic crises. My opponents' proposal would forcibly break up the largest big banks by placing an arbitrary cap, a government imposed -- the same government that can't seem to get its act together with respect to the payment of our debt. This unprecedented abuse of government power attempts to address an ill-defined risk with little regard for its practical implications or its unintended consequences, simply because they think smaller banks are inherently safer. That is their underlying assumption. And they are selling you this solution as a risk-free proposition without any cost to society. Yes, we can have all the benefits of large banks, but we don't need the large banks. I'm afraid, Simon and Richard, you just can't have it both ways. Their solution is naive and nostalgic. Yes, we all yearn for a simpler world. I get it. But when America and the world become less interconnected and simpler, when large and small companies become less global and stop being the mainstay of production, consumer innovation, and choice, then let's have this debate. Look, the strengths of our banking system is its diversity. We need banks of all sizes, shapes and functions. And yes, within that mosaic, some banks are large, quite large. But some of these banks are large for a simple reason. They mirror the size and the scope of the economy that they serve. They are scaled to serve the customers and the companies that voluntarily use their services. Large banks provide a unique set of services. Global distribution channels, innovative technologies that only they can produce because of the economies of size, scope and scale at cheaper prices for American consumers. Some of these benefits are visible, like mobile payment technologies and reward points. Some are very much behind the scenes like fraud protection and massive investment for our global infrastructure, clearance, settlement and payment systems. And large banks spend tens of billions of dollars protecting this critical market infrastructure from dangerous cyber-attacks that small banks could not afford to pay. And some benefits are indeed difficult to quantify, but that doesn't make them any less valuable, like the breadth of services that they provide to smaller banks as correspondents as operational support and corporations large and small that allow for multicurrency channels, trade finance, global cash management and other risk management tools. Look, several realities will be debated tonight, realities which I submit can't reasonably be refuted, although my worthy opponents certainly will attempt to do so. First, we do have to put things in perspective. Some of America's banks are indeed large. But we have to view them relative to the size of our economy and the world economy that we live in. The size of the American banking system is proportional to theeconomy that it serves. Our banking system as a percentage of our economy is basically the equivalent of South Africa's. In addition, as Richard mentioned -- I know he was appealing to isolationist tendencies there, but the fact of the matter is the degree of concentration in our banking system is in fact less than most developed countries. The largest banks, as a percentage of industry revenue, are in fact less than most other industries with fixed costs, including auto manufacturing computers, pharmaceuticals and wireless telecom. Second, the underlying premise of my opponents' theory is that smaller banks are somehow safer and less complex. That is a faulty assumption that is simply belied by the facts of history. Banking crises are caused by one thing: when too many people buy an overinflated asset, you have what's called a common shock, a common shock associated with too many people buying the same overvalued asset. And when that asset bubble bursts, you have a systemic crisis. My point is, smaller institutions, whether they are banks or hedge funds, can be a source of systemic risk. They have been, and unfortunately, they will be. Breaking up the banks will not prevent a future crisis. And also, they would eliminate the stabilizing impact that large and well diversified banks have during times of inevitable crises. And third, and perhaps an area that we'd love to mix it up during the course of the debate, new laws are in place that weren't in place, including the law that prohibits taxpayer bailouts and eliminates “too big to fail”. And there has been tremendous progress in the pace and substance of regulatory reforms to mitigate the risks to our banking system. To ignore or understate these transformational changes is disingenuous. There isn't a single aspect of a bank's business that hasn't undergone -- been untouched, undergone reform or been untouched by regulatory reform. Banks have twice as much capital as they had before the crisis. Liquidity gaps are closed even in advance of regulation. Bankruptcy road maps, through living wills are in place that make organizations simpler and less complex. And we have a new bankruptcy process that requires banks to be resolved without taxpayer support. To suggest that these changes are illusory is just simply wrong. They are in place. They are effectively limiting both the likelihood the large banks fail and the impact of that failure if and when it does occur. The answer presented by these risks is not to ignore the benefits that large banks bring to our society, but to continue to focus on improving the macro-prudential regulatory framework, to periodically assess their effectiveness, and to think about where the next crisis is coming from.John Donvan: Paul Saltzman, I'm sorry, your time is up, and thank you very much.",nan
against,Thank you.,1.0
for,"Thank you very much. And thank you, Paul and Doug, for being willing to come out and argue the big banks' corner this evening. This debate is long overdue. Now, Richard Fisher has laid out for you the case, the economic case, the technical case for breaking up the big banks. And, now, you should take note of what he says. He's the president of the Dallas Fed. He's a man with a great deal of experience in financial markets. He's also a man who has to be, you understand, somewhat careful about certain statements he makes, wouldn't want to move the dollar or anything in a precipitous manner. My job today is to tell you the things that Richard Fisher can't tell you -- -- because he's too nice a guy and too much of a diplomat. And a lot of these things are about politics, and I want to cover these precisely by responding to what Paul Saltzman has just said on three main dimensions. I want to talk about the magic -- supposed magic of banking. I want to talk about JPMorgan Chase, the biggest bank in the world. And I want to talk about Dodd-Frank, the legislation; the miracle that Mr. Saltzman says has fixed all ourproblems. Now, on the first one, on the magic of big banks, have you felt it? Have you seen around you as the banks became bigger the great improvement in customer service; the reduction in fees; the better access to credit for all Americans? No, no, you have not. You have not. And the really -- -- the really interesting point -- and I'm afraid the sleight of hand, and it's a masterful sleight of hand -- in what Mr. Saltzman said is the history. When did the banks in the United States become so big? It wasn't 50 years ago. It wasn't 30 years ago. It's mostly in the last 15 years. Mid-1990s, the largest six banks in the United States had total assets around 15 percent, 1-5 percent of U.S. GDP. They're now over 60 percent of GDP, combined. They're bigger now than they were before the crisis. This is a recent development. All -- everyone in this room, everyone listening and watching at home should have felt the magic if there were any magic for you. There isn't. There's magic, all right, there's magic in compensation. If you run a bigger bank, you get a bigger paycheck. You understand what that's about. There is no magic of size for the consumer, for the broader economy, for the nonfinancial sector. Let's talk about numbers. Let's talk about -- let me talk about JPMorgan Chase. I don't see Jamie Dimon the room. He could speak for himself if he is here. We haven't -- nobody said anything about the numbers, the size. What is the balance sheet -- total balance sheet measured properly? Include all the derivative exposure using international accounting standards. It's a $4 trillion bank. It's about a quarter the size of the U.S. economy. I'm comparing the balance sheet with our annual GDP. That's a big bank. If JPMorgan were on the verge of failure today, a Wednesday, it's an awkward day for banks, though -- I think one of the big lessons actually from the Clearing House simulation was ""Don't fail on a Tuesday."" It's a long way from Tuesday to the weekend. We need to get to the weekend. Do the bailout. Right? It's a Wednesday. It's Wednesday, it's an awkward day, I understand. It's an awkward day. JPMorgan, $4 trillion is going down. It's a hypothetical. Please don't rush to tweet that. It's hypothetical. JPMorgan is about to fail. Who here thinks that the president, secretary to the treasury, chairman of the Federal Reserve would let them go? Let them fail? Take the hit? Go through bankruptcy? Does anyone think JPMorgan could fail just like every other business outside of big banks could fail in America? Could JPMorgan fail? Anyone want to raise their hand? Paul, you can raise your hand if you want. Anyway, Goldman Sachs. Goldman Sachs. Goldman Sachs was a $1.1 trillion bank when it failed. I'm sorry, was rescued by liquidity loans. I always get those two things mixed up. In September 2008, $1.1 trillion bank. That was up from $250 billion in the mid-1990s when it was one of the best banks in the world, when it provided really good service to individuals and corporate customers. One of the best banks in the world. It became a lot bigger. It became $1.1 trillion. Anyone think Goldman Sachs could fail. No. I see no hands. One hand. Good luck to you, sir. There is a short seller in every New York audience. Dodd-Frank, Mr. Saltzman says, Dodd-Frank has solved this problem. Now, I'm a supporter of Dodd-Frank. I think this is important legislation. We had to get some of those reforms done. I worked to help the FDIC, Federal Deposit Insurance Corporation, with their implementation of some of the plans for how you manage the collapse of these banks. Yes, I'm a member of the systemic advisory committee for the FDIC. It's a great, fun job. I can assure you. We have terrific parties. And, you know, maybe, maybe it'll work. Maybe the single point of entry, the recapitalization of the holding company, maybe they'll be enough capital. Maybe the Federal Reserve will insist on preparing these banks properly so when the day comes the damage is more to the management who are responsible and to the creditors who should be on the hook, and to their shareholders who took the risk rather than on the rest of us, rather than on the economy, rather than on the taxpayer, rather than on everyone who lost a job. Eight million jobs lost, $15 trillion in output. Dennis Kelleher from Better Markets in the second row has the same numbers from his independent assessment. This is a calamity. Maybe we could avert that danger. Maybe Dodd-Frank will work and all these pieces will come together. I would not bet on that. I do not advise you to bet on it. I advise you not to take risk out of the world. You can't do that. We have no magic bullets. There are no panaceas, but as a matter of responsible action, as a matter of dealing with the problems that confront you, as a matter of reducing the risks that we will face, I urge you today support the motion put forward by Richard Fisher and me, ""Break up the Big Banks."" Thank you very much.",1.0
against,"Thank you. Thank you, John, and thank you all for being here. I have to deviate slightly from my prepared notes here, from the sleight of hand comment. My -- the sleight of hand I noticed is they seem to either not be making the same proposal or they seem not to be clear on what the proposal is. My understanding was this was about breaking up the big banks, which I think most of us here, certainly Paul and I assumed, was to break them into pieces, many pieces, not -- to bring them down below a certain size level, not to do what sounds like a variant of Glass-Steagall. Simon himself didn't describe what he thinks should be done. He described what he doesn't like about the current situation. I'm sure later they'll have a chance to explain what they actually mean and if they both mean the same thing. Taking this the way I think we were supposed to, I strongly believe it would be a big mistake to forcibly break up the largest American banks. I oppose breaking them up for three main reasons. First, as Paul has pointed out, we need some very large complex banks in America to cost effectively help our businesses and families deal with a large, complex world. Without them, loans and other services will be more expensive and harder to get. Second, breaking up the big banks is unlikely to make us safer, despite the assertions of Richard and Simon. Third, the process of breaking the banks up would almost certainly cut bank lending for a number of years at a time when our economy needs more lending, not less. Starting with the role of big banks, I think Paul explained quite well. What we need in America is an ecosystem of finance in which there are many different types of organizations that are thriving; big banks, small banks, insurance companies, many other types of participants. Among those I submit that we do need some very large banks, primarily to serve our largest companies, and even middle sized companies, that need a very wide range of financial services, need them in many locations, including overseas, and need them to be provided at a scale that allows it to be cost effective so they're not excessively priced. This means, when you add this up, we do need some that are quite large. And I would think if they have a criterion, would cross the criterion that they -- my opponents would feel -- meant they should be broken up. And this isn't just my opinion. The Business Roundtable did a survey of CEOs of major U.S. companies, and they very strongly supported the need for banks of this nature. Now, Richard has his Federal Reserve Bank in Dallas, which does some nice research for him. But I'm sorry, Richard, I happen to bemore impressed by research papers from two other Federal Reserve banks in St. Louis and in Philadelphia, that have shown quite considerable benefits of this kind of size and scope to quite large levels, that these provide many benefits to society to allow the services to be provided at a reasonable cost without which loans and other services would become more expensive. I also wouldn't want to see us tie our hands in international competition. Now, let me go to my point on no increase in safety, because I don't actually believe that what they're describing would make us safer, even though perhaps in that Churchillian approach, it sounds agreeable to do this, to break up the big banks -- we all seem to hate bankers -- but it's not actually the right way to go. Now, think about why it -- what would be different. Let's say ten years ago, if we had broken up the big banks into 20 pieces each, I don't think much would have been different in the crisis that we had. It would have been severe, it would have happened, and the character wouldn't have been that much different, because these smaller banks that they were broken up into would all have gone the same way, that is, they all would have overinvested in mortgages, both residential and commercial. Now, why do I say that? One, because at the time, almost everybody thought this was smart business. So almost all the players in the financial sector were doing it. Secondly, you can look at what small and medium sized banks did. The ones who actually existed that are supposed by safer, they took on tremendous risk and got hurt quite badly. They were just smaller, so they didn't, each one of them, make the headlines. Smaller size was no protection from risky and ultimately stupid decisions. Richard and Simon imply that smaller banks will take less risk. I don't see it. I don't see it from the incentive structure, and I don't see it from how they actually operated. Put another way, breaking up the big banks would not have affected any of the principal factors that analysts tend to argue caused the financial crisis. They wouldn't have affected excessive investment in all types of mortgages, reduced standards for those mortgages, government pressure and encouragement to make risky mortgage loans, lacks regulation, poor practices at the rating agencies, a bad bonus culture, excessive risk taking by some individuals and the incentives that existed to create dodgy securitizations. So I don't see why we'd expect it to be safer. Now, you might say, well, we wouldn't have to do a rescue as taxpayers if these were smaller banks. But we saw, in the savings and loan crisis -- -- that we had to do that. If I had more time, I would talk more about this. But you may be surprised that Paul Krugman, no friend of the banks, agrees with us. He said, ""Breaking up big banks wouldn't reallysolve our problems, because it's perfectly possible to have a financial crisis that mainly takes the form of a run on smaller banks."" In fact, that's precisely what happened in the 1930s. And if I had more time, I'd give you the rest of the quote. I can do that later if you want. But let me move on to the conclusion here. Keep in mind, Richard and Simon are selling you a theory. We have no actual experience of breaking up the big banks in this way in advanced economies. They cannot promise success. And I personally believe it will do considerable harm. The economy will be less efficient, credit more expensive. We'll be less competitive globally, and I don't see an increase in overall safety. Thank you.",1.0
against,"Doug, let me take that. So let me just be very clear from the outset. No bank should be “too big to fail”. No company should be “too big to fail”. Companies, whether they be banks or other financial institutions, need to suffer the risks of their own risky behavior. It's as simple as that. Here, here. Okay. So I think we're not debating -- You know, and to characterize my position or the industry position as being supportive of moral hazard risk is just misleading. So let's just -- let's just be perfectly clear. With Dodd Frank and the law as it is today, which prohibits bailouts, with banks getting smaller and less complex through the living wills process, through the new bankruptcy process that allows banks to be resolved in a way without taxpayers’ support. No bank is “too big to fail”. JPMorgan can be successfully resolved under the current law and would not need to be bailed out. Don't ask me. Ask Paul Tucker, deputy governor, ask Ben Bernanke, ask Mary Miller, ask many of the other public officials that have indicated large banks can be successfully resolved under the current law.",2.0
for,"Well, I've asked Paul Tucker. Paul Tucker is the outgoing deputy governor of the Bank of England. And this is a key issue for the British, because it's a cross-border banking issue. It's incredibly complex. Ask Paul Tucker this question, can -- specifically this question: can JPMorgan Chase be resolved under some combination of Dodd-Frank and what the British have in place? And what he says is, “Well, we don't quite have the British piece in place yet.” I actually think that to American English the answer's no.",2.0
against,"Simon, with all due respect, maybe I was at a different meeting. For the record, we'd like to get that quote. Paul Tucker said emphatically that large banks can be successfully resolved under the current law. Maybe I was in a different meeting.",2.0
for,"Well, what's so interesting to me is the Bank of England is putting forward proposals right now to ring fence the commercial banking operations of complex bank holding companies exactly as I have just proposed. That comes from Paul Tucker. That comes from Andrew Haldane . That comes from the Bank of England. So there is a difference of view here, and --",2.0
against,-- the most --,2.0
for,"-- if we’re citing the Bank of England, Paul, then as authorities we should take the -- we should just take onboard their evidence. And, Doug, on your point today, are there economies of scale and scope in banking, Andy Haldane and his team say there are only such magic for banks if you ignore the subsidy the “too big to fail” banks receive, if you factor in that subsidy all those nice results that you mentioned go away. So let's decide where we are in the Bank of England. Are they an authority on this, or are they wrong on the evidence?",2.0
against,"First of all, I talk with Andy Haldane a lot, and what his actual view is, is a lot more subtle than you just described, but I'd like to go back also, you were invoking the Vickers Commission and what the British are doing. What the British are doing as I think you know is actually very similar to what we still have under the parts of Glass-Steagall that we never got rid of, which is there are protections under current U.S. law that mean that deposit taking banks have a number of transactions they cannot do with their non-bank -- their securities affiliates. That's pretty much what they're talking about doing in the -- with the Vickers Commission, not talking about going dramatically further than that.",2.0
for,"I think we -- -- losing our audience by talking about the Bank of England -- -- and the Vickers Commission. I do want -- Yeah, that's right. No, no, but -- -- well, we'll try to -- Can I just say one thing, if I may? I mean, Paul, you know I love you. You're a good man.",2.0
against,"Uh-oh, here it comes.",2.0
for,"But, to make the claim, and I quote, ""the big banks were stabilizing influences during a crisis."" They were the spreaders of the crisis. They were not a stabilizing influence -- -- and I know because they came to us to ask for protection. Goldman Sachs --",2.0
against,There were many banks --,2.0
for,-- bank holding company.,2.0
against,"-- as you well know, Richard, there were many banks -- -- that did not need funds. There were many banks that acquired failing institutions --",2.0
for,Yes.,2.0
against,"-- at the request of the government to stabilize the market. And frankly no good deed goes unpunished, if you read the newspaper these days, you know. And if we can get back to the point earlier, are you suggesting that we now have only domestic banks --",2.0
