side,script
for,"No more doubt on my mind on his views than on Justice Ginsburg's views on the case . My partner is Sherif Girgis, and he's an Ivy League -educated expert on the institution o f marriage. Right . Actually, I grew up mostly in Delaware, which, in other parts of the country, is a conversation -stopper . That's true. Yeah . The first ones to sign on to the Constitution. We had nothing to lose ."
against,"Well, I do hope that the Supreme Court will allow Freedom to Marry to close its doors, having achieved its mission . But neither my temperament nor my finances will really allow for retirement . So, hopefully there -- and fortunately, there are many other good causes to plunge into. Thank you. I wish I could claim such prescience , John, but it was totally happenstance . And I can say that the two people in the country who could match the same -sex couple s who wanted to get married and wanted the Supreme Court to take the case, in terms of their euphoria when the Supreme Court finally did take the case, were my editor and my publisher ."
for,"Well, thank you . And first I want to say it's a huge honor to be speaking opposite these really distinguished guests . I mean, Evan Wolfson, as they said, is the architect of the movement for same -sex marriage . He's a remarkable visionary and leader wh atever you think of the substance of the issue . And Kenji Yoshino it rightly regarded, including by lots of my conservative friends, as one of the best teachers in the legal academy and certainly one of the best writers . I think you'll see all of that on display tonight. And it would worry me , except that I think that you can be fully onboard with their view of same -sex marriage as a policy matter and still agree with us that it's one of those very important policies where the Constitution's just silent. It leaves you free to pick. And the reason, in a nutshell -- and I'm going to be focusing on big picture in this part -- is that the Equal Protection Clause is not enough. It says d on't be arbitrary. S o have a reasonable vision of what marriage is and of its public purposes and apply it eq ually, not arbitrarily . It doesn't tell you what vision of marriage to adopt. But that's what this whole debate is exactly about. Do we adopt the consent -based view of marriage that says it's fundamentally about deep romantic love and commitment and tha t the reasons to recognize it are stability and dignity, in which case, yes, recognizing that equally requires recognizing same -sex relationships . Or do we have a different vision of marriage ? The more traditional vision in our law, the conjugal view o f marriage that says marriage is fundamentally about that union in which a man and a woman are coming together and oriented to family life by the very nature of the bond, the act that makes marital love is the kind of act that makes new life . The only relationship that can give kids a shot at being reared by their own mother and father. The problems for the other side in this particular debate are that the Constitution doesn't tell you which of those views to adopt, and there's nothing inher ently wrong with the conjugal view . And they're going to say that's not true . That last part's not right . The only way you could make your way to the conjugal view is if you were motivated by animus. I think this is one of the easiest parts of the argument to solve, and I'd be interested to see if they have a response to it. History disproves this. This isn't the only way you can get to this view . In fact, there have been cultures that span the spectrum of attitudes towards homosexualit y and still have the conjugal view of marriage in their law, cultures that we're perfectly aware of and celebrated long -term same -sex relationships -- in ancient Greece in various forms, for example -- but still thought it had nothing to do with marriage; cultures that were totally ignorant of our concept of gay identity . They didn't even know of the class in the way that we do today, to have animus against it. Couldn't have been motivated by animus . They might say, well, maybe the view itself isn't motivated by animu s, but the idea that same -sex marriage has anything to do with linking kids to their own mom and dad does . It's unreasonable . There's no link . And the problem with that view is that even some prominent same -sex marriage supporters reject it or reject something very close it . So, for example, E.J. Graff says, of course, ideas have consequences . Changing our idea of marriage is going to have c onsequences for marriage, practice . And he says, in particular, it will be breathtakingly subversive to recognize gay marriage . It will introduce a revolt against the institution to its very heart, forever cutting the link between it and diapers . Andrew Sullivan says, of course, it's going to liberate us from not just complementarity but lots of other patriarchal or oppressive norms that restrict the personality, like sexual exclusivity, norms that were tailor- made for opposite-sex relationshi ps. Masha Gessen, a same -sex marriage advocate said it's a no -brainer that the institution of marriage shouldn't exist and that this is a stepping stone to its deinstitutionalization. They all agree that sexual complementarity, the idea of a man and woman coming together as mother and father to their kids and marriage law historically are all linked together . They just disagree on whether it's good or bad to delink them . So whatever you think of that view, you might reject it.But it can' t be motivated by irrationality . And maybe someone will say, well okay, so the case law makes it clear that we can't have this vision of marriage . Professor Yoshino sometimes points to Turner that says, look, you don't lose your marriage rights when you enter a prison because after all you can have things like emotional commitment . And Professor Yoshino will say, well, there we go . That's the revision, the consent- based view being enshrined in our case law . But just two lines down it ta lks about the expectation of ex - -- of consummation . It talks about the legitimation of children born into the union. It's clearly taking for granted the conjugal view that had always been the law and just saying, apply that equally . That's the pattern for all the cases that he has brought up in his own writings . The last thing might be this: Well, it just imposes a separate status, a disadvantage and so a stigma that's Justice Kennedy's words a bout DOMA. Maybe that's the problem, just excluding same -sex relationships is all. That's directly a violation of equality . You don't have to go to all this stuff about picking views and which one's based on what reasons . And the only problem with that view is that if it works against this vision of marriage, it works against all of them . Every marriage law creates a separate status . The whole question is where to draw the lines and do we have a reason for drawing them where we do ? Does it make sense ? Does it serve any public interest? Nothing our opponents tonight will say -- can say will undermine the idea that there may be -- that it's reasonable at least -- whether you agree with it or not, to think that it's worth preferring biological parenting wherever possible, giving kids their best sh ot at it by using our marriage law unobtrusively to do that and leaving other adults to live and love the lives of their choice . Thank you."
against,"Thank you. Thank you, John. My friend, Professor Yoshino will address the arguments put forward by the opposition in support of continuing discrimination in marriage . In my time, I will focus on the Constitution's command of equality and the importance of the fre edom to marry to same -sex couples, and thus why you should vote against the motion . I think it's important to begin by noting, we're not talking here about same -sex marriage, some other new thing . What we're talking about is the freedom to marry . The freedom to marry is the fundamental right affirmed by the Supreme Court at least 14 times . In the United States, rights belong to individuals, not categories . A super majority of Americans now support the freedom to marry for gay couples . Se veral polls showing over 60 percent with majority support in every region of the country and across virtually every demographic . Now, even if there were not majority support, the courts should uphold the Constitution. But the shift in public opinion te lls us something. It tells us about the growing understanding as to how and why the Constitution does apply to gay people's lives and dreams and to our claim under the Constitution. As Americans have gotten to understand the real consequences of exclusio n from that right of marriage, and as Americans have gotten to see real families not just theoretical categories and stereotypes and prejudices . T hey've come to understand how the Constitution's command applies equally to loving and committed couples of the same -sex . The courts, too, like the American people, have shed what Justice B lackman in his dissent in the in famous 1986 case, Bowers v. Hardwick called ""willful blindness."" And in the past two years, 65 courts -- state and federal, appellate and trial level, Republican appointees and Democratic appointees, -- have ruled now in favor of freedom to marry with only the smallest handful coming out the other way, one of which is now on appeal to the United States Supreme Court. And in all those 65 cases, my favorite passage comes from the case in which we brought the freedom to marry to Utah . The judge in that case says, ""It is not the Constitution that has changed, but the knowledge of what it means to be gay or lesbian."" Only those who are willfully blind to the common humanity of gay people today can deny what is clear under theConstitution. The Supreme Court, for example, has long recognized, ""The freedom to marry is one of the vital personal rights essential to the or derly pursuit of happiness by free men .” Loving v. Virginia. The court, in another marriage case went on to say, ""The right to marry is of fundamental importance for all individuals."" Gay people share the same mix of reasons for wanting and needing the freedom to marry and for wanting and needing respect for their lawful marriages as non -gay Americans do . And the Supreme Court has spelled out what these attributes, what these aspects, what these interests in marriage are . My opponent just referred to the case, the case of Turner v . Safley, the case asking the question whether prisoners could be arbitrarily denied the freedom to marry . And in that case, the Supreme Court enumerated four important attributes of marriage . ""Marriage,"" the court said, ""under our constitution, in our time,"" not ancient Egypt, Rome, and Greece, under our Constitution and our time, ""the important attributes of marriage,"" the court said, ""are: number one, the opportunity to make a commitment to another pers on and to make a statement publicly about that commitment and have that commitment reinforced and ratified by the community in the law; number two, the spiritual and religious and personal meanings that marriage brings to many; number three, the prospect,"" the court said, of what the court called ""physical consummation,"" which we usually call something else, particularly on a Saturday night; ""and, number four, the tangible and intangible protections and responsibilities that marriage brings under our system of law."" Gay people share an equal and vital interest in every single one of these important attributes . The freedom to marry is important . And, therefore, to be denied it is to not be treated equally, which, under the command of our Constitution, is a guarantee each and every American has . Under the Equal Protection Clause a classification, particularly one that disadvantages a historically disfavored group of Americans, or a classification that implicates fundamental liberties, fundamental freedoms, or individual dignity, under the Equal Protection Clause , the government must have a sufficient and legitimate reason for drawing that line because the Constitution guarantees that all Americans subjected to a classification must be treated alike . In this case, because of the importance of what is being denied and because it is being denied to a group of Americans who are historically disadvantaged, who have been oppressed, who have been discriminated against, not only in private life but by the government itself, there's all the more reason for the courts to apply what court aftercourt have now done, a meaningful review . And under that meaningful review, there is no justification for continuing this discrimination . And you should vote, ""No."""
for,"Thank you very much. I, too, am delighted to be here and to part icipate in this debate with such esteemed colleagues . In the brief that Evan Wolfson filed in the Supreme Court in the marriage case that's currently being heard there, he repeated over and over again, ""The real definition of equal protection is -- comes to us from Supreme Court precedent. It's not a requirement that everybody be treated equally no matter what the circumstances, it's that all persons who are similarly situated shall be treated alike."" And he repeats this over and over again . On page s even on the brief the operative presumption is that the legislature has presumably permissively determined that the persons affected by a classification are not similarly situated in the first place . The real question for us is whether the Equal Protectio n Clause require us to understand or to adopt one version of marriage by which everybody agrees people are similarly situated . If the institution of marriage is simply about the loving relationships between adults and the dignity that the state might confer on that relationship, then there's no reason to distinguish one set of relationships from another . But if marriage is about something different than that, if it's about that unique biological complementarity of men and women structured in a institution that gives life to the offspring of that relationship,then it's quite obvious that same -sex and opposite -sex couples are not similarly situated . And it doesn't violate Equal Protection not to treat groups who are not similarly situated d ifferently. That's the real question for us, what is the very purpose of marriage therefore ? Is it for the state to confer a dignity, to recognize this adult relationship, as Evan has claimed ? Or is it something else, something much more profound ? Why is it that every society in human history, across cultures and ages, have adopted something very similar to the man/woman understanding of marriage that we're talking about today ? It's because there's something inherent in the nature of men and women, and that function that they alone can provide that is essential to the marital relationship and to the creation of the next generation. When the Supreme Court 14 times in its cases ha s talked about marriage as a fundamental right, it has always been in the context of that basic understanding . In Loving v. Virginia, it went on in the sentence after the one Evan quoted to say because it's necessary -- it's essential to our very existence and survival . That's not true if you remove from that purpose of the institution this unique procreative ability of men and women . So, what is the purpose of marriage ? What is the state's interest or reason for getting involved in the institution of marriage at all? There are all sorts of relationships that the state doesn't have anything to say about: friendships, brother -sister relationships, mother -father, cousins, all sorts of relationships . The state has no interest in getting it -- even if they're very loving r elationships, even if they're romantically loving relationships. That's not why the state got in the marriage business in the first place, and why it is the third party in every marriage contract . It's this unique procreative ability of men and women . And the third is, if we're going to radically redefine that purpose to be about adults rather than that child- centered focus, who decides that question ? Well, in our society, in almost every case, the C onstitution does not settle those questions . It leaves it up to the people to decide . And that's the real question we have here . Has this constitutional provision adopted in 1868 already decided this question for us, and said, ""You know, you people, you don't get to decide this questio n."" We're not talking about discriminating against a group of people . That the Constitution has decided. We're talking about redefining a core societal institution to be a dramatically different purpose than it has ever had before . That question the Constitution doesn't decide . And it's that question that we have to answer on the get- go. So, we've got a lot of history here to try and figure out what exactly this purpose of marriage is . You go all the way back to California cases -- I'm from California, so I'll start with some there -- 100 years ago, we had this clear. The first purpose of matrimony, by the laws of nature and society, is procreation . And then 100 years later it shows it hasn't changed. The sexual procreative and child -rearing aspects of marriage go to the very essence of the marital relation . Justice Kennedy, in his opening of his opinion in the Windsor case, striking down the Defense of Marriage Act just two years ago, he says this at the very beginning: ""For marriag e between a man and a woman, no doubt it's been thought of by most people as essential to the very definition of that term . And to its role and function throughout the history of civilization."" Those are the questions -- those -- that's what we understand marriage to be . And it takes a radical redefinition of it, a change in its core purpose, to create -- to create an equality of claim here. And it's that change in purpose that raises a lot of concerns and raises the state intere st about not changing this . So, what happens if we just change the institution of marriage ? Well, we've got an experiment with this . 50 years ago, we changed another core aspect of marriage -- the norm of its permanence . We did it by adopting no -faul t divorce laws . We said, you know, if things hit a bump in the road, you can get out of your marriage a lot easier than you could. Everybody said at the time ""It won't affect the institution of marriage . It won't alter your marriage."" But what we've seen over those 50 years is a dramatic reduction in the societal norms the -- the incentive that the institutional understanding, the definitional understanding provided. People no longer -- in many instance s -- think that marriage is a life -long commitment . ""It's a life -long commitment unless I hit bumps on the road , ceases to be in the way of my adult fulfillment, and then I get out of it."" That little shift changed it from a child-centered i nstitution to an adult -centered institution. And it has had dramatic consequences . Well, we're now talking about a shift that's even more profound, to remove the gender complementarity, the gender diversity in the raising of children -- all of those things -- to make this more about the adult relationship than the child who are the offspring of that man -woman union -- is going to dramatically reduce the incentives that that institution provides as a cultural norms -- cultural -- John Donvan:John Eastman . I'm sorry. Sorry. I ran out of time . I wasn’t watching. -- very much."
against,"So I, too, am so honored to be here with esteemed colleagues to debate this crucial issue . And I want to begin with the language of the Equal Protection Clause, which says, ""No state shall … deny to any person within its jurisdiction the equal protection of the laws."" When this language was ratified in 1868, we were coming off of a civil war. And the framers of that amendment could easily have limited the equality in question to the context of race . In fact, if we look at the adjacent, roughly contemporaneous 13th and 15th Amendments, the three together known as the Reconstruction Amendments, we see that there are limitations to race, to color, to the previous condition of servitude .S o why is it that the framers did not cabin the notion of equality to race, but instead adverted to a higher level of generality and said, this means equality for all individuals . I would offer to you that they jumped up to that level of abstraction because they wanted to leave it to intelligence of successive generations to determine what equality meant for them. Indeed, if the Equal Protection Clause had not been framed in these majestic and soaring abstract terms, gender equality would not have been able to be a heightened scrutiny classification, by which I mean a classification that draws the particular solicitude of the court, moving us from the presumption that a law is c onstitutional to moving us to the presumption that it's unconstitutional when heightened scrutiny is applied . Gender discrimination would not be a protected classification under the Equal Protection Clause if we adhere to the understanding of equality that obtained in 1868 . So the question for my opponents is, do they believe that the meaning of the Equal Protection Clause, even though it was text ually framed at that level of generality, does not protect women as a heightened scrutiny classification. And if it protects women, then why would it not protect sexual orientation? I would also offer to you that we can think about this, as Mr . Rosenk ranz said at the beginning of this debate, either as a sex discrimination issue or as a sexual orientation discrimination issue . If we think about it as a sex discrimination issue, they will already make bars on same -sex marriage presumptively unc onstitutional. If we think about it as a sexual orientation discrimination issue, this is a harder lift, because the Supreme Court has not yet taught us or told us whether or not heightened scrutiny will be applied in a formal way to the classifications b ased on sexual orientation. So I want to make the steepest climb . I want to both assume that the most deferential level of review will be applied by the court under the Equal Protection Clause . And I want to assume the definition of marriage that was forwarded by my opponents and to say that the Equal Protec tion Clause requires, right, gays to be included within the institution of marriage even if we understand that marriage has at least a procreative dimension . The first thing I want to point out here, going to ProfessorEastman's comments about the propagation of the species , is that gay individuals are not infertile . Gay individuals procreate . And in fact, my husband and I have two children, and those two children are among the h undreds of thousands of children in this country alone who are being raised by same -sex couples . So the argument has to be that we're doing a worse job at raising them -- and this would be Mr . Girgis' point -- than heterosexual couples are doing with their children. And I would only say that this is not a theoretical question. It's an empirical question . A nd every major professional organization that touches the interests of children -- including the American Academy of Pediatrics, the American Medical Association, the American Psychiatric Association, the American Psychological Association, the National Association of Social Workers -- all of these professional organizations have said that gay parents are doing just as well as straig ht parents in raising their children. The kids are all right . With regard to the second rationale that might be offered, is the notion that Professor Eastman alluded to which is the deinstitutionalization of heterosexual marriage. And the idea here is that if gay people are permitted to get married, then heterosexual couples will lose esteem for the institu tion and engage in procreative activity outside of the institution. Now, this is counterintuitive at best, you know, as was articulated by one of the witnesses in the Prop 8 trial . I don't think many of you heterosexual people are going to go home and say, you know, we've had a good run, but no w that Ted and Steve down the street can get married, we have to throw in the towel, and we' re not going to get married anymore. So I think more needs to be said empirically about the deinstitutionalization argument . I want to close with the words of Justice Ruth Bader Ginsbu rg in a canonical 1996 Equal Protection case, because we are talking about equality . She said t he history of our Constitution is a story in which c onstitutional rights and protections were extended to groups that were previously ignored or excluded. To include t hose groups, ladies and gentlemen, I ask you to oppose this motion. Thank you. John Donvan:Thank you, Kenji Yoshino . And that concludes round one of this Intelligence Squared U.S . debate where our motion is ""The Equal Protection Clause does not require states to license same -s ex marriages."" Now we move on to round two . And round two is where the debaters address one another directly and take questions from me and from you, our live audience here in Philadelphia. Our motion is ""The Equal Protection Clause does not require states to license same -sex marriages."" Arguing in support of this motion, we've heard from John E astman and Sherif Girgis . They have argued that the Constitution does not actually settle this issue . It is not explicit at all, but they argue that the traditional vision of marriage, which they use the term ""conjugal,"" that that vision has historical roots that need to be respected, that in fact the Equal Protection Clause is only to be summoned in situations, very rare instances when majority rule n eeds to be asserted, but that this is not one of those cases . They also make the point that, repeatedly, when the court has addressed the issue of marriages of fundamental right, it has made it clear that the court, in the court's opinion, that is marriage between one man and one woman . Arguing against them, we have heard from Evan Wolfson and Kenji Yoshino . They argue that, look, it's very simple . The freedom to marry is the freedom to marry . They site the fact that there are 60 percent support in polls for single sex marriage and argue that given historical disadvantage of gay people, that only willful blindness would allow the perception that same -sex marriage is not constitutionally protected . And they go back into history to the time in 1868 when the Equal Protection Clause was written into the 14th amendment, pointing out that they believe that it was left unspecified -- left to future generations to decide what equality was going to mean. I want to go to the team arguing against the motion which in this case means that you actually are arguing that the Constitution supports and requires states to license same -sex marriage. Your opponents are saying that by citing the Equal Protection Clause, you can only do so by funda mentally redefining marriage, and in doing so, actually creating a new right . And I want to ask you to respond to that. Ken ji Yosh ino: Yeah . I would say that we're not asking for a new right. We are a new group asking for access to an existing right . So, for example, if we look at Loving v . Virginia, or Turner v .Safley , which my friend and colleague Evan Wolfson referred to, those are cases pertaining to interracial marriage and inmate marriage . However, when those plaintiffs sought the right to marry, they did not seek the specific right to interracial marriage . They did not seek the specific right to inmate marriage . They sought the right to marry."
for,"Yeah, I do . Look, because the test the Supreme Court has developed for addressing these equal protection questions is whether the groups are similarly situated, you have to be adopting a view of marriage in which the groups are similarly situated to make that claim. And you necessarily have to be rejecting the view of marriage in which the groups are quite obviously not similarly situated . And it's that change in the understanding of the purpose of the institution of marriage that requires us to treat this as a new claim rather than just access to the existing institution. Yeah . So -- any two adult relationships are similarly situated if the purpose of the relationship is to foster the love and commitment between the relationships . And if that's what the purpose of marriage was, then I would say it violates equal protection not to extend same -sex marriage to -- or not to extend marriage to same -sex couples, to polyamo rous or polygamous couples, to consenting adults in familiar relationship of all sorts. If instead the purpose is this unique biological complementa rity of men and women that bring men and women together for the purpose of producing the children that are the result of that union, then two men are not capable of having -- women, you're saying you're fertile, that's right, but not -- you know, Kenji say s at some point in his book, ""To say that only men can be fathers and only women can be mothers is to engage in sex stereotyping."" No, it's not . It goes to the very essence of the difference between men and women on this core biological purpose. John Do nvan: Okay . Let me bring it to -- yeah, let me bring it to Evan Wolfson.Evan Wolfson: Well, very quickly to that, people marry for many reasons, and we do not dictate -- we do not have the government dictating to you why you marry the person you love and what your marriage needs to be about . For many people it is about procreating . For many people it isn't . For many people it's about raising children, gay and non -gay parents raising their kids . And for many people it's not about raising kids at all. There are many reasons why people marry . And in this free society, that belonged -- that choice belongs to us, not to the government, and government is not to be used as a weapon to impose one ideological view on everyone else . But I want to go back to your question, John, where you talked about this question of a new right . You know, from 1776 until 1948 not a single court in the country was willing to strike down restrictions on people seeking to marry someone of, quote, unquote, ""the wr ong sex."" And finally in 1948 the California Supreme Court, John Eastman's state -- I'm not sure how you felt about it -- but John Eastman's state said that -- struck down race restrictions on marriage . And what the court said in that case was, ""The esse nce of the freedom to marry is the right to marry the person who is precious to you . People are not interchangeable,"" the court said, ""like trains . It's not like if someone else goes -- one goes by and you're not allowed to marry that one, you'll just ma rry the next one."" Gay people share the same interest in marrying the person who is precious to us without arbitrary restriction by the government because that's what the freedom to marry is all about . And that's not a new right, that's the right that we as Americans have, and it's the right that gay people seek to share. No . I mean, of course it's a new right. I mean, it's basically changing the understanding of marriage in order to say that same -sex couples are similarly situated . I mean -- so the answer to Professor Yoshino's question is of course the Equal Protection Clause applies to everybody . If a gay pers on walking into this building -- is this a state -run institution -- if it were and a gay person were charged one cent more, however trivial the cost, that's an Equal Protection violation. That's not what we're talking about. That just basically runs righ t over the question of what marriage is . And here's a clear way to put it. I want to know by what principle Professor Yoshino or Evan Wolfson would say, ""Look, if someone says to you"" -- and there are people who say this now -- ""'There are three ofus, w e're three men, we've thrown our lot in for the long haul, we're committed to it through thick and thin' -- "" and here's why, it's not because -- you say, ""Oh, well, it's perfectly su bstituted. You can settle for one."" They say, ""No, for our identity."" That doesn't work . It's not the most fulfilling bond. Surely the principle is recognition of the relationship in which you find most personal fulfillment . We don't want to be stigmatized. We don't want our kids stigmatized . We've been for ced into the closet partly because of the gay marriage progress, because we're an embarrassment to the movement, but now we want our turn. What is the answer to that ? commitment -- E van Wolfson : I'm astonished it took them that long to go there because whenever somebody starts talking about polygamy or all this other stuff, it means they do not have an answer to the question that's on the table . Gay people are not saying, ""Let's have no rules and lets have everything happen."" What gay people are saying is, ""Let us have what you have . Just as you have the freedom to marry the person who is precious to you and to build a life together under the law, so would we to seek that -- "" It wasn't an evasion, actually . I just wanted to come to this point. Here's what I was saying . I was saying you have a p rinciple by which you say whether people are being excluded unfairly or not. Now, we can just name our principle, we can pick it out of a hat . Then, of course, we could win by stipulation. I could say, ""Well, my p rinciple is any man and woman as long as one of them has freckles. And of course we would laugh at them and we can say, ""Oh, go apply it equally."" I'm asking you why your vision isn't arbitrary compared to this better one . Not the one person -- -- I find most --"
against,"There' re so many answers to that. But let me just begin with one, which is -- you know, where Chief Justice Roberts is going during oral arguments with -- by asking whether this is sex discrimination . So, if you actually think about the current definition of marriage that you hold, and you say, ""A man can marry a woman but a man cannot marry a man,"" that is spatial sex -discrimination . So, he asks whether this is sex discrimination . And I t hink that on its face, it's very hard to argue that it is not. So, when we get to the issue of polygamy, if you have polygamists coming in on the day after the Supreme Court rules, hopefully, in favor of same -sex marriage this June, and they say, ""We want to get married,"" numero city is not a heightened sc rutiny classification in this country, right ? So, the sex discrimination argument drives a clean wedge in between the argument about what we're keeping intact about marriage and what we're changing about marriage . And I would go on, just a little bit, to say, you know, Mr. Girgis has written a v ery, I think, thoughtful book about -- called ""What is Marriage?"" about the marriage debate . And essentially, he says that -- three principles of marriage -- one is that there's a kind of mind -body union, which is only attainable, apparently, by heterosexual couples . The second is that it is oriented towards family, right ? And then the third is it that it is monogamous and it is hopefully permanent, right, because I don't think you're against all divorces . I think you're against only no -fault divorce . So, I go down each one of these, and I say -- well, let me go in reverse order. I think gay couples are just as capable of monogamy and of permanence . I think gay couples are just as capable of having children in the same way that adoptive parents who are heterosexual have children . So, unless you want to denigrate, you know, adoptive parents who are heterosexual, unless you want to denigrate heterosexuals who use assistive reproductive technology -- with the as sistance of a sperm donor or an egg donor -- unless you want to denig rate sterile couples , I think that it would be an arbitrary distinction to keep out gay couples simply because they can't procreate internal to the union. And with regard to the mind-body union, essentially, what Mr . Girgis says in his book is that a man and a woman -- even if both of them are sterile -- accomplish somethin g in their sexual coitus that is different in kind -- right, not in degree -- from two men having sex with each other, right ?And so, if anyone is stipulating s omething, or suggesting that something should be given to him simply by fiat or stipulation, I would posit that it is the person who says, ""There's just something categorically differe nt, even in the absence of procreation, about heterosexual sex and coitus that makes it categorically different from homosexual sex."""
for,"Well, I would say a couple of things about it . First of all, you know, you disparaged the Greeks and the Romans earlier. The reason in the book that we bring up people who had no connection to Judaism or Christianity, had nothing like our modern concept of gay orientation, and made remarkably convergent view of marriage -- the reason we do that is to show that there is a question for the other side that they haven't been able to answer, which is, ""How did that come about?"" There wasn't religion or it wasn't bigotry . And now, there are -- what Professor Yoshino's qu estion shows is that there are ways to describe any view that make it look less plausible . But I can do that from a revisionist view, too . I can say, ""What's the -- when two men throw their lot in together, and do it for the long haul, and share all the burdens and benefits of common -law -- what's so special about whether -- what brought them together is that they're two brothers or two best friends, or what brought them together is climax ? What's so morally significant abou t orgasm?"" There's a way of describing the views that denigrates it, but that wouldn't be fair to Professor Yoshino, and it wouldn't be fair to mine either. Let me just take one dimension of the questions that he brought. He said, ""How can two men not ha ve a bodily union?"" Well, here's the question. Why is sex integral to bodily union ? Everybody in the debate agrees that somehow, if it's just about fostering and expressing affection, and vulnerability, and tenderness, than other activities can do that. And yet, in the book, we develop an Aristotelian account, where it's about coordinated action towards a single, common end that completes and encompasses them both. And that's why the kind of union that a man and a woman can have is different in that res pect."
against,"Well -- Well, to try to bring it back to the Constitution, but from where Mr . Girgi s just left it, the -- the Greeks' and the Romans' conception of marriage, not to mention many others in between, is not one unified history -- historical embodiment of what you're talking about that suddenly is changing . The idea of marriage, the concept of marriage, the rules of marriage were so completely foreign to anything we as Americans, particularly under our Constitution will tolerate . The subordination of women, the patriarchal domination of the household, including slaves . I mean, the ownership of the procreative rights and the ability to alienate or even kill your own children . I mean, one could go on and on and on. And so it's just sort of ironic to hear that exalted when actually the very plain words of our Constitution guaranteeing equality and the multiple cases talking about the freedom to marry and the evident humanity of gay people seeking that freedom to marry for the same mix of reasons, some of which may have to do with childr en, but many of which don't and they are yet equally important and valid. I think it really just shows, if you want to make an argument and you suddenly find something you like in the Greeks and Romans, you're willing to overlook a lot . And apparently, you ’re -- willing to overlook a lot in the Constitution if you want to deny something important to gay people."
