side,script
for,"Well, I don't think so. I think violence is why we like it. And, look, nobody has ever accused me of being consistent about anything. I also think there's a vast distinction between what we're arguing here, which is college football versus pro players who are being compensated very, very well for what they do and know the risks going in. College players receive nothing beyond a scholarship that is really of questionable value because of the demands placed upon them. So I think what I've said is very consistent."
against,"You're going to go there already? Come on, we've got to have some class on this side of the auditorium. It's how much can you take, how much can you take and keep going? And I think that's one of the great lessons of the sport of football, and I think that's why it's great for our youth. It's great in little league. It's great in high school. It's certainly great in college because it teaches kids that life is tough. Things are tough. And then you pick yourself up, and you go on. I think it's the greatest lesson in the game, and I think it's the greatest game that we play.John Donvan: Thank you, Tim Green. And let's meet your debating partner arguing against banning college football, Jason Whitlock. And Jason, you are also a former player. You were an all-state offensive lineman in high school and an offensive tackle at Ball State University where you got a degree in journalism. You are on record, Jason, as saying that you are in favor of paying college players to play the game. So if you were given the choice nowadays back at Ball State, would you play for free? If we were playing back in the '80s, early '90s when I played, absolutely, because I thought the exchange was fair then. Coaches and football wasn't generating as much money. And I was prepared to take advantage of the currency that they were paying me in education. Not all of my teammates were. So yeah, I would do it all again.  Can I have the two minutes Malcolm didn’t use?  When I was first asked to do this, I -- of course I asked permission from my wife, as any good husband will, and when she said, “Well, you know, what’s the debate?” I said, “Ban college football or not.” She said, “Well, that’s ludicrous. You know, you’ll win that debate.” I said, “Yeah.” She said, “You can win the debate, can’t you?” I said, “Absolutely.” She said, “Well, who are you debating?” I said, “Buzz Bissinger, Malcolm Gladwell.” She said, “You’ve had too many concussions.” And I have. And I have. And I agree with our opponents, Mr. Gladwell and Mr. Bissinger, in a lot of ways. Football is a brutal game and I have grave concerns about concussions and the impact of concussions. I also agree that I think college football players, because of the revenues that they generate, should be paid I think a small stipend. I think that they deserve that. And so in some ways I do agree with them. But banning college football -- I mean, so I had to first -- I had to get over my initial horror at the notion because, of course, football for me has done a lot of tremendous things. And then I looked at, you know, just our country, our society in general, and I thought about football and what it does in the colleges and how it’s a unifier. Not just the guys on the teams, not just unifying people from different places and different ethnicities anddifferent religions into one solid unit that learns to work together, but unifying a campus, unifying the students, unifying the faculty, unifying the alumni, unifying sometimes entire towns, communities, and whole cities. And so, in that respect, to me, I said, you know, “How could we? How could we ban” -- college football is a wonderful thing. But then I wanted to look at it and I wanted to look at the numbers, because obviously my opponents are highly intelligent men, they’re passionate men, they’re very learned, and I said, you know, “What is it? What’s behind this?” And so I looked into the numbers as far as what does college football -- what are the benefits of college football and what are the detriments? Well, the detriments certainly are the head injuries. Now, I’ve got to say this because we’ve got to get things straight from the beginning about the concussions and the g-forces, because Mr. Gladwell talked about 100 g-forces when you hit your head into a brick wall at 25 miles an hour 30 times a game. That does not happen in a college football game. That does not happen in an NFL football game because when you get hit at 120 -- at 100 Gs, you get a concussion, and when you get a concussion, now more than ever, you are taken out of the game and you are put into some rehab program. Now, back when I played, back when Jason played, it wasn't like that. It was -- do you know where you are?  How many fingers do I have up?   That's close enough. You're ready to go back in. It's not like that anymore. And so the game is evolving to become safer and safer, as safe as it can be. But it will never be completely safe. It won't be completely safe. So what I said to myself is, well, let me look at some things that are maybe as unsafe or maybe even more unsafe than playing the game of football. And so, of course, automobile accidents came to mind because the mortality rate is about a hundred times higher for men in that age range that they're going to die in an automobile accident than they're going to die on the football field. And then I said, well, look, how about -- how about going out and riding your bicycle? That's right. That's more dangerous, or downhill skiing. And then I said, well, let me look at sports. And so I went to the NCAA, and I looked at their sports, and I looked at a study that was done at the University of North Carolina. I looked at the study of the fatalities, direct fatalities and the sports that are more dangerous than football. Equestrian riding, female downhill skiing, lacrosse, water polo and baseball. And then I went to indirect fatalities, and I looked, and I found that rowing, basketball, skiing, water polo and swimming are all more dangerous than football. And so if we're going to say, well, football has to be banned, then I think it's only right that we pretty much have to ban all college sports if we're going to do it based on the risks and thesafety. The other thing that I just have to disagree with, with Mr. Gladwell -- and I know this is dangerous territory for me -- but he talked about grown men. And to suggest that college football players at the age of 18, 19, 20, 21 are not grown men, it's -- that's just not true because we'll take 18, 19, 20-year-olds, and we'll send them off to Afghanistan or wherever in the world we need them to help protect our country. And those are grown men. And so at the age of, you know, majority, at 18, I think that they have the -- they have the right to make that decision. So those are the things that are maybe against. And I don't think that it's that dangerous. What are the things that are for?  Mr. Bissinger said, well, you know, all you get is a scholarship. All you get is a scholarship? If you go to my alma mater, that's a $250,000 plus scholarship. That's the value of that education. So you do get an education. How many scholarship football players are there in this country every year? 23,000. And the surplus from the game of football is used for what? Well, maybe it is for research, maybe it is for physical , but a lot of it is also used for Title 9, for opportunities for women athletes to enjoy scholarships and enjoy educations that they might never have had before. And to suggest that football and sports aren't educating, especially football, aren't educating students, I looked at that too. In the general population, students have a graduation rate of 55 percent in this country, and it's going down. It's of grave concern. NFL -- college football players in the last 25 years have gone from a 60 percent graduation rate to a 70 percent graduation rate. So not only are they being educated, they're being educated at a higher and better rate than their peers. For me, the game of football -- and I -- well, I was serious about the lessons of football on an individual basis of teamwork, hard work, perseverance and tolerance. And I know my partner, Jason is going to talk more about that when he has his turn. Those are wonderful lessons that, for me, were an education in and of themselves. So I hope that you will all vote tonight to not ban college football. "
for," You know, it seems to me that given that this debate is taking place at a university that is one of the greatest and most innovative in the country that doesn't have football, I think this debate ends right now. Our nation is at a cornerstone. There's no doubt about it. We are questioning everything, tax rate, rich versus poor, who are we? What are we? In a very intense— the most competitive global economy we have ever faced. And one of the things that we are looking at and must look at which makes this debate pertinent is the role of the university. It is pivotal. Questions over course offerings, allocation of resources in a very difficult era as governors are slashing to the bone, dwindling money, rising tuition. And yet, a recent book by two sociologists, Richard Arum and Josipa Roksa says that basically undergraduates embrace college life, and it is shaped and oriented to nonacademic endeavors. The amount of study time has gone -- and this was by two labor economists. Study time in colleges has gone from over 40 hours in the 1960s to 20 hours in the 1980s to currently 13 hours of study time. And I believe that at the top of what has become the university distraction, the distracted university is football, is football. It sucks all the air out of the room. The amount of money that coaches make is insulting. It is insulting when a coach is making five to 10 to 15 times more than a college president. What does it say? What does it say about the priorities of a university? It says that the head coach runs the school. And make no mistake. That was the tragedy of Joe Paterno. He did run Penn State. He did run Penn State. And I know he ran Penn State because when Graham Spanier went to his house in 2004 and said, ""Joe, it's time to retire,"" he threw him out. They never spoke for 10 years. Joe ran that school. And when it was his chance to do what was the morally right thing to do, which was to go to the police, the culture of omerta that surrounds football, he did nothing except harbor a suspected child molester. This is what we're dealing with in football. A fewfacts in what they call the football bowl subdivision, the big 125 schools. Spending per student in those schools, $13,471. Spending per athlete, $91,053. 6.8 times as much for a student athlete. In the famed SEC, 11.6 times as much. It's become a facility arms race. $15.2 billion spent on new athletic facilities, in particular, stadiums between 1995 and 2005. 20 percent of current spending that by the way is not included in a lot of the revenue statements you'll see in NCAA reports. And that's not from me, that's from Andrew Zimbalist who is considered the leading sports economic professor in the country from Smith College. 20 percent of current spending is on facility expansion, which is wonderful except what happens if these teams stop winning? People will not go. They will not go. From USA Today June 16, 2011, more than $470 million, more than $470 million, most of it in student fees by students who do not play sports went into subsidized college athletic programs, in particular in football. And this is in the era, a national trend of declining state support, tuition increases and salary freezes. How many football programs have cut their budgets? A few did in 2010, but it's back up. It is back up. It is back up. Salaries of coaches, I mentioned it, average salary for a football coach, $1.47 million. That's up 55 percent in six seasons. A professor, 1986 to 2007, his salary went up 30 percent. The college president, 100 percent. The football coach, 500 percent. 500 percent. And I defy both of you to tell me why Urban Meyer deserves, of Ohio State, $24 million over six seasons. I defy you to tell me that. I defy you to tell me why Mack Brown deserves $5.192 million, not to mention the $850,000 bonus he will get. And I can go down the ride. Not to mention David Cutcliffe at Duke, which has a terrible football program, but we're seeing $1.762 million. And there are all these myths, all of these myths, character, character from CBS/SI poll in 2011, 7 percent of college football players, 7 percent have criminal records, 7 percent. 2,837 players, they studied the top 25 programs, at the top of the list, Pitt, Pitt, 22 players on the team in 2010 have been charged with a crime. Myth, increased alumni giving, myth, 2005, Robert Frank of the Johnson School of Management at Cornell, existing empirical literature supports that success of big time athletics has little if any systematic effect on the quality of incoming freshmen in institutions able to attract. That's the -- one of the things about football is it attracts better students…it does not. It attracts more applications but the students are of low caliber. Myth, football gives back. Untrue, untrue, and I'll go into that later.  NCAA has the most ridiculous formula, the graduation success rate, now they've included the Ivy League, it's ridiculous. And 69 percent, and what is worse, what is worse is that the racial gap between blacks and whites is despicable. I'm done."
against,"See, I mean, if we lose the debate, I should be blamed because I anticipated all of their arguments and if I do it justice, I will prove how ridiculous their arguments are or just -- not ridiculous because -- -- Mr. Gladwell and Mr. Bissinger are two of the brightest minds that dabble in sports. No, no, no, no, no, no, no, no, no, no. I did not mean that dismissively. Trust me, if you've read their work, if you've read their work, they do much higher end stuff than just sports, and I'm -- they're lending their brains to sports occasionally. But again, I don't mean that -- I mean that with all due respect. We need to keep him -- I will not match Buzz's intensity or passion. I think I can match wits with him and Mr. Gladwell. Keep in mind, Mr. Gladwell is a Canadian and you guys are -- I'm not playing this for jokes, I'm being serious. We live in a republic, a democracy. Capitalism is our economic system. The thing we value the most is freedom. We're American and if you believe in freedom, you can't have the free without the dumb. You can't have it. They go hand in hand. Freedom allows you to do dumb things, things we find reprehensible. And I would agree, you can put football right in there with cigarettes, alcohol, porn, everything else, things that we tolerate and enjoy here in America, but you cannot separate them. And everything in America is connected to freedom and to capitalism and to democracy. And so you can't remove our institutions of higher education from capitalism and from freedom. You can't. We don't do that in America. We let capitalism exploit everything whether we like it or not. And so football has to be tolerated no different than Ronald McDonald. Ronald McDonald has done far more damage to America than any football coach, any of these overpaid coaches that he's talking about. Mr. Bissinger argues rightfully, these coaches are overpaid. Ronald McDonald was overpaid, Hugh Hefner’s overpaid, Jenna Jameson’s overpaid, what -- Charlie Sheen’s overpaid. That’s America. Mr. Bissinger argues in the Wall Street Journal and a little bit today that football is removed from the academic experience. He is wrong. People don’t understand football. Many football players don’t even understand football. But, and I mean this respectfully, I’m not playing this for laughs, I’m not trying to be dismissive, Mr. Gladwell, Mr. Bissinger, some of our brightest minds, have not participated in football. And many of you in this audience have not participated in football. Football, whether we like it or not, whether you understand it or not when I say it, but football is America. It is the melting pot. College football is the highest level of the melting pot. Football is the Statue of Liberty. College football. Your huddled masses, your poor, your tired, people yearning to breath free. I was one of those kids. Football was my access into the mainstream and a better life. My dad didn’t graduate from high school, my mother was a factory worker. I was the first person in my family to go off to college. Football brings the poor and the rich, the black and the white, the Jews and the gentiles -- it brings everybody together, particularly at the college level. Your high school experience, for the most part, is segregated. Your little league experience is segregated. Once you go all the way up to the pros, it’s more segregated because football is a game best played -- pardon, Tim’s an exception -- by the most desperate people on the planet. It’s like boxing. That’s why so many of the football players have hard luck stories in the National Football League. They came from nothing, they had no other choices, so they had to be good at football. But on the college level, everybody comes together. And I personally played next to -- I was a tackle, the guy next to me, right guard -- keeping it real, don’t laugh. The guy next to me was a bigot. His mom left his dad for a black man and he couldn’t get over it, and he was a bigot. We were very good friends. We’re still very good friends. We found common ground through football. College football, the bringing together of this diverse cross section of people pursuing one goal. If they understood it on college campuses, they would teach college football, they would come and study college football and learn things so that -- I’m a part of the media. I watch our major broadcast media and I watch the clueless, people that don’t have the diversity of experience that I have through college football and through life and I watch them consistently tear this country apart. I watched them do it with George Zimmerman, OJ Simpson, Rodney King. Whatever the big media story.  Consistently tear this country apart. The reason why -- and if people have ever read my column and understood my perspective, the reason why I never lose faith in America is because of my college football experience. I have seen people of different backgrounds overcome tremendous differences to compete for one goal. That’s what we allegedly are trying to do here in America. I think the argument to ban college football is being argued by well-intentioned people who don’t clearly understand the sport. America is imperfect. The Statue of Liberty does not promise perfection. Our Constitution doesn’t promise perfection. We pursue perfection. College football needs to be reshaped, remade, less games, less practice, less padded practice -- It does not need to be banned. Why shouldn't they be making millions of dollars more? Why -- I mean, this is America. And Jason said it. This is a country where we allow pop stars and rappers and hedge fund managers -- we allow people to make whatever the market determines that it should make. And I don't understand why we would begrudge anyone any amount of money --"
for," That’s your defense, that hedge fund managers are just as bad? At this point can’t we declare the debate over?"
against,"What I'm saying is I don't -- I wouldn't begrudge -- I don't begrudge you the revenues from your wonderfully successful books or Buzz, ""Friday Night Lights."" We're all big fans. I don't begrudge you that. Whatever you get is what you get. And whatever the market determines, that's what you earn."
for,"I understand, but first of all, these are not for profit institutions. Second of all, athletic departments are notoriously bureaucracy heavy, notorious. Ohio State has an athletic department of 478 people which is twice as much as the English department at Ohio State. So let's face it. It ain't about capitalism because they're nonprofit institutions. They're not responsible to stockholders. Plus, the Knight Foundation, which has studied football and sports more than any entity in the country in the past 20 years has said there is absolutely no correlation between a winning record and the amount of a coach's salary."
against,"You talk about what's wrong -- -- with football with academics, right? You talked about --Buzz Bissinger: Yes. -- 13 hours a week studying. Guess how many hours a week football players study?  40 hours a week. I talked about the graduation rate --"
for,40 hours a week what?
against,"You talk about the bureaucracy and the money that's spent on football, maybe that money, maybe the general student population --"
