side,script,round
for,"You know, John, I do. At times, I do. I just had lunch the other day with a friend of mine who is back on R & R from State doing a job like I used to do in Eastern Afghanistan. And you do have pangs of guilt, but they're pangs, and they go away when you realize that there's a larger issue here in terms of what's of benefit to U.S. national interest.",
for,"Thank you. It's an honor to be here tonight, particularly on this stage with Peter and Max, who are all acknowledged experts in this field. Also a little daunting. I've done a lot of panels. I've never done a debate with clocks and buzzers and voting. So cut me some slack. I'm also local. I'm from Jersey, if that helps in the voting process as well. But I just want to say also, too, if there're any Marines in the room, happy birthday Marines. Today is the 235th birthday of the Marine Corps. And it's appropriate to be having this discussion tonight because, you know, so far this year in Afghanistan, or so far this month in Afghanistan, the first ten days in November, we've seen 16 service members killed, many of them marines. So it's important for us to have a discussion on a day like this because it's those service members and their families who are bearing the direct costs of this conflict. You're going to hear tonight a lot of nuanced and complex arguments between us. And that's about right because the United States is entangled in a very complicated situation. To use the term civil war is not incorrect. You're going to hear us disagree on the relationship between the Taliban and al-Qaeda. I found, in my experience, in both eastern and southern Afghanistan, that the vast, vast majority of the Taliban that are fighting ourtroops every day are not wedded to an ideology that al-Qaeda embraces, that they are fighting occupation, and they are not fighting for some type of transnational jihad. You will see us disagree over the similarities between the Iraq and Afghan surge. Again, I was in both. I was fully invested in the Iraq surge in 2006 in Anbar province, I was one of the first civilian surge members last year into Afghanistan. And there are similarities between the Iraq surge and the Afghan surge. But those similarities are more in terms of how the US is doing policy and how we didn't do things right to begin with in Iraq and now all those policies we're doing wrong in Afghanistan. And I look forward to a discussion. I know Nir's got a lot of comments on this, and I look forward to having this talk with Peter and Max. You're also going to hear a lot of facts, figures and statistics tonight. And I want you to keep in mind the big picture. I want you to ask, so what? After every fact or figure or statistic you hear. Hopefully when Peter and Max say it and not when Nir and I say it, because it's just a case of don't lose sight or track of the forest because of the trees. And so keep in mind, bear in mind some basic aspects of the war in Afghanistan. The cost. Last year we spent -- the United States spent $104 billion in Afghanistan. This year, we are projected to spend $119 billion in Afghanistan. Afghanistan's GDP is $14 billion. We are spending seven times as much in that country as it's worth. As the Dutch, the Canadian, probably the French and Italians move out of Afghanistan, of course, our costs will go up. And so when you hear the administration say, we're looking at keeping this policy in place till 2014, that's a half trillion price tag plus about 2400 dead American and coalition soldiers as well as thousands more Afghans at this pace. Keep in mind that since 2005, we have seen a fivefold increase in U.S. and NATO troops in Afghanistan. Literally every year since 2005, we have doubled the foreign troop presence in Afghanistan. And what's occurred from that is that only every year a commensurate rise in violence, a commensurate rise in support for the Taliban and a decrease in support for the Karzai government. You see this with a number of Taliban. In 2005, we estimated there are 2000 active duty fighters in Afghanistan. Now we're estimating there are 35 to 40,000 active duty Taliban fighters in Afghanistan. So not only is the policy expensive, failing, it's also counterproductive because it's causing people to join the insurgency. It's exasperating the conflict, and it's making the region less stable. And that includes Pakistan. Additionally, keep in mind the nature of al-Qaeda. Keep in mind it is only 50 to a hundred members of al-Qaeda in Afghanistan, according to our CIA. And contrastthat with the 1,000 -- the 2,000 members of al-Qaeda that our State Department said are still in Iraq in their report last August on terrorism. Contrast that with the fact that the German police say there are 45 members of al-Qaeda in Hamburg, Germany. Hamburg being the place that probably had as much to do with the planning, if not more, for the 9/11 attacks than Afghanistan. And before I forget to put a plug in for a great article on the nature of al-Qaeda on Khalid Sheikh Mohammed and on 9/11, please read the “New Yorker” article from September by Terry McDermott. Really shows how al-Qaeda is this grouping of individuals. It's a collection of individuals. It's not a formal military organization that we can defeat with conventional forces. And think about it. Look back at the last 10 years of their attacks. Their most recent attack, a lady who took two parcel bombs and FedExed them from Yemen. Look at the attacks of the last three years in this country in the sense that they're done by individuals, small cells, it's a decentralized organization that will not be affected by the presence of brigade combat teams occupying Southern Afghanistan. So nine years ago 19 men hijacked four airplanes. We're now in Afghanistan 109 months later with 100,000 troops spending over $100 billion a year. Nir and I are not advocating for us to cut and run or abandon Afghanistan but we are advocating for a policy that is not destabilizing, not counterproductive, and not effective against Afghanistan. We're arguing for something that will -- or against al-Qaeda, we're actually arguing for something that will affect al-Qaeda and stabilize the region. Thank you.",1.0
against,"It was really night and day, John. I mean, I've actually been reading about the Soviet War in the 1980s for a book that I'm now writing on the history of guerilla warfare, and it is so totally different from what we're doing, I mean, the Soviets really fought in the scorched earth manner, they killed over a million Afghans, they turned over five million into refugees, they destroyed the countryside, they threw landmines around indiscriminately -- -- completely different from what -- the kind of tactics that we're employing today. Thank you very much, John. It's a pleasure to be here. And I'd like to extend my sympathies to our distinguished opponents on the other side. I know they will make a valiant attempt as you've already heard Matt do, but I'm very sorry to say they have an impossible burden of proof today. They have to convince you that it's impossible for America and our allies to prevail in Afghanistan, that there is no way we can achieve our objective, which isn't to create paradise on earth, but merely an Afghanistan that is free of terrorist safe havens and that can secure and govern itself. For our part, we don't have to convince you that success is assured; only that it's possible. For anyone familiar with military history, that ought to be a no-brainer. Numerous countries have won wars after overcoming obstacles far more severe than those we face today. Think of Britain standing alone against the Nazis in 1940. Think of U.S. forces almost being pushed off the Green Peninsula in the summer of 1950, or more recently, think of Iraq in 2006. Now, you will hear, as you've already heard from Matt, our opponents say that Afghanistan isn't Iraq. And they're right. Iraq was much worse. In 2006 Iraq was in the throes of a full-blown civil war. That year 34,000 civilians died, Shi’a and Sunni terrorists had high levels of support in their sectarian communities, Prime Minister Maliki’s government was implicated in death squad activity, and back home the Democrats won majorities in Congress on an antiwar platform. Even many supporters of the war effort thought we were on the brink of defeat. For example, on August 9th of 2006, I wrote in the L.A. Times, ""Bush needs to do something radical to shake up a deteriorating status quo if we are to have any hope of averting the worst American military defeat since Vietnam.” Luckily President Bush did do something radical. He ordered a surge which turned around a war effort which many had written off as hopeless. Today another surge is juststarting, and it actually has better prospects of success because the situation in Afghanistan is objectively much better than it was in Iraq. Yes, civilian casualties are up, but they're still 1/16th as high as they were in Iraq. Yes, violence has spread, but 63 percent of attacks still happen in just three provinces. Yes, there is the stress among ethnic groups. We are not facing a civil war. This is an intra-Pashtun conflict. Yes, Hamid Karzai is a problematic leader, but at least he is not running death squads and he has cooperated on important initiatives such as the village security program. And, yes, public opinion has turned against the war, but President Obama will receive a lot more support from Republicans than President Bush received from Democrats. I am also relatively optimistic about Afghanistan because the armed forces have gotten much better at counterinsurgency. The COIN strategy that General Petraeus is implementing today draws not only on the war in Iraq, but also in conflicts as diverse as Columbia, El Salvador, Malaya, and the Philippines. He is not only focusing on kinetic operations, killing the enemy, but also on improving governance, intelligence collection, the handling of detainees, information operations and much more. It’s a huge difference from the sleepy days of 2008 when there were only 32,000 U.S. troops in the country and they were stuck in a holding pattern. Now we have a hundred thousands troops there. The last of the surge forces only arrived in September but already they’re making a difference. This summer I visited Nawa in Helmand province. Before the Marines got there in 2009, it was a virtual ghost town dominated by the Taliban. Today, it’s safe enough to walk around without body armor. Stores and schools have reopened, electrical lines are going up. Agricultural canals are being cleared. This is tangible progress. Similar operations are now in full-swing around Kandahar, the heartland of the Taliban. The New York Times, hardly a pro-war organ, reported on October 20, “American and Afghan forces have been routing the Taliban in much of Kandahar Province in recent weeks forcing many hardened fighters to flee strongholds they have held for years.” We are also seeing stepped-up operations to capture or kill Taliban and Haqqani leaders. In the past 90 days, Special Operations forces have carried out more than 1,500 operations resulting in the death or capture of almost 3,800 insurgents. Air strikes have more than doubled over the past year and yet according to the U.N., civilian deaths from NATO bombings were down 64 percent in the first half of the year. That’s a tribute to the very careful rules of engagement promulgated by General McChrystal and General Petraeus something that distinguishes us greatly from the way the Red Army or others have fought in Afghanistan. To win over the population, coalition forces are also working to improve governance and cut corruption. A lot of the corruption in Afghanistan has been fueled by our own money. In the years when we have few troops there, we contracted out security to warlords who abused the people and drove them into the arms of the Taliban. Now that is changing. We are less reliant on warlords and General Petraeus is striving to ensure that our spending doesn’t fuel corruption. A lot of the focus today is on avoiding bottlenecks in Kabul by working in the provinces where the troops are assisted by a civilian surge with the number of civilian U.S. government employees there having gone up three times in the past year, three fold. Perhaps the most important line of operations is the training of Afghan security forces, the ANSF. That’s our ticket out of Afghanistan. As they stand up, we can draw down responsibly as we’ve done in Iraq. We don’t need to stay until Afghanistan is as peaceful as Switzerland, only until it can be secured by its own troops. And how is the ANSF training going? Well let me quote you again from The New York Times on October 12. Which said that “Long a lagging priority, the plan to produce many more trained Afghan troops is moving this fall at a rapid pace. ANSF numbers have jumped from 137,000 in 2008 to 258,000 today and their quality is higher because of smaller class sizes and more intensive mentoring. Salaries are up, desertion rates are down.” Now I don’t want to over-estimate the progress that has occurred or under-estimate the problems that remain. There is no doubt that we face a long, hard fight. But the biggest thing we have on our side is public opinion. My colleague Peter Bergen will tell you more about this. But the fact is the Afghans have experienced Taliban rule and they didn’t like it. Fewer than 10 percent say they want a return to the Taliban. More than 60 percent support the NATO troop presence. Again, John, this is not the Soviet invasion of Afghanistan. We have the people on our side. Is Afghanistan a lost cause? President Obama doesn’t think so. Otherwise he wouldn’t have sent more than 50,000 additional troops there. General Petraeus doesn’t think so. Otherwise he wouldn’t have accepted a command that could tarnish his sterling legacy. We don’t think so either. I look forward to hearing from our opponents to see how they can possibly prove otherwise. Thank you.",1.0
for,"Manoo whizhna means don’t kill me. Max said that our goal in Afghanistan is to make sure it’s a terrorist safe haven-free country. In a sense, we did that. In 2001 and 2002, we got rid of al-Qaeda in Afghanistan. So I'm not sure why we're still there. He also said that Iraq was worse than Afghanistan during the civil war. That's true. And Iraq is still worse than Afghanistan today. So where is our success in Iraq? You have more civilians being killed in Iraq today than you do in Afghanistan today. This is after the surge. Now, people like to forget about Iraq, and the media has certainly forgotten about it. But I think we can't understand what's happening in Afghanistan and what the Americans think they're doing in Afghanistan without understanding what really happened in Iraq. The surge is this narrative that things were going badly. You have the 2006 Samarra shrine incident where the shrine was blown up, the civil war broke out. And then this genius general called David Petraeus came up with a new way of fighting a war, and that solved the problem. None of that is really true. Robert also mentioned that Petraeus wrote the counterinsurgency manual. That's not really true, either. He signed his name at the bottom of it, but he actually had hundreds of other people involved in the process and probably corrected a few spelling mistakes. But you have all kind of academics and officers involved in that process. Now, the civil war in Iraq, the people that won the civil war weren't the American forces. It was Black and Decker. What do I mean by that, whenever you find a corpse in Iraq that was beheaded, you knew it was killed by a Sunni militiaman. If you find the corpse with Black and Decker power drill marks in it, Shia militiamen killed it. And what defeated the Sunni insurgency in Iraq was not the American surge. It was Shiamilitiamen in collaboration with the Iraqi police and the Iraqi army who brutally crushed the Sunni population, Not just with power drills, but also with executions and rape with full knowledge of the Americans. There was a Shia colonel in west Baghdad called Sabah , an army criminal who used to kidnap men, Sunni men, and then force their wives to have sex with them in order to release these men. Beginning in 2006, this was about six months before Petraeus came into Iraq, I began to meet Iraqi resistance leaders in Baghdad, in Syria, in Jordan. And suddenly, they were saying, “We lost, we lost.” And why did they lose? Because the Shia had depopulated Sunni areas brutally, a sort of brutality that the Americans could never use. So we were killing innocent civilians but not in these rates. At the same time, you had a total separation of Sunni and Shia civilians thanks to the civil war. One side won the civil war, the Shias, one side lost, the Sunnis. And Sunni neighborhoods in Baghdad became, very often, virtual ghost towns. This is all six months before the surge started. And I was just in Iraq about a month ago. I was at Diyala province, where in July 2007, seven months after the surge began, hundreds of villages were destroyed. Al-Qaeda guys would come in there and total the village, blow up all the houses, slaughter the men, likewise Shia militiamen were doing the same thing to Sunni villages. Seven months after the surge, violence was still peaking. What changed, apart from the Sunni realization that they lost was the Shia cease fire. The Shia militiamen, the Mahdi army declared a ceasefire, and violence dropped significantly after that. At the same time, you had a government that actually had some legitimacy because they would, a year later, go after the Shia militiamen, totally destroying them as well. Now, none of the factors that helped reduce violence in Iraq to the terrible levels where they are today, still worse than Afghanistan, none of these factors even exist in Afghanistan. First of all, the Sunnis in Iraq who dominated the insurgency, were 20 percent of the population. And they were destroyed and brutalized and turned into refugees in Syria and Jordan and elsewhere. The insurgency is Afghanistan is dominated by Pashtuns, 38 to 40 percent of the population, the largest group in Afghanistan. And they are not being brutalized. The Taliban is not a Pashtun movement, but it's dominated by Pashtuns. And they feel like they're on the rise. They have the momentum. They are spreading not only in Pashtun areas, but even in the north, amongnon-Pastuns, among Tajiks and Turkmen and Uzbeks, they’re reactivating old networks from the Taliban era. They feel like they’re doing quite well. Likewise, Baghdad was the prize in the civil war in Iraq. It was the dense, urban areas. The Americans could take each neighborhood in Baghdad and build immense walls around them, and really control the population. In Afghanistan it’s a rural insurgency. We might be focusing on the cities Kandahar, Kabul, Lashkar Gah--the Russians did the same thing. Most of the population of Afghanistan is in the villages. The Taliban are in the villages, just like the Mujahideen in the '80s were in the villages. We're making the same mistakes that the Russians were making, trying to control the cities and thinking that somehow we'll defeat the Mujahideen and the Taliban who are in the rural areas. Now, in Iraq, we had a government that somehow had some legitimacy. They represented the majority of the people. They crushed the Shia militias. In Afghanistan -- a key element in American counterinsurgency thinking is that you have to build the capacity of the government so it can spread its power and control the population. But in Afghanistan, the government is the problem. It's predatory, it's corrupt. It's lacking any credibility. It’s the best recruiter for the Taliban. So the last thing we want to do is ally ourselves and tie ourselves to this Afghan government which is hated by most of the population. The police, when they're not doing drugs, the Afghan police are stealing from stores, are demanding taxes at checkpoints. The Afghan army, I was with the Americans in the surge of 2009. The Afghan army didn't show up. They're Afghan police. This time in Kandahar, the Afghan army didn't show up again. We've spent billions on the Afghan army. We, as taxpayers should be upset about this. And who's fighting on our side in Kandahar today? It's not the Afghan army. It is Colonel Raziq from the border police, a brutal warlord who brutalized the population of Kandahar a few years ago and turned many people, such as the Noorzai clan, against the U.S. and joined the Taliban. We've gone back to the same guy, Colonel Raziq, not the army, recruited a warlord. Where is the Afghan army? They just decided not to show up. We don't know what happened to our billions of dollars. So you don't have a government with any legitimacy or any prospect of legitimacy. You don't have any sign that you're defeating the insurgency or that you're punishing the population. In fact, there's only one counterinsurgency campaign that's ever worked in history. That was the British in Malaya. And why did that work? The British basically took half a million ethnic Chinese, put them in concentration camps and took them away from their homes. So, sure, we can do that in Afghanistan. We could defeat the Taliban. We could massively depopulate Pashtun areas and be genocidal about it. Short of that, there's just no evidence to date that we can do anything better. Nine years into this, every year, things have gotten worse and worse. This year is the worst year so far. Next year is guaranteed to be worse. The violence is spreading. Taliban control about 80 percent of the country right now. We are hated. In my travels, I was shocked -- I was in Afghanistan last January and February. And I was shocked to see that school teachers, local government officials, bus drivers were all complaining to me about the Americans and their night raids and their operations killing civilians. I don't think the American people know the extent to which the Afghans resent their presence or feel humiliated by it. All right. Thanks.",1.0
against,"No sense of humor. He's not a barrel of laughs. He's not a funny guy. First I want to salute the service of Matthew Hoh both in Afghanistan and Iraq. And I want to salute Nir Rosen's brave and enterprising reporting. It's very good to be on this stage with them and my colleague Max. And let's remind -- Max at the beginning said what this motion was about. This motion is not about Afghanistan is kind of not going well. This motion is not about we're kind of not doing so well. We're sort of losing. This is -- the motion is about Afghanistan is a lost cause. Now, that is a pretty high bar that they have to prove. And so far we've heard a lot about Iraq, not much aboutAfghanistan, and some pretty easy to disprove assertions that they've made when they talked about Afghanistan. And some things that they didn't even talk about, I'm surprised. You know, the graveyard of empires cliche, for instance. They didn't bring this up. Well, turns out that many empires have gone into Afghanistan and done pretty well. The only empire that didn't do well there was the Soviets for the very good reason that they, as my colleague Max point out, they killed a million Afghans, made 5 million of them homeless. A successful counterinsurgency operation is exactly what we're doing and what the Soviets did not do. Rather, the small numbers of Afghan civilians are dying in this war, too many to be sure. But we're talking, instead of millions, as happened under the Soviets, hundreds. And as Max pointed out, the numbers are dropping, particularly because of our rules of engagement. We heard from Nir that Afghanistan is a very violent place. Well, actually, you're more likely to be murdered in my hometown of Washington, D.C. than you are to be killed in the war in Afghanistan right now. Last year, about 3,000 Afghan civilians were killed in the war, population of 30 million. But you're more likely to be murdered in the United States in 1991 just generally than you are to be killed in the war in Afghanistan right now. It is simply not that violent. In fact, my wife is sitting here. We met in Afghanistan. You can actually have quite a good time in Kabul. It's a relatively peaceful place. There are restaurants, there are bars. You can have a regular social life, which, by the way, you could never have in Baghdad. And if you look at the murder rates in countries like Mexico, Venezuela, Columbia, and Russia, they're much, much higher than the death rate from the war in Afghanistan. We're not saying that Washington, D.C. is a lost cause. Maybe some people might say that. But we're not saying that Russia is a lost cause, we're not saying that Columbia is a lost cause, we're not saying that Mexico is a lost cause, we're not saying Venezuela is a lost cause, yet our opponents are suggesting it's a lost cause. And this is ridiculous. Another thing we've heard, of course, if the Karzai government is corrupt, and inefficient, and incompetent, sure, no doubt, but let's look at the neighborhood. To his west he has Iran with Ahmadinejad, who's a Holocaust denier. We don't need to say much more about him. To his north he has Karimov, of Uzbekistan, who boils people alive as a sort of forensic technique. To his west we have the military dictatorship on and off of Pakistan, Asif Ali Zardari, the President, who's Mr. 10 percent because he takes at least 10 percent of everything. And so if you look at the neighborhood he's in, this is -- Karzai is looking pretty good. And he actually won at the most recent election. Sure, it wasn't the fairest election in history. But he's winning elections. I mean, this is a democracy. Look at the neighborhood. And, in fact, Freedom House, which looks at political freedoms around the world, judges that Afghanistan is about as free as any of the immediate neighbors. And look at Afghan history, think about Karzai's predecessor for a second, the warlords, the Taliban, Najibullah, the Communist dictator, and, of course, the Soviets. By that standard, both regionally and historically, Karzai is looking pretty good. One of the weakest arguments that our opponents didn't even bring up is that foreign forces in Afghanistan are always antibodies. Well, Nir did say that we're hated. BBC, hardly pro-American, generally speaking, news organization, found that 68 percent of Afghans last year had a favorable view of the U.S. military. Well, you probably can't find 68 percent of the inhabitants of the upper west side who have a favorable view of the U.S. military. And yet the Afghans do, and that number used to be 85 percent. Sure, we're losing some of our popularity, but we are still liked. They don't want us to go. They want us to perform on the promises that we seem to have given them early on that we would bring a more relatively prosperous and stable place. And since at the heart of a counterinsurgency is the views of the population, the population is very much on our side. Matthew mentioned that we can't afford this war. Well, we're spending $100 billion on the war. That's one percent of GDP. Between Vietnam we spent 10 percent of our GDP on the war. And I think this money's well-spent. First off, the numbers are going to go down as we spend less money and we have fewer troops. Secondly, just -- we were sitting in New York, and my wife and I just toured the Trade Center site this morning, and, you know, that cost 3,000 American lives, and it cost $500 billion, and it affects the American economy, five percent of our GDP, had a devastating effect on so many of us in this room. And, you know, to make sure that al-Qaeda cannot come back to Afghanistan is money very, very well-spent, and the idea that the Taliban and al-Qaeda are not somehow allied is ridiculous. Anybody in this room who recalls the May, 2010, attempt in Times Square by a guy called Faisal Shahzad to blow up an SUV to kill dozens of people on a Saturday night at 6:00, luckily it didn't work out, well, he came from the Pakistani Taliban, which is a group that has been infected ideologically by al-Qaeda. And the fact that al-Qaeda isa relatively small group doesn’t mean very much at all because on 9/11 al-Qaeda only consisted of 200 people. And yet it did all this damage to us. What the problem with al-Qaeda is, is its ability to reinfect ideologically other groups, and the Taliban is one of them. And let's also accentuate the positive for a second. There are millions of Afghans back in school, of course, many of them girls, one in six Afghans have cell phones, perhaps as sort of a debatable form of progress, but one nonetheless in the sense where in a country that didn’t have a phone system at all. Their GDP growth rate in Afghanistan in 2007 was 14 percent. It’s gone down just as every other economy has recently. Former Afghan refugees returned home. Refugees do not return to places they don’t think have a future. And so there are many positive indicators about what’s going on. And let me give you -- there’s a very common polling question is: Do you have a positive view of the future? And, now, when Americans were asked that in the closing days of the Bush administration, only 17 percent of Americans said, ""I have a positive view of the future."" Understandable, why? The country was in the worst depression since the Great Depression. Well, when Afghans were asked this just recently, 70 percent of them said, ""I have a favorable view of the future."" And that’s because they’ve lived through the Taliban. I was there under the Taliban. I was there during the Civil War. What is going on now is obviously better than what happened before. And Afghans don’t think their countries are a lost cause, so why should we think that?",1.0
for,"To cynics I think it doesn’t even matter because we never went there for the Afghan people. Afghanistan was never a cause for us. This was purely a security issue. But in my experience, polls in Afghanistan are notoriously unreliable because people focus on cities, on urban people who have more money and have a vested interest in the Americans staying there. But when you travel the countryside as I have, as many of the journalists have, you find an intense amount of resentment and hatred by people you wouldn’t expect to hear it from. That’s because of our night raids, many of our operations. Sure, we’re not as brutal as the Russians were. But we’re dropping bombs on weddings. Our Special Forces are going on raids and they’re killing innocent civilians. Many innocent Afghans are dying as a result of our operations. Our operations are disrupting normal activity. Bus drivers were complaining to me, the guys who do the routes from Kabul to the south and Kabul to Herat, about how brutal the Americans are.",2.0
against,"It absolutely does matter. You know, there’s always questions about the reliability of opinion polls not only in Afghanistan but here. There’s no question. But the polls have been pretty consistent over a number of years and they comport with what I and many other people find out for ourselves by talking to ordinary Afghans which is that there is not an overwhelming resentment of foreigners. What there is is resentment of the fact that the foreigners have come and have not done a better job of defeating the Taliban whom they hate.",2.0
for,"I don’t think you talked to ordinary Afghans. You go on these babysitting tours where the U.S. military protects you, white guys with guns who take you around the country andit’s all choreographed and staged. It’s not really like you’ve been in Afghanistan. It’s all organized and staged and the Afghans aren’t going to interact with you the same way when you’re the occupier, the Christian occupier with the M-16 next to you as opposed to going into villages and talking to common people.",2.0
against,"Okay, well, criticizing Max -- I mean, let’s get back to the real point. Anecdotes about what I talked about this Afghan or that Afghan. I’ve been visiting Afghanistan since ’93. I was there during the civil war. The Afghans destroyed Kabul. It wasn’t the Soviets. Hundreds of thousands of people died. Then the Taliban came. They were the most brutal and incompetent regime. As Max has pointed out there’s nothing quite like living under the Taliban for not having a nostalgia about their wonderful rule. Only seven percent of Afghans have a favorable view. These opinion polls, they are scientific opinion polls. They’re conducted by major news organizations, the BBC, ABC News, German television, the Asia Foundation. These are not amateurs. These are as good as polls that come out in this country. There may be some -- there's always several percentage points. But in general, you know that the trend is pro American, pro-NATO, anti-Taliban.",2.0
for,"The main thing is our troops aren't fighting al-Qaeda. They're fighting Taliban. They're fighting people who are upset that we're occupying their villages and valleys. The U.S. intelligence community will cite -- you can look at the Boston globe from September 2009, that nine out of ten members of the Taliban are members of the Taliban because of foreign occupation and because of an ongoing civil war. I actually support Peter and Max's polls. 60 percent or 68 percent of Afghans are for our presence. 32 percent are violently opposed to the point they'll take up rifles. This -- Afghanistan is not a homogenous society. It's a regionalized, localized society with many, many differentethnic schisms, regional schisms. There are Hatfield and McCoy type situations that our troops are finding themselves in the middle every day. And remember, this war goes back to the '70s. The reason the Soviet Union intervened in Afghanistan was because the country was already at war. So we -- in 2001, when we intervened, the country was at civil war. We took one side out of power and put the other side in power, but we didn't address those underlying root causes of the conflict. Now, getting back to the polling data, again, I support that. You probably have about a 60/40 split in the country. I'll also say that some of the things -- you've got to look at the polling data real well because, yes, 7 percent of the population supports the Taliban. However, in the Asia Foundation poll that was just cited, 80 percent of the population supported talking to the Taliban and negotiating with them. Here is the deal, if you are given a choice, if you are a rural Pashtun villager, and you are given a choice between the Taliban who are ethnically and culturally similar to you or the Karzai government which is made of up non-rural Pashtuns, outsiders who are corrupt and who are backed up by an invading and occupying army, which are you going to choose? It's a bad choice.",2.0
