side,script
for,"Well, I'm reminded of a line of Oscar Wilde's when a play opened at the Abbey Theater. He got this rousing ovation. One man stood up and said, ""You're a fraud."" And Wilde stood up and said, ""Frankly, sir, I'm inclined to think you're right, but in the fact of so much acclaim, who are we to disagree?"" Oh, this is bigger than all of those combined. This is bigger than the internet. It's bigger than the iron age, the Renaissance. It's bigger than the industrial revolution. This affects the entire world and it's going to be affected in a faster and more prevalent way than you will -- than you ever imagined."
against,"In a sentence?  Well, a radical market is a market that is designed so as to promote both welfare and equality and many of markets need to be improved and this book suggests various ways that that can be done. Yeah it was. I was careful about that. Well, if anybody here in the room has got a teenager in their lives, you know two things. First, if an adult said the sky is blue they all say it's red. And secondly, you do not ask a teenager for advice about anything let alone your investment portfolio. So, I am sure that whatever I say they will say the opposite."
for,"Well, thanks everybody for coming to this and thank you Intelligence Squared and the Adam Smith Society and our makeup girl who tried to make me look better. I wanted to say that this is sort of the perfect audience. It's a bunch of millennials and it's -- this is all going to be in your hands. It's what happens to the world. Do we have a world that you kind of grew up in where you are deeply in debt. You are coming out with a bunch of facts that don't help you get employed, and you're coming into this world that this -- your grandfather's Fiat world that's very controlled and constrained and you're saying what? Does this make any sense? And you have a major opportunity right now. All of the sudden this amazing thing happened. Sitoshi Nakamoto came up with a new kind of currency and now let me take you through a history of currencies. We used to use shells and we'd carry around shells, but then they got too bulky and then we moved to gold and then gold got too bulky and we kind of ran out of it and then it was the promise of gold or the promise of silver, and that was like a silver certificate. And then it was like the full faith and credit of the U.S. government and that's the federal reserve note. And you're looking at it and you're kind of going okay, well what is this? It's just paper. And they say the full credit of the U.S. government. There was a huge debate much like this, huge battle about should we go off the gold standard and people said no, it's just paper. We can't do that. We have to be on the gold standard because gold is really what this country is built on. And but paper, it just sort of abstracted things and then it got further abstracted. Currency, what did currency become? And all of the sudden there's this currency. It's awesome. Because we have like the federal reserve note, you are relying on a third party to hold your currency, right? You rely on a bank. I -- whenever you walk down a street of a city look at the biggest buildings in the world. They're all banks. That's your money that's gone into their buildings. Think about it. I mean, when you go to Las Vegas it's like, you know, why are all these beautiful buildings here? Well, it was your money. It's the same idea. So now you've got this new currency and your trusted third party is 100,000 computers that are all focused on making sure that every single transaction is done perfectly. So, it -- now do you think that humans are going to make sure that every single transaction is done perfectly? I've had 15 times where a bank statement was wrong. In fact, the bank actually gave me $2,000,000 at one point just here. It was there in my statement. I had to call them, talk to 15 people, figure out where that -- why I had this extra $2,000,000 and why and, you know, to give it back I had to go through about 15 people. So, in this case you've got a new currency and it's virtual and it's something that transcends geographic borders. So, you don't have to be reliant on your country. I had this great guy who came up to me and he said, his name is Sebastian Serrano , and he said, ""You know, I lived in Argentina all my life and my family fortune disappeared three times and I'm only 30 years old and it's just disappeared to currency manipulation."" And, you know, as you know the Argentinian peso has dropped 30 percent a year. Same thing with Nigerian Nira or whatever. Anyway, Sebastian said, ""I'm going to start this business and I'm going to build it all on bitcoin. And he did and it was -- and it's an enormous success. He has since created a new currency called Ribio and it's one of the top currencies of the world, cryptocurrencies of the world. Now people ask things like is it a bubble. I -- the whole premise of is it a bubble is ridiculous because our last bubble, what was that? The internet bubble. Was that a bubble? You guys still use the internet. I see some of you actually using it right now. That was no bubble. That was an amazing transformation of our world. It affected many different industries. It affected information, communications, banking. It affected -- well, it didn't really affect banking. Banking had a way of kind of slipping through. It affected gaming. All sorts of things were affected by the internet. Cars -- or taxis. So, now we've got another currency that has the ability to change enormous industries and it will change -- it can change banking, insurance, real estate, and government itself. Am I out of time? So, I want you to -- I want to make sure that you vote for no bubble or whatever. I am dying. I am really anticipating and enjoying the idea of hearing from these two because I -- Have no idea how anybody would vote no here."
against,"Thanks very much. I'm going to start with a quotation. ""When the profits of trade happen to be greater than ordinary, overtrading becomes a general error."" And I assume you're all familiar with that quotation. It's from ""The Wealth of Nations"" by Adam Smith. He was talking about the great South Sea bubble of 1711 to 1720. Adam Smith, the great theorist of the free market, was also a keen observer of the world around him. He understood that bubbles occurred and they existed. The South Sea bubble, which was kind of a speculative mania in the stock of a company that was supposed to invest in South America destroyed many fortunes, damaged the British economy significantly and continued to reverberate up until through the rest of the 18th Century when Smith was writing ""The Wealth of Nations."" Now what exactly is a bubble? Many people are skeptical despite the long historical record of bubbles culminating in the most recent bubble in your lifetime, the real estate bubble of the early 2000s, which led to the financial crisis and the great recession. A bubble occurs when the price of an asset deviates from its underlying value and the deviation is maintained for a significant amount of time. And the question is why does this occur? Isn't the market price supposed to reflect the actual value? And the explanation is complicated. Usually there's some kind of accident, sometimes a new technology. That's what happened in 1711. People get excited. The early movers make big profits. Everybody else sees this and they think well that's easy. They just bought this thing. We can do the same. As people chase their tails or their neighbors trying to get rich, the price spikes. Now, the price can go up in an asset just because that asset is very useful and so we have this pattern already of the prices of bitcoin going up and then down a little bit. And the question is, does that reflect the bubble mentality, the speculative mania, or something real? So, what I want to do in this opening statement is just to give you three reasons to think that a bubble is taking place now. And the key idea I want to convey with you is that the very elements of bitcoin that its supporters cite as support for their view that bitcoin is this great new thing, is also the greatest vulnerability for bitcoin. So first, anonymity.  So, bitcoin transactions are anonymous or more accurately pseudonymous. People use codes that are difficult to trace back to them. And this of course is attractive. People want to keep their financial transactions private. Two problems with this. The people to whom this is most attractive is criminals. That's why there's a great deal of criminal activity in the bitcoin market. Bitcoins are very good for money launderers, drug criminals, human traffickers, and many other criminals. And then there's another problem, which is that bitcoin is only anonymous for very sophisticated people, sophisticated criminals, especially. Ordinary people can't master the technology. And as a result, ordinary people have come to rely on intermediary institutions, a bit like banks. Wallet companies, for example, exchanges, and you don't get anonymity with those companies. Those companies typically insist on the identity of their customers. So ordinary people don't really get anonymity ultimately if the government believes that they're engaged in criminal transactions. Sophisticated people, sophisticated business people, and criminals do. Second feature of bitcoin, the fixed money supply. There can never be more than 21 million bitcoins because of the way that the program was designed. This is said to be good because national currencies sometimes are subject to inflation, which can be a nuisance and in extreme cases a terrible -- cause terrible problems. The problem, though, is the fixed money supply is no good either. Fixed money supply leads to deflation, which is just as bad as inflation. People will hoard the currency as they are with bitcoin because they believe they'll be able to buy more goods and services in the future. A currency that is not used is dysfunctional. Bitcoin can't be successful as long as there's a limited money supply. But even more important than that, government's control of the money supply is absolutely essential for addressing financial crises like the one we lived through in 2008 and addressing recessions like the one we lived through in the years after the financial crisis. If the money supply is truly fixed the government is helpless. Back when the United States was on the gold standard in the 19th Century, there was an endless cycle of speculative manias, crashes, and terrible depressions, far worse than anything we've experienced since the great depression. Now this leads to a third point, which is in fact the money supply is not really fixed. That's actually a bit of a myth and it's connected to the third element of bitcoin that its supporters cite, which is the decentralization. The idea that nobody controls it and so we don't have to worry about manipulation. Okay, now that is false and it's important to understood -- understand that that's false. It's true that bitcoin isn't like the dollar, which is controlled by the central bank, a bunch of political appointees, but it is controlled by the bitcoin miners, the so-called miners, the people who create bitcoins as a part of the transaction confirmation function that they serve in this currency network. It turns out that a very small number of people own the vast majority of bitcoins and the way that it works is when the Bitcoin protocol needs to be changed -- and that has to happen, and it has happened several times -- it's the Bitcoin miners -- the people with 51 percent of the computing power -- who determine that. Who are they?  Probably a lot of foreigners, possibly foreign governments. I'll have another Adam Smith quote for you, but I'm out of time. So, I'll just say Bitcoin is a bubble. Vote no on the motion. "
for,"Bitcoin is more than a bubble. It is here to stay. You should vote yes. Here is why. First of all, for 6,000 years, humans who engage in consensual exchange have had to go about it one way. Well, we have this trouble of -- this problem of trust. How do we solve trust? I'm trading you a camel for your gold coin. How do I trust that you debase the coin or not? So, we -- there are people who create business models -- in that case, a mint. The guy who has a monopoly on violence in an area creates a mint, puts his face on the coin; says, ""If you debase this, I kill you. That's a business model -- the way to monetize his monopoly on violence. There's lots of business models. But that enables us to engage in our trade. Lots of business models -- lots of institutions, I should say, have that same feature. Land titling, for one thing. Visa cards, for another. If you come into my store, I don't know you. You don't know if you can trust me. I don't know if I can trust you. We each just trust Visa just like we each just trust the land titling office or we each just trust the mint. So, for 6,000 years, that's the way we've been going about solving things. We create these central institutions that -- since we can't trust each other, we just trust them. For the first time in 6,000 years, we can have consensual exchange among strangers that is trustworthy. In other words, we have a way to do something that for 6,000 years humans have done by creating these institutions. We can now -- and those institutions have accumulated, like barnacles on the hull of civilization. Some of them are private corporations. Some of them are functions of government. But remember, we -- you know, they didn't come out of a burning bush. We created them, so we can go about achieving our ends. It's now possible to achieve those functions without those institutions. And we can see -- we will see many of them -- this is why Tim is correct. This is -- I heard somebody snicker when he said, ""This is bigger than the Internet."" It's much bigger than the Internet. The Internet disrupted publishing. I've been in a Silicon Valley company where there's 160 institutions on the wall. By institutions, I mean everything from notary publics to Wall Street, to many of the functions of lawyers and judges -- can all be reduced to smart contracts and such. So, our -- so, we will not have to rely on those central institutions nearly as much, going forward. Here's a big one that's really important to us, and I'm going to -- here's a big one that's really important. I -- some of the old-timers here may remember the Soviet Union. And there was this country that tried to run itself, setting prices -- 23 million prices on 23 million things. The screws on this stand would have been sent by some bureaucrat in Moscow in a big ledger book -- and such, eventually on computers. And we think that's ridiculous. See how silly these people were to try to run a society with them setting prices on 23 million things? But here in our society, what's the single most price -- what's the single most important price any society faces? It's the price at which we discount the future against the present, which is to say interest rates. And currently, those are -- that price is being sent in a central department of Central Planning called the United States Federal Reserve. Now, my worthy opponent -- Eric Posner -- believes that we need government to manage that. What did he say? We need government that can -- needs to address the money supply to manage the economy. People like this is -- you have to -- when you -- I think of -- there was a Great London School of Economics professor who has described certain people's mentalities -- the economy is this big engine. And they're the workmen, with the baseball caps, and the coveralls, and the screwdriver. And only they know just how to fine-tune it, just how to get the carburetor right and such, and you got to -- when you hear that, remember the Dilbert strip. The pointy-hair manager in the corner, who always -- ""He knows what's best."" He's in the corner. ""He knows better than those people out in the cubicles do. He knows what's best. You know, what could possibly go wrong? Every day he's got a different solution to something."" And that is the mentality of the people who think that we need government to do all these things for us. They need to manage our money supply for us. Well, here's a different way to think of it -- how we used to think of it. We have to communicate with each other information about value and scarcity. That's what a price is. It's a packet of information about value and scarcity so we can all communicate to each other. We want a form of money that we can communicate that information to each other without having to go through some field -- some form by which we send that signal, through some field that any government mandarin controls. Then we can really communicate the truth to each other. The mandarins want to have their hands on the dial to be able to adjust that field and distort that signal to serve their own private political ends. That's why they're against Bitcoin. They don't want a form of monies that mandarins can't control it. And regarding that point, you know, we have seen in the last financial crisis that the oligarchs -- they have bought themselves some senators. They bought themselves congressmen. They bought themselves the esteemed regulators to whom Mr. Posner bows. They bought themselves all kinds of things. One thing that they can't buy is the laws of mathematics. They can't buy the mathematics that underlies cryptography, which is why we should rebuild our social institutions on crypto -- and in particular, Bitcoin. "
against,"  Well, I come last, but not least, to tell you why you should vote against this motion. And I tell you that not because I am an esteemed professor of law and finance -- like Professor Posner -- but because I am both a journalist and trained as a cultural anthropologist. And as an anthropologist, I can tell you three things about money. Firstly, that societies all over the world have used all kinds of things to create money over history. There is nothing special about fiat currency. Secondly, fiat currency has problems, as you've heard. I will admit that. But thirdly, and this is a key point -- the problems with fiat currency today are nothing compared to the problems with Bitcoin. And to understand that, you have to go back for a moment and think about first principles and think about what money does. Because, if you believe that Bitcoin is so valuable, you have to believe it's a fantastic type of money. So, what does money do? Well, as you all know, it's, one, a medium of exchange; two, a store of value. And sometimes, three, an investment too. So, think about it. Bitcoin as a medium of exchange, compared to fiat currency. Well, I don't know how many of you in the room have actually got Bitcoin, but any of you who have got Bitcoin will know it's a pretty lousy medium of exchange right now. You can't actually do very much with it. Yes, you can buy stuff on Overstock, and I've given you a free promotion, Patrick.  I work on commission. But not in Bitcoin. But right now, the system can only process seven transactions a second. That is nothing compared to the amount you actually need to make it a viable medium of exchange. It's slow. It's clunky. It's expensive. There ain't that many places you can actually use it. I mean, some of you may have seen the great New York Time piece recently, about trying to use Bitcoin in New York. And guess what? It's tough. Not a great medium of exchange. The other problem, of course, is its value has fluctuated dramatically. So, you might say, ""Well, what about store of value?"" Well, if you think it's a great store of value, you have to say, ""What is underpinning that store of value?"" And as Patrick says, trust underpins money. The roots of the word credit come from ""gredere,"" meaning Latin ""to believe."" So, what underpins Bitcoin? It ain't trust in government. It's trust in, one, computers. Those wonderful, reliable, 100,000 computers that never break down, never get hacked, never have any kind of viruses. Are you guys ready to trust in computers forever? You trust in the wisdom of crowds. You trust in this idea there's always going to be roaring demand for Bitcoin. Well, maybe. As you just heard before, from Professor Posner, bubbles, manias come and go. Last, but not least, you trust in the fact that the supply is limited. Well, yes. Right now, those wonderful magicians of cryptography have created a system which has a limited supply of Bitcoins. But what about Ephyrium ? What about Bitcoin cash? What about all those other Bitcoins that are coming out too? Who actually believes that the first of Bitcoin is going to be the only Bitcoin? I mean, remember a time we all thought that Sony Walkmans were the coolest thing out? I mean, you're probably too young for that. But think about it. Who actually thinks that Bitcoin is going to be the only idea like that? Why couldn't there be 20,000 more Bitcoins? In which case, what is that going to do to the value? Then you might say, ""Well, you know what? Yeah, we see all those problems with Bitcoin. But actually, fiat currency, that's even worse. Those governments, they cannot be trusted."" To which I say this: okay. Maybe you don't like fiat currency. Maybe you think there are problems with government; you don't like institutions. Yes, I hear you. But what about this? There is actually something else out there which has been around for thousands of years, that doesn't require actually betting on a computer. Doesn't require betting that, somehow, the first mover, the first innovation on Bitcoin is going to last. There is something out there which is completely portable -- something out there which doesn't require enormous amounts of electricity. And let's not forget the fact that to create one Bitcoin requires the energy usage of the typical American household over two years. Last year, Bitcoin mining took up all the electricity consumption equivalent to Denmark. Next year it will be Argentina. But there's something else out there that doesn't need that. And it's terribly simple. It's called gold. So, if you don't like Bitcoin -- I'm sorry; if you don't like fiat currency, okay, fine. I happen to think it's not so bad -- not ideal, not so bad -- but if you don't like fiat currency, go buy gold -- because Bitcoin -- AKA digital gold -- is a pretty lousy alternative. And the great thing about gold is that if it all goes horribly wrong, you can always wear it. You can put it in your teeth. So, vote against the motion."
for,"There's a mathematics that underlies cryptography. Technically, it's called non-polynomial one-way trapdoor functions. This area -- cryptography harnesses this area of mathematics to make things unbreakable, so they can be encoded one way but not decoded. And that mathematics and that cryptography underlies all the cryptography of the modern era, from HTTPS, to you logging onto your bank account, to the -- what's under Bitcoin. It's the same general field of math, of cryptography. If somebody ever breaks this -- and there's talk about quantum computers and stuff -- they should be quantum resistant. But it's the most hacked-on thing in history -- Bitcoin is. It's every day, and more people hack on . If anyone can break this, they can break any government and bank encryption system in the world."
against,"And they get hacked all the time as well. And there have been hacks, already, with Bitcoin."
for,"Well, this has been hacked at more than anything in history and has never been defeated. Now, there are companies that spring up in the Bitcoin community that get hacked. These different exchanges, they get hacked. But the last I checked, you know, banks get hacked too. And yeah, Bitcoin is used by unsavory characters. The last I checked, they used U.S. dollars too."
against," But when banks get hacked, eventually you have a big enough pool of money that's separate from the thing that they've just hacked to be able to repay the customers."
