side,script
for,"John, I was in the system last night when I flew back from Nashville. Well, I have not yet. And I guess that may come up at some point in the future. But let me be clear, John, if you touch my junk -- Thank you very much. Let's begin with a thought experiment. Just imagine that you work at JFK International Airport here in New York City, and you're in a Federal Express facility inspecting incoming packages that have just been pulled off of a jet that's landed from Heathrow Airport in London. And you're clearing these parcels that can be takenon across America and delivered to their destinations. And you see a package from Somalia, and it's addressed to a synagogue in San Francisco. ""Hmm,"" you think to yourself, ""that's kind of unusual."" So you call over your supervisor, you take a look at it, you discuss the package, and you decide that you're going to put it aside until a bomb-sniffing dog can come over and render its opinion on the matter. Congratulations, you just engaged in profiling. Now, obviously, packages are not people. Fed Ex boxes have neither civil rights nor emotions. People do and we always must be aware of and sensitive to that. However, in a world of limited time, personnel, and money, we have no choice but to focus on those people who threaten to destroy aircraft and the flying public who ride within them. .0 And that is why my team and I urge you to vote in favor of tonight's resolution, ""U.S. airports should use racial and religious profiling."" Let me emphasize that we do not advocate letting airport security personnel cater to their own personal ethnic or ecclesiastical biases. Instead, we want the TSA and others to recognize that the current threat to passengers and airliners comes almost exclusively from one source, and we all know what it is, young males between about 18 and 35 who practice a fundamentalist strain of the Islamic faith, and generally hail from the Middle East, as well as largely Muslim nations in Africa and South Asia. There are exceptions to this profile, but they're quite rare indeed. We learned about this profile on September 11 when all the hijackers who attacked us that day fit the parameters that I've identified. .2 Had the security personnel at Newark, Dulles, or Boston-Logan Airports profiled these hijackers, they might have been stopped and nearly 3,000 people who were killed on 9/11 would be with us here today. In a few minutes you will hear from my colleague, Asra Nomani. She will demonstrate that this profile did not begin on September 11 and it did not end then either. My colleague, Bob Baer, a former intelligence officer, will explain that what we advocate is a response to intelligence. He also will show that preventing terror at and through America's airports involves responding to the evolving threat profile that faces us at any given time. Now, mind you, we are not arguing that the TSA should send anyone named Mohammed to be water boarded somewhere between the first class lounge and the Pizza Hut. However, if you are a male between about 18 and 35 and are traveling on a Middle Eastern passport or one from a predominantly Muslim country, it might be smart to ask you a few extra questions, carefully peruse your papers, and if things seem unusual we perhaps should take a closer look at your luggage. .6This really is not religious or racial profiling so much as it is terrorist profiling. We want to increase, not decrease, the probability that our security personnel will stop terrorists before they can board passenger jets, and once again turn them into bombs and missiles. This differs little from what police departments do today to deploy their limited resources in order to raise the odds of successfully reducing crime. If the NYPD were seeking a mafia hit man who just flew in from Naples to whack somebody, I doubt the NYPD would dispatch squad cars to 125th Street and Malcolm X Boulevard. If you set up a sobriety checkpoint, if you’re a police department, you most likely would put it somewhere near bars, not close to churches. Similarly, if a wave of bank robberies were committed by a black man between ages 45 and 50, and if he were just under six feet tall, and lived in Manhattan’s East Village, I would not be shocked if the police stopped me and asked me a few questions. .0 Why? I perfectly fit that profile. Now, would that leave me thrilled and delighted? Probably not, but I would know that these law enforcement officers were doing their jobs, and that, I would understand. Does my team advocate violating people’s rights? Absolutely not. Remember, among the rights that officials need to protect is the right to fly on a plane and assume that it will land at your destination with you and your fellow passengers alive and well at your destination. That right deserves maximum attention from those who we pay to keep us safe from those who want us dead. Our opponents might say that the profile we've identified would miss someone like Timothy McVeigh, the non-Muslim man who blew up the Federal Building in Oklahoma City. However, to look more carefully at someone does not mean that you ignore everyone else. This resolution is not an either/or proposition. .4 Terrorist profiling can exist with wisely applied traditional screening measures for other passengers. Finally, what if we avoid terrorist profiling? At best, we will keep wasting scarce resources by subjecting everyone to the same time consuming often humiliating searches that have generated such public outrage recently. The TSA can keep checking the prosthetic breasts of American women who have endured mastectomies as happened a few months ago to Cathy Bossi, a 32-year veteran airline employee. At worst, TSA officers might come face-to-face with a bomb-wielding passenger who fits the terrorist profile but then breezed him through security because they don’t want to make him uncomfortable. The result could be a deadly airborne attack that we all have feared since September 11. My team wants to prevent this from happening and we hope you do, too. Please join us in supporting tonight’s resolution, “U.S. Airports should use racial and religious profiling.” Thank you very much. "
against,"Well I started off just trying to find out what happened to my brother that day and it evolved into essentially becoming a political activist. But I would just basically say I’m a troublemaker and I hope to cause some troubles for those guys over there tonight.   .9 I stand in opposition to the resolution that U.S. airports should use racial and religious profiling and I do so not only as the sister of someone who died at the hands of terrorists in the cockpit of his commercial airliner but also as someone who worked in that industry for many years. I did so in the late 1970s into the 80s at a time when aviation became the obsessive focus of international terrorists and trans-national terrorist organizations. It is different now. It has evolved and it has gotten a lot more complicated. The environment up there is basically the same. The reason for my opposition is simple. It simply doesn’t work. It results in a waste of time and resources. It is counterproductive and by that I mean it causes more harm than any good, any putative good. .0 For those of you sitting in this audience who are neither Arab looking nor South Asian looking, I ask you to contemplate, think back the last time you were at the airport if you were ever pulled out of line when you didn’t expect it and you hadn’t said or done anything wrong and maybe even treated a little peremptory way because the airport recently maybe an unexpected engagement that was quite unwanted and maybe even by your definition quite humiliating. I ask you, for those of you who have been through that who are not Arab looking or South Asian looking or Muslim looking, I ask you to consider what it would be like to experience that every time you go to the airport on every time you fly. It would appear to you, it would feel not like a security measure but agrave injustice because you would be singled out, not for anything you said or did, as I said, you would be singled out simply for the level of melatonin in your skin. .1 And make no mistake, the TSOs who are doing this will not know what country you are from. In fact U.S. travel documents don’t indicate that. Maybe perhaps if you’re showing your ID where you were born. But basically when they’re picking you out of the line, all they’re going by is how you appear. Now I frankly don’t know how U.S. airports would profile on religion because religion is something that’s in your heart or on your head. And I believe that there would be a legal challenge if this question were asked at the airport or if it were somehow required to be in your travel documents or your ID. I think it would fail the Constitutional challenge. So what are they going by? They’re going to be going by, what, head scarves. .4 I will only bring you to the example of the airport security video that was published. You can see it on YouTube of the hijackers on my brother's plane going through Dulles. They look like your typical American people. They're wearing dress shirts and Chinos. And there is nothing in that video that would suggest to you that they are a terrorist or that they are Muslim or that they hate infidels and want to kill them. Not a thing. And I thank you, Deroy. They would thank you, future terrorists, for giving them a blueprint in your description of what not to look like the next time they come to the airport.  I hope I pick up some votes there. I'm in favor of behavioral profiling. And I believe that does work. I think we should stop focusing on things. Yes, packages aren’t people. .6 We should focus on behavior because the moment we profile on status, the enemy will seize on it and go in a different direction. I'm going to give you -- try to give you three examples very quick on how behavioral profiling has been very successfully used. There are lots and lots of examples. But here are three that I think are pretty good. I'm going to try and make it under the limit. A guy by the name of Benni Norris, aka, Ahmed Ressam. He was the millennium bomber. He rented a car to get from Canada on the car ferry over into Port Angeles, Washington. At the state of Washington, a very astute customs agent saw him. He had filled out his customs forms incorrectly, so he was singled out, tapped for secondary screening. Her colleague says, “Oh, Diana, we want to go home. It's Christmas time. It's the last car, the last ferry, let it go.” She said, “No, there's something wrong about this guy.” And here is what was wrong. He was sweating profusely in cold, freezing weather in December. .2 She asked him some questions. That went badly. She asked him to open up his trunk. Bingo, explosives, det cords, a map of LAX. He was done. Mohammad al-Qahtani, the so-called 20th hijacker who came in through Orlando airport, a Saudi national who was, again, brought -- tapped for secondary screening. The inspector asked him questions. His answers were all wrong. He had $2,800 in cash, one way ticket, no return ticket, no hotel, no credit cards, no visible means of managing in six days of vacation travel on 2800 bucks alone. It went downhill from there. But he got turned around. Basically he was given the choice of leaving or going through court proceedings. He left. The next time we saw him was at Tora Bora, the battle of Tora Bora. He ended up at Guantanamo. And the final one I'll give you -- and again, there are many, many more -- that's Zacarias Moussaoui. .8 He presented himself as a businessman, Moroccan born, French accent, businessman from France who wanted to buy simulator time on a Boeing 747 400, the biggest passenger plane in the sky. But he didn't make sense. And two very astute flight instructors -- I like to say their names because they're heroes. Hugh Sims and Tim Nelson, they thought it was awfully weird that a businessman would be paying for his sim time in a plane that he didn't have any understanding of with 68 100-dollar bills. They pressed their employer to call the FBI, and the rest is history. I could go on and on about the morality or the immorality of doing this. But I'll leave that to my teammates. Please vote for us. "
for,"No, I mean, I was happy to take the train from DC today. I want to first thank all of you for coming to talk about this really important discussion. We all know it's in the news. We know that it is something that matters to us personally. And I want to thank the panel from the other side and my own teammates for daring to talk about something that is so sensitive that oftentimes it is a taboo topic. .5 And it especially is one inside of our Muslim community. It is one that hurts us. It is one that causes me great pain to actually come and speak to you about. When I first got the invitation, the assumption was that I would be speaking against the motion. But after several years of pondering on this really difficult topic, I firmly believe that U.S. airports should profile based on religion and racial issues. I came to this country at the age of four in the summer of 1969 on a TWA jet from Bombay to John F. Kennedy airport. Ever since then, I have loved travel. I have loved the airline industry. I came from a very conservative Muslim family. Islam has been a part of my life. It's been a part of my being. But something very sad has happened in the 40 years since, both inside of our Muslim community and inside of the airline industry. .5 Inside of our Muslim community, we have had the emergence of a very real interpretation of Islam that justifies the attack on airports and airliners and civilian targets. This is a reality that is really difficult to accept sometimes inside of our community. But it's a truth. And I want to chronicle how this unfolded over these recent years. And inside of the airline industry, we have seen Pan Am leave us. We have seen TWA die off. The airline industry is also under great pressure. Airplane crashes, airline security issues have serious consequences, not just on the traveling public but on this really important industry.  And this issue of profiling has been the taboo topic in the midst of all of this conversation. .4 I do come from a Muslim family. I am brown, for radio audience members who can't see me. My father has Mohammed in his name. He's 80-some years old, but he gets pulled at the security checkpoint. And still I stand before you and I say, profile me. Profile my family. Profile my father because inside of our Muslim community, I fundamentally believe that we have failed to police ourselves. We have failed our country here in America. We have failed our world. I express my deepest sorrow and sympathy to Debra, to all of you who have felt the trauma of September 11. And I recognize that we as a nation, both in the U.S. and inside of our Muslim communities, have largely not yet even healed. .3 We are struggling with how to deal with this very real incredible threat that exists out there. And religion, ethnicity and issues of race have a very direct relationship with issues of violence. A wonderful study by the State University of New York at Albany concluded, what makes terrorist organizations more lethal is religious ideology. When you combine religion and ethno-nationalism, you get a dangerous combination. We saw that dangerous combination on September 11. It was the manifestation of an interpretation inside of our Muslim world that justified an attack on an airport and on airliners. There was a fatwa issued by Osama Bin Laden in 1998 when he had created the international Islamic front for fighting the Jews and crusaders. .3 And he established very clearly in his marching orders, “Bring down their aircraft. Have the attack be one of violence that is pitiless.” He was very clear in what his objective was. And I have before me a Koran that comes from the kingdom of Saudi Arabia. And I want to establish really clearly that this ideology is one that permeates inside of our community, giving young men then the religious justification to do that which they want. And in it it says “Guide us to the straight way.” It's a very simple message. But what the government of Saudi Arabia has done is added into here, “unlike the way of the Jews and the Christians.” And so this ideology is the ideology that fuels the extremism that makes airports and airliners targets. .8 And it's not just the stuff of rhetoric. Bojinka, 1990s, plot by Ramzi Yousef and Khalid Shaikh Mohammed to bring down jetliners coming from Asia to the U.S. Scotland, Glasgow, airport attack attempt, the millennium bomber attempt in the Los Angeles Airport was also a successful event, not at just behavioral profiling, but a warning had gone out to look out for men of Middle Eastern origin, and so the customs officials actually had an eye out for the man who was trying to put bombs on baggage carts at Los Angeles Airport. .0 And 2007, JFK Airport, that airport where I arrived, there were young Muslim men who said, ""Let us attack John F. Kennedy International Airport because any time you hit Kennedy it is the most hurtful thing to the United States, to hit John F. Kennedy, wow, they love John F. Kennedy, like, he's the man. If you hit that, this whole country will be mourning. You can kill the man twice."" This is the stuff of the operations and the actual attacks that are inside of our community. I'm not happy that this is happening inside of our community, but I tell you that we must be honest about it, and I urge you to vote for the motion that U.S. airports should use religious and racial profiling. Thank you so much."
against,"Because I decided to declassify some of the stuff on my own, and had talked about the militant groups and their linkages with the State, and I criticized the darling of the West, Pervez Musharraf. I was part of the police service in Pakistan.John Donvan: Before you came. Ladies and gentlemen, Hassan Abbas. .0 Thank you very much. First, it’s a great honor and privilege to be here today. I would like to right in the beginning just be very clear about the topic. And let’s exactly focus on what we are looking at. U.S. should profile based on racial and religious identity. This whole discussion and debate about liberty and security is not a new one. Even the cabdriver who brought me here, because I was coming from Colombia, it was about 40-minute drive so we started discussing the issue. He was from South Asia. And when I was trying to explain him -- I was looking at my notes and trying to explain to him what this debate is about where he was taking me, he said -- he stopped me because he was listening to the NPR the whole day, he said, ""Well, you are talking about these Swedish grandma, Swedish grandmas who have to be patted down."" And I said, ""No, this is not -- be focused --."" .2 The central issue I would argue is not about the different ways and mechanisms and the different strategies, that will be used in profiling, there are three fundamental issues, the first and the foremost is about whether it is legal and constitutional, secondly, what law enforcement tells you, what these different police organizations, there are so many people who are involved in the security sector, what is their general consensus, and the third, and I think a very important point, is what is the impact of this policy on the social fabric of society? First, very clearly, it is illegal and unlawful.  When we are saying that a person of a certain religious identity, certain religious belief will be checked, how will you do that? You'll ask them -- as Debra rightly pointed out, whether you'll ask them to bring their ID cards, or you will ask, Muslims within the United States about five million or so and all Muslims from around the world to bring an ID, whether they are Muslim. .0 So by that definition, and I’ll have to ask them to also to bring this ID whether they’re Christian, whether they’re Jewish, whether they’re Hindu. My argument is that is in principle a violation of the Constitution. Let’s leave even this argument on the side and let me move on to something which is more profound which is that this kind of religious profiling and racial profiling is not something which is an isolated thing at the airport. This is something which transcends, you start looking at that community in a way that is “Okay these are the guys who are always stopped at the airport because they pose a certain threat.” It has an impact on the job opportunities for that community. It has an impact on their status in society. It has an impact on the kids. .8 And I give you a few examples also about how perhaps later on, examples which tell you what the kids from these communities, Muslim community here we are talking about, go through because then there is a threatened environment where you blame the whole community and to Asra with all due respect. I am absolutely not ready to apologize for all the bigots and the narrow-minded people who conduct terrorism. I would argue, just look at the data bases. There’s a new study which is not mentioned, only in the academic circles, but was mentioned in 2010 on CNN. It tells you very clearly that the whole threat about extremism coming from the Muslims is an exaggerated thing. Look at the latest Rand study, it’s a major think tank, it’s not some small research institute in some corner. It’s a major think-tank getting funding from U.S. government also. Rand Corporation says the total number of terrorism incidences which involved radicals from the U.S. .6 --were 46. In some cases there was only one person involved, in other cases, about three people. It’s another matter how many of them were convicted. But just compare this data set which is on the FBI’s website. Compare the total number of terrorist attacks within the United States from 1970 to 2009. It is so very clear. The number of terrorist attacks, for example, those that were happening in 1970’s where much more lethal, from much more diverse communities. So the larger argument I am making is we need smarter strategies. We need strategies which will be able to utilize with limited resources. Another issue, related to this is, this often is a cover-up, a cover-up for bureaucratic incompetence and their failures. It’s very easy for them to say because we our intelligence has failed because of all the different ways we could have profiled those terrorists have failed, if you cannot distinguish between a Pakistani Taliban or an Afghan Taliban and so many other groups. .1 The tendency is to just call all of them al Qaeda, on one side, just call--on the other side are people who are Taliban. It is very important to note how many of these groups are posing a terror threat to the United States. I’m not interested in the total number of terrorist attacks all over the world. The suicide bombers in Sri Lanka or what’s happening with the Islamic movement in Uzbekistan in Central Asia or the suicide attacks in Pakistan for that matter. I am as a Pakistani-American interested in those people who are attacking or who are posing a direct threat to the United States. Look at the data set in the last nine years and it will make it very obvious. One last personal anecdote and there are many other arguments about the legality of the whole issue that I’ll come to later, I would even argue that racial and religious profiling is already taking place. Just a brief anecdote. .6 I have hardly a minute or so to tell you. I am an academic. I teach at Columbia, previously at Harvard as was mentioned. About six, seven months ago I was invited to go and give a lecture to the NATO officers in Germany who were about to be deployed to Afghanistan. And on the way back and by the way the last 10 years despite all my academic work and my work about militants, I always am screened and that’s fine. As a former law enforcement officer, here I agree . I’m absolutely fine with that. But if I am stopped every time. The last time the question I was asked “So what were you teaching.” I said “About terrorism.” They said “Really? So did the NATO officers pay you?” I said yes. “Whether that cash is in your bag?” I said “No, that cash is not in my bag.” But I was stunned. I would like to tell you and I am about to be done with my time, my question is I’m fine when I’m profiled. .4 But when I’m traveling with my family and every time my daughters ask me, after four hours of waiting that “Baba, Dad, are you a criminal? Have you committed some terrorist attack?” I would like to --"
for,"I guess so. I was starting to get thick around the middle, yes. It's true. .8John Donvan: Ladies and gentlemen, Robert Baer.  You know, all these arguments are telling. But I'm going to approach profiling from -- first I'd like to say that I have a daughter from Pakistan. And I have a lot of Pakistani visas. And she's from Faisalabad, it's from a center of terror, a lot of terrorists have come there. And I would fit that profile as well. And I'll say it now. I don't mind being stopped. And I have been stopped. But we have -- you have to look at this -- what I think is a mistake is if we let this devolve, this argument, into Islam against the West or the United States against the West. Let me take an example. It may seem a bit facetious, but it's a very real one. The secret service has a source inside the Aryan brotherhood. .3 A source says there's going to be an attempt on a black American president. It's going to take place inside Washington, D.C. And that's all the details I have. Maybe it's going to be a rocket. Maybe it's going to be a service to air missile that can hit a helicopter. The D.C. police are informed, the FBI, Homeland Security. And all we know at this point is it's probably going to take place in a week. What does the secret service do the FBI. They do triage. They are going to be looking for white males with tattoos, short haircuts, frequenting certain places of a certain economic stature. Those people are going to be profiled. So I think it's important to get away from this is a crusade against Islam because that's not what it is. Let's take the Israelis. .9 Whatever side you come down on that, they have a certain experience in the Middle East. Call it profiling, call it what you will. I was in Lebanon in the '80s. And their assumption when they invaded in 1982 is they were going to have a problem with Palestinian Muslims. By 1987, the problem was not with Palestinian Muslims. It was with Christian women. First suicide bombers were Christian and women. Their profile went from religion to a fairly light Maronite and orthodox Christians. The whole idea of profiling has to do with triage. If you're TSA or the FBI or the CIA, you have a limited amount of time, and you have to understand the background and the religion of people. Let's take Iran today. Everybody calls it a terrorist state. .8 But give me one example when an Iranian has committed suicide either on a plane or a car bomb or anywhere else. They just don't do it. Look at the history going back to1980. Yes, they did on the front. But they were never involved in terrorism. If I am the TSA supervisor, and you have a plane and a threat, and you can only check a certain amount of people, I would write off the Iranians first of all. Within Islam, there is profiling in Saudi Arabia. They can pinpoint the cities, the villages and the school of Islam that is likely to commit suicide bombings. When's the last time there's been a bombing on a Saudi airline? Hasn't been one. They know who's getting on. And they can identify the religious school which happens to be Hanafi, that has a proclivity for this. .3 Yes, they profile. But at the end of the day, we -- the problem is we are a liberal society. Our intelligence, having served 21 years in the CIA and having tried and failed many times, is not good. We are not the Israelis. The Israelis know every single Palestinian, who gets on, who's safe, who needs to be searched, who doesn't.  You can take PETN and you can insert it in a cavity, and the chances of a scanner picking this up are remote. Behavior, look at the 9/11 bombers. They went to bars the night before. They were drinking. If the FBI had been after them, they wouldn't have fit a profile for -- nothing in their behavior before -- they didn't go to the mosque. .6 They didn't do any preaching, anything like that. And once they got on the airplane, I have seen the film. They looked pretty normal to me. But had TSA been around, and had they looked at this, they could have figured out where those -- the muscle 15 came from in Saudi Arabia, and say, yes, that school of Islam had a proclivity for doing suicide bombings. Another thing, we go back to triage and why this profiling is in a sense repulsive because it is based on a certain amount of racism. Let's face it. But there isn't a choice. And because the triage changes from day to day, you look at the Tamils, there's still a war going on. If you're at JFK, and you get a threat to Air India, it's going to be a suicide bomber, and Air India and TSA have to go through triage. They are going to be looking at people who are darker, because the Tamils are. .8 They're Hindus. They have certain names. And in no way is this -- you are selecting them out for a secondary search. This will happen in almost any good airport in the world. I just came back from Sydney. They stopped me. They wanted to know who I was. I'm white, middle class. Don't look like a suicide bomber. But they did a credit check at the airport, pulled me aside because I was an American. I realize it doesn’t have anything to do with religion, but they profiled me. They established who I was. I was let on that airplane. So this is why I urge that as difficult a decision it is, that we have toprofile to help our intelligence services. And there isn't a choice."
against,"Actually, John, I was the second secretary from the time of 9/11. I was the head of the criminal division of the Department of Justice. And it was my responsibility to track the hijackers and be part of the first efforts to prevent this from happening again. And, of course, I carried that on when I was secretary of Homeland Security, where my top priority, frankly, was making sure it didn't happen again. And I am pleased that it didn't, and it hasn't yet. But it's a constant struggle. The answer is -- There was a debate. And we sat at various times with the professionals, people with lots of experience at border protection and aviation protection and the FBI. .6 And there was a unanimous belief that racial and religious profiling would be not only ineffective, but counterproductive from a security standpoint. I want to -- I want to praise my adversaries because they've done on eloquent job of arguing for a different proposition than the one you were asked to vote on a few moments ago. The proposition here is, do we engage in racial or religious profiling? And the answer to that, I submit, is no. The proposition they argued for is do we engage in behavioral profiling. Do we look at characteristics of people's behavior, where they went to school, where they traveled, things that they might have done, people they might have known. And do we use that as part of the basis for determining whether we need to take a closer look at them. And I think the answer to that is yes. That's good law enforcement. It's good intelligence. But it's not based on race or religion. .2 It's based upon things that people do, places they go, schooling they've had, people they associate with, people they communicate with, people who buy their tickets. You know, Robert Baer talked about the 9/11 hijackers not being susceptible to behavioral profiling. I had the responsibility for investigating that and for authorizing the prosecution of Moussaoui, and I can tell you, had we in fact examined their behavior going back over a period of time, we would have seen the connections to radicals and extremists that would have tipped us off, that we should have taken a closer look. That's a great argument for behavioral profiling, it's a lousy argument for racial or religious profiling. You know, Deroy talked about the class of people that he thinks we ought to be looking at, what race and what religion, and the problem is that it's the wrong set of principles to apply here. What is the race we ought to look at? He said, ""Well, we ought to look at people who are Arabs or people from Muslim countries."" .7 Well, does that mean Indians, for example, most of whom were Hindu, some of whom were Buddhists? Does it mean people of Asian descent who live in South Africa? What about Africans and African-Americans? Abdulmutallab came from Nigeria. Does that mean Deroy ought to be pulled aside because he's an African-American? The sad reality is that there is no single group, ethnicity or a group signified by its appearance, that you can identify by looking at them in a way that will tell you that they are an extremist or not an extremist. Let's talk about some of the more notable terrorists that have been apprehended in the last nine years. There's Jose Padilla, not from South Asia, a converted Muslim, came from Chicago. There's Bryant Neal Vinas, came from Long Island, his parents were Catholic, he converted, he went to Pakistan, he trained, he came back to try to blow up subways. Daniel Maldonado went to Somalia. He was born in New Hampshire, again, Catholic parents, converted. .2 None of this would be evident to the naked eye if this person went through the airport. How about this, would you stop, for example, Debra Burlingame as opposed to Asra? Well, according to my adversaries, they'd stop Asra but not Debra because she's blonde and Caucasian. Here's the problem, Colleen LaRose, 46-year-old, blonde hair, blue eyes, Philadelphia, radical extremist, sought to recruit others to blow up a cartoonist in Denmark. On the internet she said, ""I can evade detection because I do not look like everybody's conception of what an extremist is."" And then there was Jamie Paulin-Ramirez, her co-conspirator, another blonde woman, this one with a six-year-old child, who was pregnant. She was another extremist radical. Deroy says, ""Well, we ought to look at males because we know the males are the ones who are the terrorists."" LTTE, the extremist group in Sri Lanka, has trained female suicide bombers, including one who in April, 2006, masqueraded as a pregnant woman in order to kill eight people and wound 27 others. .3 The problem with using racial and religious profiling is it takes you down a road to looking at people who you don’t need to look at and avoiding looking at people that you should look at. The fact is it would be an engraved invitation to al-Qaeda to recruit exactly the kind of people who don’t fit the profile. And this is not speculation. I said this publicly when I was in office, and it’s been said by everybody in the intelligence community, we know that the targeting that al-Qaeda has undertaken in the last four or five years in terms of recruitment has been deliberately aimed at Westerners who have Western passports who don’t fit the stereotype of what a Muslim looks like and who therefore can pass under the principle of racial and religious profiling while we’re spending our time looking at Asra, who we really shouldn’t be worried about. .6 Finally of course I guess there’s the argument that, ""Well, maybe we don’t look at people’s race because if we do that, based on our past experience, it’s going to basically include everybody, including blonde-haired blue-eyed women like Colleen LaRose and Jamie Paulin-Ramirez, but we ought to look at religion.” But here’s the problem, how are we going to look at religion? Are we going to ask people at the airport what your religion is? Do you think the terrorists are going to say, ""Oh, I’m a Muslim""? No, they’re going to say, ""I’m a Presbyterian."" They’re going to walk in with a big cross, if not a nun’s habit. I mean, the reality is these people are not stupid, and the more you target on obvious but misleading characteristics, the more you invite them to recruit in a pool that doesn’t meet that set of preexisting prejudices and biases. Look, if I believed that it was a foolproof way to tell from someone’s appearance who is dangerous when they get on an airplane, I would say political correctness be dammed, let’s pick people who meet that appearance. .7 Certainly when we have a description of somebody, a particular person, and we’ve had this experience, we will absolutely look to people who fit that description. But the problem is, the proposition that is argued here doesn’t meet those standards. I challenge the adversaries to tell you what is the race, what is the appearance that they would rely upon? I challenge them to tell you how are they going to know what religion people are? Are we going to have to start putting religion on our driver’s license? Should we wear little arm bands? Well, we don’t want to go down that road. We know where that wound up 50 or 60 years ago. I suggest to you, as hard as it is, and it’s tough because we all know that we personally are not terrorists and we don’t like to be searched. But more important when you get on an airplane is we want to be sure the person next to us isn’t a terrorist. And the way to do that is look at behavior, to use intelligence and frankly sometimes to use scanning and screening tools but not to rely upon racial or religious pre-conceptions which will only mislead us and ultimately, frankly, probably cause more damage than good.  "
for,"He’s got visa stamps from Pakistan, Saudi Arabia, Jordan so you’ve got travel through some of these nations that are problematic. .1 And I think basically there’s the idea that we have a religion that you know characterizes all of the attacks that we’ve talked about. I mean, I’m really glad that Michael, Debra and Hassan chronicled for us who the attackers have been. What is the one distinguishing characteristic of all of them? They’re Muslims. We cannot deny that fact. We don’t pretend to have the answers on how we’re going to profile well, I’ll be honest with you. This is something that we have to identify. But the truth is that if we exclude religion and religiosity and interpretation of religion in our assessment of risk as was done to my father then we are not being honest about the threat as it exists today. Well you know, does it make any sense what we’re doing with the pat-downs? You know, what was happening was that, I think, we’ve got this very impractical approach to security at airports right now and what I really believe we need to do is get a more common sense approach. We need to really look at who the adversary is and be very realistic about those type of individuals. So my dad may not fit because also there is as Deroy mentioned in the research a clear age in which the threat has been coming from, age from about 20 to 30. And so I would love, if I could, to ask a question of Hassan. I was really glad that you mentioned the RAND report. I think you have it. What’s the name of it again?Hassan Abbas: The report, Okay, so would-be warriors, an important point. .3 Hassan, what did the report establish related to the ethnicities of the individuals? There were 125 individuals that they looked at. And so do you remember what some of the ethnicities were that they chronicled?"
against," They have chronicled in some cases, people who were radicalized within the U.S., someone who is born and raised here. For instance, I am no more interested in the ethnic background of that person who is born and raised here, whose equal right to be American or not."
for,But it's really interesting because --
against,-- and so how is that relevant?
