side,script
for,"I guess I considered that, as a parent, I always have to look out for my children's best interest. As an evaluator, as a professor and academic, I have to look out for the best interests of all kids. So, my wife and I, when it came time, we shopped around and we ended up enrolling our children in a Magnet School.  He's a professor and he is very tech savvy, and he knows charter schools inside and out. That's a great question. This is the third resolution that the NAACP passed on charter schools in the last several years. And I think that this has elicited the most discussion, this most recent resolution. So, I hope that democracy moves forward, that this conversation moves forward. Maybe some minds will be changed."
against," Well, it was 10 years after a nation at risk. We were still very much a nation at risk at that point and I was in Washington, D.C. and was tired of the polarization. Sound familiar? On education issues. And I decided there were a whole bunch of people -- in fact, millions of parents and teachers around the country, that desperately wanted something different. And I wanted to pull all sides together and help them get it. Gerard Robinson, a scholar, a friend, and amazing advocate. There is bipartisanship. My wife is a Democrat. She supports charters because she supports democracy. I'm a Republican. I support charters because I wanted to advance the Republic, and it also shows that God has a sense of humor."
for," I'm very pleased to be here. This is a great venue. I love the format for this debate, and the topic today is really critical, so I'm especially pleased to be here. As John noted earlier, I actually -- I like charter schools. I like the idea. It's a good idea. When I look at legislation -- most of it passed in the 1990s -- we see common goals, common publicly-established objectives for charter schools. They've -- the legislation says they're going to be small, locally-run. They're going to be innovative and highly accountable. Charter schools -- and the legislation notes that they're going to be mission-driven. They're going to create new professional opportunities for teachers. After all, Albert Shanker, the president of the AFT at the time, was a visionary founder. He came up with the idea of charter schools. So, it was supposed to create opportunities for teachers. So, that was wonderful too. Charter schools were going to be public schools, a new form of public schools -- a compromise from private vouchers. And of course, charter schools were going to lift the public-school system by competition and by example. So, this new form of public schools was going to help the overall system. So, I mean, I -- maybe I should sit on the other side of the stage. I'm very impressed with the idea. My problem comes, however, with what has happened in the last 25 years. I've done a lot of evaluations, and public schools today are overrated in large part because they are not fulfilling those publicly-established goals. If we look at school size, charter schools are very big. They're growing every year in size. We have some charter schools that are over 10,000 students. One school in Ohio has more than 14,000 students. They're not locally-run, today. Many of them used to be locally run, but today, increasingly, they are started by outside private companies and that -- their proportion of the charter school market grows with every year. I want to talk -- jump over a couple points here, but in terms of innovation, charter schools are not -- I mean, some are innovative, but the systematic research has shown that charter schools, on the whole, have innovations that, in terms of nature and scale and scope are not different from traditional public schools. So, on the whole, they're not innovative -- although there are innovative public schools and charter schools, and they should be commended. But another objective was that they were going to -- that they're going to create new professional opportunities for teachers, and that has not happened, unfortunately. Very high teacher attrition rates. One study had 40 percent of the new teachers coming into charter schools were living each year. That was a six-day study we did. When we looked at the reasons, it was teacher salaries, working conditions, and the teachers' perception that their schools were not able to fulfill their mission objectives or follow those missions. Those are the main predictors for why teachers are leaving. The biggest thing that we often see debated is student achievement. Charter schools were not supposed to perform similarly. They were supposed to outperform traditional public schools. Why would we create another public school -- parallel school system that performs similarly? They were supposed to perform better. The evidence -- you know, if we look at the body of evidence, there's over 80 rigorous studies of charter schools. Some are positive, some are negative -- in favor of charter schools. I've done nine of those studies. Two favored charter schools -- I remember Jeanne Allen and the Center for Education Reform praised us for our quality research. And a couple weeks later, we released our study on Pennsylvania. We were heavily criticized by the same organization because of our findings, but we call them as we see them. But, overall, across those 80 studies we see that there's really no difference in performance. A lot of talk has been made about -- conveyed about this CREDO study out of Stanford. CREDO is a research center inside the Hoover Institution at Stanford. They've produced a number of studies, the comparison groups and the methods are criticized on both sides of this stage today they've been criticized and I have concerns about that. I guess the biggest concerns I have is when they try to equate these very small effect sizes sometimes favoring district schools, sometimes favoring charter schools, but they equate those to days of instruction and this is something our new secretary of education is being -- is doing right now and that's ludicrous. The biggest study that -- out there right now has been done by Mathematica. It was commissioned by the Bush administration. We don't see charter school advocates citing the study, largely because it's a most rigorous study to date taking students from waiting lists. These are the popular schools that volunteered and had large waiting lists. They were not normal charter schools. After tracking the students over multiple years, they found no significant differences between the two groups. On the whole, charter schools perform similarly. One other thing about charter schools is they were supposed to be public schools and this is something I do a lot of research on. Right now, we're working in the 15th edition of education management organization profiles. Today, we're looking at half -- close to half the nation's public charter school students are enrolled in privately operated charter schools. In my own state of Michigan, 90 percent of our charter schools are owned and operated by private entities. Some are nonprofit in nature. Some are for -- most are -- 80 percent are for profit. This is not -- this was not anticipated -- not anticipated at all. We're seeing charter schools today being bought and sold. How can you buy and sell a public school? This is something that's really happening, that’s reform. So, this is one of my biggest concerns. I'm going to touch on some of these issues because I want to follow up on these publicly established schools and it's kind of one of the themes I have and Julian is going to talk about some of the key principles that are critical for the debate, but just to sum things up. Charter schools have not lived up to the ideal and they're not pursuing this publicly establish objectives. I believe that the reform idea has been really taken from us by private interests pursuing ideological and profit motives. I want my charter school reform back. It feels like somebody has stolen that from us. This is the reason I'm sitting on this side of the stage tonight, and this is why -- one of the reasons why I'm particularly sad to say that charter schools are overrated."
against,"Thank you, John. Thank you, Gary. It's good to be back in New York. In 1995, I was in New York working full time with a small nonprofit organization to help create a charter school. Now, put into context the state of New York did not have a charter school law at the time. The state of New Jersey, where I had a chance to do work, did not have one, but what I had in mind is something that I took from California in 1993. California was the second state in the nation to have a charter law behind Minnesota. Those two states had one thing in common, they allowed school teachers to create public schools because school teachers themselves said, “We've got to find a unique way of freeing ourselves so that we can have schools to teach kids to raise achievement and to experiment.” When we talk about charter schools, we forget the fact that it was created and pushed by teachers. After you move from California, then you had, you know, of course, Georgia and Massachusetts and other states. Then they allowed parents and nonprofits and others to create charter schools, but it was a parent-led movement. It was also bipartisan. Take a look at the founding in Minnesota. It was Republicans and Democrats and white liberals from certain parts of Minneapolis-St. Paul, urban black Democrats who came together and said, “Listen, we tried desegregation. We need to make a lot of moves there, but for a set of reasons it's not working for all kids.” But they also realized that public school choice isn't about a public-school monopoly. It's about having a public purpose for multiple kids, and they said, “If we can empower teachers to create charters, then we should do so.” Same thing in California. I speak to you about charter schools as a charter school founder. I was also a charter school authorizer. I can tell you that America's got some great charter schools and we have horrible charter schools. We have charter schools that should have never been opened. If they're bad charter schools, that is an accountability and an authorization problem, not a charter problem. If we have for-profit companies involved in charter schools and they're involved in malfeasance, that’s financial malfeasance, that's not a problem with for-profit companies. That's a problem with what I call for-pimping. And for-pimping isn't for-profit. We have people in the charter school movement who are in this movement to make money. Guess what, before you have charter schools, you have people in the public-school system then and now making money. I got into this movement because I wanted to make sure that we advanced the Republic. 1787 in this city, we decided to sign the Northwest Ordinance and is something we don't talk about often. And it's said that religion, morality, and knowledge, being necessary for good government and the happiness of mankind, schools and the means of education shall forever be encouraged. Schools and the means of education. Schools are important and they take place in buildings. But the means of education is ubiquitous. It can take place in a building. And we have charter schools that are on the top floor of one school, bottom floor of another school. We have charter schools that have an entire school building. We have charter schools that are hybrid. Some classes are taking place in the school building. Some are taking place online. We have charter schools that are also totally virtual, the means of education. If you expect 50 million public school children in the United States who are in traditional public schools to get a great education, we should support. If we support the three million kids who are in 6,900 charter schools, we should support it. Find a social movement in the last 25 years where ordinary people have been given public money to do extraordinary things. It's happening through the charter school movement. In this last presidential debate, charter schools of course was part of the discussion. And there's a question about whether or not charter schools are going to destroy public education. 25 years later, we have charter schools in this city and charter schools are thriving, some well, some not so well. But I want to leave you with this. If you don't like public charter schools, then you must not like public school choice because if you like public school choice, you've got to like Magnet Schools. And Magnet Schools, in fact, preceded charter schools. If you like public school choice, then of course you have to like the specialty schools here in New York City where you actually have to take tests to get in where, in fact, you don't have to take tests to get into charter schools, where you have specialty schools that are for the gifted. Well, what about those who we found left behind? Charter schools are 25 years old. It's a step in the right direction to try to right the wrongs that we've had for centuries. It's March. This year, the U.S. Department of Education will turn 150 years old. It was a group of formally enslaved Africans who walked off slave plantations in the south who helped to create the concept of a free universal public education. In the north, you had something somewhat similar. As we celebrate 150 years of what the Department of Education can do and the role it has played in advancing public school choice, let us make sure that we include charter schools as part of the conversation. It's not going to solve all the problems, but it's also not the biggest problem. It's not going to serve all of our children, but all of our children are already not served by public schools. But what it will do is keep schools and the means of education moving ahead. And, as long as we do that, it will make the Republic stronger, will make democracy better, but more importantly, we will guarantee that our children will have a better future than we will because, if you look at the Organization for Economic Cooperation and Development data, Germany and the United States are one of the two industrialized nations whose children may not do as well as we have. To let that happen would be to turn our back on the Constitution and the work we've done. "
for,"So, I think I'll know if my remarks are a success if these two young men in the front row don't yawn during my six minutes. So, I'm going to be watching you two. So, first, I would like to thank and honor my family and the educators in my career, my life, for this opportunity. Gary began our debate by arguing that charter schools have evolved and departed from their original intent. I'd like to build upon this principal argument. Let me begin by telling you a little bit about my approach -- that will complement Gary's prior remarks. First, I will discuss the success and problem in the American education system. Then, I will discuss what evidence should be considered to embrace the motion under debate -- that charters are overrated. There are now thousands of charter schools across the United States. While some are awful, and many are average, some of them are great. So, you're not going to hear us say tonight that every charter school is a problem, just as you're not going to hear Jeanne and Gerard say that every charter is perfect. You won't hear us say that every charter is imperfect. Even so, you will hear us say that charters are overrated, and ask you to embrace the idea that charter schools are in need of reform. I'd like to first begin with the problem. The system of public education in the United States includes some places that are excelling, and some that are struggling. Overall, the United States performs about the middle of the pack. However, there are some states that are knocking it out of the park. For example, in math and science, there are only four countries in the world that perform better than Massachusetts. New York, New Jersey -- there's only five countries in the world that perform better than those two states. The NAEP test, which is the so-called pulse of the nation's achievement, has shown that the children of today are smarter than they've ever been before. In fact, our graduation rates are now higher than they've ever been. Our public education system deserves some credit for making this happen. We've made real progress. The key problem in our country is the inequality -- the inequality between states, between districts, within schools, and within districts. Jeanne and Gerard have been very eloquent on this point over the years. Inequality as the status quo for poor children really is the shame of our nation. This is probably an area where we agree. Some have suggested that charters resolve these equities that persist in our society, and that charters, as President Trump said yesterday, are civil rights. Donald Trump and his Secretary of Education, Betsy DeVos, have said that choice equals civil rights. Gerard, as Trump's presidential transition team on education, has made this point. Jeanne has also defended the Secretary of Education, Betsy DeVos, for her approach to for-profit charters in Michigan as a civil rights remedy. In contrast, as noted recently by the civil rights organizations -- the NAACP, the Journey for Justice, and the Movement for Black Lives -- charter schools are far from a civil rights remedy. And let me make that case. Overall, their results mirror -- and in many cases, underperform -- traditional schools, the public schools that Jeanne and Gerard have consistently denounced as failing. In fact, in some important ways, by using approaches that limit or deny access to some of our must vulnerable students, many charter schools undermine the civil rights causes. In fact, it's the opposite of democracy. So, next, I'll take up the proposition that charters are a slam dunk for student achievement, and Gary spoke to this briefly. There are many wild claims out there about charter school performance. Many of them are rooted in what CREDO does. In fact, CREDO studies are not peer reviewed. And if you look very carefully at them, if you point to the most recent studies, you found that, well, African Americans perform eight thousandths of a standard deviation. Latinos, five hundredths of a standard deviation. What does that mean? These numbers are larger than zero, but you need a microscope to see them. Contrast that outcome with policy such as pre-K and class size reduction, which are far more unequivocal measures for student success. They have 400 to 1000 percent more statistical impact than charters. Thus, the performance of charter schools is overrated. And again, these are the best possible national results for charter supporters to point to. Our friends have previously discussed the right to have high-quality schools. We exist. We agree. In California, for example, however, the ACLU found that one-fifth of all schools had discriminatory policies, some requiring parent hours. If you could not volunteer those parent hours, then you can make a volunteer payment to that school. And so, what happens is charters can do the choosing if we don't hold them accountable. In essence, if charters are allowed to implement exclusionary policies they do the choosing instead of families. Furthermore, the charter industry often points to wait lists, but examinations of those wait lists show that they're unreliable and there's many duplications. In fact, I have been called from a charter wait list that I joined six or seven years ago, even recently. For these reasons, you should vote to support the notion that, “Charter Schools are Overrated.” By supporting this motion, you aren't saying that parents shouldn’t have a choice or that charters should be closed immediately or that there aren't any charter schools that are excellent. In fact, Gerard himself has said that he does not, ""Believe charter schools are perfect or above reproach."" So, I submit to you voting that charter schools are currently overrated will simply demonstrate that you are aware that charter schools are an education reform that needs more work. "
against," Thank you, John. Are charter schools overrated? Are the arts overrated? Is project-based learning overrated? Is efficiency overrated? How about student achievement? Individual student achievement? What if I told you the average cost effectiveness advantage of charter schools was as much as 19 percentage points in reading and 17 percentage points in math on that very NAEP report that my colleague just referred to. And that based on that increase in NAEP scores in a charter school definitively on an objective test we can actually save a thousand dollars per student that could go into that kind of pre-K health care mental health and teacher support and educate more kids at the same time? Are those results overrated? I love quaint statements about how everything is great. I heard it all the time. Just today on the train I heard someone say but I like public schools. I like charter schools, but I had to move across the border from D.C. into Maryland to get a good school for my kids.  Well, is your choice not overrated? But charter schools are overrated? Let me ask you another question, is civil rights overrated? Wyatt T. Walker, Martin Luther King's aide-de-camp, helped to start New York City's first charter school.  Year after year after year, Sisulu-Walker charter school demonstrates growth above and beyond what any comparable kids attend in the area year after year have always beat that growth. Is fixing what's broken and expanding what works overrated? Wyatt T. Walker said if Martin Luther King, Jr., were alive today he would support charter schools. Should we sacrifice the millions of lives that went ahead of us to make sure that children who were most in need who need the equity that my partner talked about earlier don't get that equity simply because we have this nostalgic version of that school that we all experienced? We often forget that efficiencies in the schools we attended, we get older, or those our kids attended. Classes too big, too small, nerds, people who didn't seem to care about us, people who cared too much, Bueller? Our talents are overlooked, underutilized, mismatched. I'm not good in science. I'm not good in history. Why do I have to be in a big class? Why do I have to be in a small class? Not enough music. Too little indoors. Books that make no sense. Testing, testing, testing.  Are parents overrated? Think about it. Three million students in charter schools today. Twenty-six years now we're entering with charter schools. That means something like 20 million choices have been made since 1991 alone. Grandparents, foster parents, black, white, brown, liberal, conservative, nothing, poor, all of their opinions, all of their ideas overrated? Parents vote with their feet. They're surveyed year after year and their support surpasses 80 percent and yet, those students in the schools where those kids came from are on waiting lists because they want to follow, too.  It's not because we need to actually count on these average, huge studies like we're hearing about. There's actually no such thing as a study that will tell you that all charter schools do this way or all charter schools do that way. In fact, states like New York, New Jersey, and Massachusetts don't have better test scores or assessments than every other state. They have higher income parents, better educated. And when we've put those better educated, higher income families and their -- students of those families in a dataset for researchers to look at, they get all combined and squashed with all the poor black, brown, Latino, and working class folks that actually ends up lifting them. But when you disaggregate that data, something we've been able to do for the last 12 years, you see a much different picture. You don't see growth with those upper middle class, those more advantaged kids, those working poor. You don't see them, regardless of color, getting better and better. You actually see the proficiency of the best performing students in America going down. And, yet, at the same time, unless you have a choice to get out of a failing school system, like that in Philadelphia, which graduates in four years’ three percent of African-American males, while Boys Latin Charter School graduates in four years -- I'm sorry, college graduation, 50 percent of males, unless you pull them out, those kids don't stand a chance. Our system is broken, not our people. Is learning overrated? No, no, and no. Students go to charter schools not because it's one amorphous big thing or institution, but for the very purpose and reason that they started to begin with. It started with diversity, not doing better, choices over diverse learning environments because all of our kids learn differently, require differently. Gary, if you actually really believe that you were part of the charter school reform movement, I'm sorry, but I never saw you at our meetings, okay? And if you really believe that it's gone awry, then you must not have been paying attention to the purpose of charter schools. It was for individual parent options because we know our kids better than anyone else. And it was for educators to provide those options. And that is why charter schools are not only overrated, they are a majority better than any other institution we've had. They've lifted all votes, made all public schools better, and you are absolutely wrong. Vote, ""No,"" they are not overrated. I apologize."
for," Well, in New Orleans, the only choice is charter schools. Because there, they've decided that in the recovery school district, that there's going to be all charters. And so, yeah, so if you look at the numbers, you're going to see that the number of students attending charter schools is more. But if you look at the data -- and we wrote a policy brief on this. I went to folks in New Orleans, in Louisiana. I said, ""Give me the data on what you're seeing there."" And New Orleans and Louisiana writ large, are last and nearly last in every single education outcome. And they've had 10 years and got everything they wanted -- charter schools, Teach for America, vouchers. You name it, they got it there. And New Orleans and Louisiana are last or near last in all the education outcomes. So, just because something is growing, doesn't necessarily mean it’s good -- Unless it's my muscles working out. That's it. John, the demand -- yeah, there's a demand and their numbers are growing. Today, there's close to three million students in charter schools in our country. But when we look at student attrition data, like, especially in the virtual charter schools, there's phenomenal attrition. And these companies just -- instead of improving the quality of the schools, they pour more money into recruiting and convincing families to come in. There's high attrition rates. In terms of waiting lists -- just, I've done nine evaluations, statewide evaluations of charter schools. These waiting lists, they're not audited. That's -- there's no valid measure. And often, these -- the lists aren't -- The lists don't actually exist. They're unsubstantiated claims. First thing -- There's a high demand for them, but there's a high rate of children exiting charter schools."
against,"Actually, they're not -- -- they're actually not unsubstantiated. You actually have to produce data at every school, to show who you have chosen from so that you can be held accountable publicly. What is unsubstantiated, unfortunately, is state data. State education departments are famous for not knowing how to actually collect data, so that when you get it, it's highly inaccurate -- which is one of the problems -- which is why we have ineffective school systems, because unfortunately state education departments have been in charge. But I just really want to correct a couple things too. First of all, the charter schools that started in New Orleans started after Katrina. There were no schools. There were no boards. There were no people. And the first schools that could open up, were schools that were independent, charter public schools. They said, ""We will help set them up,"" and they were set up because charter operators from across the country said they were willing to set up schools, sight unseen, without a promise of money to get those kids into school. KIPP went to Houston, put the kids in cots. They wake up in the morning, they teach them. There's a whole different story there. And what disturbs me is the discussion and the debate, with all due respect, is about lacking context and data. We heard that half the charter school -- half the kids in the country go to charter schools that are for-profit. That's completely false. There's data to prove that."
for,"Who said that? I don't know -- Well, whose data?"
against,Gary said that.
