side,script
for,"Probably a slight advantage. Economists are definitely much more pro-immigration than most Americans, but economists also don't like to be extreme. I'm an exception. Vivek Wadhwa, god of Twitter. John, I wouldn't have had a choice. I couldn't get a visa. We will close the doors. We'd lock the borders. We're turning away brilliant people because of our flawed immigration policies. So I would have had to leave. I'm here now."
against,"Ron Unz. Well, I guess we'll find out when the vote takes place."
for,"Let Anyone Take a Job Anywhere. Given current policy, it does sound radical. But notice, the resolution does not say ""Let Anyone Become a Citizen Anywhere.” The resolution does not say ""Let Anyone Collect Government Benefits Anywhere.” The respondent does not say ""Let Anyone Vote Anywhere.” The resolution only says that no matter where you're born, it should be legal for you to accept a job offer from a willing employer. The resolution parallels -- let any woman take a job anywhere, or let any Jew take a job anywhere, or let any black take a job anywhere. The resolution is not a request for charity and it is not a demand for government help. It simply asks the world'sgovernments to stop requiring discrimination against foreign workers. But most arguments focus on high-skilled, high-tech workers. I outsourced this topic to my partner, Vivek Wadhwa. I'm going to focus on the vast majority of would-be immigrations who aren't high-skilled or high-tech.   Mexican gardeners.  Now, why on earth shouldn't we require discrimination against such people? Who would want them? You know, the same reason that we shouldn't require discrimination against women, against Jews, or against blacks. They're fellow human beings. And they count. Now, suppose the world's governments made it illegal for Ron to work anywhere but Haiti. Would that be morally acceptable, to trap Ron in Haiti for the rest of his life? Mandatory discrimination against foreigners is especially awful, because most of the world's workers earn vastly more in the first world than they ever could at home. Moving from Haiti to Miami increases your wages by about 20 times. That is not plus 20 percent. That is not plus 200 percent. That is plus 2,000 percent. Now, you could object that we're not obliged to help total strangers. You know, you'll say -- but the important point is, remember, allowing someone to take a job is not charity. Let me repeat that. Allowing someone to take a job is not charity. What is it? It's call minimal decency. So, suppose that Kathleen were to get a job. If I refrain from slashing her car tires on her first day of work, that does not make me a philanthropist. I am not starting the ""Save Kathleen Newland Fund"" when I don't vandalize her car. I'm merely leaving Kathleen alone. Now, sometimes tragically, just leaving someone alone has enormous costs. For example, if someone has bubonic plague, a quarantine really is the lesser evil. If you leave the person with bubonic plague free to roam, he could kill millions of people. Would open borders wreck comparable harm on our economy?  Every scholarly estimate of the economic effects of open borders finds enormous overall benefits. Economist Michael Clemens, the world's expert on this topic, finds that a free global labor market would roughly double global production. Now, this point he makes -- double, how is it possible to double global production? Well, consider this thought experiment. Imagine there were a billion farmers stuck in Antarctica farming the snow. All right. I don't know a lot about farming, but it sounds tough. All right. Now, suppose we were to let these billion farmers move from Antarctica to anywhere else. Anywhere with decent soil, decent weather, decent conditions. Well, obviously, the billion Antarcticans would be way better off when they get to leave Antarctica. But they are hardly the only beneficiaries. The other beneficiaries ofallowing them to leave Antarctica are everyone on earth who eats food, everyone on the -- everyone on earth who eats food benefits from that greater availability of food. Now, economically speaking, Haiti and Bangladesh really are like Antarctica. They're countries where workers realize only a small sliver of their full potential. Ask yourself this: What is the best job that you could get in Bangladesh? Not very good. Now, wouldn't open borders hurt American workers?  Take me. I am a native born college professor. Thanks to a massive immigration loophole, virtually any PhD in the world can legally compete with me in the U.S. labor market. As a result, about half of all U.S. research professors are foreign born. This has slashed my wages and my career prospects. Right now, there is probably an immigrant sitting at Harvard in the office that is supposed to be mine. Now, is my sad, sad story a good argument for immigration restrictions? Sure, it's a great argument.  No, it's a terrible argument. Professorial immigration is bad for me, but it's good for consumers of education. If you're glad that you didn't pay even more for your college education, thank an immigrant. The same goes for every occupation. Immigration of waiters is bad for native born waiters, but it's good for diners. Immigration of gardeners is bad for native born gardeners, but it's good for homeowners. So how on earth could we ever judge the overall effect? There is a very simple answer. Keep both eyes firmly on production. Keep both eyes firmly on production. When global production doubles, your standard of living is very likely to rise. This is not trickle-down economics. It is Niagara Falls economics. Now, what about the endless, noneconomic complaints about immigration? I'm sure we'll get into an enormous number as we go on. So I will just give you a general rule for how I respond to all of them. Here is the rule: For any complaint you have, there is a cheaper and more human main remedy than mandatory discrimination against foreigners. Immigrants have used the welfare state. Let them work, but not collect benefits. Immigrants damage the environment. Let them work but tax their pollution. Immigrants vote the wrong way, let them work but not vote. Immigrants hurt well-skilled Americans. Let them work but charge immigrants an admission fee or a surtax. Then use those funds to compensate native workers who lose out. If you think theseremedies are unfair, they are certainly less unfair than turning honest workers into criminals just because they were born in the wrong country. To conclude, let -- Let anyone take a job anywhere. It is the right way to treat your fellow human beings. It will transform the world for the better, and it will cost us less than nothing. "
against,"I'll admit, when I was first approached with this topic, the resolution being, “Let Anyone Take a Job Anywhere,"" I thought the idea was so crazy it would be very hard to get anybody lined up on the other side. But obviously we've found a couple of intelligent people to do that. Let's think a little bit about what this means. Now, you know, I'm laboring under a disadvantage in this debate because not only am I not a trained economist, I've never even taken a class in economics. I've never even opened an economics textbook. I personally don't claim to really understand most economics. I'm not convinced everybody else understands economicsthat well either. But one part of economics that is very well-established, a very simple issue, is the law of supply and demand. Think of what production means. The two main factors in production are labor and capital. Together, those factors produce everything we have in our society. Allowing an unlimited number of additional workers from everywhere in the world to come here and take jobs would massively, massively increase the supply of labor. The result would be tremendously disadvantaging labor at the expense of capital. In effect, order workers, ordinary citizens, people basically who work for a living would be tremendously economically disadvantaged by the fact that they would be competing against a billion, 2 billion, 3 billion, an unlimited supply of additional foreign workers who would take the job for whatever wage they could. It's true, certainly, there would be a huge increase in economic production, productivity, GNP. But almost all of it, and possibly even more than all of it would be captured by capital, captured by the wealthy people on that side of the equation. In other words, what we're talking about is something that would be very beneficial for the top 1 percent, .1 percent, 2 percent, 5 percent, the wealthiest segment of American society. They would benefit, no doubt about it. Everybody else would suffer. I think that's very clear, because when you're talking about basically a hundred million or 150 million American workers, suddenly competing in an open labor market with a billion or 2 billion or 3 billion impoverished people from everywhere else in the world, they certainly would suffer. Now, let's think of what really has happened in American society over the last 20, 30, 40 years. The late Daniel Patrick Moynihan, over 20 years ago, pointed out that for two decades there had been no increase in average wage income in the United States. The standard of living of ordinary American workers had been stagnant for two decades. He said that 20 years ago. It's now been 40 years. The income of the average American has been stagnant or declining for 40 years now, which is a shocking statistic that most people are not aware of. Clearly, there have been advances in technology so that in many ways people have a much better life than they did before with iPhones, with Google, with things like that. But in terms of real income, people are basically the same or poorer than they were decades ago. And as Moynihan pointed out in the '90s, that's the longest period of economic stagnation that has happened in North America since European settlement began hundreds of years ago. Now, is it entirely coincidence that 40 years of economic stagnation for ordinary American workers is the same 40 years that has seen one of the highest rates of foreign immigration to the United States in our history? I think it's morethan a coincidence. The point is, if you have a huge influx of willing workers from abroad, able to take any job they could because they come from poor countries, you're going to drive down the wages of ordinary American workers who are competing with them. Allowing anyone to take a job anywhere in effect would convert America's minimum wage into its maximum wage. And if you see the complaints right now over the 1 percent, over the wealthy elite who have tremendously benefited in the last few decades, while ordinary people, ordinary people in New York City or other places around the country have suffered, that would be tremendously exacerbated if you brought in tens or even hundreds of millions of impoverished workers from other countries to take their places. Now, the point is, when you're talking about the result of economic stagnation in the United States that has now gone on for 40 years for ordinary workers, the end result at some point may be severe political backlash. And that sort of thing is inevitable. The reason America in its history, largely avoided the disastrous political results of many European countries is that every decade Americans were wealthier and better off than they were before. That's no longer true today. And it's no longer been true for 40 years now. Allowing an unlimited number of impoverished foreign workers to come to the United States would obviously make that situation incredibly much worse. And the result would be an economic disaster. It's true that possibly 1 percent or 2 percent or even 5 percent of Americans would benefit tremendously from that change. But probably 90 percent of the American population would suffer economically. And they are the people who vote. They are the people who can protest. And their views would certainly be made known. And the result would be tremendous political backlash. We have to ask ourselves whether one reason for many of the problems we've had in the last few decades economically is because the glorification, the amplification of theoretical concepts that may look very good to pure economic theorists, people basically spend their time in the ivory tower, but don't understand that ordinary workers suffer when their incomes don't rise for 40 years. And I think, unfortunately, that's probably true today. One other aspect of the American political dynamic has been that there's an increasing centralization of politics in the hands of wealth; in other words, the people who fund the campaigns, the organizations that fund the campaigns. And when you have the wealthy people benefiting tremendously from a proposal like this, and everybody else suffering. But when the wealthy people fund the politicians, they fund the think tanks, they fund the universities, they fund the journals; it's not toosurprising that some of these ideas become very common in such circles even if the end result would be disastrous for the United States. The bottom line is that letting anyone take a job anywhere might sound good in theory but it would destroy the United States and destroy the lives of ordinary workers. "
for,"You know, I've read Ron's writings. I've watched his videos. And that's not the Ron that I've read. The Ron that I've read about is not one of these Tea Party anti-immigrant people who goes around creating fear about the billions who are going to invade America and take away our jobs and so on. Those are the debates that are happening in Washington, D.C. by a small segment of Congress, which has been elected through a gerrymandered electorate. That is not the real world. That is not how Americans think. The fear we've had about Mexicans coming in and taking our jobs away, they're -- and then Indians coming in and taking our jobs away, they've not been founded. Now, Bryan explained what's happening in the unskilled sector. I've been researching systematically what's happening in the skilled sector, because you have the same fear mongering happening in skilled immigration, that, ""My God, these Indians, they're going to come and take our jobs away. If we expanded which one be the American workers, we all be unemployed."" The exact opposite is happening. America is the most competitive land in the world. We have reinvented ourselves over and over again. Diversity rules over here.  It is diverse as could possibly be. The economy is thriving. People are doing much better.Look at the benefits we've seen from technology, all of the advances that Ron talked about, our iPhones, our Googles. The fact is the world is connected right now. We have more knowledge than we've ever had. Knowledge has become free. It used to be that if you needed to get information about your health you had to go to your doctor. That's it. Now you just Google and download apps and you have medical information readily at your fingertips. That happened because of technology. And you know who's been building these technologies? Immigrants, 52 percent of the startups in Silicon Valley during the most innovative period in recent economic history were founded by immigrants, people like me, people like this audience, people who came here because they saw opportunity, they were highly educated, and they decided to bring their knowledge and their intelligence with them over here and make America a competitive place. This is what's made this land what it is. In every generation there were people like -- I mean this is not Ron. I mean I could have -- I've heard his -- actually I've seen his writing. This was not -- I don't believe what he just said over here. Every generation -- -- in every generation there have been people who said that ""If we let these Irish in, if we let these Poles in, if we let these Jews in, if we let these people in our jobs will go away."" And guess what happened? These immigrants made Americans work harder, think smarter, compete, and this became the only innovative economy in the world. We lead the world because of innovation, because we open our borders, and because we allow people to come in here. Now, that's one perspective. The other perspective is that I hate to tell you this but the cat is already out of the bag. How many of you check email when you go home? All of you do.  Now, when you go on vacation, do you check email? All of you do. Well, most of you do. Let’s say you decided to work for six months in South America and your job was highly --a knowledge job, as are many jobs increasingly right now, you'd be working from anywhere. Therefore, anyone else could work from anywhere as well. You know, this is getting a little bit off topic, but the point I wanted to make was that already we are in a borderless economy when it comes to knowledge. We are in a knowledge economy. Knowledge jobs can be done anywhere. Boeing has engineers working in four or five different countries at the same time, designing aircraft systems, as do most companies. If you -- and maybe you work for large corporations. I'm sure you've had meetings with people in all corners of the world. You're working together because of what technology has made possible. We are already in a borderless economy. I live it. I have a job at Duke University, yet I live in Silicon Valley. My dean over there allows me to work from anywhere I want to work. I also work for Stanford. I also work for Singularity University. I also have a role at Emory University. I'm able to be at many different places because I can go over the Internet and now teach lectures. I can do research. I can do the things I needed to do. One of the things I've been researching is the role of women in innovation or the lack of women in innovation, the fact that they're left out of the innovation economy. It's something I feel very passionate about. I did a research project. I had a team leader in Washington D.C. I had other researchers in New York City. We needed a website; we got it built at Stanford. And we needed a video. We got it done in Estonia. I want to crowd-create a book. I put the word out there, I'm looking for people to help me with social media. I had 300 women all over the world sign up to be my ambassadors. I wanted to now crowd-edit the book. I had 500 women all over the world telling their stories. I could do within six weeks the research that would have taken me years and years to do by using the power of the Web, by using the power of technology, and by letting people work from anywhere. This is a new world. And I crowd-created a book on innovation. This would have been unconceivable even five years ago. So you talk about the damage that open borders are doing. I'm sorry. It's happening right now. The topic we're talking about is let the jobs do anywhere. No one said, ""Let the migration be anywhere.” No one said that a billion Mexicans have to come to the USA and take our jobs away. Because we have the unskilled jobs, which Bryan will talk more about, and we've got the skilled jobs. The skilled jobs is what most of us in this room do. They can be done anywhere, because we're knowledge workers and we're in a knowledge economy. We're now connected to the Internet. Anything can be done anywhere. And it's happening. Over the last fiveyears, we have not seen a decrease in productivity. We've seen an increase in productivity. I'm more capable right now -- I'm more connected right now. I go on Twitter and I tweet, ""I need some information,"" and I have hundreds of people all over the world now doing my research for me and providing me back what I need. That's the power of connectivity, the Web. That's the world we're in right now. And we have the free flow of information. We have open borders right now on the Internet. That didn't cause our productivity to decrease or our jobs to go away or the catastrophe that, you know, my opponents are saying. It's caused me to be more productive. It causes you to be more productive. It causes you to be smarter. Your children right now have access to the world knowledge. They just get on their iPads or their iPhones and they're connected to everyone else by social media, by Twitter. They're able to go into websites. They're able to gain knowledge from everywhere. They would hire in New Delhi or get video production done in Estonia, like I did. This is a new world we live in. It's all open. And it's not falling apart. We're moving up the ramp. This is the most productive, most innovative period in human history, when the world will come together and start solving problems. There's not going to be a mass migration to America, because as we see, from Mexico, the numbers have actually dropped. As the economy in Mexico rises, there's less incentive for them to come over here. If they can do knowledge work for us where they are and contribute to our intellect and our knowledge, they will do that.  They love being where they are. No one is fleeing to America because, you know, they want to. They do it because they have to. So, let's uplift the whole world. Let's make the world a smaller place and everyone wins. It's a better world. It's a better economy. And we solve major problems."
against,"Thank you, John, and thanks to all of you. It's wonderful to be here in this extremely stimulating company. I'd like to remind Vivek, and the rest of the panel that our proposition tonight is let -- is not Let Anyone Take an Anywhere Job. It's Let Anyone Take a Job Anywhere. And I want to ask you to consider what the world would really be like if anyone could take a job anywhere. As a theoretical proposition, it's very attractive. Economic models where other things are always equal show that world GDP would go up. But I'd like us to think about those other things, which in the real world are never equal. As John Donvan and Mr. Rosenkranz said, this is not a debate about immigration. I think immigration is a very good thing for the United States. And almost always it's a very good thing for immigrants. And most of the time, it's even a good thing for the countries that people are leaving, as they send back remittances, and transmit knowledge, and sometimes create companies and jobs in their home countries. But for a debate that's really not -- this debate is really not about immigration. It's about how our societies are organized. Do you think that we should expect our government to try to manage the numbers and the kinds of people who join our societies? I don't mean micromanage. I just mean setting a fair and reasonable framework for the labor market in which both immigrants who come here and people who are born here compete. We shouldn't outsource that very important function of deciding how our societies are organized to employers. That's not to demonize employers. They're the engines of our economies. But it's not their job to pursue the public good, to pursue the best organization for the largest number of people who live in any given country. Labor markets are social institutions as well as economic institutions, and they have geography. Despite the fact that many jobs are mobile, not all jobs are mobile. And especially the jobs that are done by less skilled people into today's world are not mobile. Those jobs in the service sector, the gardeners, the food service workers, the childcare and elder care workers. Those jobs have geography. And we need immigrants to come and fill them. But we need to set a framework in which that's an orderly process, in which it is as much as possible, a legal process. We need to open channels so that the people we need to come and do those jobs can do them legally. But it doesn't mean anyone can take a job anywhere.  Well, as I mentioned, labor markets are social institutions. They're the main channel in our society through which income is distributed. And we have a choice of whether we want to live in a low income, low productivity society with a vastly larger labor market or whether we want to live in a society where people earn higher incomes and have higher productivity and where we import and export and -- including through the web -- of the services that can be done more cheaply elsewhere. Having anyone do a job anywhere, having high levels of immigration to fulfill that vision carries a lot of externalities with it. We don't -- I don't think most people would want to live in a society where immigrants can't have their families join them over long periods of time. We don't want to live in their society where we don't educate the children of immigrants, we don't provide healthcare to immigrants, we don't provide adequate shelter or allow people the means to acquire adequate shelter; so there are costs associated with immigration, not that those costs aren't worth it. I believe they are. But we have to face the fact that building adequate infrastructure, supplying adequate public services takes some planning, takes some funding, takes some upfront costs. And that's a good reason to regulate our -- the intake to our labor markets. I think there is also a question about values in here. I've mentioned some of them already about what kind of society we ought to live in. But it's also about who gets to decide. And I have great sympathy. I work on development issues. I work with refugees. I have great sympathy for Bryan's idea that, you know, it's a moral obligation to let people reach for the same good life that many -- most people have in the United States, at least in relative terms, or in other developed countries. But the fact is that we live in sovereign states. And there's a good reason that we do. In 1648, the system was set up to end centuries of religious wars, to end external interference in the societies, in organized societies. And although we've evolved from the sovereignty of kings to popular sovereignty, I think there's still a question of who gets to decide. And I don't believe it's practical to have the -- to decide for the entire world that we will have the same standard of living. We live in a real world in which immigrants, in which workers are not just units of production. They're members of our societies. And we have to make the kind of provision for people to live in the kind of societies that you want to live in. And, to my mind, is a good reason to vote no against the proposition that anyone should be able to take a job anywhere.   And that concludes round one of this Intelligence Squared U.S. debate, where our motion is ""Let anyone take a job anywhere."" Remember how you voted at the beginning of the debate on this proposition. We're going to have you vote again after you've heard the arguments. And the team whose numbers have changed the most in percentage point terms, in terms of your support of this proposition, will be declared our winner. Now we move on to round two. And round two is where the debaters address each other in turn and take questions from me and from you in the audience. The motion is this: ""Let anyone take a job anywhere."" And arguing for the motion, we've heard Bryan Caplan and Vivek Wadhwa. And they have argued several points. They've come at it several ways. They've argued that actually giving a job to anyone anywhere is common decency. Not to do so is a form of discrimination against foreign workers that in itself violates that decency; that opening borders globally, they cite a statistic that says it would actually double global production, which the other side did not refute. They also say that we're on this road already, that in one sector of the economy, the knowledge economy, that this is already happening. And to quote Vivek Wadhwa, ""The world is not falling apart."" Arguing against the motion, against the motion to let anyone take a job anywhere, we've heard from Kathleen Newland and Ron Unz. They have argued, while conceding the point that productivity, production would double globally, they also say that that would have terrible socially divisive effects because who would it benefit? They argue that that increase in production would benefit almost exclusively an economic elite, that the average person, the ordinary person would see their wages terribly depressed to be essentially in competition with 2 billion workers around the world. And they argue also that employment and labor is a geographically based thing. You have to be in the place. It's social. There are real costs. Who's going to pay for the schooling of these moves of population? Who's going to pay for the healthcare costs? It's not just a matter of individuals being units of labor. Do you really want to give factory owners a decision about how society's organized, or do you want to give it -- I think they were saying -- to legislatures or maybe even kings. So that's where we are on hearing both sides of these arguments. And I want to take -- I want to go back and slice through some of what you were saying and have you interact on some of this. And I'm interested in Bryan Caplan's point when he was arguing for the motion to let anyone take a job anywhere, that not to do so is a form of discrimination against foreign workers. And I want to take that to your opponent, Kathleen Newland, because to a degree, it sounds as though you get what he's saying. And as somebody who works with refugees, you certainly have sympathy for foreign workers. You have an affinityobviously. But why is it not -- why is it not the kind of discrimination that Bryan Caplan was talking about? Well, I think our governments are obliged to discriminate in our favor. That's part of the responsibility of government. That's part of the reason we have governments, to keep external forces from attacking us. That's why we have a national defense. And we have national labor market policies because we want to establish a certain level of living in this country. We don't want people to be paid $2 a day for their work in this country. We don't want workers' rights to be flouted at will, so we have rules, we have regulations, and we exert some control over who and what kind of people can come."
for,"I'm just trying to imagine Kathleen going to Haiti and telling them, look, we need to keep you out because if we let you in, we'd have to give you free healthcare, and I don't feel like doing that. So you have to stay here. And that way we can maintain our standard of living. It just seems like, to anyone that was not already inside of your in group, this argument would be totally unconvincing because it would be so obvious that you really just don't care about them, and you're willing to do almost anything to people outside of your group. Let me put it this way: When parents are judging a sporting event, they take extra effort to not show favoritism to their kids.  Because favoritism is in their hearts. What I'm saying is we need to be equally careful to not show favoritism of this kind to our fellow citizens. We need to make sure that we are treating people from other countries fairly. And this is not what you are doing. You know, the solution is something that Ron -- -- advocated, which is having a minimum wage. He has advocated 12 to 15 dollars. Let’s say we did that. We would now lock out the billions that they're worried about. "
against,"Oh, I -- -- agree entirely. In other words, if we had a very large rise in the minimum wage, maybe to $12 an hour, that by itself would alleviate a lot of the problems associated with immigration because, in a sense, if you have a situation where American workers can't be paid less than, say, $12 an hour, then even a huge amount of foreign competition would insure that ordinary American workers had a reasonable standard of living and maintained it."
for,"So the problem is -- -- the minimum wage allowing people to come in for working for $2 an hour, we didn't say that -- you know, nowhere in this resolution are we talking about bringing in people at 50 cents an hour, $2 an hour, we're talking about if an employer wants to hire them. If I want to hire someone in Chile and have them work for me, they should be allowed to work for me. But you have -- let me say -- Well, why not -- well, you -- -- no one's saying that you have unlimited open borders and anyone can do anything. You have laws, you have customs, you have processes, and you have regulations."
against,"The current minimum wage is too low. In other words, right now if you have a janitor earning nine or 10 or $11 an hour, and if he's suddenly put in competition with two billion workers around the world who are willing to work for anything, his wage would immediately go down to the minimum wage. In other words, all American workers would see their wages drop to the absolute minimum. Labor unions would be destroyed. And the country would be impoverished. I mean if we had a much higher minimum wage, that problem would not be --"
