side,script,round
for,"Well, I did more than that. I resigned from Congress and I went back home and I ran again because I’d been elected as a Democrat and even though I’d been rated as the most conservative member of Congress, I wanted people to have a choice as to whether I stayed or not. And I had nine Democratic opponents and I beat all nine.",
for,,
against,Oh dear.,
against,"Yes, absolutely.",
against, ,
against,"You know, I really do believe that there are paths that are appropriate for governments to carry out and that citizens wish them to carry them out and that we have to worry about doing them well, but we have to do them.",
for,"John, thank you very much, and thank you for coming tonight, and Bloomberg, thank you for hosting the debate on the issues. Ideas have consequences, and debating ideas isalways important for a free society. Since the Enlightenment it has generally been accepted that limited government is the key to freedom and that freedom is the key to unleashing human potential. Freedom has allowed ordinary people to do extraordinary things, and America is proof that freedom works. Across time and across nations the countries that were freest have tended to create more jobs, more growth, more opportunity, and more human happiness. Within our own country states that spend less, tax less, and do a better job of providing the rule of law have tended to grow fastest, to create the most jobs, and to have the most end migration where people vote with their feet for less government and more freedom. When economic freedom is imperiled, prosperity wanes. And our argument tonight is pretty simple. Our economic freedom is imperiled. Just two years ago the national debt of our country was 40 percent of our annual production. Two years later our national debt is 60 percent of annual production and under the current budget that Congress is operating on by the end of the decade our national debt will be 90 cents out of every dollar of goods and services produced annually by America. Interest payments on our national debt will quadruple in the next decade, and even if every assumption of the Obama budget proves valid, within 10 years it will take 40 cents out of every dollar of income taxes collected in America just to pay interest on the federal debt. If the Obama assumptions prove invalid, it could take as much as half of all income taxes collected in America in the year 2020, just to pay interest on the debt. If this is not a threat to our economic freedom, what is? What could be? This is big government stifling the American spirit. But the crisis is so much greater than these frightening numbers would lead you to believe. If you listen to Washington, this problem is easy to solve. All you’ve got to do is tax rich people. Well rich people already pay more of the taxes than at any time in American history. And the problem is there are just not enough of them. Our problem is if you every penny earned by every person or entity in the top one percent of the tax bracket, you couldn’t deal with our deficit, much less our debt. And it’s not reassuring to look at the fact that with tax rates as high as 70 percent we have never collected more than 19 percent of gross domestic product in taxes in peacetime in American history. You often hear the discussion about the top one percent as if these were rich people. But the reality is that since 1980, when we lowered marginal tax rates, small and medium size businesses have changed the way they’re taxed from corporate entities to being taxed as individuals. The finance committee has estimated that as much as two-thirds of all theincome of all the tax returns filed in the top one percent of income earners comes from partnerships, proprietorships, pass-through structures, and sub-chapter S. In short, from small businesses filing as individuals. The policy that we’re told will tax John Q. Astor in reality will tax Joe Brown and Son Hardware Store, and here’s the rub: in recoveries, small businesses create two-thirds of the jobs. It is simply not feasible, given where we are in the economic cycle, to be raising taxes on small business. The solution to excess spending is not excess taxes; it’s less spending. If you’re in a hole and you can’t get out, the first thing you need to do is stop digging and stop digging now means stop spending. But if we can’t get our government to stop spending, how are we ever going to get them to reduce spending, to reform entitlements, to address Social Security, to address Medicare, to address Medicaid? Well let me suggest that we not give up on America and that we not give up our own confidence in the system. It’s important to remember that we overcame 10 percent unemployment, double-digit inflation, double-digit interest rates, economic stagnation, malaise, self-doubt and the Soviet Union in the 1980s under Ronald Reagan. It seems like an eternity ago but remember, a Republican congress worked with Bill Clinton to reform welfare and to balance the budget and to put America to work. We did it once. We can do it again. But we can’t do it with the same old programs and the same old politics as usual. Thank you all very much.",
against,"Thank you, and I’m honored to be part of this debate. And I should say that I was inspired to a world of debate by my son, who’s in the audience, who has devoted much ofhis college and high school career to debate. So I hope I do a good job as a debater. How big should the government be, is my question. And I think that depends. It depends upon the tasks and the challenges that government undertakes. It depends upon what its citizens want the government to do. The government in a democracy is us. We cannot blame the government. We have to look to ourselves. And one of the main points I want to make tonight is we don't do it. We refuse to do the arithmetic. We want the government to do a lot, and we don't want the government to pay for it. Now, let me start with the government and the tasks right now, because part of the introduction here was, is the government stifling the American spirit right now? I suggest we be students of history here. The U.S. has just gone through one of the world's largest financial crises in economic history. We know a lot about financial crises across our own economy over time and around the world. And we know that they are the result of a failure, a collapse, a mess created by the private sector, created by overleveraged banks, created by people who take on debt they cannot finance, created by people who engage in sophisticated trading, buy a credit default swap, don't even know what a credit default swap is. Think I'll buy one; it's an innovation. When you have a major financial crisis and the recession which follows, the government has to help clean up the mess. And we know this over time from the tulip crisis of several hundred years ago to today's financial crisis. And we know -- you know what we know? That when government's clean up the mess, that is stabilize the banking system, that is make sure demand deposits are there when you go to the bank, make sure your money market funds don't fall below a dollar, the government has to supply capital to the financial institutions to do that. The government has to also deal with the slowdown in the economy, the recession, the loss of job, the bankruptcies, the closures of plants. And that is what economic stimulus is meant to do. And does it work perfectly?  Does it work?  If you look at what government has done, and you look at the projections of any macro model in the U.S. economy, you will see that the stimulus was projected to produce about 3.5 million jobs. And that's exactly what it has done. So one thing I will say is that we are dealing right at a moment in time where we have a mess that has to be cleaned up. It's a little bit -- I think of it more broadly as governments have to clean up messes occasionally. For example, let's take Katrina. Let's take Hurricane Katrina. There was a failure to clean up a mess that was a government responsibility to clean up. And by the way, one of the reasons Hurricane Katrina caused so much damage, there was another government failure. The government didn't spendenough on the levees. The American Civil Engineering Society warned, D minus, for U.S. infrastructure on the levees. We failed to spend. We invited a natural disaster. We failed to clean up the mess. Second area where the government, I think, has a role to play. Think about the innovative spirit of the United States. Think about technology. Think about higher education. Think about NYU. Think about the University of California. You will see that education, higher education, investments in technology, the things that build America's innovative spirit, these are big parts of what the federal government should and does do. You love social networking? Trace it back to DARPA. You love the latest biotech drug? Trace it back to the National Institute of Health. You like traveling on jet aircraft? Trace it back to the Department of Defense. There are many ways in which the U.S. government has spent over many years to build education infrastructure and technology which play into the spirit of America. They are part of the innovative spirit of America. Now, there is a problem. A problem is that the government has, over time, been spending less on that as a share of total government spending. And it's been spending less on that as a share of our economy. Our economy's gotten bigger. Those kinds of government investments have become less important as a share of the economy.  What's going on? Well, one -- let's look for a minute at defense, because when we're thinking about the size of government, think about defense in the U.S. The U.S. has 4.3 percent of the world's population and spends 43 percent of global defense spending, 43 percent, almost half of the world's defense spending is spent right here in the U.S. We are defending the U.S. And we're not just defending the U.S. We are defending much of the rest of the world. We don't hear about that from the critics of the size of government. We need to talk about the government spending almost 20 percent of its total budget on defense, it spending much less on innovation, education, infrastructure, failing infrastructure. Now, let me just get to a couple facts about the size of government comparatively speaking, because you might say, God, the U.S. government's so big. U.S. government as a share of GDP has really not changed very much in the last 20 years. Actually, I heard the applause for Ronald Reagan, President Reagan. Government spending under his term actually rose to about almost 24.5 percent of GDP. It fell under President Clinton and under President George W. Bush. So, presidents do have different ways ofhandling this. But the point is the U.S. has been spending in the past 20 years about 20 percent. The government has not gotten bigger. And by the way, government spending as a share of GDP or government tax revenues as a share of GDP, if you look at the most competitive nations in the world, and you line up the U.S., you will see that the U.S. is one of the most competitive nations in the world. But -- there are many other nations that do as well as the U.S., but they do it with much higher levels of government spending and taxes as a share of their GDP. They're innovative, they have spirit. They're competitive. They're growing rapidly. Their governments are a whole lot bigger. I see I'm running out of time, so let me say the final thing because I think this is very important to think about. I'll bring this up in my comments. I started with the view that the government is us. The biggest area of growth in the U.S. government is entitlement spending. Entitlement spending is Social Security and Medicare. You ask Americans if they like it -- Yes. I will say they like it. They don't want to pay for it. ",1.0
for,"The first thing I have to do is lower this microphone a little bit. You're pretty tall, Phil, but -- and in the other sense, I'll keep my comments short, if you know what I mean. Now, you told me I had to start off with a little light something or other. And I was talking to my granddaughter, Maggie Rembert, about saying something light, and I didn't really know what to say. And she said, ""Papa, you can always tell them about the invisible man who married the invisible woman. The kids weren't much to look at either."" Let me, if I can -- I'm going to stick with -- sorry. Let me just start with -- I'm going to let Phil's facts speak for themselves. And I agree with them whole-heartedly on the road to prosperity. I want to just say -- and again I want to agree with Laura that it's not partisan. It's not Republican. It's not Democrat. It's not liberal. It's not conservative. It's not left wing, it's not right wing. It's economics. And that's where we really are. And it's really not partisan ideology. It's plain business. And if you look at today's economy -- and I do want to look at today's economy -- when you look at what the government has done and is doing, I think they truly are stifling the American spirit today. It reminds me very much of what happened in the 1930s when you got that, whenever people make decisions -- whenever people make decisions when they're either panicked or drunk the consequences are rarely attractive. We have had a panic decision here in the United States, and I believe it was wrong. I believe the government intervened dramatically when they should not have. They should have had a brown paper bag and gotten the feelings out of them. They should not have moved. But they did. We had TARP. We had the interventions there, the stimulus packages. They don't work. Now, what Laura is correct about is that they sure worked for the beneficiaries of the stimulus programs. That's true. The transfer recipients were stimulated, and they did spend more. No question about it. But the people from whom the resources were taken, they spent less. And as we all know in economics, and if you go to the Slutsky Equations in an economy, the income effects always sum to zero, bingo. While the transfer recipients are stimulated, the transfer payers are de-stimulated, and there is no net stimulus from these packages purely. Now, the substitution effects aggregate. And what has happened is we've led the huge deficits, huge tax rates, and output employment production. I mean, let me just take you through quickly what they did in the Great Depression. I mean, 1929, we passed Smoot-Hawley Tariff, the largest tax on traded products in the world. Then in 1930 it was signed into law, you got the crash in the markets. 1932, under a Republican president, they raised the highest marginal tax rate in the U.S., from 25 percent to 63 percent. Now, wasn't that smart? By the way, I'm not mentioning any of the others, inheritance tax, the gift taxes, you know, all these other taxes, excise, et cetera. 1936, under Franklin Delano Roosevelt, a Democrat this time, they raised the highest marginal tax rate from 63 percent to 79 percent and then on up the next year to 81 percent. You wonder why it was the longest deepest depression in U.S. history, that's why. I mean, they raised the estate tax up to 90 percent. I mean, it's amazing what happened there. What you're seeing today in the United States is an exact pattern following that. When interventionist people get going, you can't stop it, and that is precisely what's happening in the U.S. In part it's because of the agency problem, and the agency problem is very simply that the people in government don't bear the consequences of their own actions. They are not compensated for their success or their failures. They're compensated. It's very different than what happens in the private sector. And that's why you get a misbehavior there. Just on the stimulus, let me just try it, if something doesn't work in a two-person economy, it's not good economics. Take two farmers, that's the whole world. If one of those farmers gets unemployment benefits, guess who pays for it? The other farmer. You know, it is -- there is no tooth fairy in government. There is no -- you know, there is no Father Christmas working on the Treasury staff. My colleague, Milton Friedman, was correct when he said, ""There ain't no such thing as a free lunch."" If you look at tax rates on the upper income groups, anyone who looks at these data from the statistics of income, these people know how to get around taxes. If you raise their tax rates, they shift their income, they shift the location of their income, they shift the timing of their income, they shift the volume of their income, and they pay less in taxes. The only group that consistently pays less when you raise their tax rates and more when you lower them are the top one percent of income earners. That is literally what happens. Again, just to finish my comments, and I'm going to finish my comments early if I can, John, but I don't want to go way over your head on this, but if you tax people who work and you pay people who don't, do I need to say the next sentence to you? Help me, if you tax rich people, and you give the money to poor people, you're going to get lots and lots of poor people and no rich people. The dream in America has always been to make the poor rich, not to make the rich -- the rich poor. I mean, if I can quote John F. Kennedy here, and I'm a Kennedy Democrat from the '60s, I've worked with Democrats as much or more -- I mean, I started with Phil Gramm, can you believe that? When he was a Democrat. But, you know, Kennedy put it beautifully when he said, ""The best form of welfare is still a good high paying job."" I mean, Benjamin Hooks I thought did it wonderfully when he said that “Blacks are hired last, and they're fired first. The only way we're ever going to get jobs and keep them is there's so darn many jobs around they got to hire us."" I want to tell you very seriously, there is only one solution to the economic problem that we're facing, that's economic growth, and to get that economic growth you've got to realign incentives both in government and in the private sector to make sure that you produce the way you should in this country. And with that I'd like to say thank you to the groups that are putting on this debate. You guys are all wonderful. ",1.0
against,"Good evening, everyone. It's great being here on this NYU stage. I'm a professor at NYU, so great being here at home. Is big government stifling the American spirit? My answer is no. You heard the Gramm and Laffer bashing the government. They’re the two high priests of supply-side economics, what is also referred to as voodoo economics. Actually the term voodoo economics was first used by George Bush when he was campaigning against Reagan during the 1980 presidential campaign. It’s a religionbecause it’s based not on facts or science but on faith. They have ten commandments. Big government and most government spending are always wasteful and stifles the American spirit, first. Second, free markets always know best, they never fail, they never experience a national crisis. Three, it’s best to have no regulation or supervision of markets, especially financial markets. Four, high taxes are bad especially for the rich and the very rich. Five, lowering tax rates increases revenues overall, the Laffer Curve doesn’t work. Even if lower taxes lead to higher deficits, higher deficits don’t matter. Seven, even if lower tax rates cause higher deficits, that’s good because you’ve got to starve the beast, you’ve got to force the government to cut back its own size. That doesn’t work either. Eight, government spending is always wasteful unless it’s for foreign wars that cost trillions of dollars. Nine, subsidies are bad but subsidies and tax breaks for big business are always good even if they bust the budget. Ten, income and wealth inequality are good; as Gordon Gekko said, greed is good. In capitalism it is the survival of the fittest or the richest. Big government should have nothing to do with income inequality. Now these are the principles, but with a bunch of experiments in the ’80s and the last ten years which means 2001 to 2008 during the Bush administration -- we had the system of free markets and laissez-faire economics, no regulation, supervision of the financial system, lower tax rates and supply-side voodoo economics and a rhetoric of bashing big government while increasingly spending on government spending, discretionary spending and on the military. What did we end up with? We ended up with the worst financial and economic crisis since the Great Depression, two expensive foreign wars financed with two trillion dollars worth of debt, with budget deficits that were already over a trillion dollars when Obama became president. So who bailed out Bear Stearns, Fannie and Freddie, AIG, Citi, Goldman-Sachs, an entire financial system with 700 billion TARP money? Was it the Democrats? No, it was during the Bush administration. So who are the culprits of this economic, fiscal, and financial mess? Is it big government?  The culprits are here, by the way, two of them are here, Mr. Laffer, Mr. Gramm. And I mean it literally. Paul Krugman listed Mr. Gramm as the number two person responsible for the economic crisis after Alan Greenspan. If you believe that Krugman is biased, both CNN and Time Magazine put them in the list of the top 20 people to blame for the financial crisis. What his record is is he has been bashing big government forever, for decades, but he was a leading author by the Gramm-Leach-Bliley Act that essentially repealed the Glass-Steagall Act, that led to what is called the CitiGroup Relief Act, that led to the merger, the disastrous merger, of CitiCorp and the Travelers group. Now they’re under government control, these financial institutions. And as we know, the repeal of the Glass-Steagall Act was one of the many causes of the recent financial crisis. Gramm was also one of the five co-sponsors of the Commodity Futures Modernization Act of 2000 that essentially limited any regulation of credit derivatives and other derivatives, with even an Enron loop hole in it that essentially limited any regulation of energy futures. You know what ended up happening with Enron. It went to a scandal and bankruptcy. Other parts of this act limited regulation and supervision of credit derivatives, of CDSs and other derivatives as well at the center of this financial crisis. Warren Buffet calls these derivatives weapons of mass destruction. So that’s the record. Does he think he’s responsible for some of the financial crisis? Not only doesn’t he, but in a July 2008 interview, when he was advisor to McCain, he said that the nation was not even in a recession. He said, you’ve heard of mental depression. This is a mental recession. We’ve sort of become a nation of whiners. You just hear the constant whining, complaining about the loss of competitiveness, American decline. During this mental recession, 8.5 million people lost their jobs, unemployment went to 10 percent, 17 percent including discouraged workers or partially-employed workers. And of course Mr. Gramm and Mr. Laffer believe that giving unemployment benefits because of loss of jobs and income is bad because it reduces the incentive to find new work. Now what’s the record instead of Mr. Laffer? He is the father of the Laffer Curve, the idea that if you lower tax rates, revenue is eventually going to be become higher. Now, there is zero, zero evidence that tax rates pay for themselves. I could cite hundreds of economic studies, but I will cite just one person, Greg Mankiw, who was the main economic advisor of George Bush, W. He is also a professor at Harvard. He said the following thing about the idea of a Laffer Curve working, in a part of his textbook called Charlatans and Cranks. “When politicians rely on the advice of charlatans and cranks, they rarely get the desirable results they anticipate. After Reagan's election, Congress passed the cut in tax rates that Reagan advocated. But the tax cut did not cause tax revenue to rise.” And I could cite hundreds of other studies suggesting that there is absolutely no evidence that reducing tax rates increases revenues. David Stockman, who was the budget director for Reagan, most recently in an op-ed in the New York Times titled “How My Republican Party Destroyed the American Economy.” And he started his op-ed by saying, “If there was such a thing as a chapter 11 for politicians, the Republican push to extend unaffordable Bush tax cuts would amount to bankruptcy filing. That's the lesson.” Now, we realize that tax cuts do not reduce budget deficits. They increase them sharply. So they change the argument in favor of tax cuts. They realize that tax cuts are to budget deficit. But they say, first of all, it doesn't matter. Or if does matter, it's going to starve the beast. To have low tax rates is going to force the government to cut government spending. That was the argument. The result was just the opposite. When Bush came to power in 2001, discretionary spending was 260 billion at that time. By the time he left the administration eight years later, it was 420 billion, twice as much.  Could I make a final point?",1.0
