side,script
for,"Well, the open source is a really collaborative and sharing development practice, and the open Internet is, as we know, the Internet that we've been accustomed to. And I'm drawn to them because they have opportunity for all of us.  My partner is the mighty Tom Wheeler. Well, John, he played here in Chicago. I mean, you know, so, let's start there. But Bo Jackson, the only professional athlete to play both professional football and professional baseball and be an all-star in both. However, I do think the president was probably engaged in a little over-the-top rhetoric -- -- when he said that."
against," By the way, that's called being damned with faint praise. But thank you very much. You know, I didn't know this going in, but they have all bitten the heads off of bats. And now it’s out. My partner is Michael Katz. Actually, barely, because it's over 30 years ago, but it was using something called Gopher. It actually was aptly named, because you were burrowing around in the mud to try to find things on the internet, because this was all pre-World Wide Web. And so, I'm someone who can testify to you the value of the web and how incredibly more convenient it is and powerful than it was when it started. So, it's not just about the underlying infrastructure and the internet; it's about what goes on top of it as well."
for," So, thank you, ladies and gentlemen, and we're here to urge you to support the proposition for three simple and straightforward reasons. Number one: The internet is the most powerful and pervasive platform on the planet. It does everything from deliver the world's knowledge to allow us to get a pizza delivered. It has changed our economy; it has changed the way we live each of our lives. But -- second point -- when we go to access the internet, the company that provides that service is typically a local monopoly. When we were doing our rulemaking, we found that three quarters of American households had at most one choice when it came to high-speed broadband internet connectivity. And that leads to the third point. You've got a very important and crucial asset in the internet. The access to it is not competitive; therefore, there needs to be rules. And the question is who makes the rules? Now, the network providers say, “Trust us, we'll make the rules,” but I think what we'll find in the discussion tonight is that history does not substantiate that trust. You know, Michael was talking about the age of the internet. It's actually about 35 years old. And for the first 25 years, net neutrality reigned, because we all remember the squeaky, screeching modems that you had to plug into your phone jack in your house to connect your computer to the telephone network to get to the internet. Well, that telephone network was a common carrier, and that meant that it had to take whoever came to it and deliver them to their destination. That's an important point that we'll talk a lot about tonight, this concept of common carrier which says, “First come, first serve nondiscriminatory access.” And it's only been in the last eight or 10 years that this whole debate about net neutrality has developed, because when the new digital networks came along, those who own those networks said, “Oh, wait a minute. This is different. This is -- this is different,"" and it needs to regulated differently. And the FCC, under both Republican and Democratic administrations, tried to work its way through that. Let me give you an example. 2007, under a Republican FCC, Comcast decided to degrade the video coming in over the Internet that competed with their cable service. The FCC said, ""No, no, no, no."" The Republican FCC said, ""No, no, no."" Comcast took them to court and said to the court, ""Hey, we can discriminate because we're not a common carrier."" And the court said, ""You're right,"" and overruled the FCC. In 2010, when my predecessor came out with the first open Internet rule, Verizon sued, went to the court, and stood in the well of the court. And the lawyer said to the judges, ""I have been instructed by my client that I may say that the reason why we are suing is we intend to discriminate,"" and there is the key issue in all of this. Should these local companies be allowed to discriminate in access to the most important network of the 21st century? I had the privilege, as John said, of chairing the FCC in 2015 when we said, ""No. It should be -- you should be a common carrier and you should provide nondiscriminatory access to anyone who wants to get to or from the Internet."" And that's what the debate is about tonight because my worthy opponents want us to go back to the bad old days of discrimination. And what we need to be focusing on is a nondiscriminatory equal access to the network. One quick closing thought; last week we saw a lot of discussion about how much information Facebook has about each of us. Facebook is one website. The network that connects you to the Internet knows your traffic to every website. Your private information is known by the network and, unless there is common carriage net neutrality, there is no responsibility that they have to protect your privacy. So, because of the fact that we don't have a competitive market, because of the fact that history says it worked early on and discrimination happened when it didn't exist, and because of the fact that your privacy ought to be protected, we urge you to strongly and enthusiastically support this resolution tonight. "
against,"  Wow, you know, Tom -- well, vote against net neutrality, and the reason why is because -- you remember the Patriot Act, right? The Patriot Act, who could be against the Patriot Act? It's for Patriots. It's good, it's good. Net neutrality is good. It's -- you know, everybody's neutral, everybody's fair, that's great. We are not so dumb as to think that laws and policies -- their names almost always mean the exact opposite thing. And what net neutrality has ultimately been, and I'll go into this in a little bit more detail, and Michael will really drive it home because he's the economist. I don't do math, unfortunately. But, you know, what net neutrality is about is about the government being able to say, ""We get to control your business model."" Tom was talking about common carriers. I see a lot of young people out here. I see acres of diamonds out here. I see some old people. How many remember the great common carrier bell telephone? Okay, a number of you. That's not -- that's the past. That's the pre-Internet past, and when you have common carrier, you get bad service. Do people remember Lily Tomlin, the comedian? She -- one of her big bits was that she would be a phone service operator and she would say, ""We don't have to give you customer service because we're the phone company and we don't want to. That's the world of common carrier, as it is historically done. But to go into my prepared remarks, you know, first I want to thank John and IQ-squared for having me back. The first time that I debated in one of these, all I had to do was defend drug dealers -- heroin dealers who wanted to put vending machines in grammar schools, things like that. And now it's like they've really made it much harder for me, because somehow I'm going to -- I have to support ISPs. Do any of you love your ISPs?   I mean, we all hate these types of people. They're necessary evils. But they are businesses, and our lives are better because of the Internet, and they are not the problem here. And net neutrality is -- in the word of Ajit Pai -- the policy of it, not the concept -- the policy -- Ajit Pai actually told me in an interview in 2014 that it's a solution that won't work to a problem that doesn't exist. And I want to just kind of unpack that in my opening statement. It's -- let's look at, first, at how it's a problem that doesn't exist. How many of you have had major troubles or persistent troubles with accessing any legal content online?  Nobody, right? That's one of -- you know, if that would happen, you know, that would be a violation of net neutrality. We have a before, during, and after sequence now, because the open Internet ruling that Tom put into place was in place for two years. We had time before it, during it, and after it. Have you noticed massive changes, other than constantly increasing speeds, in what you can you do online?  Net neutrality is a concept. It is not a problem. There -- back in 2004, 2005, Michael Powell, a former FCC commissioner, said, you know, there are basically four freedoms or four rights that define a kind of good Internet, an open Internet. And they were, among other things -- one was the right to access legal content. You have the freedom -- the right to access legal content. You have the right to access applications that don't -- applications online that don't hurt the network, or to put them online. You have the right to attach devices to the network -- you know, phone -- cameras, all sorts of stuff -- which, by the way, going back to common carrier, that was one of the things; Bell Telephone never let anybody attach anything to the network because it was common carrier. They got to -- you know, it was a government monopoly, a government-supported monopoly. They got to call all the shots. We have the right to attach devices to the network, and we have the right to get information on our plan. We should be able to talk to our ISPs and say, you know, ""What's going on? Are you blocking certain sites? Are you changing things up? Are you not allowing me? Why are my expected speeds going up and down?"" Contrary to what Tom said, 98 percent of Americans, according to the FCC's own data -- from the end of 2016 -- they -- 98 percent of us have a choice of at least two ISPs offering 10-megabyte download speed. That's not great, but it's pretty good. 56 percent of us -- and it's more than enough for virtually everything most of us do, unless you're doing some unauthorized surgery. And if you are, I'm a libertarian, so more power to you. But you probably want to upgrade to a better package. 56 percent of us have download speeds of 25 megabytes or higher, with more than two competing ISPs working for your business. That's very good. And that's up from 40 percent six months before. What we are seeing are more ISPs offering more service to more households at higher speeds. There is not a problem with net neutrality. There is not a problem with throttling or blocking sites. So, there isn't a problem. But -- well, the solutions to this problem that don't exist -- this is why they don't work. In the end, what net neutrality comes down to is the FCC says, ""Under certain types of regulatory laws, we get to regulate your business model. We're not going to tell you whether you're right or wrong, but go ahead and try, and then we'll get back to you."" That is an awful, awful way to regulate any kind of business. It chokes off all sorts of innovation. And it ends the sort of permission-less innovation, which is the absolute calling card both of the Internet as well as the sharing economy. I will stop there. Thanks, and again, vote against net neutrality if you believe in free speech, innovation, and a better America."
for,"Support net neutrality. It affects the internet and our lives in three ways. One, who decides and controls what we can see and do online. Two, who decides whether new products are successful and what direction innovation takes. Three, it decides the amount of discrimination and self-dealing that sits at the core of the network of everything we do. So, first, who decides what we see and can do online? When we click on a link or select an app, what happens? Do we get to see the site or the application we're aiming for, or is it suddenly not available? Without net neutrality, it does not need to be available to you. It's kind of odd to think that part of the internet might not be there, but that's part of the discussion we're talking about. That's called in the net neutrality world “blocking”. Or when you click on that link or select an app, maybe the site appears, but it's slow. It's really slow. Or the delivery of that information to you is so degraded that it's maybe even unusable; it's too jittery; it's too slow. The application doesn't work. That in the net neutrality world is called discrimination, and it is the point of what we're talking about. Now, an ISP -- Comcast, Verizon, AT&T -- you know, they can discriminate really on any reason. They can discriminate because they own a different product, and they think they'll make more money out of it. That's an innovative business model of the type we just heard about. It is only good for the ISP. Or the ISP could discriminate against the app that you want to access because they have some sort of business arrangement, or maybe they're fighting with a company that makes your app, or they could discriminate against the app you want to get to because they don't like those kinds of apps. You know, they weren’t very happy about internet telephony, because it didn't make money. Or they could discriminate because they don't like the content. Any of these things are included in the discrimination or the kinds of new business models that our opposition argues for. So, one, our choice as consumers and citizens on the internet get severely limited without net neutrality. Two, who decides what kind of innovation and new products can be successful? That's the reverse of the topic. Say I'm an app developer, and I'm developing something new. Let's say, you know, it's something that's more secure. There's new cryptographic data; I can help you do what you want with your data but leak less of it, so you control it more. Now, if the ISPs don't need to serve that to you, then I somehow have to find a way that I can make my product available to you. And as John said at the beginning, that way is through the ISP. There is no other way. So, before I can offer my product to you, I have to offer it to the ISPs, and I have to convince them or get their approval to deliver it to you, and to deliver it to you quickly enough to make it usable. So, now, as an app developer, my first customer is not you. My first customer is the ISP. Maybe it wants money; maybe I can find money and pay them. Maybe it wants data. Like, if the ISP doesn't like my product because competing products give them data, then my product is not good for them, and they can say, “I'm not going to deliver it to customers. You know, if you change your data practices, maybe I will.” And so, in that case, I, as that the developer, cannot make the product I want for you. I cannot make it more secure. And then I have to go to all the other ISPs and have the same discussion. So, the ability for innovation to cover a wide range is deeply limited. The lack of net neutrality is great for innovation for the ISPs -- five companies; even 10 if you double it in America -- and it is terrible for all the rest of us. And all the innovative business models that might come out of everyone except the ISPs get limited by what works for the ISPs. And the third question, how much discrimination do we want in the network that is the basis for all of our activities? So, Comcast owns NBC. That's a lot of content. The whole point of not having net neutrality is that the ISPs can have “innovative business models” that benefits the content they like and profit from. So, maybe if you're a Comcast subscriber, and that's your option, you'll start to see a lot of content that's good for Comcast. If you're an AT&T subscriber, they're trying to buy Time Warner, which includes CNN. So, maybe you'll start to get discrimination from AT&T with a different set of content. Or maybe Time Warner can't buy CNN because the government won't let it. Maybe it buys Sinclair News instead, and then if you live in a part of the country where there's AT&T as your choice, and AT&T is discriminating and trying innovative new business models with all the content that it owns, you may very well find your channels of information, including your news, tuned for the new business model that's profitable. Now, sometimes people say to me, ""Oh, that's crazy. You know, businesses wouldn't do that."" But, you know, people told me that when I first started talking about the dangers of Facebook and data, and that was nearly a decade ago. And so, these sort of crazy ""businesses would never do that"" things have a way of happening. And so, we are setting the framework right now. It might take another decade for these things to play out and we see what it looks like to have discrimination built in, but we are making the rules now. Does the next decade play out with a neutral network that delivers information to us based on where we find value, or does this small set of companies get to preselect what we see? And so, I urge you. I hope you find the preciousness of neutrality in our infrastructure and take action. Support the motion. Support net neutrality. All data is created equal. "
against,"Well, you know, advocates of net neutrality are always telling us about the great things its intended to do, things like promote free speech and competition and innovation. But, although I vaguely remember when I first used the Internet, I still remember sitting on my grandmother's knee as a small baby, and she said to me -- she goes, ""Michel, the information superhighway to hell is paved with good intentions."" So, what I want to do is, instead of talking about intentions, I want to talk about the -- what net neutrality really does, okay? Now, to do that, I got to start by dealing with three foundational myths behind net neutrality. Myth number one is it's necessary to solve problems that would otherwise be there. Now, Nick's already taken care of that one, so how about I deal with the other two? Okay, the second myth is that net neutrality is neutral, okay? One reason it's a myth is because different applications have different needs from the Internet. Video conferencing needs much higher speed signal and more reliable signal than something like email. So, to say we're going to treat them equally, it's not to treat them equally. It's a much bigger problem for video conferencing. Now, one thing you'll notice, because I sort of go a little bit in back, we were all told to stand on some Xs here. And I have tremendous respect for Tom, and I've worked with him over the years, but when he'd sit out in the middle, and he told you that the Internet in the good old days was neutral, he was both literally and figuratively off the mark, okay? Oh, and by the way, for those of you who are younger, literally means literally. Think about the logic. Okay, because the fact is the NSF net, the precursor to the commercial internet prioritized interactive traffic, as it should. Now, there's a second reason that net neutrality is not neutral. We always hear this thing, ""Oh, we need net neutrality because, otherwise, big powerful companies will have fast lanes."" Well, you know what? They do and it has nothing -- it's nothing net neutrality's going to stop. Google, Facebook, Amazon, they spend literally billions of dollars because they have built private fast lanes. Google has -- or not Google, apologies. Facebook has proprietary specifications for fiber. They build their own integrated circuits because the servers other people would have to use aren't good enough. So, what does net neutrality have to do with this? Well, it ensures that ISPs can't help small firms have higher speed access. So, if you have billions to spend on an Internet of your own, net neutrality's a great thing, but if you need help, it's a problem. Now, the third myth is that all data are created equal. Now, I want to contrast two situations. In one, you've got a bunch of kids sitting around and they're playing Wolfenstein. Now, for those of you who are not up on your classic games, Wolfenstein is a multiplayer game that involves trying to kill Nazis with supernatural powers. The Nazis have the supernatural powers, not you, okay? So fine, you're using the Internet to do that. Over here, we've got a surgeon who's trying to do remote tele-surgery to save somebody's life who lives in a remote area. The surgeon can't get there. According to net neutrality, those two are equally deserving, okay? I don't subscribe to that view, okay? All right. So, now, those are the myths it's built on. So, let's talk about some of the things it does. Well, you know, we've heard a lot concerns about censorship. Well, frankly, net neutrality is the threat to free speech. Just ask yourself this: who do you think is a bigger threat to access to CNN.com and WashingtonPost.com? Is it an ISP that makes money because you pay it because you want to get access to this site, or is it the Trump administration? Because what net neutrality is about is giving the Trump administration more power over the Internet that those websites depend on. Okay, let's talk about some other things it does.  What you'll hear from net neutrality supporters is you've got to block competition to protect it.  That is an oxymoron. Now, what do I mean by that? Because they said, ""Well, we can't have firms pay more money in order to bring better services to their customers. That would be terrible."" Well, let's think about what net neutrality would mean in other circles. Let's think about, say, Amazon, or online providers. It would mean they can't provide free overnight shipping.  That's not fair. That's a fast lane. Or just think about any firm that wanted to do advertising, say, on Google or Facebook. Well, you can't allow that. That's paying for superior access to customers. We can't have people paying for superior access to customers. So, what net neutrality is really about when it comes to competition is blocking it.  Not promoting it. Similarly, let's talk about low income consumers. People have said, ""Oh, we need to have net neutrality to protect people with low incomes."" Well, it has the opposite effect. Net neutrality -- right, well, if it's enforced, and sometimes it is and sometimes it isn't -- when it's enforced, what does it do? It says, if a content provider, an app provider wants to help subsidize the Internet for low-income people, .  And what about rural consumers? The way rural areas are going to get coverage is only if ISPs invest in the facilities. Well, what makes them invest in the facilities? Possibility of making money. If you impose open-ended and vague regulations that constrain these firms in known and unknown ways, you are reducing their incentive to invest in those rural areas. So, when you think about it -- well, beyond what net neutrality is intended to do, and you look at what it does do, you'll see that it harms competition. It harms consumers. It limits choice. "
for,"So, one of the things you want to make sure you don't do, John, is you don't want to fudge the count to get to the right answer. When I said three quarters of American homes had at most one choice for highspeed -- that's 25 megabits per second and above -- what Nick did was first of all lower the speed, which to his credit he said, “This is only 10, and that's really ” -- Okay, to his credit.  But then he went the next step and talked about “But at 25 megahertz, there's a different number.” That number is calculated this way. You know, if you and I were to sit down, and we say, “How many people in the audience” -- we go one, two, three, four, five, six -- the way that number was calculated is the FCC came up with this concept that -- “Let's look at a census block,” that part of the audience right over there, and if these two people in the front row have highspeed connectivity, then everybody in that entire census block has highspeed connectivity. And that is an assumption that is fallacious. Actually, I changed it from four to 25 -- -- because that’s what you need in order to have highspeed service ."
against,"No, no, no -- This is -- what I’m saying is what Tom thinks highspeed internet is, is 25 megabytes per second. The average number that normally gets kicked around is 18, about 18 megabytes downstream. How many of you are gamers or pretty heavy gamers? God, this is the deadest audience. I mean, like, you’re still talking -- playing .  But 10 megabytes is actually a pretty fast -- it’s a pretty fast connection. You can game on 10 megabytes. And what I was saying was 98 percent -- everybody in America has a choice of at least two fixed ISPs for that amount, and that is going up. When you go to 25 megabytes, the number goes down, but there is still competition, and it is growing. I have to defend myself. I’ll defend myself. It was Wolfenstein Classic. But this is the thing. I will say, because -- I’ll dump on everybody, because that's what economists do. You're both stuck in the past, and this thing about the speeds -- 5G is coming. When 5G comes, we're talking about having hundreds of megabits per second, and we're talking about having multiple providers if that investment occurs and net neutrality doesn't stop it. There’s no point in looking back."
for,"But it is very important -- to say that ISPs have a monopoly is -- I think is absolutely wrong, and I think we all know that. But there’s also mobile carriers that come into play as well. Yes, because the question of a monopoly is not whether there's two or three networks. It's what's actually available to you in your region at the time. "
against,"Yeah, and if there’s two or three --"
