side,script,round
for,"They were referring to my age, not my rank.",
for,"Well, as you've just heard, America's in very difficult shape. And the difficult truth that we must face is that we are on the verge of an exploding public sector debt that can have a very, very negative effect on our economic future. As one cynic put it, our future isn't what it used to be. Social Security was born amid harsh times of the Great Depression, marked by unemployment, homelessness and even starvation. We then made a deal with the American workers, to wit, that nobody who paid into the system would be left empty handed. To this was added Medicare, health insurance in the mid 1960s and the protection against inflation in the 1970s. These initiatives changed the economics of old age. In a mere four decades, poverty rates among the elderly, whichhad been three or four times that of the general population, fell below the rates for younger Americans. To this day, social security still means the difference between poverty and economic security for millions of retirees, children and many American workers. It is the primary source of income for two-thirds of older Americans and the single most important antipoverty program for children, millions of whom live in households supported by disability, survivor or retiree beneficiaries. It creates intergenerational benefits as parents and grandparents can live independently of their working children and often become the childcare providers for children while the parents work. When Social Security began making monthly distributions in 1940, there were 160 workers for every senior receiving benefits. Today, there are about three workers. And within two decades, there will be two. Demographic are destiny. The message could not be clearer. Social Security needs fixing. It has been fixed before. Social Security taxes have been raised 40 times since the program began, most recently in 1983. The initial Social Security tax was two percent, split between the employer and the employee, capped at $3,000 of earnings, which made for a maximum tax of $60. Today the tax is approximately 13 percent, capped at $106,800 for a maximum of tax of $13,234, a multiple of 80 times the original tax. So what is to be done? Despite the natural sympathy for those looking forward to their retirement, we cannot avoid the issue of Social Security insolvency. Here are some options to deal with this problem, one, gradually raising the retirement age to reflect the longevity increases that have already taken place. In the future, retirement age should be indexed automatically to rise with longevity. Two, raising employer and employee payroll taxes by up to one percent each. Three, eliminating or gradually raising the cap on taxable payroll income, reflecting the fact that higher incomes are rising faster than the Social Security taxable earnings. Four, increasing the earliest eligible age, EEA, as it's called, from 62 to 65, which alone would extend the trust fund solvency by about five years. Current retirees would be unaffected. And exceptions would be made for Americans who cannot work longer due to injury, ill health, or other causes. Modest reductions in benefits for wealthier recipients should also be considered. We must address these challenges soon or Grandma's welfare will in fact undermine the quality of life for her grandchildren and give meaning to the phrase which my partner and I have found out, we'll both, quote, ""Blessed are the young for they shall inherit the national debt."" I might add -- -- that was originally stated by my partner's grandfather. The greatest risk facing America's fiscal future comes from the projected increases in Medicaid and Medicare spending that could raise the deficits dramatically in the next couple of decades. Arithmetic still matters. Medicaid now pays for both health and long term care for roughly 55 million Americans. It finances more than one third of all births in the United States, and pays the cost of almost two thirds of the people in nursing homes. The federal government underwrites 50 to 77 percent of the cost, depending on the income level of each state. Even so, Medicaid is the second biggest and fastest growing category of state spending. Costs are up more than 60 percent in the last five years and are expected to exceed $450 billion this year and to keep growing by about eight percent annually for the next decade. In the next -- by the mid-1930s -- 2030s, the 65 and over population will nearly double, and health care costs, which have been rising far faster than worker productivity since the end of World War II, may be completely out of control, resulting in a tidal wave of federal spending. The basic fact is that the first baby boomer statistically retired on January 1 of this year, but there are 79 million more of them. Multiply that by estimated annual benefits of $40,000 that they will be receiving, and you're looking at $3 trillion a year just for that portion of the population. Erskine Bowles, the co-chair of the bipartisan Simpson-Bowles Commission, put it well, ""This is a fiscal crisis that is completely predictable and from which there is no escape. This concern has been shared by many, many institutions, the Post, the Washington Post, the Fed chairman, Bernanke, and countless others. Now, the only way to cut entitlement costs is to cut entitlement costs. The current programs as they play out will be unsustainable without giant tax increases or huge cuts in other government programs. We should remember as we address this problem that less is enough if it comes earlier, so the sooner the better. Now, this is a nation founded on opportunity, not entitlement, on thrift, not conspicuous consumption, on stewardship and not living for today, but taking steps to make sure that we are creating a better tomorrow, such that future generations would have as much or more opportunity and a better standard of living. To keep these entitlements under fiscal control is about keeping the American dream alive. I know the American dream because I'm one of the people who was attracted to this country many years ago from Canada where 50 percent of the graduating class of American universities moved to the United States, attracted as we were by the remarkable energyand optimism and mobility and upward mobility of this country, not to mention the president, John Kennedy. Today it is Canada's government that has shown best how to manage these kinds of problems as they work their way through perilous economic times without threatening its future. But much as I like Canada, I don't want my children moving there because of the narrowing of opportunity at home.",1.0
against,"Greed is not good. Self-interest is okay. Now I have a lot to correct in what Mort said, not least of which is why he came to the U.S. Canada is very cold. I’m delighted to be here with Mort Zuckerman, Margaret Hoover, and, of course, doctor, governor, and chairman, Howard Dean. I’m especially delighted to be here to defend Social Security and Medicare. They are two of the greatest achievements of any kind made in America. Mort’s listed -- Please. Mort’s listed why Social Security is so important, how many elderly it keeps out of poverty. It accounts for 80 percent of 40 percent of those who are elderly. It can account for well more than half of half of those who are elderly’s income. Medicare -- think of what the elderly would be doing without Medicare. How could they possibly be paying $12,000 and $15,000 a year for health insurance? But you know some of this. And you’re going to say, well, let’s cut them back a little bit for the sake of fiscal responsibility. I’m going to go into that in some detail. But let me remind you and let me make this very clear. Social Security and Medicare are not outrageously generous programs. The average Social Security payment is $14,000. Poverty for two -- a poverty line for two is $13,000. Medicare -- a typical employer-sponsored health plan will cover 88 percent of health needs. Medicare, according to independent actuarial studies, will cover 76 percent of Medicare. Big deductibles, big co-payments, not a gift. The elderly are not living wonderful lives because of Social Security and Medicare. If they’re living wonderful lives, it’s because they made a fortune, coming from Canada to America. Let me get to the point. Let me cut to the chase, because I had a lot to precede this. Let’s be very clear about what Social Security adds to our future debt. In fact, let me step back a moment. Social Security and Medicare have nothing to do with the current levels of debt -- nothing to do with it. The current levels of debt are a function of the great recession brought on, in my view, mostly due to the excesses of Wall Street, the Bush tax cuts in the early 2000s and the spending on the Iraq and Afghanistan War. Medicare Part D contributed some but less than any one of those three factors. We don’t have debt because of Social Security and Medicare. But what about the future? You would think, given what Mort says, that Social Security accounts for about half of what’s going to happen to us. What do you think the benefits of Social Security as a proportion of GDP are going to rise to, as a proportion of our total income? They’re now about five percent of our total income. They’re going to rise to a maximum of six percent of our total income, one percent of GDP. You think we can’t afford that? You think Social Security is going insolvent on the basis of that? And you know what? Even if we don’t raise taxes to cover Social Security, Social Security is not going insolvent. The Social Security Administration and the CBO make a forecast. It is a conservative forecast of economic growth. Even if we do nothing -- and if I leave one message with you, it should be this one -- if we do nothing, we will still have 78 percent of our benefits paid by the current system. Medicare is a different story. But Medicare spending is not going up in the next 10 years significantly as a proportion of GDP. It's going up after that. And why we hear a lot of alarmist talk about the aging of the population, true, there will be more aging compared to workers. Workers will have a harder time paying for the aged. But that's not what's driving Medicare costs up. That's not what's going to drive it sky high. It's the health care system, an inefficient health care system. And I'm going to leave that to my partner, Dr. Dean to discuss, how inefficient it is. Summarizing quickly on those two issues, we can handle Social Security easily. It is not going insolvent. That is inflammatory, misleading and incorrect rhetoric. Yes, I'm getting a little upset. I think I have cause. We still pay 78 percent of liabilities. Even if we do nothing, what can we do? We can raise the cap, as Mort suggested. We can raise the payroll taxes somewhat, 0.1 percent a year to 7.2 percent. And you know what? All the studies, all the surveys say people want to do that. Medicare, we have to reform health care. And I hope Mort, Margaret and Governor Dean put all their effort into reforming health care because is what can undo America, not these entitlement programs. One last major point. We are a low taxed nation. We are almost the lowest taxed nation in the OECD of all rich nations. Federal income tax comes to only 15 percent of GDP these days. Used to come to 20 percent when George W. Bush took office. Can we raise taxes? You bet we can. Ah, somebody's going to say from the other side. But that will slow economic growth. I leave you with one fact in my last 39 seconds. George W. Bush cut taxes sharply in 2001 and 2003. He promised growth, and he promised jobs. And all those people who talk about the poor job creators whose taxes we have to cut, consider this: We have the slowest rate of GDP growth after the Bush tax cuts from trough to peak. I mean before the devastation of late 2007 and the great recession, the slowest rate of GDP growth, 2001 to 2007 in any comparable period in post-World War II history. And job growth was even worse, almost no jobs were created after the Bush tax cuts. Thank you.",1.0
for,"I punked it from Herbert Hoover. Thank you, John, and thanks to Bob Rosenkranz for the opportunity to participate here tonight on a stage with such distinguished public figures. I am well aware that I am the junior on this stage. And as such, I will argue in favor of this motion from the perspective of Junior whose future is imperiled by Grandma's benefits. The juniors in this argument are the millennials. This is the rising generation in America, 30 and unders, born at beginning of the Reagan era to the end of the Clinton presidency. At 33 years of age, I am on the cusp of this rising generation and have been paying into Social Security and Medicare for eight years. I am told that as long as I pay into the system, this system will be there for me. By the time I reach my full retirement age of 67, 34 years from now in 2045, I'll expect to receive the same benefits equal to that which I paid into the system. And if I have planned on this, I will find my future severely imperiled. Because eight years before I retire, the Social Security trust fund will have been depleted. I will be surprised to discover that this trust fund was actually a myth, that it was in fact just a surplus of IOUs that had been lent out to other agencies of government to pay for their expanding programs. Beginning in 2037, Social Security will have to rely solely on the revenues from payroll taxes, which will be insufficient to cover the benefits promised to me and my generation. In addition, under current law, because of program insolvency, benefits will have to be cut by 23 percent or payroll taxes raised 30 percent. This sudden adjustment imperils the millennials economic future, affecting the poorest of those who are already dependent upon benefits. The rude awakening is that Social Security, Medicare and Medicaid were set up as pay as you go -- they were never set up as trust funds. They are pay as you go programs. The federal government does not and never has saved payroll tax revenues. These have always been generational transfer programs from workers to retirees, such that the benefits for Grandma come directly out of the pockets of Junior. By the time the first millennials reach their 40s in 2021, thecost of Medicare alone will be greater than our country's total defense spending. Put all together with baby boomers hitting retirement, grandmas living longer, medical costs spiraling upwards, Social Security, Medicare expenses will consume about 12 percent of the nation's economic output in 2035, triple what it was in 1971. I would be remiss also if I didn't mention what we all know, which is that large parts of the federal budget are being financed by debt, 42 cents on every dollar. And this debt, too, must be paid back. By 2021, interest payments on the debt will be a bigger portion of the budget than our discretionary funding, which will contribute to a crowding out of spending in education, infrastructure, national defense and everything else that might be considered investment in our future. We all know this is unsustainable. And the need for reform is obvious. This is not an appropriate legacy for Grandma to leave to Junior because it defies the social contract in which each generation strives to leave the country better off than it inherited it from its parents. We need to revise the social contract to reflect the changes in our society in a way that keeps the faith with Grandma, does not cut her benefits on which she is now relying, but stops making promises to Junior that we simply cannot keep. We can have a generous, compassionate social welfare program for the elderly which is consistent with a dynamic economy in which workers have multiple employers over their careers, stay active and healthy in the work force into their 70s. This will require removing disincentives to longer careers, asking the more successful to shoulder more of their own retirement costs and health costs, and building stronger incentives for innovation and efficiency into our health system. Change is coming one way or the other, and it will either be deliberate, careful and well thought out, or it will be imposed by a chaotic and indiscriminate way. If we take it upon ourselves to correct the -- America's social contract and be proactive, there will be nothing to fear from these changes. This is the normal process of each generation of Americans, improving upon the strong institutions built by earlier generations. And the millennial generations, the juniors of tonight's motion, want to be part of that solution. You are likely to hear from our opponents an unwavering commitment to early 20th century social insurance models and an inability to adapt them and their spirit to the 21st century economy and population. They may accuse us of trying to take Grandma's benefits away from her or suggest that we believe that the federal safety net with a mistake in the first place. This is not true. The only people who are talking about taking away Grandma's benefits are those who want to scare seniors for political reasons. They may argue as well that entitlements, the benefits about which we are debating tonight, Social Security, Medicare, and Medicaid, are not the problem at all, that the real problem for Junior is skyrocketing health care costs. This is a tricky tactic intended to shift the focus of the debate. Health care reforms are an important subject, just not the subject of tonight's debate. The system that pays Grandma's benefits is imperiling Junior's future by making promises to Junior that it cannot keep, by paying for these benefits through borrowing that contributes to mounting national debt, 14 trillion and counting, thus imperiling Junior's fiscal and economic future. We encourage you to vote in favor of the motion.",1.0
against,"Should I be on the other side of this debate? Thank you. First of all, I hope to be able to match Margaret. She actually stuck to the time and that's not so easy. She also did something else that is -- that you all have been victimized by for some time and that is frame the debate in such a way that we'refocused on giving people big tax cuts at the same time we're focused on cutting benefits. The truth is that we do not have a Medicare and Social Security problem in terms of what it is costing us. What we have is bad management, politicians who won't talk to each other and work with each other, lousy tax policy, selfishness as a public policy, and growing inequality in America. This is not an issue about taxes. So a few facts, Social Security is in fact a trust fund. There are $2.6 trillion in the tax fund. They are invested in treasuries in the Social Security fund. By 2020 there will be $3.5 trillion in the Social Security trust fund set aside, put aside by you for spending by you. Is there a shortfall in Social Security? Yes. Is that the single biggest problem of our deficit? No. You know the single largest factor in our national debt is? This is the CBO, this is not some leftwing democratic think tank like MSNBC. Sixty percent of the deficit in 2019 is due solely to the Bush tax cuts, 60 percent. Now, that's a fact, I'm not -- if you don't want to raise taxes, be my guest, but if this is a debate between raising taxes and dealing with Social Security, you should know that because these neither of these problems is the big problem, the problem is not Social Security. I agree with Mort, there are a lot of things you can do about this. Margaret mentioned some good things you can do about Social Security. We have to tweak Social Security, yes, it's not a big problem. Medicare, Medicare is not the problem. Its costs are out of control. There's a reason for that. The costs of the entire health care system in the United States of America are out of control. There's no way you're going to control Medicare costs without doing something about the rest of the health care costs, and that means we have to have real health care reform, which we have not had. And the real health care reform has not taken place either under Romney Care/Obama Care or whatever the Republicans want to call it these days, it has not taken place because the entire reimbursement system of the health care, Medicare, or private sector, encourages me to do as much as I can to you whether it works or not, and the more I do, the more I get paid. We need to fundamentally get rid of the fee for service system, capitated care, some of the things in the health care bill such as accountable care organizations, vertically integrated care, will solve theMedicare problem, period. We do not need to privatize either one of those programs. And for those of you on Social Security, could you imagine if President Bush had has his way and we'd privatized Social Security shortly before 2008, I don't think many of you would have been able to afford the $40 ticket that you paid to get in here. So let us not allow the right wing to focus on these two programs or the idea that we ought to reform them. Let's reform our tax system so we have a more equal more fair society and then we can talk about how to deal with these systems. Now, what can, in fact, we do? We talked a little bit about how to fix Medicare. We do need to start paying people in a global budget, pay the hospitals and the doctors a flat fee for taking care of people. Then, all of a sudden, guess what? Prevention will pay. Nobody invests in prevention today except for Kaiser or self-insured major corporations. We can change all of that. There need to be some reforms, but we do not need to make this a private system, and we do not need to withdraw government support from this system. We don’t even need to reduce benefits. We do need to change the way we pay for health care, not just to save Medicare and older people. We need to save business by doing this. We need to save individuals by doing this. We fundamentally have to reform health care. Let’s not use Medicare and Social Security as the victim. The fact of the matter is that young people inevitably are going to end up as my age. And when they do, they’re not going to want these programs to disappear. The elderly used to be the poorest group in American until in 1926 the farm states where the Depression started began Social Security, which has then spread to a national program by Roosevelt in 1933. So this is a core program. We just need to make it work and we just need some mild tweaks. Health care needs a lot of tweaks, but the whole system needs tweaks, not simply Medicare. And we should stop victimizing Medicare for the sake of keeping our taxes absurdly low. The fact is people need to pay their fair share in America, and the Bush tax cuts need to sunset. You know, when the taxes were at Bill Clinton’s rate, the economy was a whole lot better than it is now. And I wouldn’t mind going back to those taxes and paying my fair share at all. In conclusion, the solution to this problem is not to return the elderly to poverty. The elderly programs do not harm young people in this country, because if we did not havethem, you would be living with them so you could take care of them at the same time as you tried to make your own lives. These programs were put in for a reason. It is a social compact. And I’ll close with the words of Oliver Wendell Holmes. Taxes are the price we pay for civilization. And for those who continue to want to avoid them more and more, seeking tax cuts when we already have enormous deficits, you will end up paying the price, because -- and I say this not as somebody who’s a liberal or on the left. I say this as a social observer. There is no society on the face of the earth now or in the past which has not collapsed when the gap between the wealthiest and the poorest in that society has become too big. We are going down a very dangerous road. And cutting Medicare and Social Security are the last things we should be doing, not the first.",1.0
against,"Let me take that. At that point, Social Security -- remember, Social Security is a pay-as-you-go system. And, Margaret, it's not a rude awakening. It was always known to be a pay-as-you-go system. It was never said to be a trust fund. When that money runs out, money will still be coming in from workers. Enough money will be coming in, as I said earlier, to pay according to the same estimates that said the trust fund wouldn't run out in 2037, to pay 78 percent of current benefits. So when people say, and you hear it all the time, and I'd like to ask Mort what he means by insolvency and Social Security. When people say Social Security is going insolvent, and then they tell us, as we better cut the benefits now in order to save it, well, the benefits are going to be cut. And they may even be cut less without doing anything than you would like to do now. That's what's happened. That's what happened --",2.0
for,"So no one is saying we should cut benefits now, especially to the seniors to whom we have promised. There's no one out there saying that except the AARP who is trying to scare Grandma into continuing to not vote for entitlement reform, which is imperiling Junior's future. I want to go back to this notion that 78 percent of benefits will be paid out because when you think about it, that's not a good deal. I put in money my entire lifetime, and then, presuming that the benefits are going to be there, I can only expect to get 78 percent out? That's just not a good deal for the worker. So -- did I answer the question that was --",2.0
against,"Well, let me very quickly respond. You say nobody's calling for reductions in benefits, but of course all kinds of people are currently calling for reductions in benefits.Margaret Hoover: Who? Simpson Bowles. When you raise the --",2.0
for,"They're talking about reduction on future benefits, but no one .",2.0
against,"When you raise the retirement age, it's a cut in benefits. If you raise the eligibility retirement age from 65 to 67, that's a cut in benefits of 13 percent. Some of the proposals out there cut benefits, in fact on 40 percent of men, some of the proposals cut benefits by 20 percent. These are proposals that are already out there. This is not a fiction. People are proposing that.",2.0
