side,script
for,"I very much -- excuse me, my voice is -- I very much am and I think the way to do that with Jason is to make a lot of sports analogies because they really confuse him. Well, I think the guy with the tie is the guy you want to listen to, but I'll let you decide that. This is my partner, someone I've known for 25 years. She's a dear friend of mine and I consider her my mentor in this topic, Thea Lee. Well, when I came to Washington in the early '90s, I got drawn into the NAFTA debate, the North American Free Trade Agreement, and I realized pretty early on that this was not some kind of a dry textbook discussion about tariffs, but it was a transnational battle over democracy, good jobs, worker's rights and regulation and so I was hooked. A lot is at stake."
against,"You know, Jared and I agree on -- I'd say about 95 percent of economic issues. And my goal tonight is to bring it to 100 percent. It is someone I've only known for a few years, and every single thing he's ever told me I have believed, James Manyika. I did. Well, I think, for me, it's the intersection of technology and the economy. I've always been fascinated by the kinds of technologies that drive innovation and growth, but also affects what role people in the world actually do. So, when you put that together with the economy, these issues around trade, and work, and workforce become very, very important. So, those are the issues that motivate -- -- what I do. You're welcome --"
for,"Good evening, everybody, and thanks so much to Intelligence Squared and the Aspen Ideas Festival for inviting me to participate tonight in this important conversation. I'm pleased to argue in favor of the motion, Globalization Has Undermined America's Working Class. Over the last several decades, the U.S. government, under both Republican and Democratic administrations, embarked on a very particular form of global economic integration, embodied in the trade agreements like the North American Free Trade Agreement, the World Trade Organization, and the Trans-Pacific Partnership. These -- the set of rules embodied in these agreements have undermined the bargaining power, the wages, and the democratic voice of America's workers. They've encouraged and rewarded outsourcing, over-exports. They've shifted the balance of bargaining power toward wealthy and already powerful multi-national corporations, and away from working people. This form of globalization has contributed substantially to the well-documented growth in inequality and the stagnation of real wages for American workers. My partner Jared will talk about that in more detail. This is very much in contrast to the glowing promises made on behalf of these trade agreements by the proponents. And these policies have left American workers working harder for less, struggling to make a decent living, even in a wealthy and innovative country. I spent the last 25 years of my life in the trenches of the trade wars, representing American workers from the AFL-CIO at USTR, and the State Department, and the Labor Department. I testified in front of Congress. And I experienced firsthand the inordinate power and influence of corporate lobbyists, even in otherwise friendly Democratic administrations. I was always outnumbered and always outspent by the massive voice of corporations, leaving workers less -- workers' voice not as well represented. I am an economist by training, and I know that for all of you who have taken Econ 101, you learned that lesson really well, which is ""Free trade is good for everybody all the time."" And yet, I think there is something a little bit dishonest and hypocritical about this argument. Having lived in those trenches, having been on the trade negotiation discussions, and having seen the influence of corporations. And what that's about is a couple of things. First of all, even in the neoclassical trade model, it's true that there is a real distributional impact of trade. This is predicted by the neoclassical trade model -- that in a wealthy, skill-intensive, capital-intensive country like the United States, it is predicted that working class workers, those without a college degree, will actually have their wages undercut by trade liberalization and yet the reason that economists make such a powerful argument in favor of free trade is that they say well, it is possible to tax the winners and compensate the losers so that everybody comes out ahead. But do we do that? No, we don’t do it. We don't even think about doing it. Not only that, but we have doubled down in the other direction, but it's also true that the trade model is very narrow. The textbook trade model is one that assumes perfect competition, full employment, balanced trade, and it assumes away pesky problems like externalities like capital mobility, the arbitrage against labor and regulation. That happens when companies pit government and workers against each other across national borders and it assumes away the unfair trade practices by other countries. Well, let's break it down. How has globalization undermined the American working class? Well, the first thing really is about bargaining power. Think about bargaining power and if you think about trade agreements that make it easier and let more certain and more profitable for companies to move jobs overseas, they have gained their bargaining power relative to working people who aren't mobile. American workers can't outsource themselves. They need to make a living with a good American job on American soil whereas their boss can pit them against workers in China or Bangladesh or Mexico and threaten to move the job overseas if they ask too hard for a raise or health care or a pension or a bathroom break or safety goggles or a union. So, all those things, this is the lived reality for so many American workers. They understand the dynamics of power that globalization has exacerbated, the particular form of globalization. But let's be clear. Our choice is not whether to be in the global economy or not, whether to trade or not to trade, whether capital flows and immigration will happen, but rather what are the rules that we as a society choose to put in place to regulate these transnational flows and whom do these rules serve? We've made a series of wrong policy choices over the last 25 years negotiating and implementing flawed trade and investment deals that empowered and enriched multi-national corporations leaving behind domestic producers, workers and communities. And globalization, technology, and domestic policy choices have worked together to undermine the bargaining, the wages, and the democratic voice of American workers with devastating results for American workers and the U.S. economy. We need to recognize we have mis-managed globalization in the past so that we can improve our policy choices in the future and therefore I ask you to vote yes on the proposition that Globalization has Undermined the American Working Class. "
against,"What's up?  Thank you so much for including me in this debate, inviting me here to Aspen and just the fabulous work Intelligence Squared does to put these together. The question that we're debating today is whether globalization has undermined the working class and I want to talk about what globalization has been. Since the end of World War II, global trade volumes has increased 40-fold. That's in part because of some of the trade agreements that Thea talked about, but those trade agreements are only a part of the process of globalization. An even bigger part has been the invention of containers that you can put on ships and make it much cheaper to ship goods. The invention of the internet, which allows more coordination across borders, the widening of the Panama Canal and a whole bunch of other developments, as well as the fact that tariffs have come down 75 percent from what they were at the end of World War II and we've pursued a number of deals that make that trade easier. Taken together, that's the process of globalization and what James and I will be trying to convince you of tonight is that that process of globalization has left the working class in America on net better off. And that without it they would be considerably worse off, that if instead of everything I just described, we'd kept tariffs where they were in 1945, we hadn't widened the Panama Canal, but we narrowed it, we hadn't built out America's ports, but we put rocks in the harbors, and we had never invented the container -- the working class would be much worse off today than they are -- that globalization has, on net, been good. Not for everyone, not managed perfectly, many problems, many of them -- most of them, in fact -- I would agree with Jared and Thea on, and what we need to do to deal with them. But let's put some magnitudes on it. When I was in the White House, they told us, ""Never talk about the consumer benefits of trade because it sounds like you're willing to sacrifice jobs so that people can buy cheap underwear."" The biggest problem we have in our economy, though, is wages. And if you can buy more with an hour's work, that means you got a pay increase. That means you got a raise. Right now, in America, there's 325 million people that buy imported products. On average, a recent study in a leading economics journal found they're 8 percent better off because of the imported goods that they buy. Now, we all know averages, but there's inequality. Not everyone benefits the same amount from trade. At the tenth percentile, your benefits is 67 percent. At the median, it's about 35 percent. Why so much larger? Because you're spending a lot more money on things like clothing that are imported rather than attending debates in Aspen, which don't -- aren't imported. So, there's been, on the consumption side, something that I would not sneer at, demean, or rush past, but enormously important to the purchasing power of 325 million Americans. Now, let's talk about what it means for workers. There's 14 million Americans that work in export industries. On average, they get paid 18 percent more than other workers, controlling for their characteristics. We did research that, just based on the increase in the export share over the last two decades, the typical working-class worker is getting an extra $1,300 from that opportunity to work in industries that are higher-paid better jobs in general than the ones that we are losing. That's just exports. Of course, globalization is more than that. There's massive capital flows, and $4 trillion has been invested from abroad in the United States, creating jobs for Americans in industries that do disproportionate amounts of investment, disproportionate amounts of R&D, and pay disproportionately higher wages. Those two sides -- the consumer side, which affects every single American, and the producer side, which affects those who are working for it -- have enormous benefits. There's nothing in economics that says that trade benefits everyone. Absolutely it has winners and losers. It may even make a minor contribution to inequality -- something we can come back to in the course of this debate. But the proposition here is, has it helped or undermined the working class? And if that means that that whole process of globalization, that whole process of greater integration, partly furthered by public policy, partly advanced by technological innovations has benefited the working class leaves them better off. And without it, they'd be worse off. If you're convinced of that at the end of tonight, then I would ask you to vote against the motion. "
for,"I want to say thank you to IQ Squared -- the awesome staff. Great to be here at the Ideas Festival and great to be here with my friends Jason and James. Yes, I have a sore throat. I feel much better than I sound. If it helps, close your eyes and pretend you're listening to Barry White. That helps our side. But I apologize for that. Again, I feel okay I just sound funky. Thea and I are arguing for the motion that globalization has lastingly hurt millions of working class families. For the next few minutes I'll take you through the theory and the evidence in support of the motion. Expanded trade has thrown the working class into much more competition than they experienced before trade with lower wage countries took off. Now, economic theory and I'm quoting the trade economist Danny Roderick here, predicts quote ""that low skilled workers are unambiguously worse off as a result of trade liberalization,"" so, directly contradicting some of the points that Jason just made. This notion that production workers in richer countries lose out, so we're the richer countries, that working-class workers in countries like ours lose out when trade expands with poor countries, is not a special case of a particular model. Roderick says, and I'm quoting again, ""This is standard economic fare familiar to all trade economists, even if not voiced too loudly in the public."" Well, Thea and I are here to voice it loudly today, or at least as loudly as I can given my throat. But theory only tells you where to look. It doesn't tell you what's actually happening. First, our openness to trade has basically tripled over the last four decades as the stagnation has set in. But prior to the period of expanded trade, working class compensation doubled along with productivity growth. Since then, since the period of expanded trade, working class compensation has grown only 12 percent while productivity is up 74 percent. So, 74 percent on productivity, 12 percent over 45 years real, now I say inflation adjusted and that's a very important point, because again, Jason was talking about the price effects, the advantageous price effects. They're built in to this real compensation calculation. It takes account of those gains. Had working class compensation kept up with productivity over the period of expanded trade, it would have been $15 per hour higher and that translates into $30,000 a year for working class workers. Let's take a good proxy for I think the working class blue collar manufacturing workers, okay? In the period before trade expanded, their paycheck grew 3 percent per year consistently from the late '40s to the mid '70s. Since then it has grown 0 percent. Again, over 45 years. In fact, the real wage of a blue-collar manufacturing worker was about $22 in today's dollars in 1973. Again, all inflation adjusted so price effects from trade are embedded in these calculations. Last month it was a dollar lower. It was $21 per hour and that's 45 years later. Now, you might be thinking oh, these are completely different groups of workers, and of course, they are, but that just further bolsters our argument. These workers are more experienced. They're more highly educated. They're more productive and yet they earn less. Their living standards have been undermined. Next there's the evidence of the China shock. Careful analysis finds that the sharp increase in the imbalanced trade with China in the 2000s explains about 40 percent of the job losses in factory jobs in those years. That's about a million jobs in manufacturing highly geographically concentrated, by the way, which is important given the way electoral politics is played out in this space. Spill overs from the China shock to other sectors led to the loss of another million jobs. Now, Thea and I are not arguing that trade is the sole factor responsible for all these trends. You already heard a little bit about automation and technology but teasing apart these factors is much harder than economists make it sound. Consider that advances in shipping technology have significantly lowered containership loading by about 90 percent and that the internet has just fueled a cross-border financial flows, as Jason was just saying, we agree with that, but it is obvious, it is obvious to us that technology facilitates globalization, which brings us right back to this institutional context within which both technology and globalization are taking place and we're left with two opposing propositions. One, expanded trade puts large groups of American workers into global competition which hurts their living standards and two, even with those losses, increased trade is in the aggregate pro-growth, as our opposition has stated. And the contention that holds them together -- that ties those two ideas together -- is that the benefits of increased trade are such that winners can compensate the losers and still come out ahead. But just because the winners can compensate the losers doesn't mean that they're going to do so. Here, and everywhere else in this debate tonight, we must get away from the abstract truisms and look unflinchingly at the U.S. case. You know, our economy, not only do those benefit the most from trade fail to compensate to the losers, they use their winnings in the context of our pay to play politics to buy the politicians and the policies that will further protect them and enhance their winnings. They don't help the losers of trade. They hurt them. And in that sense, they undermine the middle class, and I ask you to support the motion. "
against," Good evening. Delighted to be here and joined by colleagues to argue this topic. I think it's important to get very specific about what's actually going on. Let's start with a couple stories. So, if you and your nine friends worked in apparel manufacturing in 2000, a decade later, only three of you have jobs. You lost them. In fact, if you take another example -- if you worked in a steel -- in a textile mill, again, you and your nine friends, in 2000, today only three of you have a job. And it is the case that those jobs have gone overseas. In fact, if you actually look at particular communities -- and we try to look at these things in a very micro-localized way -- if you are living, for example, in Webster County, in Mississippi, where apparel manufacturing was the dominant economic activity in that county, something like a third of the jobs disappeared overseas. So, it is the case that, in fact, these have been very deep impacts in these local communities. So, if the question is, have any American working-class members been impacted by globalization, the answer is clearly yes, because these are real people. It has actually happened. But I don't think that's the debate we're asking. But if it's -- also the question is, have we done enough to assist those workers transition, get skills, and deal with those -- the difficulty of that impact, we have not done enough. I don't -- so I don't think that's the debate, and I don't think my colleague and I would dispute any of that. I think -- but if -- the other hand, the question is whether working class Americans everywhere have fared well or not over the last two, three decades. Again, the answer is they haven't. And I think, some of the statistics that Jared pointed out are true. The working class in America has not done very well. Wage income inequality, wage stagnation, rising costs of living -- all of that is absolutely true. But I think it's important to come back to what's actually on the table and the proposition we're debating. And the question is whether, in fact -- has globalization been the key reason why the working-class Americans have suffered? That's the proposition, not whether American working-class members are not doing well. So, on that question, that's where Jason and I have a different point of view, and actually think it's -- globalization has actually benefited the working class. Now, Jason has made a lot of the arguments that we would make, so I won't repeat them -- although I'm sure we'll get into them. But I think it's also important to think about -- if we are talking about the working class across America, who are they? So, I think a few things are very important. If you look at the people who are typically thought of as working class, some -- there's about 75 million of them out of roughly the 125 million workers who are in the non-farm sector in the economy. So, it's about 60 percent of the people in -- working in the economy. It's a big part. If you look at where they work, most of them work -- so, the majority of them don't work in these directly traded sectors. In fact, by various estimates, the proportion of the working-class Americans who work in these traded sectors that face globalization is about 20 percent. The rest are working other places. They're working retail. They're working a whole bunch of other places. So, we need to very clear about which -- what proportion of Americans in the working class are directly facing the impacts of globalization? Jason has already pointed out, and I think it's important to remember that, in fact, if you look at the working class, they're also consumers. These are families who are trying to earn a living and so forth, and we know that, in fact, a big portion of what they spend money on is purchasing products, goods, and services, many of which are traded products goods and services, whether they themselves work in the traded sector or not it doesn't matter, but they're purchasing these products and services. So, I think it's important to recognize who they are as we think about the impacts of globalization and quite often we end up conflating what's happened with the working-class Americans generally with what's happened to in particular the manufacturing or traded sectors specifically, saying that's an important thing we should keep in mind. But I want to make another point in my opening remarks, which is I think if we are asking the question what's happened to the working-class Americans, it's important we actually think about who are the real culprits? Are we scapegoating globalization or not? So, I won't repeat the statistics that Jared point out about income stagnation and all that. They're all true. The American working class hasn't fared very well. But let's look at who the culprits are. So, I'm going to look at two places. Let's take manufacturing, which is often the epicenter for a lot of these points that I made. If you look at manufacturing itself specifically and you look at the job losses we've had, most careful studies when they try to attribute what proportion of the jobs we've lost to manufacturing have been lost to offshoring or jobs being sent away, the estimates typically range between about 13 and the highest I've seen is 33 percent. Our own work suggests it's 20 percent. Some other careful work that's been quoted by Jared, by David Auter and others, has a number that's in the 20-something percent. No one is saying it was 90 percent. We can debate in that small range. So, it's important to keep that in mind. So, if that wasn't -- if offshoring and globalization wasn't the reason, what are the other reasons? One of them is technology and automation. A lot of routinized tasks have actually served to get automated. I studied robotics and I do a lot of that work and you can see it. In fact, the question I would ask often is pick any factory that's been built in the last five years anywhere in the world and go look to see how many people work there. It doesn't matter where it is, not very many. So, what we're doing in terms of automating how factories and manufacturing plants work has had a big impact on this. So, -- and then if you also ask the question in manufacturing so what about the rest of it? So, some of this is competition. We -- there are lots of countries that have trade surpluses in manufacturing sectors, whether it's Germany and others. If you actually look at what's happened, so take automotive sector, for example.  And what I always say when that happens, and it happens in almost every debate we do, I say continue your thoughts in the next upcoming round. "
for,I'm also experiencing a loss of voice.
against, Because they work -- -- they work in traded sectors -- -- to be clear. They work in traded sectors. This is the work --
for,"We're ready for that one.  Goods or services -- I'm not sure what your figure is -- that are traded across ports. So, it could be either exports or import competing. And -- but so, the traded sector may only be 20 percent, but all those workers who are seeing their wages bid down and eroded in the traded sector -- they're going to go off if they lose their jobs -- let's say a steel worker laid off because his company moved overseas is going to go and compete for a job at Wal-Mart and is going to put downward pressure on the wages in Wal-Mart. And the other thing that's also important, in terms of spill-over effect -- that this is one labor market. But also, as you decimate a community -- because let's say the factory closes, and people are laid off, and they don't have money to pay taxes anymore -- so, that is also going to undermine the public sector. So, we're really connected to each other in this economy."
against," The impacts do bleed, but I think -- keep in mind that one of the things we haven't talked enough about is, what is the contribution that globalization has done to the GDP growth? So, for examples, the estimates are -- -- -- I'm going to link it to that -- Yeah. So, the point about -- if globalization has added about 2 trillion -- this is the Peterson Institute estimates, our estimate is about 1.8 trillion -- to GDP growth in the United States, that benefits all workers --"
