side,script
for,"Well, they were helpful. I think it was just sort of a combination of gratitude and fear. They were grateful that we just knocked off one of their two principal regional rivals, which was the Taliban, and they were fearful that they might be next. And so it was a combination. It was also a different Iranian government than the one we have today; it was a reformist regime operating within an environment that limited their powers but not limited to the point they couldn't reach out. It was a genuine opportunity that we flubbed. I'm not going to argue tonight that we still have that opportunity. Excuse me, I thought I was finished. Yes, Reuven Pedatzur. There was no reaction whatsoever, because you should know that in Israel there are no public debates on nuclear issues; it's taboo, so there was no reaction.John Donvan: And if that happened today? The same."
against,"Well, since I'm a historian, I've noticed that if during history everybody had acted according to the rational actor model, then most of what we know as history wouldn't have happened.   Certainly Stalingrad wouldn't have happened. So apparently things happen which are not necessarily because it's in the interest of somebody to let it happen but because of other dynamics. Well, I would say, first, that, you know, there are teams of neuroscientists in a bunker under the White House trying to figure out what's in Netanyahu's head. So it's a mystery to me too. I would say, to sum him up in a sentence, I would say that he has many manifestations of a typical, insincere politician. On the Iran question, I think he's actually sincere. What that means for policy, I don't know. But he is very sincerely gripped by this issue. We're having difficulties in our relationship, yes, at the moment. At the moment."
for,"You know Israel eye would like to know what's in Netanyahu's head. Good evening. Where are the results? No results yet? Anyway, can Israel live with a nuclear Iran? The short answer is yes. Any questions?  But the real question is not this one. The real question, do we have another choice? And unfortunately, the answer is no. Because it's possible, despite all pressures and sanctions and even if there will be an Israeli military attack that in this decade, Iran will have nuclear weapons. So the question is for the Israeli policymakers, what then? What will be our policy in this case when Iran will have the weapons? Unfortunately there is -- as I said, there are no public debates on this, so we don't know what they think over there about future policy. What should Israel do when there will be a hostile Iran with nuclear weapons? The most effective and maybe the only way to deter Iran is to abandon our ambiguity, nuclear ambiguity and to move towards unconcealed nuclear deterrence. And since, in Israel, we have censorship, as you know, I have to play the game. And when I refer to Israeli nuclear deterrence, Israeli nuclear weapons, Israeli nuclear submarines with nuclear missiles, it's all according to foreign sources. I don't know anything. And I have to use this phrase, ""according to foreign sources."" But Israel has to change its policy and to move, as I say, to nuclear deterrence -- with new rules of the game. And the other side should know what are the rules of the game. There will be red lines so the Iranians will understand it. For example, if Israel will detect a ballistic missile launched in Iran going westerly, for Israel, it will be the nuclear missiles. And in this case, Israel will not wait to see whether it is a nuclear missile or not. Automatically Israel will launch its nuclear missiles, according to foreign sources, and it, Tehran-- , it's fine and so on and so on. And it should be clear for the other side what will happen. And then the Ayatollahs in Tehran will have to decide whether to launch their missiles when they know exactly what will happen. What will happen, that Iran will be destroyed, and we'll go back to the Middle Ages. And I don't see any Iranian national interests that justifies this cost. So I believe that we can deter them. I believe that the other team will use the argument of irrationality. We cannot deter these extremist Muslim Ayatollahs. And if this is the case, we cannot deter them, then Netanyahu is right, and we have to attack. But I don't think this is the case, because if we have a very clear policy of nuclear deterrence, then the chances that the other side will use the weapons are very slim or not existent. For this, we'll have to change not just the policy. We have to show and declare our second-strike capability in order to show the Iranians what we have. And again, according to foreign sources, we have submarines, dolphin class with nuclear missiles. So we have second-strike capability, probably. So when they use the argument of irrationality, everybody goes to the Cold War and say the Ayatollahs are not like the leaders of the two super powers. They are not rational. They are not going to act like the Soviet leaders or the American leaders, which is wrong, I believe, because if you can remember, during the Cold War, Stalin was perceived, even in the states, as a madman -- whenever he has the bomb he is going to drop the bomb. And the Ayatollahs are not like this. And it seems from professional and sober analysis that the Iranians will -- if we'll learn their way of thinking, their culture, their history, they are going to act like real rational leaders. We should understand that the development of the Iranian nuclear weapons is not against Israel. It's based on their experience during the war, the Iran-Iraq war in the '80s, not against Israel. And it's very important to understand it, what is the base of their thinking about their nuclear program. And ironically, possession of nuclear weapons may moderate the Iranian leadership, exactly what happened with the Chinese leadership in '64 when they got their nuclear weapons, and they started acting like rational state. And another example is India and Pakistan. Only 23 seconds more.  So India and Pakistan, there were three wars, after they acquired their nuclear weapons in '98, about after a year there was the Kargil crisis, and they acted very rationally inorder not to deteriorate the situation in using the nuclear war. "
against,"  Thank you, John. Thank you to Intelligence Squared. Thank you for coming. Thank you, Reuven. I -- as someone who's covered Pakistan extensively, I'm not going to sit here and make believe that I would hold up Pakistan as a model of stability -- -- and rational nuclear deterrence, but we can talk about that later. Since you brought up this subject of the nature of the Iranian regime and what they believe and what they think and what they seek, let's talk about that for a minute. What do we have in -- right now in the world? It's a genuinely unprecedented situation, certainly unprecedented in the post-World War II international order. We have a member state of the United Nations, the Islamic Republic of Iran, that actively calls for the destruction of another member state of the United Nations. That is Israel. And they're very, very clear and consistent on this subject right from the beginning of the Islamic Republic. I'll give you a couple of examples. This is from the supreme leader of Iran, who, as his title suggests, is the supreme leader -- he's the guy who sets the policy. Quote, this is from last February, ""The Zionist regime is a true cancer tumor on this region that should be cut off, and it definitely will be cutoff."" Its feelings are echoed regularly among the Iranian, and military, and intelligence elite. I'll give you another example. General Gholam Reza Jalali, the former commander of the Revolutionary Guard Corps, said last August, I quote, ""The fact is, is that there is no other way but to stand firm and resist until Israel is destroyed."" General Hassan Firouzbadi, the chief of staff of the Iranian armed forces, said last May, and I quote, ""The Iranian nation is standing for its cause, which is the full annihilation of Israel."" Finally, Mohammad Hassan Rahimian , who is a top aide to Khamenei, said in the January 2010 television interview, quote, ""We have manufactured missiles that allow us when necessary to replace Israel in its entirety with a big holocaust."" Mr. Rahimian is the deputy minister for subtlety on the part -- -- of the Iranian regime. Iranian opposition to Israel's existence is not only ideological and rhetorical, we have to remember that in addition to actually calling for the destruction of the Jewish state, the Iranian regime works to destroy individual Jews. Hezbollah, the Lebanese terror group, is a proxy of the Iranian Revolutionary Guard Corps. The rocket that it fires periodically into Israel are Iranian manufacture. The rockets that Hamas fires from Gaza very recently are Iranian rockets. Let's not forget in the last year you have multiple examples around the world of Iranians trying to kill Israelis, in Bulgaria, in Azerbaijan, in Georgia, in Thailand. And let's not forget a fact I find very amazing, which is that the current defense minister of Iran is actually sought by international law enforcement authorities for direct complicity in the bombing of a Jewish community center in Argentina. So you're dealing with a regime that regularly calls for the annihilation of the Jewish state. You're dealing with a regime that seeks to destroy and kill individual Jews, which begs the question, ""What would be the impact on Middle East stability and on the safety of Israel if this regime which seeks their annihilation, states very plainly it seeks the annihilation of the Jewish state, were to gain a weapon that would help it actually bring about that annihilation?"" And that's the question that we're dealing with today. Now, there are three ways to sort of deal with this dilemma, I think. The first is to -- is to, sort of, say, yeah, you know, on the one hand it's true, the Iranian regime is the foremost sponsor of terrorism in the world and it denies the holocaust while calling for a new holocaust. And it executes people for being gay and it threatens Christian pastors with execution unless they convert to Islam. And it's responsible for a quarter of the American combat deaths in Iraq, and it hides many leaders of al-Qaeda within its borders. But, on the other hand, no one's perfect -- -- and I'm sure that these, you know, gay-hanging, Christian-persecuting, American-killing, Jew-hating mullahs, if they get hold of a bomb, will behave in a responsible, rational, and enlightened way. The second response is what I call the, for lack of a better term, the ""Uncle Morty response,"" because a lot of us have an uncle Morty sitting in Boca who spends all day on the internet trying to prove that Barack Obama is Osama bin Laden's third cousin by marriage. And the Uncle Morty response -- the Uncle Morty response is to say ""You know, it's 1938 and the second holocaust is beginning next Tuesday and we're all done, and we're finished."" The third response -- and this is what I want to get into during the course of this debate. The third response acknowledges a couple things. Is that it isn't 1938. The Jewish people do not stand defenseless and naked before the world. Iran, the day after it gets a bomb will probably not fire that single bomb at Israel, but it's also clear that Israel in a post-nuclear Iran Middle East is going to have a very, very hard time surviving. Three quick reasons why it's going to have a hard time surviving: my colleague, Shmuel, in a few minutes is going to talk about why the Cold War models of mutual deterrence don't really apply in this situation. I'm going to talk about reasons that it's going to be difficult for Israel to survive even if there is no nuclear propagation. The first is very clear to everyone, including President Obama. The day after there's going to be -- the day after Iran goes nuclear, there's going to be an arms race, a nuclear arms race, in the Middle East. President Obama has warned about this. He said very explicitly that a nuclear arms race in the world's most volatile region is inherently destabilizing. So you're dealing with, in a few years' time, the possibility that four or five different countries that all hate each other, are going to be pointing nuclear tipped missiles at each other. That's not a recipe for stability or happiness; it's certainly not a recipe for stability for the Jewish state. Second reason: if you believe that Israel can only survive if it makes peace with its neighbors, then you will be opposed to the idea of Iran getting a nuclear bomb. Israel cannot survive in a Middle East in which America is a defeated and weakened ally. America is Israel's most important ally. If Iran trumps America, if Iran beats America by getting a nuclear weapon, it means that the Arab states that were predisposed to makepeace with Israel -- and we know the peace process is . Anyway, they will align with Iran, because Iran is the winner of that conflict. The third and most obvious point is Hamas and Hezbollah, even now, periodically fire large numbers of rockets at Israeli civilians. Imagine the power that they will have when they can fire those rockets under the protection of the Iranian nuclear umbrella. Again, there is a real chance that an Iranian nuclear weapon would lead to conflagration in the Middle East. Even without that conflagration, it becomes very, very hard to envision how Israel survives in the long term. "
for,"Well, just to remind us what we're debating about. The proposition is, can Israel live with a nuclear Iran, can Israel survive a nuclear Iran. The answer to that question is yes. You don't need to be absolutely certain it will survive. In fact, technically, you don't even think it has to be probable that it'll survive, just that it's possible that it will survive. And I think both of the opposition will acknowledge that it's possible it'll survive. And Jeff said that they'd have a hard time, which implicitly indicates that there's a good possibility they'd survive it, it'd just be harder. But -- so I mean, I think if you debate at that level, it's pretty clear. There's almost nobody who thinks that Israel's demise will be automatic and certain. It's a question of risk. And so I think in a sense, the real debate is, should Israel live with a nuclear Iran. And the answer is, not if they can help it, obviously. Nobody thinks a nuclear Iran is a good idea. And we're already doing a lot to try to prevent it. We have a massive probably unprecedented international sanctions regime, an active, if so far unproductive diplomatic process, a very active and somewhat successful covert sabotage effort andcyber attacks. Now, these may work in some combination. But I'd have to acknowledge that they may not. And so the remaining question is, should one of these fail, go to war to prevent Israel -- prevent Iran from gaining a nuclear weapon. And I think although that's not precisely what we're debating, the issue does tend to revolve around that. Now, the threshold for saying yes that we should go to war to prevent Iran from gaining a nuclear weapon really has to go -- there are two thresholds, one is efficacy, and one is unintended consequences. You need to look at both. In terms of efficacy, I think most experts believe that an Israeli attack on Iran would set the program back by perhaps two years. That an American attack would be more effective and would set it back by maybe four or five years. It wouldn't prevent it, but it would slow it down. What about the unintended consequences? Well, most people are concerned about the possibility of counter attacks. Iran begins rocketing Israel -- Israeli nuclear facilities, terrorist attacks. But in many ways, the more dangerous response is, first of all, that an unprovoked attack on Iran validates their case for a nuclear weapon, for nuclear deterrence. North Korea doesn't suffer those kinds of attacks. Pakistan doesn't suffer those kinds of attacks. And many in the world and in Iran will come around to the view that maybe Iran actually needs a nuclear weapon. A second consequence is that you begin to collapse the international coalition that so far has made Iran a pariah state that has cut off its access to international markets, international -- not just nuclear technology, but any kind of military technology, and increasingly even cut back dramatically its oil sales. And as a result, Iran gains access to the world economy. It breaks out of its isolation. And even perhaps certainly gains access to sophisticated military technology. In the aftermath of an attack, wouldn't Russia be prepared to sell Iran the kind of air defense systems which so far it's refused to sell Iran and perhaps even nuclear technology from states like Pakistan or others, North Korea. I think in evaluating these consequences, one has to go back to the question of what is it that we, and for that matter, most Israelis, fear about Iran. And I think Jeff has pretty much answered that question. It's not Iranian invasion. It's Iranian subversion. It's Iran's capacity to appeal to militant elements within neighboring populations, dissident elements within neighboring populations in order to galvanize their efforts both against their own regimes in many cases and against Israel. So it's Iranian influence; it's Iranian capacity for subversion. It's not that Iran is going to march across two intervening statesand invade Israel. That is a concern. And the fear is that they would be emboldened, and they'd do more of this. But I think you have to ask yourself, which kind of Iran would have more influence with these dissident populations? Not with governments, but with dissident populations in places like Gaza and Lebanon and other Middle East states. An Iran that had nuclear weapons, or an Iran that was the victim of an unprovoked attack? Which of those two would give Iran greater influence and capacity to mobilize those kinds of populations? I think the answer to that is fairly clear. Now, the argument that Iran would be emboldened by possessing a nuclear weapon is certainly, I think, a real danger. But it's far from a certainty. It's not the historic pattern. You know, our major problems with the Soviet Union and particularly with China occurred before they had nuclear weapons. You know, Soviet Union gobbled up all of Eastern Europe before it had nuclear weapons. We had nuclear weapons, they didn't. China actually attacked the United States and Korea and made a two-year war with the United States and Korea. They didn't have nuclear weapons; we did. Once they got nuclear weapons, we didn't have anymore wars. Now, we had lots of confrontations, but they were eventually defused. Both North Korea and Pakistan do behave irresponsibly on occasion, but there is a certain stability in their relations with India, Pakistan's relations with India, North Korea's relations with South Korea. There haven't been conflicts in either case. So the argument that they'd be emboldened to the point of actually threatening to use nuclear weapons or using nuclear weapons or even engaging in the kind of behavior that they're not engaging in now -- and I think if you listen to Jeff's list of all the things they're doing, you'd have to ask, what the hell else could they do that they're not already doing? And I think the answer is not much."
against," First of all, I won't go into the post-fact scenarios that were brought, but suffice to say that I could offer more optimistic scenarios. When you shuffle a deck of cards, then you play a completely new game. I recall that when we took out the Iraqi reactor we thought it would delay it for three years. But it took about 10 years, and the Iraqis did not get back to the level that they were before we took out the Osirak. Now, the arguments that have brought up the rational actor model, which I've already made some remarks as a historian about and the idea that deterrence works, and the other, the Cold War paradigm can be applied. I would argue that we have to look at both of these assumptions in a completely different manner. First of all, the rational actor model. Somebody, not me, McNamara, said that Castro was a rational man, Khrushchev was a rational man, Kennedy was a rational man. And three rational men almost brought their nations into utter destruction. And that was without any -- I mean, Che Guevara said that if Cuba had to be destroyed in order to destroy capitalism, then Cuba would be thankful for that. But in other words, rational people sometimes do things, or the dynamics between rational people, rational leaders, sometimes leads to things which are not rational. The other thing is that strategic surprises have happened. I don't think there's anybody here who would debate the fact that strategic surprises have happened. And when they happen, they happen because things that hordes of analysts and pundits and journalists have said are completely impossible because it is irrational that people will act that way, but they happened. So the fact is that these surprises happen, and they reflect dynamics which were not pure game theory rational behavior. Now, the other thing is that if nuclear weapons make countries more responsible, then I would propose that the United States, which wants to reduce its nuclear arsenal, should now just divvy out all of the American nuclear weapons to the whole world, and then everybody will become very responsible, very rational, and peace on earth and goodwill towards men. Now to the Cold War paradigm. The Cold War paradigm, let's define what it was. It was bilateral. It was a paradigm which, from a certain stage, had mutually assured destruction, with each party having a second-strike capability. It was with levels ofintelligence that when these -- both the United States and Soviet Union acquired that capability, the second-strike capability, they also had satellites in the sky, so they had a reasonable picture of what was going on in the silos of their respective enemies. There were mutual communications after Cuba, and there was also a perception of a taboo after Hiroshima. Now, when we're talking about a nuclear Iran, we have to understand we are talking about a poly-nuclear Middle East. The nuclear Shiite Iran is going to be perceived by the Sunni countries as something that cannot be countenanced, that they are going to have to acquire their own nuclear weapons. In a poly-nuclear Middle East where every country has a very small arsenal, they do not have mutually assured destruction. They have sort of arsenal which is ""Use it or lose it. If we are attacked then we won't have a second chance. We are going to have multiple nuclear states with these small arsenals with very low levels of intelligence. They won't have satellite intelligence, a very clear picture of what the real intentions of their enemy are. The size of the arsenals, it's better to have a lot of bombs than a few bombs because then, of course, you have the propensity to say, ""Well, if I don't use it now, I won't have a second chance."" But then I want to go into something which has to do with command and control. And this is a very esoteric area. But in order to prevent unintentional use of nuclear weapons or use of nuclear weapons without total control over the process of what's called ""escalation dominance,"" you have to have very sophisticated capabilities. When you look at the command and control structures in the various countries of the Middle East and the paradigms which existed in the Cold War countries, you actually discover that most of the key elements which were instrumental in preventing nuclear confrontation during the Cold War do not exist in the Middle East and cannot exist for various reasons, some of them because of the military culture, the political culture, et cetera, issues such as verification of authority, separation of authority over the delivery systems and the weapons, all of those things which made it more difficult suddenly to rush into nuclear confrontation, things like permissive action links which prevented unintentional use. So all put together, we are talking about a very volatile region. We're talking about a possibility that not because Khamenei gets up in the morning and says, ""Oh, what a lovely day, isn't it a great day to drop a bomb?"" but that because the Iranians do a nuclear alert, the Saudis don't know whether it's directed against them. Israel sees Saudi Arabia, and Iran, and Turkey on clear alert. Everybody goes on DEFCON, andthings get out of hand because none of these countries have the capability to control this spiral of escalation. Now we're talking about something which is -- even if we say it's low probability, but low probability, high consequence, and this is where we stand on that. In other words, we can say, ""Oh, there's a 10 percent possibility that this will result in nuclear confrontation."" Well, 10 percent probability of total destruction is something that you have to think about. So, putting all of that together, I think that I would agree with McNamara that rational actors or rational leaders do not guarantee complete rational processes. And as a final note, we also have to address the issue of the taboo of nuclear weapons. Religious experts in Iran and in the Sunni world all ask themselves, ""What is a nuclear bomb?"" Since there can be nothing which the prophet Muhammad didn't speak about, they have decided that a nuclear bomb is like a catapult, it's just a big catapult, because a catapult used to be thrown over the walls of a city and you didn't see who it killed so it's indiscriminate killing. Well, that's like a nuclear weapon. I think that somebody who sees a nuclear weapon like a catapult is -- Well, I -- first, I would say that there's only a limited amount of knowledge we can gain by analogizing the Chinese Communist Party of 1965 with the mullahs who rule the theocratic authoritative state of Iran in 2013. I really -- I don't want to stretch this to the breaking point, and I feel like that does stretch it to the breaking point. Yes, it's possible. It's possible that Iran will become suddenly a responsible party, but it is revolutionary in nature. I think by the time China reached nuclear status, it had been -- it was growing into something. Iran's specific goal is to export the Islamic revolution throughout the Muslim world; its specific goal is to destroy Israel; its specific role is to liberate Bahrain. A country that has all of these goals which gains a nuclear weapon is not going to suddenly say, ""All right, now that we have the weapon that will finally allow us to do all of the things that we've been telling you we want to do, we're not going to do it."""
for,"Iran is no China, I agree. Absolutely, but China is not alone. Let's talk about India, Pakistan. Let's see that South Korea lives under the ship of a North Korean nuclear umbrella. So it happens to every leadership that the -- Because they know what is the price of using the weapons. There is no winning in nuclear war. So in this case, they know exactly what will happen and that makes them -- And let me give you an example. We're talking about the Iranians, that they're irrational. Let's talk about Khomeini; he was very extremist, right? In 1980, when the war with Iran began, Iraq did, he said that he'll never sign a cease-fire agreement with Iraq until they surrendered. In '88, they started launching missiles, conventional missiles, in Tehran, thousands people dead. And he signed an agreement, because the price was too high. And we are talking about conventional missiles, not nuclear missiles."
against,"Well, first of all, let me come back to Pakistan, because I've done a lot of reporting on Pakistan. Pakistan is moving away from minimal deterrence. We know that Pakistannow is mating its weapons and putting them on mobile launchers, so I would caution not use Pakistan as a great model."
for,"Kargil crisis, for example."
against,"But let me just also say this. I think we're actually also talking about the wrong thing. The thing that I worry about more than -- I am not avoiding the question. No, no, but I'm not avoiding the question. I am going directly at the question by changing the question. I don't -- Sure. Sure, sure. Let me answer the question by saying I don't necessarily think that Ayatollah Khamenei is going to, one day, wake up and decide to launch a preemptive nuclear strike on Israel because he wants to destroy Israel. What I'm much more concerned about is accidental escalation leading to all-out nuclear war. Think of it this way -- think of it this way: what happened two months ago? Hamas fires rockets into Israel, Israelfires back, Hamas escalates, Israel then escalates. Imagine if Iran was in the picture with a nuclear weapon, right? Now, just imagine this: Imagine that Iran, in response to Israel's escalation, decides to move war heads closer to their missile launching sights. And the American satellites see this. You'll be living in a Middle East of launch on warning. You'd be living in a situation in which the Israeli prime minister is going to say the Iranians are moving their missiles to strike us in defense of Hamas. What do I do?"
