side,script
for,"That refers to a speech that was given by Theodore Roosevelt in 1901 and in which he very famously said, ""Speak softly but carry a big stick."" And, of course, the big stick was military power. My partner is a friend and former colleague, Ambassador Kristen Silverberg. Eliot and both signed a number of ""Never Trump letters,"" and so we have not been invited to Trump Tower to hear our views. But I expect a lot of changes."
against,"Well, first, truth in advertising, I grew up in Nebraska, so I'm obliged to make as many Warren Buffett comparisons as I can. But my argument is that, like Warren Buffett, Obama is fundamentally an optimist about the United States, and he also believes in putting the United States on a course to win the long game. He's a value investor. The ever popular former colleague of mine at Defense Department and State Department, Vikram Singh. Oh, I think we're going to be debating opportunities in Asia, and connectivity with Latin America, and investment in Africa -- except it's 2016, so I think we're going to be talking about the Middle East."
for,"The resolution we have all agreed to debate tonight asks you to consider whether President Obama's foreign policy failed. Failure in our view means one of two things. First, did President Obama fail to achieve the objectives he set out for himself? For example, did he fail to end the wars in Afghanistan and Iraq, a goal that featured heavily in virtually every major foreign policy address. Did he fail to take effective action to stop mass atrocities, which he called, ""A core national security interest?"" Alternatively, did President Obama fail according to the standard of any reasonable person? For example, no president intends to undermine the credibility of the United States. At the end of President Obama's tenure, do our words mean more or less? Every president intends to secure lasting and sustainable foreign policy achievements. Will President Obama's major initiatives stand the test of time? It's important to keep in mind that failure does not equate to blame. You can conclude that President Obama's foreign policy failed even if you believe that he was well-intentioned, which of course he was. You can conclude that President Obama failed, even if you ultimately blame the failure on the Republican Congress, on unpredictable political events, even the winds of fate. Eliot and I will outline a number of critical administration failures. But before we begin, two final words about the motion. First, this is a debate about President Obama's policy. This is not a debate about his predecessors. And it's possible to conclude that President Obama failed, even if you believe that some of his predecessors' policies were worse. Indeed, even if you believe that his successor's policies will be worse. Second, this is a debate about foreign policy. It is not a debate about the broader legacy of the Obama administration, and it is possible to conclude that President Obama's foreign policy failed even if you approve of his presidency overall. As you heard earlier, Derek recently published a book on the precise topic under discussion tonight: the Obama foreign policy legacy. And although the book is a thoughtful defense of the administration, and I recommend it to all of you -- and although Derek is our friend -- Eliot and I are prepared to use the book against him. We may even enjoy it. So, with apologies to Derek, I'd like to begin with what I suspect were the hardest chapters to write: the defense of the administration's record in Syria, which Derek acknowledges has become a regional inferno. Close to half a million people have been killed and 13 million Syrians have left their homes. Children as young as 4 have arrived at the Syrian border alone. Syria is not only the worst humanitarian crisis since World War 2, it's a strategic disaster. Historic refugee flows have destabilized the region. Derek describes it as a disintegration of a regional order that the world will be grappling with for at least a generation. Refugee flows have plunged Europe into political crisis. Jihadies holding passports from 100 different countries have joined the caliphate, which now stretches over 40,000 square miles. This will have profound long-term implications for the spread of terrorism globally. Iran has expanded its influence throughout the region and Russia now holds a position of prominence in the Middle East it hasn't enjoyed since the 1970s. American credibility suffered immense damage since President Obama failed to enforce his own redline against Bashar Assad's use of chemical weapons in 2013, in 2014, in 2015, and again this year. Assad remains in power notwithstanding numerous statements from the president since 2011 that he must go. And we've demonstrated our willingness to tolerate any degree of brutality against the Syrian people. I don't expect you'll hear Derek and Vikram argue that Syria is a success. Indeed, it's remarkable how many former Obama administration officials have criticized the administration’s Syria policies. Fred Huff and Ambassador Ford, Secretary Panetta, General Allen, not to mention -- to say nothing of the strong written protests from 51 current foreign service officers. From an administration that called the prevention of mass atrocities a core national security interest and a core moral responsibility, Syria is a colossal failure with consequences that weigh with us for generations to come. One addition failure to keep in mind, President Obama ran on, and reiterated numerous times, his desire to reduce the threat of nuclear weapons. He called the Nonproliferation Treaty, which sets international rules for the use of nuclear technology, a centerpiece of his foreign policy. Rather than strengthen the treaty and encourage countries to comply with its terms, the administration rewarded its principle violator, increasing the risk that other countries will follow suit. Under the terms of the deal the administration negotiated, Iran is allowed to keep a substantial nuclear enrichment program, is allowed to continue building out its missile program in violation of numerous security council resolutions, and was provided close to $2 billion in cash from the U.S. Treasury. Bizarrely, Iran is allowed to do self-inspection at a key site. Nothing in the deal restrains Iran's violent activities in Syria and Iraq. Most egregiously, key terms of the deal expire in 10 and 15 years, at which point Iran could have a breakout time of weeks or even days. As a nuclear arms control deal, it's inexplicable. We urge you to vote for the motion."
against,"Well, -- I want to thank everyone for coming out tonight and I want to say it's an honor to share the stage with Eliot and Kristen. They're two people I admire. I consider them friends. We're all members of the Washington Swamp, so I look forward – -- to the conversation tonight. And how should we judge whether a president's foreign policy is a success or a failure? Obama has compared being president to being a relay racer, in which you get elected and you inherit a situation that you can do nothing about, and all you can do as president is make the best with the time that you've got, make as much progress as you can, set your successor up for success, and then you execute a clean handoff with the next president taking the baton for his leg of the race. So, foreign policy success should be measured in a simple way. Did the president improve on what he inherited? Did he do as much as possible to set the next president up for success, positioning the U.S. to win the long game? For Barack Obama's foreign policy, we believe without any doubt the answer is yes. Obama has restored America's strength and repositioned America to lead in the world. To make our case against this resolution, I will talk about what Obama inherited and what he said he would do about it. Vikram will talk about what Obama has achieved. Now, think back to eight years ago, if you were sitting on November 29, 2008. By almost every measure at home and abroad, the United States was a declining power. Now, America can't be strong in the world unless it's strong at home and what Obama inherited eight years ago, was pretty grim. Eight hundred thousand Americans were losing their jobs every month. Millions of Americans were thrown out of their homes. The U.S. economy was on the verge of complete collapse with major financial institutions that had already gone under, and the U.S. auto industry was about ready to go belly up. It didn't get much better when we looked abroad with nearly 200,000 American troops in harm's way in the Middle East and Afghanistan, nearly breaking the back of the military, with many of these forces on their third or fourth deployments, and thousands of Americans grievously wounded. Countries like China and Iran were on the rise. And in too many places around the world in 2008, the United States was not identified with hope and opportunity and optimism and making people's lives better, but with torture and militarism in Guantanamo Bay, and climate change denial. Now, when President Obama was elected, in sharp contrast to his predecessor, George W. Bush, who campaigned in 2000 to implement a more humble foreign policy, but instead presided over years characterized by overreach and arrogance, Obama has followed through on what he promised to do in 2008. He promised to restore and revitalize core alliances like NATO. He promised to restore America's power at home by focusing on the economy. He said he would pursue tough engagement with adversaries like Iran. He expressed the willingness to undo outdated policies like the embargo on Cuba. He said he would reduce the U.S. role in Iraq and Afghanistan while not getting overwhelmed by massive new military engagements. He said he would modernize the military while deemphasizing military force as the primary instrument of American power, elevating diplomacy and development. He said he would rebalance American statecraft to the Asian Pacific. He said he would try to involve Congress more meaningfully in decisions about the use of force. He said he would execute a more lethal fight against terrorists while ending excesses like torture. And he said he would pursue bold policy initiatives on issues like trade, climate change, and nuclear disarmament. This is what Obama was elected to do eight years ago, and that's what he did, and that's success. Now, looking out at the world, we'll be talking a lot tonight about how complicated it is, and we'll hear from our opponents about how things have been mishandled and could have been done better. We're going to hear a lot about weakness. We're going to hear a lot about leading from behind. The world has its share of challenges. But let's try to have a little bit of historical humility here. If we were sitting here in November 1968, we'd be talking about 500,000 Americans in south Vietnam, Soviet tanks in Prague, an American political system ripping itself apart on the streets. If we were sitting here in November 1980, we'd be talking about American hostages in Iran, Soviets in Afghanistan, and a worldwide energy crisis that was leading to gas lines. And of course, eight years ago, November 2008, we'd be talking about the great recession and the aftermath of the post 9/11 years in foreign policy. So, we judge a president's success not on whether the world is complicated or not or whether there are threats, but what position is the U.S. in to do something about it? What is the state of our economic, diplomatic, and military power around the world? What is the health of our alliances? What is the state of our global leadership? Now, to judge Obama, think of it this way. In terms of America's power in the world, would you rather be Barack Obama taking the baton from George W. Bush and what he left behind, or would you rather be Donald Trump taking the baton from Barack Obama and what he has left behind? Well, ask yourselves, why is it that America's allies are so worried about what is to come with Donald Trump as president? Why have America's adversaries -- why are they cheering? Why did Russia work so hard to undermine the candidacy of Barack Obama's chosen successor, Hillary Clinton? Is it because Obama was failing? Now, the stakes for our future could not be higher, and the right choice for tonight's question could not be clearer. I ask for your support against the resolution."
for,"Thank you. Well, that was a very interesting set of remarks by Derek Chollet, who is genuinely a friend of mine. A lot of really questionable propositions and some -- a lot of rhetorical questions. And I'll just start with one. Why do our allies around the world worry about Trump? It's not because Obama is a success. It's because they're afraid Trump is nuts. As Kristen Silverberg foretold, our opponents are going to talk a lot about George W. Bush, they're going to talk a lot about the economy. There'll be a lot of adjectives. Let me turn to some nouns. Russia. In July of 2009, the president launched the so-called Russia reset in a speech in Moscow in which he said -- and I quote -- ""There's a 19th century view that we are destined to vie for spheres of influence and that great powers must forge competing blocks to balance one another. These assumptions are wrong."" Well, it is little wonder that in 2014, when Russia invaded and seized Crimea, and then invaded eastern Ukraine, both places it still is -- a country whose borders it had guaranteed. All his Secretary of State could do was to splutter, ""It's a 19th century act in the 21st century."" When Russia fostered civil war in eastern Ukraine itself and then sent soldiers there, the Obama administration was chagrined. And today, as Russian air power smashes Syrian cities, slaughtering civilians, the administration is appropriately appalled. And when the Russian government attempts and perhaps succeeded in disrupting our political system by all kinds of things, including hacks into the Democratic National Committee's computers, the administration is embarrassingly silent. The Russian reset was a failure, thoroughly and unambiguously. There can be no doubt that our relations with Russia are worse today than they have been at any time since the end of the Cold War. Another failure, President Obama's -- came in, promising to end the wars upon which we had been engaged. He told us in 2011 that that tied of wars is receding and every war must end. He declared, in May of 2013, that he had indeed ended the war in Iraq. He came in, of course, promising in his campaign in 2008, the twin objectives of ""finishing the fight against al-Qaeda,"" a direct quote, and ending the war in Iraq. How has he done? Again, the facts. He has launched us on our third war in Iraq against an outgrowth of al-Qaeda, which he once dismissed at the JV team, but, of course, we know today as the Islamic State. His administration has actually spent as much as, and by some counts more, on war than did that of President Bush. He has presided over a vast campaign of drone strikes around the world. He launched a war in Libya without -- and this is interesting, based on what Derek was just saying about his attitude towards Congress -- without an authorization of the use of military force from Congress. I would remind you that President Bush actually did get an authorization for the use of military force in Iraq from Congress. The results of that war, by the way, include thousands of migrants fleeing to Europe from that wretched country, often drowning or dying of exposure along the way. His record in Iraq, one that in 2010, Vice President Biden hailed as one of the great achievements of this administration, has been shattered beyond all hopes of putting back together. Rather than finishing, as he promised he would, the war with al-Qaeda by killing Osama Bin Laden, that organization and its affiliates have taken new and in some ways more menacing forms. He said that the Syrian war must end and Bashar al-Assad must go. But the war continues and Assad is not going. The Obama administration claimed to have disposed of the Syrian arsenal of chemical weapons. But, according to the United Nations, the fact is the Syrian government continues to use chemical weapons to this day. He has not even been able to deliver on what was an unambiguous, admittedly symbolic, but very important goal for him. You remember how many times he promised he would shut the prison at Guantanamo Bay. He failed to end the wars he said he would end. And whether or not we excuse these failures -- and we may very well excuse them. We may blame them on all kinds of things other than the fault of Barack Obama. The fact is, he failed to do the things he said he would do. And what of the future? Kristen talked about nuclear weapons. In Prague, in 2009, President Obama promised a world without nuclear weapons. Kristen's talked about Iran. Remember, the Russian government today routinely invokes nuclear threats against Western Europe. Most nuclear powers other than the United States are modernizing their nuclear arsenals. Four out of five North Korean nuclear tests have occurred on the watch of this administration. And in fact, North Korea is building an intercontinental ballistic missile which will be able to reach the United States. And it has detonated bombs roughly the size of the Hiroshima or Nagasaki bombs. Ladies and gentlemen, in foreign policy, there are no prizes for effort, for good intentions, for noble aspirations, for bad luck. There are only results. That is how administrations are judged, must be judged. And by that standard, the Obama foreign policy has failed."
against,"Thank you. Thank you, John, and Eliot, Kristen, Derek. It's great to be here with all of you and to have what I think is really a very important debate. To listen to our opponents, really, nothing has gone right for the United States on the world stage for the past eight years. Barack Obama has emboldened enemies. He has left allies uncertain. He has let bad behavior go unpunished. But these claims do not stand up to scrutiny, and most of you know that these claims do not hold up. Like every president before him, Barack Obama's foreign policy has had missteps. It has not been perfect. But a failure? Like Nixon in Vietnam? Like George W. Bush and the Iraq War that we still cannot escape? As Derek demonstrated, Obama left the country not weaker, but stronger, and he did so despite the most difficult circumstances to confront any president since World War II. Those of you who view President Obama's foreign policy as a failure are either scoring some cheap political points or they're making two critical mistakes. First, they view the challenges Obama has been unable to overcome as catastrophic, when in fact, they are the drama and tragedy that always is world events. Again, as Derek alluded to, if you look back over the decades. They suggest that there are easy solutions, if Obama would just leave. But the prescription of the commentariat is generally a return to the same mistakes of reckless over-commitment that brought us to the catastrophe -- to catastrophe by 2008. In that year alone, 469 Americans died in Iraq and Afghanistan, and we spent hundreds of billions of dollars. We were spending 10 to $12 billion a month for results that don't look a lot better than what we are having -- what we're managing to do today with far less commitment. Obama was elected precisely on his promise to avoid these kinds of grievous mistakes. Second, the absolutist critics of Obama ignore or distort the successes of the Obama administration to fit their narrative of failure. The -- this is -- this does a great disservice to Obama and to America's national security by expanding fissures that will lead to wild and dangerous swings at how America relates to the world. Will we support our allies or abandon them? Will we stand by our agreements or tear them up? Will we lead or will we turn inward? I want to spend some time running through some successes and challenges that actually make it clear, despite what our opponents say, that Obama's foreign policy is not a failure. In 2009, an Iranian nuclear bomb seemed inevitable. The Bush administration had tried and failed to get negotiations going. Observers, including Eliot, noted with real concern that Iran had massive stockpiles of uranium, including enough highly enriched uranium for at least one bomb -- at that time. And a plutonium pathway to the heavy water reactor at Iraq. Without any inspectors, the world was blind to all Iranian nuclear activities. The Obama administration took the threat seriously. Our intelligence services worked to slow Iran's enrichment, including with offensive cyber operations to destroy their centrifuges. American military planners prepared for targeted attacks, keeping every option on the table for the president. American diplomats, led by Hillary Clinton, secured the most restrictive and effective sanctions in history -- sanctions that could only work with cooperation from Moscow, Beijing, and Europe. And in secret, the administration kept open the door to talks and worked with other UN Security Council members and Germany to secure a deal. Today, Iran has no highly-enriched uranium. It has insufficient uranium of any kind to make even one bomb. Iran has no plutonium pathway, and highly intrusive inspections help verify compliance. Could they cheat? Possibly. But our military option would still be on the table and with much more information for planners. Are Iranians still supporting terror and brutality at home and in the region? They are. But they are now 10 to 15 years away from a nuclear bomb instead of weeks or months, which makes every other security challenge more manageable. That is a foreign policy success. What about climate? We know that climate change threatens humanity and will increase instability, violence, and population displacement. In October of 2015, it looked like the Paris round of talks were going to fail, but the Obama administration was not going to take no for an answer. They pulled together, developed in developing countries that were most impacted by climate, rising sea levels to drive talks forward. They worked over years with China to develop a relationship so that they could come up with a pact whereby the two biggest emitters would lead the world to make Paris a success. Unless a new American president tears up the Paris agreement, the world will actually be on the path, for the first time, to start reducing carbon emissions. That is a foreign policy success. One of the failures that was just noted was Crimea. Vladimir Putin's invasion of Crimea was no more the fault of Barack Obama than his invasion of Georgia in 2008 was the fault of President Bush. We should judge these presidents by how they responded. President Bush flew troops -- Georgian troops back from Iraq to Russia -- to Georgia. They were routed by the Russians. He did some limited sanctions. They did nothing. Sanctions that Obama created with Europe are actually punishing Russia. There will be a cost. It shows that countries will stand together for principles even when their own interests are challenged. The fact is, today, majorities of the world view America and Barack Obama favorably. According to Pew Data from June, people are starting to again view America as the world's leading economic power and they trust Obama to do the right thing. As he ends his term, he has a 60 percent approval rating. We believe that you will think as we do that Obama's theme song upon exiting this administration will be ""You're Going to Miss Me When I’m Gone."" So, I am hopeful you will join us in opposing the motion."
for,"You know, the question is, do people like President Obama. The answer is yes. I like President Obama, and I'm sure most of you do as well. The more important question is, do they respect him? And I would say reputationally, there is nothing that compares with the hit that occurs when the president says, ""Here is a red line. You cross that red line, and bad things happen,"" and you don't follow through. And so, what I -- the way I think about our reputation in the world, do I want to be liked? Do I want to be admired? Of course, but do I want people to believe that when a President of the United States says, ""You cross that red line, serious things happen,"" I want them to believe it. And that's more important. And in that respect, President Obama failed."
against,"I think it's -- respect is, can I rely on that guy? Can I rely on the United States? The challenge on the Syria red line question is, should the president have ended up taking a worse option than what ended up unfolding when – Okay. So -- actually, I should let Derek do that since Derek, he wrote the book on it. And was in the situation room for the -- for the discussion. So, in August 2013, Bashar al-Assad uses chemical weapons against his own people which crosses the red line that president had set. He launches on an effort to prepare for the use of military force against Assad. Then to our surprise, an opportunity arose to do something we had never imagined possible, which was get rid of most of Syria's chemical weapons through diplomacy, something that the use of force would not have achieved."
for,"Basically, although I'll just reiterate that Bashar al-Assad didn't just cross the red line in 2013. He continued to cross the red line in 2014, 2015 and also in August this year. Using things that were not covered by the chemical weapons – No. This year using things that were – -- using chemical weapons. Chlorine. Chlorine gas. I'm a military historian. Chlorine gas was one of the weapons of choice in World War I. And according to the August UN report, this year, using things that were covered by the agreement with the Obama administration."
against,"Put this in big context. In Iraq, we used force to deal with the WMD threat that did not exist, and we are still dealing with the strategic consequences of that decision. In Syria -- in Syria, we did not use force, and ended up dealing with the WMD threat that did exist and was in fact far worse than the CIA wrongly estimated the Iraq threat was. And that's criticized as a bad decision. Well, I don't think there's any world in which President Obama wouldn't prefer that he hadn't set or read that red line in the way he did in that press conference. But the fact is that his credible military threat ended up resulting in something that eliminated something far more -- the estimate was that we would get 25 to 50 percent of Syria's military chemical weapons from the military planners through a military operation. We got maybe not a hundred percent, but damn near close to it – -- something like 12,000 tons of chemical weapons peacefully removed from Syria. Chemical weapons in the hand of -- hand of ISIS today which would have been more likely –"
