side,script,round
for,"Well, it's pretty simple. I grew up in Providence, Rhode Island. We don't have professional sports, but we do have our beloved Providence College Friars, who I've rooted for all my life.",
for,"Well, so the problem is, is that I'm like one of those guys you ask, ""What kind of music do you like?"" And they're like, ""Oh, every band I know is really obscure. You wouldn't know them."" So, all my board games are like that, but I guess if I had to pick a sport that fits in the board game, it would probably be baseball. It has a long history going back to Stratomatic, and so I'd go with baseball.",
against,,
against,"Well, John, it was signed by Richard Nixon in June of 1972, a law mandating if you get federal funding, you must treat men and women equally. It was designed for law schools and med schools. Obviously, the sports component has been huge. I think it's the most important law in our country of the last 45 years, not that I think it's a big deal or anything. Title IX has changed the playing fields of America.",
against,,
against,"Not intentionally. However, when we were called to the bench, I was the only one that could look eye to eye with the judge, so -- -- I think that had some impact.",
for,"Thank you, John. Tonight, you're going to hear Christine and Len argue that mandatory enforcement of amateurism is a bulwark against the forces of over-commercialization that threaten to destroy college sports. They'll ask you to ignore the fact that college sports are already hyper-commercialized with billion-dollar TV contracts and events like the Chick-Fil-A Peach Bowl. But to economists like me and almost any economist not on the NCAA's payroll, the NCAA's enforcement of amateurism is not noble. It's the classic conduct of an anti-competitive cartel. A cartel is a set of independent firms -- here, the member colleges and universities of the NCAA -- that fix prices in a market where they would otherwise compete. Cartels are illegal in the United States. People go to jail for price-fixing and firms have been punished for attempting to fix the price they pay their workers. In the 1990s, one cartel that was trying to fix wages was punished by a federal court, which said -- and this is a quote -- ""the cartel ultimately robbed suppliers of the normal fruits of their enterprises."" That cartel was the NCAA, which had tried to fix the wages that were paid to coaches by the schools. And they said, ""Well, we need to, because we have to preserve amateurism. We need to save costs."" And the court said, ""Those may be fine goals, but they don't override the coach's right to seek employment in competition among the schools that would employ him or her."" And so, my proposition to you is, rather than voting yes to the simple ""Pay college athletes,"" I want you tonight to vote yes to the idea that college athletes, like their coaches, have the right to a market free of collusion, like all of us do under the law. Tonight, you may hear the argument that if college athletes are paid, that suddenly and magically they'll stop being students. That's nonsense. Students in college get paid all the time. They work in the library. They work in the bookstore. They get paid if they're in student government. They get paid for -- on the school newspaper. One of my roommates in college got paid a commission every time he placed an ad in the school yearbook. Emma Watson was at Brown University when she made many of her ""Harry Potter"" movies as Hermione Granger, and she was paid an exorbitant salary because she was able to access a free market. We might not have approved of how much money she got. We may have been worried that she would have spent the money frivolously or maybe even dangerously, but we didn't deny her, her adult right to go into the market and seek compensation free of collusion. That same adult right has been denied to college athletes. So, where Emma Watson was treated like an adult, DeShawn Watson, who won the national championship at Clemson, was not. Instead, he was told he could have a fixed price, and that was it. I'm not here to argue that every college must pay every athlete. Instead, my proposition is simple -- that college athletes have the same right of market access as their coaches, and as the rest of us here, and that we have let them -- that right be usurped by the NCCA through collusion. Should we pay college athletes is a really arrogant question. Who are we to tell a group of people whether they can or can't earn a living under the same rights that the rest of us have? A better question is, if there were no collusion, would college athletes get paid? And if the answer to that is yes, then you know they're being exploited -- because their pay is being held down by a cartel. So, would they get paid? Of course, the answer is yes. One answer -- one reason we know this is because college athletes are already paid. In exchange for their athletic services, they are provided with room, board, tuition. And since about 2015, they get about $400 a month in cash as well. This is not a free education. It's a quid pro quo -- services for services. Athletics for education. Now, Joe is going to talk about whether that education is being provided fairly or not. But my point here is that in a market, if schools were not bound by NCAA collusion, they would offer athletes every single bit of education they offer them today, and education. It's not an either/or. It's a both and. And anything else you hear about this tonight ends up being a quibble when you think about it being a fundamental right. So, one quibble you might hear is that Alabama and Ohio State will get all the best football players and Kentucky and Duke will get all the best basketball players. But that happens now. There's actually very good economics that shows that fixing prices hurts competitive balance; it doesn't help it. You may hear doctored NCAA statistics that nobody makes any money -- but there's plenty of money when the coach needs $500 million pay, the assistant coach needs a million dollars. And the good news is that unlike coaches' pay, as athlete pay rises for men, Title IX ensures that an equivalent amount will be dedicated to women. So, what we'll see is a sort ofTitle IX 2.0. If you hear the myth that compensation and education just aren't compatible, please listen carefully. It's about something about who's getting the money -- why is it okay for Emma Watson to get the money, and Katie Ledecky to be paid to swim while she's at Stanford, but it's not okay for DeShawn Watson or for Richard Sherman to get paid to play football while he's at Stanford? Finally, don't fall for the fact that no one will watch. If no one will watch, then no one will pay, because pay in a market is driven by businesses' desire to attract customers. And so, if in your mind, you suspect that, if allowed to, colleges would pay, then what you're saying is that you know that fans would still attend. And that's why I want you to answer ""Yes"" to the proposition, because athletes deserve the right to find out the answer, what they're worth.",
against,"Pay for play is a cop-out. It teaches nothing. It infects the true mission of sports and higher education, and you got to consider this. There is no right to play college sports. There is no statutory, natural, or God-given right. No one forces the athletes to play. There are options that exist for basketball and even football players to play somewhere other than college. It's a benefactor/beneficiary relationship, where the athletes, as beneficiaries, accept the conditions set forth by the benefactors, in exchange for the benefits that include free education, free world-class training. Now, if you quantify those benefits -- room, board, books, tuition, cost of attendance, stipends -- which can sometimes go as high as $6,000 -- then add medical benefits, world-class coaching, training in world-class facilities, the ability to build a brand on national TV. How much would those benefits be worth on an open market? Now, no one can argue that the NCAA has done it perfectly, but no one can reasonably argue that these benefits don't have significant value. The mission of higher education is leadership development. Competition against similarly situated folks on a plain surface in front of crowds is a dynamic element of leadership development. That kind of pressure yields diamonds even among athletes who never make it to the pros. Few college students have that opportunity. Pay for play blows up that mission with its distractions. Only tuition is tax free. You know, any benefit not directly attached to the education mission is taxable, but the IRS just looks the other way for now. Imagine every athlete having to file a tax return. That just adds to the burdens that college athletes already have. Pay for play destroys the pro social benefits of college sports. Ninety-six percent of the revenue derived from tickets and media sales go back to the institutions who in turn utilize it for programs that work to the benefit of student athletes. The revenue serves the greater good. That includes supporting division two, supporting division three, subsidizing nonrevenue sports with money for scholarships and other beneficial programs. Now, pay for play obliterates the line between sports and -- pro sports and college sports. College sports galvanize small city and big city communities, college communities. The academic and sports success of beneficiaries lead benefactors to contribute more. And the success of the beneficiaries through graduation, earning a degree, and post sports and college success leads them to become benefactors through foundations, through other ways that they contribute to the community causes. And, yes, it is a social and racial justice issue, however, not for the reasons our opponents have stated. You know, black athletes carried a burden of academic failure in revenue-generating sports. Fifteen years ago, the graduation rate for African-American basketball players was 46 percent. Today, according to the graduation success rate, it is now 77 percent. Now, those numbers can improve, but guess what. They were done without paying a single dime of pay for play. Now, nevertheless, the growth over those 15 years is something that people marvel at. But the bottom line is it's just a shiny object that draws these athletes out momentarily. But it gives them nothing as far as future survival. You've heard from the opposition, ""Fair value,"" or college athletes, or you will. How about focusing on valuing education fairly. For people of color, particularly black athletes, education is resistance. What better than a degree to help you prepare and resist the ravages of racism in a world that essentially is hostile to you because of the color of your skin? It's time we viewed pay for play as a sarcastic deterrent and payoff to deter that type of resistance. Now, if you were distracted by all this fake money, imagine what it's going to do to an 18-year-old who thinks that he or she is going to college to get paid as opposed to getting a higher education? The corruption in college sports that we probably will touch on has its roots fueled by money. But rather than destroy those roots, pay for play deepens them. Every ill that has been mentioned and will be mentioned by the proponents of pay for play can be cured by controlling spending, continued academic reform, and assuring that direct commercial success inures to the benefit of the college athlete first and foremost to health, safety, and welfare not by substituting a fix in amounts that probably will have less impact than an earned degree on the lives of these athletes. And, for that reason, I urge you guys to vote, ""No,"" on this proposition.",1.0
for,"  I've got a lot to say here, but I'm going to start by just summing up what Len said. Let's exploit black college football and men's basketball players for the greater good of everybody else. That's the bottom line. Now I have six points I want to get through, so I need to get moving, but I'm going to start where Len started, education. So, a free education is supposed to be what you get and it's what the NCAA promises. In fact, it says on the website ""In the collegiate model of sports the young men and women competing on the field or court are students first, athletes second."" And Len says that the college education is so valuable that an athlete should be thrilled to have this as his only form of compensation and should ignore how much more the market might provide. You know, here's the deal. Education should be their trump card, but it's actually the reason you should vote with us. Because far too many college football and men's basketball players simply don't get a real education or anything close to it. So, you've read about the University of North Carolina scandal. Twenty years, fake classes.  No professor. No class. One paper which is graded by the administrator.  And not only did the NCAA say that this was okay that it didn't violate any rules, they called it a benefit, a benefit to the athlete. The thing about that, fake classes are a benefit to athletes who are there to get an education. Explain how that works. Explain how that's right. Now, race. Race is an important, important subtext of this whole conversation. The University of Auburn, 3.2 percent of the undergraduates are African American. Seventy-eight percent of the football and men's basketball players are African American. There are similar stats at places like every big-time sports school practically, Ohio State, Florida, University of Louisville. Sometimes close to half of all division one football athletes receive PEL grants, which are reserved for the lowest income families in America. A college education is supposed to be life changing, but listen to some statistics, some real statistics, not the phonied up NCAA graduation statistics, which by the way, don't count any athlete who drops out. That's the graduation statistic doesn't count athletes who drop out. Think about that one for a second. In the big 10, black men's basketball players have a graduation rate of -- that is 36 percent lower than non-athletes. The big 12, minus 42 percent. The mountain west, minus 51 percent. Michigan State 33 percent of black male athletes graduate in six years compared to 78 percent of non-athletes. And a lot of those who do graduate major in something called eligibility, i.e., they just take any class that the academic advisor sends them to so that they -- so they can stay on the field. This is exploitation. I don't even know how else you can call it anything else. They've been recruited to the campus for one reason, one reason, to generate revenue for the university. That's why they're there. You can't say that about anybody else on campus, including I might add, hockey players and baseball players who don't generate revenue. So now they're going to say now they're non-employees because they're quote unquote ""student athletes,"" right? They're not employees. But when the NLRB in Chicago held a hearing to discuss whether the Northeastern football team qualified under the law as employees, they wound up saying yes, they did. They work 60 hours a week. Their boss, their coach, controls almost every aspect of their lives. They are employees. They can't take classes that get in the way of their sport. That's why they're there. Now, student athlete. I got to do this quickly because I'm running out of time. You're going to hear that phrase a lot, student athlete. You know where it comes from?  The NCAA made it up because some states were thinking of giving badly injured football players Workman's Comp. So, the idea is if you call everybody student athlete they'll think they're students and they're not employees and therefore they won't get student -- Workman's Comp no matter how badly they're hurt. That's a really fair system, don't you think? We've talked -- everybody agrees that college sports is a huge business. It's actually a $13 billion business, just a little bit less than the NFL, and you know, we're all talking about how much money the coaches make. ESPN is paying $7.3 billion to televise the new college football playoffs. That's three games a season. Three games. So why is it okay to have a business that maximizes revenue in every aspect, but the labor force is supposed to be free? How is that right? I want to talk finally about scandals. So, we have -- every scandal revolves around money. Somebody's passing money to somebody under the table. That's what happens over and over and over and over. The latest one is the Louisville Scandal where, among other things, a marketer for Adidas was paying a player $100,000 to get him to go to the University of Louisville where Adidas has paid, by the way, $160 million to put the uniforms and the shoes on the athletes of all the -- of all the teams. The NCAA finds this horrifying. It's a huge scandal. It's terrible. But think about what kind of scandal this is. This is like prohibition. Drinking was against the law during prohibition until they changed the law and then drinking was fine again. That's what's going on here. If you vote with us, you're voting for a system that is healthier, fairer, more honest, and more just. ",1.0
against,"Thank you, John.  Well, thanks for being here, everybody. It's a real delight to be up here with four friends. And I do have to give Joe and Andy some credit here. I'm going to give you your props right away, you've used the word, ""women,"" as well as men in this conversation because, folks, let me tell you this. When you have heard the conversation about paying athletes, what have you heard, the words, ""basketball,"" and, ""football."" They haven't used the word, ""pesky"" -- the pesky adjective, ""men's,"" have they, men's basketball? No, no, it's been basketball and football as if there's no other sports that exist. So, I have to give you guys credit for talking about women because can you imagine a place, a time in this country, where you could pay men but not pay women? And, in reality, that is what this conversation has been. Guys, again, all props to you for mentioning women, for acknowledging that women play sports. But when we hear this argument over and over again, ladies and gentlemen, it's about men. 2017, we're going to pay men but not women? And I know you guys said, ""We will."" You talk to any athletic director in the country and they're thinking, ""Wow, how in the world do we do this? How do we pay field hockey as well as football?"" You have to under Title IX. Or, if you don't, if the idea is all about revenue producing and we're only going to pay the people that supposedly make money, if you do that, well then think of the Title IX lawsuits. You will just have hundreds and hundreds of lawsuits in this country as there should be if, in fact, you're not paying women equal to men. That is a conversation, and that's one of the things that I would like to focus on with my teammate Len, here, is what is this going to look like? What is this going to look like? So, ""Okay, let's pay them. Let's pay everybody."" I've got some college football fans here? Shout out one of your -- your school you cheer for. Anyone cheers for Alabama?  Another one? There you go. Wow, there you go. Len, I think we got his vote. So, you guys are from Maryland. You've got an offensive tackle. Now we're paying them. We're paying, what, 100,000 a year? And all of a sudden Auburn says, ""You know, we need an offensive tackle,"" halfway through the season,"" and we'll pay him 150,000 a year."" So there goes your offensive tackle, right, if you can move around? Now, maybe you have rules, right? And you say, ""Well, you can't move except for a year or two. Think about that. Think about the money, as if we need more money in sports, and what will that look like? Len mentioned, of course, paying taxes, all these kids now having to pay taxes, the field hockey players moving from here to there because they don't like their job, the way you might want to move halfway through a year in a job that you're in, the chaos that that could leave for everyone. And as fans of football, there is something to say, ""Hey, when that punter is out there on the field and you're cheering for him, that he was in a chemistry class as you were."" And I know our friends are saying, ""Oh, they'll still take classes."" Really, really? Yeah, that would be wonderful if they do, but the odds are, if they're there for the money, it's minor league sports and they're just going to want to obviously play football or whatever the sport is for the money. It would be great to have them in class, but will they? I was with a whole group of big 10 people, actually, on an Alaska cruise and I asked this question. I said -- these are super fans. They've spent money to go to Alaska. They have season tickets. I said, ""Would it change football for you, and men's basketball for you, if we were paying everybody?"" And I asked for a show of hands and every single person, Iowa, Purdue, Minnesota, Ohio State, Maryland, Northwestern, where I went to school, everyone said it would change it for them. They would be less likely to support it. They would be less likely to go and cheer for it. So, those are just the facts, folks. You know, the other thing that we hear a lot from our friends on the other side of this issue is the conversation about athletes not being compensated. And Len referred to a little bit of this. But I just want to make sure I make this point clearly. Forbes Money -- who knows exactly what the dollar figure is -- Forbes said that $2 million dollars-plus, over four years, for a football player, that the value of that education and that experience at a college -- 2 million plus. USA Today, my newspaper, men's basketball -- a half million dollars, they figure, over the four years. Again, what is that? Len mentioned it. Elite coaching. Tutoring, training, food, medicine, all of those wonderful things. The exposure on Saturday night to show your wares, so that someday, a future employer can see what you're doing and hire you. What would the violinist in the symphony -- in the school symphony give to be on TV every Saturday night, so that you could watch her do her thing -- playing the violin so that she could someday be hired by a symphony? What is the value of being on network TV over and over, as football and men's basketball is? Maybe someday we will have the Violinist Channel.  But right now, we don't. But think about the value of that and what these student athletes have now. And I -- the last thing in the last minute that I have here is that we hear that money is floating all over -- around -- of course, all over the place.  Are college coaches paid exorbitant amounts? That's not the conversation for today. I think all four of us could agree the answer is yes. These college coaches -- football coaches, men's basketball -- are paid through the roof. That's not what we're debating here today. We're debating about the funds that are there. And according to USA Today, 23 programs are self-sufficient, 23. Not hundreds. And I know we may disagree on this, gentlemen, but the reality is that for all the money that they're bringing in, so many of them are spending it, and there's 23. The Ohio States, the Michigans, the Floridas, the Texas, the -- you know, those are the schools that are making the money. The rest are not balancing out. So, this idea that there's money just floating around there to pay everyone -- we're finding that's just not the case. So, anyway, thanks so much for listening. Hope you vote with us, and on we go. ",1.0
