side,script,round
for,"Thank you. Thank you. Thank you, thank you all, and thank you to the Rosenkranz Foundation for their important work in…making civil conversation really a reality in which we can all participate. Like to tell you a little story to begin. Uh, about two months after I started work at the White House in two—2001, there was a rap on the door, not a midnight rap, a daytime rap. Uh, my wife, um, went to answer the door, um, and there on the step was an agent of the FBI. Uh, showed her his badge, and asked if he might come in and ask a few questions. Our neigh—next-door neighbor, he told her, had just, uh, been hired into a sensitive position in the federal government, and as part of the security check on the next-door neighbor he wanted to ask a few questions. So he asked my wife, uh, had we noticed anything unusual about them, did they seem to be living within their means, uh, did they, uh, conduct themselves responsibly and respectably in the neighborhood and— She was a little embarrassed because these were new neighbors, we did not know them well but to the best of her ability she gave ‘em a clean bill of health. But jogged by this, she said, you know, we haven’t had them over, we really should. So— So she invited the next-door neighbors over a few weeks later and they came and we poured tea and gave them cake and eventually my wife congratulated, um, them on, on the husband’s new job with the federal government. He said, what are you talking about, he said I’m—I’m still at Sibley and Austin, I’ve always been at Sibley and Austin. And what we realized, was, that the FBI had meant to come to their house… to ask them about me. Tonight’s motion, is “Better—better more domestic surveillance than another 9/11,” and the question is, more than what? And my answer is, more than that. Now, none of us are here to argue, none of us are here to argue for limitless domestic surveillance. Um, the three of us on the affirmative side of this debate have a deep and abiding commitment to privacy and liberty. Um, my colleague, Andy McCarthy, has been a federal prosecutor, his job is to defend and uphold the US Constitution, the greatest liberty-affirming document in world history. My colleague John Yoo, was on the front line to defend all—all of our liberties, and liberties of people all over the world, against, uh, totalitarian conspiracy. Not only that but in our private lives, Andy McCarthy is a conservative in New York, and John Yoo is a conservative at Berkeley, California. We understand, believe me, in the most intimate possible way, the importance of free thought, free expression, privacy, and the ability of human beings to speak their mind in debate and conversation, without fear of punishment or consequence or an overbearing state. But…here’s the question for today. Should we have more surveillance than we had when those FBI agents were knocking on the wrong door…at, uh, a level of surveillance that made possible the tremendous catastrophe we know as 9/11, or should we continue with the path we’ve been following since 9/11, toward, not a police state, not a nightmare regime in which you have no privacy. Is anyone in this room as a concrete matter afraid to speak his or her mind? I very much doubt it. But, um… That’s just because your listeners are so cranky. Uh…we, we are here— Uh, we are here to uphold…a new level of surveillance, that is, uh, that is not made up of new techniques, it is made up of very familiar and traditional techniques, as my partners will argue, that is not onerous, that is not burdensome, that leaves all legitimate freedoms and privacies intact, and that is abundantly worth it, and in fact has proven over the past half-decade, has proven in the acid test of experience its merit. You know, 9/11 is beginning to be a little while ago. But the recent terrible events of—at Virginia Tech, um, Technical institute—the, the Virginia Tech University, remind us, remind us of the reality of danger and fear, uh, of—that we all experienced in those terrible days. Now if we cast our minds back, back to that time, I think many of us will remember, we expected more of the same. We dreaded more of the same. And that was one of the reasons that, uh, the—the sniper attacks in Washington were able to paralyze a great city. Because we were ready for something dreadful, something even more dreadful. And on American soil, it has not happened. But that does not mean that the threat is not real, in fact, if you sound the roll of world events since 9/11, you will be reminded how very, very real it is. In December of 2001, gunmen attacked the Indian parliament, and, uh, attempted— well, hoped, hoped to kill in fact very senior officials in the Indian government. They did kill a number of parliamentarians and some ci—uh, civil servants, and some security guards, and very nearly succeeded in triggering a nuclear war, between India and Pakistan. We remember the bombing in Bali, uh, whi—which took so many lives of, uh, Indonesians and Australians, and others who were, who were visiting that, that beautiful place. The Madrid Atocha railway station bombings. The bombings in London in 2005. Just this past year in 2006, attempted bombings, very serious attempted bombings, in Toronto, and in Germany, and tragically a successful bombing in Bombay, successful of course from the point of view of the terrorists. These—the, the threat, the threat of mass-casualty terrorism, um, at the hands of people guided by a totalitarian ideology, remains a real threat. But here’s the good news. What we notice as we look back on this half-decade of terrible atrocities, is a dwindling level of sophistication, behind each of these attacks. Uh, that the Atocha attack was much less sophisticated than the 9/11 attack, the London attack in 2005, less sophisticated than Atocha, and the attacks attempted this past summer were less sophisticated than those of 2005. The terrorists are finding it harder to coordinate, they’re finding it harder to communicate with each other, they are under crushing international pressure. Now…one of the ironies about this is, we don’t…entirely understand how this is happening, even inside our own law enforcement agencies. Here’s one way to think about how a terrorist attack proceeds. If any—if any of you have been in a toy store recently I’m sure you’ve seen those toys, where you drop a ball bearing, uh, through, uh, into a little slot and it whizzes and rolls and it catches the little teeter-totter and it goes through a basketball hoop, and it proceeds over many, uh, feet of track until finally it emerges out the other end. And there are a series all along the way of little switching points, and that’s the game, to watch the ball jump and hop and skip and move past these various obstacles. Think of a terrorist plot as like that ball bearing. It starts, and it rolls and it unfurls. And it has to pass— —pass through a number of switching points. If you can make each of those points just slightly more difficult, you stop the plot in just the way the earth’s atmosphere stops the meteorites, without any of us ever being aware of it. It is that level of in—of in—of intensified surveillance of illegitimate activities, that has complicated the life of the terrorist, not—and has not made terrorism impossible, has not in any way lessened their desire to do people harm, but that has made—that has broken up their ability to communicate with one another, that has made it more difficult for them to move money, and has made it much more difficult to strike, and especially to strike inside the United States. You know, all of us here, are people—are, um, are people who love liberty. Who prize liberty, and who use liberty, as we are using it tonight. But we are also citizens of great cities in the Western world. And we are all potential casualties of attack. And the liberties we are using are the very thing, the very thing that inflames and provokes those who would attack us. We are here— —to defend that liberty, by defending the higher level of surveillance seen since 9/11. Thank you—",nan
against,"—they always want more. So it is with domestic surveillance. Even today, this administration, which has violated the laws limiting…its ability to conduct domestic surveillance, it wishes and is seeking legislation to gain even more access to our private lives, and, get this. The final irony. To grant immunity for past violations of the law. Better more domestic surveillance than another 9/11, not on your life. Thank you.",nan
for,"McCARTHY Thank you very much. Um, pleasure to be here this evening. My, uh, FBI story is a little bit different from David’s. It’s more along the lines of what the FBI was up against. My brother, who lived in the Bronx, was applying for a job with the FBI, uh, and the knock we got on the door was from one of the neighbors who told him that the Feds had been by, but not to worry – he didn’t tell ‘em nothing. Um, that, of course, was back in the 1990s, uh, before there ever was a, uh, George W. Bush Administration to bash. Uh, and during that time the United States managed to stop exactly one terrorist attack by something other than dumb luck. That was the spring 1993 Jihadist conspiracy against New York City landmarks, right here in Manhattan. How did we stop it? The FBI had a confidential informant who infiltrated the conspiracy. Now, think for a moment about how intrusive that is. Our government sent a man right out into radical mosques to meet with worshipers. All of them were Muslims. Several of them were American citizens. He prayed among them, he entered their very homes, he tape recorded all of his conversations. And following the government’s instructions, he lied to them about who he was and who he was working for. And he did that precisely to trick them, uh, in order to get them to compromise their most deeply held secrets and plans. And you know what? Neither the Fifth Amendment nor the Fourth Amendment had a thing to say about it. It’s been the law of the United States for decades that such investigative techniques do not implicate our privacy and due process interests. Um, as a result of that there were no court orders for those tactics, no judicial supervision, uh, no supervision of any kind for the most intrusive tactics imaginable. And had those tactics not been used, thousands of New Yorkers would have lost their lives in those attacks. That’s not me conjuring up a nightmare scenario. That’s not me trying to tap into your fear. That’s a case that actually happened, right down here in Manhattan. Uh, it’s the kind of investigating that didn’t happen before 9/11, when nearly three thousand people were killed, and didn’t happen in connection with most of the completed atrocities that were the subjects of the trials that took place in the 1990s. And the Executive Branch, without judicial supervision and without much Congressional oversight to speak of, has intercepted and electronically eavesdropped on enemy communications in every war in the history of the United States since it’s been technologically possible to do so. It’s a simple fact. You cannot get good actionable intelligence, the intelligence that saves lives, without monitoring what people are saying to each other and without watching the bad guys to see who they speak to so that you can map out these organizations. That’s just common sense. The most dangerous conspirators are generally speaking the most insulated conspirators. It takes wiretapping to ferret them out. In the 1930s, uh, the government got Al Capone on tax evasion. That’s all they could come up with. Uh, but in the 1990s the government got John Gotti on about twenty-five homicides. How did they do it? They listened to what he was saying. They bugged his conversations. Today, of course, we’re not talking about Mafia hits. We’re talking about mass murders of our citizens – not just law enforcement but national security. All of our liberties are precious. On that, uh, I think every panelist here is in agreement, as David said before. But none of our liberties is worthy of the name unless we can secure the country. And all our liberties are valuable but none of them is as valuable as the collective right to life that belongs to all of us collectively together in our national community. To protect that right we have to do surveillance. We’re fighting an enemy that does not have a territory to defend. It does not have a treasure that we can destroy them by taking. Our only, only defense is surveillance – finding out who they are, trying to figure out what they might strike next. And stopping them is far more important than prosecuting them. Prosecutions become cold comfort when the death tolls start to climb into the hundreds and the thousands. And we’ve seen that. That’s not a scare tactic. Against such daunting risks privacy interests fretted over by our friends on the other side are frankly trifles. What difference does it make if the government has information that your phone company, your bank and every private, uh, vendor that you deal with, uh, not only has but is warehousing and data mining, targeting you. Uh, but unlike the government, not targeting you so that they can protect you. The government’s ability to access such information may make the difference between life and death. And in the national security context, that access is now subject to various judicial hurdles and Congressional oversight, which our law has never imposed on prosecutors and agents who investigate such insignificant, relatively speaking, crimes as gambling. Common sense tells us that under the current threat this is the kind of investigating that government not only should be able to do but must be able to do. If you don’t think so, ask yourself about the security you willingly subjected yourself to without any court search warrant the last time you got on a plane or entered a public building or tried to carry a bag into Yankee Stadium or even if you’ve had the experience of entering the offices of the American Civil Liberties Union. We had a trial here in New York about a year ago and it came out during the trial that visitors to the ACLU’s New York office, uh, are confronted when they come in with big signs on the wall that say, “Your bags are subject to search.” Why do they do that? It’s a reasonable balancing of our minor, of minor intrusions to protect ourselves and the people we care about. That’s what the Fourth Amendment has always been about – reasonableness. If there’s a valid basis to believe people could be drinking and driving the police can set up sobriety checks and stop motorists randomly. When the police arrest somebody, they’ve always had the ability, uh, to search them to make sure that they’re not armed. If you work in a regulated industry the government can compel you to provide information and even do spot checks. None of this requires a judicial warrant, none of it requires probable cause and there are thousands of searches like this, countless searches, taking place in this country every day, uh, and this has been the case for years and years without any discernable, uh, suggestion that the Constitution has been shredded or that our core freedoms have been jeopardized. The thing all the exceptions I’m talking about have in common, besides being reasonable restraints on our freedom, is that none of them is nearly as important as protecting our national security – the safety of us all collectively. We’ve done a lot of talking about civil liberties these last six years. McCARTHY But the conversations I remember the best, uh, are the ones that I had with, uh, victims of terrorist attacks, like the World Trade Center attack or, uh, the two hundred, uh, mostly Muslim Kenyans and, and the people in the surrounding area, uh, who were, uh, victimized by the bombing of the U.S. embassy in 1998 in Nairobi. The threat we’re facing is not hype. It’s, it’s flesh and blood real. And the fundamental rights of these victims – the vi…the right to life, the right to liberty, the right to pursue happiness – have been stolen from them by our enemies in a way that can never be compensated. Those are our most essential civil liberties and the only way we can protect them is by enduring comparative trifles in order to let the government do the thing that we needed to do, the only thing we really needed to do – uh, which is protect us and save lives. And that’s why you should vote for the motion.",nan
against,"No, no, I’m, I, I want my own. That ominous one is an Orwellian, uh, and appropriate note for the evening. Congressman Barr has argued eloquently that more domestic surveillance of American citizens would not have prevented 9/11. I’d like to offer two additional reasons to try to persuade you to argue against the motion, “Better more domestic surveillance than another 9/11.” Uh, the first has to do with effectiveness. It’s possible to protect privacy and security at the same time. Possible, in other words, to reduce the risk of terrorism without dramatically increasing the surveillance of American citizens. And the second has to do with abuse. Uh, Mr. McCarthy talked about the comparative trifles, the minor incursions on privacy that were necessary since 9/11 to protect us. But in fact, history shows that every time the government has asked for and been granted broader powers of surveillance it has not directed those expanded powers against suspected terrorists but instead has used them to conduct dragnets – ineffective dragnets – that have menaced the privacy of innocent citizens without making us safer. What do I mean when I say that it’s possible to protect privacy and security at the same time? I have in mind the evolution of a surveillance technology that, uh, some of you may have read about – and we can call this the naked machine, because this is more or less what it is. This is the high tech, three dimensional millimeter imaging machine that was initially used at a Florida airport a couple of years ago to, uh, detect contraband. It can identify not only metal, uh, but anything that’s buried under clothing, ceramics or plastic. This is a very effective, uh, X-ray machine. The only downside is that it shows us completely stark naked. Now, the people who designed this machine came up with a simple programming shift. They found that it’s able to maintain the pictures of the ceramics or the plastics and the contraband, but to take the pictures of the naked body and scramble it, uh, scramble the anatomically sensitive regions into a nondescript blob. Now, obviously, this wonderful alternative – the blob machine as opposed to the naked machine – is, for many of us, an act of mercy, uh – especi…especially for those of you this evening who are intellidating. You can in…invite each afterward to co…come by and check out the blob machine – much safer than, uh, the naked machine. Uh, and it’s also a silver bullet technology. It provides just as much security without any threat to privacy. It shows, in fact, that it’s possible to, uh, protect our security without any, as it were, domestic surveillance. Now, I’m convinced that all of the laws and technologies that have been proposed since 9/11 can be designed in ways that look more like the blob machine than the naked machine. And it’s, uh, surely willfulness that has led the other side to resist these well-designed laws and technologies, uh, for badly designed ones that menace privacy without making us safer. Let me try to, uh, persuade you by giving an example of the evolution of one of the most controversial and important surveillance programs since 9/11. This is the program that was originally known as total information awareness. In its original incarnation the government proposed to unite a lot of information that’s held by public and private data bases – uh, magazine subscriptions, consumer records, internet browsing – to unite that with public arrest records and then to conduct vast data mining that would try to predict whose travel patterns resemble those of the nineteen, uh, 9/11 terrorists and to stop those people at airports. Now, what was wrong with this system? It wouldn’t have worked and it posed grave threats to privacy. But aside from that, Mrs. Lincoln, it was an excellent system. Why would it have been ineffective? Well, if you imagine that the next attack looks nothing like the last one. It, it takes place, God forbid, on a train rather a plane – then modeling the travel patterns of the 9/11 people will lead to the arrest of a lot of retired businessmen in Florida who take flying lessons but will miss all the real terrorists. And given the huge numbers of false positives, the nation’s airports would be brought to a halt. The second problem is privacy. The comparative trifles that Mr. McCarthy so sneeringly dismissed would have allowed the government to store in a centralized data base all sorts of, uh, records that it could then use to menace its enemies, just as the Nixon Administration did when it went after the tax returns of Vietnam protesters and threatened them with prosecution. Now, the evolution of total information awareness is a positive story and one that, uh, very much supports our side because, uh, because of the opposition of a bipartisan coalition of libertarian conservatives like Congressman Barr and civil libertarian liberals like Professor Strossen. The system was refined. First, the government was prohibited from sharing information with law enforcement agents unless there was evidence of a serious crime or a violent terrorist act, avoiding that kind of discriminatory menacing of political enemies. And second, the government abandoned the foolish idea of trying to predict future attacks based on the patterns of past ones and instead merely confirmed that people are who they say they are at the airports – a more modest goal, the one that makes us safer. What initially began as a naked machine technology evolved into a blob machine one and across the range of laws and technologies we can tell a similar story. So the tradeoff that the other side falsely presents you with need not exist. Now, what about the abuse? Uh, it’s clear that every time the government has been granted new authorities it’s abused them – not to, uh, focus on suspected terrorists but instead to menace innocent citizens. And this is not a surprise because the essence of the Patriot Act, which was not a minor change in American surveillance laws, uh, but a significant one in several respects. The government used to only be able to engage in warrantless searches in secret without notifying the people whose data was being searched if they could prove in advance that the target was a suspected spy or foreign terrorist. But because of the changes in the Patriot Act the government is now able to engage in secret warrantless surveillance of anyone’s data merely by asserting that the data is relevant to a terrorism investigation. Should we be surprised when the FBI, uh, using this new authority issued not a couple of carefully chosen national security letters but, according to the Inspector General’s recent report, a hundred and forty thousand national security letters in the past three years? And according to his report’s most of those letters were not for suspected terrorists but for people who had nothing to do with terrorism. And should we be surprised that that data was not a trifling threat to privacy but was stored in a centralized data base and kept for twenty years? Should we be surprised that people who visited Las Vegas during a false terrorist threat had their hotel records and gambling records stored in that centralized data without their knowledge because of this foolish and misguided program? Or that the FBI, which couldn’t even get David Frum’s address right, was so inept that it didn’t keep records of the national security letters that it issued and therefore didn’t know when it was getting the right or wrong data? How could you possibly trust the government with expanded authority when it used the authority that was given so recklessly? The government’s approach to this, uh, pro…problem is much like that scene out of Midsummer Night’s Sex Comedy, where Woody Allen suddenly comes up to Mia Farrow’s window on a flying bicycle and says, Hop on. And she’s sort of skeptical and she says, Um. And he says, Trust me. It’s me, Andrew. Hop on. She’s still skeptical. He says, Trust me anyway. This – …is the government’s approach to this problem – Trust me anyway. And we’ve seen too much of their abuse of this power since 9/11 to continue and engage in this trust. So we are saying not that it’s not important to take the terrorist threat seriously but we need meaningful oversight focused on genuine terrorists, which, while protecting the privacy of innocent citizens. We can do that through law, we can do that know…uh, through technology. We have in our hands the ability to protect privacy and security at the same time. What we need now is the will. Thank you very much.",nan
for,"I’d like to thank the, uh, Rosenkranz Foundation and Intelligence Squared for giving me the opportunity to escape the People’s Republic of Berkeley and to visit a more conservative city, like New York. I, uh, understand that many of you, according to The Washington Post, are here on dates. I think this is a wonderful idea. Uh, uh, I, uh, it’s really remarkable to me cause the last date I had was in the first Reagan Administration. I do have to say, though, I find it surprising that many people would think that the voice and appearance of Bob Barr would be an aphrodisiac. First, let me, uh, directly engage with Jeff’s point. If there are things that the government can do to increase security without reducing privacy we should have already done them. I think at some point, though -- and I think we’re at that point now – you reach a trade-off. It’s not unusual to security policy. Every government decision involves a tradeoff. When we decide to reduce greenhouse gases by having higher mile per gallons, uh, requirements for cars, we know a certain higher number of people will die on the highways because the cars will be lighter. Government decisions always involve tradeoffs and it’s possible to have tradeoffs that go the wrong way. We have had periods where civil liberties were greater than they are today and we have suffered as a result. So, for example, the wall that many of you may have heard about, which prohibited the FBI and the CIA from pooling their information about terrorist networks is the one thing that the 9/11 Commission found that directly led to the 9/11 attacks. Because we knew the names of two of the 9/11 hijackers inside the country, the agents who worked for the intelligence bureaus were unable to communicate that information to FBI agents inside the country who could tried to locate them because of rules that were set up to protect civil liberties. Similarly, when we have tried to put Al Qaeda members on trial before 9/11 -- and Mr. McCarthy was one of the prosecutors who did that – again, for civil liberties reasons, we turned over massive amounts of information to the defense teams. One of those was a list of all the co-conspirators of one of the Al Qaeda suspects. If you think about it that was a list of every single person at the time we thought was a member of Al Qaeda. That list was found in Africa after the bombings in Yemen, when our agents went out to try to find out who was responsible. I’m not saying that we should go all the way over to security or all the way for civil liberties but there is a balance. And there is a tradeoff. And having more civil liberties can have a cost of security, just as increasing security can have a reduction in civil liberties. Also let me admit that in past wars the government has reduced civil liberties. But I would say, if you place it in historical perspective those reductions of civil liberties are far greater than anything we’re experiencing today. In 1798, the first war we fought as a country, it was made a crime to criticize the government during the war. In the Civil War, President Lincoln, on his own authority, detained thousands of American citizens in military detention without any recourse to civilian court and had many of them tried by military judges. In World War I it was made a crime and people were prosecuted for criticizing the war effort, for arguing that people should not obey the draft. In World War II President Roosevelt detained over a hundred and twenty thousand loyal American citizens. He initiated military courts, some of who, which were used to try American citizens. He ordered the warrantless wiretapping – not just of communications going in and out of the country, but every communication inside the United States – against a clear statute and Supreme Court precedent at the time, over a year and a half before Pearl Harbor. I think, if you compare those measures that have been taken in wartime in American history in the past, the reductions of civil liberties we have today are nowhere near as large of a magnitude. Take, for example, the political system. We have had two Presidential election – well, one Presidential election during, uh, this post-9/11 period. We have had several Congressional elections. Political control of Congress just switched in the last election. We have had outpourings of new political speech through new methods and means. For example, uh, people I wish never existed – bloggers. This did not exist before 9/11. Are we really in such a serious civil liberties crisis if bloggers are able to use this new medium to say, uh, I think, quite incredible things? Take the detention policy that I’m sure, uh, the other side is going to talk about. These are always slippery slope arguments. How many American citizens have actually been detained since 9/11 in military detention? It’s not the thousands or hundreds of thousands from previous wars. By my count, it’s two. How many citizens of other countries in the United States – permanent resident aliens – have been detained as part of the post-9/11 program? Again, it’s not thousands and not hundred thousands. I think, again, that number is two. Take the NSA Surveillance Program that we’ve all heard about. Again, this is a program that every President in war has used -- sometimes without judicial supervision, often without Congressional authorization, often without the knowledge of anybody – in order to gain information on pending attacks. So when you try to take into account these factors – the gains of security, which I think we’ve had and a loss of civil liberties – how should you think about this problem? Let me make – just close by making just a few points. First, have the expanses… expansions in government power been worth it? I would say, Yes, look at the results. There have been no attacks since 9/11. And it’s not because of luck. I think as even the 9/11 Commission Report, the Silverman-Robb Report have, uh, said, as the administration and members of Congress have said – these expanded surveillance powers have resulted in the capture or prevent, capture of Al Qaeda members inside the United States and the prevention of plots. Since 9/11 the United States has succeeded in capturing or killing two-thirds of Al Qaeda’s leadership at the time of 9/11. Again, that’s not just through luck. Second point: Are civil liberties being permanently reduced? I think many thoughtful people would say, Yes, there’s a tradeoff, but I would be worried if we reduce civil liberties in wartime in a way that once the war is over civil liberties are permanently reduced. There is no way for me to tell you what’s going to happen once this war is over. But if you look at past American history wartime has not produced a significant permanent reduction in civil liberties. Actually, if you look at the historical record, after war we usually as a society experience our greatest growth in civil liberties. The Civil War saw the passage of the Reconstruction Amendments and – …the Emancipation Proclamation. World War II was followed by the Warren Court. The last point: complacency, I think, is the real enemy. Even having this debate is a show, a sign of the confidence we have that our system is working. But we should be aware that we’re fighting a different kind of enemy, a non-nation state that conceals its activities as normal civilian communications, as normal civilian travel. The hard thing is how, as a society do we fight that, fight a war against an enemy who is not following the rules of war and tries to disguise itself as one of us. I’ll close by saying I think so far we have made a successful balance between civil liberties and security. We have reduced attacks and threats on the country. I think those gains have been worth it. And the question is, I think, for all of us today, is whether we would feel comfortable reducing the amount of government powers and by doing so, give up some of the security we’ve bought at such a, I think, dear price since 9/11. Thank you.",nan
against,"Thank you very much. Andy, uh, I hate to burst your bubble but the reason why the ACLU is required to submit those who seek admittance to, uh, some kind of I.D. procedure is because we are only tenants in the building and our strenuous objections were not well received by the landlord. And I have to tell you, just to illustrate how, uh, counter-productive or at least unproductive these kinds of pseudo-security measures are, um, ACLU lawyers were so distressed that we were subjected – you don’t have Constitutional rights against a private landlord. They were so, uh, distressed that they were subjected to those measures that they would sign in, uh, under names such as Osama bin Laden and Mohammed Atta and had absolutely no problem. Uh, stupid security. Uh, Bruce Schneier, one of the leading security experts in the country, uh, says that what we have seen post-9/11 is security theatre, not real security. Uh, I also feel that since we’ve had two FBI, uh, stories from, uh, David and from Andy that I will tell my own FBI story – uh, namely, the former FBI Special Agent who is now working for the ACLU as a policy counsel, who, uh, did our, uh, extremely detailed analysis of the recent report by the Office of Inspector General about the massive abuses and fabrications and misuses of the national security letter, uh, and the lies that have been told about this to the public and to Congress. And, uh, this gets to the fundamental point of trust that has been raised on both sides here. Not, I don’t mean to condemn the FBI as an institution or condemn particular individuals. I’m talking about human nature and political nature and official nature – the reasons why our founders had the genius of creating a system of checks and balances. And we are not saying that there should not be any monitoring or any surveillance at all. We are simply saying it should be done pursuant to the checks and balances that exist in the Constitution but have been, uh, completely ignored in so many post-9/11 measures. I, I welcome the pi…spirit of co…collegiality in this program. And so in that spirit I’m going to begin my argument against – or I should say, continue my argument -- against the domestic spying and, uh, Big Brother type approach that the other side has been advocating by quoting someone whose policies they are defending – none other than President George W. Bush himself. In the President’s very first public statement on that infamous date of September 11th, he hailed our nation as the brightest beacon of freedom in the world. And he vowed that no one will keep that light from shining. Well, ever since then the ACLU has been working very hard to help the President keep that vow. It would be tragic if we let the terrorists terrorize us into abandoning the very ideals that they attacked. And that is the key reason why you must vote no on tonight’s resolution, why more domestic surveillance is not better than another 9/11. Indeed, with more surveillance of the type that has been proliferating since 9/11 – namely, surveillance that is unjustified, unwarranted, unchecked – not to mention un-Constitutional – with more of this kind of surveillance the terrorists don’t need another 9/11 to accomplish their goals. Of course, on that dreadful date thousands of people were horribly killed but their tragic deaths were not the terrorists’ goal. Rather, they were a means to another broader goal – to terrify all of us and to sabotage our country’s democratic ideals of liberty and justice for all. Sadly, the terrorists have made great strides toward that goal through the original 9/11 attacks – actually, more accurately, through our own government’s reaction to those attacks. That key point was well captured by some satiric but apt definitions from The Nation magazine’s online dictionary of current political terminology. Here are its two definitions of Patriot Act – sad but true. The first one is: the pre-emptive strike on American freedoms to prevent the terrorists from destroying them first. The second is: the elimination of one of the reasons why they hate us. In my limited time I can’t respond to all of the, uh, misguided, misleading statements you have heard tonight from my – with all due respect – to my opponents. Um, but I’m going to start by briefly listing some of the major reasons for rejecting these kinds of measures. Uh, first, I want to reiterate that we are not opposing, uh, surveillance per se but only surveillance that is not carried out in accordance with the Constitution’s precepts. Many leading law enforcement and national security experts confirm that such Constitutionally appropriate surveillance is at least as effective as the illicit post-9/11 measures. And let me quote one of them, who has been very outspoken – Judge William Webster, who was Director of both the FBI and the CIA under Presidents Reagan and Bush I – criticizing the sweeping post-9/11 measures. He said, From 1981 to 2000 the FBI prevented more than one hundred thirty terrorist attacks. We used good investigative tech…techniques and lawful techniques. We did it without all the suggestions that we’re going to jump all over people’s private lives. We don’t need to go in that direction. Uh, second, the Constitutional standards -- in particular the Fourth Amendment’s core requirement of individualized suspicion – uh, that is designed to preserve both safety and individual liberty. In contrast, too many post-9/11 surveillance programs are just overly broad, dragnets, fishing expeditions. And that means by definition, they are doubly flawed. On the one hand, they’re sweeping in too much information about too many completely innocent individuals, and on the other hand, they are failing to hone in on the dangerous ones. As many critics have put it, the government is trying to find a needle in the haystack, by adding more hay to the stack. Uh, my next point is that by state-voting civil liberties, we are ignoring the more effective measures that would in fact, according to national security experts and counter-terrorism experts, be more effective as well as consistent with civil liberties. Uh, since our opponents have referred to the 9/11 Commission report, I have to say that I, uh, read that report completely differently, out of 41 specific recommendations of steps we should take to prevent another 9/11, almost none of them have anything to do with increasing the government’s surveillance power. And unfortunately, according to, uh, the report, with letter grades that was issued a couple of years after the initial recommendations, the government got D’s and F’s on most of the very significant, concrete recommendations, so we have not exhausted those, uh, alternatives that would help to make us both safe and free. Unfortunately, the government now has gone in the opposite direction, uh, and if we increase this kind of surveillance, uh, we are going to have the worst of both worlds. Because we will all be less free, but not more safe—",nan
for,"McCARTHY Well, of course it should because…the purpose of the power is to prevent attacks, and as long as the threat of attack exists, it would make no sense to get rid of the power. McCARTHY It’s a threat-time power, it’s an asymmetric war, uh, fought by a terrorist threat, and these measures are designed, uh, as much to thwart the threat as they are to prevail in the ultimate war.",nan
against,"The current administration defines this war as unending, that is, perpetual. It defines it as entirely global, that is, the streets of Baghdad are as much a field for the commander-in-chief to operate in as the streets of Atlanta, Georgia, nor your—or New York City. And this administration believes that a President can don that mythical commander-in-chief hat whenever he or she feels like it, and therefore, trumps any other power in the Constitution or law. That is the great danger here. The greatest tool…to— with which the government ought to be equipped to avoid another 9/11 is not domestic surveillance, which is the topic at hand this evening, but better, more consistent gathering of foreign intelligence, and tearing down the walls between one agency and another that pre—have prevented and continue to stand in the way of effective use of that intelligence, that foreign intelligence.",nan
for,"Chris, can— I just wanna take issue with the underlying premise of your question and, and Bob’s response which is there’s no reason to think the war on terrorism is going to be endless. Uh, there have been many wars between nation-states and terrorists before, and they have ended. Uh, there’ve been wars in, uh, the United Kingdom, Italy, Germany, with terrorists, and they have all come to an end. I think the problem is that we call it the war on terrorism so we think we’re at war with everyone who uses terrorism as a tactic, which is not the case, we are at war with the Al Qaeda terrorist organization, and organizations that help it. And when we defeat that organization the war will come to an end. May I have one—one sentence? I mean I want—because I think what Bob—Bob Barr said is very important, notice he said he’s for enhanced foreign surveillance. But the moment this—that terrorist actually enters the United States, that’s when the surveillance must stop. Because, I guess then you stop being dangerous.",nan
against,"He’s not saying that it has to stop— No, no, no, nobo—nobody’s—",nan
