side,script,round
for,"John Donvan: Noam, welcome to IQ2. You're a journalist. You're the author of the book, ""The Know-It-Alls: The Rise of Silicon Valley as a Political Powerhouse and Social Wrecking Ball."" You wrote for The New York Times where you covered early coverage of Wikipedia and Bitcoin and Twitter, and before that, you worked at inside.com with the late, great David Carr, who has debated with us a long time. So what happened to inside.com?",
for,"It was another casualty of the internet bubble, and I think it launched a lot of great careers and David Carr being, like, premier of them I would say:",
for,"John Donvan: -- to have you with us, so again, Noam Cohen.",
for,,
for,,
for,"Well, I started studying privacy back in graduate school, and I think what I was so interested in is, how do we send information from point A to point B in a secure and private manner? And it's that last piece that really got me stuck to it.",
for,I don't think anybody has.,
against,"Well, we have this little bitty note. In 1976 this guy who ran an advertising agency got a call from Steve Jobs, 21-year-old Steve Jobs, hung up the phone and jotted down a note to give to his colleague, and it begins ""This joker is going to call you. There're two guys operating out of a garage."" And it ends, ""Sounds flaky. Watch it.""",
against,"Yeah, so Woz and I both started on the consumer side and then moved gradually farther into enterprise, and I think it's because we believe that technology is more and more powerful the more invisible it gets, the more the complexity is hidden from the user.",
for,,
