side,script
against,"I am. Yes, my mom is here , because there's no way the other side could possibly win with my mother in the audience."
for,"No, we're still Verizon customers . And I don't think we'd escape the NSA that easily . But it's one of the reasons why we had a minor cause to celebrate at the ACLU, because we could finally prove the NSA is collecting our records, which was allowing us to have our day in court. I didn't say that. I'm joined by the illustrious Supreme Court and Constitutional Law Expert, Elizabeth Wydra. Oh, yes . I think it's fabulous . You know, I don't know if it's because I was christened on the 4th of July in a bicentennial year or maybe my mother read a lot of American history while she was pregnant with me, but since birth, I've always been very inspired by the work of those framer guys. I know, right ? I'm a lucky girl."
against,"Good to see you. It's a blessing but a mixed blessing, I think . For all of us, right? We all like the stuff, and we worry about the costs. I do, every week . If you have not gotten enough of my views after tonight, you can subscribe and get them every week. It's the Steptoe Cyber law Podcast. T errific. Well, I enjoy the company of liberals from time to time . They're not as bad as everyone says . They have nice views from their houses, and they cook pretty good food, and they make wonderful hand -made items. for sale at gift shops . I love -- I love living amongst liberals . I would dread to live in a conservative city . I never have. I don't know what it would be like . It would be no fun there."
for,"Thank you, John. I'm honored to be here tonight to discuss the mass collection of Americans' phone records . But before I get into the program, I think it's critical to recognize that tonight's debate is not just about phone records and is not just about the NSA. This is a debate about the kind of society we want to live in. Do we want to live in a country in which our government routinely spies on hundreds of millions of Americans who have done nothing wrong ? Or do we prefer to live in a country that's true to our vision, to the vision of our nation's founders, who believe that the government should, as a ge neral matter, leave us alone unless it has cause to invade our privacy ? I think our founders got it right, and I hope you'll agree, which is why you should vote for the resolution, mass collection of our phone records violates the fourth amendment . Here is what it looks like to live in a society of mass surveillance . Every time you place or receive a call the government knows who you talked to, when the call started and how long it lasted . The government knows every time you called your doc tor and which doctor you called, which family members you stay in touch with and which you don't, and which pastor, rabb i or imam you talked to and for how long you spoke . The government knows whether, how often and precisely when you called the abortion clinic, the local Alcoholics Anonymous, your psychiatrist, your ex -boyfriend, a criminal defense attorney or the suicide hotline . If you called someone today, by tomorrow morning, the government will have a record of that call. It will keep that record for the next five years . And it is doing the same for every one of your calls and every one of the calls of millions of other innocent Americans . This program is the most sweeping surveillance operation ever undertaken in the United States . And it is unconstitutional for the simple reason that the Fourth Amendment does not allow dragnet surveillance . As my partner, Elizabeth, will explain in a few minutes, dragnet surveillance in fact was the principal evil that the Fourth Amendment was designed to prevent, and for good reason . Dragnet surveillance intrudes on the most fundamental of liberties in a free and democratic society: to be left alone by our government, absent good cause . The phone records program breaks that promise . It places the entire country under surveillance without any suspicion . It threatens our ability to communicate freely without having to worry that the government is looking over our shoulder s. It discourages journalist s’ sources from coming forward, knowing as they now do that every -- every one of their calls is being documented in a government database . And it causes ordinary Americans to hesitate before calling individuals or organizatio ns that they would rather not have as a part of their permanent record on file with the NSA . Now, our opponents will attempt to minimize the NSA program's intrusiveness and exaggerate its effectiveness . They'll argue that the Fourth Amendment does not pr otect our phone records, that there are protections in place for our privacy under the program and that the program is necessary for our national security . All of those arguments are wrong . First, our phone records, especially when they're collected in b ulk, are extraordinarily sensitive . They reveal all of your associations, personal, professional, medical, all of them. In fact, your phone records can be every bit as sensitive as the content of your phone calls . If you call someone other than your spouse routinely at 1:00 in the morning, you don't have to know what's said in order to know what's going on. And if a government employee calls a reporter a dozen times before news breaks of an illegal government operation, again, the call patt ern tells the story. Our phone records are, in other words, a proxy for the content of our calls . Our opponents will say that the Supreme Court has already decided that phone records are not protected by the Constitution. This argument is based on a Supreme Court case from 1979 called Smith vs . Maryland . But that case involved collection for several days of an individual criminal suspect's phonerecords . The NSA's program, in contrast, involves the indefinite surveillance of millions of innocent Ameri cans. Our opponents will say that these differences don't matter . But it's truly bizarre to define the boundaries of privacy in the digital age on the basis of a legal opinion issued before the internet as we know it was created, an opinion that many Supreme Court justices have already said is ill suited to the digital era. Second, the privacy protections that our opponents will focus on are a red herring . Those restrictions are weak . They can be violated, and they already have been thousa nds of times . But more importantly, under our opponents' theory, the Constitution simply does not apply to our phone records . This means that the government could collect them without any of the supposed privacy protections that they will describe . Another fatal flaw in this argument is that the government's collection of our phone records violates our privacy even if there are restrictions in place for their later use . The collection itself is a violation . For that reason, we don't let the NSA keep a copy of every single email sent in the country so long as there are protections in place on the back end . And we don't allow the NSA to put a video camera in our bedrooms so long as it promises not to press play unless it has a good enough reason. Third, bulk collection has not made us any safer . Virtually every independent review of the NSA's phone records program has concluded that it hadn't stopped any terrorist attacks and that the government can track down terrorists without bulk collect ion by issuing targeted requests to the phone companies . A congressional review group said this: That after studying the NSA's classified evidence, it could not, quote, ""Identify a single instance involving a threat to the United States in which the tele phone records program made a concrete difference."" A separate presidential group came to the same conclusion, and the president himself has now agreed . One final point: Tonight's resolution is focused on phone records . But don't be fooled . The consequences are much, much broader . If the Fourth Amendment permits the bulk collection of our phone records, then it would permit the bulk collection of other similar records . The problem is that virtually everything we do today leaves a digital trail of some sort . Whenever you send an email, visit a website, use your credit card or even just walk around with your phone turned on, you are leaving a rich trail of d igital bread crumbs in your wake . The arguments our opponents will make tonight would expose all of that information to routine, bulk collection by the government. That's not the world that our framers envisioned when they drafted the Fourth Amendment, and it's not the world that you should accept . You should vote for themotion, the mass collection of our phone records violates the Fourth Amendment. Thank you."
against,"Thank y ou. It's really a pleasure to be here for the Intelligence Squared Debate . These are among the most civil and thoughtful public engagements on issues that I'm familiar with in the current world and a world where civility is often in short supply . So, it's a pleasure to be here. But I have to say that while Alex has anticipated some of my arguments, he's left a few things out. The question that we're debating is a question of law . Does the Fourth Amendment -- is the Fourth Amendment violated by mass collection of phone records? And what he glided over was the fact that the Supreme Court has decided this . If this were a true and false question on a constitutional law exam and you said, ""Yes, the Fourth Amendment is violated by that, "" you'd get a D because the Supreme Court has decided that these are records that are not protected by the Fourth Amendment because of what Ben Franklin said, If you give away your secrets, they're not yours anymore . Other people get a say in them, and it's not a search when those people make those secrets available. So, that is the state of the doctrine . What Alex said is essentially he doesn't like it, he wants you not to like it . But it is the Supreme Court's law ruling . And of the 20 judges that have been asked to evaluate the argument that Alex made that somehow the passage of time and the adoption of the Internet means that this case is no longer applicable to a mass collection of data, 20 judges have looked at that and 19 of them h ave rejected Alex's argument . He's got one judge who said, ""Yeah, I would just as soon overrule the Supreme Court."" But district court judges don't ordinarily get to do that . So, the answer to the question I think, and what I hope youwill ultimately de cide, is that the Fourth Amendment is not violated by this . But there's a second aspect of this that I do want to get to, which is you're probably asking, ""Yeah, but can that be -- really be the right result?"" And I want to address that because in the en d, if you decide -- even if you decide that taking these records is an event that implicates a reasonable expectation of privacy, the question is ""Is it reasonable for the government to have done what they did?"" And for that I think we ought to address the question of why the government did this . The biggest terrorist threat we face is some terrorist group, well organized, well- armed, with a safe haven that -- where they can bring people with clean passports together, recruit them, train them, finance them, and then send them into the United States to carry out a coordinated attack without any warning, it's almost impossible for us to catch those plots as they're being trained if there truly is a safe haven. So, our best hope for catching those plotters is that they will have to coordinate, probably by phone, inside the United States and perhaps with their trainers and recruiters back in the Middle East . And if we can catch those calls back to the Middle East and then tie them up to the calls that, that person has made inside the United States, we have at least a fighting chance to roll up that attack before it occurs . That's what happened in 9/11. We missed that opportunity . And that's what this program was designed to deal with . They can't, however, pursue the idea that Alex has been offering : go to each of the phone companies and say, ""Do you have anybody who called these numbers?"" Give every phone company in America a list of the most sensitive targets, all the terrorist numbers we know in the world, and make sure that they hold those in confidence . Very difficult to do, and then once you try to find somebody in the United States by matching up their calls, once you get past the first hop to the first person, and you're looking to see whether he had sensitive conversations, you're going back to every phone company in America and asking them about those calls . This is a nightmare . The only way you can actually do this as fast as the terrorists can carry out their plot is if you have them in one place where you can search the m. And that is what the government tried to do . They put them in one place so that they could search them . That's a collection . Alex says that fact alone made it unconstitutional and that we're somehow -- NSA knows when you ca ll your girlfriend at 1:00 in the morning . But the fact is it does us no great harm if all that record is sitting on a hard drive in a safe somewhere and nobody has actually opened up those records to look at . And that's what the government did. They pu t the protections for privacynot on the collection but on the question of ""What are we goi ng to search?"" And they said, y ou can't search without a good reason for searching, a reasonable, articulable suspicion, limited people who can do it, lots of audits, no number -- no names in this database, only numbers -- and the number of searches that were performed on an annual basis was about 300 . Out of that, they found some suspicious patterns . And they referred those -- about 500 a year -- to the FBI to find out who these people are and what they're doing . That's the extent of the government's intrusion into privacy , at a time when about a million records are gathered under criminal subpoena. So, we have a choice . We can either say, “No, the government can never do that because it's a violation of the Fourth Amendment,” or we can say, “We want to allow that t o happen, but with privacy safeguards.” I think the choice, especially at a time when suddenly we have a terrorist group that does have a safe haven, the choice is to choose privacy and security . Thank you."
for,"Thank you so much . Thank you so much, John. It's great to be here tonight. Now, Stewart certainly presents a frightening picture of terrorists working here in the United States . But he presents a false choice between the idea of securing our nation and remaining faithful to the fundamental values that our nation holds dear, as expressed in the Constitution and, relevant to tonight, the Fourth Amendment. We can do both. As my partner Alex has ably explained, the NSA has not established that its massive intrusion into the lives of everyday Americans is necessary in order to keep us safe . But while this dragnet surveillance program has not been established as necessary, theimportance of protecting against such suspicionless, sweeping searches, as those conducted by the NSA , is established in our Constitutional tradition beyond question. Intrusive searches like the one being conducted every day by the NSA strikes at the very core of what the Fourth Amendment was enacted to prevent . It gets to the very heart of why our nation's founders were willing to lay down their lives if they had to in order to protect the liberty, security, and personal privacy of Americans . So, as you listen to our debate tonight, I would ask you to keep in mi nd the vision and the values of our founders . The reasons why they wrote into our Constitution the Fourth Amendment in the first place -- keep that as your North Star tonight. When the founding fathers drafted the Fourth Amendment, the mischief to which they were responding was principally the British use of general warra nts and writs of assistance. B roadly authorized searche s that allowed British officers to go into the homes of American colonists without any particularized suspicion of wrong doing. And they were used broadly in the hope that if they went through enough people's stuff, they would find something that would show evidence of wrongdoing . Now, that sounds a little familiar to me today . These generalized searches back then were decrie d as instruments of arbitrary power. They were used to silence critics of the crown and to trample the personal liberty of the American colonists . In fact, American colonists' opposition to these sorts of generalized searches was, as Chief Justice Roberts explained in a recent Supreme Court decision on behalf of all nine justices on the court, applying robust Fourth Amendment protections to the searches of cell phones , t he opposition to these sorts of warrantless, generalized searches was one of the driving forces behind the Revolution itself. To illustrate, the Chief Justice recounted a famous speech given in 1760s Boston by the patriot James Otis, denouncing the use of warrantless searches, generalized searches without individualized suspicion , that invaded American colonists ’ privacy without probable cause . One young man listening in the audience that day was none other than John Adams . And recounting Otis' s speech and the day, Adams described it later as, “the first scene of the first act of opposition to the arbitrary claims of Great Britain.” Then and there the child independence was born. The need to get a warrant to have reasonable suspicion before invading someone's privacy, that wasn't a mere technicality, something on a checklist that you have to go through that slows down good law enforcement, something that the guys on “ Law and Order” sort of get past with a wink and a nod. It was somethi ng that was so important to our founders that it was an essential part of the struggle for independence . We are no longer in that first act of the great American story, and we are fortunate that we have to guide us today the wisdom and the words of the Co nstitution. James Otis in the 1760s didn't have the Fourth Amendment to back up his arguments, but fortunately, Alex and I do tonight. The text of the Fourth Amendment, which you've seen on the screens, declares the right of the people to be free from un reasonable searches . And it tells the government that it needs to have probable cause before it wants to invade our privacy . The detailed text enshrines a specific prohibition, something that's rather unusual in the Constitution, which often speaks in br oader terms, a specific prohibition against the types of suspicion- less searches that the NSA is conducting every day on Americans -- sweeping searches and surveillance of very private information without any individualized suspicion of wrongdoing . And the wisdom of our founders applies just as much today as it did in the 18th century . I think those framer guys still have a lot to tell us about what kind of society we want to live in, as Alex said . Just because the sensitive private information that we hold -- that we hold dear today can be gleaned remotely and electronically rather than having a British red coat break the padlock on our leather trunk and our cute brick colonial in Boston, as Chief Justice Roberts said, that does not make that information any less worthy of the protection that the founders fought for . Now, the other side will try to say that there isn’t a search or there is some exception that makes it reasonable under the Fourth Amendment. But I would submit that any exception to the Fourth Amendment that allows the government to collect data that can reveal sensitive, deeply private information about every American citizen without any suspicion that we are engaged in real wrongdoing. A ny exception to the amendment that allows that would swallow this most important protection in the Constitution, something that was so important to our founders that it breathed a spark to the fire of revolution. So, if you keep as your north st ar those founders, I trust that you will vote for the proposition that mass collection of Americans' private records violates the Fourth Amendment . Thank you."
against,"Thank you very much for that invitation. And it's a real pleasure to return to National Constitution Center. I'd like to thank Jeff Rosen, an old college and law school friend of mine and now the president of this wonderful center, and our worthy opponents, who have the misfortune of not being from our great home city of Philadelphia and so are destined to lose; and my co -arguer, Stewart Baker, and also the Rosen kranz' s family I've known for quite some time . It's a real pleasure to be here under their support. None of that comes out of my time for the debate. So -- and I still want to say, it's very likely that I personally be the worst debater because I'm used to sitting in a faculty lounge and not speaking within a six -minute window . In my classes, it takes about six minutes for me to figure out what cases are being covered in the class that I'm c ertainly standing in. So , I apologize if I don't get to all my points . And I don't -- as I'm amazed, my colleagues all did finish exactly at 00 :00 . I was quite impressed . But I want to make just make two important poi nts -- three important points . See, I already started . One, from the -- what you heard from the other side, you would think that the government was just interested in collecting information about all of us because they're just interested in collecting information about all of us . 19:07 :13 The most important point is that there's a reason why the government created these programs . It's the one that was present when I was in the government on 9/11 itself and the reason I was -- one of the first things I had to do in the Justice Department was to pass on the legality of what became the surveillance programs . And the reason why is that if you look at the text of the Fourth Amendment, it says we have a right to be free from unreasonable searches and seizures. Much of what Ms . Wydra had to say was about British general warrants and when you get a warrant from a judge, they conduct asearch of our houses . I think that's an entirely different question than when the government can institute a broad program that doesn't look at the co ntent of our communications, just looks at the addressing information and the phone numbers and whether it can do that, whether it's a reasonable search given the circumstances . That's how the Supreme Court’ s interpreted the language, and that's how we should . And those reasonable circumstances, it seems to me, as my co -panelists argued, on 9/11, we were attacked by a different kind of enemy, not a foreign country, but an enemy that hides and disguises itself as normal civilians , that commun icates using normal civilian communication methods like the internet and phone calls to launch surprise attacks with devastating effect on our cities, with a goal of killing as many civilians as possible . After 9/11, confronted by this problem, this challenge, we decided this would be a reasonable thing to do to try to find any more terrorists coming to the United States by looking at phone numbers of people from abroad calling into the United States and what those phone numbers called, to try to de tect p atterns of enemy agents trying to infiltrate into the United States . That's the purpose of the program . And I vigorously deny any idea that this is just part of some government dragnet because the government just likes to collect information about all of us just for the fun of it . The government did not do it for that reason, and I was present at that time, and the reason we did it is because we were suffering from the 9/11 attacks . Second point, I want to just point out, I'm sure that our debate opponents are not often compared to conservatives, but they are as the bed fellows of Robert Bork, because what they have done is said, “ I don't care what prece dence says. I have discerned the principle of the framers, and I am going to impose it over the democratic choices that we have made in our society today . Throw out Smith vs . Maryland, the governing Supreme Court precedent in this area which every lower court judge to examine this program and similar programs has used as a governing law . Throw out the fact that every federal judge to examine these programs at the appellate level and almost all them at district court level have approved this . Throw out that the president has approv ed it, the Congress has approved it, and the spec ial FISA court made by federal judges has approved it under the Smith vs . Maryland idea. Instead, from the phrases in the Fourth Amendment, I am going to discern this overriding principle that will be imposed on our society .” Now, how do they know that the text the Fourth Amendment knows this ? We have so many debates in constitutionallaw . Nick Rosenkranz and Jeff Rosen, who you just heard from in the beginning, they can spend six hours argu ing about the meaning of the word ""the"" in the Constitution. You probably just saw a little bit of it at the beginning . How do they know that the framers would have disapproved of a collection program that collected phone numbers; didn't listen in on the conversations themselves, but only collected the phone numbers ? When people, judges, lawyers who've devoted their lives to trying to figure out what the Constitution means have almost unanimously agreed in their written decisions to appro ve the c onstitutionality of this program. So, if anyone's the radicals here, it's the people on the other side, Ms . Wydra, Ms. Abdo -- Mr . Abdo, who want to throw out all those decades of cases governing in favor of their understandi ng of the Constitution. But suppose you disagree with the Supreme Court, what should you do ? Maybe I, as a policy matter, would draw the line between security and privacy somewhere else . We should decide it the way we decide most of the que stions in our society. We have elections . If you don't like the line that the government has drawn, elect a president and Congress who would draw it differently . This is not a question, I think, as a democracy, that we should leave up to five -- no offe nse to the retired people in the audience -- super annuated elderly people on the Supreme Court, probabl y don't know how cell phone or smartphone really works; I'm sure have no Facebook or Twitter accounts to let you know about their latest opinions . And so if you really want to change the law here and change what the government does, elect different people to Congress. Elect Rand Paul to president . Put -- have them put into effect the policies that we want . But that's how our Constitution is designed to work. So , if John keeps a diary and the police want it, if they come into his house and take it, that's a search . If he gives it to his mom and she takes it home and the police come and knock on her door and say, ""Would you give us a copy of John's diary?"" that's not a search . What the government has done here is they have gone to people to whom these records have been given by the peopl e who made the phone calls. We all know the phone company needs to know what numbers we're dialing in order to deliver the call to the right place . So , we have shared this information already . We can't expect to be able to claim a property right against search, wherev er that information was. The Supreme Court's decision essential ly stood for the proposition that you have a much diminished expectation of privacy once you knowingly shared information with someone else, especially if the government gets it from that person."
for,"I think that's part of the change . The other part of the change before -- and if I can say before answering your question -- is that it is now not really possible to meaningfully participate in society without using the communications platforms that all of the tech companies have brought to us . And so, it's necessary to, as Stewart would say, share this information . But it's not of that same voluntary nature that I think our opponents rely on."
against,"Yea h. I think we ought to be caution of these efforts to claim, just because some new technology came along, we have to throw out all the rules that we've had before and replace it with some uniform, general, radical, simple rule . Life is not that easy, and life is not that simple, especially when the technology is so new . We need to learn more about how all these technologies work, how they interface with law enforcement . Then, slowly, incrementally, we should be making decisions of what the best rules are rather than just saying, “Oh, because automobiles have come along, we can throw out all the rules about horse accidents because those were horses and these are cars.” Instead, we should try to analogize from the things that came before using common sense . That what the Constitution seems to say when it says “reasonable searches and seizures.”"
for,"Well, you know, John mentioned in his remarks, he said that he didn't want to leave these decisions to, you know, five old guys on the Supreme Court. But I'm sorry to say that you're behind the times of nine justices on the Supreme Court, however old they are, because just a few months ago at the end of last term, a unanimous Supreme Court told us that digital is different in a case that applied the Fourth Amendment to S martphones. Well, you know, I think there's a great analogy that Chief Justice Roberts used. He said that, “Saying that a ride on a horse a nd buggy is the same as taking a rocket ship to the moon makes about as much sense as using some of these old precedents and rules when applied to the digital age, because the type, the quantity, and quality of information that can be gained in the digital age is just so different that it actually makes a real difference to the Fourth Amendment. So before, when you would have this information that was available to the public, it was sort of a random tile that could give you a very small glimpse into a person's life. But because of the quantity of data that can be accessed very easily -- this came up in a case about GPS locators -- it adds up to a mosaic that provides a rather clear picture of a person's life in a way that you couldn't in a pre -digital age. With a semicolon, maybe. John Donvan:Stewart Baker."
