side,script,round
for,"Good. Okay, thank you very much for inviting us all this evening and thank you for being here. We in favor of this motion argue that Islam is dominated by radicals. What do we mean by radicals? We mean those who are striving for a political order representing a reactionary version of Islam that denies legal and civic equality to men and women and also denies it on the basis of religion. It also denies freedom of speech and freedom of thought. We believe such trends, such people, currently dominate world Islam. Let us be quite clear about what we are not arguing. We are not arguing that Islam itself is inherently radical. Like any other movement, Islam takes different forms at different times. Also, we are not arguing that most Muslims are radical. Most are not. But what we are saying is that it is the radicals who have their hands on the levers of power. They are, to pick a word, the hegemonic. They’re the most powerful driving force. They’re tending to set the direction and shaping the future of Islam in the modern world. They do this not because they have superior numbers, but because they are extremely focused in what they want. They’re clear about it. They are often well organized. They’re often very well funded, often by Saudi Arabia and they are very, very committed, being quite willing to often kill themselves and to kill other people, especially Muslims. So this is what we’re arguing. To illustrate this I just want to show some of the trends which we have seen in the world in the last twenty-five to thirty years. Some twenty-nine years ago, of the major Muslim countries in the world only one -- Saudi Arabia - maintained that its political and constitutional order was a reflection of what it regards as original Islam and that it has accepted no foreign or infidel accretions. Saudi Arabia was, and is, one of the world’s most repressive states. Many, many examples could be given but I just mention one recent incident when three Saudi intellectuals sent a petition to the king – a petition asking for a gradual move towards a constitutional government. They were charged with using – I quote – un-Islamic terminology. The un-Islamic terminology they used in their petition included the word human rights and democracy. So we have the situation of Saudi some thirty years ago. Then in February of 1979, the Ayatollah Komeini overthrows the Shah and establishes a draconian regime in Iran, which also since then has become one of the most repressive regimes in the world. It bars anybody who is not a Muslim from having any authority over a Muslim. It bars Muslims who do not support the regime’s version of Islam from running for political office. One other example: In Iran, if you kill someone who is a member of one of the non-listed religions, non-recognized religions – say, such as the Baha’is – there is no punishment. To kill a dog, a cat or a Baha’i is the same thing. It is no matter of the law because they have no legal status. They do not religiously and politically exist. Similarly, for sexual relations between a non-Muslim man and a Muslim woman, the penalty for the non-Muslim is death. And of course, the penalty for homosexuals of whatever religion is death. A new proposed penal code has been presented to the Iranian Parliament which would institutionalize its current practice that it would require with no possibility of reprieve, annulment that the penalty for heresy or for apostasy -- leaving Islam-- is death. Article 112 of this, this penal code also emphasizes the law will be extraterritorial. This means, incidentally, if this law is in fact passed, under Iranian law Barack Obama should be executed as an apostate. With the development of Iran next door to them, the Saudis redoubled their own efforts to export their own version of radical Islam. They proclaim themselves, on many occasions, the Muslim Vatican -- a very un-Muslim term -- and now, by most best estimates, spend some three billion dollars exporting their radical version of Islam around the world. That’s somewhat more, that’s about three times as much as the Soviet Union used for ideological purposes at the height of its power. If one travels to a moderate Muslim country, such as Indonesia, or if you travel throughout Africa, you will find Saudi-funded mosques, Imams, lectures, sermons, students, books, videos, fatwas propagating its own reactionary version of Islam. The Iranians seek to do the same. One result of this, though there are homegrown radical movements, with this organizational push behind them, one sees the growth of radical Islam throughout the world. Some examples: when Pakistan was founded it was not founded – …as an Islamic country. The Ali Jinnah – the man who founded the country -- said, whether you’re a Muslim or you’re a non-Muslim is no matter of the state. But now they have introduced blasphemy laws, which include the death penalty, particularly used on religious minorities. In Sudan, the government has instituted laws and propagated genocidal wars against the south in Darfur, killing some two million and two hundred and fifty thousand, respectively. In Nigeria, some fifty thousand people have died in conflict over the introduction of radical Islam. We see this phenomena repeated throughout the world and one could give very many more examples. One sees it even in, growing in Malaysia and Indonesia – historically very moderate countries. One result is that in Freedom House’s rankings of the world’s twenty un-free countries, the majority now are Muslim. Okay, the crucial confluence of ideas is not between the West and the Muslim world – …it is within the Muslim world. Thank you.",nan
against,"There is something peculiar about the way that this debate tonight is being worded. The idea that we could, from our comfortable perches here in Manhattan, pass judgment on the beliefs and practices of a billion and a half people in every corner of the world. And despite Mr. Marshall’s comments, we’re not here to talk about whether Saudi Arabia or Iran is dominated by radicals. We’re here to talk about whether Islam is dominated by radicals. So I suppose it’s not surprising that a large percentage of people in this room would believe that Islam – unquestionably the most eclectic, the most diverse religion in the history of the world – is dominated by radicals. After all, no field work or research is necessary to come to such a conclusion – just turn on your television, watch your nightly news. Now, of course, we’re not children in this room. We all recognize that the purpose of commercial news is to sell commercials – which, by the way, is why I only get my news from NPR, Robert. And what sells commercials, of course, is violence and terror. You all know this. So then if there are violent protests about, let’s say, against deliberately provocative cartoons of the prophet Mohammed in a Danish newspaper, that’s a story. However, if a racist politician in The Netherlands makes a movie – we’re talking about Geert Wilders here -- makes a movie comparing the Koran to Mein Kampf and requesting its abolishment in the entire country and no protests erupt, the lack of protest is not a story. There is simply no story. Similarly, if the Pope makes some controversial comments about the prophet Mohammed and there are mass protests on the street, that’s a story. If the Pope goes to Turkey and no mass protests erupt, it’s not that the lack of protests is a story. There is no story. And I can tell you because I was there with CNN. Of course, much of this debate tonight – and in…and indeed, much of the debate about Islam in general is based not only on the media but on firsthand anecdotal evidence provided by, quote/unquote, insiders. And I’m sure you’ll hear plenty of that tonight from Asra and Daveed. How the experiences of the colleagues for the motion in confronting radicals in their own communities has given them the knowledge necessary to judge the beliefs and practices of a billion and a half people, I’m not sure. I will say that if I based my views of Catholicism on the stories that I hear from my former Catholic friends and on the media reports about Catholicism, I’d pretty much have to assume that Catholicism is dominated by sadistic pederasts. But of course that’s not true. So then I suppose the real question here is why do we keep asking pundits and politicians and writers and public intellectuals what Muslims think? Why don’t we just simply ask Muslims themselves? This is, after all, not so arduous a task. In fact, the Gallop organization – the most trusted polling organization in the world -- has already done the work for us by conducting the largest, most comprehensive poll of the Muslim world ever done. According to that poll, a mere seven percent of the world’s Muslims – not Arabs – seven percent of the world’s Muslims believe that the attacks of 9/11 were justified. Now, more interestingly, Gallop went a little bit further and actually asked those seven percent why they believe the attacks were justified. And the responses fly in the face of conventional wisdom. For example, in Indonesia – the largest Muslim country in the world, and frankly, quite a pluralistic and successful democracy -- not a single respondent, not a single respondent in Indonesia cited the Koran as justification for the attacks of 9/11. Indeed, seventy-four percent of Indonesians, eighty-six percent of Pakistanis, eighty-one percent of Bangladeshis and eighty percent of Iranians said that attacks against civilians were, quote, never justified -- never. Now, please compare that to forty-six percent of Americans who said the same. In fact, the Gallop poll found that in all Muslim countries the majority of those Muslims who, quote/unquote, support violence or what we can refer to as radical views or tendencies do so for markedly secular – that is, political – reasons. Robert Pape found similar tendencies in his comprehensive study of suicide bombing. He found that ninety-five percent of all suicide terrorism is, quote, not driven by religion as much as by clear strategic – read, political – objectives. In short, when we talk about radicalism in the Muslim world we are talking about political radicalism, which after all, in a globalized world is not that odd. Why are these political goals so often couched in the language of religion – and in this case – …the language of Islam? Well, it’s because in every society religion holds the most currency with the masses. In every society religion provides a powerful language to create simple collective identities and to urge collective action. In every society the language of religion has the power to distill the most complex sociopolitical issues into the simplest of choices – good versus evil, us versus them. As I say, this is true of every society, ours especially. And if you don’t believe me, I suggest you ask Karl Rove. Thank you.",nan
for,"So I would say assalamu alaykum to all of you, but according to the prayer book that I was handed when I went on the pilgrimage to Saudi Arabia, I’m not allowed to say this peaceful greeting to those who aren’t Muslim. When I see that headline: Islam is dominated by radicals, I don’t hesitate in believing it to be true. The opposite side wants to suggest that we can’t tell you stories from the trenches. But it is, in fact, in the trenches where we know what is happening, that we know that the radicals are, in fact, intimidating, silencing and paralyzing the moderates. I know it from my lifetime in the Muslim community and I know it from stories and anecdotes, sure, and historical and country cases. When I was given this proposition I asked my mother – a grandmother, who has taught me my Muslim prayers, who is teaching her grandchildren the prayers – I said, Do you think that Islam is dominated by radicals? You can dismiss her as an anecdote. You can dismiss her as somebody who isn’t pundit enough but she’s got her finger on the pulse of what’s going on in our communities. And she didn’t hesitate in saying yes. For the last thirty years that I have known, since the exportation of Wahabiism from Saudi Arabia to the far reaches of our Muslim world, I know that our community is dominated by radical ideology. I know that it is an ideology that has taken root in countries from Pakistan to states in Nigeria to provinces in Indonesia with laws that put women in second class status, that give women criminal punishments because of sexual crimes. In each instance you could say that there’s a political purpose. But at the end of the day it is done in the name of Islam. I don’t stand up here and condemn my faith. I fight for it every single day. I fight for a progressive interpretation of our faith. But at the end of the day our religion, our institutional Islam out there in the world -- from my home town of Morgantown, West Virginia to Islamabad, Pakistan to Indonesia to Riyadh, Saudi Arabia – we are controlled and dominated by radical ideology. The moderates don’t want to lose their status. They don’t want to lose their place in the community. They don’t want to lose their invitation to the potluck dinner parties and wedding halls that they get to go to. It’s an issue of social dynamics. At the end of the day it isn’t worth it to them to take on the radical ideology because there’s too much at stake. You risk your own safety and then you risk your social standing. I know this as a woman in the faith. I know that what we are struggling with is a situation where more mosques in America than in the 1990s are putting women in separate sections. Two-thirds of mosques in America versus half in the 1990s have women separated. And you could argue that that’s not radical ideology. But at the end of the day it is part of a continuum of an interpretation of Islam that takes a literal read that says a woman is sexual temptation, that a woman is sexual distraction. You take that interpretation and it isn’t that long that you have to also add up to an interpretation that says that you can’t be friends with the Jews and the Christians, that violence is acceptable. Why do I know this? Because I’ve heard it from my pulpit. I’ve heard it from the sermons that are downloaded on college campuses across this country and across the world. There is an exportation of this ideology. We may watch our borders, we may check the visas of people who come into this country but I know that there is an ideology that says that a woman is half the witness of a man in criminal cases, that that is law in countries of our, of our religion, that there is interpretation that says that a woman gets less inheritance. When we put women -- half of our population, in particular -- in second class status around the world, you can call it anything you want. But I consider it unacceptable and I call it radical ideology. It’s unacceptable to have tradition become religion with female genital mutilation. It’s unacceptable to have honor killings, as we are, from Canada to Texas to Turkey. You can call those anecdotes but it’s a trend. It’s a trend that’s happening because our Islam of today is dominated by radicals. We don’t have mosque leaders who are keeping that kind of ideology in check. We are, in fact, having leaders who accept preaching from the pulpit that says that we cannot imitate the dis-believers, that we cannot say assalamu alaykum to those who are not Muslim. At the end of the day what I want you to know is that I stand up for Islam as a faith. I stand up for the principles just like every other religion. But like Judaism and Christianity have evolved so that there is a continuum in institutional religion, so that there is a reform synagogue along with the orthodox synagogue, our mosques are defined by an institutional puritanical interpretation that to me is very radical and very unacceptable. And I encourage you to vote to support this motion because we need a truth telling. We need to be honest. We need to not cower in the face of political correctness. A lot of you may have hesitation because you think that if you vote for the motion you are voting and condemning Islam. I don’t stand here before you saying that that is at all on the table. We can stand up for religion that is not dominated by radicals, but we can accept the fact when it is. And in our day, in the trenches in the Muslim world from a mosque just a few blocks away from here to Seattle, Washington to Dubai, we are facing a momentum where the leadership is one that accepts radical ideology and the moderates don’t stand up against it. So I encourage you to vote for the motion and understand that it’s a vote for truth. Thank you.",nan
against,"will bid you assalamu alaykum, because that is what my faith teaches me and that, regardless of who is in the pulpit, is what the book teaches. When we consider the question of whether Islam is dominated by radicals we have to look in terms of absolute numbers and in terms of prominence and in terms of symbols. Saying that Islam is dominated by radicals is much like saying, is as absurd as saying that America is dominated by murderers. Certainly they exist within our society and certainly radicals exist within the fold of Islam. But do they dominate? Absolutely not. Based on the polling data that Reza shared with you and based on so much other data that exists out there, the people on the Muslim streets, both in the West and in the, quote/unquote, Muslim world, are striving for freedom, for freedom of speech, for democracy, for technology, for those very things that they admire the West for. That is what their faith is pushing them to do. Now, Islam is dominated, if you will, by scholars, by average people more so than anyone else, who are struggling to understand Islam in a 21st Century context and who seek to foster inclusion of Muslims on the international stage and who want nothing more than to be understood and to be respected, as that same poll showed over and over again. To point to Saudi Arabia over and over again, I will hand that to the other side. Saudi Arabia is no, by no means the shining glory of any part of the Muslim world. But pointing to pockets in no way reflects the overall picture, the overall reality. Looking in a pocket or in many pockets in no way represents the overall cost to, the overall character of the people and it is the people who define the faith and who define their global community. The reality is that the moral – You know, when we look at where this radical threat lies -- I travel across this country and around the world. We can fight anecdotes with anecdotes. When I was in Malaysia a few years ago talking to youth on the streets there, their single goal was to be understood. They wondered why Americans didn’t understand them and why Americans thought that they were all terrorists. When I traveled to Egypt it was the same. When I traveled even to Bosnia, to the former Yugoslavia where my parents are from, it was very much the same. The lack of understanding on both sides of the issue has in many ways been fueled by media perceptions as we have described here earlier. The reality on the ground is this: radicals are failing in their attempt to dominate. Radicals, those who make up Al Qaeda and its various branches, are on the run. They are in decline. Their messages are not reaching the audiences that they seek to convert and to brainwash as much as they used to. And that, to me, is an important symbol of the rise of moderation, the rise of the middle, the rise of those who dominate this faith. Even those in Al Qaeda – Ayman al-Zawahiri, who recently released a tape – they have had to change their tactics because they are receiving criticism from within the Muslim community. They have had to respond to criticism about targeting civilians and have had to answer these questions to the very people that they are trying to recruit. And if we look even at the reality in the, quote/unquote -- and I say again, quote/unquote -- Muslim world, look even to Pakistan, where we saw that the radicals indeed killed Bhutto. But what did the people do in response? They elected a secular government. They responded in a different way. The people on the ground are the ones who are defining the face and the nature and the character of the faith and of the global Muslim community. And again, what do they want? That’s what we have to remember. They do not want death and destruction. They want hope, they want economic ability, they want education and they want a seat at the table. If we also look to the, where the war against radicals is taking place, it’s almost entirely in the Islamic world, between mainstream societies and governments on the one hand and radical minorities on the other hand. Just look at what Muslim scholars and Muslim leaders have been able to achieve in the last few years and then we’ll ask ourselves, Why haven’t we heard about it? In 2005 Jordan’s King Abdullah convened an international Islamic conference of two hundred of the world’s most leading Islamic scholars from fifty different countries. Those scholars unanimously issued a ruling on three fundamental issues – the validity of all interpretations of Islam, the eight legal schools. They forbade the declaration of apostasy between Muslims and they further provided pre-conditions to issuing fatwas, since they have become such a currency on the international market and have lost their meaning entirely. That’s one example. Another is that a hundred and thirty-eight Muslim scholars joined together to affirm freedom of expression -- scholars from around the world – and to condemn the negative reactions to the Danish cartoons – and which resulted, I think, interestingly, of the fact that there was very little, if – very little reaction to the most recent Danish, episode, if you will, of the film Fitna. And those same scholars reached out to the Pope to establish a historic Muslim/Catholic forum… …seeking opportunities for dialogue that they could do on an international scale at the level of leadership and that could also be modeled for their citizens and their countries and for the faithful among them who wanted to see something different take place. Internationally recognized leaders are calling for integration, for tolerance and for advancement. And their reach is ten times wider at least than that of Al Qaeda or any of their associates. Just consider those, even in Turkey, which has recently elected a new government but has taken the lead in ushering in a historic re-examining of Islamic material to cater to the contemporary world. That is just one among countless examples of people who are working day in, day out to re-emerge as the dominant force within their faith and who are crying out for attention on the world stage. Just consider this last example, which is that, what – Where do the cameras turn? That’s the question.",nan
for,Because most Muslims don’t like the radicals’ agenda. But—,nan
against,Precisely.,nan
for,"Well, no, I think if people have guns, if they have intim—if they intimidate people, if they’re organized, if they have funding, if one sees even in Indonesia the increase in radical movements, radical Islam— radical imams, who were not there 10, 20, 15 years ago. When you see in Indonesia the destruction of hundreds of churches, where 10 years in Indonesia, 20 years ago you wouldn’t— would never have seen that, people coexisted. So even in places like Indonesia, in places like Bangladesh, in places like Malaysia, even though most of the people don’t want it, you have the growth of radical movements, and they often win, because they intimidate and scare other people—",nan
against,"Paul Marshall— Paul Marshall knows that those churches are primarily Chinese-owned, and the Chinese form a socioeconomic community in Indonesia that has been at great odds with the majority Muslim population there and that a lot of those churches are not religious violence. It’s ethnic, social violence, but more importantly, again, you know, here we go, we’re—we’re talking about this idea of, of domination—",nan
for,"By the way, most of the churches are non-ethnic Chinese.",nan
against,The majority of Christians in Indonesia are Chinese. Are of Chinese ethnicity—,nan
