side,script
for,"We detained people in Guantanamo who were from China. We let them go actual ly not all that long ago, right? So the notion that there are some of the same people in some of these same places I think is insufficient to establish what the administration says, which is not that ISIL is an associated group of al -Qaeda or an off -shoot, but that ISIL is al -Qaeda, right? The administration can't say they're an associated force. ISIL and al- Qaeda are shooting at each other."
against,"I'm glad you mentioned -- -- Guantanamo. What do you do with the fact that all the Guantanamo cases that have considered this, every single federal court that's considered this question, has held that theIntelligence Squared U.S. 19 4/1/15 Islamic state is in fact an associated force with al- Qaeda? What do you do with that? What do you do with the fact that --"
for,Which court has held that --
against,"-- Congress -- what do you do with the fact that Congress has authorized funds for air attacks on the Islamic State? You say , what do we do if Barak Obama decided to attack Brooklyn , or what would we do if they decide to attack Norway, w hat would we do -- well, one thing you would do is that Congress would say this is not appropriate, as the statute requires, but the Congress has spoken about this. What do you guys say about the authorization of our air attacks on the Islamic state? That's ."
for,"If I took everything that Congress does as proof of its constitutionality, I would have to challenge, right, Marbury versus Madison. Just because Congress has passed a law doesn't mean the law Congress has passed is constitutional."
against,So you think the authorization for funds for air attacks on the Is lamic state is unconstitutional?
for,I think --
against,Fine.
for,"-- for the use of funds is constituti onal, but I don't think we can take their authorization for the use of funds as a commentary on whether or not they think the president has the power to wage war without congressional authorization.Intelligence Squared U.S. 20 4/1/15"
against,"congressional authorization. See, there's authorization of the use of military force, and then there's a second congressional authorization with the House and the Senate and the president once they actually know who's being bombe d."
for,"Well, as Deborah said, the bulk of the war powers are with Congress. The declare war clause, which Madison identified as the part of the Constitution, where the most wisdom was to be found, is an independent check on -- or it was intended to be an independent check on presidential ability to initiate war. All the -- you know, most of the framers who spoke about this power, James Wilson, the architect o f the presidency, said, ""This system will not hurry us into war. It is calculated to guard against it."" And he identified the declare war clause as the clause he was talking about. George Washington wasn't sure he had the power to launch offensive operations against Indians without an authorization from Congress. So this was an important check. Moreover, where does the president get the power? The president doesn't get the power from the commander in chief clause, and Alexander Hamilton s aid that was -- that meant nothing more than that he was the first general and admiral of the United States, and generals and admirals don't get to decide whether and with whom we go to war."
against,"I'm surprised. John Donvan:Intelligence Squared U.S. 21 4/1/15 Philip Bobbitt. I thought -- and I must say, I was very impressed by this -- I thought our opponents were not going to say that we required a declaration of war. I thought their point was that we required congressional authorization. It could be by a declaration of war, it could be by a joint resolution, it could be by a statute, but we had to have congressional authorization. Now Mr. Healy begins to suggest that perhaps that isn't enough, that you also need a declaration of war. Now, if we want to talk about that --"
for,"You don't need the magic words, you didn't -- it was recognized from the first generation that you d id not need formal authorization. You need some kind of substantive authorization that perhaps is renewed more than once a generation."
against,"How about a statute whose title is, ""The Authorization of the Use of Military Force,"" that -- M ale Speaker: Akhil Amar: -- explicitly has no sunset and says that it applies -- it's adopted in order to, quote, ""prevent any future attack of a 9/11 --"""
for,"You've mentioned that clause several times, and the actual history of that --"
against,"-- yeah. Gene Healy:Intelligence Squared U.S. 22 4/1/15 -- no, the actual history of that clause was the Bush administration's original draft of the AUMF gave the president the power to deter and -- an independent power to deter and preempt all future acts of terrorism against the United States. That was so horrifying to a Congress , even in the aftershock of 9/11 , that they changed that language to dis -link that as an independent power. A khil Amar: To apply --"
for,He has the power to go after persons or organizations linked to 9/11 for the purpose of --
against,"-- linked to al -Qaeda, linked to the folks who did it in 9/11, and that's our claim, these guys are linked to them. I think it's an important distinction --"
for,"Well, they're shooting at each other."
against,"-- the language isn't linked to 9/11. The language is linked to the perpetrators of 9/11. Aiding or harboring them, ex -ante or ex -post --"
for,"The language isn't linked. The language is “ responsible for the attacks of 9/11.” And I want to come back to the question that was posed here a minute ago, which is ""Why is it that we should have ” -- and we all agree, right, some congression al authorization is required -- the notion is, ""Well, you don't have to say specifically who the enemy is, right ? The enemy can be a l- Qaeda, the Taliban, associated forces, people responsible for the attacks of 9/11, or whoever, right? The reason why you need Congressional authorization and the reason why you have to name who the enemy is , is the same. It is in order for Congress to have a meaningful check in a democracy. You can't lead a people into war without telling them who they're going to war against and why. So --Intelligence Squared U.S. 23 4/1/15"
against,"So, this is --"
for,-- that's why naming the enemy is as important --
against,This is --
for,-- as the authorization in the first place.
against,"This is the second time that you've actually suggested -- at least the second time -- that the real constitutional culprit here is not the president, but that Congress has somehow passed an unconstitutional statute, which is a very odd proposition to me."
for,I don't think I was suggesting Congress passed a --
against,"So, Congress passed a statute that didn't read the way you would have drafted it, mentioning a l- Qaeda by name, and for very good reasons, because we wouldn't want to let them change their -- you know, just call themselves ""Shal- Qaeda"" or, you know -- So, they actually -- you're saying, ""Well, unless you actually name the organization, it's not valid."" And we're saying, where did you get that from?"
for,"I'm saying the statute is entirely constitutional. And all three branches of government have concluded that the statute authorized the use of force against three groups -- a l- Qaeda, the Taliban, and associated forces. ISIL is not the Taliban. The admin istration says they're not associated forces, because after all, they're fighting with each other. The administration says they're Al- Qaeda, and I'm telling you, there's no sense in which they're Al -Qaeda. And I'm not the only one who says that, because I'm after all, not that persuasive, right? You've got to read the West Point Counterterrorism Center report. You've got to read, actually, a wonderful piece in the Atlantic about who ISIL is. And no matter what the president says, at some level, there's got to be a recognition of who we're talking about. And this isn't it.Intelligence Squared U.S. 24 4/1/15"
against,"Well, this is what puzzles me. You say we have to read a West Point manual, but you're not prepared to take what every federa l court that has considered this matter has said: that the Islamic State is an associated force. You say, ""We want to reassess this and decide how the phrases ought to have been used."" But you're not prepared to answer what you do with a Congressional ap propriation."
for,I haven't --
against,This is a --
for,-- that it -- --
against,If I may just say one more thing.
for,-- what federal court is it that has --
against,In the Guantanamo --
for,"-- opined on They didn't talk about ISIL at all. It didn't exist then. I think the president has residual powers under Article II to deal with -- you know, Deborah mentioned the phrase, ""Repelling sudden attacks,"" which comes up at the Constitutional Convention. And I think you can be flexible with that. I do n't think you have to be wedded to an 18th century understanding , or one that doesn't comport with modern warfare. But you do have to -- for the president to legitimately use this reserved Article II power, it has to actually be a threat to the country. And it -- -- -- Not in the remotest sense."
against,"I'll say something about Libya in one second, but -- again, just remembering the statute, the statute is about not just repelling attack, but preventing future attack, okay? Now, if we -- if they've conceded on ISIL and ISIS -- I'm happy about that. If that's now put off the table, and now we're just talking about Libya, I'm happy to address Libya. And -- -- -- Now, on Libya -- just like a simple point. You know, how many body bags were there in Libya? And apart from one embassy attack, this does not seem to me like full -blown war. And there's language in the war powers resolution -- and if you want to read my piece on this, I wrote a piece in Slate on this that I think actually authorized t he use of force in that situation. And you could read the testimony. But we know what war l ooks like. Vietnam was a war. And there were body -bags. 50,000 of them. We know what wars look like. Korea. There were no body bags in the Libyan intervention, and in that sense , it's much more like all sorts of things that Ronald Reagan did in Grenada, all sorts of uses of force that really don't rise to the level of full -blown war."
for,"Well, you just said -- -- Professor Amar was doing a lot better than Secretary of Defense Gates in that he was able to make that argument with a straight face. When Gates, once in Congress and once on 60 Minutes, tried to sell the idea that launching thousands of Tomahawk missiles at another sovereign country wasn't war, he had to smirk. That was the line he was given to sell and he did not sell it. J ohn Donvan: Did he smirk? Yeah. Well, you know, it's hard to discern, but a quarter of his mouth turned up."
against,"I j ust want to point out there was U.N. Securi ty Council resolution on Libya. It's not -- it wasn't done pursuant to Congressional authorization. It was done pursuant to a treaty. We can constitutionally wage war by at least four roots, repelling a sudden attack as our opponents have noted, relying on the Article II power of the president, by a statute or joint resolution adopted by both houses of Congress, by a treaty, as in Korea or as in Libya, and by a declaration of war. Intelligence Squared U.S. 28 4/1/15"
for,"I think maybe we might agree. I think for present purposes especially there's no constitutional difference between declaring war against ISIL and authorizing the use of force against ISIL. In either event, depending on the terms of the authorization for the use of force, Congress could of course impose a limitation, right? The president can't use ground troops, for example, b ut assuming the authorization for the use of force in the statute didn't authorize anything different, I think they have the same effect in this case."
against,"There's a bit of a difference , as I'm sure my partners here would agree. A declaration of war perfects a war. It's the way you perfect a lien. It allows for additional authority, the authority to blockade enemy ports, to intern ene my civilians domestically. It's -- you move from a limited war to a total war in international law when you perfect the war by a declaration. That's why if you look back on our declared wars , they are something like total wars , and if you look at the war s that are done by authorizations and statutes and joint resolutions, they don't rise to that level. And as my opponents know, this is a Supreme Court case, 1800 , Bas v. Tingy. Intelligence Squared U.S. 29 4/1/15"
