side,script,round
for,"Thank you very much, John. Two principles require that we stop welcoming undocumented immigrants, otherwise known as illegal aliens – respect for the rule of law and respect for facts on the ground. The ongoing violation of our immigration laws has reversed the traditional roles in a sovereign nation. It is now people living outside our border who determine our immigration policy, not Americans. The facts that result from this constant violation are these: a significant portion of the children of illegal Mexicans and Central Americans are adopting an underclass culture, as anyone can verify for himself by looking at social statistics or spending time in heavily Hispanic schools. Until we figure out how to prevent this from happening our unrestricted immigration flows guarantee social problems for years into the future. Now, on paper, our elected representatives continue to make our immigration rules. In reality, however, the power to determine who comes into the country and on what conditions, the most basic attribute of sovereignty, has passed from Congress to the world at large. A net half million aliens enter the country illegally each year. Once inside, they have enjoyed virtual immunity from any risk of penalties, as well as receiving a host of taxpayer benefits. Such immunity is now considered an entitlement. Any hint of enforcement, no matter how limited, inevitably provokes a massive outcry from immigrant advocates and immigrants themselves, that the government is behaving unfairly and, indeed, unlawfully. Disapproving headlines will blare from newspapers across the country. Quote: Fear among immigrants spreads, unquote. Mexican Consul Generals will complain bitterly that the government is psychologically abusing their countrymen by causing them to worry about their status. It seems that not only ill…do illegal aliens have the right to live here without being deported, they also have the right to live without thinking that they face even a minimum risk of being deported. This sense of entitlement does a great injustice to the thousands of law-abiding foreigners who are patiently waiting to enter the country legally. And it makes a mockery of our laws. I would like to ask our esteemed opposing team if they think that anyone should ever be deported for coming into the country illegally or whether they believe that once across the border he should be home free. Now, you may hear from Mr. Griswold tonight that our immigration laws are economically unwise. I and my colleagues vehemently disagree. But even if it were the case that controlling the border was bad economic policy, the sanctity of the law does not rest on whether it meets someone’s idea of optimal economic efficiency. Until the American people decide to change the law it should be respected and enforced. You may also hear tonight that we have tried immigration enforcement and that it has failed and therefore that we have no choice other than to allow the present inflood to continue. In fact, until a few months ago, there has been almost no immigration enforcement in the interior of the country. In 2004 a mere three firms were issued fine notices for employing illegal aliens out of the hundreds of thousands of such law-breaking employers across the country. To be sure, the country has progressively put more agents on the border. But once an illegal alien got across the border he entered a three million square mile sanctuary zone. This means that mass deportation is not required to revive the effectiveness of our immigration laws. The illegal population has burgeoned precisely because illegals assume they face absolutely no risk of enforcement, as the complaints about psychologically harassing illegal aliens with de minimis enforcement show. Increase that risk even slightly and calculations change. After 9/11, the Department of Homeland Security deported fifteen hundred illegal Pakistanis living in, in New York, leading fifteen thousand more to leave on their own. A modest increase in enforcement would result in a similar reduction over time of the broader illegal alien population. The second principle supporting tonight’s motion is respect for facts on the ground. Those facts show that unrestrained illegal immigration is producing an underclass culture among many children of Hispanic illegal aliens. Talk to students in any heavily Latino school and you’ll hear something like this – told to me by an undocumented Guatemalan girl in Los Angeles – Quote: ""Most of the students I hung out with when I started school have dropped out. Others got kicked out or got into drugs. Five graduated and four homegirls got pregnant."" This testimony is perfectly representative. Hispanics now have the highest teen pregnancy rate in the country. Moreover, fifty percent of Hispanic children are born out of wedlock, a rate two times that of whites and three times that of Asians. The stigma against unmarried child-rearing among teens has virtually disappeared. Hispanics have the highest school dropout rate in the country – fifty percent. And gang life is sucking in large numbers of Latino youth. The incarceration rate of Mexican-Americans jumps eightfold between the first and second generation, resulting in an incarceration rate three and a half times that of whites. Gang counselors in schools from Washington, D.C. to San Diego –",
for,"…despair at the fact that younger and younger kids are joining gangs. To be sure, most Hispanic immigrants are industrious strivers who seize every opportunity available to them. But as long as many of the children are assimilating into the underclass and adopting its values, maintaining the current high levels of illegal entry will bring in its wake rising welfare and crime. In conclusion, we should continue to welcome legal immigrants who have respected American law from the moment they entered the country and in the way they entered it. But it is an insult to them to accord the same privileges to so-called undocumented immigrants who have chosen to flout the law. And it is not in the country’s self-interest to do so. ",
against,"Well, thank you, everybody, for coming out tonight. Uh, first I want to lodge a protest at the, uh, proposition that we’re debating. It’s a little bit like, uh, Have you stopped beating your wife?, kind of question. I don’t think anybody up here is thrilled about having illegal immigrants in the United States. Our side would like to see them able to come legally. And I’d like you to think of the motion as, uh, Let’s Stop Welcoming More Legal Immigration. And I’d urge you to vote against it. Immigrants have made the United States a prosperous, dynamic and free country. They have throughout our history, they continue to do so today – both on the higher end of the skills spectrum – but I will argue tonight that low-skilled immigrants are also benefiting the United States. There are two powerful economic and demographic trends, two very positive ones, that are driving low-skilled immigration to the United States. On the demand side, our economy continues to create hundreds of thousands of net new jobs every year for low-skilled workers in fields like retail, cleaning, landscaping, food preparation. And at the same time, the supply of Americans who traditionally filled these jobs – Americans without a high school diploma – has been dropping steadily. We’re getting older, we’re getting better educated. Uh, less than ten percent of Americans, adult Americans, do not have a high school diploma, compared to fifty percent in the early 1960s. 4.6 million fewer Americans are in the work force without a high school diploma today than just a decade ago. So we have a, a structural mismatch between demand and supply in our economy. And yet there’s no legal channel for a peaceful, hardworking twenty-four year old Mexican or Central American to come into the United States legally and fill these jobs that there are simply not enough Americans, uh, there to fill. And yes, we have tried enforcement and it’s failed. We have ramped up real spending on enforcement six-fold in the last two decades, line watch hours at the border eight-fold. We’ve built walls for miles into the desert. We have gone through periods of increased interior enforcement in the late Nineties and now again. It has made no dent. Enforcement without reform is doomed to fail. It has failed in the past and it continues to fail. You know, we rounded up a few thousand, uh, workers at a chicken processing plant, uh, in Georgia a while back. You know, two thousand down, eight million to go. It’s a futile exercise. There have been perverse consequences. Because of our enforcement those trying to get in are actually, uh, more successful because they’re going through more remote regions in the desert. It’s more dangerous. The death rate has tripled. Three or four hundred people are dying every year for the crime of wanting a better job and trying to cross the border. And here’s the irony: once they’re in they’re more likely to stay. Because of the expense and risk of crossing the border once they’re in they tend to stay. Traditionally we’ve had a strong circular component to Mexican migration. Eighty percent of them who came here eventually went back home, uh, as temporary immigrants. And we’ve interrupted that now and I think a legalization program would restore that circular flow. The only answer is immigration reform. We need to change the law. This is a broken, dysfunctional law. We need to change the law. You know, uh, and I think we need to both create a temporary worker program and legalize those who are here. We’re not talking amnesty. They would pay a fine, they would serve probation. That’s the penalty for a misdemeanor. It’s not a felony. It’s not a crime to be here. It’s a civil infraction. The punishment should fit the crime. The Immigration Reform and Control Act of 1986, of course, did, did none of that. Uh, but the missing piece was that it had no temporary worker program, no provision for legalizing future workers, and it failed. Let’s not make that mistake again. Back in the 1950s we had a problem with illegal immigration. We had the Bracero Program but the Visas were insufficient. We dramatically increased the Visas and illegal immigration dropped by ninety-five percent. Our side’s not talking about letting in more immigrants. We’re talking about turning in a flow of illegal and a population of illegal immigrants into a legal flow and population of i…of immigrants. You’ll hear the argument from the other side that this is bad for low-skilled Americans. Well, if you’re twenty-five years old and you don’t have a high school diploma you’re getting it from all sides. The best thing you can do is stay in school. You’ll get a thirty-eight percent raise just over somebody who’s dropped out. So it’s, the answer isn’t to build walls. It’s to encourage people to stay in school. You’ll hear about the fiscal and social costs and you’ve already heard that. Uh, I just don’t see it. Yes, low-skilled workers tend to consume more in government services than they pay in taxes, but I think the other side exaggerates those costs. The costs are manageable. We can control access to the welfare state. And they’re overwhelmed by the economic benefits to having a more, uh, expansive, uh, dynamic economy. The social costs: You know, Heather talked about this swelling underclass. I just don’t see it. In the last decade the poverty rate is down in the United States. Cri…crime is down by a third from the early 1990s – and this is with a doubling of the illegal immigrant population. The number of U.S. households headed by somebody without a high school diploma has dropped by more than ten percent, uh, in the last decade. So we have a shrinking underclass, uh, in this country and immigrants are helping to create, uh, opportunities throughout our economy. The answer, my friends, is to fence off the welfare state, not to fence off our country. Let me end by talking a little bit about national security. And I don’t need to remind people in New York how important that is. None of us want to see a repeat of September 11th. I think a sensible immigration reform program would enhance our security and bring order to the border. This is a very important thing. We would begin to drain the swamp of smuggling and document fraud that can facilitate, uh, terrorism. We’d encourage people to come forward, announce themselves to authorities, to cooperate, uh, with the police rather than living in the shadows and being afraid. And also we would free up resources to go after the real criminals and terrorists. Uh, I think that’s one reason why our Homeland, uh, Security boss, uh, Michael Chertoff, has been such a strong supporter of immigration reform. It would make his job easier. As he told Congress recently, uh, Immigration reform would, quote, ""dramatically reduce the pressure on our borders, aid our economy and ease the task of our law enforcement agents inside the country."" What in the world is our Homeland Security Department doing using its scarce resources going after janitors and dishwashers and meat packers when it should be going after criminals and terrorists? We need to stop wasting our dollars, manpower and lives in a futile effort to close our borders and turn away hardworking, peaceful immigrants. We need to change the law –",
against,"…so that our country can welcome more legal immigrants to help us grow. And let me just end with a world about the rule of law. I’m all for enforcing the law. I’m all for obeying the law. But the law must be reasonable. It must be consistent with how normal people live their lives. In the 1930s we had alcohol prohibition. It made criminals out of millions of people who just wanted a drink after dinner. The American frontier was settled by illegal squatters and instead of clearing them off we passed the Homestead Act. Uh, we need to change the law so that our immigration law better reflects our needs as an economy, our need for a more secure nation and our highest values. ",
for," It’s a pleasure to be here. Please don’t let the other side confuse you. This is not about legal immigration. There’s a difference between legal immigration and illegal immigration. The topic tonight, which the vote is supposed to be on, is illegal im…immigration -- undocumented workers, if you want to call them that – but illegal immigration. That’s the issue and that’s the principle that I’m, uh, uh, that I’m in favor of stopping. Ille…And there are three reasons, basically. And I want to elaborate on each in a moment. The first is that illegal immigration is not a victim…victimless crime. There are people who lose and lose in big ways. And these are the most vulnerable people in our society – not the privileged, not the well-off, who…whom government is suppo…does a very, a pretty good job of protecting – but the most vulnerable, the unskilled, the poorly educated, the poorly trained, disproportionately youth, disproportionate minority, disproportionately women who bear the, the competition with illegal immigrants. And they’re hurt very badly. Just because some people win and other people lose doesn’t mean it’s on average, nothing happens. It’s a very, it has a very detrimental impact on those who lose. Secondly, and I to go back and talk about a moment, illegal immigration does erode one of the basic pillars of this society – the, the rule of law. And when we make mockeries of our laws we br…we, we engender, we, we, we encourage cynicism about the society in which we live in. What’s the sense of passing laws if nobody obeys them? And lastly, I want to talk about the fact that illegal immigration exposes in a very obvious way the seamier side of our wonderful democracy. Uh, the willingness of some to tolerate the exploitation of human beings, uh, in our society, to find some ways to rationalize it. And the failure to stop this, these sores allows them then to, to fester and make conditions in this country much worse. It breeds cynicism about what our really core values of this nation are. But before I elaborate on those I want to say briefly how I got involved with this. I was invi…I became involved in this when I was a very young professor teaching at the University of Texas, when a man named Cesar Chavez came through Austin on the way to try to organize farm workers in south Texas in 1966. And I joined with that movement and I went down to the border for the first time. I was not a Texan. I saw the border and I knew right away that the first day I was on the picket line that this strike was lost. We were overwhelmed by strike breakers and I’m saying to this day those, those people are still not organized in south Texas. And, uh, from those years in the Sixties and Seventies there was no greater spokesman for ending illegal immigration in this country than Cesar Chavez, who sued the Carter Administration for, uh, for its unwillingness to enforce immigration laws before we even had employer sanctions. Just trying to say these people shouldn’t be in here. That was Chavez’s line. And he believed it very strongly in those days when he was actively trying to organize farm workers. And he certainly made a big impression on me for the rest of my life. It’s also the case that I believe the position that we’re arguing is supported by the overwhelming balance of re…of research and findings about the adverse impact of illegal immigration on individuals and on our society. I want to elaborate on the three points now. First of all, with respect to adverse impact, there are ninety million – in a newspaper article just in last week’s Ithaca Journal – ninety million people that are adults in a population in the United States who only have only a high school diploma or less – ninety million. That’s half of the adult population of the entire country. Of that number, fifty million are in the civilian labor force. Almost one-third of the labor force doesn’t, has only a high school diploma or less. The problem this country faces, as this article makes, discusses very clearly, is that we have an over-supply of unqualified people in the country. It’s not that we have a shortage of unskilled workers that we need undocumented workers. And that over-supply is the group that are so adversely affected by illegal immigration. Those are the people overwhelmingly who are adversely affected in terms of their wage depression and limited opportunities. They’re the ones who have to compete with illegal immigration, immigrants for jobs. Uh, and that’s the ones we should, would be concerned with – the people that had the highest unemployment rates. The highest unemployment rates in the United States are those people in the high school grades, or high school-less, uh, uh, uh, cohort. Uh, the unemployment rate is, is over, it’s almost six percent for people without high school diplomas and for those people in some groups, even blacks without high school diplomas, it’s all…it’s, it’s twelve percent right now. So it’s hard to make any argument that there is a great shortage of unskilled workers when the highest unemployment rates in the United States are held by those who have the lowest level of education. Just what we’d expect, but the other side makes it out as if there’s a great shortage of unskilled workers in this country that would document, that would, uh, warrant the, uh, the coming of undocumented workers. That is absolutely not true. Absolutely not true. This, uh, this labor market is in surplus and that’s the problem. Why income levels at the bottom, uh, don’t go up, wages at the bottom don’t go up, why income distribution in this country is coming, uh, increasingly skewed, heading toward greater inequality. It’s, uh, and it’s, it’s a very dangerous thing for a society to have happen to it. Uh, we all know that if undocumented workers were pouring into the professional and legal ranks of this country, if they were coming into the professor ranks or the lawyer ranks or the doctors’ ranks or the business executive ranks, this issue would have been solved a long time ago. We all understand very clearly that this, uh, that the undocumented workers coming into the legal profession or the doctors’ profession five hundred thousand a year, was not good for the doctors in this country or the lawyers in this country who have to invest, uh, invest in their education and training and the, all the rest of it to get to those positions. Undocumented, not legal immigrants, but undocumented, illegal immigrants. But somehow when it comes to low-wage workers, low-skilled workers, farm workers, maids, yardmen and all the rest of these things – landscapers and restaurant employees and hotel employees – people forget about the laws of economics – that, uh, that, that, uh, increasing the supply of those workers when you have unemployment already, of high unemployment rates already in those markets, can only depress wages and working conditions and make conditions worse for those at the bottom of our society, and society. So, again, this is the first reason. Uh, illegal immigrants will always win in the competition for jobs. They become preferred workers. It’s not that U.S. citizens will not do these jobs. Employers don’t want them. Illegal immigrants will always work for the longest hours, the lowest pay or the worst working conditions because no matter how bad conditions are in this country, they’re infinitely better than they are in the countries that they came from. Remember, two billion people on this planet today earn less than two dollars a day. Two billion – half of all the workers in the world today. That’s what they make. So any condition in this country is way better than what they have had from most of the countries that they’ve come from. So in the competition for jobs they will always be a preferred worker if employers can have them. My view is they should not be allowed to have access to that supply of labor. That is a, that, that – and that’s what our law says, that’s what our law requires. It’s just we don’t enforce our laws. Secondly, the, the issue of, of, of the rule of law. Illegal immigrants, those who enter without inspection or overstay Visas are creating, are committing, uh, criminal misdemeanors. If they, if they over-stay their Visa – sorry, if they, if they’ve been deported and then come back in, it’s a felony offense. But we don’t enforce the laws. Uh, they get away, so there’s little risk, really in actually following any of those laws.",
for,"Since, since 1986 illegal immigrants who come to the United States, um, uh, uh, are not required to work but they do work. Again, the laws that are not being enforced. I’m, I’m real, way behind, I guess, in what I wanted to say. It’s, uh, it’s illegal to use false documents, it’s illegal to, to use somebody else’s identity. It’s illegal to use someone’s else, the Social Security number. All those things have criminal offense but then nobody applies the laws. How many laws are these people of, uh, are entitled to violate without people becoming cynical about our rule of, our rule of law? Uh, uh, driver’s licenses, social services, all the rest of it. Um, uh, the last point I wanted to make was about the, about the, the fragileness of our democracy. Uh, this exposes the seamier side of it by, by allowing illegal immigration to go on. It gives tacit, uh, uh, approval to their presence in our society and to its human, its human smugglers and abusive employers and unsafe work environments. And all those things are, are, go hand in hand with illegal immigration. The result is to encourage millions to keep coming. Um, so that they – and it also --",
for, Much more to say.,
against,"   Good evening.  I’m glad to be in, uh, beautiful New York City once again. I wanted to, uh, first of all, thank everybody here and, and for the invitation to share a few moments with you. It’s important that we discuss in a civil manner and, uh, that we talk about the truth about this immigration situation. And I want to find out in the audience, uh, how many Native Americans are here? How many hundred percent Native Americans that are indigenous, that could trace their roots to the tribes that were here thousands of years ago? You know, maybe I might be the only one but I’ve gotta admit, only my dad’s side of the family -- eight thousand years. And on my mom’s side of the family I can only go back to the 1600s. And so it’s just to kind of say that even though this is a great country and I love the United States – I’m a U.S. citizen. I was born and raised in San Diego – my family came from Mexico and it came like most Mexican families. It came legally. And it came, like most immigrants come to this country, looking for a better opportunity. And it was driven by economics. My dad’s job had an opportunity in San Diego and, and we moved to San Diego. And I was born in San Diego. It’s very important that we look back on the history of this great country. And I don’t think that we’ve had a lot of welcoming, uh, to immigrants, especially if you look at it from the Native American point of view or the people of color point of view. I don’t see very much diversity but we’re all the same race – the human race. And I think it’s important that we treat each other in such a manner. And Cesar Chavez was mentioned a, a moment ago. They’re one of our biggest supporters, the United Farm Workers. And I ask you in your prayers to pray for Elena Chavez who was diagnosed with colon can…cancer just a couple of days ago – Cesar Chavez’s wife. And, uh, they’re, they’re big supporters of our movement and they’ve helped us in, in the efforts that we’re continuing, to have more humane laws. Ethel Kennedy, uh, Robert Kennedy’s wife, is really the one that inspired me to come out of the shadows when we started our work as, as Border Angels back in 1986. And you’ll see some information on some flyers I have in the back for our all-volunteer organization. What we’re best known for is putting water in the desert – putting water in the desert to save people’s lives. But that’s not the only thing we do. We also were instrumental in the massive demonstrations last year which had three and a half million people take to the streets and say, We want humane and comprehensive immigration reform. We don’t want to have any more deaths on the border. We don’t want to have this hate radio and hate television that many of you are familiar with, that’s really sprung up in the last several years. Border Angels is a non-partisan faith based organization and our mar…what our mission statement says, ""If I was hungry did you give me to eat, if I was thirsty did you give me to drink?""  In October of 1994 the United States government decided to build a wall between the United States and Mexico. We protested against this wall. What the government said it’s gonna stop the flow of migrants. And I said, Why would it stop the flow of migrants? The United States invaded Mexico in 1846, took half its territory and there was a treaty that was signed – the Treaty of Guadalupe de Hidalgo – where people were supposed to be able to go back and forth, freely. That was never honored. But there’s nobody alive today that was there when the United States invaded Mexico in 1846. What country has not committed sins? Every country. Every country has racist, every country has people that misinform the public. So let’s stick to the facts. And I want to tell you a couple of stories. In October of 1994 the government put up this wall, called Operation Gatekeeper. And it’s been estimated by the flyer that I have in the back that four thousand five hundred people have died in the last thirteen years. And that’s an estimate, according to the Border Patrol. But I think the number is closer to ten thousand people. It, whether it’s four thousand, five hundred or ten thousand, people should not be dying because they’re coming here for a better opportunity.  She crossed with two of her children, Jesus and Nora. Jesus, a fifteen year old little boy and Nora, a seven year old little girl. She crossed from Sonora to Arizona. And she crossed the only way she could because poor people cannot get Visas. So when people tell you, Why don’t they just get in line? – What line? There is no line. So she crossed. She crossed with an unethical smuggler, like many of them are – and we’re opposed to that, of course – and a group of migrants. And what happened was, they ran out of water. The smugglers said, ""You’re slowing us down. You gotta cross on your own…"" They left, she left her behind with two of her children. She literally died in the arms of Jesus, her fifteen year old son. And her sister, his sister Nora was watching this. Two children in the middle of the desert were wandering around with their dead mother there. Thank God the border patrol found them and sent them back to Mexico. Their grandfather, Cesario, who is from Zacatecas, says, I don’t want to leave my daughter out there. So he went out looking for his daughter. He found one body, another body, another body before he found the body of his daughter. So if Cesario can find three other bodies, how many bodies are out there? We think it’s approximately ten thousand people that have died. Not only men, but also children. Marco Antonio Viasenor – he died. He was a five year old little boy. And when he ran out of water he asked his dad for water. But his dad didn’t answer him. So he asked seventeen other men. They didn’t answer him. Cause all eighteen men had died, including Marco Antonio Viasenor, in the back in the back of a semi-truck in Victoria, Texas. This is the real story of what’s happening right now. It’s inhumane and we can do better than that as a people. We are a great people and we are a great nation. There’s a lot of myths and mis…misinformation that’s out there. And we’ve heard some hateful terms, even in the discussion today -- sucking in, homegirl. This type of terminology to dehumanize people is unacceptable. Jose Luis Cisneros was attacked by three American kids – a hate crime, which is at an all time high right now in the United States. We see the vigilante groups, like the Minute Men, which President Bush has called vigilante, uh, hate groups. Today is like yesterday. Second and third generation immigrants and half of them are not from Mexico. It was referred to Mexican immigrants. Half of the undocumented people are not from Mexico. They come from other parts of the world for economic opportunity. They assimilate. They learn the language, just like your, like you did in, in the, in the many years that you’ve been here. There was a man that said, They’re not learning the language, they’re not assimilating. They want to just practice their own culture. We gotta stop them. ",
against,"…of the world’s population, uh, uh, environmental damage is caused by American companies. We could do better than that. Crime, the Department of Justice issued a study in which undocumented people are less prone to commit crime and less violent. Criminals are lazy people. Why are they going to cross a border to commit crime? It’s legal versus illegal. If we use that premise all the time we would still have slavery, women could not vote, we’d still have children working in factories. We need to build bridges of communication and triple fences of su…se…of separation. What good is it if we gain the whole world but lose our souls? There’s three and a half million people that have marched for immigration reform. Your grandchildren are going to ask you one day, What did you do when they were raiding families at three in the morning, when, when two people were dying every day crossing the border? The whole world is watching. Do the right thing. We need humane and comprehensive immigration reform. We’re a better country than that. We’re a better people than that. And it’s important that we practice what we preach. We should love our neighbor. And we were, when we were told to love our neighbor I’m sure it didn’t mean to kill ‘em. Thank you all and God bless you.",
for,"Apparently I’m here to argue that we should not love our neighbor. But that won’t be the substance of my talk. Uh, the other side is claiming that, uh, the flow of people into the United States is inevitable, that it’s like the tides or continental drift and that we need to lie back and pretend to enjoy it. The fact, though, is that there’s nothing inevitable about, uh, the flow of people from abroad. It’s an artifact of government policy. The analogy they often use is to the fifty-five mile an hour speed limit on an interstate and that it’s unnatural and therefore it has, that’s why people are violating the, uh, speed limit. The fact, though, is that an interstate highway is engineered for a particular speed. It’s designed for seventy mile an hour traffic -- the, uh, angles, the sightlines, the width of the shoulders. No economy, our economy is not engineered for any particular level of immigration. It can adapt to high levels of immigration, even higher than we have now. It can adapt to dramatically lower levels of immigration. The question is, what are the side effects, what are the consequences, what level of immigration do we want? Through our elected representatives we’ve made a decision – incoherent sometimes as it is – about what our legal immigration policy should be. Given what our legal immigration policy is it needs to be enforced, whatever it happens to be. If it’s changed, if the numbers are increased, decreased, what have you, the, the law needs to be enforced if it’s to mean anything. And there’s two ways you enforce immigration law. One is the conventional method of arresting and detaining and deporting people. We do that. We don’t really frankly do as much of that as, uh, you might think, but we do some of that and we need to do more of it. But at least as important, if not more important, is the other element of enforcement of any laws -- but specifically in immigration laws -- is to deter lawbreaking, to dissuade those abroad from sneaking in or overstaying their Visas and to encourage, especially the more recent illegal immigrants, to leave and go home. Um, and the welcome that we have, in fact, extended and been extending to illegal immigrants for many years now, uh, it subverts that second element of law enforcement. So what that means is we have two choices -- either focus even more on rounding up, arresting, detaining and deporting people, leaving that as our sole approach to enforce immigration law – or just give up enforcing immigration law and have de facto open borders – which, despite all the disclaimers, is what the other side wants. Now, um, just enforcing immigration law in the conventional way – border patrol agents, uh, immi…uh, immigration agents inside the country raiding work places and homes – relying only on that kind of enforcement can’t work. Uh, we haven’t actually done all that much of it, uh, but however much we increase it, it can’t be the sole basis of our immigration enforcement approach. We need to have, uh, deterrence and what you might call encouraging voluntary compliance. After all, the IRS doesn’t arrest everybody. It doesn’t, it isn’t in everybody’s, uh, accountant’s office, making sure the rule, the, the forms are filled out properly. Uh, a few people are made examples of, and everyone else - most everyone else, uh, in our country remarkably compared to most places - complies with the law more or less, voluntarily. And so, what is it that we are doing? What is this “welcome” that we are talking about? What does it consist of? What are we doing to essentially subvert enforcement of our own immigration laws? Some of these things you have already, um, you are familiar with, of course. Uh, Mr. Rosenkranz referred to, uh, Governor Spitzer’s rule on driver’s licenses. Uh, the driver’s license is, in fact, our national ID system. And anything that makes it easy for illegal immigrants to get licenses, means it makes it easy for them to live here and to embed themselves in our society.  In 19… It was only in 1986 that the employment of illegal immigrants was prohibited by law. Before that, it was explicitly permitted in something called, not coincidentally, the Texas Proviso, where employers were held, uh, unaccountable for employing illegal immigrants. We did change it in 1986. But contrary to Dan’s claims, we have done nothing to enforce it in the past 20 years.   We have gone through sort of, uh, cabooky efforts at finding a few people, as Heather mentioned. Uh, in 2003 was the low point of enforcement. And three employers, in the entire United States, were fined for knowing employment of illegal immigrants. We don’t even do basic things like tell employers, that they have submitted a fake or stolen Social Security number, uh, from an illegal immigrant employer…uh, employee. And that matters, because the majority of illegal immigrants work on the books. They actually gave their employers a fake or a stolen Social Security number. We don’t even tell employers and hold them accountable for making sure that that information is correct. Another example of the “welcome” we extend immigrants is, uh, bank accounts. The Treasury Department, just a couple of years ago…told banks inexplicitly, in writing…that it was OK for them to give bank accounts to illegal immigrants using, um, the Mexican government’s illegal alien ID card. That that was explicitly permitted by the law, and they shouldn’t, uh, be dissuaded from doing that. Um, another example. In state tuition. Now, there is not that many illegal aliens going to state universities and getting, uh, in state tuition subsidies. But symbolically, it’s very important. It is another part of the “welcome” that we extend illegal immigrants, which subverts our efforts to make whatever our immigration policy is stick. What we really need in ending this “welcome” is to pursue what I’d like to call a “firewall” strategy. Make it not just difficult to get in the country, which is something we need to do, but also make it hard to gain access to the important institutions of our society…so that it becomes as difficult as possible to be an illegal immigrant. So you can’t get a driver’s license, you can’t get a job, etc. Only in that way can we successful dissuade new illegal immigrants from sneaking into the country, and persuade some significant portion of those to leave. That’s… I describe that as an “attrition” policy. In other words, not magically eliminating the illegal immigration problem, but causing the illegal immigrant population…",
