side,script
for,"Thank you. So I’m an economist which means I’m supposed to talk about efficiency, but I actually want to start, by talking about morality. And in fact I don’t want to start by talking about health care. Let me talk about something that’s going on right now. As we sit here there are several million people in the Houston metropolitan area, who are without electricity or running water. Been hit by disaster, they didn’t do anything wrong. They stayed in their houses because that was what they were advised by the governor of Texas to do, it was the right thing to do given the impossibility of evacuating a city that size and now, a lot of them are in trouble. Some of them can manage, some of them can now go and stay with relatives, some are in good health and, others are not, they’re in a lot of trouble. Now, do we think that the people who are in trouble, who are elderly, who are in poor health, who just don’t have the financial resources, whatever, to get themselves out of that situation, do we believe that, well look, you know, it’s not a government responsibility to help them, they should be left on their own. Well of course we don’t, I mean, I imagine there are some people who do believe that, but not many. They certainly don’t show their heads in our American politics. We do believe that if our fellow citizens suffer misfortune that is no fault of their own, and we can help them, that we should. Now imagine, some American who is in poor health and can’t afford medical care. Some American who is elderly and in need, trouble, or maybe not elderly, something’s gone wrong, someone who is trying to work but can’t get a job that has health insurance, someone who is in difficulty. Do we believe that that’s their problem, that we should not be taking care of them. And by the way, we’re not just talking about the 45 million without health insurance. We’re also talking about the roughly 75 million people who have inadequate health insurance. Health insurance that basically crumples, whenever it’s put to the need, we’re talking about a large part of this country, that does not have adequate health care coverage. Well I would submit to you that actually as a nation, we don’t believe that it’s appropriate to leave these people on their own. That we actually believe that the right thing to do is to help people, we don’t think that people should be protected from all of the risks of life but when there is something you can do, we believe that we should do it. And in fact by and large, if you ask people, should people have health coverage in this country, should people be guaranteed health care, most polls I’ve seen say that a heavy majority of the public thinks that they should. So then the question would be, well how is it that we don’t actually have that, how is it that we haven’t actually taken care of our citizens in the way that overwhelmingly, as a nation, we believe is the morally right thing to do, that as a matter of values, we think we oughta do. And the answer is of course that we’re told…well actually we’re told two things. We’re told first of all, that we already do it. That we already take care of everybody, and we’re also told, that it’s impossible to take care of everybody. Now you might think that it was impossible to believe both those things at the same time but, that’s why these guys are paid the big bucks. So we’re told that, well, look— And I can quote the President there. “I mean people have got access to health care in America. After all you just go to an emergency room.” And of course--I think we probably have a fair number of doctors here right--you know, it ain’t the same thing. First of all, going into emergency is no substitute for continuing care. And secondly, if you go to an emergency room, they will bill you. Now if you’re indigent, we’ve got the care all the same but you will get the bill and if you’re indigent maybe that doesn’t matter, but, for working Americans who don’t have good incomes, they’re terrified of emergency room coverage, and it’s—there’s something sick about our debate, that anybody can even claim that the emergency room is a substitute for universal health care. But the other argument is that it’s impossible. That if you try to have some form of universal health care, it’ll be terrible. It’ll be lousy quality, it’ll be wildly expensive. So people are told that a government insurance system can’t possibly work. It will be lousy insurance, it’ll be awful, it’ll lead to awful care… Which, now we’re going to hear a little bit I think later on about some of the international evidence, we’re going to hear about other countries. But you know, I—there’s a secret, I don’t know if people know about it but you know, there’s this program called Medicare. Covers every American 65 and older. It is, horrors, it’s a single-payer health insurance system run by the federal government. When it was being proposed, people said it would be terrible. You may have heard of something called Operation Kaffeeklatsch. Or you may not have heard of it. Doctors’ wives were urged to hold kaffeeklatsches, in which they would try to convince the doctors’ patients what a terrible idea this proposal called Medicare was, and they would play a recording by a fellow named Ronald Reagan, explaining what a terrible idea Medicare was and how it would lead, not only to destruction of health care, but actually the destruction of freedom, it’s quite something, you can listen to it online and, at the end, it basically says Medicare is the root to a totalitarian state. Well, it’s become as American as apple pie. Famous quote among, in the health care field is the, constituent who accosted Senator John Breaux saying, Senator, don’t let the government get its hands on Medicare. The fact of the matter is we have universal health coverage for our elderly already. The other thing that people say is that it would be impossibly expensive. Now, the truth is, a little-known other big secret, really have to go in deep research and actually look at a couple of official statistics that are easily available to find this out— In this country, the government already pays more health care bills than private insurers do. Medicare and Medicaid together, are already a bigger program than private insurance, all private health insurance. The reason is that we already cover the expensive cases. We already have the expensive cases. The elderly, the very sick who end up being bankrupted and therefore end up poor enough to get Medicaid are covered by public programs. What’s left, are generally lower-income working adults, and we pay an enormous amount to not cover them. The fact of the matter is that our health care system is wildly inefficient, largely because we have an insurance industry that devotes enormous resources to try to identify who really needs health insurance, so as not to give it to them. And we have health care providers devoting enormous resources, fighting with the insurance companies, to actually get paid. And the result is a wildly inefficient system. It would be cheaper, by far, to just cover everybody. We pay this huge price because we’ve managed to convince ourselves, or be convinced, that somehow, something that every other advanced country does, and that every other—that we do ourselves for the elderly, is impossible. Thank you—"
against,"It is intuitive to think that it should, that we have…very poor and helpless people and it’s the job of government, to help them, and, actually we have that, we have Medicaid. If you are poor, you are covered in America. It’s not a good system. It’s tempting to think that a wise government could step in. Paul Krugman has just said look at Medicare, people like Medicare. And that’s true. But, of course they like it, because, it gives you stuff free. People like that. But it’s unsustainable, it’s $35 trillion in the hole. That’s the unfounded liability of Medicare. They made promises to cover us when we’re 75, when the panel is 75, there’s no way they can possibly do that. Right now it’s working, because there are lots of young people and relatively few older people, but there’s just no way it can be sustained, if a private company tried to run its pension system that way I bet they’d throw the owners in jail. It’s a Ponzi scheme. Now, some people will talk tonight about the widely publicized data that America spends the most on health care, and we do, and studies have found that we have the worst result. But those studies are deceitful. They compare us by how long we live. But Americans are different. We drive cars more. We kill each other more often. Our accident rate, deaths on the highways triple that of the United Kingdom, we murder each other 10 times as often as the United Kingdom. When you take that out, we live longer than those other countries. And that doesn’t even include, diet issues, because we eat more and that kills people. A lot of these studies are skewed to make America look bad. Now many people say that the perfect system is in Europe where you have universal health care, and it’s true—most other countries do have systems like that. And it gets rid of the horrible anxiety that some people have in America, will I be covered. And that is horrible, and that does make people sick. But it’s better to be anxious, than to be in horrible pain. Or to be dead. And these universal coverage systems, they don’t guarantee universal access to actual care. In Canada, more than a million families can’t get a doctor. We taped in one town in Ontario where they have a lottery, they have a little box, everybody puts the family name in and, the town clerk pulls out a name, oh, you get to see a doctor this week. There aren’t enough doctors to go around, in Britain, one in eight patients waits more than a year for treatment in a hospital. The journal Clinical Oncology says 20 percent of potentially curable lung cancer patients, become incurable on the waiting list. Now why does this happen, well, because when everything is free, when the government pays for it…everybody wants everything. But the government doesn’t have infinite money so the government then must ration. And they do it by not giving you the latest, most expensive stuff, or they make you wait in line. In one town in England they opened a, a new office where you could get dental treatment, people lined up for blocks. Now most of them didn’t get in, so people pull their own teeth. The dental tools are pliers and vodka. This is not a good way to live. Still, despite the fact they spend less, European care is not remarkably inferior, it’s pretty good for most people. But that’s true only because they freeload off of us. Because most of the innovation comes from America. From the greedy profit-driven companies that want to take as much money from you as they possibly can, they’re the ones who gave us so much good stuff, the MRI’s, the CT scans. ACE inhibitors to lower blood pressure. The statins like Lipitor, to reduce cholesterol, coronary bypass surgery, hip replacement, knee replacement. What will the world be like if we have universal care and we don’t have America to invent those things? Yes, the private market is awful in many ways and wasteful. Health insurance companies waste all this money on advertising, paperwork, duplication, claims officers trying to make sure you’re not cheating ‘em. It is intuitive to think a single payer would be more efficient. And Michael Rachlis who will speak shortly has written that, a public bureaucracy is cheaper. And, I used to believe that, when I attended Paul Krugman’s university I was taught that, that the wise elites in Washington and state capitol can plan these things better than these competing companies. But then I became a consumer reporter, and I watched the market work. I watched government and private greedy companies trying to deliver services to people. And now I say that’s nonsense, government can’t do anything even close to the efficient way that private companies do it. When government pays for things, people don’t change, they don’t innovate, they keep doing the same thing they did to get paid. So, as an example look at the inefficiency of the private car companies. They waste millions in advertising on my program, I’m glad they do. And they run these gross ads, they sell cars not based on their engineering perfection or safety, they sell sex and muscle cars. They have these competing dealerships and pushy salesmen selling things like rust-proofing that we don’t need. Despite all of that, what’s the worst you get when you buy a car in New York? The worst you can get, is better than this, this is what the planned economies…universal coverage gives us, and I apologize to those of you on the radio, you can’t see I’m holding up a picture of the Trabant, that East German car. This was the best those brilliant East German engineers could produce, it was an awful car, you had to put the oil and gas separately and shake the car to mix ‘em together. As soon as the Berlin Wall went down, this disappeared, because it couldn’t compete with the mediocre products that produced—were produced by our competing companies. I don’t want to have this kind of health care, and that’s what we’ll get if government runs it, at the beginning, government could do things well, you get the Peace Corps, New York’s public schools. But after a while it deteriorates because they don’t change, they don’t improve, maybe once every 12 years they change a little. If we have universal health care, this is what we’ll get."
for,"Thank you very much, John. And I’d like to thank the Rosenkranz Foundation and Intelligence Squared very much for inviting me to New York, I’ve had a wonderful time while I’ve been here. I also have a strong personal connection to the United States, my wife is an American and I visit her family on a regular basis and see the great health care that the United States has, and the terrible health care that this country has. And one is given to her father and one is given to her uncle, and the difference is insurance coverage. I’ve also slept overnight, I don’t want to give the impression I sleep around but, I’ve slept overnight in 23 US states and I have a pretty good idea of the health care system in this country as even my daughter has used it when she had a catfish spine through her palm in Florida. Now, as Paul has said, that this is very much a question of values. And it’s actually a case where you can have your cake and eat it too, in fact, you can only eat your cake if you have it, in other words, you can only get cost control if you—if you have equity. And as Paul has said, as we’ve heard others say, the US system costs the most in the world, it denies care to tens of millions of Americans and I have seen that personally. And the international performance and quality is just so-so. Does this really reflect American values. Is this really what you want out of your health care system. In Canada, our values for health care go back to Tommy Douglas, the premier of Saskatchewan between 1944 and 1961. And when Tommy was a boy in my hometown of Winnipeg, Manitoba, he developed osteomyalitis, an infection in his leg. There were no antibiotics at the time, the recommendation of the doctors were that his leg should be amputated. Fortunately Dr. Robert Smith, a noted surgeon, saw Douglas, told him that because he was an interesting case, he would treat him for free if he allowed teaching students to--allowed Dr. Smith to teach with him. Douglas was left with the impression all his life if he hadn’t been fortunate enough to run into Dr. Smith and be interesting, he would’ve lost his leg. Then a few years later, after Douglas’s government in Saskatchewan had implemented universal hospital insurance and universal medical insurance, despite the fact that in the 1940s being the poorest province in Canada, Justice Emmett Hall, a Supreme Court justice in Canada, and if anything a conservative, was asked by our then-Prime Minister, John George Diefenbaker, to review our health care system. His conclusion, was that we should move ahead with medical insurance ‘cause we already had hospital insurance. The main reason he gave was, efficiency. He said that it would be a lot cheaper to have a single-payer system, than to have multiple private payers. And so his vote was for efficiency. And those are the values on which our system are based. Equity and efficiency. What are the results? Fifty years ago we had the same as your country. We had the same health status. We paid the same amount for health care. Fifty years later, all Canadians are covered for hospitals and physicians service. In the United States millions have no coverage, and tens of millions have, have inadequate insurance. We actually get more of most services than Americans do. We have more visits to doctors every year, more days in hospital, more days in nursing homes, we take more prescription drugs than you do. I mean, not all of these things are good, too much health care can kill you. But even though there are some services we don’t get as much of, like nobody in the world does as much cardiac interventions as you do, the Belgians are close, but nobody really else is close, we actually do more bone marrow transplants. We do more lung transplant surgery. Toronto is an international center for lung transplants. And that, far from lacking innovation, we’re the country that brought you insulin, we developed bone marrow transplantation. When Paul Tsongas was telling the electorate years ago that he wouldn't have got his service in Canada, it greatly offended the two people, two doctors in Toronto who had developed the procedure. And all of this costs way less, ten percent of our GDP compared to sixteen percent in your country. How does that happen? Well, half of the extra expense is administration, because of the extra expense of this multiple payer system. The other half is due to higher prices because you don’t have effective cost control because you don’t have a single payer. Now, this must cost us a fortune, we must be basket cases. The Canadian Federal Government has run surpluses equal to one to two percent of our GDP for eleven years in a row. There’s no problem affording health care when you do it because you're concerned about other people. Then you can make it affordable. And our health status, of course, is not a true reflection, but in other, but from what you’ll hear, perhaps, from these panelists and others, you’d imagine Canadians are dying in the street waiting for medical care. In fact, we now live three years longer on average than you do. This is over a fifty year period, we’ve now got a three year longer life expectancy. Our infant mortality rates are twenty to thirty percent lower than yours. And finally, it’s a great boon to business in our country. The province of Ontario has, the last couple of years, has been assembling more motor vehicles than any US state including Michigan. The costs to manufacturers are nine percent of payroll for health care costs in this country, one and a half percent in Canada. That our manufacturing center is under pressure, but it would be gone without our health care system. So, Canada has done well, but Canada is not the outlier. Canada is the outlier in North America. Around the world wealthy countries, all wealthy countries that Americans would think of when they think of other countries they could live in, with a comparable standard of living, all other countries have a mainly public system. And Canada does have problems in its system, just as every country has its problems. Our problems are second order problems. We’ve dealt with coverage, and we’ve mainly dealt with affordability. So we, we have waits and delays in Canada, they're improving, but we do have them. But France and Germany have much shorter waits for care than you do in this country. So, despite the individual anecdotes that you're going to hear, health care in Canada or Germany or France are remarkably similar to the"
against,"And I'm still Canadian, and proud of it. I am against the proposition that universal coverage should be the responsibility of the federal government. I do think that everyone here would agree that the key goal for America is affordable, accessible, quality health care. The question is, how do we achieve that goal? There are two competing visions for health care reform in this country today, and also for achieving universal coverage. One focuses on government, mandates, and taxes, while the other focuses on free markets, innovation, and empowering consumers. Today that government vision is on the rise. The long term goal of most liberals is a Canadian-style, single payer, Medicare for all, health care system. These liberals tell us that socialized systems like those in Canada and Europe are better and cheaper and can provide universal coverage for all of us. They also site, as Michael did, life expectancy and infant mortality as evidence of the superiority of these systems. Well, let’s look at life expectancy. People who make this claim usually note that life expectancy is higher in Canada and Europe. The World Health Organization ranking does not measure, though, the quality of a health care system. The World Health Organization ranks systems that treat people equally higher than those that treat people well. Now let’s look at infant mortality. The US does have a higher infant mortality rate than Canada, hence their government system is rated better. The reality is that the United States, with its superior neo-natal care facilities, has allowed more high risk babies to live. But this also pushes the infant mortality rate higher because of a greater number of at risk births, babies being born. And in other countries many of those at risk babies do not live and are not counted in infant mortality statistics. Earlier this year, a woman in Calgary was expecting quadruplets, there wasn’t a single neo-natal unit for that woman to deliver her babies. She was airlifted to Great Falls, Montana, a city of fifty-five thousand, where she successfully delivered her quads. I'm from Vancouver, Canada, I was home three years ago visiting my mom, and the front page story in the Vancouver Sun was, “Pregnant Mother with Twins Airlifted to Edmonton, Alberta.” When they came back, the husband, in the interview, on the front page of the Sun said, the Canadian Health Care System is that of a third world country. Now let’s look at adult cancer survival rates. A study published in the August, August issue of the British Journal Lancet Oncology said that America is much better at treating cancer than Europe or Canada. Researchers found that Americans have a better survival rate for thirteen of the sixteen most prominent cancers. For example, breast cancer survival rate among American women is eighty-three point five percent, whereas in Britain, seventy percent. American men and women are thirty-five percent more likely to survive colon cancer than their British counterparts. Now, I have discussed the data, but let’s look at the reality of universal coverage systems in Canada and Europe. Michael Moore, in his movie Sicko, where I have a cameo appearance, points to the wonderful health care systems in Canada, France, England, and Cuba, and he says they're all free. The US does spend, as has been pointed out, sixteen percent of its gross domestic product on health care, while Canada spends on the range of ten to eleven percent. The reason that Canada spends ten to eleven percent is because the government sets a global budget and says, that’s what we’re spending. And what is the result? Long waiting lists for care, rationed care, and a lack of access to the latest technological equipment. Today in Canada there are eight hundred and twenty-seven thousand Canadians waiting on a waiting list for procedures. There are three point two million, or ten percent of our population, waiting to get a primary care doctor. The average wait in 2007 from seeing a primary car doctor to getting treatment by a specialist was eighteen point three weeks. That’s over four months. Canada ranks thirteenth out of twenty-four OECD countries in MRI’s, and eighteenth out of twenty-four in CT scans. When I turned fifty, I know it’s hard to believe that I turned fifty, but I did, my doctor in San Francisco said, you have to have a colonoscopy. And I said, well, there’s nothing wrong with me, I don’t need a colonoscopy. Well anyway, I had one. But my mother in Vancouver, Canada, three years ago, July, started feeling ill and was convinced she had colon cancer. But her doctor kept saying, you're old, there’s nothing wrong with you, go to bed, sleep more. Finally in December my mom started hemorrhaging from her colon. Her doctor said, you have to go to the hospital in an ambulance to get service in the emergency room--I could not take her. After being in the emergency room for a number of hours she was then transferred to the transit lounge where she waited for two days to get a bed in a room. But she was not counted as waiting in an emergency room because she was in a transit lounge. The issue is that she was too old, it was decided by the health care system, to have a colonoscopy, when she was convinced that she was ill. And what about people with government coverage wait and wait in socialized systems, except the politicians. Belinda Stronach, former Canadian MP, opposed any privatization of Canadian health care. And yet, when she was diagnosed with breast cancer in June of 2007, on the advice of her doctor, she flew to UCLA and had her breast surgery and paid for it herself. As my friend in Vancouver, Dr. Brian Day, orthopedic surgeon, and head of the CMA, Canadian Medical Association, told the New York Times, Canada is a country in which your dog can get a hip replacement in under a week, and in which humans wait two to three years. Is this the kind of government run health care system Americans desire? Think about the post office. Think about the DMV and the handling of Katrina. A majority of Americans rate the quality of our, our system as excellent, or good. In Canada, according to Decima, only thirty-three percent rate the system as a grade A or B, and twenty-two percent say it’s failing. Canadians intuitively know that long waits are the outcomes of government run systems. While we can no longer deny there are problems in health care, markets, consumer choice, and innovation will solve them, rather than putting the government in charge."
for,"Thank you. Actually, I'm not a surgeon, I am just an ER doc, and I don’t have the distinguished background of my fellow panelists, but I have treated thousands of patients, insured and uninsured, and I’ve also broken bad news to hundreds of families. I want to tell you about one of them that I’ll never forget. It took them two hours to reach Atlanta from the north Georgia mountains. I faced them across the outstretched body of their son. The ventilator hissed rhythmically, ten breaths per minute. I spoke first. Your son was in a terrible crash, I said. The ambulance crew could tell he was severely injured and called a helicopter. He reached us about three hours ago. He has several injuries, a collapsed lung, internal bleeding, but these aren't his most serious problem. His brain injury worries us the most. That’s when his mother interrupted me. She said, doctor, I don't know how to ask you this, but I must. My husband lost his job six weeks ago, I work, but my employer doesn't offer health insurance. Is my son going to get the care he needs? Momentarily taken aback, I replied, ma'am, you're at Grady Hospital, one of the finest trauma centers in the south, I swear to you, we will do everything in our power to save your son. I meant what I said that night, but I didn't tell her the whole truth. I didn't tell her that our best probably wouldn't be good enough, and that if her son survived he’d probably be disabled for the rest of his life. I didn't tell her that she and her husband would be billed for the helicopter flight, and the days or weeks to come in the intensive care unit, and that the total would probably reach a hundred thousand dollars, maybe a whole lot more. I didn't tell her that she and her husband would empty their savings and mortgage their home in an effort to pay the bill, and that it wouldn't be enough. And that the coins put in a coffee can at the local diner wouldn't come close to covering the difference. I didn't tell her that the unpaid balance of her son’s bill will push Grady hospital closer to insolvency, closer to its own crash, and if Grady closes, north Georgia, a region of more than five million people, will lose its only level one trauma center, its only burn unit, its only poison control center, its only emergency psychiatric unit, and seven hundred and fifty inpatient beds. And that’s not all. If Grady closes, metro Atlanta’s private hospitals, already overburdened by population growth, will topple like dominos one after another. Ladies and gentleman, for me this debate is not an idle intellectual exercise, it’s about lives. Three hundred million American lives. I support this resolution for three reasons. First, because our failure to cover every American is a national disgrace. Second, because we’ll never achieve universal coverage if we don’t make health care in this country more affordable. And third, because the only way we can make health care more affordable and cover everyone is through a well-regulated health care marketplace, and to do that the Federal Government must be involved. Now let me be clear, the majority of Americans do not want a government-only health care system, but they absolutely want the government involved, as a referee, as a cop, to make sure that everybody plays by the rules. The other side of this debate will try to convince you that rising health care costs are due to government interference. Well, they’ve got it backwards. The problem is not government interference with the health care industry, the problem today is health care industry interference with government. That’s why the business of medicine is booming. Record profits, huge executive salaries, bonuses, health care costs spiraling out of control year after year after year. But the caring side of medicine is failing. On the front lines, doctors, nurses, and other health care professionals are nearly as frustrated as you are. The nation-wide crisis in emergency care is a case in point. Every major challenge we face, ER’s packed with patients, dangerously long waits to be seen, a half million ambulances a year turned away to more distant hospitals, and fewer specialists than ever willing to take ER call. All of them are due to the fact that the economics of health care encourage hospitals to favor elective cases over emergency cases. Good for business, bad for patients. And it’s terribly expensive. Country music star Dolly Parton once quipped, you have no idea how much it costs to look this cheap. The same can be said about American health care. You have no idea how much it costs to run this poorly. We spend two trillion dollars a year on health care, and a trillion dollars is a lot of money. Put this in perspective, a million seconds ago was last week. A billion seconds ago Jimmy Carter was inaugurated president. A trillion seconds ago was thirty thousand BC. For two trillion dollars we can take good care of everybody in this country and have a lot left over, and you don’t have to look outside the US for proof. If everybody practiced medicine as efficiently as they do in Rochester, Minnesota and Salt Lake City, Utah, Medicare could pay thirty percent less to doctors and hospitals, and everybody would get better care. But it won't happen on its own, because one person’s waste is another person’s revenue stream. That's why we need a cop on the beat, and the only cop with the clout to get the health care industry to play by the rules is the federal government. My side has given you several reasons to vote for tonight’s resolution, but the most compelling one of all is your own self interest, because a health care system that doesn't work for everyone may not work for you when the chips are down. Take it from me, an ER doc, no one can predict when a life threatening emergency may strike, but if it does, you’ll want your hospital to go the extra mile, not your ambulance."
against,"Thank you. We do have a moral obligation to care for those who are in need of medical care, but that’s not where the disagreement lies tonight. Where we disagree is over whether universal coverage is going to help us fulfill that moral obligation, or as I will argue, make that moral obligation harder to fulfill. So, you’ve heard a lot of things about how wonderful universal coverage will be. You’ve heard that it will probably be all things to all men and women. They’ll make us taller and thinner and it’ll save us money. So let’s look at a couple of the actual likely effects of adopting universal coverage here in the United States. First off, it’s not going to save us money. Yes, other countries do universal coverage, and they do it on the cheap, or they do it for less money than we do, but there’s absolutely no way that can happen in the United States, and here’s why. Expanding insurance coverage means more people are going to go to the doctor, more people are going to use medical services. That costs more money. The urban institute estimates that it would cost at least a hundred and twenty billion dollars. That’s at least, it’s going to cost a lot more than that. Now, with the government in control, it’s tempting to think that we would be able to ratchet that spending down over time so that we’re more in line with other, other nations. But with the government in control of the, whatever universal coverage scheme you can dream up, the industry is going to prevent the government from doing just that. Art Kellermann is right, the industry does have too much influence over government spending in the Medicare program. And they use that influence to prevent the government from reducing, from reducing spending, from eliminating inefficient spending, wasteful spending. They’ve done it for Medicare’s entire history. So although it’s tempting to think that we could do health, we could do universal coverage, and we could have, and we could save money on it in the process, we would have an easier time moving the uninsured to Switzerland than we would have moving Switzerland’s spending levels here to the United States. Now, you’ve also heard that universal coverage would improve the quality of care. We actually have some pretty systemic problems when it comes to quality here in the United States. I'm not a big proponent of the US health care sector. The experts tell us that if you have, the uninsured only get recommended--what the evidence says, is the best recommended care about half of the time. But you know what, quality problems are so systemic that people in Medicare, in Medicaid, and people in the United Kingdom’s national health service, which is their universal coverage system, also only get quality, what the evidence says is best care about half of the time. Government, and then the reason is that government doesn't pay for quality, and it’s been lagging in the private sector in coming up with quality improving innovations. Now in the private sector we have the same quality problem, but I’ll have more to say about that in a moment. One big quality problem is that we have alarming rates of medical error here in the United States. Universal Coverage is not going to help to prevent these medical errors. It’s not going to help nurses read doctors’ chicken scratchings and avoid the errors associated with those. It’s not going to encourage physicians and other clinicians to wash their hands between patients so they're not passing on infections. Nor is it going to prevent errors by encouraging doctors to follow standardized protocols when inserting a central line. The same institute of medicine, I'm surprised this statistics hasn’t come up today, but I’ll bring it up, the Institution of Medicine, the commission where Dr. Kellermann served, estimated that eighteen thousand Americans die every year from lack of health insurance. I believe that. That seems plausible to me. The same Institute of Medicine, however, estimated that up to a hundred thousand Americans die every year due to medical errors in hospitals. All universal coverage is going to do is bring more people into that system, broken system, it’s not going to do anything to fix that system. And yes, we might save the one, this one life over here, from this person who didn't have health insurance. We’d be ignoring these five deaths over here. Another quality problem that we have in the United States is we have alarming disparities in health outcomes. We have disparities between different racial groups of fifteen to twenty years in terms of life expectancy. And some Americans face mortality risks similar to what you see in Russia and sub-Saharan Africa. Universal coverage is not going to do anything to solve that problem. Sherry Glied, who’s the head of the Mailman School of Public Health at Columbia University wrote recently, quote, socio-economic differentials in health are large and growing, and appear to be growing, uh, in countries that have universal coverage as well as those that do not. End quote. Now, it’s true, universal coverage may save some lives. It may save this one life over here. So that seems to be something in its favor. But actually here the news isn't even all that good, because health economists tell us that if you have a dollar to spend on improving health, there’s absolutely no evidence that spending that dollar on universal coverage is going to get your more of an improvement in health than spending that dollar on any number of other things, including clinics, reducing medical errors, improving nutrition, fighting poverty, or even improving education. So, ironically, to vote for universal coverage does not show how much, how much you care about your neighbor’s health, it actually shows how little you care about your neighbor’s health, because you're willing to forgot he added health benefits that might come from some of the, from spending that dollar on some of those other strategies. Now there is something very wrong with America’s health care sector, something that universal coverage will not solve. You can see what’s wrong, you can see what it is, I think, when you look at the Veteran’s Health Administration. Now I can't remember if this has come up already, if Professor Krugman mentioned the Veteran’s Health Administration. But this is hailed by people who support universal coverage as how, as exhibiting the superiority of government when dealing with the problems presented by health care. I think that the VA story is very important, but I don’t think it tells the story that supporters of universal, of universal coverage think that it tells. The VA has made impressive strides, using electronic medical records, to focus on preventive care, improving quality, avoiding medical errors. The reason is not some inherent superiority of government, the reason is really just two features of the way the VA is organized. They're called integration and pre-payment. If anyone cares we can talk about what those mean later on. But those features are not unique to the Veteran’s Health Administration. They exist in private health plans all over the country, you know them as plans like Group Health Cooperative, Kaiser Permanente, and those plans are using health information technologies to reduce costs, improve quality, and reduce errors. Now why don’t you have electronic medical, electronic medical records, like you have electronic financial records? Why doesn't the hospital remember your medical history, your child’s medical history, your allergies, and these sorts of things? Well, the biggest reason is America’s pursuit of universal coverage. Medicare is America’s great experiment with universal coverage, and it’s also the largest purchaser of medical care in the nation. And Medicare actually penalizes doctors and hospitals if they use electronic medical records to reduce costs, or to avoid medical errors. Electronic records help avoid duplication, but Medicare pays for duplication. So, if you adopt those, you make less money. Health information technologies avoid, help to avoid medical errors, but Medicare pays for medical errors. So, if you adopt those health information technologies, you lose money. So, providers make less money if they do these things that are in patient’s interests. Meanwhile, supporters of universal coverage are trying to keep those private health plans that use these things from participating in Medicare. With doesn't Medicare stop paying for duplication and errors? Because government resists change. So, I don’t think the VA success, the VA success has demonstrated government’s brilliance so much as how government actually impedes the support of quality affordable health care. Thank you. There are conflicts always in making a profit and delivering service to your customers. And you get rich if you service your customers well. The hospital that keeps people healthiest gets a reputation for doing a good job, and that’s how capitalism works, you get rich by doing well. Totally. We take the benefits of the profit motive for granted all the time. The fact that I can go to a foreign country, stick a piece of plastic in the wall, and cash will come out. And I can give that card to a total stranger who doesn't even speak English, and he’ll rent me a car for the week. And when I get home Visa or MasterCard will have the accounting correct to he penny. But the government can't even count the votes accurately. And yet our instinct… …is to go to government."
for,"We had a lot of talking about cars earlier, and, I think everybody is familiar with the economic problems that GM is having right now, and actually I think GM’s cars are better than Trabant. But they're carrying about five billion dollars a year in health care costs. Several years ago the CEO at GM testified before Congress and said two billion dollars out of their bottom line every year was just for drugs. Now meanwhile, Pfizer, the second largest pharmaceutical company in the United States, last year reported nineteen billion dollars in profit, thirty-seven percent profit margin. Now, I’m a big believer in market economics too but I don’t want our auto industry to wind up in Ontario, I’d like to keep a lot of it in Michigan. So I don’t understand, I mean I do think profit is good but I think when one industry can basically drive another one into the ground and harm our country, regulation is outta whack, and let me just—one other point. The FDA cannot take the cost of a drug into consideration when it approves a new drug, it just has to be better than nothing. That’s not by accident. Congress prohibits the FDA from considering cost-effectiveness of new drugs. That’s not the case in the UK, it’s not the case in other countries, it should not be the case here—"
against,"—reason you raised, you raised earlier, Art, is that the industry has way too much influence when the government gets involved, and it’s nice to think that we could have this wonderful universal coverage plan and we could just get the industry out of it, we could just not have the industry be a part of it, we could…cut off their influence. But we know that the industry’s always going to be around, we know that there’ll always be drug companies and greedy private health insurance companies. And Republicans who will mess things up like they messed up FEMA and they mess up everything else. So you can’t say that universal coverage is this wonderful idea and we can separate out this part--this is an inherent part. Unless you’ve— all the rent-seeking from the industry, and all the buffoonery from the Republicans, unless you have a plan to abolish Republicans they’re part of your plan."
for,"That, that—"
against,Maybe we can put them in camps.
