side,script
for,"Well, paradoxically, I think it was the fact that you couldn’t go there, and that lent a kind of a quality to it that was somewhat mysterious and begged effort to bridge that gap.John Donvan: Is that fun over now? No, because China still is a fickle mistress and a very difficult place to finally divine. Well, first of all, in fairness to Congressman Ron Paul, he really didn’t need my advice. He should be giving advice to his opponents. But as far as China, being wrong in what respect? Are you talking about my investments in Yeah, you know, = think that China’s story is unfolding, and = think there is tremendous opportunity for investors to make money as China continues on its journey towards capitalism. I think they are abandoning some of the ideas of the past, not necessarily in favor of what America is today. Hopefully maybe more what America used to be in the past. But if =’m wrong, if the political winds blow in a different direction and China doesn’t live up to the potential that I think it has, =’ve got investments all around the world. =t’s not only China. But --John Donvan: Thank you Peter Schiff. I just want to bring it over to the other side. Our motion is ""China does capitalism better than America.” And =an Bremmer, you are arguing against that motion. Ian, you went to college when you were 16. You won a MacArthur Fellowship at --"
against,"Fifteen -- I lied about my age, but it was 15. Oh, you know, over the last couple of years, we’ve been spending our time thinking about the United States in terms of the financial crisis, the European crisis, and now everyone wants to know about Iran. And of course, the fact is -- and this is one thing that all four of us I think will agree on -- the most important question that we need to answer is ultimately the disposition of China over the next five, 10 years. We’ve taken our eye off that ball. =t’s going to get back."
for,"I'll need a timer. All right, it's --John Donvan: I'm going to say some nice things about you for a moment. Oh, okay. Go right ahead. Well, I'm the only one on the show. That's all you can come up with? As was stated, China is a communist nation in name only. It's not communist in the way the Soviet Union was communist. And unfortunately China kind of gives communism a good name in a way that we give capitalism a bad name. And I thought maybe a more appropriate way to have framed this debate is not, you know, ""Does China do capitalism better?"" but it might -- but might be, ""Does America do capitalism worse than China?"" because neither modern America or China does capitalism anywhere near as well as we did it in the 19th century. But the problem is China is closer to what America used to be than America is today. And if you think about America at the end of the 19th century in the year 1900, the government in this country spent 3 percent of the GDP on all levels, 3 percent. Todaythe American government spends better than 40 percent of our GDP. If you look at China, it's about half as much of the GDP spent. If you look at taxes, which is a real measure of freedom, back in America in the 1900s, we had no income taxes, we had no corporate income tax, no state income taxes, Americans were truly free in the sense that they got to keep the production, the fruits of their labor. If you look at modern America and modern China, taxes are very high. They're just a lot higher here than they are in China. Individual income taxes, the typical American pays a much higher share of his income in taxes when you take income taxes on a federal and state level and payroll taxes and the employer portion that's passed on, paying much higher income taxes on a personal level than the typical Chinese worker does. If you look at corporations, our corporate income tax now is, what, 35 percent, China's 25, we tax dividends at 15 percent, they're at 10 percent, so a significant difference in the amount of money that the individuals are allowed to keep. You know, the American government is taking a much larger share of what people earn, and that's what's freedom, it's keeping the fruits of your labor. Also, if you look at the regulatory environment in both China and the United States, I would argue that a young entrepreneur in America today is going to face much greater hurdles, bigger obstacles in his path that have been placed there by the government than you would have in China. The costs of complying with all the rules and regulations in America exceeds the costs in China, and not just the rules and regulations, but surviving the litigation that is a byproduct of those rules and regulations. A lot of the things that the government does, if employers don't do them properly, they open themselves up to all sorts of lawsuits, not just by government but by their employees or their customers and you don't face that kind of problem to anywhere near that extent in China. So if you look at it from the point of view of taxation, you look at it from the point of view of regulation, sure, both countries have a lot of regulation. I mean, China is not as capitalistic as Hong Kong, which is a part of China but is more capitalistic than the mainland. But if you're going to compare it to the United States, the level of taxation, the level of government spending, if you look at the debt, I mean, America has -- our government has an enormous debt. Our debt is now 100 percent of our GDP, and that is if you just count the funded portion of our debt. If you look at the off budget items, the unfunded portion of our debt, it's enormous. The Chinese government doesn't have anywhere near that kind of liability. In fact, if you look at China and the United States and just compare the results of their economy. China is today, the world’s largest creditor nation. America is the world’s biggest debtor nation. China has large trade surpluses. America has enormous trade deficits. So if you thought about it as a nation, China has got -- I mean if you thought about the nation as a country, or as a corporation rather, China has a lot of assets on its balance sheet and lots of income, lots of profits. America is loaded up with liabilities and we’re hemorrhaging red ink. We have huge losses. So if you think that America is more capitalist than China or China is more socialist, then you must think that socialism is a better economic system because after all, the Chinese are more successful if you want to measure it by the accumulation of assets, by the positive balance of trade. So, and I don’t think that there is a way for a country, if you remember the Soviet Union, which was a Communist country, the Soviet Union didn’t make anything, they didn’t produce anything. We constantly had to give them money so that they can feed themselves. Pretty much everything is being made in China today and the United States; they have this enormous trade surplus. And more importantly, they’re accumulating massive savings. If you look at China, they have a savings rate of close to 50 percent. We have a savings rate, basically negative. In fact we rely in America on a Ponzi scheme called Social Security. They don’t have Social Security in China. They don’t have a lot of these big government programs that we have in the United States. Look at our monetary system. We have the Federal Reserve, price fixing, interest rates at practically zero. In all the macroeconomics and balances that we create, we micromanage our economy through our tax code. We’ve got the U.S. government subsidizing or guaranteeing of almost 100 percent of all the mortgages in the United States, so it’s not up to the free market. Credit isn’t being allocated by the market; it’s being allocated by government. Government is deciding who should get money and who shouldn’t get money and who it should subsidize and who it should penalize. It does all of this through the tax code and through the Federal Reserve. Yes, you’ve got something similar going on in China, only in China = think it’s more above board. Yes, there is government and you know that government’s involved and maybe you have to bribe the right bureaucrat, but the same thing is going on in the United States. We’re just not as above board with it. And if you think about the partnership that government has with business in the United States, most of the laws and regulations, and I work in a highly regulated field in the securities industry, but this is the same with industries all over the United States. You have all these regulatory bodies that are created for the specific purpose of destroying competition and trying to prevent smaller firms from coming into existence or competing with these large firms that have captured all the regulatory bodies that oversee them. And that is a function of government, and it’s a combination of big business working with big government to stifle innovation and to stifle capitalism. And when you have the U.S. government taking such an enormous share of our GDP and taking such an enormous share of ouroutput in taxation and then trying to regulate it and micromanage it from Washington D.C., we’re not even close to being a capitalist country anymore in the United States. The unfortunate thing is that China is closer. But what’s more important is the direction in which the pendulum is swinging. =n China, it’s swinging towards capitalism. Unfortunately in America, it’s swinging away."
against,"First of all, Orville said that China is a fickle mistress. And so getting China right is hard. And one thing we do all need to admit is that the level of volatility in outcomes in China over the next 10 to 20 years is vastly greater than the level of volatility in the United States or in Europe or Japan. Can China make it? Can they fundamentally transform their economic and political system? A country of 1.3 billion people. We know they need to it. The World Bank just made it very clear. The Chinese government admitted it themselves. Doesn’t mean they can do it, it’s never been done before. =t’s a bet. =’d bet against. But it’s a bet. =f you have to make a bet, you bet on the United States. Lots of people do, that’s why the U.S. still has the world’s reserve currency. = don’t know even where to start on this frankly, having just heard that China needs to bribe the right bureaucrats--but same in the United States, we’re not as above board about that... That’s on its face ludicrous, right? China is a system where if you want to do well, the highest levels, 52 percent of the GDP -- 62 percent of the GDP is state-owned enterprises, absolutely there is no rule of law. There’s no transparency. You don’t have as many regulations in China as the U.S. That is true. Does that mean China does capitalism better?  =t means that if you’re China and you want to move a village and build a road, you can. It is not clear to me that that is capitalism in its most effective or even most rapacious form. That’s the state doing what it wants to do for the state.That’s the problem. You want to talk about state intervention? We’ve got it. We’ve got it in China. Look, it’s unfortunate to me we’re even debating this.  =t shames me. =t shames me as an American because there are people out there that believe that the United States can’t do capitalism as well as China. There are countries now that are doing capitalism better than the United States. If we were having this debate about Canada, we wouldn’t have as much of a problem. We wouldn’t, right. On a lot of fronts -- =’m willing -- =’m not saying the United States is worse on everything. =’m saying that life increasingly, if you look at issues like the deficit for the U.S., if you look at financial regulations -- =’m not going to stand behind all that. But = am going to go after China, because ultimately we have a problem. Look, the Chinese system is not just capitalist; it’s state capitalist. State capitalism is a system where the state is the principal actor in the economy. And it uses markets ultimately for their own political gain. =f it turns out that profit is useful for their political gain, they’ll go for it. =f it turns out it isn’t, they’ll go against it. And that’s true whether we’re talking about Chinese firms or whether we’re talking about Western firms. = mean, Facebook’s doing a pretty good =PO, but they’re not in China.  China doesn’t want Facebook in China. =t’d make a lot of money. =t’d make a lot of money for China. That’s not the point, right. That’s not capitalism. That’s a problem. Ultimately, when we’ve seen state capitalism work globally, it works until it fails. And it works because despite the fact that the state is massively inefficient, and I suspect Peter admits that the state is massively inefficient, and it is in lots of forms, but it can hide its inefficiency through cheap stuff. Argentina was state capitalist, looked as good as the United States in the Western hemisphere over 100 years ago until they ran out of cheap land. And then they started defaulting. Venezuela looked great on cheap oil. Not so much anymore, right. China’s looked great for 34 years on the basis of cheap labor. China will ultimately run out of cheap labor. So, what we have in China is this extraordinary car with a huge engine going very fast down a long road. And that road has been straight for 34 years, but coming up there’s a big turn in the road…. And we’ve never seen steering. Maybe -- thank you, mom -- maybe -- Maybe they have steering, but we don’t know. And the fact is that if you are China, there’s one thing you’re going to have a very hard time doing. There are no more Zhu Rongjis and Deng Xiaopings in China. You don’t have strong individual leadership. You have leadership by consensus, individuals that are moving together very incrementally. They’re very cautious. They understand the importance of the stakes they are playing for. The one thing that you will not do well is go after your own intrinsic interests. The state-owned enterprises that are providing you money -- that’s where the inefficiencies are going to be as labor gets more expensive. That’s where the inefficiency will be when the United States and other Western multinationals stop giving them technology to rip off. Another problem with Chinese state capitalism is it creates enemies, you know. There are a lot of folks around Asia. They see the Chinese economic miracle, but they’re begging the United States to maintain a presence.  Because China does capitalism better than the United States? = don’t think so. We got to watch what people do, not what people say, what they do. Did you see that piece in the Wall Street Journal, talked about the disposition of Chinese millionaires, how over 50 percent of Chinese millionaires say they prefer to live in the United States than China? And yeah, it’s about quality of life. Yeah, it’s about the environment. Yeah, it’s about opportunities for their kids. =t’s also about no rule of law in China and worrying about corruption and the sanctity of their assets over the long term. Your assets are okay tomorrow. The United States, we’re over-litigious. China doesn’t have that problem. You don’t have to worry about lawyers in China. You have to worry about someone ripping off your stuff or being forced out of the country or not being heard from again. Now, maybe Peter believes that those 50-plus percent of Chinese millionaires are stupid. Because ultimately, the United States is in decline, and so they shouldn’t be coming here, in which case, fine, but then China’s millionaires aren’t that bright. And those are the entrepreneurs, so we shouldn’t bet on them either way. You’re in a catch-22, sir. You know, =’m interested in what the Chinese do with their money. I understand that the Chinese are saying that they don’t like the U.S. dollar as a reserve currency, but where are they putting their cash? In the U.S. Now, Ron Paul and Peter say they shouldn’t do that, and then we’re in big trouble. Okay, well, when are they going to stop? Because = don’t believe the Chinese are stupid. For me, that’s not an interesting analytical model. For me, what’s interesting is presuming the Chinese understand theirinterests and they’re putting all that money into treasuries because they believe that’s safe over the long term. We are entering an environment of fear. We’re entering an environment of volatility. When things get more volatile, we don’t just bet on go-go-growth any more. We put our money under the mattresses. Central banks do that too. And in that environment, the world’s largest economy, also ultimately the most resilient, the United States of America. "
for,"Well, I find myself in the awkward position, being an American, deeply believing in this country and its ability to innovate and in its entrepreneurial powers, to defend a Marxist-Leninist economy. And I beg you to marshal every bit of scrutiny you can to my argument and please convince me I am wrong by voting against me at the end of this debate. I would say that the comparison between capitalism in the United States and China is as much divided by the fact that capitalism here has in many ways failed its promise. And there, in a very counterintuitive way, one we hardly have expected, the Chinese Communist Party has managed to graft on a certain kind of guerilla mobility under Leninist rigidity to make their system actually function in a way which I think all of us would agree, over the past three decades, has been quite extraordinary -- somethingnone of us who were standing in the middle of Tiananmen Square of 1989 when there were a million people demonstrating there, thought could ever possibly happen. So, I think if we look at America, we find a country that is in quite a bit of psychological self-doubt at this particular moment. We find a country that has had much of its government, many of its leaders besieged by irrationality, religiosity, they don’t believe in evolution, they don’t believe in climate change, we cannot pass a simple measure in Congress to extend the national debt, which is not going to not happen. How can a government that is so paralyzed by its own inability to see reason, how can it be the custodian over that critical part of every economy that a government must preside over? This is not to say that we don’t venerate entrepreneurs, we don’t venerate innovation, and we don’t believe in a free economy. But let me read you just simply what Adam Smith had to say, the great patron saint of laissez faire capitalism. He said that when the security of the whole society is at stake, natural liberty of a few individuals which might endanger that security ought to be restrained by the laws of all governments, the most free as well as the most despotical. And I think it is precisely here that we have failed. And by doing so, we have lent a greater credence to this curious, cryptic, hybrid version of Leninist capital, which China has employed, to quite a bit of success, I would have to say. So let's quickly just look at what we see in China. I spoke of the psychological dimension of the problem in this country, and I think everybody in this room feels it. There is a sense of I think lassitude. At the same time, greed is quite a force lost in the land. There's a great deal of self deception at work. If you look at China, who's running the government in China now? They're all engineers. In many ways, the very things that we used to impute to China as a great weakness, namely, a over reliance on ideology, are now the very things that are hampering our own country, while China, governed by engineers and technocrats, tends to look at reason. There are no climate deniers in China. I have never spoken to a Chinese who doubted evolution. And yet the ranks of the American political houses of Congress are replete with these people, and they're making decisions which govern how we live and govern the American economy. China also has managed in a way that I think it deserves our esteem to combine the public with the private and to act when things need to be done.When a stimulus program needs to be enacted, they look at the facts and they enact it. Do you remember when we looked at five-year plans as quaint kind of throwbacks to some retrograde period of Stalinist economics? Well, I think the United States could do with a good five-year plan. We can't plan for three months ahead. We have no ability even to execute policy, much less long range policy. If you go to Washington, you find more and more people utterly despairing of writing policy documents.  Because nobody can do anything with them. I think this ability of China to martial facts rationally, to martial its resources and make policy and allocate capital where it needs to be allocated in times of crisis is something that our own country could learn from. I want to read a quick quote from Henny Sender from the Financial Times. ""The combination of Chinese SOEs and debt from state owned banks is a powerful alliance that will increasingly resonate outside of China as well as within it."" I think that's an interesting statement from a paper that's basically a laissez faire capitalist paper. So finally I would say that we would do well not to assume that China has nothing to teach the United States. It may be that this system will not endure in the future. It has many structural weaknesses. But to date I would say it has been ascending while our own form of capitalism, replete with the weaknesses that you all well know, has been in a state of decline. And whether we have the ability to grab it at the last minute from its final collapse is a question which will remain for years to come."
against,"I'm not going to speak in Chinese. I think that the impression that China is doing capitalism better than the U.S. is understandable. That's because it's a very superficial impression. One reason why that impression is widespread is that China has been growing fast. But there's a reason China is growing fast. Low income countries tend to grow much faster than rich countries because they have much bigger growth potential. Just think of two things. Consumption of energy. Chinese consumption of energy is about one-fourth of the U.S. consumption. So the Chinese, if they consume more energy, they will grow a lot faster. The same with steel production. China consumes one-tenth of the steel that the average American consumes. So if they want to reach American consumption, they need to build a lot of steel plants, and that makes economic growth. So first of all, do not judge whether a country does capitalism better or worse by just looking at its growth numbers. Second is that when you compare the two countries, the U.S. and China, you have to look at facts. This presentation is nothing but man the facts. So what are the facts? If you look at corporate profits, U.S. companies are far more profitable than Chinese companies. And that is to think that we can trust Chinese accounting. And then you look at tax collection. I have to disagree with Peter. He says the Chinese, they collect less taxes than U.S. The opposite is true. The U.S. government takes about federal/state, about 30 percent of GDP. The Chinese government collects 35 percent. But that’s not the end of the story. Because in the U.S., you actually get something back from the government in the form of Social Security, health care, Medicare, Medicaid. In China, you get very little back because the bulk of government taxes are spent on government consumption, administration. If you go to China and get treated to a 20-course meal, you think great, that’s Chinese hospitality. But don’t forget, it’s being paid for by Chinese taxpayers. Not in the USA. You do not get that kind of treatment when you go to Washington, D.C. And then you look at whether China’s growth is using less natural resources. And here the U.S. is three times more efficient as China. Because for every dollar of GDP produced in China, China has to consume three times more in terms of its natural resources, water, clean air, land. The U.S. in other words, is a lot more efficient. Then you look at international comparisons, and here we’re using third-party numbers. And here, China does not look nearly as good as the U.S.  There’s a NGO based in Berlin called Transparency International. It publishes every year, a global index called Corruption Perception index. This index, the U.S. is ranked 24th in terms of, as the least corrupt country in the world. China is ranked 75. So if you think our average politician in Washington is corrupt, wait until you meet a Chinese politician. Then you look at overall economic competitiveness because capitalism is known for its efficiency and competitiveness. Here, the U.S. is ranked not number one, number five. What about China? China is number 26. So way, way behind the U.S. Then you look at something like innovation ranking. The U.S. is number seven; China is 29. You look at ease of doing business. This is by the World Bank. Because, a real capitalist country should be one in which it is very easy to do business. Overall ranking for the U.S. is number four in the world. China is number 91. Then starting a business, U.S. is number 13; China is number 151. Getting credit, the U.S. is number four; China is number 67. The list goes on and on and = don’t want to bore you. Finally, I want to imagine, what will the politburo members think about this debate? If for some reason, they’ve learned that in New York City, they’re debating whether China does capitalism better than the U.S. I think their first reaction is not to laugh. You build the world’s largest high-speed rail at enormous cost. They think the U.S. is falling behind. Then you lend the Americans $2 trillion. They think, China is definitely number one. So, the third thought that would come to their mind is that the Americans have very short memories, because when Sputnik was launched, everybody thought the Soviet Union was to dominate the world. And then in the late 1980s, I think in this city, people should have good memories about who was buying the Rockefeller Center, right. Japan was dominating the headlines. Everybody thought Japan was doing capitalism better than the U.S. Now, look at where Hapan is after 20 years. So, = think what we’re seeing here is not that China does capitalism better than the U.S.; we are experiencing a period of self-doubt. =’m sure the real issue is not about China. The real issue is about the U.S. The U.S. can do capitalism much better than it does, but China, at least for the moment and for the foreseeable future, will not be doing capitalism anywhere better, anywhere close to the U.S. in terms of competition, efficiency, even social justice. "
for,"Well, first of all, there are a lot of countries that are starting on low baselines that are not having any kind of economic growth at all. So, the difference is you do have more capitalism now in China, and it’s that freedom, it’s that -- those market forces that are responsible for the growth, not that because they’re poor, because there were plenty of people that were poor and that didn’t grow at all. As far as whether the trajectory is sustainable, = think not only is it just sustainable, but = think it’s going to get better because the real country that’s headed for a crisis is America. And = think what’s dragging the Chinese down is their currency peg. They’re loaning America all this money, so American can keep buying the products that Americans really can’t afford. And so, as a result, the Chinese are debasing their currency and they’re creating a lot of inflation, which is destabilizing their economy and, I think, undermining the standard of living of their own citizens, which would be rising even faster if the Chinese government simply let the RMB rise in value, let the dollar tank. If the Chinese government didn’t take so much of the Chinese production and just loan it to America so that it could be squandered on big government and consumption, but I think eventually -- Well, = think they’re going to figure this out, and they’re not going to play this game anymore. And the real crash is coming here, because then interest rates skyrocket, thedollar tanks, consumer prices go through the roof, and we have our Greek moment, only there’s no Europe to bail us out."
against,"Well, yeah. We’re not heading for a Greek moment. = mean, comparing us with Greece is almost as ludicrous as comparing us to China."
for,"Yeah, it’s not fair to the Greeks."
against,"= don’t think you even believe that. But leave it aside. Look, = mean --"
