side,script
for,"Well, it was sort of a surprise when we saw what had happened over a 20-year period and the direction that we were going in terms of increasing obesity. So we didn't know how long it would take to begin to turn what we call the epidemic around. I became a Pew Foundation scholar in nutrition and metabolism because in medical school, I learned nothing. I didn't have a minute of nutrition taught to me. Yet here I was in the critical care unit where people -- where people's lives were at stake. I had to keep them alive with food. And I was the most clueless person of all. I went back to school."
against,"A what? Yes, yes.  John Donvan:That might have been too personal. Relevant to this debate, John, you have likened those who would want to regulate the diet of Americans to the prohibitionists of the early 20th century, the moral being what? That they mean well, but that they do more harm than good. And it reminds me of what Mencken said, that they have the haunting fear that someone somewhere may be happy."
for," Well, we contend that obesity is definitely the government's business. My favorite story I think about policymakers is a story about a man who was traveling across the country in a hot air balloon, and at a certain point he realized that he was lost, he had no idea where he was, so he decided that he would lower the balloons and see if he could see some recognizable landmarks. So he lowered the balloon, couldn't see anything that he recognized, no Golden Gate bridge, no Washington Monument, so he had no idea where he was. So he kept lowering the balloon, and when he got to about 30 feet above ground he saw a man working in the field. So he yelled out, ""Where am I?"" and the man stopped digging in the field, and he said, ""Well, you're in a hot air balloon about 30 feet above ground."" Well, the man in the balloon said, ""You sound like a scientist. Do you work in science?"" And the man on the ground said, ""My goodness, I am a scientist. But how in the world did you know that?"" Said, ""Well, I knew that because what you told me is technically correct but it is of absolutely no use to me right now."" Well, not to be outdone, the man on the ground said, ""Well, you sound like one of those policymakers from Washington or somewhere."" And the man in the balloon said, ""I am. I'm an outstanding policymaker. I'm a leader. But how did you know that?"" And the man on the ground said, ""I knew that because you're in the same position you were when we met, you don't know where you are, you don't know where you're going, and now you're blaming me."" Well, let me say that I spent nine years in government, five as director of the CDC, and as you've heard, four as surgeon general and assistant secretary for health, and I have to tell you, I would trade nothing for those nine years. They were rich years. The people with whom I worked were special. So I am very excited about the role of government in dealing with a problem like obesity. Let me just say a few of the things I was involved in. In 1996, while director of CDC, we released a very interesting report on physical activity. It was actually released as a surgeon general's report, and basically what we showed in that report on physical activity was that there was a dramatic decline in physical activity among the American people, including schools no longer requiring physical education, K through 12. And so we expressed a lot of concerns about the sedentary lifestyles of American people and the implications of that. In 1999, I represented the United States at a world conference on health promotion and disease prevention. And at that conference for the first time I released the surgeon general's Prescription , which I'm sure many of you are familiar with, but among the things on that prescription was the recommendation for regular physical activity, at least 30 minutes a day, at least five days a week, but also a recommendation that the American people consume at least five servings of fruits and vegetables per day. There were other things on the prescription, even one having to do with mental health and the need to have some planned strategy for dealing with stress. We didn't really understand at that time the relationship between things like physical activity and depression, the fact that physical activity is a major intervention for reducing depression. Then in 2001, as surgeon general and assistant secretary for health, I released the surgeon general's Call to Action to Prevent and Reduce Overweight and Obesity. That report, among other things, pointed out that between 1980 and the year 2000 there had been a tripling of overweight and obesity among children in this country and a doubling among adults. So we did sound the alarm, and even though I was former director of the CDC and we are very selective at what we call ""epidemics,"" usually reserved for infectious diseases, we declared that overweight and obesity was an epidemic in this country. We didn't realize at that time that the same thing was beginning to happen all over the world. In that report of the surgeon general on overweight and obesity, we especially expressed concern about the changes in the maps throughout the country, where you could actually map the increase in overweight and obesity in various states, whereas in 1990, 15 percent was almost the high. By the year 2001, it was 25 to 30 percent of the American people who were obese. What we know about overweight and obesity from a population perspective is very important, I think, to this debate because what we know is that it has increaseddramatically, but also that it is clearly associated with an increase in chronic diseases, especially what we call Type II diabetes, or increases in what we call BMI, the way we measure body fat, directly related to an increase in Type II diabetes. And, as you know, Type II diabetes increases the risk for cardiovascular disease and even renal disease. So we were concerned about what was happening in this country. We were concerned about the implication of these rising rates of overweight and obesity. We were also concerned about disparities. We have declared the goal of eliminating disparities in health in this country, especially among different racial and ethnic groups. And what we observed, of course, was that this epidemic was disproportionately impacting African Americans and American Indians. So, American Indians also have the highest rate of Type II diabetes. And African Americans have the highest mortality rates from Type II diabetes. So we were very concerned about the impact that this was having on eliminating disparities in health. We were also concerned about what was happening in children. I think this was really critical. What we found was that children, by increasing overweight and obesity, were now getting what we previously had called adult-onset diabetes. We were seeing it in children. We were seeing hypertension in children. Pediatricians were expressing great concerns.  Obesity is the government's business. You hear from the opposing side that we're looking at a nanny state or food policing. Au contraire, that's not what we're looking for at all.  We give you voluntary. That's what we're looking for. I wear many hats. I'm a physician first, and I hail from the front trenches, face to face with my patients and as chief lifestyle expert for WebMD's 90 million members, click to click with my cyber folks. This is where I practice high-tech touch. I set up a discussion group asking, is obesity the government's business? It lit up like Kyoto at nighttime. It was fabulous. The bottom line was, yes, obesity is the government's business for leadership, education, protection, options, opportunities, infrastructure. No sidewalk, no walk. No park, no play. No bike path, lots of accidents. Bottom line, what they said was, ""No blame, no shame. No tax, no bans."" They drew a line in the sand. And Dr. Satcher and I agree with that. Obesity is the government's business. I'm going to flip now to my public health hat. Government cannot solve the obesity problem alone. A problem as large as obesity, pun fully intended, requires all sectors of society to bring our thinking to the table. So I argue for government private sector partnerships. Shouldn't be just the government at all. When we initiate a voluntary campaign or an effort, we want to be able to offer people options and opportunities because if there is no choice, there can be no moderation. We're in New York City. I love this place. And although you just heard that some of what you're doing isn't working so well, I say, forget all that. You have programs here, for instance, Mayor Bloomberg has joined with 500 other mayors with the ""let's move cities and town"" campaign to be able to work, drill down into the neighborhoods. What we can do to be able to improve physical activity as well as nutrition. In addition, the ""fresh"" program, food retailed expansion to support health programs. Say that three times. The food retail expansion to support health program has set up 14 supermarkets in food deserts. This was a private-public collaboration, a partnership that worked. We now have fresh produce out there. And that's really important. Of course, we have so many other measures that have taken place. Good grief, we have play streets. We've taken quiet streets and turned them into play yards because we have nothing else out there. We're using what we can. We're doing what we can. At the national level, obviously we're looking at prevention now. The national prevention and health promotion strategy to stop disease before it starts. Million hearts campaign. Let's Move actually celebrates its second anniversary this month alone. And it's been reaching out to everyone from REI for outdoor, you know, to a beverage industry for clear on calories so you can begin to understand what's going on in those labels. Is it perfect? Absolutely not. Is it voluntary, and does it touch people's lives? Hell yeah. I'm on the board of America on the Move, and we're moving. We have corporate sponsors. We do private, public sponsorships all year long. We do this in neighborhoods, in states all across this country. We touch people. Exercise is Medicine, I am their national spokesperson, a collaboration of the American Medical Association as well as the American College of Sports Medicine.And here we see again trying to show people that there are simple, small steps, literally, that you can take to be able to help yourself, voluntary, nothing stuffed up your nose. We're not going to the tax and ban place. We're not food policing. We're reaching out asking people to hold our hand and say, come on. We can do this together. Is it sloppy?  Are we perfect?  We're about as perfect as the people who create them and implement them. We're human. We're getting there. I'm going to switch over to my last hat for my seven minutes as a researcher.  The National Institutes of Health is public funding. $32 billion to save your lives, to do the work we do. It's interesting, when I began my work there as a senior scientist, I went to the clinical director's office, and above the office there was a sign that said, ""In God we trust,"" and there was a little sign below it that said, ""Everyone else must show data."" Fairly straightforward. We wanted to see some good data here. And so in our laboratory we showed the connection between chronic stress for instance and the buildup of that toxic fat deep inside your belly which increases your risk for heart disease and diabetes. We showed for instance that it's not about ELMM, ""Eat less, move more."" That's so important, however, so much bigger. We forgot the mind. What about stress? New research has just been published showing that children who are stressed, and you know what that's about, in their childhood, at home, at school, eat more, and that's that stress-fat connection that we talk about so often. What are we doing about that? We have a new science called, ""epigenetics,"" we're trying to look at how we can literally change gene expression, how we turn on and off genes, by simply doing easy things like if I eat an apple every day on a regular basis I get that gene expression and therefore I'm able to what? Have an increased or decreased vulnerability toward obesity. Or I could just do what so many people do, that nocturnal ménage à trois every night, you know what I'm talking about, you, Ben, and Jerry. All together in bed watching the tube, hanging out, doing it. Doesn't work, all right? What's that gene expression looking like? All right. So here we're looking at something that's a brand new phenomenon, something we love to call ""secondhand obesity."" What we're looking at is virally, families, what's going on with them? How are wetouching kids? It's so much bigger than demonizing sugar. It's so much bigger, so much bigger than saying the government's just too fat. What we're saying is, putting our hand out, we're trying to say, ""Educate, bigger brain, better choices, obesity is the government's business."""
against," I think that the fundamental difficulty here is that, despite the great courtesy of the organizers of this debate to invite me, I'd like to start by pointing out that this debate is framed in completely the wrong way. To have a motion that says, ""Obesity is the government's business,"" essentially begs the question because using the term ""obesity"" frames the debate as one which is about the supposedly pathological state of people who have a body mass index of about 30 if they're obese or above 25 if they're overweight. And that in itself essentially tells us that we ought to think about those states as being per se bad and in fact a diseased or a quasi-diseased state. Imagine if this debate were framed as, ""Eliminating body diversity is the government's business."" I think that would sound a lot different, but in point of fact there is really -- there is no practical distinction between those two motions. The assumptions at work here are that a narrow range of body weight is normal for human beings and that outside that range a variation is the product of poor lifestyle. Furthermore, it's assumed in the framing of this issue that by reforming poor lifestyle either voluntarily or quasi coercively, you can eliminate abnormal body weight. This is all wrong. There's nothing normal about normal body weight. It's not normal statistically. It's not normal epidemiologically. The overweight category of BMI 25 to 29.9 does not, in fact, feature increased overall health risk, so there isn't even a correlation there between increased health risk and the pathologizing of that body state. The vast majority of people, and I'm going to say this about 27 times tonight, cannot intentionally modifytheir body mass in a long term fashion successfully. There is no better established proposition empirically in all of medicine than that. In other words, people, as you all know -- well, I shouldn't say ""all of you,"" but many of you know from personal experience -- find it extraordinarily difficult to change their body weight in a significant long term way voluntarily. Government intervention in this area, and my partner, John Stossel is quite correct in saying that. In comparison to him, I am almost a Stalinist in my enthusiasm for government intervention, although I think he did overstate a couple of my positions. I won’t get into those because that’s beside the point. But in fact, even though I am generally enthusiastic about various forms of government regulation that fill him with dread, I am in fact utterly opposed to government regulation in this area because I think government -- the same as -- obesity as government’s business is almost a kind of dream scenario for a Libertarian. Because a Libertarian could not come up with a better example of government dysfunction than of the notion that we’re supposed to make people thinner, mainly because -- well, for a bunch of reasons, which I want to go through quickly right now and then come back to later. Here I want to emphasize first of all that we do not know an enormous number of things that we would have to know if we were going to have a rational policy that was based on the notion that we were going to make everybody have a BMI between 18.5 and 24.9, the so-called normal range, which for an average height woman would be between 108 and 144 pounds, outside of that supposedly pathological. Here’s what we don’t know. We don’t know how to produce significant long-term weight loss. We just don’t. We don’t know if such weight loss would be beneficial. This hypothesis has not been tested for the very good reason that since we don’t know how to produce it, we can’t test the hypothesis. We don’t know to what extent, if at all, the generally weak associations between obesity and increased health risk are products of a causal relationship as opposed to markers for other things like, for example, dieting, weight cycling, diet drug use, eating disorders, stress, stigma, and lower socioeconomic status. We don’t know why weight went up among Americans in the 1980s and ‘90s. We don’t know why it was stable in the 1960s and ‘70s. We don’t know why it has plateaued over the course of the last 10 years. We don’t in fact know whether people are more sedentary today than they were 40 years ago. We just don’t have the data on that. We just have a few very indirect markers for that, such as the amount of mandatory gym periods in school, but we don’t have any direct measurement of how active people were 40 years ago. We don’t knowwhether people consume more calories today than they did 40 years ago. Again, the data is not available. People often -- you know, when that’s pointed out to them rather rudely by someone like me, the reaction of public health officials tends to be something like, “Well, it’s just common sense,” right. But see, common sense is what you invoke when you don’t have data, right. That’s why we have these academic institutions, right, so that we don’t just rely on common sense. We actually try to have some evidence for our propositions. Here’s what we do know. We do know that public health interventions designed to produce weight loss do not produce weight loss. This hypothesis has been tested. It’s been tested in situations where we have had intense public health intermediations that are much more intense than those that we could produce on a population-wide scale. And those interventions do not produce weight loss, either in adults or children. We do know that labeling bodies as diseased is stigmatizing, and we know that stigma is very bad for health, as are stress, weight cycling, and eating disorders, which are other things that are produced by this kind of labeling. We do know that risk factors that are associated with obesity, like, for instance, hypertension, can be addressed cheaply and successfully through inexpensive drugs that work quite well and increased physical activity, which is beneficial for people of all shapes and sizes whether in fact it produces any weight loss, which it usually doesn’t. Finally, what I really would want to emphasize here above all is that healthy lifestyles don’t eliminate body diversity, which is found among people with a wide variety of body types, many of whom fall outside the phony, so-called normal range. And so, what I would advocate more than anything else is that we ought to focus on a harm reduction, not weight reduction. We’ve already had some indications tonight of the notion that we don’t want to stress people. Here’s a suggestion. Stop telling them that their bodies are pathological because that’s very stressful. That’s not good for people. And if you say that you don’t want to stigmatize obese people but you just want to stigmatize obesity, I would suggest that that is a protocol that’s not going to be successful. "
for,"Well, I think the evidence is related to several things. First, we had a very interesting study funded by NIH in the late '90s, early part of this 2000. And basically showed that if we could get people to be physically active and to change their diet, even if they lost only five to 15 percent of their weight, we could dramatically decrease the risk for diabetes, in fact almost 60 percent reduction among African-Americans and American Indians in the onset of Type II diabetes, by getting people tochange their lifestyles and to be more physically active and to consume diets with less saturated fats and sugars. So I think we do know, from that study, that it's possible to help people change lifestyles. And I did say help because Pamela is correct, there are a lot of people in this country who do not have access to healthy lifestyles. And it is in fact a responsibility of government to make sure that everybody has the opportunity, everybody has access to the opportunity for healthy lifestyles. The track record that I mentioned was the one dealing with African-Americans and American Indians in terms of reducing -- -- the risk for diabetes mellitus."
against," In fact in that study -- Yes, right. And it's a study that Dr. Satcher was citing there, there was an average of 2.3 kilograms of weight loss, which is about four pounds. The difficulty with citations to the notion that a small amount of weight loss is going to greatly reduce the risk of Type II diabetes is that a couple things, one, you can't -- you cannot disentangle the amount of weight loss that is produced, which is generally quite small, from the beneficial effect of the lifestyle intervention. The way that you would want to test that, to say, well, let's look at the people who've lost weight and compare them to the people who didn't lose weight if they all engage in the same lifestyle intervention. Is there a dose response that is related to the weight loss? And the answer is no, there isn't. In those studies, the people who engaged in the same lifestyle changes but didn't lose weight had the samereduction, on average, in Type II diabetes risk as people who engaged in the lifestyle changes and did in fact lose some weight. So to me, that's really compelling evidence for the notion that focusing on weight in that context doesn't make any sense. I'm all for focusing on, you know, lifestyle changes. I think it's good to encourage people to be physically active. But there's a lot of evidence that physical activity in and of itself is beneficial. But what there's not evidence of is that either physical activity changes are going to produce significant long-term weight loss. Again, they don't in the vast majority of people, or secondly, that the weight loss is necessary for the purposes of getting the benefits of the increase in the -- -- in the activity levels."
for," I will be more than happy to take that on. Apparently Paul is not aware of the national weight control registry. This is an ongoing study, almost 20 years old, which has been sponsored by the University of Colorado as well as Brown University, my colleagues, Dr. James Hill and Rena Wing. The cohort right now is over 10,000 people, including people who have bariatric surgery as well. And these people are known as the successful losers. And actually, Paul, you actually are too, because of your own weight loss as you noted in your book. You qualify because you had to have dropped at least 30 poundsand kept it off for at least a year. And the grand majority of these people have kept off approximately 60 pounds for almost six years or longer. And this is on the average in a very large cohort. So are these mutants?  What are they? These people have determined that they will keep this weight off by utilizing very simple things. And this has been published in extensive literature. One of the most interesting things we found was that the number one predictor for being able to keep weight off and do this well is to have a healthy breakfast every morning. They are physically active. Are they part of the Olympic camp?  They basically get out. And the number one favorite thing to do is walk. And in most of the government interventions, all we're asking people to do is not drop weight so much. That's not where we're going. Losing weight, I'm a physician. People lose weight and do really stupid things to lose weight. That's not where we're going. We're going to health. We're going to health, and we're going to fitness. And that's what we saw in this study. "
against,"Because Pamela said that's all voluntary and talked about public-private partnerships being voluntary. But government isn't voluntary. It said we have a voluntary tax system. But try not paying your taxes and see if it's voluntary. Men with guns will come and make you pay for the dumb programs that they keep creating that don't work and that Paul says make people miserable. And keep growing. Because the schools can barely teach reading, writing and arithmetic."
for,"Well, I think a couple of things. The goal of these programs is to help children develop lifetime habits of physical activity and good nutrition. We also know, by the way, that children who develop good eating habits and regular physical activity do better academically. They perform better on standardized exams in math and reading. They are more disciplined in school. So the benefits of healthy lifestyles go far beyond losing weight. Now, Paul quoted the statistics about weight loss versus decrease in diabetes. The goal is to decrease fat. And sometimes you can decrease fat and increase muscle and not lose weight. But you still reduce the risk of diabetes. I think you know that as a runner."
against,So let them learn that from Pamela's TV show and from Richard Simmons. We don't need government. Dr. David Satcher:Excuse --
