side,script
for,"His answer was - he suggested maybe Einstein. He stuck with Cohen and it worked. Good evening, ladies and gentlemen. In life, when we fail, we call it stupidity to burrow deeper into failure. Measured by any standard, American policy toward Israel has failed over the past couple of decades. We are no closer to any kind of peace. Israelis and Palestinians today stand further apart than ever. They are estranged. They are mistrustful. They are antagonistic. They can scarcely even imagine peace. We will therefore submit to you tonight that rather than burrowing deeper into failure, and so jeopardizing American interest, the United States should reconsider its ties with Israel. It should step back from its special relationship in favor of a normal relationship. Now a normal relations between allies, and the United States and Israel must remain firm allies, are often marked by differences. With France, with Japan, with Germany, with Turkey, important allies all, America has regular and often open disagreements. What makes America's relationship with Israel is its uncritical nature, even when U.S. interests are being hurt. What also makes the relationship special is the incredible largess that the United States shows towards Israel, over the past decade, $28.9 billion in economic aid. And on top of that, another $30 billion in military aid, that's almost $60 billion. That's 10 times the GNP of Haiti that is being gifted to a small country. Now, I ask you, to what end is this money being used. Ladies and gentlemen, we would submit that it ends often inimical to the America interest. Take the ongoing Israeli settlement program in the West Bank, at a cost of about $100 billion, this enterprise has grown the number of settlers in the West Bank from about 140,000 in 1996, to about 300,000 today. If you add the roughly 150,000 Israeli's in East Jerusalem, you get to a number of 450,000 Israelis beyond the 1997 border. That's not all. Money has poured into a repressive apparatus involving settler-only highways, reserved military areas, a separation or security barrier. The Israelis call it ""separation wall"", ""hated separated wall"" the Palestinians call it, a barrier that burrows into the West Bank and annexes 10% of the land. What's the result of this? Well the result is an isolated, fragmented, atomized, fractured, humiliated Palestinian presence that simply makes a nonsense, at first, of the notion of ""Two States for Two Peoples"". What I observe there on my visits to the West Bank amounts to a kind of primer in colonialism. Imagine, Israelis in their fast cars, Blackberry-ing away, booming down these super highways, while Palestinians on their donkey carts make their way on dirt tracks, if they can get there, to their orchards. This is a primer in colonialism, much more than it resembles a nascent Palestinian state. Yet, ""Two States for Two Peoples"" is the declared U.S. objective. In effect, the United States is bankrolling the very Israeli policies that are dashing its own aims and the hopes for Oslo by making two states almost unimaginable. Does this make sense? Is that clever? I don't think so. And if you don't think so, ladies and gentlemen, you should vote for the proposition tonight. Now, the United States has raised its voice occasionally. Jim Baker, for example, Secretary of State in '89, said, ""Foreswear annexation. Stop settlement activity."" Now fast forward two decades to Barack Obama, in Cairo, two decades in several hundred thousand settlers, he said, ""The United States does not accept legitimacy of the continued Israeli settlements."" And what did Prime Minister Netanyahu do two weeks ago, planted settlings in various settlements, and they are part - and said, ""They are part of Israel for all eternity."" Now in a normal relationship, there would be consequences to such defiance. In a special relationship, the one that exists, there are no such consequences. Now, America's perceived complicity in Israeli violence carries a heavy price. Jihadi terrorism aimed at the United States is not primarily motivated perhaps by the Palestinian issue, but it is a major factor. It is a potent terrorist recruitment tool. The United States should stand by its allies. And Israel is an ally. But if America is to pay the blood, and the treasure, and the last piece of mind that comes with supporting Israel, it should be ready at least to speak openly and critically of Israeli mistakes when needed. To boost, ladies and gentlemen, are unhealthy, a climate that affixes charges of anti-Semitism to anyone critical of Israel, and self-hating Jew to any Jew who's critical of Israel, is unhelpful. For if there are not two states, there will be one state. And sooner or later, the number of Palestinians in it will outnumber the number of Jews. And what then will remain of the Zionist dream? Ladies and gentlemen, there's also a moral issue here. I am a Jew. I know that Israel at its foundation and its declaration of independence said it would, ""Ensure complete equality of social and political rights to all its inhabitants, irrespective of religion, race, and sex."" We, Jews, know in our bones what persecution is. Alas, and this is hard to say, Israel, has in my view, lost touch with these fundamental values. By uncritically supporting Israeli policies in the West Bank and Gaza, America is undermining its own values, which at the very least stand for the absence of second class citizenship and equality of opportunity. Yes, I know Israel's a vibrant democracy isolated in the Middle East. And its values are closer to ours than those at closed Arab societies. But that does not mean that we should endorse Israel's systematic dismemberment of the Two State option. And if President Obama is serious about reaching out to the Muslim world, America must appear much more as an honest broker and less as Israel's spokesman. And that requires a serious re-balloting. You will, I suspect, hear that Israel is a lonely David facing an Arab Goliath. You will hear that it needs blanket American support to be secure. This is simply not true. Nuclear-armed Israel is powerful. The United States can step back while ensuring Israel's security. And so I urge you to vote for the motion tonight. "
against,"Thank you, John. I couldn't disagree more with Roger Cohen, and strongly oppose the notion that the United States should somehow stand back from its special relationship with Israel, and I do so for the following reasons. First, if the United States would do so, it would betray the very principles upon which U.S. foreign policy is based. Unlike China, or Russia, or some of our European allies, our foreign policies since our founding founders have never been to avoid a morality. Indeed, morality is a central feature of our policy. As a first country to recognize Israel in 1947 after the Holocaust as a refuge for Jews, we would be betraying those principles were we to step back from the special relationship we've developed over 62 years. Second, it would mean abandoning the only democratic, loyal, reliable ally in the region, which shares American values of democracy, rights for women, judicial independence, freedom of speech, and forming a 21st century culture. It's the only state in the region, which has a vibrant non-governmental sector so good on policies that Roger mentioned. There are groups like Peace Now, B’Tselem, and others who are vibrantly and publicly opposing those policies, the only country in the region which permits that kind of debate and criticism of the government. In addition, it's not just American values, it is American interest. Israel shares American interest in combating terrorism, in creating pro-Western moderate Arab states in the region, in stopping nuclear proliferation, and in having peace with all of its neighbors. In addition, if we were to withdraw that special relationship, it would be a sign of American inconstancy and weakness. What message would it send to other allies? Would they think they were going to be next on the chopping block? And indeed, to do so would only lead to more demands from those in the region. America has to stand behind its allies because if it doesn't, it will not have many left anywhere. In addition, the whole notion of this motion misunderstands the major issues facing the United States in the region. And I have spent an enormous amount of time and energy in that region in multiple capacities. Issues that we have with Iraq and Afghanistan, Pakistan and Iran, terrorist groups like Al-Qaeda are unrelated to our special relationship with Israel. Indeed, what is going on fundamentally in these states is a contest internally within the Arab world between modernizing states and radical Islamic states who want to create an Islamic caliphate for the whole region, unrelated to Israel, unrelated to Israel. It's also auspicious argument that somehow there's a zero-sum game that the kind of outreach that President Obama properly is providing to the Muslim world is somehow inconsistent with a special relationship with Israel. And let me tell you from personal knowledge, there is no zero-sum game. We can, and do have, both. We have a very close relationship. And I spent a lot of time in countries like Egypt and in Jordan, and in the territories, and in the Gulf helping build that relationship. And indeed, let me point out that it is because of the special relationship with Israel that the Arab states know that the way in which Israel will make concessions is when it has a dependable American ally so that it can make those territorial concessions. And I've seen it happen at Camp David under President Carter, all of Sinai given back. I've seen it happen with Jordan and the peace agreement with Jordan. Roger says there's been no peace. I mean, I don't know where you've been. How about the Egyptian peace, which has lasted now for over 30 years, and the Jordanian peace? And those concessions continued. For example, Prime Minister Barack in the Clinton administration, in which I served at the second Camp David, offered 95% of the land, including East Jerusalem, to Yasser Arafat. And what was the response? No, that's where the second intifada occurred. What was the response when Israel unilaterally withdrew from Gaza? What was the response? Rockets from Gaza, dismantling the settlements, dismantling 3,000 people, and that was the response. So it is auspicious argument that we can only have good relations with the Muslim world if we abandon Israel. Indeed, they know we need to have that relationship to convince Israel to make those concessions. In addition, where else will one have a special relationship and with whom else? The Saudis? The Saudis who export Wahabanism as well as expensive oil from whom 17 of the 19 9/11 terrorists came? Would it be Egypt where I've spent a great deal of time? I think we need stronger relations with Israel. It's on forth with Egypt. It's a one-party state, 28 years the same president. The opposition candidate was arrested when he ran against Mr. Mubarak. Afghanistan, Pakistan, Lebanon, where is the special relationship? And let me close with this thought, when you say, ""Why don't we have peace with the Palestinians?"" If there were a Martin Luther King, if there were a Mahatma Gandhi leading the Palestinian movement, they would have had statehood long, long, long ago. It is because there is no reliable Palestinian partner. It is because of the Hamas-Fatah problem. It is because when the Israeli public sees a withdrawal from Lebanon or a withdrawal on their own from Gaza, instead of reconciliation, they get rockets in response. That's why we don't have peace, not because Israel doesn't want peace. And last, there are certain things with which we disagree with Israel as we do with all allies, settlement policy and so forth. I didn't notice, for example, that Germany, or the UK, or France is providing the kind of troops we want in Afghanistan. You can have a special relationship with allies and not always agree. Therefore, I strongly urge you to vote against this pernicious motion, which would undercut the very basis of foreign policy in the United States. The only bipartisan foreign policy which we have in this country. "
for," Good evening, ladies and gentlemen. Thank you for braving the impending snowstorm. You've heard from our opponents, one of our opponents, a pattern that we've heard a great deal of. And if you listen to the advocates of the special relationship with Israel, you would think that all is for the best and the best of all possible worlds. Well I'm here to tell you that it's not. You heard from my colleague, Roger, exactly how bad the situation is. I strongly recommend the next time any of you have a chance to go to the Holy Land, that you take a little time away from your trip to Israel and spend some time in the West Bank, spend three or four days. And you will see precisely how bad it is. Now, I would be the last person, as a Middle East historian, to suggest that all the problems in the Middle East are caused by the U.S. special relationship with Israel.  There are problems with Arab governments. There are problems among the Palestinians. There are problems inside Israel. But some problems are caused by this special relationship. Let me just list a couple of them. One of them is that there is, as a result in large measure of our special relationship with Israel, an almost total deafness to public opinion in Palestine and in the Arab world. We hear the same kind of mantra about there's no democracy, there's no public sector. There are all kinds of things going on in public opinion in the Arab world. And one of the things that's going on is a deep distrust and unease with U.S. policy over this issue in particular. A second thing that has to be said is that there is a suspicion, in public opinion in particular all over the Arab world, of the fact that the United States in the Middle East because of this special relationship is not and cannot be an honest broker. Everybody knows that the United States engages in prior coordination with Israel, as a result of an agreement made by Secretary Kissinger back in the 70s, before anything starts between Arabs and Israelis. Everybody knows, in other words, that there's a big fat U.S. thumb on the scales when the United States act as a mediator. I recall, in the negotiations in Washington, we were in an impasse with the Israeli side, and we were told, after much reluctance on their part, that the State Department of the United States would come with a bridging proposal. We were very pleased. They came with a bridging proposal that was worse than the position that the Israelis had offered us. This is what the special relationship gives you. It gives you a country that cannot act as an honest broker. And let me say something about United States reliability. Let me say something about what the United States looks like after 20 years when American presidents, since President Carter, have said not just that they were going to make peace with Egypt, which they did, but that they were going to make peace between the Palestinians and the Israelis. We have systematically failed in this effort over the past 20 years. The situation is - 30 years in fact. The situation is infinitely worse today than when Ambassador Rabinovich and I went to Madrid in October of 1991. It's worse for the Palestinians. It's worse for the position the United States in the Arab world if you care not what autocratic governments think, but what the people think about us. And this brings me to the main reason you should vote for this proposition. You should vote for this proposition, in our opinion, because the United States should be true to its principles. It should be fair. It should be equitable. It should be just. We give, as Roger said, $60 billion over the past 10 years to Israel. We are in effect engaged in supporting an occupation that has been going on for 42 years and counting. We are in effect underwriting settlements. And we're not just using that with U.S. money that's fund - U.S. tax dollars out of our pockets that's fungible. We are doing that with tax deductible contributions to settlements, to projects in the occupied West Bank, and essentially to doing things that are directly opposed to United States policy and to the interest of the United States not to speak of the interest of peace in the Middle East. We hear a great deal about security whenever Israel is talked about. We have to be concerned with Israel's security. Fine, we have to be concerned with the security of everybody in this region if we are going to be an honest broker, if some people are not of a higher importance to us than other people. What about the security of Palestinians? In the recent war in Gaza, it wasn't really a war. It was a one-sided affair. There were 14,000 people killed on one side and 14 on the other side. If we're concerned with human security, we should be concerned with numbers like this. We should be concerned with the fact that everybody knows that we are engaged not just in funding, financing, supporting diplomatically, but also in selling weapons that are engaged in doing these kinds of things. Now what can the United States do? In my view, it can do many things. It's not enough to say, ""Oh, it's a shame. The Palestinians are divided."" The Palestinians are divided. They have deep, deep internal divisions. The United States has been working systematically to deepen those divisions. The United States should be helping to unite the Palestinians around a consensus whereby they can come forward and negotiate, rather than trying to keep them divided as we've been trying to do if our objective is not to weaken them, which is an Israeli objective. If our objective is peace, then there has to be not just an Israeli consensus for peace, there has to be a Palestinian consensus for peace. We have done everything possible to prevent this. This is one thing that we can and should do. What else can we do? I would argue that our policy should be linked not solely to what the stronger party - by far the stronger party in this relationship wants. That is no way to make peace. Again and again, what the United States has an effect done is to help gang up on the Palestinians. The United States has to pull away from this special relationship with Israel if it is to play any kind of effective role in making peace. Now, this is particularly true because the hardest issues between the Palestinians and the Israelis, much harder than anything that had to be dealt with between Israel and Jordan or Israel and Egypt have to do with issues that resonate all over the Arab world, things like refugees, things like Jerusalem. These are not easy issues. If we stand with the stronger, as we have done consistently on these and other issues, if we stand with Israel and ignore the fact that these are not just things on which there's a claim on both sides, but most importantly, these are things that will negatively affect U.S. interests. If we take a one-sided position, we are harming U.S. interests throughout the region. If you vote against this proposition, I would argue, you are voting for the status quo. You are voting for more of the same. You are voting for a peace process that has delivered a lot of process and no peace. And that is what we have gotten from every administration up to this point. We have peace with Egypt. We have with Jordan. Peace with the Palestinians is much farther away. I would suggest that voting for this status quo is to say in effect, ""We're going to bury our heads in the sand. We're going to allow a Two States solution to disappear."" I personally don't think it has very many changes anymore. But if this is something that is important, if we do not want the future for Israel that many Israelis see, where Israel continues to rule over the Palestinians, we should vote in favor of this proposition. "
against," I urge you strongly to vote against the motion. I think that the motion indicates a desire to destroy the United States' most important, most successful relationship in a very important part of the world. What does special relationship mean? It does not mean that the tail is wagging the dog. It is a mutual relationship. I was an ambassador to Washington for nearly four years. I was a peace negotiator that worked very closely with the United States peace team. And I know how many disagreements we have had over the years with our American colleagues. How many times, what we call, pressure was brought to bear on Israeli decision makers, even presidents who were considered very friendly. Bill Clinton, considered a great friend of Israel, he was a close friend of Yitzhak Rabin. He admired Rabin, but I've seen them argue fiercely. And I've seen Rabin yield to Clinton because he was the President of the United States, the senior partner in this special relationship. Now, what is special about the relationship? It's special. It's unique because you have unusual loyalty on both sides. We have many relationships around the world as we have mentioned. Israel relationship with France is so close. Doesn't France undermine U.S. interests and policies in parts of the world? Japan is a close ally, look at the arguments you're having with Japan over stationing of U.S. troops in Japan. You will not have such an argument with Israel because there are no U.S. troops stationed in Israel. It's a very close military and strategic alliance defined, among other things, by the fact that Israel does not want American troops to be stationed in Israel. Israel wants to look out for its own security with American help, with American weapons and equipment, but on its own, and not having to station troops in Israel or in that part of the Middle East because Israel is there, it's a huge advantage. Because look at the other side of the Middle East, an important part of the Middle East, the Persian Gulf, Saudi Arabia, Iraq, Iran, countries that are of enormous influence or importance for the United States. You have troops there. You have many American troops at a huge cost in Iraq. You have troops in Afghanistan. You have troops stationed in Saudi Arabia. And remember, what did the Al-Qaeda terrorists say once they exploded into the World Trade Center, the first reason they cited for the U.S. - for attacking the U.S. is that the United States has troops on sacred Muslim soil in the Arabian peninsula. In Israel or near Israel, you don't need to station U.S. troops. It's a very close alliance. It's an alliance based on mutuality, on a full loyalty on both sides, acceptance of, of course, the seniority of the United States in that relationship. And this relationship serves you in an area in which many American interests are focused. Now, the argument of the people who put this for a vote, the argument of our opponents in this debate is that support to Israel undermines American position in our republic opinion and reinforces Arab and Muslim tendency to terrorism against the United States.  What the Arabs resent most is, that is American military presence, American support for dictatorial regimes. Let me read a very perceptive comment written awhile ago. Iraq has changed everything in Washington, the city obsessed with the President. It was easy to forget that as recently as a few years ago, the United States was not particularly disliked in the Middle East, and that Al-Qaeda was a tiny underground organization with almost no popular support, very perceptive professor Khalidi who wrote these lines. So we are in agreement on a few things but we take different conclusions from that. So another complaint that I have against our opponents in this debate, first of all too much was focused on the Palestinian issue. It's very important issue, it's important first and foremost for us. I'm one of those Israelis who desperately believe in fight for having a two state solution. I think it's dangerous for Israel to keep the states poor. Now there are people in Israel who think otherwise and politically we disagree. In the United States and this Government of Israel do want to see a two state solution. But the President problem is not the only one. He said there is peace with Egypt, there is peace with Jordan and normal relations with quite a few Arab countries and that has been achieved by the United States precisely as my colleague Stu Eizenstat said, because the United States is the power, the great power that has the ability to influence to work with Israel. And Arab countries who want to see a change. Syria if it wants the Golan back knows that their road to the Golan leads to Washington, not through Tehran. So, actually the closest to Israel, the perception in the Arab world that the United States has that sway with Israel is one of the most important assets that United States has. And believe me I spent hundreds of hours talking to the Syrians as the peace negotiator with Syria, and I know exactly full well. They wanted to make peace with Israel because that was a pathway to Washington. They work with Washington, you know, that to make peace with Israel. Finally much of what you heard from our opponents earlier this evening was actually in the frame of the Bush years. We are not in the Bush years any more. For year there has been another administration in Washington and actually what we have seen it was President Obama who listened to such advice and begun by taking some distance from Israel. He went to Cairo; he gave the speech to the Muslim world. He didn't go to Israel. What is the result, the result is the current impulse. It was a mistake to take even one step, because the voices that we heard from the Arab world was you took one step go all the way, that is a mistake. So the policy should be stay with the special relationship with Israel and together with Israel, use it in order to make peace with the Middle East including with the Palestinians. Well, what would happen is that the United States would lose the levers and influence it has, and it has used to encourage Israel to make the concessions that it is made. It's inconceivable for example that Israel would have given up all the sign at Camp David one with President Carter to each. If it didn't know that the United States was solidly and affirmably in its corner and the same is true with respect to other concessions that Israel made. These depend on a mutuality of interest and what I'll mention John and my closing points is the very specific concrete benefits that relationship with Israel provides to the United States. They are very concrete from intelligent sharing, to missile technology sharing to standing shoulder-to-shoulder to oppose Iranian nuclear threats. So the interests are not just values, they are profound U.S. national security interest, but again, the direct answer to your question is, it would send a signal to Israel of inconsistency as it would be less likely make concessions - but they would say the same to all other allies, but what it would say - It would very harmful for Israel because Israel would be completely alone. Where else does it have a very close relationship? To whom else would it turn for support? I mean in the 1967 war, at the maximum time of their danger, all right when the state was almost eliminated by all the Arab countries, their prime arms supplier was not the United States of America, it was France. And in the midst of the war, that arms shipments were totally cut off, a 100% cut off. So Israel has nowhere else to turn as a major ally other than the United States, it would feel increasingly isolated. It would be much more intractable in terms of the peace process, and I think it would be a terrible thing both for Israel and for the United States."
for,"No, it's not an act of betrayal. With respects to nobody is arguing for a divorce here. Nobody is arguing that Israel should cease being an ally of the United States. So, we are simply arguing that when President Obama says that he wants settlements to stop and settlements continue and Prime Minister Netanyahu declares that some settlements are Israel's for all eternity, that there should be consequences, and I believe that if the United States were firmer if it made clear to Israel that there are indeed consequences, then Israel would measure its actions much more carefully and there would be more chance of getting a resumption of Israeli-Palestinian talks, which are currently paralyzed. Israel, if it thinks it can act with complete impunity is not going to be responsive to U.S. desires."
against,"Briefly I like to say of course, it would not be good for Israel if the U.S. walked away from the special relationship. There would be both substantive and a perception issue of weakening Israel. Israel would go to the right, maybe to the radical right. My point what is going to happen to the United States. Now, let me read sentence from the most unlikely source. If you go this week's New Yorker, Seymour Hersh discussion with Bashar Assad, the President of Syria, says, now the problem is that the United States is weaker and whole - in financial world, is weak as world. You always need power to do politics and nobody is doing politics. What you need is a strong United States with good politics not weaker United States. For United States it walks away from Israel it sends the signal of weakness inconsistent, it's not going to be good for U.S. policy."
for,"I think this is like telling us when you are deep hole, the thing to do is dig deeper. I mean we have enabled, we have enabled, the worst instincts of Israel politics. We have enabled and supported and financed the worst policies in terms of, leave aside American interest. We are all Americans that should be the only thing that matters to us. Israeli interest, why is occupation and settlement in the Israeli interest? Ambassador Rabinovich is opposed, is an opponent of these things. Most right thinking Israelis that most of know are but Israeli politics is moving exactly the opposite direction. What we are doing is enabling these tendencies. Let me say one other thing about constancy. When we are doing something that everybody in the world think is dominant. The idea of staying the course does not make us look constant, it makes us look dumb. And our allies we were asked rhetorically by one of my opponents, if United States moved away from the special relationship what will happen with some of our allies, they would applaud. They see the United States as systematically weakening itself by this perverse special relationship."
against,"Two things. First of all when Roger says he is not calling for a divorce, okay. Sometimes it difficult for spouses and countries to tell the difference between a separation and a divorce. The implications can be the same. And second, I was ambassador to the European Union. I have spent an enormous amount of time in Europe. I can tell you that it would send a chill down the spine of every ally we have in Europe and around the world if this relationship were abandoned. Because they would say, we will next on chopping block. It would a terrible side of inconstancy what the world wants is a strong constant United States that stands behind its principles, that stands behind its value and stands behinds its allies."
for,If I may- With respect I also spend a lot time in the European Union not as an ambassador. And my perception of European publics and European governments is that many are bewildered by the extent and degree of U.S. support for Israel and would applaud some modification of that relationship.
against,"We both seen it from different perspective myself and United States perspective and get is really perspective. Every moderate care country knows that only the United States can talk to both sides. It is the only honest broker. And indeed if it were to withdraw from that special relationship it would lose the capacity to have then ear of the Israelis in a way it does now. It is an honest broker that's why even though there is a quartet with the UN and Russia and so forth and the EU. It's only the United States, the Secretaries of State, the President who were the active ingredients in the Peace process. The Arab states know that, Europeans know that, Israelis know that, and so we are accepted as the honest broker. And again, I think that Itamar is right, you are retreading Bush, we have got a different President who has reached out to the Muslim world and who said entire world, yes, we want to have stronger relationships with the Muslim world. Yes, we want to have a two states solution but yes we stand firmly behind the state of Israel as a Jewish State, that's being an honest broker and that's what accepted on all sides."
