side,script,round
for,"Thank you. John Do nvan: Jack Abramoff, you were once one of the most powerful lobbyists in Washington. Your career as a lobbyist ended in a national corruption scandal. Eventually you went to federal prison for that and somewhere during that period you changed sides and you wrote a book about your rise and fall. It is called, "" Capitol Punishment ."" And since then you've been working with groups to reform our political system. Is that herculean task even possible? Well, it's possible, it's just extremely difficult because Washington's about grabbing power and grabbing money and grabbing things, and people who grab things don't like to give them up as we’ll probably discuss a little bit later tonight. So, it's possible but it's pretty tough. Jo hn Donvan: Okay, Jack, and who is your partner in this debate? My partner is the formidable Zephyr Teachout. Hi. John Donvan:So, Zephyr Teachout, you are author of the book, ""Corruption in America."" You're an associate professor at Fordham Law School. You famously ran for office in 2014 challenging the governor of New York in a primary. You did not win, but you got a third of the vote as a relative unknown surprising everybody. Now you're running for Congress. So, what are you concluding after this experience? Can you win in politics and stay clean at the same time? It's really, really, really hard and I'm going to do it.",nan
against,"Thank you, John. Well, you know, John, I was very car sick as a kid and so getting out of cars and getting everyone else out of cars is a lifelong challenge for me, but at COWS I got to work on turning manure into energy and, I mean, who wouldn't want to do that for a livi ng? John Donvan:Yes. Yeah. I wonder if we're going to have some of that happening tonight. Who is your partner, please,",nan
for,"Thank you. Thank you. Good evening. I have to tell you, if somebody told me 10 years ago that I'd be standing on sta ge in Manhattan, partnered with a progressive liberal Democrat Congressional candidate, arguing against corporate subsidies -- -- I would have thought that as likely as seeing a panda perform brain surgery, or even more unlikely, seeing Donald Trump within 500 delegates of being nominated by the Republican Party. So, it's an odd evening in some ways, for me. Particularly, we're kind of an odd couple, Zephyr and I. Zephyr, of course, is from the left. I'm from the right. And yet, we approach this issue together, we come to the same conclusion. Not always do we agree on everything -- in fact, this evening, we may wind up disagreeing on some things. But I think, to some degree, that gives us strength that builds our team in a certain interesting way, because we both represent major segments of the country. A nd the approaches of these segments of the country -- which many of you may share one or the other, or somewhere in the middle -- offer a consensus that something's out of control in Washington, that subsidies, unfortunately -- and the other activities tha t go on down in Washington, some of which I participated in in my former career -- are really driving the nation in a direction that's very troubling. Now, we could actually have a debate tonight of what does it mean to be a subsidy, because obviously, tha t's a very interesting discussion. Some of the things that I would support -- constitutional expenditures of the government -- some others would look at subsidies. Other things that Zephyr might support, that I would not support, I might look at as a subsi dy. So, finding out what is a subsidy is very difficult to figure out. So, I'd like to take kind of the Potter Stewart approach, if you remember the justice talking about obscenity -- which, a subsidy is an obscenity, and some discussions are easily confla ted -- which is, basically, you can recognize it when you see it. And most of the discussion of subsidies really needs to center on the vast amount of money that is purveyed to corporations and to others in this country, either through giving ou t money or through tax breaks. And we sort of know it when we see it. Zephyr is going to come up and she's going to make an argument that these things -- these subsidies aren't fair, and they distort the economy. I am going to argue tonight, and right now, that we can't afford subsidies. We can't afford them economically. We can't afford them constitutionally. We can't afford them ethically. And we cannot afford them socially and politically any longer. Sure, it would be great if we had unlimited money in o ur country and we can give away anything to anybody who wants anything. That would be wonderful. But we don't live in that world. We live in a world of $20 trillion debt. $20 trillion. It's unfortunately something people have gotten so used to that they ignore it. But in a world where you have $20 trillion in debt, and you have a half a trillion dollars in a budget deficit, the fact that the Congress is appropriating, and the administration is giving out, $100 billion a year plus to corporate sub sidies, and a $100 billion a year plus to tax breaks for corporations and others -- special interests -- that is a big chunk of the annual deficit that we run. And in fact, we can't afford this. So, we can't afford subsidies economically. We can't afford t hem constitutionally. And this is more of an argument, certainly, that comes from the right. But we have a constitution. And based on some of the recent political candidates, it's a good thing we do have a constitution, even if some of them aren't necessar ily interested in all their provisions. But we as Americans have to protect our constitution. And one of the things the Constitution does is limit the scopeof our federal government. Well, people in Washington -- and these are people -- Republicans and De mocrats -- don't really care about that. They expand the scope of our government. And unfortunately, this scope has expanded so much that the government is basically in everybody's lives and in every activity. And, as a consequence, lots of mone y flows out. And we shouldn't mistake the fact that when there's one dollar available, there is at least 10 lobbyists who are chasing that dollar. And those dollars, unfortunately, their subsidies and tax breaks are made by public servants. And unfortunately, these public servants are pilloried by these lobbyists, are set upon by the lobbyists. I know this very well, and I may know it better than anyone in the room because I was one of those lobbyists. And I'm telling you that every program has, attende d to it, tons of lobbyists. And that gets to the ethics question. We can't afford it ethically. It is bred -- the subsidy culture has bred a culture of corruption in Washington, where the special interests have tilted the playing field in a way that Ame ricans are very sick of this, which brings us to the ""we can't afford this socially and politically."" I think anyone who looks fairly at what's been going on politically in our country has noticed something, that there's a rebellion out there, whether it's the Bernie Sanders on the left or it's the Donald Trump, wherever he is on the right, or -- among Trumps, Trumpians, or Ted Cruz. People are dissatisfied. Congress' ratings are so bad, their approval ratings are so low that people would actually rather have a colonoscopy than be in favor of Congress. That cockroaches are more favorable to people than congressmen, that, in fact -- and this is my favorite -- replacement referees in the National Football League are more popular than Congress. And a lot of it has to do, unfortunately, with the fact we have a culture in Washington about taking our money and giving it out to those who can lobby the best. And even good ideas, altruistic ideas, things that people say, ""Well, the governme nt should be involved in ,"" the truth is, unfortunately, we now live in a culture where companies go first to the government to get their advantage, and that's our money. And shouldn't that -- the bureaucrats in Washington be making decisions that for -- with our money, that people in the private sector perhaps might go into those activities and spend a lot more time and a lot more of their life being expert in? That is the question. I'd say the answer to that is no, that, in fact, our subsidy culture, our corporate subsidies are out of control. And while, again, I wouldn't eliminate everything, and certainly there are good things the government is doing, that they need to be doing, and I'm not an anarchist. The culture itself is pervasive and unfortunat ely iscorrosive. And it has affected the nation in a dramatic way, and it needs to stop. So I hope you will support us with the resolution to eliminate corporate subsidies. Thank you.",nan
against,"Bonus depreciation for horses. If you own a racehorse in the United States, you can treat it as a depreciating asset over a three-year period. That's insane. It's corrupt. It's nuts to treat a pony as a depreciating asset for business purposes, and yet that's part of our tax code. Our tax code, our subsidy code, it's full of crazy, stupid, horrible subsidies. So now you're thinking, didn't he get the memo he's supposed to be arguing against this corporate subsidies, you know, ""Eliminate corporate subsidies."" Well, my partner, Kate Gordon and I, we are not arguing in favor of every stupid, insane, corrupt, criminal su bsidy by the federal, state, or local governments. It may very well be that most of them are worthless. But you have to vote against the motion if we can persuade you tonight that there are some significant public objectives that are served by corpo rate subsidies. Now, Jack Abramoff brought up the question of definitions. And the definitions of what is a subsidy vary. The very narrow definition is a direct benefit to a particular corporation or an industry. It's a tax break, it's a low -interest loan, it's a loan guarantee. The problem is that isn't very much money when you define it that way as a share of the economy in a federal government. So in doing our research, what we've discovered is that people who want to drum up outrage about cor porate subsidies have to throw in all sorts of other things whichindirectly benefit corporations, including defense contracts, including the bailouts of the financial system, you know, in the great recession and so on. We will -- that's fine. Whatever t he definition is, our thesis is, there are two kinds of corporate subsidies, good and bad. Now, the bad one was like bonus depreciation for horses. You know, well, what are the good ones? What's a good -- why would you ever give money directly or indire ctly to a corporation to pursue a public objective? Well, there are basically three tests, in my view. The first is, would the company or the industry do this on its own anyway? If it would, then the taxpayer is being swindled, right? You know, this is just -- there's no purpose to the subsidy. So that's the first test. If they're going to do it anyway, then you don't subsidize them. The second test is, can this public objective -- and it could be climate change mitigation, it could be helping poor people afford heating in the winter, it could be having universal Internet access, whatever it may be. It could be promoting, you know, nano tech innovation. Whatever the public objective, could this be more efficiently pursued by other means? For example, could the government do it directly itself? Our government, we have a mixed economy. We don't have a purely capitalist system. We ha ve a public defense department. We don't hire pirates, you know. We have a navy, right? We have a public K -12 system. So, you know, you can do things directly through government agencies. However, in our country -- and I think it's a good thing -- muc h of our productive sector, which is really crucial to economic growth, manufacturing, energy, infrastructure, is in private ownership, and is driven by the profit motive. So unless we're going to nationalize the factories and the oil wells and these solar power plants and so on, then the government has to use other methods than direct government provision to pursue a public objective in some of these very important areas, which, most of them in the productive economy. Well, one of them is regu lation. The government has the power of command. It can say, you're going to do this, corporation, and you're going to swallow the cost. It's just a cost of doing business in the United States. And this is appropriate sometimes. We do this with worker s safety. We do it with pollution. Just the company is going to bear the entire cost of achieving this public objective and pass the cost on to the customers. There are other cases where you may not want the company to bear the entire cost or pass it on to its customers because there may be a larger public good, and it may make sense to share the cost among taxpayers as a whole instead of making the customers pay for it all. And then the final test of this three -part test is, do the benefits outweigh th e costs? Because even if you -- you know, if these other tests are met, if you're paying more than you're getting in benefits, it's a waste of time. Now, all of this is very abstract, so I'll give you a specific example. After 9/11, there's g reat concern among the public reflected in our representatives about the safety of transportation, obviously. In intercity bus transportation, which has grown in importance between New York and Washington, for example, in the last decade, was a source of concern. So the Department of Homeland Security has an intercity bus grant program. And this is a corporate subsidy in the purest form. It's the government writes checks to particular motor coach companies if they will -- to help them comply with these federal security guidelines. To my mind, you know, this fits all of the tests. Would the buses have been doing these additional security measures otherwise? No. But can we know that? Because they weren't doing it. Could it be done otherwise? No, unless we're going to nationalize intercity buses. We don't have a federal intercity bus monopoly. It's a private industry. And is the cost worth the benefit? Say, well, you know, we've seen buses attacked in other countries. So if you compa re the cost and the benefits, you may disagree. But -- and this is a reasonable sort of thing. So if the bonus horse depreciation is an example of a bad subsidy, I would argue the intercity bus security grants -- you know, this is one that makes sense. And so we just have to be very careful. Our opponents will persuade you that all corporate subsidies are a big pile of horse manure, and it's our task to persuade you to vote against the motion on the theory that when shoveling out the manure you don't wa nt to mistakenly throw out any ponies that may be buried somewhere inside.",1.0
for,"Thank you. I am a huge admirer of Michael Lind and often agree with him. It's strange to be up here disagreeing on some things, because he certainly challenged my own thinking. And it is enjoyable to be here with a conservative with whom I of ten disagree, with Jack, but we do agree on this and I want to urge you to get away from the little examples and talk about this not as a semantic fight, but as a fundamental democratic fight. Because we have a crisis of corruption, a democratic crisis in this country and a key driver of that crisis of corruption is corporate subsidies. So I'm going to talk about three things. First I'm going to talk about how subsidies are used only when law and all other interventions have failed and we should recognize subsidies as a moment of failure not as a moment of success. Second, I'm going to talk about how the rise in corporate subsidies has led to a devastation, a decimation, of our small business economy, which is the heart and soul of so much of America. And third, I'm going to talk about how corporate subsidies change who we are at a very fundamental level, who we are as business owners, who we are as citizens, who we are as democrats, small d democrats. So first, very briefly, like Michael Lind, I believe that the government has a role in shaping policy. Should we be moving towards renewable energy? Or should we be moving towards fossil fuel? Do we want to have universal high speed broadband? Yes. These are serious questions tha t I think collectively people should come together and answer. However, I think the best way for government to intervene in most circumstance is by setting rules that create the opportunity for those renewable energy industries for that cable to develop. So when you have a subsidy it's probably because you have bad rules. We should have better rules and less cash handouts. That's my general view. Second, I want to talk about small businesses and I -- you know, I really see, along with big industry, small businesses, family farms, as being fundamental to some of the best parts of a truly thriving economy. It's where innovation happens. It's where community happens. It's where new things are built. It's where we find the next , next thing. We had a 25 -year collapse in the small business economy in this country. If you look at what real small businesses are, theycan't survive. I talked to a woman the other day who's shutting down her diner who said to me, ""Don't forget the mamas and the pa pas."" The mamas and the papas aren't getting the cash handout. She said, ""I started my diner to get"" -- so people could get a cup of coffee near Amenia, and right now all the big guys, she said, are coming in and they've got the cash and they've got the handouts and if we keep going this way everything is going to look the same and we can't compete. Now, she's right. She is right on the facts, because guess who gets corporate subsidies. It's not the metro diner. In fact, 75 percent of all corporate su bsidies, 75 percent, are going to less than a thousand companies. Just think of a thousand companies in the Kingston area alone that aren't getting that. So it's a handful of big monopolists who are using their lobbying power to go in and get those subsidies and the small companies and the small family farms are getting shut out. Now that isn't to say those big companies don't use the small companies as fronts. They'll march them in and say like “ 82 percent of small family farms get some form of government subsidy. ” That doesn't mean they're actually getting the benefit. The reason they need those subsidies is because the overwhelming majority of cash, actual cash, is going to a handful of big ag companies. So we're using subsidies to compet e against subsidies instead of creating real open playing fields. So what does this do to who we are? I think this is so important. I want to live in an economy where the farmer in Cooperstown wakes up in the morning and thinks how do I get a ground source heat pump in so I can compete better? Not what joke can I tell the congressman so he'll laugh so I can get some cash. Our corporate subsidy model as a way to do federal policy is turning us, as citizens, as business owners, as members of o ur communities, into beggars, into sycophants, into people asking for favors instead of innovating. And think about what that does to our communities. If two neighbors are competing against each other for who gets the favor from the Congresswoman, that tears apart a community. If they're competing against each other with -- for who puts in the better ground for a heat pump , that's great. Everybody benefits. But when it's about power and bootlicking, that undermines who we are. Our country was built on the premise of -- ""We need to build a society where everyone has an equal voice and is not afraid to speak negatively about the king"" or the person in power. A core premise of that is that we are no fears, no favors. That's the core premise of American society. We had a revolution to reject the culture of bootlickers and flatterers. What I'm really concerned about is not the examples on the margins, but that as a whole, the way we are making -- even good people with goodideas are choosing to make federal policy is, they're saying, ""If we give out enough cash, we can change policy."" And that is turning us into a culture which suppo rts bootlicking and flattery. So, I urge you, in this vote, for those of you who are uncertain, for those of you who might find little examples that make you question, to say ""This is actually a core question about who we are, about democracy, about corrup tion, and about our future"" and to vote for the resolution. Thank you.",1.0
against,"So, I feel a little bit like we're at a celebrity boxing match, and we have the -- -- you know, the comeback kid over here, Jack Abramoff, and the new kid star, Zephyr Teachout. A nd Mike and I are sort of the underdogs, but – -- but the thing about those movie is that the underdogs always win, and then -- -- and there's a reason that we will win tonight, which is that we are not absolutists. As Mike said, we concede there are bad subsidies that should end today. We concede that government should be fully in charge of certain things. Absolutely. Regulation can bevery important. But most things fall in that middle ground. Most of you probably fall in that middle ground and -- where you think there should be some well -reg ulated government intervention when it's necessary for a public purpose. So, let's talk about why we do subsidies. We've been doing it a long time. This is not new in American history. There's three big reasons that subsidies tend to happen. The first is promoting new technologies that the private sector can't get its head around. They're too risky. They're too new. We see a lot of that in subsidies through history. Paying the difference between the value of an activity to the private sector and the value to the public sector -- a big reason we do subsidies. When the private sector doesn't see value in a proposition and needs the public sector. And then, finally, in times of crisis. The New Deal, of course, is a time when we did a lot of subsidizi ng. One of the big areas -- and it's not in the margins, as Zephyr said, but really central, where we subsidize and have historically subsidized is energy. The top -- Good Jobs First just did a subsidy tracker. They're a group that does a lot of anti -subsi dy work. They just did a subsidy tracker. The biggest subsidies since 2000 in this country have been energy companies, the single biggest one to a Spanish wind company, actually, that built wind turbines, with money from the Recovery Act. So, subsidizing e nergy is not new. We've been doing it for centuries. We've subsidized the transition from wood to coal. We subsidized the transition from coal to oil. Today we are looking at subsidizing a transition -- I hope -- away from oil and towards something differe nt. Many of those subsidies -- in fact, if you look at energy subsidies, most of them go to oil and gas. About $5 billion a year since 1918 going to oil and gas. Those subsidies are still happening. This would be a great example of a bad one. We give oil companies a manufacturing credit for drilling in the places where they find oil, if those places are in the United States. So, think about that for a minute. We're try ing to give them the incentive to drill in the U.S., but the oil is in the U.S., so they already have the incentive to drill in the U.S., so it doesn't make any sense. It plays out badly. Montana gives this subsidy, North Dakota does not. They both sit on the Bakken shale. The only dif ference is Montana's getting about a million dollars less to its citizens because it pays this subsidy. On the other hand, as Mike pointed out earlier, we also give low -income consumers a subsidy to help them pay their energy bills. That is money that goes directly to utilities to help pay energy bills. That is a corporate subsidy, but it's one that serves the public purpose that is not otherwise served by the private sector. To me, the big, you know, gorilla in the room on this is climate change. Climate change meets all of the categories that we have traditionally used when thinking about whethersubsidies serve a public purpose. It is risky in the long term. It will create enormous economic risk if we don't deal with it. But there's not a lot of upside to dealing with it today if you're in the private sector. Oil is super cheap. Why wouldn't you just keep using oil? It's even cheaper today than it was two years ago. Why would anybody switch off of it if they were looking at their bottom line? They would do it if they cared about the long -term impact of climate change. That's not a private sector consideration most of the time. It involves new emerging technologies that aren't yet on the market, but that we need, and we need them qui ckly to build up and try to deal with this climate change problem. It's global in scope, it's global in scale. It isn't just regional, it isn't just one place pitted against another. It's everyone. We don't do that so well in the private sector. And i f we don't take action today -- and this is to Jack's point -- if we don't act on climate change today, you don't want government in your lives, just wait. We don't act on climate change today, we are going to see FEMA taking over towns to save them from sea level rise, to save them from heatstroke. This is a hedge against future government action. So climate change, to me, meets all of the categories of sort of what makes it -- what makes a subsidy good. And, you know, to Zephyr's point, I a hundred percent agree. I would rather see regulation. I would rather see a price on carbon. However, we keep not being able to do that politically. In the interim, we are putting carbon emissions into the atmosphere. That is a public problem. In the interim, we need to be incentivizing people to build these technologies to solve this problem. That is where subsidies come in. So just some good examples. Subsidies for solar, back in the 1970s, NASA creates the solar panel through a military project. Now, some anti-subsidy people exempt the military from this conversation. The military is the biggest subsidizing organization in this country. It basically throws money at problems and doesn't worry that much if it's a bad bet. It happen s all the time. One good example is the solar panels. The microwave is another good example. The Internet is another good example. GPS is another good example. So NASA creates the solar panel and puts a lot of money into it, loses a whole bunch of mon ey. Private sector starts to get involved. The recovery act puts a lot of money into solar development. We now see solar 10 times cheaper than it was in 2000. It is now competitive with coal, which is on the decline. And that -- and it now, I would ar gue, sunset that subsidy soon, because we're now past maturing technology and into mature technology. So this shouldn't be a debate about are subsidies -- you know, are subsidies inherently corrupt? No. Should we deal with the corruption? Yes. Should we deal with inefficiency? Yes. But you don't throw the baby out with the bathwater or the pony out with the manure -- -- just because you see corruption. To address one -- one other, I think, good one. You know, many people will point to the government's loan guarantee program as a bad example of renewable subsidies. You actually look at that program, the government did a good job with it overall. Three -- or 2 percent default rate on the loans from the recovery program. What was the one big default? Solyndra. What was the rest of the program? Successful. Better default rate than any bank, better default rate by far than venture capital. That is a program that worked, and I would stake, you know, my reputation on this stage by that. So again, I would just say, you can't say this is on the margins. You can't say this is a semantic issue. This is an issue, particularly with climate change, a big, hairy problem the private sector isn't equipped to deal with on its own. This is an area where we need some government intervention. We would argue that you should vote against the motion, because you eliminate corporate subsidies, these are the kinds of p rograms you're eliminating. Thank you.",1.0
against,"During the civil war, the transcontinental railroad was subsidized many times the cost of its construction. Much of the membership of the U.S. Congress received kickbacks from the robber barons. It's estimated that $23 million in 1860's money was wasted in corruption. Within six months after the transcontinental railroad was opened, that money was earned back by the lower cost of lower freight. So, you know, one answer is, you have to judge the things by results. You know, there's a certain amount of human nature. You're going to have people profiting from it. So then the question is, well, so what? If it's a good program -- now, Iunderstand Zephyr's concern about the moral fabric of the republic. But what if the motive of most of the members of Congress who voted for the transcontinental railroad was to get kickbacks from Leland Stanford? It's still a good program. It was an enormous benefit to the country. No, I’m not -- That's fair.",2.0
for,"Well, Michael, for a moment, I thought you were getting ready to work for Vladimir Putin with that argument. Look, I was in the belly of the beast, involved in the business, and saw every one of these efforts going on. And I've got to tell you, a little corruption is not acceptable because there is no little corruption. As soon as corruption starts, everyone starts to become corrupt. And unfortunately, too many members of the pr esent Congress-- I don't know what the motivation s were of the folks during the Civil W ar and I believe that they were perhaps corrupt motivations. So we have to deal with today. And today, we have programs, virtually every program is immediately set upo n by 30,000 lobbyists. Even in those days I don't think there were 30,000 lobbyists. There were plenty of them. In fact, the lobbyists were created, the term, during Grant's administration. People hung around the lobby at the Willard Hotel. But the issue of corruption is very serious, because the subsidies are the starting gun of the race of corruption in Washington.John Donvan: To Michael's point that all right, he grants all of that, he doesn't like that or support it but he says that nevertheless the system still produced the railroad and subsidies still produce public goods. Well, I mean, we also have a very different economy and different -- very different world. We have a world today when people, such as Google and I forget his name now, the fellow who does the private air travel to the -- into space -- SpaceX, yeah. We aren't living in a world where the government is the only entity that can do things. We have many, many very powerful companies that on their own w ithout government incentives other than what their lobbyists can get them, can successfully prosecute --",2.0
against,"Look. I would argue, similar to Michael, but maybe take a slightly di fferent track that corruption is most endemic when government is weak. So we actually had a fairly corrupt government in the 19th Century. We had a system here and in England where people were paid according to how well they collected fees and taxes. People were paid according to how well they enforced criminal statutes. We changed that. We both imposed a civil service that had -- that is educated, that is merit based generally and when you have a strong and merit based and decent civil service making some of these decisions, I think you can actually avoid some of the corruption. A nd I would say you're -- you know, in some ways we might be talking about two different things. You're talking mostly, Jack, about Congress making decisions. I'm talking in the example that I gave mostly about the agencies making decisions, and I do think, you know, again take the loan guarantee program, they have external counsel from the private sector reviewing all those loans. They go straight up to the sec retary for a final decision. It's a process that gets used. It's not always perfect, but I do think that if you have a strong system you can avoid a fair amount of the corruption and, again, we would argue let's address the corruption. Let's not throw out the subsidies. Can I respond? Yeah. No, I understand the argument. The argument is that if you remove the incentives for political corruption then you reduce or remove the corruption. The mechanism of corruption is campaign finance, right? So it seems to me rather than saying we're -- you know, if we do less regulation ther e will be less incentive to bribe a congressman. If we do less subsidy there will be less incentive. Why don't you just address it directly, right? Because and here's the hypothesis for you, just throwing this out here. What if we had public funding of members of Congress? R ight? They -- and then after they retired they could never become lobbyists, you know, they become professors or something. No, is it not possible that without be ing bribed some of these austere members of Congress might decide it actually makes sense, you know, to subsidize, you know, SpaceX. By the way, just one data point. It is entirely subsidized by the government. Elon Musk's SpaceX, Jeff Bezo's Blue Origin, and the United Launch Alliance are compe ting for NASA and Defense Department government contracts to replace the Russian RD180 rocket. This is a perfect example, at least in my mind, fairly successful corporate subsidy.",2.0
for,"Well, first of all, the corruption in Washington does not end with campaign finance. Giving political contributions is but one method that lobbyists use and special interests use to get i n good with members of Congress. There are so many ways that they do get in well with the Congressmen, and they're -- everything from hiring their staff, to hiring their member of Congress. And I agree with you co mpletely about shutting the revolving door, and I've been advocating that. But the fac t is, these folks permeate K Street right now, and getting rid of all of them is just not possible. But when I was a lobbyists, I only wanted to hire from people f rom Capitol Hill. Now, having s aid that, just as if we have a sloth of bears -- I'm saying, you put out some honey -- the bears are going to get interested. If you have money, special interests, whether they are people who used to work in Congress or not, smell money. And they come for money. And that is just human nature. And just --",2.0
