side,script
for,"Thank you very much, John. My pleasure to be here, John."
against,Thanks for having me. Thanks so much.
for,"Thank you, John."
against,"All right. So, in the late 1990s, long before she became famous for jade eggs and conscious uncoupling, Gwenyth Paltrow starred in this move called ""Sliding Doors."" And in an early scene, you see her racing to catch a train that she gets just in the nick of time. And then, in another early scene, you see her same character racing to catch the same train, except this time she misses it. And the whole movie pings back and forth between these two alternate realities of the same woman's life. I love this movie, for lots of reasons. But one of them is because I think it gets at a question that a lot of us ask ourselves, which is the question of ""What if?"" What if something different had happened to me? Could my life had been different? And I think, once we became parents, those what ifs just multiply. What if I had stayed home instead of going out to work? What if I had breastfed instead of formula feeding? We are fascinated by the question of whether or not our child's lives could have been different, and whether or not -- is there something that we could do that could have made them different? So, as you'll hear from our opponents this evening, twin studies provide a really fascinating glimpse into this question of ""What if?"" I also study twins, and it's because I think that they're awesome. They give us a really compelling grip on -- does DNA shape our lives? But as you listen to them, and you hear the stories of twins reared apart, reared together, I want you to be thinking about what they're not telling you. What are the ""what ifs"" that are being missed? So, the first big what if that twin study people often acknowledge is that they're talking about what they call normal range variation of parenting. They're not talking about the extremes of poverty, or abuse, or violence. And to hear people talk, you might imagine that these experiences are so rare that maybe we can get away without thinking about them too much in the course of ordinary science. But I think that that is obviously not true. So, the University of Michigan's National Poverty Center, it estimates that 2.8 million children in the U.S. live in families that are making it on less than $2 per day per person -- what the World Bank calls ""deep poverty."" If we're thinking about violence and victimization, we can see that 1 in 16 children will be sexually victimized this year. Protecting children from violence, providing food, providing shelter, providing basic material resources, this is part of parenting. And it's a part of parenting that many people find very challenging in our increasingly unequal society. Of course, poverty doesn't happen at random. It's racialized in the U.S. And that's another thing that you probably won't hear my opponent talk too much about, because the vast majority of genetic research -- not all of it, but most of it -- has been conducted with white people. And also, with what the colleges call WEIRD people; so, people from Western, industrialized, educated, rich, and democratic societies. Just like a fish can’t recognize the water that it swims in, a scientist that spends his entire career studying the differences within WEIRD white people can become blind to the systematic effects not of DNA, but the systematic effects of culture, and parents transmit culture. A large part of what parents do is teach the cultural rules about, how do we eat, how do we talk, who do we live with, how do we love, how we arrange our family relationships. So, let’s go back to this question of, what if? What if you had the same genes, but you were raised in a different family? But instead of doing it within another family in the Upper East Side of Manhattan where we are tonight, let’s say that your child was raised by a Hadza family in Tanzania. So, now his parents don’t send him to school, but they do teach him to hunt and forage so that he can collect over 90 percent of his food by the time he’s 5. If we’re considering the global diversity in parenting and what parents teach that they do for their children, I think it becomes impossible to say that parents don’t make a difference for who children become. The last thing that you might not hear them talk too much about is social class in adulthood, and that’s because the very same twin studies that we’ll talk about a lot tonight show substantial effects of the family environment on how far people go in school; their educational attainment. What if you had not been to college? What if you dropped out before you got out of high school? How would your life be different? And by your “life,” I don’t just mean what you do for work or how much money you make, but also who you married, who your friends are, what your social networks are, what your hobbies are, where you live, how you spend your time. If parenting makes a difference for educational attainment, parenting makes a difference for who we are as people. To say that parenting doesn’t make a difference requires us to say that who we are as adults is radically decontextualized. Can who you are be considered separate from your culture, from your race, from your social class, from your religion? The reason why these political conflicts that divide us along these lines, that divide, for instance, the college-educated from the non-college-educated, or the religious from the secular -- the reason why these divides are called identity politics is because these things -- these social identities are part of the making of the self, and we get these social identities not entirely but in large part from our parents. They’re transmitted from parent to child. So, in summary, if you think that the practices of WEIRD white people are not globally universal, if you think that the effect of poverty, especially deep poverty, on children can’t be safely ignored by scientists for the sake of making generalizations. If you think that you would be different if you had been deprived of the chance of an education, then I urge you to vote no against this motion, because parenting does make a difference for who we are. Thank you."
for,"Good evening. So, when I told a colleague that I was participating in this debate, he said to me, “You can’t win, because parents believe that what they do makes an incredible difference in the lives of their children.” But as my colleague Dr. Plomin pointed out, DNA is the key driving force between -- for how -- behind how children turn out to be as individuals. Children are not blank slates; they come into the world with steady pre-dispositions that parents respond to and do not create. People know this concept, but it’s often lost when it comes to parenting. Parental influences do not work in the way that most people think they do. There are a number of misconceptions. For example, if I read to my child, I'll make him smarter, or if I take my child to a museum, I'll turn her into an art lover. There are correlations between parent characteristics and child characteristics, but what drives that correlation? That’s the point to consider, and these environments cannot be disentangled if you use intact biological families because parents pass on both genes and environments to the children, what we call passive gene environment correlation. Bright parents tend to have bright children, but they also tend to read to their children. But think about this: bright children also elicit opportunities for reading from their parents. Genes and environments can only be untangled if you use twins and adoptees. And my colleagues and I have produced a number of compelling findings showing that virtually all behavioral traits have some degree of genetic influence. Some of the findings are surprising. Some of them are counter-intuitive, but we need to take them seriously if we have children's best interests at heart. The logic of the twin method is very simple and very elegant. You simply compare the similarities of identical twins to the similarities of fraternal twins. And if the identical twins are more alike -- which they invariably are -- this is consistent with genetic influence on that particular behavior. And you know, twins are wonderful, because they tell us so much about human behavior, just by acting naturally. Now, one of the most provocative findings to emerge in the last 30 years is that twins raised apart are as alike as twins raised together. This seems illogical. We first reported this in 1988, when I was at the University of Minnesota. How can people reared apart be as alike as people reared together? But what this tells us is that it's the shared genes that compute the similarity in family members living together. But genes only explain 50 percent of the variation. The other half is explained by the random, non-shared effects that people experience on their own. It's the shared environment that makes such a small difference. Think about this. Think about religiosity and sports participation -- very interesting behaviors. If you study young children living at home, you will not see a genetic effect. Identical twins are about as similar as fraternal twins, because they're under the guidance of parents. But once they begin to hit adolescence and adulthood, they acquire greater control over their environment, and new genetic effects kick in. And that's where you see the genetic effect. Now, in contrast with twin studies, we have adopted siblings, and these are siblings who grow up together -- share no genes in common but do share their families and their communities. Scores of studies have shown little resemblance between them in most behaviors. I study a very unique subset of adopted siblings called -- that I call virtual twins. And virtual twins are same-age, unrelated children raised together at the same time. So, they replicate twinship, bit without the genetic link. I find that when they're 5 or 6, they show modest degree of similarity and intelligence, but less so than identical and fraternal twins. But as these children hit age 11, the similarity starts to drop off. And several studies have shown that, as adopted siblings hit the ages of adolescence and adulthood, the correlation is zero. These children are embarking more on their truer, genetically-based selves. We need to care about these findings deeply. You know, I think of parents of one child as environmentalists, and parents of two children as geneticists. And I say that because parents to two children quickly realize what works for one child may not work for another. We all know that reading and singing are good things for children, but not all children will respond the same way. What will delight one child may bore another, or even overwhelm another. Parents need to stay sensitive to the individual differences in their children and remember that their treatment does not necessarily mean the same treatment. I trust in the audience tonight. We have parents of twins, parents of single kids, parents of adoptees. And I think that knowing that genetics influences child characteristics, and in turn, influence parental practices in no way diminishes the important role that parents play. In fact, I think it helps parenting, because it helps you set realistic expectations of what you can and do accomplish. So, in closing, I will say that we're so fortunate to have twins and adoptions out there, and they tell us a lot about human behavior. And that is why I hope you will vote in favor of the motion this evening. Thank you very much."
against,"Thank you. Thank you. So, Robert and Nancy believe that genes provide the blueprint of who our children become. We believe that the house is built on love. No matter our children’s genetic makeup, they grow up in an environment of relationships, and they are shaped by the people who are likely to love them the most: their parents. So, even if a particular trait is, let’s say, 50 percent due to genetic factors -- aggressiveness or shyness or sexual orientation -- how a parent responds to their highly assertive or socially inhibited or gay child is going to have an enormous impact on how that child feels about himself or herself, on their relationship, on their lives. There’s the story that I love to tell parents who come to me for parenting advice, and it comes from twin studies of identical twins separated at birth and raised in different families. In this case, it was toddler girls and their respective mothers, and they were asked a host of developmental questions about the girls, and one of the mothers complained bitterly about her eating habits. She said, “Oh, my God, it drives me crazy. She won’t eat anything. I give her everything children love; she won’t eat it unless I put cinnamon all over it.” And the other mother, when she was interviewed, had no complaints. She said, “She eats everything. You know, she eats everything we eat. Oh, I have to put cinnamon on everything.” So, same genetic predisposition. In one family, you know, that’s a conflict and stress; in the other, no big deal. Now, I have no idea if one of these children developed an eating disorder and the other one founded Cinnabon, but -- -- I will tell you that this genetic predisposition in one family that had conflict and stress over a period of 10 years versus adaptation or acceptance is going to make a difference in how these girls turned out. Now, our opponents argue, “Then why are children, even environmental siblings” -- that is, adopted children compared to their biological siblings -- “so different if they have the same parents?” Well, having the same parents is not the same as having the same parenting. If any of you have more than one child, I’m sure you remember that when the first baby’s pacifier fell on the sidewalk, you sterilized it before you put it back in its mouth. By the third child, she was lucky if you licked it off and stuck it back in her mouth. So, parental relationships are not static; they do evolve. They are complicated and idiosyncratic and unpredictable. But just because the effects of parenting are difficult to measure doesn’t mean that we should dismiss a child’s environment as random, as Robert said earlier. In fact, there’s an impressive and long history, you know, by psychologists, sociologists, anthropologists, educators, and other than geneticists, everybody I’ve ever heard of who said that there are myriad effects on children’s development from their parents. So, how many of you are parents? Okay, so I just want to use one example -- Okay, thank you. Okay, thank you. So, I just want to use an example from neuroscience, having listed all of the other experts who’ve weighed in, because this gets back to my saying that the house is built on love. I want you to imagine that you’re in a face-to-face interaction with your baby. Maybe you’re feeding her, or you’re bathing, or just playing. And your baby looks up, and your eyes meet, and your baby gurgles or coos and smile, and you naturally would say, “Wow, you’re happy today. What are you trying to tell me?” And your baby answers with cooing or smiling or screeching or drizzling, you know, peach juice down her chin. This is something we call a serve-and-return interaction; it’s like a tennis game. And because neuroscientists now have the technology to measure the electrical activity in the child’s brain while this is happening, we know that this kind of responsive parenting has a huge impact on building the brain. Literally, neurons that fire together wire together. And we also know what happens to babies who are raised in environments that are characterized by stress or deprivation or neglect: they show far less electrical activity in their brains and a lot of structural damage. And the -- you know, the fact that these children are characterized as outliers is just not true. Adverse childhood experiences, or ACEs, include things like divorce, which, statistically speaking, means half of the audience has contributed -- I mean, has had this kind of experience. You know, living with an alcoholic parent or a depressed parent -- these are not uncommon experiences, and if a child experiences multiple ACEs over the course of their life, it triggers a stress response. It’s like revving a car engine for days or weeks at a time, and that toxic stress gets under the skin and leads to physical disabilities. It has major impact on their cognitive abilities and on their relationships. And what is the single-most important buffer against stress? It is the presence of a responsive, caring parent. So, when a child is stressed, one of the most important things is to have the presence of someone that you know and that knows you. It's really about someone being there on a regular basis, someone who is just crazy about you. That helps a child form friendships, form relationships, learn in school, have -- be a great citizen. It basically helps them overcome or maximize their genetic hand. So, I don't think we can rate that highly enough, and I urge you to oppose this motion."
for,"John, I don't like the word ""determined."" Genes work in probabilistic fashion. They make some things more likely, and some things less likely, but they predisposed you. They are not deterministic. It takes an environment to have genes be expressed -- And that’s why IQ and genes are not deterministic. Yeah. Well, when I was in graduate school in the early ‘70s it was dangerous to even bring up genetics. Things have changed so much now that the challenge is to find anything that doesn't show significant genetic influence -- -- including the things you mentioned. Yeah. Can I make one point quickly? When we talk about religious preference, we’re talking about religiosity: one’s investment; one’s involvement in religion; one’s daily activities that have a religious bent. We’re not talking about religious affiliation. Because we’re not. John Donvan: -- let me take it to the other side."
against,"I mean, I think she’s not, because if you look at twin studies, fraternal twins, identical twins, adopted siblings -- they share the same religious affiliation. This is one of these cultural social activities that I'm talking about that are transmitted from parent to child. So, you see a great deal of heritability for, as Nancy was saying, how often you go to church, how often you go to synagogue, how often you pray, how often you don't do those things. So, when we're looking at whether or not you're Protestant, Catholic, Jewish, or Muslim, that doesn't seem to show genetic influence. That’s a cultural identity that's transmitted from parent to child."
for,"And I would agree with that completely. With the idea that one's religious affiliation comes from the cultural climate from the family. And that's a huge factor in making us who we are and how we basically, you know, describe our relationship to both family, our communities. It's a huge part of our identities. It does to me make a huge difference. Yes, correct. Yes. We’re talking about the things that psychologists usually study, these traits, individual differences like differences in personality, mental health and illness, cognitive abilities and disabilities. All of those traits show significant and substantial genetic influence."
against,"Yeah, so I -- -- have two responses to that. And so, the first thing is to think about -- when we’re thinking about the life of a child with autism, are we talking about the symptoms that they develop at the age of two, or are we thinking about their level of functioning in the world -- what school they can go to; what social relationships they acquire -- which is something that is a function of both the level -- severity of their disorder, but also their availability of treatment and how -- what resources they have available to them in order to address the symptoms of their disorder. And so, I would say autism is a very highly heritable condition, and when we’re talking about some of the initial level of functioning at the time that they’re diagnosed, I think that parents probably do have a relatively limited impact on that. Where they do have a much greater impact, and I think Annie would agree with me on this, is, how do they -- how do parents respond to that initial genetic condition, and do they have the resources to give their child the therapy, the play therapy, the access to groups, the support system that they need in order to function at their maximal level of functioning? I mean, I think one of the most -- actually, I think one of the most interesting parts of your book, Robert, is this idea of the nature of nurture, which is something that Nancy also alluded to, which -- that children elicit from their environment certain kinds of behaviors. So, Robert makes a very impressive, persuasive point that children who have parents who love to read -- you know, that they'll have children who love to read. And you know, you assume it's because the parents are reading to the children, but the children are born into the world with a desire to be read to. But I would argue that if they were living in a family where they can't afford a book, that it doesn't matter if they're trying to elicit this behavior. I think that's sort of what you're saying, Paige, is this idea that access to resources and access to all sorts of things that a lot of children don't have is not something you can just ignore."
