side,script
for,"So it’s not what I know, it’s who I know. I've seen those people who are at the FBI, at NSA, at DHS who are trying to protect us -- more than half of them joined after 9/11 because of 9/11. But they are absolutely under-resourced, overwhelmed. They need our help. Without our help, they will not succeed. And that's why I believe that everyone owes them a duty of providing assistance when they can.  He is my debating partner now for the second time in Intelligence Squared, John Yoo. He is a pleasure. I'd share a foxhole with him any day. Well, since it's the fourth time -- you keep inviting me, I keep losing. So, you're the ones with the problem. And the second -- just comes to mind is -- you know, Mom probably works at NSA now, so she's still in the audience listening anyway."
against," We -- first of all, let me just say I'm delighted to be here, and both John and Stewart were colleagues when I was in government. You know, we did it the old-fashioned way. Guys used to be wiretapped or they'd have electronic surveillance. They'd leave the room. They'd walk around the block. They'd turn the radio up loud. So, we made our cases with witnesses, photographs, circumstantial evidence, and we were successful. In fact, I put a bunch of guys away for 100 years apiece. It wasn't that long ago. Catherine Crump is my partner. She is a professor at Berkeley. I've not had the privilege of debating with her before, but I'm looking forward to it this time. Well, you know, today it's pretty tough. Online you have tools like Signal that can help you retain some measure of privacy in your data. But sometimes, in physical space, it's hard to do much but smile for the cameras."
for," The way it was divided, John and I have decided to divide the argument. I'll be talking about the obligations that all citizens have to help law enforcement when necessary, which I believe leads on to the obligation of tech companies to provide assistance. John will be talking about why, particularly today, we need help with law enforcement from technology companies. So let me start. And I'd like to start always when I do this with the question, which is whether tech companies should be required to help law enforcement execute search warts to gain customer data. And I want to stress what that question doesn't require you to support in order to come out in the affirmative. We’d love it if you concluded that the government can require companies to put back doors in their products or break their crypto. If you believe that, then you're obviously going to support this motion. But that's not what the proposition says. It says they should be ""required to help law enforcement."" And to my mind, that does not mean they're always required, but they are sometimes required to help law enforcement. And that's not really a surprise because everybody is required to help law enforcement in the right circumstances. If you have a unique ability to help law enforcement, and law enforcement can't solve the problem on its own, you have an obligation to assist law enforcement. This has been true for hundreds of years, well before the United States was founded. There was a common law obligation to assist law enforcement upon request, particularly when only you could provide that assistance. A -- since then, we all -- actually, we all understand this. If you are witness to a crime, if you have evidence in a file cabinet behind your desk of a crime, you're going to get a subpoena from the government, and you have an obligation to assist the government by providing them with the evidence that you already have. This is the rule for all of us. You're going to get subpoenas, you're going to get search warrants, you're going to get requests for that data. If you're a landlord and your tenant is suspected of engaging in drug selling or some other crime, the government's going to come or the police will come with a police warrant and they will say, ""Can you help us? We don't want to knock down the door. We'd like you to use your master key to get us in, particularly because that will allow us to get in without the subject knowing that he's being investigated, and that may turn out to be important."" And you have an obligation as a landlord to provide that assistance. This is a requirement for all of us. And it's not different for tech companies. There is no Silicon Valley exceptionalism policy that applies. In fact, the Supreme Court has said exactly that in a case against -- which the United States was asking for help from New York Telephone, now Verizon, saying ""We would like you to assist us in carrying out an intercept of communications data online."" And what the company that's now Verizon said, ""No. We don't feel like it. Why don't you do it? You can run a line to the wire tap."" And the government said, ""You are in a unique position to assist us in a way that will not be obvious to the criminal and therefore you have an obligation to provide that assistance."" The Supreme Court said, ""Yeah, that's right. There is no special exception for phone companies or tech companies. You need to provide that because it's part of your obligation as a citizen."" I guess I shouldn't sit down without mentioning the elephant in the room which is, of course, Apple against FBI. And I want to make clear that while I'm pretty skeptical about Apple's arguments in that case, you don't have to be entirely skeptical to vote in the affirmative in this case. There is no one who's arguing here that the obligation to help law enforcement is without boundary. If you can show that it's too burdensome, that the government can do this without your help, that it's going to cost too much, it's going to hurt your customers, if you can make a persuasive argument that under current law you don't have to provide the assistance, but if you can, you are required to provide that assistance. The difference between -- the one place where I think Apple made a statement, made an argument that is inconsistent with voting for this proposition is when they said, ""Oh, we can help. We just don't want to."" That is exactly a defiance of the obligation that every other citizen has to provide assistance to the government. And there's no exception that says, just because you're the world's wealthiest company you don't have to do this. And so if you agree with that proposition that there isn't a tech -- a Silicon Valley exception from the obligations of citizenship, then you ought to vote in support of this motion. "
against,"You don't need to believe that there's a Silicon Valley exception to the obligation to help in order to oppose this resolution. This debate is not about whether tech companies should hand over evidence that they're capable of accessing in response to a properly obtained warrant. Of course they should. This debate is about whether the government, by controlling the use of strong encryption or through other mandates, can obligate companies like Apple to design devices like iPhones less securely in order to facilitate the government's access to data. The answer to that question should be no. In this era of profound cyber insecurity, the government's role should be to encourage companies to design devices more securely, not less securely. I am going to talk about the importance of encryptions preserving free speech and commerce online. And then my partner, Michael Chertoff will talk about why encryption -- the widespread availability of encryption enhances our national security rather than detracts from it. We rely on the internet for virtually everything. We use it to communicate with friends and loved ones, to understand medical diagnose, and to engage in banking. Corporations store their most valuable proprietary information online, and the government also stores vast troves of data digitally, including law enforcement and national security information. As a result, the security of the internet is critical. Yet the systems we rely on to store all of this data are radically insecure. Earlier this year, PEW reported that over half of Americans have personally experienced a major data breach. The issue is urgent. Having the content of your email account dumped online can be devastating. Just ask Hillary Clinton's campaign manager who not only found that personally embarrassing, but that well could have affected the course of the presidential election. Our data is leaking all the time in large volumes. Companies have repeatedly failed to protect it. People increasingly realize that their data is vulnerable. If we want the internet to continue to be a place where speech and commerce flourish, we need to have people be able to share their thoughts and their credit card numbers over the internet. Strong encryption is the best defense available against the growing threat of cyber-attacks. For strong encryption, encryption that for all intents and purposes unbreakable. When strong encryption is deployed, users hold the keys to their own data. That means that data is safe from prying eyes, including the eyes of tech companies. Some suggest that we ought to build a back door in order to allow law enforcement access to data. The problem with that is you cannot build a back door that works only for the U.S. government, good guys, or other people with good motives. If you build it for them, the encryption will be weakened for everyone. No one can guarantee the security of a back door, not tech companies, not the government, no one. That's the lesson of the recent one Branson work scandal. Over 200,000 computers in 150 countries were taken hostage. Why and how? Using a tool of vulnerability that the NSA lost control over. The capacity for securing these types of secrets to the extent it used to exist is no longer present today. The closer you look at the issue of the feasibility of creating a back door the more impractical such a solution becomes. Just think about this: What phones would it apply to? Would it apply to older phones? Would they be grandfathered in? What about phones that are built overseas? When a German traveler comes to the United States and their phone is noncompliant, will they have to surrender that phone at the border? If so, that’s a massive inconvenience for everyone who wants to come here. If not, that’s a huge loophole for any kind of such requirement. Who should be able to recover data? If the answer is that tech companies should be able to recover data, well, they won’t be just pressured to -- by the United States government in order to make data available, but by every government around the world, no matter how despotic or corrupt. And if the answer isn’t that tech companies should control this but rather U.S. law enforcement, well, good look ever selling that phone overseas. To me, the issue is not about protecting us from the government. We have the rule of law, the Fourth Amendment, due process, and a culture of compliance to help us with that. The issue is protecting us from the bad guys. There are a lot more bad guys out there than law enforcement agents. If we create an opportunity for government agents to use a backdoor, then that’s going to be taken advantage of many times over by criminals. They are unconstrained by laws and norms, and they don’t get warrants. If they know there is a key or some other way to access data, they will do everything they can to obtain it, and that key will become a central failure point. That is exactly what the distributed structure of the internet was designed to prevent. In this age of radical insecurity, we will all be better off if companies increase security for user data rather than weaken protections."
for," It’s wonderful to be here. This is a great venue. It is the cleanest jazz club I’ve ever been in. I don’t understand what kind of jazz is being played here, but it’s probably safe for all ages. It’s a great pleasure to be here. It’s also wonderful to be back with IQ Squared. All the jokes don’t come out of my time, by the way. It’s great to be here with IQ2 again. As I said -- Well, then I’m going to make them longer. So it’s great to be here because this is the fourth time that I’ve had the pleasure -- actually, third time I’ve had the pleasure of losing, so I’m willing to do anything to win this time. I am not going to go down as a four-time loser on these things. And Stewart, my partner, we debated last together about a year and a half ago in Philadelphia, and we lost. So I told him to pander to the high-tech audience as much as possible. So what did he do? He didn’t wear a tie. That’s pandering for people from Washington, D.C. So it’s great to be with Stewart. It’s also my great pleasure to be debating against my friend Mike Chertoff, who I often think of as the finest lawyer I’ve ever encountered, certainly in government service. I’ve never been an opponent of his, though, and so now after many years of friendship and working together, I’m finally going to be able to say what the hell I think about him. So watch out, Mike. And it’s great to be here with my dear colleague Catherine. I should have required when I voted for her hiring at Berkeley that she agree never to debate me in public. I forgot to leave that in her contract. However, I’m glad she’s here -- and now I’m going to get serious -- because I think I heard her concede on the question presented.  The question presented is a very simple one. Should tech companies help law enforcement. And I think Catherine said, yes, of course they should. So nobody has to listen to anything we say after that point. She cleverly -- and this is why she’s so smart and we hired her at Berkeley -- is she cleverly changed the question into a debate about encryption. I don’t know anything about encryption. I don’t care about encryption. I care about the Constitution, which is why I’m ready to debate impeachment at the next debate, by the way. But I care about the Constitution. And the Constitution doesn’t say anything about encryption. What the Constitution says is -- and let me pull out my prop -- I’m going to win this time -- so I’ve got the Fourth Amendment, right? You should all get one of these. They’re pocket Constitutions. Actually, it’s a little-known secret, if you write to the Supreme Court, they will send you a free one.  They all have different versions, though. I’m not sure which one you’re going to get.  The Fourth Amendment says: The right of the people to be secure in their persons, houses, papers and effects against unreasonable searches and seizures shall not be violated. Notice, it doesn't say ""against all searches and seizures"" or against ""some searches and unreasonable searches and seizures."" I hope everyone here tonight will at least agree that that's the standard. What's reasonable? And look, I'm not going to tell you what is reasonable. I'm a citizen, like you. We all have our views on reasonableness. Ultimately, I think it's for our elected representatives who we send to Washington to vote on legislation to decide what's reasonable or not. That's how we handle other changes in technology, from the telephone, to money transfers -- to all kinds of things where, at the beginning, everyone said, ""Oh, it's so different. We should just have no rules or totally new rules."" And what we did is we adapted the rules we had in the past to the new situation we have before us, in a reasonable way. And that's the way our society operates and that's what we should do, I think, with data held by tech companies. If you think it's reasonable to use reasonableness, this is how I would do the test. According to the Supreme Court in many cases -- one's called Tennessee v. Garter , the court has said when you just reasonableness, you balance the benefits of pursuing a particular action -- in terms of whether it advances a government interest -- versus the loss of privacy. It's not a categorical, ""Everything's off limits"" or categorically ""The government can do whatever it wants."" It calls on us to make a balancing choice. And we have chosen repeatedly to ask the judges to do that for us. So, what would be in the balance? In this case, the balance would be the reduction of the possibility of terrorist attacks. I think Stewart mentioned that it would be remiss not to mention Apple versus FBI. I also think it would be remiss not to mention that in the United Kingdom -- the nation most similar to us probably in the world -- has just suffered two terrible terrorist attacks in the space of a week and has suffered even more in the last few months, and that -- we've seen just as a spate of terrorist attacks not just against the United Kingdom, but terrible attacks in Nice, Paris, Brussels. And let's not forget the United States. And just -- I think sometimes we have a short attention span. We're being led by a president who has an even shorter attention span -- and I think we forget that things have just been happening the last few years in our country. Just in 2013, four years ago, terrorists bombed the Boston Marathon, killed three people, injured 260 people. Just two years ago, in San Bernardino, 14 people were killed by terrorists, 22 injured. Just last year, Orlando. The gay nightclub was attacked, again, by a terrorist. 49 people killed. 53 people injured. The reason I mention these is not to raise a scare that there's terrorists all around, but just -- the government's interest is to try to reduce those attacks. And the only way to do it in this kind of world we're living in with terrorists that organize themselves as networks where they share information and take advantage of global commerce is to get data and information on them if we're to have any chance to try to stop the attacks from succeeding in the future. Thanks very much."
against,"Well, John, I'm not going to match you joke for joke. I'm going to need all my time. I want to begin on a serious note. We obviously all deeply feel for the families that lost loved ones in London and in Manchester, and all over the world. And we know it's very important to do the best we can to stop these kinds of things from happening. And I will tell you -- and I say this with the experience of having been on duty on September 11th -- the kinds of capabilities that tech companies provide to the U.S. government that can be used to detect and prevent terrorism is vastly greater than it's ever been. There is a treasure trove of information that has developed not only through metadata -- who is contacting whom, who is calling or sending messages to whom -- but locational data, video data, all of this enhanced with artificial intelligence and analytics -- all of this is made available to the government when it's in the possession of a company, provided the government has a warrant, or a subpoena, or some appropriate legal process. When I look at the resolution, the resolution doesn't say that we resolve -- that the tech companies should comply with the law and lawful process, because nobody debates it. The question is, should the tech companies be required to go beyond subpoenas and warrants, and either turn things over based on a voluntary basis -- where there is not a basis to get a warrant or there is no subpoena. Or even more significantly, should tech companies be required to take steps to weaken encryption or other measures that protect information simply because right now those tech companies don't have access to the information and therefore they can't comply with the requirement that it be turned over. And let me be clear exactly what I'm talking about. There are now many different kinds of applications you can use that don't give the service provider the ability to access the data. So when they get a subpoena or they get a search warrant, they give over what they can, and that may be the identity of the phone or the IPA address. They turn over what may be available to them in terms of routing the messages from one point to another. That's the meta data. But they do not have the ability to turn over the message in an unencrypted form, or in the case of some applications, the messages have disappeared like under WhatsApp, and therefore there's nothing to turn over. What the government is arguing for and what this resolution is arguing for is that the tech companies have to go further. They have to organize themselves so that they have the ability to decrypt with a duplicate key all the data that gets transferred, so that they have the ability to store things that you think you have deleted so they can turn that over if there's a request. And the fact of the matter is, under the Constitution and the traditions of this country, we do not require people to organize their lives so they store everything that they say and everything that they write so it will be available if somebody wants to come along later and investigate them. So what are we talking about here? We're talking about not just the values of the Constitution, but we're actually talking about our national security. Because if you open up the newspapers, what you see is you have foreign nations hacking into our political parties, you have criminals stealing our financial data, you have terrorists trying to get information about where Americans might be going, particularly American service men and women so they can target them. And the way to protect that data is not to expect the government to do it because they don't, is to expect each individual to take the steps necessary to protect that information. And often that does require encryption or sometimes it requires using an application in which the message addition appears once it's been read. Are there bad people who can use these things for their own purposes?  But more significantly are the number of good people who use these to protect themselves. And I would say to you as a matter of national security is the ability to let the vast majority protect themselves that's got to be the highest value. I will also tell you that the world is not going to go dark and we're not going to be in mortal peril if in fact we have encrypted communication or disappearing messages that can't be seized by the government. As I pointed out earlier, there are an enormous number of tools that are now available through meta data, locational data and similar things that the government can get and routinely gets from the tech companies. And even in the case of the San Bernardino folks, the data that had been uploaded to the cloud was turned over to the government. It was only the data on the phone that had not been uploaded that was inaccessible to the tech companies and allegedly to the government, although the government actually eventually broke into it. So there is plenty out there to protect us. I would also say to you that even if there were a rule that said U.S. tech companies must have the capability to decrypt any message or must have the ability to store and retrieve any message even if it ""disappears,"" that wouldn't stop the bad guys because they would go to other parts of the world or they would go onto the dark web and they would simply buy encryption that couldn't be opened, or they would simply buy a tool that allows them to make messages disappear. So what would happen is we would have reduced the protection for the law-abiding people, and we would not really have deterred the people who are not law abiding. I believe the government and the tech companies can work together but in a way that there's not sacrifice to security of the innocent person who wants to protect his or her own financial data, private information, and health information.  They have an obligation that is not an unlimited obligation. This came up in the Apple case where you have to give reasonable assistance. And the real question was, at one point did it become an undue burden that law enforcement is asking a company to do. And Apple maintained that being required to, for example, create a master key, would be an undue burden. Relying in part on a lot of the security arguments we talked about earlier, right, their inability to protect the data if they had this key which would then be a type of thing that would be targeted by others. You know, I don't think it changes the formula because I think ultimately it comes down to this issue of burdensomeness. And that still is in play. And so someone's capacity to help is certainly relevant, but it doesn't mean that they have to do absolutely anything at all. Can I refine this just slightly, because the issues was not burdensomeness in the sense that it was going to be burdensome on the company. The argument they made was that to create a master key that essentially disables the element of the operating system that shuts it down after you try a few times to break it would compromise not just the single phone, but would compromise all the operating systems for all the phones. And that therefore someone got ahold of that capability, it wouldn't just be the single phone that would be broken, it would be everybody's phone. And that was the burden they were worried about."
for,"So I feel the need to challenge the moderator as well as the other side. I apologize for this. But I have -- both of you and the other side suggested that no one's arguing that there is -- there's no obligation to help in these circumstances. But in fact, when I was preparing for this, I actually talked to the Manhattan district attorney who told me the following story. He said, ""You know, we used to take Apple 4, the iPhone 4 to Apple, and they had every ability in the world to decrypt that. We brought them an order, we brought them the phone, they sent us back the contents of the phone. It was a very productive relationship. We broke a lot of cases. And then one day, around the time that the FBI versus Apple case was heating up, they called and said, 'Take back your phones. We're out of the business of providing assistance to law enforcement. And he said, what, you can’t do it anymore? What’s changed? And they said, basically, our minds have changed. We’re not going to do it anymore. Yes, we can. We still can. We choose not to. That’s cold, and that is defying the obligations to help when you can. And this is why I think we do need to say, yes, companies are required to assist law enforcement when they can, and that is my view of what the motion is, and it is not something that goes without saying in Silicon Valley, because at least Apple believes that they can just decide, for public relations reasons or because it doesn’t fit their litigation strategy, to stop providing help that they can provide. Yeah, thanks. I’ll take up the question of encryption because I think there’s also this claim that encryption’s somehow going to make all our data safe, and I don’t think that’s the case either. I think that’s over claiming what technology actually can do. People mentioned John Podesta’s email being hacked by maybe the Russians -- who knows? And how did they hack into it? Did this break this strong encryption of his email account? No, they sent him a standard phishing thing, and his password turned out to basically be password. It didn’t make any difference whether encryption was high or low that they got into his email account. The other thing I would say about encryption is, yes, the government was asking Apple to help it identify some kind of way to get into the phone itself, right? There are flaws in all the operating systems, right? There are ways for people to hack into Samsung and Android phones, or Apple phones. And then they fix them, right? They download these patches. I have to download one every other day, it sounds like, or it seems like to me. And then you repair the -- you repair the flaws. So when -- I think when Mike says Apple’s being asked to break its own product and break all the products simultaneously, I don’t think that’s quite accurate. What they’re asking -- the government’s asking Apple to do is try to help identify a way to get into this phone held by someone who carried out a terrorist attack in San Bernardino, and then obviously you can fix it after. It’s not like you’re going to publish the flaw and then say everybody, come on in and take John Podesta’s secret emails and now you know his password is password, too."
against,"Let me -- just on this point, because I think it’s important to understand what’s at stake in the FBI case. First, let me point out they ultimately hired a company that managed to circumvent the operating system feature, and they discovered there was nothing of particular relevance on the phone. And they also had gotten from Apple, in compliance with the order, with all the stuff that was backed up in the cloud. The issue that was presented was, do you find a way to create -- essentially create a vulnerability or a workaround in that feature of the operating system. And as Stewart kind of points out, Cyrus Vance, who I’ve actually debated as well, had stacked up a few hundred requests to have phones broken with that system, too. So the reality is, once that vulnerability was created, it was going to be in constant demand for breaking these in the future. Now you might say, well, that’s okay, because they could keep the vulnerability hidden and protected, and so the bad guys wouldn’t get it. And my exhibit A against that is, WannaCry, where shadow brokers posted the vulnerability of Microsoft systems and they shut down the National Health Service. Even the U.S. government can’t protect some of the tools and exports that they’ve put in."
for,"So what Mike is sliding over is that what the government asked Apple to do was to use a hole, a backdoor that Apple had already built into its phone. Every -- how many people here got a U2 album you didn’t want on your phone? Yeah, that was Apple using its backdoor into your phone, their ability to update your phone any time they want to run any code they want on your phone. Now that’s a big security hole. We’ve heard everybody on the other side of the debate say oh that’s -- that’s a fatal security hole, and yet Apple has built it into your phone. They did a balancing. They said, well, on balance, we have to give you security updates. The only way we can do that is if we have this backdoor into your phone. So on balance, it’s better to have the backdoor and to protect is than to have no backdoor, no ability to update your phone. And it’s the ability to update the phone that the FBI had asked Apple to use, to then make a change in the code that would allow you to continue trying combinations after the first 10. But that wasn't the secret that would have gotten somebody into the -- into a phone. The secret was how Apple guarantees that its updates reach you. And that backdoor already exists and it's being used for Apple in order to do good with security – -- updates and to send you --"
against,"I don't want to get too bogged down in the factual discussion, but the key thing that they wanted that Apple didn't want to do was to create an exploit that would then be updated, that would changed the operating system and remove the feature that says, ""After you try a certain number of times, everything gets shut down and you're done."" That was the tool they wanted to have created, and that tool, once it has been created, would have been something that would have been the target for everybody who wants to break into phones. But I do think the resolution is broader than that -- because again, nobody denies -- I've never heard anybody in the tech community say, ""We're not going to obey court orders or subpoenas."" And as in this case, if they have access to data, they'll turn it over. What's really at stake and what's been debated -- and is at the heart of this is -- don't configure systems that deny you the ability to access information, which means, ""Let's dumb down and lower everybody's protection."" Well, I think to view this as a privacy versus security debate is to misunderstand this particular debate. It's a more security versus less security debate. And by using strong encryption, you both secure the privacy of the data and -- for all of the reasons Michael Chertoff put out -- you also improve security across the board for vulnerable data of corporations, governments, and individuals themselves."
