side,script
for," Well, I like to quote the great political philosophers of AC/DC and talk about dirty deeds done dirt cheap. It is a term that goes back to Watergate. You can trace it back through the redistricting battles of the 1990s as a term for political chicanery. And in this most vulgar of years, it seems like a good way to cut through the system and grab people's attention for a topic that might have put you to sleep in civics class back in eighth grade.  I am debating this evening with my friend, Caroline Fredrickson.  In fact, the Supreme Court has recognized that drawing lines to prevent a legislature from being, quote, collectively responsive to the popular will is actually unconstitutional and has questioned partisan gerrymandering. So, no, it's not. Well, just as I think people might consider some of the Supreme Court decisions a little vague. And that's because they haven't figured out the standards to how to evaluate when the line has been crossed."
against,"Well, good evening. I would say -- and I -- it's only going to go downhill from here based on Rachel's billing. But, you know, I hate to -- the worst part about David's book is it outed me as a New York Times reader. And I was reading a Sunday story in July, 2009, that mentioned the upcoming census ongoing and the redistricting and reapportionment that would take place and the significant changes in populations from the Rust belt down the Sun belt and that state legislatures would be doing these lines and that -- of course, I knew that from college poly-sci probably. But I thought, ""You know what? We could do something."" We did. Well, I believe you take a gun to a gun fight, and I think you take an Ivy league professor to a debate. So, I brought Nolan McCarty. Well, we have measures of polarization in Congress, going back to reconstruction. Reconstruction was a pretty nasty time. We just finished the Civil War. One party believed that the other party consisted of traitors. It's worse now."
for," And thank you so much for having me here. So, I was asked to start off with a little bit of the legal framework. Why do we actually do this? So, some of you may know that our Constitution requires that they re-draw our Congressional and state legislative district lines every 10 years. And as our country grew after its founding, it didn't grow equally, as you might guess. Some towns and counties grew larger than others, and some jurisdictions actually took account of that and changed their district lines, but others didn't. So, for an example, in Tennessee, from 1901 to 1961, the legislature just ignored the requirement to re-draw district lines. Another example, in Alabama, you had -- in addition to the literacy tests and poll taxes that kept African Americans from registering to vote -- you had mal apportionment that helped preserve the power of segregation in places like Lowndes County, Alabama. In that county, you had 15,000 -- approximately -- residents who had as many representative in the Alabama Senate as the 600,000 residents of Birmingham's Jefferson County. Well, the Supreme Court ended this perversion of democracy in a series of landmark cases in the '60s, ruling that legislative districts had to be roughly equal in population. They're known as the one person, one vote cases. And so, district boundaries now are being re-adjusted to account for new population information. And so, when the census is conducted at the start of the new decade, district boundaries have to be re-drawn. And so, we have this re-districting and gerrymandering. So, as you know, gerrymandering is nothing new. It's named after Elbridge Gerry, who was the Massachusetts governor and future vice president, who, in 1812, signed a re-districting plan that benefited his own party. It looked a lot like a salamander. And hence, the ""gerrymander."" But just because it was done in the past doesn't make it any less insidious and any less anti-democratic. And now, we have these sophisticated technologies and maps that allow it to become so much worse. And as you know, maps and -- are -- tend to be drawn by the state's legislators. Legislators are very self-invested in this process. And this gives them the tools to figure out exactly what they want their own district and their own voters to look like for the next 10 years. And because they are -- the parties have learned that they can gain many votes by altering the mix of who votes rather than assuming the median positions of the likely electorate, and they can speak more directly to partisans and donors -- the extremes, really, through the microtargeting that is available to them. And these base voters are then the key to the primary. With districts that are configured like this, to benefit the incumbent or one party, the primary becomes the only thing that matters. And so, you can look in 2012 and 2014, where you had partisan asymmetry that was at its highest level in 40 years. And that's measured by how one party can get more seats than its votes should allow. The districts are structured not to be competitive. So, as I mentioned, the Supreme Court has raised concerns about partisan gerrymandering as being unconstitutional, as not -- when the districts are not collectively responsible to the popular will. And the reason for this is that the re-districting requirement was essentially -- was meant to create fairness and balance. The districts were created -- the drawing was meant to keep them fair, and the populations balanced. And not -- and I will quote from a piece that was in the Washington Post by Phil Andrews, a former county councilman -- Montgomery County, Maryland. He said the 3rd District of Maryland ""staggers like a drunken sailor from Annapolis to Olney."" And you have to look at it. You could see, it actually does kind of look like a drunken sailor staggering. That's not what the founding fathers were intending when they said that we should have this process go on. Madison actually said that the House was meant to be a numerous and changeable bodies, where the members would have a, ""habitual recollation of their dependence to the people."" Madison said, ""Every new election in the states will change one half of the representatives."" Well, as you know, we have elections where almost nobody in the House changes unless they happen to retire. So, we can see that we have a situation where the gerrymandering has significantly added to the level of polarization. You have districts that have no competition and hence, only the incumbent runs for re-election because it's really not worth it for anybody else there are so few competitive districts. And that leads to disincentivizing dialogue because there's no reason to talk to somebody on the other side of the aisle because if you do and you compromise, you'll have a primary attack. And the primary, as I mentioned, is the only election that matters. So, I would just end with a couple other points about why this has contributed so significantly to the destruction of the middle. When there's only one person on the ballot or only one party that can win a district, the citizens are essentially -- have no way to hold that individual accountable. They have no choice. As a result, people stop voting. Turnout goes down. And let me remind you that primaries, and since primaries are often now the only vote matters, primaries are already a low turnout operation -- exaggerating even more how far to the extreme and out of the middle both the voters are and those people who are responding to them, the elected officials. So, I just want to quote -- to close in the same set of articles yesterday in The Washington Post, there was an expert, Ross Lawrence from the American Enterprise Institute, a Republican, who talked about why it was -- why it is that competitive elections are good for voters. He reminds us that one party dominance is a recipe for corruption and complacency. So, I ask you, give us your vote, because it's clear that gerrymandering is destroying the political center. "
against,"The heart of tonight's debate is the question of whether gerrymandering can be blamed for what political scientists and others have called polarization. For our purposes tonight, polarization can be thought of as the disappearance of moderate views from politics and the increased likelihood of extreme ones. The system often manifests itself in extreme differences between the two parties. Polarization can appear at two different levels. It can appear among elites like in Congress, so we see the hauling out of moderates in Congress, or it can happen in the electorate where we see the disengagement of moderate voters. The conventional wisdom among political scientists is that polarization is primarily an elite phenomenon -- at least it started there, and that's most clear in the data. Voter polarization emerged much later and is more empirically ambiguous and is often driven by other behavior. I am going to focus on the extent to which gerrymandering is related to elite polarization. My partner will take up questions of voter polarization. My focus on Congress has two -- at least two advantages. First, it's well studied, and there's a historical record of congressional voting on bills. And polarization in Congress is obviously directly pertinent to questions about the effects of gerrymandering. So, let me start with just giving you some data and some facts about polarization in Congress. So, in my work, I've measured polarization in Congress by levels of partisanship and ideological division on roll call votes on legislation. These measures have varied greatly over 140 years -- since Reconstruction, which I mentioned before. It was obviously high during Reconstruction in the Gilded Age, through about 1920. It was low from the 1930s to the 1970s. And a dramatic growth began in the late 1970s. And as I said before, now we're at an all-time high. Second fact, the House and the Senate have polarized more or less in tandem. There's no significant differences between the trend and the turning points between those two chambers. I and the data also suggest the trends are very long term with very few abrupt changes reflecting the obvious role of deep cultural changes, economic and technological shifts and demography. Given these long-term trends, I argue that it's very doubtful that any small change in electoral procedure such as the way we draw districts can really account for what is going on. So, the first point I want to make in support of that argument is to go to the theoretical argument that people have made about how it is that gerrymandering is supposed -- partisan gerrymandering -- is supposed to increase polarization. I would argue it's very important not to conflate partisan gerrymandering, the attempt that majority parties do to try to maximum number of seats, and incumbency protection gerrymandering, the role that incumbents might play in creating safe seats. They're not the same, and they're very different. So, let me give you an example to show how the argument underlying this case doesn't make any sense. So, consider a state with two districts. And we'll say that party A has an advantage across the state. Say they get 53 percent of the vote, so they're a slight majority party. They get to draw the district boundaries and can do so to get any allocation of partisans into districts. In such a scenario, party A has essentially two choices; one, it can do the partisan gerrymandering. It can create two identical districts so there's at least 53 percent in both of those districts. Or it can do incumbency protection. It can create a safe party A district and a safe party B district. Now, note that the one with the safe districts is the incumbency protection gerrymandering. It's not the partisan gerrymandering. The partisan gerrymandering gives the incumbents of the majority party much narrower margins than the incumbency protection. So, it's really not the -- it's really not -- partisan gerrymandering -- its effects on polarization just aren't clear theoretically. But I'm an empiricist, so let me talk a little bit about the data against the proposition. First of all, as I've already alluded to the Senate. Since the Dakotas were split in the 1890s to give the Republicans four Senators instead of two, the Senate has not been gerrymandered. Yet the data shows it’s just as polarized is the House of Representatives. Small states can’t be gerrymandered. They're states with one member of Congress. They send extreme numbers to Congress all the time. Recall a certain Vermont senator who was a Socialist until he became a Democrat. That's from a state with one House member. If you look at state legislatures, lower and upper chambers are equally polarized. Lower chambers are easier to gerrymander than upper chambers. Why are they the same if this is what's going on? Turns out, if you look at the geography, extreme partisan districts are no more frequent than extreme counties. So, the underlying geography of the United States is one that's quite polarized and the districts themselves are not much more polarized than the underlying geography. And then finally, and most importantly, polarization does not seem to increase disproportionately around reapportionment years. It increases in off years, every year. In fact, since 1977, it's increased every year, and the increases around the apportionment are no bigger than they are around other years. Just a few other points of more suppressed sophisticated evidence. It's important to note that since the 1970s, the main growth in polarization measured by the differences between the parties in the voting records has been the polarization that’s occurred in partisan competitive districts. It's not because there are few competitive districts, even though districts where Democratic and Republican voters are at rough equal strength, the same members of Congress were just as polarized as the other types of districts. Finally, more sophisticated evidence based on simulations where we can simulate any type of districting we want, partisan, incumbency, gerrymandering, this type of gerrymandering versus that type of gerrymandering shows they have very, very little effect on levels of polarization. So, I conclude based on the theory, which I don't think makes any sense, and the data, which doesn't support it, that the proposition should be redacted."
for,"I want to tell you all a story about what happened in Florida in December of 2010, just a few weeks after upwards of 60 percent of the state's voters in 2010, a big Tea Party year -- voters couldn't agree on much of anything in 2010. They did back two Constitutional amendments mandating that all redistricting be conducted without any partisan intent. It did not take but a couple of weeks for the smartest Republicans strategists in the state, guys who run firms like Data Targeting and Strategic Direction, guys who make deep in the six figures every year just to do things like be a redistricting coordinator, to gather at GOP headquarters in Tallahassee with legislative leaders and top aids and bold-faced names from Washington. The goal, launching a sophisticated and highly concealed campaign to run two redistricting processes in Florida, one public, one in the shadows; both in their control and loaded with partisan intent. They might have gotten away with it except the lawsuits brought by the reformers uncovered the meeting's agenda. Questions like, ""Communication with outside lawyers, how can we make that work? Evolution of maps: should they start less compliant and evolve through the process or should the first man be as compliant as possible and then change very little?"" A furious federal judge in 2014 declared several of these districts unconstitutional, orders new maps in light of a conspiracy to manipulate and insulate redistricting that made a mockery out of the claim transparency and tainted the process with improper partisan intent.  If the professor and his table who has partisanship and polarization correct with these highly accomplished and highly paid strategists and elected officials take such risks just to violate constitutional amendments? Perhaps the politicos know something truer about the district lines, something like this: that all components of a successful congressional race, including recruitment, message development, and resource allocation rests on the congressional district lines. And this was an area where Republicans had an unquestioned advantage. Those are not my words. Those come from the triumphant 2012 annual report of Chris Jankowski's Republican State Leadership Committee, a victory lap after his party retained a 33-seat majority in the house that year despite 1.4 million fewer votes, thanks to their audacious reinvention of the oldest political trick in the book, the gerrymander and the strategy call REDMAP. We are here to ask whether gerrymandering has destroyed the political center. Yes, it did. The center has been an endangered species for some time, yes. But its destruction accelerates in 2010 and 2011 just as Republicans take what Harvard political scientists Theda Skocpol describes as the biggest lurch in one direction, the right, as anyone began recording legislators voting record at a deep electoral discontent settled into our politics. We all know that this is true. The center has been erased with the click of a map maker's mouse. It's been drawn away. We are a 50/50 nation, but an uncompetitive one, dominated at the legislative level by the rule of one party. The gerrymander is at the root of it. Democrats have taken the popular vote in six of the last seven elections. Ballot splitting reached a 100 plus year low in 2012. And, yet, in the last six years, Republicans have claimed their biggest sustained congressional majorities ever, even in years when they get fewer votes. In 2010, they also ended parity at the state legislative level. They now control 67 of 98 state legislative chambers and 100s more seats than Democrats. So why is it that, despite regularly winning a majority of voters, Democrats have no power? It is because Chris understands something his partner wants to dismiss. When you draw the lines, you make the rules. And, when you draw the lines with the breathtaking technological tools available today, you make the rules for a decade and these rules changed forever in 2010 with REDMAP. Chris masterminded this strategy in 2009 and 2010 with the stated goal of flipping state legislature, ensuring Republicans to be the only people in the room when the new district lines were drawn in 2011. ""The rationale was straightforward,"" he writes – REDMAP’s report writes. ""Controlling the redistricting process in these states would have the greatest impact on determining how both state legislative and congressional district boundaries would be drawn, drawing new lines in states with the most redistricting activity presented the opportunity to solidify conservative policy making and maintain a Republican stronghold in the house for the next decade. This is how you destroy, even nullify the center and advance your agenda in a 50/50 polarized world. It's polarization that has made extreme gerrymandering so effective. When we are as polarized as this, the most essential element becomes where you draw the lines, how you distribute the voters. This is how the center gets destroyed, how National Journal can find 137 congressional centrists in 2002 and four in 2012. It's how Nate Silver can find 133 swing districts to 35 between 1992 and 2012. This plan worked better than Republicans even expected. They were able in 2011 to draw 193 of the 435 districts themselves after the 2010 election. Democrats had complete control over just 44. This election year, we're down to 37 competitive states. Destroying swing districts and gutting these last outposts of centrism and debate is the goal. You could blame polarization for this. You could blame geography for this. You could blame partisanship for this. Or you can simply take the Republicans at their word. "
against," I was briefly a prosecutor before I became a career political hack. And what David just did reminds me of when a prosecutor gets up and starts throwing out all kinds of unflattering information to the jury, but it isn't really relevant to the charges. And so, I completely plead guilty to everything he just laid out, and that was playing by the rules and maximizing the impact on the American political system. But the question before you is, does gerrymandering cause the polarization -- which is destroying the American center? And so, what I want to talk about is the fact that the swing voter in America has been disappearing for the last 20 years, and is just reaching a -- we've just reached a new height in that. I would point you to a New York Times article in August of 2012, written by Rebecca Berg. And she looked at all the academic research available at that time. She interviewed experts on both sides of the aisle. And she concluded that even among so-called self-identified ""swing voters"" in America at that time, half of them vote for one party or other party all the time. They want to identify themselves as not being affiliated with a particular party, but if you look at their actual voting behavior, half of them already have a team. They have a jersey on; they just have a coat over. And so, I think that's important. And if you take that -- say there's -- 10 or 15 percent is the typical national number of swing voters. We talk about playing this game between the 40-yard lines, et cetera. You take half of that, and you say it's 7.5 percent. And you take that, and you ignore California and Texas, and some of the bigger states that skew one way or the other, and you try to apply it to our electoral system in the battleground states. And from what I can tell, you've got about 500,000 households that are really up for grabs in a national election. And that, to me, is polarization. I mean, we have gotten to the point where we have our jerseys, and we put them on come election time. We try not to, but by the time the election rolls around, we have them on, for the most part. The other thing to point out is, Pew has done quite a bit of research the last 25 years. They do this value study. They've updated it 14 times. In 2014, they issued a report that's called ""The Polarization in the American Public."" And one of the things they cite in there -- there's a couple points I want to leave you with. First is the number -- the percentage of voters in America who had -- who identify solely and extremely with the liberal or conservative view has doubled, from 10 to 21 percent. And extrapolate that out to likely voters, and it's a bigger part of the electorate. But what really got me was that the percentage of voters who believe that the other party that they oppose -- that they threaten the well-being of the nation -- that's the wording of the question, ""the well-being of the nation"" -- that percentage has doubled to 37 percent of Republicans felt that way, in ’14 -- and 27 percent of Democrats. That's over 60 percent of the voters. Six in 10 Americans think that the other party, should they get complete control, would threaten the very foundations of the country -- the well-being. And I'm not even one of them. But six in 10. So, we start with a very small narrow path, if you want to talk about who the swing voters -- who's actually persuadable and who switches. I'm not saying they don't exist. But if you look at the data -- that was from 1994 to 2004. In 20 years, we got more polarized, and it had nothing to do with the gerrymandering that took place after 2010. I mean, it just doesn't. I mean, you cannot look at 20, 25 years of history and a clear trend, and then say, ""Oh, but these last few years have made the difference."" The other part is -- I'd like to talk about briefly is what I actually do, which is a political consultant, and run campaigns. And another thing I see in voter behavior -- and voters are the consumers that we as consultants and politicians are trying to gain. And they have siloed themselves off in America, in self-reinforcing silos, through social media, through where they live and who they associate with, and through, obviously, the -- you know, the notorious cable news networks. And so, that voters across the spectrum are getting what they want to hear. They block out what they don't want to hear. And that has further, I would argue, created this polarization in the data that I -- that Pew has picked up on, that all that technology and all that social media, it's just gone up. And for people like me, we take advantage of that. Yes, we do a poll at the beginning. We do research and we do polling and -- before we start a race, and we look at how we're going to build that 51 percent. But then we start slicing and dicing it, and we say, “How are we going to talk to that group of voters without this group of voters seeing it?” What goes on TV is usually the last thing, it's the least efficient cost in a campaign, and in terms of the marginal votes that can change, and it's the least important. Today's elections are about turning out the people that already agree with you. And we -- and we'll touch on that in the conclusion later. Finally, just a show of hands, how many members of the NRA are here today?  All right, well, I'll keep my hand up. So, if you're not a member of the NRA, you've never been subjected to the deluge of phone calls, stuff on your phone, social media, online outreach, mailbox, door knocks with strong Second Amendment issues. But I can assure you it goes on. And because the NRA wouldn't admit, but in most instances, the gun issue probably works against them net-net, they are still very effective because of all the tools and the trends that I just mentioned at motivating those single-issue voters. And I would submit to you that that happens with every segment of the electorate. Both parties have their different blocks they have to get out and how to talk to them. The key is to do it without making the other side notice or get excited. And that's polarization, folks."
for,"Well, I actually think we've seen more effort at compromise in the Senate than we have in the House, certainly. I'd say one fact is that the control of the Senate has actually changed hands between the parties more often since the '80s than the House has. So clearly, it's the fact that the districts are more competitive to some extent in the Senate as a reflection of an easier ability to have more debate. And the Senate is the place where they have actually tried to work together on some issues: Immigration reform, where you had Marco Rubio working across the aisle, and I think -- you know, I worked in the Senate for 10 years, and I think it was definitely a place where there -- you had the gang of 14 -- you don't see anything like that in the House, where they just talk to each other, one side only talks to each other, and some of the most extreme behaviors have been in the House."
against,"I think she just made a wonderful argument for the filibuster. The reason why we see much more bipartisan cooperation in the Senate despite the polarized differences is because the minority party always has the opportunity to block legislation with a filibuster. I believe if we got rid of the filibuster, you'd see just as much partisanship in the Senate as you'd see in the House. And -- which is sort of consistent with the data. I would, you know, also just point out the -- you know, that also doesn't deal with the small state problem. If you look, small state representatives who've never been gerrymandered, they take very extreme positions. They're no different than those from large states which presumably might have been gerrymandered."
for,"Well, you know, I think this side certainly has its own unique elements to it. And the fact that there's generally been polarization in the country doesn't mean that -- I mean, that there isn't more polarization due to gerrymandering and the fact that the House is more polarized than the Senate. That the Senate was created to be somewhat more conservative in its structure from the Constitution having every state represented the same number of senators. It has had different rules and anti-majoritarian principles. The filibuster, for example, that I think have led it somewhat in a different direction. But the fact of the matter is that the House is supposed to be where there was more change going on. As I mentioned, Madison's understanding was that every election you'd have 50 percent turnover. And that clearly has not -- has not happened, and we've gotten to a state where the incumbents have such protection that almost none of them turn over."
against,"I don’t want to respond to that. All right. Well, that's true. I mean, it doesn't mean that that's what's caused the polarization, though, in the American electorate as a whole. But -- Well, yeah, he's saying it. He's not proving it, is what I would respond. I would say that I -- if you look at the research that I cited, it's been a progression since at least 1994 of increased polarization. But what he's alluding to is accurate. There is -- I mean, it's gotten down to an iPad-level technology and the microtargeted -- the data on every single one of us that's available and how you can sort voters has just gotten amazingly easier and more precise. And so, yes, the gerrymander is as effective as it's ever been in terms of trying to maintain a majority. That's not the same as protecting incumbents, for sure. But I -- what I don't see is the connection. There's just a lack of proof that that is causing what we saw in our presidential primaries where we had the left and the right pull both ways. There was no gerrymandering in that, in any of these Senate, governors' races, the presidential race, very polarized electorate, not gerrymandered. Yeah, I would like to reiterate there's really huge conflation in this debate between the idea that a majority party does bad things to maximize its seat share. They tend to spread their voters out, and pack the opposition voters so they can get more seats. That's quite different than saying that politicians potentially create safe districts and polarize the system. Well, so again, if we go back to the example I gave in my opening remarks, if you have a party that's a majority party, they can -- they really have two choices. They can kind of spread their voters out so that they have a bare or close to bare majority in as many districts as they can, and then they pack the opposition party -- now, the opposition party may be polarized because they're packed, but you're creating a bunch of districts that, if they miscalculate, for example, could go the other way. They're not increasing the safety. A good example during the notorious mid-decade gerrymandering in Texas in 2003 -- -- Tom DeLay actually reduced his district from 57 percent Republican to 52 percent Republican and he almost lost the next election. That is the mechanism behind the partisan gerrymandering. It's not making the majority party safer. It's spreading the majority party out in the hopes of winning more seats."
