side,script,round
for,The internet changed more than I did.,
for,"Well, I never thought Google was evil, but I did think that was an impossible standard for any company to hold, so it was actually not that hard to win. I think the really interesting question is, does Google think I'm evil.",
against,"Well, cats, I think are the new opium of the masses. And the the have figured it out, and they exploit perfectly a little thought control.",
against,"Well, John, I was an early visionary. No, actually, I got very lucky when my friend, Michael Kinsley decided to found Slate, and it seemed like a fun thing to do. And it turns out it's impossible to go back. The internet spoils you as a writer because of the freedom you have and the speed.",
for,"Good evening, everyone. I find myself arguing that the Internet is closing our minds with a bit of regret. This isn't the place that I would want to be, and actually as of a few years ago I would have been arguing the other side, but I've come to believe that the -- well, the Internet is incredibly good at getting groups of likeminded people to get together, think together, work together. But it's actually quite bad at bridging between groups of different people, and that the view that the Internet is exposing us to all sorts of new ways of thinking and new ideas is kind of a dated view, that the Internet's changing, and that there are a few big companies that would like us to hold onto that idea that the Internet is still this kind of open place. So the core of my argument is this, attention is the most valuable commodity out there right now. If you command attention, then you can direct it towards products or services and you can make a lot of money, and that's why all of the big companies on the Internet are trying to figure out what the best strategy is for gathering as much of it as possible. And most of them are focused on the same strategy which is gathering as much data about us as they can and then using that data to give us what they think, what they predict, based on their -- this data and their algorithms, we're going to be interested in. Relevance is the big watchword here. So, you know, if you talk to these companies, if you look at what they're saying, it's very clear that this is a big part of the business plan. Eric Schmidt says, ""Very soon it will be nearly impossible to see something that has not in some way been tailored to you."" Sheryl Sandberg of Facebook, says, ""Within the next few years, it'll be anachronistic to visit a website that hasn't been customized to your personal interests in some way."" And Facebook is becoming this growing source of how people get their news and how people get their information. So why are they doing this? Well, I think Evgeny actually put it really well. Why does Facebook employ filters? The more they know about us, the more they can make in advertising revenues. And the thing is that these companies aren't blind to the psychology of all this. They've read all of the studies that show that when you present people with information that confirms what they already believed was true, you can actually see these little bursts of pleasure happening in people's brains. And conversely, when people are presented with information that challenges what they believed, they get cranky. That's just the way we're wired. And so if you're a company that's trying to meet stockholder demands and you have this power to present people with information that tends to validate them, why wouldn't you? As a result of this kind of personalization and self selection, we're more likely to see things we agree with and less likely to see things we disagree with. Now, to be clear, I'm not arguing that all personalization is bad. Personalization certainly can have benefits. I'm a Netflix user. But the question is, what are the driving motives behind the kind of personalization that most people use, and what are the effects of that personalization? And I'll argue that because of the motives of these companies, those filters that they're building are going to tend to surround us with information that's agreeable to us and not with information that's uncomfortable. So a few examples of what this looks like in practice, it looks like one person googling Egypt and seeing lots of information about the Arab Spring and another person googling Egypt at the same time and seeing nothing about the Arab Spring. This actually happened, I've got the screenshots on my website. And, you know, I could run through a number of other anecdotes, but actually there's been a study -- the only peer reviewed study I'm aware of on the Google search results and the effects of personalization there -- that shows that 60 percent of the search results on a given front page are usually personalized. Either they're in a different order or they're actually, you know, totally different results based on who Google thinks you are and what it thinks you'll be interested in. So what I think we have to begin to do is to tease apart what the Internet actually does from what we wish it would do or what it possibly could do. And in particular we have to tease apart what's possible to access versus what people do access. For example, now that the -- it's easy now to access the front page of Le Monde or Die Zeit, as it is, in fact to access the New York Times. So you would think, given this vast increase in accessibility of foreign policy, information, of what’s going on in other countries, that people would know more about what’s going on there. In fact that’s not true. According to a Pew study from 2007, people actually were more informed on foreign policy matters before the internet than in 2007. So when Jacob says you can find more sources than ever, it’s kind of beside the point. What’s relevant is that people come into daily contact more frequently, is whether people come into daily contact with more different sources and more particular, different ideological ones. I agree here again with Evgeny who says the regular folk don’t read sites like Global Voices, an aggregator of the most interesting blog posts from all over the world. Instead they are more likely to use the internet to rediscover their own culture and dare we say it, their own national bigotry. So to summarize, big companies are rapidly working to personalize your version of the web. They want to show you what they think you’re going to be interested in. And this isn't passive. This isn’t me turning on Fox News or me turning on -- or picking up a copy of the Nation. This is embedded in an increasing number of websites. Yahoo News in 2007, was a gateway for 80 million people that looked the same. But now, Yahoo runs 13 million different variations of Yahoo News front page every day. And they’re different for each person. It’s hard to even see. We don’t know how tailored our view of the web is because you have to sit down next to someone else and look at the differences. So the object of this personalization is to get us to click more. It’s to get us to like more. And importantly, it’s to get us to click on ads. And there’s little benefit in that world to presenting us with information that makes us uncomfortable, that challenges our views,or that makes us think differently. I don’t think that this has caused the extreme political polarization that we’re seeing right now. But I think it can’t help but exacerbate it. Google says that it’s trying to provide relevance. But what is the most relevant search result when you’re a 9/11 conspiracy theorist googling 9/11? Is it the conspiracy links that Google’s algorithm would tend to promote or is it the Popular Mechanics article that would debunk that stuff? I asked Google this question and they didn’t really have a clear answer. So it’s with regret that I think the Internet is not living up to its potential. The way that most people actually use the thing isn’t to broaden their political perspectives. In fact the path that we generally travel on online will tend to mirror our political views. Thank you.",
against,"Thank you John. Eli, you can’t have Evgeny. He’s committed to me till at least 8:15. Look, I’ll concede that the internet narrowing our political perspectives is an interesting theoretical problem. People do have a tendency to prefer listening to what they already agree with. And the internet makes it easier in theory for people to live in a solid cystic bubble, where they mostly interact with people who have similar views. But is that a phenomenon that’s getting worse? And if it is getting worse, is it getting worse because of the internet? Eli, and I think Siva, is going to argue that because, they think that because Google and Facebook are bad for us, it must be. But their skepticism about these tools we use every day is kind of the mirror opposite of the cyber utopians who think that new technology only brings us good things. There are a lot of interesting theoretical problems from the Malthusian food scarcity to the Y2K bug, that are just never born out in practice. The Atlantic Magazine gets a cover out of this every month right? Is Google making you stupid? Is Facebook making you lonely? That’s actually the cover this month. Is Twitter destroying your attention span? But cyber realists like Evgeny and me try to look atquestions like this in a more empirical way. So what’s the evidence for tonight’s proposition, the internet is narrowing our views. I won’t say there’s none, but I will say it’s laughably weak. And there’s some really good evidence that the web’s doing the opposite of what our opponents claim, that it’s exposing us to a broader range of perspectives and making us less parochial in our outlook. And it’s on that empirical basis and on the basis of your own experience of not becoming more narrow, that you should vote against tonight’s motion. There’s of course some studies about this. There was one a few years ago that showed left and right wing bloggers don’t just talk to their own side. They respond to each other and link to each other a lot, and it’s not all the kind of exchange John cited at the beginning. There's a Pew study from last year that show -- this is a quote, ""No evidence that social network users, including those who use Facebook, were any more likely to cocoon themselves in social networks of like minded and similar people as some have feared."" There's another new Pew study that says that people's social network friendships tend to cross political boundaries. The biggest study which involved 250 million Facebook users, yes, it was sponsored by Facebook, but it was a good study, showed convincingly that most people share links from people they aren't close to. That is, we do reach outside of our personal circles for news. So Eli said at the beginning of his very interesting book that he published last year, that ""Google was tailoring search results to our politics."" He said that on the basis of one anecdote from a friend I don't think he named. He had a similar anecdote tonight about Egypt. Allow me to be skeptical. You can get -- you can do a funky search that gives you weird results at any time of the day for a variety of reasons. But I did a test on this where I asked friends of mine, different parts of the country, different political views, different worlds, to search some parallel, very political loaded terms like ""climate change."" And basically, they got exactly the same thing. And I don't think that there is more than anecdotes to support what Eli is talking about. I've looked at the studies. Now, since Eli wrote his book, Google has changed, and it now includes results from your social network and search returns. So if you're spending all your time on Google Plus, and you're the only people in your circle or Bill O'Reilly and Rush Limbaugh, you may in fact see some ideological bias in the returns. But Google added social searching in a way that actually specifically addresses Eli's problem. He had a lot of influence on this. You can turn customization off by pressing the prominent button that says, ""Hide personal results."" And you can toggle back and forth if you're curious about the difference. On Facebook, it's just as easy to turn off customization. You change the sort option on your top stories to most recent. In other words, the filtering they do, these giant sites, is completely transparent and optional. I leave customization on most of the time because a social filter doesn't actually trap you in your own bubble. And take music just as an example I think we can all relate to. The reason I use Spotify, which is a social music service, is that I'm a little bored with the music I already know, and I want to be exposed to stuff I don't know, which I get through my Facebook friends. So back at the level of theory, could an algorithm personalize the news to figure your -- your political perspective? I think it's much harder to do that than it seems. News organizations are really trying to do that. They actually haven't been very successful, which is why, when you go to newyorktimes.com, and I go, we get the same home page. Of course, you can get narrow minded, politically filtered news, but you don't need the internet to do that. You can go to Rush Limbaugh and the radio or FOX or MSNBC on TV. Now, it is worth noting that we did used to have the kind of constricting filter bubble Eli's worried about. And that was the mainstream media before the internet. When I was a kid in the '70s, you found out about the world through TV networks, a couple of news magazines, local newspapers. There weren't any national ones. And it was a very limited range of viewpoints and voices. And if you want to create that kind of filter bubble, all you have to do is remove technologies before television, before radio, before newspapers. So personally, I get a lot of my news these days through a tool called Twitter. I use it as a filter for stories that are relevant to me. And what it does is the opposite of narrowing my perspective. Thanks to Twitter, I'm regularly getting news from global sources as well as American ones. I tune into a lot of really interesting Arab voices during the Arab Spring. I followed China in part through an English translation of Tweets from Ai Weiwei the Chinese artist who's become one of the most important dissidents in the world today. And those filters broaden my perspective. Twitter is a serendipity engine. Finally, I don't think you need to look at all these studies or understand algorithms to make up your mind about tonight's motion. All you have to do is ask yourself a pretty simple question: Has the web narrowed my mind? Has it made me less tolerant of people I disagree with and less interested in what they have today to say? Or has it exposed me to a broader range of voices, sources and ideas than we all used to get when we relied on a consensus oriented mainstream media for all our information? Unless you're convinced that the web makes you narrower, you should vote against tonight's motion. John Donvan:Thank you, Jacob Weisberg. A reminder of what's going on. We are halfway through the opening round of this Intelligence Squared U.S. debate. I'm John Donvan. We have four debaters, two teams of two fighting it out over this motion, ""When it comes to politics, the internet is closing our minds."" We have heard the first opening statements, and now onto the third. Debating for the motion, the author of ""The Googlization of Everything and Why We Should Worry,"" chair of the University of Virginia's Department of Media Studies. He's been called ""Google's gadfly,"" Siva Vaidhyanathan.",1.0
for,"Thank you. So the internet has so narrowed my mind that I didn't hear a word Jacob said. So in these brief comments, I will explain what Eli and I mean by the internet as invoked in the resolution and what we mean by politics. And I'm going to convince you to support the resolution. First, try to remember 1999, the days of AOL, the days of Prodigy, the apex of our long national nightmare of peace and prosperity. In 1999, Thomas Friedman wrote these words: ""the internet is going to be like a huge vise. It's going to keep tightening and tightening that system” --meaning the system of globalization -- ""around everyone in ways that will only make the world smaller, smaller and faster and faster."" Well, Thomas Friedman could not have been more wrong. He's been exactly that wrong many times, but never more wrong. Now, in 2012, it's clear that there is no such thing as ""The Internet,” capital T, capital I as Friedman and others so often described in the 1990s. There is no equalizing force, great democratizing force, there is no global network of networks that unites us all and gives us all equal voice to interact with each other across borders and across classes, for that matter. In fact, the alleged network of networks is, in 2012, balkanized, nationalized, compromised, anesthetized, supervised, circumcised and hypnotized. It's far from global, and it's getting less so every day. The online experience of a person sitting inTurkey is so different from the online experience of someone sitting in India and so different from the online experience of someone sitting in Iran or someone sitting in China. And all of those are even more different from the experiences of people in Brazil, in Russia or the United States. And we're talking about more than censorship, although, in many of those countries, online censorship is a serious and crippling issue. We're also talking about platforms, the platforms that people use, the platforms that governments will let people use. The rise of kill switches is something we have to take into account as well. Kill switches that we saw a year ago in Egypt to wipe out internet communication in an instant, we've seen experiments in kill switches in China in early 2012, and we've seen people like Senator Lieberman even propose them in the United States. Internet technologies amplify so much of what we already are and what we already want. And the fact is, we're pretty provincial animals. So add the internet to it, we just double down. We get more provincial. Platforms matter, defaults matter, and policies matter. So here in 2012, or now in 2012, we are not all holding virtual hands with our Facebook friends across the globe singing, ""We are the world."" There is no coordinated global movement for justice. There's no sophisticated online debate about our collective human state or even our basic human needs. The dominant powers governing our digital experiences, the state, for instance, in China, or corporations in Brazil or the United States are not interested in such matters. They are not interested in us being political. Sometimes these powers actively restrict us, like in China. More often than not, these powers seduce us into shallow consumption, consumptive behaviors like shopping or giggling at cats or clicking on cows. Not that there's anything wrong with clicking on virtual cows, but it ain't political. Our minds are closing because our attentions are distracted, fractured and segregated into niches and nations. But all hope is not lost. There is nothing about the nature of the internet that prevents us from being political, richly political. Many of us actually are, I would suspect that most of us in the audience have done a pretty good job of avoiding these traps. We're pretty elite. We're pretty aware. And we're pretty connected. And we route around a lot of these problems. We're also hungry for information. If you weren't hungry, you wouldn't be here. So many of us, despite what Facebook does with thoughts, despite what the Iranian government does in Iran, have managed to be richly political. But we do know that the internet by itself does not topple dictators, does not undermine newspapers. It's just not that simple. If werecognized the biases inherent in many of the platforms of our media systems, we can correct, we can adjust, we can invest, we can invent, we can resist, persist, and thrive. We could build platforms that enhance Republican deliberation and extend cosmopolitan perspectives. We just haven't done that yet. We've been really busy clicking on cows. But all that takes work. It takes real human work in addition to invention and imagination, real human effort. But the first step to recognizing that -- I'm sorry -- the first step to realizing that is to recognize what's happening. When it comes to politics, the Internet, most importantly how we experience the Internet is closing our minds one cow click at a time. Please vote for the motion. Thanks.",1.0
against,"Thank you. Well, I'm glad that Siva has chosen to debate with Thomas Friedman rather than with us, but I'd like to begin with a few lessons from history. First, technology always plays the scapegoat whenever it comes to debates about the closing of the American mind. Remember Allan Bloom and his bestselling book, ""The Closing of the American Mind,"" in the '80s? Well, let me remind you, Bloom has actually argued that the closing of the American mind occurs because of CD players and headphones. And he actually argued that those might incite teenagers to kill their parents. We know what the late Allan Bloom would have made of the iPad, why his reactionary torch is now being carried by the liberal crowd from MoveOn is beyond me. The second lesson from history is that concerns about online polarization are as old as the . As early as 1995, the Nation Magazine carried an article by Andrew Shapiro, which argued, and I quote, ""Cyberspace is shaping out to be more like suburbia than cy-Berkeley, where you interact only with people of your choosing and with information tailored to your desires."" That was 1995. Six years later, Cass Sunstein argued that, ""The Internet is serving as a breeding ground for extremism because likeminded people are deliberating with one another without hearing contrary views,"" end of quote. So enter Eli Pariser. In one respect, he follows in the tradition of Shapiro and Sunstein. All of them present virtually no evidence that such online segregation is taking place. But they're also different. Where Shapiro and Sunstein worried that we, the users, might choose the easy way out and simply award our comfortable viewpoints, but Pariser argues that filters and algorithms are doing this for us. It's a very important difference. Shapiro and Sunstein blame the filter bubble on us, the users. But Pariser blames it on the companies. Now, who doesn't like such an exciting conspiracy theory? After all, it's always good to find someone else to blame but us. I think this is a fairytale for many of the reasons that Jacob has outlined, but let me also provoke and give you three examples of how filters naturally enhance our political culture. So let's take Twitter. Many people think that Twitter, unlike Google and Facebook, does not engage in customizing and filtering. That is actually not true. Twitter does hide certain types of messages. Thus, if you follow me but you don't follow Siva, and I send Siva a public tweet, you will not see that tweet. Just think about it, you choose to follow me and you probably expect to get all of my messages, but you're actually not seeing my tweet to Siva. And, mind you, Twitter made that filtering decision on your behalf. Is it paternalistic? Sure. Are these types of paternalism justified? Well, take my case. I follow more than 2,000 people on Twitter, and I'm very happy with the breadth of news I get. But if I have to read every single conversation that these 2,000 people have with thousands of people that they know but I don't know, I will have never managed to follow 2,000 people. At best, I would follow 100. This is the beauty of it, Twitter's filter allows me to access more, not less useful information. Now, let's take Facebook. It has 800 million users. Some of them are heavy users, they have 5,000 friends and spend hours on it every day. Others open it every few weeks and only have a few dozen friends. So Facebook has built this very collaborative differentiation. If you are a heavy user, it presents you all updates from your friends in the chronological order. That’s the most recent updates from all your friends come first. However, if you only use it occasionally, they will show you only the most interesting updates. The assumption there is that if you have been away for three weeks and you only have 30 minutes to catch up, why go through thousands of messages in chronological order? To Facebook and to me, this seems like a reasonable assumption. That’s why relevance rather than recency is the default filter for the occasional users. If you want to see all the recent messages, all you have to do, as Jacob said, is just click a button called most recent. Sure we can have a broad philosophical debate on whether social networking is good or evil, but as long as we accept that social networking is a legitimate activity, we should also accept that filters make it better. Now let’s tackle the elephant in the room, which is Google. Suppose I’m so keen on conspiracy theories that my blackboard is larger than Glenn Beck’s. So I believe that 9/11 was an inside job. I believe that Obama is a Kenya-born Muslim, that climate change is a non-issue manufactured by the lamestream media, that the government is hiding the truth about the UFOs and so on. In other words, I’m exactly the kind of guy that Eli is worried about. Furthermore, suppose that I became all of that before the filter bubble set in. In the great age of unfiltered viewpoints that we used to call the era of cable television. So now comes the filter bubble and Google starts personalizing my search results. Instead of seeing generic search results say about 9/11, actually see that some search results have already been endorsed or liked by my friends. In turn, when my friends use Google, they see the links that I visited and I liked as well. Now this is the new mutual exposure, why is it a good thing? Well if you think that all my friends are nut cases like me, then we do have a problem, because exposure all of us may end up becoming even more paranoid. But let’s leave Charlie Manson and the Unibomber aside for a moment. I don’t think they’re representative of most internet users and their friends. The way Google and Facebook map out our social connections, they try to be very comprehensive. We see links from people we went to school with, our colleagues, our relatives, and so forth. It’s quite likely that many of these people will have radically different positions on 9/11, climate change, Obama’s birthplace, and UFOs. So my point is this, that a link to the report of 9/11 commission that has been endorsed by someone from my social circle, is more trustworthy than a generic Google link that has not passed through a similar social filter. In other words, it’s a possibility that people would now be paying more attention or at least more respect to positions they would otherwise find crazy and conspiratorial, only because their friends are known to endorse those positions. So, to conclude, there are many good concerns about the future of the Internet. That of privacy ranks very high on my personal list, but the filter bubble is not one of them. It’s okay to hate Google and Facebook, but we should hate them for the right reasons. Thank you.",1.0
against,"This is the minds in a vat argument in philosophy, that if we were not actually embodied, but have our minds in vats being manipulated by space aliens, we have no way to know. I'm not sure I can answer that. But I do think -- Siva made this point that, well, for those of us in this room, this really isn't a problem. I mean, we're media savvy. We're educated. We're sophisticated. It's a bit -- it's a problem for the hoi polloi out there, the unwashed masses who, you know, are just getting spoon fed whatever they get fed. I find that argument condescending. I mean, we live in a democracy, and it seems to me that we're all responsible for the information we receive. And not everybody engages as deeply in different subjects. But the difference with the internet is we can measure it. You know, we never knew who read the stories in the B section of the New York Times about Albany and the state legislature. On the internet, you know how many people click on them, but that doesn't mean -- Yeah, exactly. But how many people actually read to the end or even the beginning of the story before we had the internet?",2.0
for,"I merely meant that Jacob's test, whether it works for you, wasn't a good enough test, largely because you are just you, and you are not we. You are not a greater sample, right? So if we're going to be empirical, let's be good about the social science we deploy. That is the worst possible empirical test, what happens to you. It's almost laughable in its suggestion. So that can't possibly be the test when you address this question. -- because I think it's worth digging into this a little bit. There is one -- first off, the reason that it's so hard to study this stuff is because the easiest way to study it is to get inside the black box of these companies. And these companies don't have any interest in letting people go in and prove that these companies are doing bad things. But it's very hard to look at from the outside, which is why there's just not many studies that haven't been, as Jacob said, you know, funded by Facebook, funded by Microsoft, funded by the companies themselves. The one clear study on Google personalization that has been peer reviewed is a study by a guy named Martin Feuz. And it's pretty clear. The methodology is good. He looked at how a search history affects the personalization you get. And it's very clear, again, 60 percent of the search results on the first page are different for most -- for people who have a long web history in Google. But actually, the study that's the most interesting here is the Gentzkow study that Jacob was referring to. This is a study that was sort of initially described as a study that showed that people are linking to each other and that the internet isn't as polarizing as we thought. And the interesting thing is that if you dig into that study, it actually arguably shows the exact opposite. What they did was they created an isolation index for each different kind of medium. And so the isolation index for cable news that that study used was about 3.3. On the internet, the internet had a 7 -- an isolation index of 7. And so it's twice as polarizing as polarized as cable news. Now, what's more interesting is that this was -- the study was done before the personalized internet. So the main thing that that study was looking at was the fact that a lot of people, their online servingpatterns lead them to Yahoo! and then from Yahoo! out to a whole bunch of ideologically diverse links. But Yahoo!'s changed since 2007, since that study was written. And so now, Yahoo! looks at your history on what links you've clicked at in the past and sends different people out in different directions. One more , though. Which is that the other thing that's changed since that study was done is the rise of social media as one of the primary ways that people get information. And they did this isolation index calculation on people's sets of friends as well. So cable news is 3.3. The internet in 2007 in the Yahoo! era was 7. And people's groups of friends was 30. Now, that 30 has become embedded in every experience that we have on the internet now. So you know, I think actually if you look into the studies that have been done -- -- it's quite clear --",2.0
