side,script,round
for,"Thank you very much for being here this evening. I'd like to thank first of all IQ2 and the Rosenkranz Foundation. And looking out at the audience today it's truly extraordinary what a diverse group we have. Uh people in the audience who wouldn't normally sit together to discuss such difficult and emotion – and often emotional issues. Um I'd also like to thank Judy Woodruff for uh being here to uh to moderate this debate. And I'd also like to thank my fellow debaters. Uh I am very much looking forward to this evening's intellectual combat. The subject of this evening's debate is in one sense rather puzzling. Despite electoral success, Hamas is still a terrorist organization. What is there really to debate here? What does participation in an election have to do with Hamas' profile as a terrorist organization? I am quite sure that my colleagues on the other side of the debate will tell you that the Palestinian elections were the truest, freest and fairest in the Arab world. That's an absolutely true statement. They're also going to tell you that the outcome reflected the will of the Palestinian people. That's an absolutely false statement. And three, they're gonna tell you that Hamas provides critical social services to Palestinians in need. That is, my friends, totally irrelevant to tonight's subject. These arguments amount to little more than an analytical slight of hand. An organization can participate in a free and fair election. It can provide social services and be a terrorist organization. There is no seriously scholarly work out there that indicates that any of these activities are mutually exclusive. Despite what Bob Rosenkranz said in his eloquent remarks to open this evening's events, it is not an intellectual position to suggest that Hamas is no longer a terrorist organization. It's an ideological position. It's ideological. Rather than an analytical conclusion based on the available evidence, let's consider a few things. I'll leave it to my colleagues to describe for you the number of innocents who have been killed at the hands of Hamas. But it's important to provide some historical context here. To the evolution of Hamas. Hamas' very founding in the late 1980's was based on an imperative of violence. In the late 1980's, members of the Palestine branch of the Muslim Brotherhood grew concerned that another organization called Islamic Jihad was taking prestige and influence away from them because Islamic Jihad was engaged in violence. Their solution to this political problem was the establishment of Hamas. They would continue the Islamization of Palestinian society from below through the provision of social services, in keeping with the historic mission of the Muslim Brotherhood. But they also established a military wing. A military wing that was dedicated to terrorist acts against Israelis in an effort to burnish their nationalist image and out-maneuver Islamic Jihad. The founding covenant of Hamas which has not changed is explicit in its mission to elaborate all of historical Palestine through a variety of tactics including violence. The result has been the bloody carnage of the streets of Tel Aviv, Jerusalem, Ashkelon and numerous other Israeli cities. My critics will say this is old news. Hamas has evolved. It's become a political organization. This as Mahmoud Mohamedou said is a historic opportunity. But my question is has Hamas really evolved? It still denies Israel's right to exist. None of its leaders have renounced the right to armed struggle. The only thing has changed is a tactical change. It has sought to harness the elections that the United States has pushed on the Palestinians to advance its agenda. And what is that agenda? The establishment of a Palestinian state in all of historic Palestine with sharia Islamic law at its core. Well what about a cease fire? My critics will tell you there's been a cease fire since 2003. Be careful about the words that people use when talking about a cease fire. Hamas calls it a hudna. My colleague Mahmoud Mohamedou calls it tahdiya. Well in fact both of those, both of those have a temporary quality to them. Anyone who speaks Arabic should know that a hudna has a finite period of time. It's not much of a cease fire anyway. Since the Israelis withdrew from the Gaza Strip they've been victim of rocket assaults on their towns, the kidnapping of their soldiers and threats to their major cities. Under the weight of available evidence and I have a little bit of uh a little bit of this just before. Stanley and I were standing around before, talking about what we did agree on. The Giants, the Yankees, the Knicks and the desultory state of our teams. And then we got into talking about Hamas and I said sure, they wouldn't be a terrorist organization, they just have to lay down their arms. And he said you're right the Israelis have to lay down their arms. That's not the point. It's cute, it's funny but it's not the point. Under the weight of available evidence, supporters of Hamas tend to shift their argument to focus on Israeli behavior. And I should point out a case in point was Judy Woodruff's extraordinary interview with former President Carter last night on the “NewsHour.” It is true, Israel has expropriated land and continues to illegally settle the West Bank. Israel has killed Palestinian civilians. Though unlike Hamas not intentionally. It has worked assiduously to undermine Mahmoud Abbas and before him Yasser Arafat. All this is very, very true. But it neither alters the fact that Hamas is a terrorist organization. Nor absolves Hamas of the bloody responsibility for its own behavior. If the issue was Israel's contributed to an environment where extremist ideologies, alienation and terrorism can thrive, there would be little to debate. But this is not the subject we're examining here this evening. Participation in elections – Hamas' participation in the Palestinian elections is analytically irrelevant of whether it is a terrorist organization or not. It is a group that remains dedicated to Israel's destruction and in the process of that destruction, the inevitable killing of innocents. For Hamas to no longer be considered a terrorist organization it must change its charter. It must renounce its violence and it must lay down its arms. At that point and only at that point can it be seen as a legitimate participant in the political arena. With that I urge you, I urge you to vote with the proposition that a democratically elected Hamas is and remains a terrorist organization. ",
against,"Providing arms to the other side. The bottom line here is Hamas is the only group that can deliver. Let us find a way to break out of this cycle. To break out of this abyss. To forget about labels. Labels mean nothing. The only group that can deliver is Hamas, and you know what – if they can't, they'll be voted out. And at the end of the day it's time to end the embargo, it's time to empty the jails, it's time to stop the attempt to topple a government. But most of all forget the labels and forget the rhetoric. For sixty years it has not worked. Give the alternative a chance. ",
for," Uh well thank you for that kind introduction before Ms. Woodruff. And um and I want to share in the general uh agreement of the panel here that we're grateful for the organizers of this event of which there ought to be many more. Uh in order to stimulate genuinely interesting debate. I um I will begin by going straight to the topic. Because anyone who deals with terrorism has to be begin, and I was asked to do this by the last speaker, with its definition. I think you must also scotch the old canard that one man's terrorist is another man's freedom fighter. My own definition has the distinction of having been adopted by the Court of Appeals in Canada. If I may quote, Mister Justice Neland, quoting me in the case of Canada versus Najoub in October, 2001, the court spoke as follows – a terrorist is a man who murders indiscriminately, distinguishing neither between civilian and innocent and guilty nor soldier and civilian. He may employ terrorism – planting bombs in restaurants, hijacking planes, in a bad cause or a good one. He may be a Nazi terrorist or an anti-Nazi terrorist. A Communist or an anti-Communist. Pro Palestinian or pro-Israel. We may want to defeat his political cause or to see it triumph. For his methods however a terrorist is always to be condemned. Indeed to describe him objectively is to condemn him. Even if his cause is genuinely a fight for freedom with which we sympathize. Unquote, unquote. Now we are asked today to consider whether organizations that use terrorist methods as describe above should also be admitted into the arena of conventional politics and in particular to the arena of conventional democratic politics. The motion cites Hamas. But Hamas is not the only organization that combines seeking power through elections with terrorism. Hezbollah does the same. So does the Eta linked Batasuna party in the Basque region of Spain. So does the two headed Sinn Fein IRA in Northern Ireland. Nor are these organizations shy about their deeds. They openly boast of employing terrorism even if they sometimes quibble at the word. Sinn Fein for example has said clearly that it sought power through the Armalite rifle and the ballot box. These four parties I’ve mentioned have enjoyed varying degrees of success. They all raise the same question. If a democratically elected group employs terrorist methods, should it be regarded as having run itself out democratic politics and should we refuse, refuse to deal with it. Ideally I maintain that they should be run out of politics and that we should refuse to deal with them. Indeed I would go further. When we deal with such bodies, as if they are conventional parties, we are making murder respectable. We are in fact inciting people to murder. First because we are saying that murder is no bar to participation in high politics. And when we treat with terrorist parties supported by small numbers of voters as is true of the Basque party and it used to be true of Sinn Fein, we are inciting murder a second time. Because we have admitted, we are negotiating with them because they murder people and not for any other reason. When you incite murder you get more murders. Inciting terrorism has similarly produced a spreading stain of terrorism since the hijackings of Dawson Field in 1970. Let me make a first qualification for this bold statement of principle. If the price of halting a murderous insurgency is to admit the former terrorists into democratic politics that may sometimes be a price worth paying to save lives and establish a decent political order. But it is a price. The terrorists moreover must be former. They must have abandoned terrorism finally, completely and publicly. They cannot be mysteriously linked to terrorists still or leaving terrorism in a gradual way. They must be exclusively committed to democratic politics and willing to accept its verdicts even when those verdicts are unfavorable to them. I don't like making that concession. It means that crimes go unpunished, injustice is entrenched and the moral of democracy is tainted. Note though that is a very limited concession. While we may have to deal with former terrorists in official transactions of normal business, we should show them no signs of approval or respect. Even if they hold high government positions, they must be given no state visits, no honorary knighthood, no White House dinners. Until they have purged their guilt in some way, they must always feel the mark of Cane is on their brow. But the distinguished advocates tonight, opposite, are proposing something far more dramatic than easing former thugs out of terrorism and into official limousines. They suggest that we should treat as good faith democrats those who are still engaged in organizing suicide bombings and still planning rocket attacks. Their election it seems somehow validates their terror methods or at least their terror methods do not invalidate their election. Now here's my second qualification. We are going to reach somewhat different conclusions, depending on whether we are citizens of a country in which there is a terrorist group engaged in democratic politics. For example, if we're a Lebanese democrat in a state which has Hezbollah as a political party. Or depending on whether we are citizens of a state that is the um that is the neighbor of a country which has a terrorist government. For example the citizen of Israel next door to a government that includes um Hamas. Uh take the first case. The citizen of the state in which there is a terrorist party. Uh engaged in normal politics. That means that one party in politics has got its own private army and the others do not. It can intimidate the other parties. It can overturn election results, it can ignore political defeats. Uh it is not in a sense a normal political party at all. And its very existence is a contradiction of the concept of democracy that most of us would recognize. What happens in such cases? Well let us take the most favorable case for the other side, that of the Northern Ireland peace process which most people think has been a good thing. For the first eight years of this process",
for,"The prognosis might be worse rather than better. After all if an electorate has voluntarily elected a terrorist party, it's internal dynamics are unlikely to be favorable to peace making and political stability. So for that reason it doesn’t really matter whether or not Hamas is democratically elected. What matters is whether or not it carries on its terrorist methods.",
against,"Thank you very much Ms. Woodruff. You can add my voice to that of my colleagues to thank you and the organizers as well as the audience for this. Um it's a wonderful opportunity to have indeed intelligent debate. Um let me also preface my remarks by saying that my comments tonight are mine alone and don't necessarily reflect the views of my uh program. Let me pick up the argument where my friend Stan left it and it is that the inability to transcend the dominant misrepresentation of the Israeli occupation of Palestinian lands, is increasingly becoming problematic for both intelligent debate and informed policy making. It is a narrative that most people know to be problematic if not faulty. Yet is persists. Tonight's motion fits that pattern. And I invite you to reject it on grounds of inaccuracy and lack of intelligence for that matter. Hamas is not a terrorist organization. Hamas was the radicalized military expression of a national liberation movement, which grew into a social movement. Hamas is no longer a terrorist organization. Hamas has moved to a political contest which it has joined legitimately and has won fairly. More importantly, Hamas holds high levels of legitimacy among the majority of the people that it has been elected to represent and lead. Now before developing these arguments um it is important to establish a set of facts, yet there is a familiar discourse, an emotional discourse about the plight of the Palestinians which I will not rehearse here tonight. It is a classical discourse which unfortunately has been, in recent years, rendered part of the background noise of world politics. Triggering almost a sort of Palestine fatigue. However, and in addition to the facts that Stanley has listed, it is the following facts that are crucial to the assessment of the situation and the proposed motion before us tonight. Thirty-nine years of occupation, 1.4 million people in Gaza alone, in three hundred and sixty square kilometers. Five hundred and forty checkpoints in the West Bank alone, with a forty percent increase in that number in the past year. Settlements and buildings and land confiscation, the building of a separation wall, not a fence, a wall deemed illegal by the International Court of Justice. Daily, near daily military incursions and sporadic killing, essentially almost half a century of Palestinian disposition, loss of life and freedom. Now in that most urgent of context, a group that emerges as a resistance movement, grows into a social network upgrading welfare centers and educational services, and agrees to abide by the rules of Democratic contest, can certainly no longer be called terrorist. Now Canadian definitions not withstanding, it is important, this is no mere matter of semantics to remember that the word “terrorist” is actually quite problematic when it comes to occupied people. Yes, indeed the saying “Your terrorist is my freedom fighter” captures that inherent subjectivity quite well. And some names were mentioned. To those we can add just this past century, Michael Collins and the IRA, and I will not even mention the Haganah, the Irgun, Yitzhak Shamir and others. Nelson Mandela and the ANC and so on, all of these people have been called by their opponents terrorists. The French resistance fighting the Germans, the FLN fighting the French. Yet time and again, both these individuals and their movements led their groups to national leadership and oftentimes through elections. But the operative word of the motion is “still,” so is Hamas still a terrorist organization? Well let us look at what Hamas has done in the past ten months since their election. Even before that election, Hamas had decided on and implemented the unilateral cease fire. Which it observed for fifteen months straight until the Israeli killing this past June of the seven members of Ghalia family. Hamas had made former statements at the highest level of its multi-faceted representation regarding a disposition to enter this long-term truce. Much is made of this concept of hudna. It is important to understand that in fact, the phraseology used and the legal term is actually quite important in relation to an Islamic movement, which per force, obligates them too, and indeed is a form of protorecognition to begin with. Hamas has been part of discussions throughout the summer and the fall on a draft document for a program that we quote, “respect previous agreements in a manner that protects and safeguards the high interest and the rights of the Palestinian people.” Hamas had also proposed a coalition government back in March which included Palestinian Christians and women and has folded its executive force into the former national police. What have Israel, the EU, and the United States done in the same time frame? Insisting on this Three-Fold demand that Hamas recognizes Israel, forswears violence, and accepts previous Israeli-Palestinian agreements. They have decreed and implemented a crippling international embargo with a new humanitarian crisis by UN reckoning, a security crisis by security specialists’ reckoning, and indeed some sort of Iraq-ization of Palestine with the birth in mid-October of Al Qaeda and Palestine, which sent its first, a novelty by Palestinian standards. But at this point one is really prompted to think, what kind of international community is this that is so blind to the injustice that it rationalizes? And the one that perpetuates out of ill-conceived and inefficient policies, but the argument that I'm putting before you is not an emotional one. It is not an ideological one, it is actually a rational one. The obvious problem with the Three-Fold demand is the disappearance of reciprocity. For the very same three demands could be put, but are not, to Israel. Israel has yet to recognize the existence of a Palestinian state on the 1967 borders. Israel has yet to stop its use of violence against occupied people, including women and children, and Israel has yet to implement the very agreements that it’s made with Palestinian representers. It is therefore contradictory to depict Hamas as still a terrorist organization while punishing Palestinians for their democratic choice. It should also be said that we’re in effect, asking Hamas to be held to agreements which we no longer trust. While everyone is saying that Oslo is dead and that we need new thinking and moving on, we’re asking this newcomer to be held to these agreements which have faded or are certainly fading. And in effect, holding them to our own liabilities and failures. Contradictions are also displayed through a reading of the fact. There is no internationally agreed definition of terrorism, which is already an evidence of that problem. However, by law what qualifies a group as a group, an entity as terrorists is the indiscriminate targeting of civilians. So for the law to have any consistence, currency, it has to be applied across the board with certain selectivity. Which leads me to my last element, . Hamas is an adolescent Hezbollah, and look at what Hezbollah has become next door. The strongest power in Lebanon and the first one to ever defeat Israel. So there’s a sort of the assumption that Hamas can be extricated from that political reality is unrealistic. Ladies and gentlemen, given half a chance, Prime Minister Ismail Haniya and his Hamas colleagues are Gerry Adamses in the making. Voting for this motion essentially means endorsing and supporting a unilateral, sterile understanding of this conflict. I invite you to exercise intelligence, display fairness, and vote against the motion. Thank you for your attention.",
for," Can you hear me? Now start the clock now. Good evening, thank you very much for being here. With all due respect to my colleagues and my team, Steven Cook and John O’Sullivan who did a fantastic job, I must even thank more our adversaries, Stanley Cohen and Mahmoud, which did a great job actually convincing you I'm sure, to actually vote for the motion that Hamas is a terror organization. Actually I will depart. Naively I thought that uh, they will relate to the nature of Hamas. What do they do? What do they believe in? What is their conduct? But no, they actually opened the debate to a more geopolitical and historic um, issues which actually leave me on a much firmer ground. So I will depart from the notes I prepared here and I will answer the, my esteemed colleagues here on the other side who talked about occupation, who talked about Israeli aggression, who talked about UN resolutions, and I will say something which is very, very simple. Israel was attacked in 1967 by three countries around us, Jordan, Egypt, and Syria. The “Occupation,” quote-unquote as they call it, is this territory which was obtained by Israel as an act of self-defense. These three countries and others were trying to push us into the sea and actually destroy Israel, destroy the Jewish people who came back to their historic land, to their Biblical land, to the place where they belong. Now, the war happened in 1967. Israel was created in 19-, or was recreated in 1948. From 1948 to 1967, nineteen years, there was no occupation. West Bank belonged to Jordan, Gaza belonged to uh, Egypt, nobody talked about occupation then. Nobody talked about creating a Palestinian state. ] You know why? Because they wanted to create this Palestinian state right where Israel is now today, killing all the Jews. So from 1967 on, against her will, we had to defend ourselves and obtain possession of these territories. But still, we always wanted peace. The proof, 1977. When we had a leader like Anwar Sadat of Egypt, and he signed a peace treaty with us and he renounced terror and violence and he recognized Israel, Israel withdrew entirely from the Sinai, having peace with Jordan now for more than thirty years, uh, with Egypt for more than thirty years. 1995, Jordan, King Hussein, a great leader, wanted to make peace. We made peace. We withdrew from some, all the land that we occupied from Jordan and there is a peace between Israel and Jordan, recognizing each other, respecting each other, and not shooting at each other. In 1993, Israel, believing that the Palestinians really had a change of heart and they would like to make peace with us, we signed as the Oslo Accord. And the Oslo Accord was a very simple view, land for peace. Israel withdrawing from West Bank in Gaza, the Palestinians got a hold of themselves, stopped the terror, and becoming a responsible party. 2000, Camp David, former Prime Minister Barak meeting with uh, with Arafat to try and make peace. Barak is offering to withdraw from the entire territories, but this was not accepted by Arafat. Not only was it not accepted, but after it was rejected, this intifada started. Intifada is a misnomer, it was a very planned, pre-planned campaign of terror which cost more than a thousand Israeli lives, many children, devastation in our cities, and uh, continued rejection of the very notion of the right of Israel to exist in its home land. Now people compare between Camp David ’78 that succeeded with Saddam Hussein, with, with us with Sadat. I'm very tired, I came back from Israel not a few hours ago, between Sadat and Arafat, Camp David 2000. What was the difference? The difference was leadership. Sadat wanted to make peace. He prevailed over the advice of his advisors and signed a peace treaty. Arafat also unfortunately prevailed over the advice of his advisors who said sign the peace treaty because you will not get a better deal. And he was against it. Now Hamas was against Arafat. They did not even believe in any negotiations. They are against, and they were against Oslo, why? Because they do not believe in Israel’s right to exist. They do not believe in coexistence, they do not believe in peace. They do not believe even, in a democracy. Because they would like to have one Islamist Palestinian country a la Iran, Iran style and under the Sharia, the, the, the law of, of Islam. So lets go back to the debate tonight. What is the definition of terror? Killing intentionally of innocent people. What does Hamas do? Killing only, only children and innocent people. They stand terrorists strapped in explosives into markets, into pizzerias, into coffee shops, and into school buses and kindergartens. This is what they do. Are they a terrorist organization? If this is the definition of terror, they definitely are a terrorist organization. Secondly, do they believe in coexistence? No, they deny Israel’s right to exist. Now people here are talking about whether elected democratically or not, this is besides the point. Just look into the Hamas, www.hamas.com in their website on the internet and look into the Hamas charter. They believe in killing, they don’t believe in Israel, they don’t believe in any peace. So are they a terror organization? According to this definition, they are as well. Now there is another issue here. Who is Hamas operated by? Are they really doing the will of the people? I don't think so. My esteemed colleague here on the other side, Stanley Cohen said he just returned from Damascus and he met Khaled Meshaal? Where did he meet Khaled Meshaal? In Damascus. Who is really operating Khaled Meshaal? The Syrians, and the Iranians. So they’re not really playing. They’re not really representing Palestinian authentic interest. They are representing the interest of this crazy Islamist in Iran, and in Damascus. Are they a terror organization? I think yes, I think all of you should vote for this motion. Now there is this question whether they were democratically elected. Well I would say a broad definition of democracy is you know, doing the will of the people but also observing the rule of law. And the rule of law does not permit gangs to be brandishing their guns and going with bullets into the ballots. Uh, don’t take just the case of Hamas. Look at what happens. I mean we should apply this global world, global community, the same yardstick for everywhere. There were elections held in Iraq, in Afghanistan, in the former Yugoslavia. In all these elections, armed gangs were denied the right of voting and also of being elected. The same case should have been with Hamas but for some reason, this thing was ignored and Hamas was allowed to run. And I think this was a mistake. Unfortunately, Hamas won but it’s not because the people voted for their ideology –",
for,"It’s because it was a protest vote against Fatah which was corrupt and ineffective. So this is the reason why Hamas was elected. Did it change their character? Not at all. Does a formal process change intrinsically what Hamas stand for? Now after the elections, they still are killing. There are more than a thousand rockets fired from Gaza into our towns, killing babies and children, and there’s no reason for that since we left Gaza entirely. We left Gaza entirely in order to give Palestinians a chance to show everybody that they can govern themselves responsibly. That they can do away with terror and incitement and start negotiation with us.",
for,Just vote for the motion.,
against,"The problem, the problem isn’t that Hamas is a terrorist organization. The problem is that Hamas is a Muslim organization, that’s what scares the hell out of us. And we ought to put it all out on the table and just say it. And how do we know that? Because the United States has dealt with terrorist organizations throughout its history and so has Israel. There were no preconditions for any talks with the PLO in 1993. And Yasser Arafat made sure of that. He said, we’ll recognize you after you talk to us. That was no preconditions. Why do we have conditions on Hamas? Because they’re Muslims, they don’t look like us, we say they don’t have our values. How do I know that we deal with terrorist organizations? Because tomorrow the president of the United States is meeting with a man by the name of Nouri al-Maliki. Who is he? Nouri al-Maliki is the head of the Dawa Party. Who is the Dawa Party? The Dawa Party opposed Saddam Hussein when we supported Saddam Hussein. We put them on the terrorism list. When we changed sides, we took them off the terrorism list. That doesn’t matter. They bombed the US Embassy in Kuwait and killed three Americans. We’re talking to him because it’s in our interest to talk to him, terrorist or not. So what is the problem with Hamas? Well if you listen to the media and if you listen to our political leaders, here’s what they have to say. They don’t have our values. Our Judeo-Christian values. What values would those be? I'm a nice white boy from Wisconsin, grew up as a Lutheran. And I can tell you in my religion and I had to memorize through an ordeal the catechism of Martin Luther, one of the real anti-Semites of our era. They do not have a legitimacy. How do political parties and movements gain legitimacy? It’s not conferred by Israel or the United States as conferred by the people. They won an election. Oh no, their critics say. They didn’t win the election, Fatah lost it.  Fatah lost it because Fatah couldn't organize itself credibly and competently to stand for election and because Fatah accepted twenty million dollars in American election aid. And as soon as that came out in The Washington Post and was reprinted in the West Bank in Gaza, they lost votes. They want to destroy Israel, so did the PLO. They have a charter that says they want to destroy Israel. So do the PLO. And yet we’ve had Hamas leaders that say the following. We have a charter that says, yes we admit it, we want to destroy Israel. But the charter’s not the Quran, and it can be changed. And under the right circumstances, if we can talk to our adversaries, we can and we will change it. The other argument that we say, we’ve heard it tonight. They provide social services. Oh cynical people, how could they do that? You mean they’re actually trying to serve their people, clear up corruption? I too was talking to Hamas leaders when I was in the Middle East. Just one week ago, Osama Hamdan, the foreign minister of Hamas, here’s what they’ve done. They’ve penetrated the Education Health Ministries, cleaned them up, that’s forty percent of the total employment of the government of Palestine. They’ve thrown out the corrupt people. They’ve taken over the Ministry, they’ve started to provide services to people. They’ve kicked out Fatah members who are in exile around the world for stealing money from the Palestinian people. Don’t we want good governance? Shouldn't we talk to people who want good governance, who stand for elections? They kill innocent people. They have killed innocent people, rudely, terribly, like others have. It’s not an excuse to say, well the Israelis have done it. Well Lehi did it. That’s not an excuse. They’ve killed innocent people and they come out to be absolved. But after long discussions with Hamas, conducted by my organization, painful discussions, arguments about the killing of innocents, not moral arguments, practical, effective, political arguments. They stopped. I’d like to take credit. They stopped these suicide bombers through talk because they realized how ineffective they were, how they were losing support for what they feel is a legitimate cause. There hasn’t been a Hamas-led suicide bombing in Israel since August of 2004. That’s a fact. People can change. There are three conditions for Hamas being recognized as a legitimate political party. To renounce violence, to give up their arms, and to recognize Israel. We’ve been through this and through this with Hamas, and we’ve said why don’t you do this? And the best answer that I’ve had from a Hamas leader is as followed. If we do that, if we renounce violence, if we give up our arms, and if we recognize Israel, what’s there to talk about? What do we talk to our enemies about? Do you think we’re going to say, oh welcome to the world of nations? Finally we’ll withdraw to the sixty-seven borders? Here’s what we would like. We will recognize Israel, Khaled Meshaal has said this very straight forward in Damascus again and again and again and again. We understand and we recognize that the Israeli people, the Jewish people have a narrative, it’s an important narrative. We’ve listened to it for many, many years. We have a narrative. Here’s our narrative. In 1948, we lived on a land that was called Palestine. Many of us were kicked off our land and now live in refugee camps. We have legitimate grievances. If you will recognize our legitimate grievances, and recognize our narrative as a people, we can begin to share a narrative, to have talks. But until that point comes, when you stand up and say we understand that you have grievances that have to be addressed, we’re not going to recognize anybody. We’re going to represent our people. Now here’s what’s happening, I think, in the Middle East. Now, and I just returned from Beirut. There are, on the internet, calls for the assassination of the leaders of Hezbollah and Hamas by the leaders of Al Qaeda.  Because Hamas and Hezbollah have accepted the western, colloidal mandate, to stand for elections and represent their people. Al Qaeda thinks that’s a trick. Hamas and Hezbollah don’t. They answer to their people. We are lumping together the Girondists with the Jacobins. We are lumping together the true reformers in the Middle East, the ones who want to answer to their people with the people who drove their airplanes into our buildings.",
against,"We are forcing the Gironde – for those of you who remember French history – into the mountain, into the Jacobins. It is, it is so counterproductive. We are radicalizing the region. There are moderates in Islam. They’re called Hamas whether we like it or not. And it’s time to open up to them. I thank you.",
