side,script
for,"That’s a great question. I have four kids, my wife, family of six. So, I have a lot of options. We have our own fleet. I did just, because I’m commuting, buy a 1999 Saab that gets a little over 30 miles to the gallon. I was driven for four years in a row so I had to do something other than find a driver. Thanks, John. And thank you for being here tonight to discuss what I think is one of the most important issues that we have, really, as a nation facing us. You know, Americans are not a group of people that sit out a revolution. If you think about our founding and where we come from, we began with a revolution, the American Revolutionary War. And there have been a few revolutions in our time as well that Americans have not just participated in, but they’ve led. Think about the Industrial Revolution where we established really our ability to be an economic powerhouse. Or, more recently, the information revolution where we reaffirmed in the minds of the world our ability as innovators and creators and inventors, people who really understand the power of technological development. What is this revolution that is upon us now? It is the clean energy revolution. And it’s global. And the question we have before us as Americans is will we lead or will we follow? Will we accept a place on the sidelines, or will we actively participate in moving this issue ahead? Tonight I’m joined by Kassia Yanosek, who’s my partner in this. And you’re going to get to hear Kassia as well, but we stand for the proposition tonight that, in fact, clean energy can drive America’s economic recovery. Energy itself, if you think about the revenues generated globally, the largest industry in terms of revenue generation. So, if we get it right, it absolutely can be a significant part of our economic recovery. And it’s important for us to define the terms to some extent. When people hear “clean energy” in a lot of places in the world, they think it’s just wind or just solar. Kassia and I tonight, we’re going to talk about clean energy in this broad spectrum. It is about renewable, about solar and wind and geothermal biomass, but it’s also about all those parts of the spectrum that involve the things that we’re doing to promote clean energy, and the research and development laboratories across this country, both public and private, how you commercialize that technology and get it into the marketplace, those things that involve transmission and Smart Grid technology that help us to manage loads on grid, those parts of the clean energy world that involve transportation -- think electric vehicles or fuel cell vehicles, hybrid cars -- but again, the broad spectrum. When we think about clean energy, we do think about natural gas and believe that natural gas and nuclear and even clean coal can perhaps play a role in building out a clean energy economy in America and that it has to be every part of that, from stem to stern, in terms of our thinking about it. It’s important for us to understand as well that workforce development has to be part of our policy considerations.So one of the reasons I’m here tonight and one of the reasons I was fortunate to be invited is because, as the Colorado governor, I said in Colorado, “We’re going to build a new energy economy.” And I said this when I was campaigning, and over a four-year period, I signed 57 different bills into law, bills that we believe made a tremendous difference as it related to our energy portfolio going forward, but particularly relevant to tonight’s topic, made a significant difference in our ability to see economic development attached to clean energy. One of those bills was a renewable energy standard bill in the first 100 days that took us to a 20 percent standard by 2020 with a rate cap in place for consumers. In fact, last year, the utility and I, after talking with each other, said, you know what? We can get to 30 percent by 2020 with the same rate cap in place. So, as a state, we’ve got a 30 percent renewable energy standard. But in those 57 bills, we did Smart metering, meaning people who were residential and industrial consumers could actually get paid if they put energy back onto the grid. We did a variety of things to inspire the bill out of transmission, inspire new technology, energy efficiency. When we talk about clean energy, energy efficiency is one of the most significant things we as a country can do to move this country in a direction toward, in fact, a clean energy economy. So I’m not going to go through the 57 bills, but what I’ll tell you is the proof is in the pudding. We have significant economic development tied to that, and I’ll give you just a couple of examples. Vestas wind turbines, the Danish company, building wind turbines in Colorado, made the announcement just after I made the -- signed the bill. That allowed us to go to a 20 percent by 2020, they in fact then have four factories since that they’ve announced that, at the end of the day, it’s going to be 2,600 employees, a billion dollar investment. SMA, it’s a German company -- they’re manufacturing solar inverters in Colorado for the first time outside of Germany. We have home-grown companies, companies, again, where the technology was developed in a laboratory in Colorado we have, the National Renewable Energy Laboratory or one of our research universities, or even private laboratories. One of the thin-film photovoltaic technologies was developed in a Lockheed Martin laboratory, and so we’ve commercialized that and see these companies grow from the ground up. We’ve seen all sorts of growth in this sector, even during a recession. And it’s not just Colorado. If you look around the country, in places in the Midwest, in the South, in the Southeast, in California, in the Northeast, here in New York, we’ve all sorts of investments in clean energy that is related to job growth. If you look at the last 10 years and if you look at Michigan for example where they've had terrible job loss. In many of their conventional sectors, they’ve seen job increases, a 5.7 percent increase in jobs in Michigan over the last decade. Colorado had an 18 percentincrease and as John said we’re the fourth if you look at where we stand, we are fourth in terms of how we have clean tech workers as a state. Now in my last minute I’m just going to tell you there’s a reason for doing this that’s beyond just the economic development. We have a powerful example in Colorado, powerful examples around the country that demonstrate economic development as a part of this. But there’re a couple of other things that are very important too. When you build out a clean energy economy, you actually do something in a very significant way to address the environmental challenges that are upon us. Even if you don’t believe that global warming is human caused there are still significant environmental challenges. They are a part of a carbon based energy production sector. And in addition to that you wind up addressing another very serious problem we have in this country which is energy security. Domestically produced energy does a variety of things including reducing our trade deficit and reducing it in such a way that we can look and say the health of the country is better going forward because we have proposed an agenda that relies upon domestically produced energy. It’s the trifecta, right? It is about energy security, it’s about environmental security, and it’s about economic security. Thank you very much."
against,"I think it’s fairly self evident, isn’t it? Thank you, John. Our case against the motion tonight comes in two main parts, first that it represents a brazen case of bait and switch. I thought there’d be two of them, I’ve already heard of the third one, already tonight. And second that it rests on a basic but surprisingly widespread economic fallacy that paying more for energy will somehow make us richer. There are a number of collateral arguments in our case which my partner, Robert Bryce, will explore further, such as the fact that most forms of so-called clean energy are inferior energy sources, ill suited to many of our needs. Now, the bait and switch comes in just two parts, I’ll have to leave the third for later. We’ve been told for the better part of the last two decades that we need to make a rapid transition to clean energy away from fossil fuels in order to stave off climate catastrophe. And all of the official assessments of the matter from the national and international bodies that have studied the matter such as the U.N.’s IPCC concluded that the cost of doing so would be substantial. And the pessimists said the costs that would hurt economic growth and lower GDP. The pessimists said it would hurt a lot, the optimists said the costs would be only modest, but the point is all of the assessments concluded that the sign before the economic cost would be negative. But with the collapse of meaningful climate legislation here and abroad, and the arrival of the great recession, suddenly the argument for clean energy has been shifted into the form of tonight’s motion. Clean energy will make us richer, it is the path to prosperity itself. Happy days are here again. It’s the new domain of free lunch economics, I call it three lumens. Now, the basic problem with so-called clean energy is that nearly every form of it is more expensive than the fossil fuel energy it seeks to displace. Now, I know of no economic theory that says the economy benefits by reducing the purchasing power of consumers. The case for this motion rests on the same fallacy as the retailer who loses money on each sale, but promises to make up for it with additional volume. The second bait and switch concerns what we mean by clean energy, because the working definition of clean energy seems to shift to make the term almost meaningless. Typically clean energy has meant purely renewable sources such as wind, solar, tidal energy and geothermal, along with environmentally neutral technologies like biomass and biofuels, though I could add that corn ethanol badly failed the test of environmental neutrality. And despite more than 30 years of strong emphasis on these sources they still account for less than five percent of our energy supply. But now suddenly we’re told that natural gas is a clean energy source that should be used to displace coal. But there’s something very odd if we’re now counting a fossil fuel, a finite hydrocarbon, as a clean energy source. Do carbon dioxide emissions no longer matter in the definition of clean energy? Consider that climate policy orthodoxy says we need to reduce our carbon dioxide emissions to one billion tons by the year 2050. Today right now, carbon dioxide emissions from current use of natural gas 1.2 billion times. Above the target for every source for the year 2050. This is why the Sierra Club, two weeks ago, changed its position and said we should now make it an object of national policy to phase out natural gas entirely by the year 2050. Their director of climate and energy told the Politico two weeks ago, quote, “We want people to know that natural gas is not a clean fuel.” Mark Brownstein, Environmental Defense Fund, told Politico, quote “Simply because coal is awful doesn't mean natural gas gets to be terrible.” How is it that natural gas, which, as I say, produces over a billion tons of CO2, is clean energy, but nuclear power, which produces zero CO2 emissions, is usually considered not to be clean energy. Governor Ritter includes it as clean energy. The U.S. Congress specifically excluded it from Climate and Energy legislation the last two years. Moreover, if natural gas is clean energy, then guess what, so is oil. An awful lot of natural gas is produced in the production of oil, and oil has almost the same green house gas emissions per unit of energy produced as natural gas. And if you want to spend enough money, you can make coal clean. Governor Ritter used the same phrase President Obama likes to use: “clean coal.” And so you're left with the rest of the clean energy suite that cannot scale up without mandates and massive subsidies from taxpayers. And even then, they still fail. In recent months, you've seen solar power-makers like Solyndra in California, and Evergreen Solar in Massachusetts, lay off a thousand employees, and cut about half their production capacity, despite receiving nearly a billion dollars in loan guarantees and subsidies from government. And we've seen a number of bio-fuel companies fail despite mandates of lavish subsidies. Now, the idea that clean energy will be the sector that leads us out of the recession is equally risible. There are a number of studies on this. I'll give you one quotation from a study from the Stanford University, a very highly-regarded energy modeling forum that concluded, quote, “The advantages of increased jobs for renewable energy are vastly overstated at costs prevailing today.” They note that most energy investments produce between two and six jobs. That's true of conventional oil and coal, and natural gas, but also of renewable sources like windmills. Well, of course, if you spend a million dollars on any sector of the economy, the Department of Commerce's models say you get about 9.7 new jobs. That's why the energy modeling forum concluded, quote, “Electricity generation across all sources creates far fewer jobs than other activities in the economy. Subsidies to either green or conventional sources will detract, rather than expand economy's job base, because they will shift investments from other sectors that will create warms climates. In other words, if you're looking for a sector to generate job growth, to lead us out of the recession, the energy sector, clean or otherwise, isn't it.Now, I'll conclude with an observation on the essential absurdity of this motion. If this motion were true, we would not need to debate it at all. Did we have to debate whether railroads, and automobiles, and the telegraph, and the telephone, would transform transportation and communication? Did we have to debate whether the technology revolution and the Internet would change our lives? And change American productivity? Did we, a hundred years ago, have to debate the motion that new oil, coal, and gas supplies will power the next generation of American industry? Of course not. And above all, did we ever need a mandate from the government, like a renewable portfolio standard, to get consumers to buy cars or desktop computers? The answer to that is fairly obvious. Clean energy, however defined, does not resemble any of the past histories of recession-busting forces. And the odd thing is, most recession-busting forces, like the housing sector in previous recessions, are because of this pent-up demand. There actually isn't a pent-up demand for new energy at the moment. Energy consumption in America has fallen sharply as a result of the recession. Our energy consumption is down by the largest percentage amount since the end of World War II. So building new energy supplies right now makes about as much sense as building new tracts of suburban housing. And by the way, none of the ideas I've heard tonight, with the partial exception of electrified cars such as hybrids, do anything to affect the one part of the energy picture that bothers us the most, and that's our dependence on foreign oil. Most of what you're going to hear tonight is about the electricity sector. We can put a windmill on every single house in America, and put solar panels on every roof, and it will not reduce our oil imports at all. The motion, in my mind, fails badly."
for,"Well, first of all, I love frogs. And I’m willing to hold one in a business suit. But it was a function I went to in the U.K. for the Prince’s Rain Forest project, so it was -- It was a promotional. No, it was a video effect. Thank you. Again, my name is Kassia Yanosek and I come to you tonight as an investor. I’ve been an investor in the energy sector for the past decade, and I used to invest in dirty energy. My background includes investing at Bechtel Enterprises, the private equity arm of Bechtel which is a large engineering firm. I also worked at BP. So I started out my career investing in coal and gas. And, you know, as an investor, I look for the biggest growth markets. So that’s why I’m a clean energy investor right now. I don’t sit in an ivory tower or a think tank. Instead, I often sit in airplane seats, travel around the country, roll up my sleeves, meet with energy innovators and entrepreneurs, and I figure out where to create value in this economy, which is why we’re here tonight. And this iswhat we’re talking about tonight. You know, most recently, before starting my firm, I was a senior member of a billion dollar private equity firm that’s deployed millions of capital in the sector of clean energy. I currently invest with New York investment houses around the subject of innovation and clean energy technologies, and that’s where I think the opportunities are in this market. So I’m going to give you the real story tonight about why clean energy will drive our economic recovery. The other thing I’d like to point out is that I actually don’t think we should be having this debate -- not will it or won’t it drive economic prosperity but how it can drive our economy. We need to start competing and get out from behind our computers where we write op-eds, stop resting on our laurels of the past, stop wimping out about how China is going to cream us. Is that any way to win a match or a race? So my goal tonight is to convince us that we can continue to be an innovation leader in other sectors that we’ve done in the past, and that clean energy is the next growth market for the U.S. And here’s why clean energy can drive economic growth. I’m going to give you three reasons. First of all, innovation in new industries drives job creation and investment, and I’m going to provide some examples, from I.T. to the auto industry, and also why government has in the past, and it needs to continue to be, an integral part of this growth for the energy sector. Number two, clean energy will drive exports which are critical to our future growth. So, instead of complaining about China, let’s start competing so we can sell into China. And then, third, we do need to talk about our dependence on oil. Oil does not help economic recovery. Our dependence on oil doesn’t help economic recovery; it actually hinders economic recovery. So we actually need a broad menu of energy options to reduce our dependence on any one commodity, which smoothes out volatility and helps our economy grow. So, point number one: innovation drives job creation and lower costs in our energy sector. You know, we can see this in our I.T. markets. We now lead the world in research, product, and deployment. And certainly, Silicon Valley has been a huge driving force of the U.S. economy. Right now, I believe that about 16 percent of our total exports are related to advanced technologies. Well, guess what? That wasn’t part of our economy 30 to 40 years ago, so clean energy has a great future ahead of it if we’re going to actually put our heads together and start innovating. And government was a big part of that. DARPA which is an arm of the government was instrumental in the development of the Internet.And secondly, the auto industry -- dinosaur industry. You know, we got our pants beat off by Japan. But guess what? Detroit is turning around. We’re starting to see Ford and Chevrolet start developing electric vehicles. There’s a lot of activity out there, and it’s winning accolades. So it really debunks this view that we can’t afford to have this job creation in the United States. And then, finally, without going too much into the weeds, I’ll point out some obvious statistics about how clean energy is driving investment in jobs. Last year, $243 billion was invested in clean energy globally. This is essentially a 25 percent compound average growth rate that we’ve seen over the past five years. And this is really one of the biggest drivers that we’re seeing in the markets today. In the past 10 years clean jobs grew 9.1 percent in the United States while total jobs grew by only 3.7 percent. So I have a little bit of different perspective and some different statistics than my opponents over there. And then, finally, I’ll point out that costs are coming down, count down the curve. Electric batteries cost about $1,000 a kilowatt hour two years ago; today it’s about half that, and we’re on track for some very competitive technology that we’re going to see in our electric vehicles within the next 10 years. So we’re starting to see a real big steepness in the innovation curve. Point two, clean energy will drive exports which are critical to our future growth. It’s important that we grow a domestic market not only for us but for our export markets. It’s an opportunity worth trillions of dollars and millions of jobs. My opponent actually pointed out a very important point: There is not a whole lot of energy growth going on in the U.S. and in the next 10-20 years. Ninety percent of the growth and energy consumption over the next two decades is going to come from developing countries. So we better get on that so we can actually benefit from the growth that we’re going to see in these export markets. So, finally, we need to learn from the information technology industry. We need to develop the energy economy the way we did the I.T. And we’re starting to do that. Clean tech really is where information technology was 30 years ago and where biotech was 20 years ago. So we’re at the beginning of a very long and prosperous future for this sector. And then, point three, we need a portfolio of energy choice. Dependence on fossil fuels doesn’t help economic recovery. As I said, it actually hinders it. You know, we’re seeing $100 oil. We’ve seen this happen before, and price spikes really do not help the economy. Rising energy prices act as a drag on GDP growth. A 10 percent oil shock is -- could actually lower GDP growth by .2 percent per year for the next two years, and that’s a recent statistic that Goldman Sachs just put out. We’re also seeing that high oil prices can increase inflation which compresses corporate margins, impacts the consumers, so when we talk about the price of energy, I don’t necessarily see that the current state of affairs in fossil fuel is helping the energy economy in keeping costs down for consumers. So, essentially, with that, I’m going to close with bringing you back to the focus of this debate, which is that clean energy can drive the future of our economy. And, frankly, if you’re not for the clean energy economy, then you’re not for economic recovery. Thank you."
against,"I have to get up there and clean them, for one. Second, the economics -- well, the reason I did, I got a subsidy, a nice big fat subsidy. The city of Boston paid two-thirds of the cost, so I got a $23,000 system for about $8,000. But the payback, assuming no cost of capital and assuming electric rates stay flat, is 20 years. The life of a panel is about 20 years, so I don’t know whether it’s a good investment or not. We’ll see. So, please, by a show of hands, who here is in favor of dirty energy? One. Okay, two maybe. Okay, thank you. That’s what I expected. Well, the fact is that clean energy sounds tremendously appealing. There is no question about it. And debunking clean energy is a dirty job, but Steve and I are here to do just that. Reality is that clean energy is not a specific thing; it is a marketing slogan. If you remember, the Waxman-Markey Bill in 2009 was called the American Clean Energy and Security Act. To the specifics, Governor Ritter mentioned natural gas. I am as pro-natural gas as anyone. I’m also ardently pro-nuclear. N to N, natural gas to nuclear -- I believe these are the paths to the future for a number of reasons. But he also included in his statement that coal, natural gas, nuclear, wind, and solar are clean. The reality is if all of our energy sources are clean, then none of them are. Regarding clean coal, I view that oxymoronic, akin to family vacation or jumbo shrimp. Took a while, but I’m glad you finally got it. Thank you. Wind energy is often viewed as the political darling of the moment. This is the clean energy source of the future. Well, if you saw WGBH just yesterday they had a story about Falmouth, Massachusetts, in which they talked about the objections and, in fact, the strenuous protest by local residents against a new wind turbine in that town. I can point you to localities all over the world. I have interviewed people in New Zealand, Australia, Ontario, Nova Scotia, Missouri, Wisconsin, New York, some very heated debates here in New York State over the sighting of industrial wind turbines. What is the problem? Infrasound, low level noise that is driving people out of their homes. The wind energy industry says, “Oh, well, these people that are complaining just need psychological counseling."" I kid you not. This is a serious problem that they cannot solve and they try to dismiss it out of hand, it cannot be resolved. My opponent said that natural gas or rather that fossil fuels can’t possibly lead to any kind of economic recovery, I completely disagree. Natural gas today is selling for less than $4, why? Because of a tremendous technological innovation in the upstream oil and gas business. It's selling for about $4 per million BTUs, that’s a reduction of about $3 per MMBTU compared to just three years ago. That reduction in price is one of the rare bright spots in the commodity markets in the U.S. It is now saving American consumers $65 billion per year or $180 million per day, and that’s a minimum number. The realityis clean energy is such a nebulous phrase it cannot possibly be supported because the phrase doesn’t mean anything, therefore, you must vote against. Second point, green jobs do not exist or are so expensive as to be crippling to the economy. If you’d believe the corn ethanol scammers, one of the longest running robberies of taxpayers in this country’s history, they just put out a report last month that said they’re -- they support 70,000 jobs. Well, if you believe the Congressional Budget Office numbers, the total taxpayer cost of the corn ethanol scam is over $16 billion. That works out to $230,000 per job. What about the wind industry? We hear this continually from the American Wind -- Energy Association, ""Oh, we’re creating all kinds of manufacturing jobs, blah, blah, blah, blah, blah, blah, blah."" Texas Comptroller Public Accounts Susan Colmes just came out with a report in December, estimated that every wind job in Texas, where I live, Texas leads the country in new -- in wind generation capacity, 10,000 megawatts, each job associated with the wind industry costs $1.6 million to the taxpayers. Third point, clean energy cannot possibly drive America’s economic recovery because it is simply too small in scale. I pride myself on doing my research, doing my numbers, here they are. Every day coal provides about 10 million barrels of oil equivalent to the U.S. economy. Natural gas provides about 12 million barrels of oil equivalent every day to the U.S. economy. We also use roughly 17 million barrels of oil. So roughly 39 million barrels of oil equivalent from those three hydrocarbons, that dirty, nasty energy that nobody likes but everybody uses. Okay, so what about the political darlings of the moment, the clean energy sources that we’ve been discussing here? Non-hydro sources because we can’t build any more dams here, geothermal, wind, biomass, and solar. In 2010, according to the EIA they provided 166 million megawatt hours of electricity to the U.S. That works out to277,000 barrels of oil equivalent per day. So how does that compare then? If we just look at the two dirty, nasty sources of energy, oil and coal, they provide 100 times as much energy to the U.S. economy as the political darlings of the moment, the clean energy darlings of the moment. And if we include natural gas, which I believe is clean incredibly pro-natural gas, the ratio is 140 times as much energy from the three hydrocarbons as we get from the clean energy sources. We could double, triple, quadruple, quintuple the amount of energy that we’re getting from the clean energy sources that we’re discussing here, it will be so smallas to make no difference to the U.S. economy, and it certainly will not drive America’s economic recovery, therefore, you must vote against the motion. Final point, clean energy cannot fuel America’s economic recovery because it is simply too expensive. Latest data from the Energy Information Administration estimate that over the next five years or so, gas fired electricity will cost about $63 per megawatt hour, onshore wind will cost about 50 percent more than that, offshore wind, four times as much as that, and solar thermal generated electricity, five times as much as that. In January, The Los Angeles Times reported on the city of Los Angeles' goal of having 33 percent of its electricity coming from renewables by 2020. I quote from The Times, that, “this push for renewables could result in electricity rate hikes of five to eight percent in each of the next five years.” What's happening now, the city of Los Angeles is quietly rolling back the renewable targets. In the governor's, Governor Ritter's home state, electricity rates have increased by 21 percent over the past six years, and the Denver Post just reported they are likely to increase by 20 percent over the next six. Over the last six years, the increase has been twice the rate of inflation. The reality is that oil price spikes hurt the U.S. economy, there's no question about that. With the coming rate, electricity rate hikes that will come from these renewable portfolio standards in the electricity markets, will be even worse for the economic recovery. You must vote against the motion. Thank you. Sure. I'm glad to, this is an easy one. What is the most admired company in America today? While it might be Google, I would argue it's Apple. Apple's market cap today is over $330 billion. What does Apple do? It designs its products in the United States, and manufactures them in China. Are we supposed to be opposed to that? Are we supposed to say, “Oh, no, Apple, you have to, you have to manufacture those products here in the U.S., even though it would be much more expensive, and then you need to export them”? This makes no sense whatsoever. Apple is an incredibly dynamic company, and incredibly successful company, one of the most admired companies in the world, and yet we're told, “Oh, no, there's something wrong with that”? Further, and another, just, quick point. We heard that $243 billion is invested globally in clean energy. I have no doubt that that's the, maybe, the correct number. I can tell you that, here in the United States, the upstream oil and gas industry spends that much alone drilling new oil and gas wells every year. You don't think that they're innovating? Of course they're innovating. And what have we seen? Incredible success in the shale gas revolution that is driving-- --down the costs of --"
for,"Sure. Well, I think that, you know, first of all, we're going to have to define what clean energy is. Clean energy is not just wind and solar, which I agree makes up a very small portion, less than eight percent, of our global, of our U.S. power generation. We have to include cleaner sources, cleaner ways to develop and produce energy that's beingproduced from coal, and natural gas, and nuclear. So when we talk about clean energy and the opportunity for economic growth we're not just limiting ourselves to renewables here. We're actually bringing in the opportunity to bring down costs, improve efficiency. One thing we haven't even started talking about tonight is actually energy efficiency, and the opportunities there. So, first, I would say that, number one, this is not a small industry. This is a huge industry. And there's so much opportunity -- John Donvan: --they're right, is a small part of it. It's miniscule -- Wind and solar make up about five percent of our global power generation, in the, well, definitely in the United States, less in the -- It's certainly growing by leaps and bounds, but, and so, as an investor, I care about growth, and where the best opportunities for investment are. So certainly the growth is happening in the renewable sector, and much higher growth rates than traditional energy. But I would say that, when we're talking about, how do you grow the clean economy, it's about growing opportunity, broadly-speaking. And there are new innovations we haven't even thought about, I mean, think about the electric vehicle market. We didn’t think about building that market 10 years ago, so there are step changes that we haven’t seen that we need to be innovating for now. John Donvan:Steven Hayward, electric vehicles?"
against,"Well, they’ve got an awful long way to go yet. Their performance metrics are not very good. No, but you’re going to need to make some huge breakthroughs in battery technology and other things to make them work. It’s sort of going step by step, and I’m something of an optimist on that. But, look, let’s suppose we wave a magic wand and we invent the perfect electric vehicle tomorrow that can be sold at a competitive price to a gasoline engine. We have what, 100 million cars in this country? Two hundred million. Two hundred -- those people not only keep them 10 to 15 years, people aren’t going to rush out and buy 200 million cars in the next two years if we do that, so that means we need oil for quite a while to come, right? I just want -- I have to say one other thing though to respond to Kassia directly about energy efficiency. And the cars are part of the story, but they’re a separate thing too. If this debate were scored by the very strict rules of the Oxford Union, Kassia would be ruled out of order for not speaking to the motion. Energy efficiency is about the consumption of energy and how much of it we consume. Clean energy refers to the supply of energy. We’re talking about two different things here. Simple thought experiment, seems to me, clears this up. If you have a factory that gets all of its electricity by coal-fired power and you insulate it and do all the things we want to do to weatherize it and you lower your electricity consumption 25 percent, does that make that energy from the coal fire power plant clean energy all of a sudden? This is like saying we have a motion saying you should eat more vegetables because it’s good for your nutrition and then arguing, but actually, you should just eat less food overall."
for,"Well, I think that’s -- I disagree that Kassia should be thrown out of this debate. I think that that would be a problem --"
against,I said “ruled out of order.”
for,That would be an awful thing for my team. But why are we talking about clean? I mean --
against,Because it’s in the title of the resolution.
