side,script,round
for,"New light, John, I can . After many, many rounds, more than I can remember, of difficult contentious negotiations, I can share with you the insigh t that people that haven’t slept for five or six days at a stretch get very irritable -- -- of all nationalities. John Donvan:Have you slept before coming here tonight? Just before coming here. Hopefully I ’m not irritable . Yeah, my partner is one of America’s finest and most experienced diplomats, Ambassador Tom Pickering. Short answer is, o ne more than Track I. The long answer: it ’s non -officials engaged in diplomacy to see if they can find a way to crack the nut. John Donvan:From the inside , we ’ll be hearing some of that . Ladies and gentlemen, let ’s welcome please Tom Pickering -- -- and the side arguing for the motion, and that motion is, “ Obama’s Iran Deal is Good For America. ” And we have two debaters arguing against it . Please, let ’s welcome Mike Doran. Mike, welcome back your second time debating with us . You are a senior fellow at the Hudson Institute, a former deputy assistant secretary of defense, a former senior director in the National Security Council, also an insider in this process . You helped devise and coordinate a lot of U.S. strategies on Middle East issues, including efforts to contain Iran . You recently Tweeted this, “ In --” 1 44 characters -- “ In Obama -land, the kiss of the nuclear deal will turn the Iranian frog into a beautiful prince, ” but don ’t you have to kiss a lot of frogs before you find a prince?",nan
against,"They ’re kissing a lot of frogs . It’s true.  I ’m against that, yes. That is true . That is true . We keep sending them ideas, and the White House keeps saying, you know, “ Iran sanctions are just so yesterday. ",nan
for,"All right . Thanks very much, everybody . Thanks for coming . I’m really pleased to be here and honored to be joined on my side of the debate by Tom Pickering . Also glad to be up here with Mark and Mike . They play an important role . We disagree on this subject, but they play an important role in what is a really important debate . Let me get straight to the po int. Tom and I are going to argue that the Iran deal of President Obama is good for America for three basic reasons . One, it ’s important for the United States to stop Iran from acquiring a nuclear weapon. Two, this deal effectively does that, and it does it while avoiding a costly and unpredictable conflict . And three, the alternatives to this deal -- the alternatives to this deal are far worse . And I ’m going to ask you to pay particular attention to this third point, because I suspect our opponents in this debate will spend a considerable amount of time telling you why this agreement is imperfect and why it should also have X, Y, and Z . What I don’t think you ’ll hear them do is present a credible and realistic alternative to it . And I r emind you as we start, that the proposition on the table is not, “ Is this a perfectdeal that you would write alone if you didn’ t have to negotiate it with somebody else?” but “Is it good for America? ” And I think if that’s the question, it clearly is . In fact, I don ’t even think it’s much of a close call. The first point , I’ll be very brief on . The United States has an interest in stopping Iran from getting a nuclear weapon because an Iran with a nuclear weapon could threaten the regi on and some of our close allies, including Israel. It could be a precedent and a stimulant for other countries in the region to develop nuclear weapons . And it would be harder to deter and contain it in terms of its foreign policy in the region. I just want that to be clear. I don ’t think our opponents disagree with that, so I would just want to stipulate it upfront. That doesn’t require a debate . It is important for the United States . What we disagree on is whether this deal effectively does that. And Tom and I will assert that it does, and let me tell you why and why it’s good for America. The framework agreement that the Obama Administration negotiated cuts of all of the possible paths for Iran to get a nuclear weapon. Now, in this brief opening sta tement, this is not the place for a very detailed analysis of every provision in the agreement . I suspect most of you have already read it and are familiar with it . What I would do is underscore some of what this agreement does . And I would ask you to think about it in these terms: Imagine the world before us with the agreement, if we get it finalized and we implement it, and imagine the world without the agreement . Think about those two alternatives -- alternative worlds for the future and ask yourself which one you want to live in, which one is good for America. I said the deal cuts off all of the possible paths to an Iranian nuclear weapon. There are three basic paths: Enriching uranium to be able to use it for a bomb, usi ng plutonium to create a nuclear weapon, or a covert path . And this agreement stops all of those tracks . On enrichment, what does the agreement do ? With the agreement, Iran would have to take its current stockpile of low enriched uranium, which is aroun d 10,000 kilograms or 12 tons, enough for several nuclear weapons today, a s we discussed this, and get rid of 98 percent of it, keep only 300 kilograms . Without it, they could have whatever stockpile they like . With this agreement, they w ould have to get rid of two -thirds of their installed centrifuges . Today they have 20,000 installed centrifuges . With this agreement, it would have to go down to 6,000, of which only 5,000 could be operating for 10 years . And they would all have to be theoldest technology, the least efficient. Without it, they can operate whatever centrifuges they like . With the agreement, they would have to stop all of their enrichment at an underground facility called Fordo w and they could only keep nonoperating ce ntrifuges there . Without the agreement, they can use Fordo w for whatever they like . With the agreement, Iran couldn ’t use its more advanced centrifuges to do enrichment for 10 years and would have long -term limits on research and development . Without the ag reement, they can do whatever R& D they want and develop more advanced centrifuges very quickly . With this agreement, Iran could not enrich uranium to 20 percent, the level, if you recall, when the Israeli prime minister was here in New Yor k a couple of years ago, he identified as the most concerning thing . So if you enrich uranium to 20 percent, it ’s a short step away from 90 percent and the ability to use it for a bomb . The interim agreement that we negotiated got rid of that 20 percent stockpile, this agreement requires Iran to not enrich at all to 20 percent, clos es off all the potential paths to highly enriched uranium for a bomb. It also closes off the plutonium path. With the agreement, Iran has to get rid of its current heavy water reactor at a place called Arak and replace it with one that would not produce any weapons -grade plutonium at all. And it couldn’ t do any reprocessing. It has to ship the core out and can ’t use this site . Without the agreement, they can fini sh production of that heavy water reactor and start producing weapons -grade plutonium . Finally, and maybe most importantly, this blocks the covert path . With this agreement in place, Iran would be bound to accept unprecedented intrusive inspections , forever, with a mechanism for resolving disputes . We would have access to their entire fuel cycle from the mines and mills of uranium to production sites for centrifuges all the way to the enrichment sites themselves where there would be cameras and inspectors on a regular basis . That ’s what we have if we get this agreement, if we conclude this agreement . Without this agreemen t, we don’t have any of that, a nd we have no idea what Iran is up to . The bottom line of all that, when you put it all t ogether, is Iran’s breakout timeline, the amount of time it would take them to get enough material for a bomb, goes from around two months, what it is today, to over a year, which our military specialists are confident give us enough time to react if they seek to violate it . I could go on, but you get the bottom line point. When you compare these two worlds that we could live in with the agreement or without the agreement, clearly, this agreement is good for the United States . Indeed, I think it ’s not even a close call. When Tom takes the floor -- I ’ve made the positive case for this agreement . When Tom takes the floor, he ’ll be able to talk about some of the reasons why not only is this a goodagreement, but all of the potential alternative s to it are much, much worse . ",nan
against," Thank you, John, and thanks to all of you. It ’s fantastic to be here. There’s nothing more wonderful than Central Park in the springtime except the IQ2 debate. Now, as you know, we ’re going to argue -- M ark and I are going to argue against . We think this is a very bad deal . Let me just get right to the point. To me, this is like -- say you ’re a legitimate businessman, and a Mafioso comes and you ’re in a little bit of -- you ’re in a little bit of trouble financially, and he offers you a loan, and you take it, and you tell you rself that this is a temporary thing and that as the Mafioso becomes your partner, over time, he ’s going to moderate, he ’s going to understand what it’s like to get honest profits, and he ’s going to change, and he ’s going to start abiding by the law . This agreement would be fantastic if we were making this agreement with Denmark, but we ’re not . We’re making it with Iran . We know Iran well. We’ve known them for 35 years . We know what they ’re like. The Iran that we have today is the Iran that we had 10 years ago . It’s the Iran that we had 20 years ago . It’s the Iran that we had 35 years ago . And that’s -- that is actually the single most important question that I want to put to you tonight is, why do we think that this regime is going to abide by this agreement ? That ’s the -- that is the single most important -- the single most important question, and the administration never, ever -- never ever talks about it .Now, there are two stories out there that are being told. One is the story that the Obama administration is telling, and the other story is the one that our allies in the Middle East are telling . The story the Obama administration is telling us goes something like this: Back in -- back in April of 2013, there was an election i n Iran which brought to power this guy Rouhani, who is a reformer. And Rouhani wanted to change relations with the West. He wanted to change all of this enmity and conflict between Iran and the West. And so he started this negotiation with the Americans , and he made some very important concessions to the Americans, concessions that they had never made, along the lines of the ones that Phil was talking about, basically the essence was a willingness to constrain their nuclear -- their nuclear program. 1 And that then has led to this process that we have here before us today . That’s not the stor y that our allies are telling . They ’re saying that this process is not the result of a strategic change in Iran . It’s the result of a strateg ic change in Washington. The United States -- the United States started this process with major concessions . It ripped up six Security Council resolutions that called for zero reprocessing and zero enrichment . It gave Iran, in the first step, as part of the interim agreement, it gave it the right to enrich, and it said also that the restrictions on its program would be temporary, right ? So the negotiation after that -- after the initial interim agreement and the negotiations were over how long wo uld that period of temporary restriction be ? And under what -- how big would the restrictions on the -- on the program be ? And what would Iran get in return ? Now, just for signing up to the interim agreement, we started paying Iran $700 million a month . We ’re paying them to negotiate with us . We ’re going to -- when they sign the deal, we ’re going to give them $50 billion right up front and shortly thereafter and additional $ 70 to $90 billion. Now, when you ask John Kerry, what ’s the evidence that there ’s been a strategic change on the part of the Iranian regime ? He says, “ Well, look, they signed the interim agreement, and they have negotiate d for over a year now with us, and they have abided by the terms of the interim agreement duri ng this period of negotiation. ” We paid them to do that . We paid them to do that, and we have dangled out a big prize at the end of this signing bonus and the relief from -- and the relief from all sanctions . So, of course, they’re going to be -- they’re going to play nice at the negotiating table . What other evidence do we have other than the fact that they have allowed us to pay them to negotiate with us, that they have made a strategic shift? No evidence whatsoever . They still are the -- they still spout the same anti -Semitic rhetoric, they stillcall for the destruction of Israel, they still destabilize their neighbors . They still have four Americans who are hostage there . They have a Marine, they have a cleric, they have a newspaper reporter, and they have a former FBI agent . They didn’t even have the -- they didn ’t have -- they didn’t even have the grace and the good manners to release the hostages during this -- during this negotiation. Now, Mark and I are going to divide our duties here . Mark is going to explain to you why all of those characteristics of the deal that Phil went through are basically a fiction, why it ’s a fantasy to think that any of this -- that the Iranians will abide by any of these -- by any of these terms that Phil mentioned . I am just going to make a couple of statements about the broader problem of the deal in the region. Mark ’s going to talk about the nuclear breakout. I’m going to talk about the regional breakout . We are turning -- with this deal, we are turning Iran into the regional hegemon in the Middle East, all right ? We have turned a blind eye to the expansion of Iranian power in Iraq, in Syria, in Yemen, and elsewhere across the region . And when we hand them $50 billion a few mon ths from now, if, in fact, we do, we’re going to see an expansion of those -- an expansion of those activities . That ’s one problem . Another problem is we have set off with this deal a regional nuclear arms race . The Saudis have said openly, explicitly, that they are going to match the Iranians capability for capability . They ’re not going to wait for this deal to end before they start developing their own capability, and they have made that explicit . There’s no way to deny, absolutely no way to deny, th at there is not a regional nuclear arms race underway right now . The other thing is this deal does not make the United States any safer . One of the things that has been left off the table, not part of the negotiations, is the illegal ballisti c missiles program of the Iranians . So before long we ’re going to have an Iran -- a nuclear Iran with a ballistic missile capability capable of hitting the United States . A good deal, a good deal -- and this is what we need to define -- a good deal is one that stops Iran from getting a nuclear weapon, A ; B, makes our allies in the region feel safer and stabilizes the region; and, three, makes the United States safer . This deal does not meet that basic criteria. ",1.0
for,"Thank you, John, and thank you for your warm welcome . It’s a pleasure to be h ere with Phil and also with Mike and Mark . I have much I think to say tonight in a very short period of time, and I will do what I can to compress it . Not too long ago when he was still alive, Daniel Patrick Moynihan said famously that, “You ’re each enti tled to your own opinion but not your own set of facts. ” Tonight from Mr. Doran we’ve heard an extremely interesting, unusual, and strange set of facts . So let me just cover a few of those that I think will be helpful to your understanding of the arrangements that we have to deal with. First and foremost is the notion in his part that somehow $50 billion will pass on the moment of signature . The truth is, of course, that until Iran complies with four major requirements of the deal -- tha t they put their centrifuges aside ; that they change their stockpile from 10,000 kilograms to 300 kilograms ; that they, in fact, dismantle the central piece of the reactor that can make plutonium ; and that they agree on that the past efforts that the y made in a nuclear direction , in a nuclear weapons direction , are fully explained to and satisfactorily explained to the Int ernational Atomic Energy Agency -- they get nothing out of this deal . N o sanctions relief until those particular steps take place, no money passes hands to Iran.Secondly, the notion that Iran is somehow going to enjoy, when it does get this money, the opportunity to play havoc in the Middle East is both strange and unusual . Certainly we watch carefully what Iran does . And none of us have undertaken the notion that the Iranians are angels, that the whole agreement is indeed put together with very strong inspection mechanisms well beyond what you have ever seen before in any country around the world in order to prevent the kind of cheating or indeed the kind of misuse of the agreement for narrow political advantage . Were the Iranians, in fact, going to misuse this money, the y would have far done it well before an y receipts from sanctions relief, their priorities for the things that they ’re doing in the region are high enough, I think, for them to continue to do that. It is important, too, to remember this is a nuclear agreement, not a ballistic missile agreement . Both sides have agreed on the importance of the nuclear agreement as a matter of priority . Obviously, a missile -- ballistic missile without a nuclear warhead is not the kind of threat that has been portrayed to you here . And there are plenty of opportunities in the next set of agreements, if this one is successfully concluded, to move on to that particular effort . Now, let me turn, if I can, to the key questions, a nd they’re important to all of us here . You ’ve already understood that both sides share a deep sense of the necessity to stop any Iranian nuclear weapon . That ’s stipulated and agree d. It ’s important, however, to understand that the second question -- is this a good deal for America -- is one that we would certainly answer in the positive for a whole set of reasons that Phil set out for you. And the third question is, what are the alternatives to this deal ? Well, the alternatives, quite starkly and quite frankly, are two : n o deal at all, or an attempt to use sanctions to see if, in fact, we can achieve a better deal . You heard from Mr. Doran that he would like to have zero enrichment. I would like to have zero enrichment, too . I’d like to be a billionaire . I ’d like to believe in the Tooth Fairy . But for 14 years, previous administrations attempted to negotiate for zero enrichment, and got nowhere . And the value of zero enrichment, in my view, is not significant compared to the value of the arrangement that we now have on the table, with all of its inspectionmechanisms, and with al l of its limitations on Iran, and that ’s extremely important to keep in mind . In addition to that, what would happen if we walked away from an agreement? How and in what way would that affect the situation? It would affect it very badly . We would have turned down what our allies joined us in negotiating . The notion that we could achieve effective additional sanctions without friends, allies, and indeed, without the participation of the world community, is well beyond reality . It’s not there and it’s not . The third question is, what would happen in the event we had no agreement . Iran, of course, could move freely to a nuclear weapon . They wou ld have two to three months to breakout time . They would, if they -- they ’re so inclined, use that opportunity, as we have a 10 -year agreement with a 15 -year limitation on the production of more than 300 kilograms of low -enriched uranium to hold them in place, and I think that’s important. Finally, I think it ’s significant that you understand that the alternatives to an agreement may well involve the necessity to use force under conditions where we would be highly isolated, having turned down the kind of agreement we participated centrally in negotiating -- a good agreement . If we were to use force, it would mean, I think, from the best judgment that I can get of military officials, a three to five-year cessation in the Iranian agreement before they could move back to where they are now. And a situation under which we would have to bomb pretty continuously to keep the Iranians under that kind of stricture and under that kind of pressure . To me, there is no alternative . This agreement is a good one . I hope that you will consider that carefully . And when the time comes to push your little button, push the button in the right order for the right set of arrangements that President Obama has put before you. ",1.0
against,"The agreement doesn ’t have binding restrictions . This is the -- the reason that we have gotten any compliance out of the Iranians th us far is because we ’re paying them to do it. The -- you know, Tom mentioned that the agreement is going to require the Iranians to come clean on all of their past program, which is an incredibly important aspect of the monitoring mechanism. Unless you understand what the program was, you can ’t monit or it. The fact of the matter is the Iranians have stiffed the IAEA for a decade about this . We have not stood firm on it. We have not forced them to come clean on their past program. And the agreement that we got from them about that is that, yes, the y will address that question in the future . I’m willing to bet anything -- I’m going to make a prediction right here, Phil. And my prediction is that if this deal is signed, we ’re going to give them sanctions relief before they ever come clean on their p ast program, because they have never ever come clean and they ’re not going to let us into military sites.",2.0
for,"Look, let me offer you the facts, not your imagination, not your predictions -- Michael Doran : Have t hey ever come clean to the But that’s a step . But we will not --Michael Doran : You just said that. -- conclude the release of sanctions until they have come clean with the IAEA . That’s an indisputable negotiating objective of the United States . That ’s what we have said we will agree to, nothing less . And so that’s -- you ’re sitting here making up fairy stories about what it is that’s going to be agreed or not agreed . Nobody that I know o f, when the framework came out on April 2nd, who knows anything about this agreement was not surprised by the degree to which Iran had come in our directions, including, I have to tell you, a number of very senior Iranians . The notion that somehow we have been snookered or somehow that this process will not work , totally defeats the fact that throughout the Cold War we made a whole series of agreements with the Soviet Union. President Reagan said in his best Russian, “ Doveryai, no proveryai,” “ Trust but v erify.” That ’s the basis of this agreement. This is nothing new here.",2.0
against," Tom, it ’s interesting . I mean, you know, these are stories you tell childre n to keep the nightmares away, that, “ Don’t worry, the Iranians will come clean . Don’t worry, the Iranians have come clean. ” But, Tom, you know better than anybody that the Iranians have been stonewalling the IAEA for years . There are 12 outstanding questions about past and possibly continuing military dimensions of the Iranian program. The head of the IAEA has made it very clear that he is deeply frustrated that Iran refuses to answer those 12 questions . They ’ve answered half of one, Tom . Half of one is not answering the questions . There are 11 and a half outstanding questions . We also know that the administration will give sanctions relief based on Iranian nuclear compliance, and that includes centrifuges, it includes Fordow , it includes some of the nuclear elements of this. So Iran is going to get sanctions relief before they ever have to come clean on all 12 dimensions of the weaponization efforts --Male Speaker: Thomas Pickering: Just not accurate, Mark. And you know what?",2.0
for,"They’ve already come on 8 according to the IAEA, but let ’s not argue about the details.",2.0
against,"12, Tom, half of 12.",2.0
