side,script,round
for,"Hello, John. Thank you, John. It's true that my family had fought battles with the Saud, but I can't claim that I personally participated in this battle. Yes, this is precisely the kind of answer or question that I get from Saudi apologists who don't have actually a legitimate response to what I have to say or write. Yes. My partner in the debate, Mark -- Ambassador Mark Lagon. So Freedom House rates every country in the world on political freedom and on civil liberties from one being best to seven being worst. And just last week, the annual scores came out, and Saudi Arabia was a seven on both in the worst, meaning repressing dissent or repressing women, repressing minority face -- Indeed.",nan
against,"John, I think it won't be any less complicated. We don't have that kind of power up here, but I think that folks will understand the complications a little bit better and I think they'll understand why the relationship with Saudi Arabia continues to be in America's best interest. My partner is the very experienced and very talented Ambassador James Jeffrey. Not at all, John. He's got the best job in the world. I've had the privilege of working with him at times and he's going to do great.",nan
for,"Ladies and gentlemen, good evening. I'm very happy to be here and present the motion. I will argue that the U.S.-Saudi relationship has indeed outlived its usefulness. In support of the motion I will cover the domestic and regional considerations, and my partner, Ambassador Mark Lagon, will cover the subsequently the international and global aspects of the bilateral relationship. Before I get started I'd like to make an important point. The domestic consideration that I will consider today cannot be discussed in isolation as some would have it, internal matters of for Saudi Arabia are not really for the country itself. We live in a global world and so many things are interconnected from terrorism to oil. We can't isolate the domestic from the international; however, we have a very good division of labor between the two of us and I will cover the first part of this debate and it deals with internal dynamics. So, one thing to remember is that whatever happens inside Saudi Arabia does not stay within the borders of Saudi Arabia and has implication for the U.S. and also for that matter the whole world. The U.S.-Saudi relationship was dubbed from the very beginning as a special relationship. From the moment American President Roosevelt met King ibn Saud, the founder of Saudi Arabia on the 14th of February 1945. At the core of this relationship were two issues. First, oil and second one is security. The special relationship meant that the U.S. offered Saudi Arabia uncritical, unequivocal, and unconditional support for more than seven decades. We will argue that this is no longer in the U.S.'s best national interest. Let me just explain how this relationship developed. In the 1960s, Saudi Arabia was a very useful ally during the cold war. Its oil wealth, its strategic location -- and believe it or not, its conservative Islamic tradition -- all helped to defend against, and ultimately defeat, nationalism and communism, not only in the Arab world, but also in the Muslim world in general. This special relationship meant that Saudi Arabia became important for the U.S., and even more so, after 1979. So, why 1979? Remember, in 1979, the main ally of the U.S., the Shah of Iran, was toppled. And we get to the establishment of the Islamic Republic of Iran. And at that moment, U.S.-Iranian relations became extremely difficult and hostile. And in fact, they have never been resolved until the present day. It is still a troubled relationship. So, the U.S. decided to put all its baskets in the -- all its eggs, sorry -- in the Saudi basket. And therefore, this relationship became even more special. And we leave that moment to come to Afghanistan in the 1980s. And here, the U.S.-Saudi alliance became extremely important. And also, Saudi Arabia used its conservative Islam in order to start what is regarded today as the menace -- and the menace is the global jihadi movement that brewed in the caves of Afghanistan. But then it spread across the globe, and I do not need to remind you of the details. Today, this special relationship has become counterproductive. Unconditional U.S. support for this absolute monarchy is now against U.S. national interests. The absolute monarchy of Saudi Arabia has become difficult to sustain. First, this regime oppresses its own people, marginalizes women, discriminates against religious minorities, spreads lethal conservative religious ideology, interferes in domestic affairs of its neighbors, and aspires to become a hawkish regional superpower. This doesn't help U.S. interests, but actually harms them. Unconditional U.S. support legitimizes the regime and authoritarianism, and makes the U.S. vulnerable to accusations of double standards -- supporting dictatorship in one country while promoting human rights and democracy in other countries. More than that -- since 9/11, many Americans have asked legitimate questions. Given that 15 out of 19 hijackers were Saudis, Americans began to ask, ""Are Saudis our friends or foe?"" This was a legitimate question, given that Saudi Arabia spawned more than three-quarters of the terrorists who perpetrated the most horrific acts against America in modern history.",nan
against,"Thanks, everybody, for coming out. We're going to divide up the defense of this motion, not according to domestic and international, because we actually think that the whole point of this motion is about the value of this relationship to the United States. And so, we're going to focus on the value that Saudi Arabia and the relationship with Saudi Arabia brings. I'm going to talk about probably the most telling point that Madawi brought up, the two most telling points: Values and the spread of this very conservative xenophobic, intolerant version of Islam that we short handedly call ""Wahhabism."" And Jim is going to talk more about American interests in strategy and in oil and in other elements. So it seems to me that if the argument's about values, they win, we walk off the stage. Saudi Arabia does not share our values. We are very happy to stipulate that. But the question here is not for us about values, it's about interests. If we ran our Middle East policy based only on dealing with people who shared our values, we really wouldn't have many people to talk to in the Middle East. The Middle East is a very strategic area. It's in flames right now. And having a relationship with a stable country in the Middle East that has influence in Syria, in Yemen, in other parts -- in Iraq, in other parts of the Middle East that are in flames we think is actually very useful to the United States. But I think Madawi, my friend Madawi -- and we've known each other for a long time. I think my friend Madawi's best argument here is the fact that Saudi Arabia has been the home of Wahhabism and that Wahhabism has become, in its various incarnations once it left the country, a threat to the United States. So there is a logic to this, undoubtedly. But I don't think that that logic holds through the entire argument. And let me tell you why. It's more complicated than that. It's nice to look for a single cause, for any phenomenon, particularly a troubling phenomenon like the Salafi jihadist movement in that al-Qaeda and ISIS, they're Salafi jihadists. That's what specialists call them. It's always nice to try to find the one silver bullet that's the cause for this, and then you can go against it. But I don't think that that's ever right, right? Salafi jihadism is the product of an enormous number of factors, and Madawi mentioned a very important one, the success of the jihad in Afghanistan against the Soviet Union. That was supported by Saudi Arabia, also supported by the United States. You might remember President Reagan calling the leaders of this jihad, the mujahedeen. He compared them to the Founding Fathers of the United States, right? Lots of Saudis have joined ISIS, but lots of Tunisians have joined ISIS, Tunisia, the one success story of the Arab Spring, the most democratic of the Arab countries emerging from the Arab Spring. Europeans have joined ISIS, even some Americans. It's hard to say that Wahhabism was the thing that drove them to join ISIS. I think that the fact of the matter is the Saudis lost control of global Salafism, they lost control of Wahhabism once it left their borders. And in fact, these people in ISIS and al-Qaeda, who share some beliefs with Saudi Arabia about what Islam means, now want to kill the Saudis. And they identify Saudi regime as one of their major opponents. In fact, counterterrorism is, I think, one of the major reasons why we need to sustain our relationship with Saudi Arabia. Intelligence sharing is an important part of that. The Saudis, we know -- right, we know that because of cooperation with the Saudis, there have been plots foiled. In 2010, a plot by al-Qaeda to ship explosives from Yemen to the United States in airplanes was foiled because of cooperation with Saudi Arabia. In 2015, because of cooperation with Saudi Arabia, the United States, and cooperating with Lebanese authorities, was able to arrest the mastermind behind the Khobar Towers bombing that killed Americans, Saudis, and others in the eastern province of Saudi Arabia back in 1996. So intelligence cooperation is part of this. But also an extremely important part of this cooperation with Saudi Arabia and sustaining that relationship with Saudi Arabia is not simply the intelligence sharing, it's also that we need the Saudis on the ideological front against ISIS and al-Qaeda. We, the United States, have no standing in those arguments in the Muslim world, right? We can say, this is bad, this is wrong. No one in the Muslim world listens to us. We're not a Muslim country. What the Saudis do, right, as difficult as it is for us good liberal Americans, who really excoriate the Saudis on all sorts of grounds about women's rights and political freedoms for very good reasons. What we cannot do is make the argument against al-Qaeda and ISIS within their own intellectual framework, and the Saudis can do that. And that's another reason, besides the kind of very, very practical intelligence sharing that we do with them -- that's another reason the ideological fight against ISIS is best conducted from within the intellectual framework of Salafi Islam. And really, only the Saudis can conduct that fight. They are doing it. We have to press them to continue to do it, but I think that that makes them extremely important for the United States and argues for the sustaining of our relationship with Saudi Arabia.",1.0
for,"Thanks, John. Thanks, Intelligence Squared, for asking a good question, and thank you for coming. Professor Al-Rasheed and I are here to ask you to support the same position that we're arguing for, that a special, unconditional relationship with Saudi Arabia has outlived its utility. She's focused on some domestic and regional factors. I'm going to look at some more global ones and aspects of the bilateral relationship itself. First, United States does not need Saudi Arabia as much as it once did for oil. The relationship the United States had with Saudi Arabia began with oil, and it was premised from the 1973 oil embargo for a good while on access to oil. But due to technical -- technological advances like fracking, the United States doesn't need Saudi oil as much. There was a decline of some 50 percent of Saudi oil exports to the United States from April to December of 2014 as a result. The Saudis know they need to change. The deputy crown prince has put forward an economic reform plan called Vision 2030 based on moving away from that dependence on oil. They depend on oil for 77 percent of their budget. That's compared to merely 33 percent for Iran. The Saudi government needs to simultaneously find a new source of economic growth and convince the United States that the relationship is about something more than oil. Now, some say, including probably our debate partners, that the United States should care about this because the Europeans and the world economy depend on oil. But for a number of reasons, the United States can remain an important military guarantor of stability and access to oil in the region without having an utterly unconditional relationship with Saudi Arabia. The likelihood of overthrow of the regime is not great. Our counterparts here in the debate will probably argue that it's a fairly stable regime. And there isn't reason to think that there's going to be major war teen the regional powers or even a bad actor like Iran wanting to cut off the oil supply entirely. Second argument: Unconditional backing undercuts U.S. global credibility. This is a government, for instance, that stones, lashes, beheads people. It's executed over 150 people each of the last two years without due process. And internationally, the Saudis have engaged in harming civilians terribly in their escapades in Yemen, killing some 6,000 people in Yemen in the initial months of intervening to try and change the government to be more to its liking there. There are now some 3 million people displaced in Yemen. At the same time as the United States is rightly criticizing Russia for harming civilians in Aleppo in Syria, it stands by Saudi Arabia and is selling massive weapons, 10 percent of U.S. arms sales go to Saudi Arabia. The Wahhabist world view that Greg Gause talked about has indeed been a pernicious factor. It has -- as Hillary Clinton said in a memo quoted in WikiLeaks indicated, that donors in Saudi Arabia comes through the most significant source of funding, the Sunni terrorist groups worldwide. We've seen this impact in Southeast Asia and in western Africa villages. We've seen it in a $100 million going to extremist clerics in Pakistan from Saudi Arabia and the United Arab Emirates with government support. We've seen it touching on Nigeria. We've seen it touching on Kosovo. Next argument. U.S. backing for Saudi Arabia leads to greater targeting of Americans. We help give birth to some of the worst extremists by working with Saudi Arabia to create jihadists to fight against the Soviets, perhaps in an elbow fight then, but they came to turn their eyes on the Saudi government and on the Americans from afar. It looks like even though there isn't a U.S. major deployment of troops anymore ever since Saddam Hussein was overthrown, that American presence is somewhat less in Saudi Arabia and still our association backing unconditionally that government of Saudi Arabia puts a bull’s-eye on the back of Americans because it's easier for extremists to fight Americans as the patrons of Saudi Arabia than to succeed in trying to overthrow the Saudi government right there. The Saudis engage in blackmail. If they really had the overlapping interests that our counterparts will argue that they had, they wouldn't regularly try to withhold intelligence sharing or threaten to stop buying our weapons or cooperating with us when, for instance, the Congress passes a law allowing American citizens with the families of 9/11 victims to sue the Saudi government. And that kind of leveraging happens with others. Sweden's Foreign Minister Margot Wallström had the temerity to note women's rights are horrific in Sweden and she was punished with being barred from talking at the Arab League with visas being withdrawn from Swedes. This is blackmail. It's worth noting that also Saudi Arabia threatened the U.N. if it pointed a finger at it in its annual report on children in armed conflicts for the mayhem that it has been conducting against children in Yemen threatening to cut off aid, including for Palestinian refugees. Don't buy that this unconditional relationship has to stand as it is. Thank you.",1.0
against,"Thank you, John. Thank you all for coming. If there's one thing the recent presidential election showed is that it's a good thing to look at all of our assumptions and sunk cost ideas about foreign policy, domestic policy for that, and thus it's good to take a look at Saudi Arabia. Nonetheless, this motion as written is not only and I quote the moderator, John, ""verbose."" It's also not very clear. If I were here tonight debating either we should stop defending South Korea or we should continue, I could give you an idea of exactly what that meant and some idea of the risks racking and stacking them. This is different because we're talking about a special relationship which has no real definition. As a diplomat I know what it feels like because I've done it in countries like Germany, Turkey, Saudi Arabia, Japan, Korea, and a few other places that reached that level, but nonetheless, it is hard to pin down. But let me try to explain a little bit what a special relationship is and in particular what it isn't. Actually, I'll start with what it isn't. It isn't unconditional support. I don't know of a Saudi, and I've talked with most of the leaders, who would claim that Barak Obama gave Saudi Arabia unconditional support, but I would like to see the other side defend -- the point that he did. Nonetheless, a special relationship continued. We managed to maintain a good relationship with Saudi Arabia despite major disputes over Yemen, major disputes over Iran, because that's what special relationships do. They don't mean you agree on everything and they certainly don't mean you like each other's domestic policies. What they mean is that they're important players in a construct internationally that you share. So, that takes us to the key question, and it's a very dramatic question right now with a new administration with very new ideas, what is our national interest. From then we can deduce whether Saudi Arabia fits into them. The Trump administration is going back and forth with a lot of rhetoric and lightning bolts between a somewhat more colorful version of what we've been doing since 1945, which is a global security -- collective security system and a global order. On the other hand, some in the administration are pushing for a more muscular ""America First"" national interests approach, rather similar to what we saw -- and it didn't work well -- in the 19th century. But regardless of which way this administration goes, short of full isolationism, you're going to need friends and allies. We can't do whatever we want to do in the world alone. And that means we have to turn to countries that will help us. So, how does Saudi Arabia help us? Now, our colleagues gave us a wonderful example of how they helped us 20, 30 years ago. My first point is, they were certainly no more democratic or lovable then than they are now. In fact, on Mark’s scale, they would have been an 8, probably, 30 years ago -- -- if we'd had an 8. But nonetheless, we managed to do a lot of very important things with them. We've got big business to do with them now. First, oil. Back when all this started, according to the other side, it was all about oil dependency, except back in the 1970s, we were in America only beginning to important major amounts of oil. The problem was not oil to America then, or for a while, and we did import a lot -- including from Saudi Arabia -- now, when we only import about 25 percent, and only a small part of that from Saudi Arabia. It's about oil to the world. And where does that come from? 25 percent of internationally traded oil comes from the region around Saudi Arabia, and it is the biggest swing producer. That means that Saudi decisions on oil have a huge impact on the international economy that we trade with and have a huge impact on the price of gasoline at your pump. We saw what happens when we get on the wrong side of Saudi Arabia on oil issues in 1974. That's a good example that close friends don't always support each other. The next things is, the threats we're facing in the region. It isn't quite the Cold War, I grant you, but between ISIS and Iran, we have really terrible problems. Have the Saudis killed inadvertently, to a large degree, 6,000 people in Yemen? I think that's a pretty accurate figure. The side they're struggling against, Iran and friends, have killed deliberately, as a policy, a hundred times that. Those are the kind of facts we have to deal with. It isn't a choice between who you'll take to the ball. You're not looking for a special partner, a special relationship -- someone -- a significant other for the rest of your life. This isn't a love affair. It's a question of transactional issues to accomplish common goals. Those common goals include fighting ISIS, fighting Al-Qaeda, and containing Iran in the area. And there, we need the Saudis. My opponents are absolutely right about the blackmail. But I'm here to tell you, I don't know of a major ally of ours who hasn't done similar blackmailing. And had I six more minutes, I would start with Turkey. Actually, I would probably end with Turkey. But I could throw in even the lovable Germans and some others that would surprise you. The Japanese and the Koreans, once. So -- and as far as us being more in danger because of Saudi -- as a guy who's had a bulls-eye on my back, literally, in the Middle East repeatedly, it's never been because of our relationship with Saudi Arabia. It's been from many other things. That's not the fault of the Saudis. Thank you very much. Vote against this bad, bad motion.",1.0
for,"Saudi Arabia is a pressure cooker. And the more there is of oppression and sabotaging people's rights, the pressure is going to rise. And one day, it's going to implode from within. I just want to remind you of what Woodrow Wilson said about repression actually is so connected to revolution. And the U.S., by giving Saudi Arabia unconditional support, is actually sowing the seeds of revolution. It is unconditional. To give you two examples, if oil is important, those of us who are old enough, remember what happened in 1973 when the oil prices quadrupled-- or most-- because of the embargo. And with the U.S. support to Saudi Arabia it wasn't able to do anything, and it took six months for the oil prices to sort of stabilize, but at a very high price. The second point about this unconditional support is Yemen. We have --",2.0
against,"Bottom line is that in the long run, every regime is in trouble. But in the long run, we're all dead. And so far -- And so far, Saudi Arabia has a pretty good track record of stability.",2.0
for,"Well, our colleagues here would suggest that they are the sophisticates, and we're sort of pulling at heartstrings. We have a subtle argument. The -- Saudi Arabia is stable. It's not about to blow up. And it's a relationship that can withstand the United States pushing them a little more as opposed to giving them a free ride. But my colleague is right, they are resilient. And if they do not open up to women being involved, other forms of Muslims than Sunnis having a voice, it is going to be a pressure cooker that in the long run cannot last. Well, everybody thought Mubarak of Egypt was very resilient, and he lasted 35 years. It doesn't mean that things don't just sort of implode one day. And our failure as social scientists is we can't really predict with accuracy when these implosions are going to take place. But this doesn't mean that we can say that Saudi Arabia is stable and so many people have forecasted its downfall. We're not talking about that. We're talking about the U.S.-Saudi relationship. And it is an unconditional relationship so far as we can see.",2.0
against,"John, Mark and Madawi are right, and I think that Greg reinforced that. But I'll say it too. You can't tell who's going to blow up or who can't. But so far you can look at experience. In the Arab world since 2011, we've had three really big meltdowns with war; Yemen, Syria, and Libya. Those aren't American allies. Those aren’t people who were pushed to melt down because America either did too much or didn't do enough. The countries that have survived it include Saudi Arabia, Egypt, albeit with considerable turmoil, and Iraq. Those are countries that America has maintained, at times holding its nose, a close relationship. I'll rest my case.",2.0
