side,script
for,"There are three. The first is hope, the second is equality, and the third is the rule of law. My wonderful partner is Melissa Harris-Perry. America’s defining virtue is that despite entrenched racial and gender inequality, this place has been home to generations of women of color whose very lives embody the greatest aspirations the country has set out for itself."
against,"Well, in 2015 I wrote a book saying humility was the most important and defining virtue. And then the 2016 election happened and I figured, “Well, that worked.” That was good. The greatest political philosopher in the history of the world, Robby George. Thank you. It’s a pleasure. Halfway down. “E Pluribus Unum. From many, one.” We do not share a common religion. We do not share a common ethnicity. We’re many religions. We’re many races. We’re many ethnicities. But from that we have become one people. Despite our many differences we’re one people. We’ve been able to maintain civic friendship and sustain and experiment in ordered liberty that was unknown prior to the American founding."
for,"Good evening. I want to start by saying that, obviously, it’s a bit of a difficult day to make the case that liberals hold the moral high ground. It is a -- it is a week when obviously Congressman Conyers had to resign, when Senator Franken today resigned. My partner and I maybe asked if we could -- well, my partner didn’t. I maybe asked could we just change the motion to “men occupy the lower moral ground” -- -- but listen, despite those news realities we are prepared to argue that in fact liberals occupy the moral high ground. And here’s how we plan to go about making this argument. In part, by acknowledging that in the current news cycle it is important that in this case, in all cases of this kind, individuals cannot be held as the standard for any particular ideological, policy, or partisan worldview. We will not be making a claim, therefore, that any individual conservative or liberal can be used as a bludgeon against the entire worldview. Any conservative or liberal. So, showing that there is an immoral conservative, no matter what house they occupy, or that there is an immoral liberal is not in and of itself a sufficient condition. It has been true historically, and will continue to be true, that the character affiliated with liberal persons or conservative persons may be inadequate. That is not our argument. In fact, instead what we will argue is that the guiding frameworks, choices, beliefs, public policies, and historical trajectories and outcomes of liberalism with a capital L, versus conservatism with a capital C, lead us as a nation to more moral outcomes when the folks who are in charge, occupying elected office or movement leadership or positions of power, are people who understand themselves to be liberals. Now, this evening, our goal is going to be to offer evidence of that. Now, obviously, this gets me to the hardest part. What do I mean when I say “moral?” Now, we will undoubtedly in the course of our conversation occasionally make use of religious parables or phrases or that sort of thing, but that is not what we are here to make an argument about. What I want to make a claim of in my limited time remaining is that we actually share, as a nation, a civic religion that is laid out by our Framers as an aspirational morality, that is instantiated in America’s founding documents: the Declaration of Independence. Now I want to be clear: this document is aspirational, but it is also audacious. The author and signatories of the Declaration of Independence in 1776 tell us that, in writing and signing this document, they are telling the world what American morality is. They’re telling us that in this moment in 1776, as they separate from old King George, that it is their responsibility to tell the world why. And here’s what they say. “We hold these truths to be self-evident, that all persons are created equal and endowed by their Creator with certain inalienable rights, and that among these are life, liberty, and the pursuit of happiness. To secure these rights, governments are instituted among persons, deriving their just powers from consent of the governed.” Can you imagine anything less self-evident on the Monticello mountain in 1776? It is an aspirational document, but a moral one for certain. So, we take this as the standard of American civic morality by which both liberalism and conservatism must be judged. Human freedom, meaningful equality, the cultivation of human flourishing, and substantive popular governance. I’ll give them to you one more time: human freedom, meaningful equality, the cultivation of human flourishing, and substantive popular governance. If you claim to be moral, then, over time and on the whole, your ideological approach must demonstrate empirically that it provides for greater human freedom, meaningful equality, cultivation of human flourishing, and substantive popular governance. Dr. Dean and I have no doubt that we will be able to demonstrate over the course of this evening empirically that those persons who understand themselves as Liberal, with a capital L, consistently occupy the moral high ground. Because, as Rosa Parks says, “I would like to be remembered as a person who wanted to be free, so others would also be free.” The expansion through popular governance of the moral high ground through the American founding documents. Thank you."
against,"First, I want to thank St. Howard and St. Melissa for coming down from their moral high ground -- -- to the ground the rest of us occupy. I was always wondering how do they get down from something so lofty? Is there like a fireman’s pull or an escalator? It turns out, it’s amazing how they arrived. They were actually escorted down by cherubs. They just sort of floated down, people throwing Noam Chomsky essays on the floor. Now, so I guess I thought this was a strange resolution. So, it has to do with moral behavior. Somebody has a higher moral ground than other. So, are liberals -- do they behave better than conservatives? Well, half my friends are liberals, and half are conservatives. I don’t think the liberals are that much better. If you look at the data, conservative households give about 30 percent more to charity; they donate blood more; they volunteer more. Red states give about twice as much charity as blue states. So, it’s not obvious to me that liberals are better. Then you can look -- well, maybe it’s about moral thinking; they just think in better moral terms. We have a guy here, right here, Jonathan Haidt who studies this for a living. And as I understand Jonathan’s work -- always a dangerous thing to do to summarize in front of him -- he says liberals and conservatives think morally differently. Liberals think about more harm and care. Conservatives use that moral axis for these, a bunch of other moral axises. So, they’re different ways of thinking. But one I don’t think that Jonathan’s work is better than the other. The third thing that’s odd about this resolution is thinking that our moral stature is based on what we hashtag or what we vote. Now, I confess, I happen to think politics is generally a competition between partial truths. Most great issues are competing goods; security versus freedom, equality versus achievement, diversity versus cohesion. And sometimes liberals seem to me a little better. On civil rights, on feminism, liberals are a little better. I think the conservatives, we had a pretty good 1980s. I think defeating communism was a great moral good, threatening capitalism to Asia was a moral good. I think we -- we, on some issues, we’re probably a little better. But the core truth is we need each other to balance each other out. I need you to correct for my excesses, you need me to correct from yours. And we have to do that from equal standing, not from you on high down to us down low. And so, then the fourth thing -- biggest thing I found out about this resolution is that you could tell somebody is based on a label. Now, let’s read the resolution carefully. This is not a resolution, “Liberalism holds the moral high ground.” This is not about a philosophy. The resolution is “Liberals Hold the Moral High Ground,” liberals as people. The claim of this resolution is that liberals, as people, are morally superior to Robby and me. And the rest of those who go by the label “conservatism.” In my case, that could be. I’m a pretty flawed person. But how would you know based on a label? And I fundamentally think that’s a -- probably a bit of a pernicious way to think. If you think you’re superior to me and you come from a moral high ground, it’s pretty hard for us to have a conversation. If you think you come from a moral high ground superior to me, I can’t compromise with you because to do that would be to surrender my honor. If you think you’re morally superior to conservatives, well, then conservatives will act with angry resentment. And a lot of people voted for Donald Trump because they thought a bunch of tenured radicals along the coast thought they were morally superior to them. And so, if you want the kind of politics we have today, think you’re morally superior to the other side. And so, what I’m saying, is the whole idea of this concept that somebody has a moral high ground, higher than the people who disagree with them, is probably a pernicious concept. It seems to me also a sign that if you think you’re morally superior to a group of other people, it’s a sign you’re probably not. When I think of the people I really admire -- I was with some ladies in Frederick, Maryland, and they teach immigrants English and then how to read. And they just radiated goodness and good cheer. And they were humble. They made you feel good. The thought of them saying, “Hey, I’m morally superior, I am on a higher moral ground than you,” it never would have happened because humility and grace and gratitude was at the core of their being. And so, the whole idea that one side morally pernicious, it just wouldn’t have occurred to them. And so, I say if you vote for this resolution, you’re voting for the idea that one side thinks they’re better than the other. You’re voting for a politics of value signaling and not of politics of discussion. And then, the final thing I’d say is that we’re not in 1994 anymore. Politics is no longer really about big government versus small government. That was the debate we had for a long time. We’re at a different moment in political history. And what we’re facing around the world is the threat of neither liberalism or conservatism, but of sort of global populism. And I’ve spent time with Steve Bannon. What strikes me about Bannon is that he has a coherent story to tell. He has a 50-year plan. He has a -- a set of convictions that he totally believes in. It’s like being with Trotsky in 1905. And it’s kind of impressive. I don’t agree with it. But what strikes me is that he’s the Bolsheviks, and we’re the Mensheviks. Those of us on right and left who probably disagree with Steve Bannon, we’re back on our heels, we’re surprised by events. We don’t have a coherent story to tell. It is -- we have gone so long in defending the Democratic liberal order that conservatives and liberals both share we’ve forgotten how to defend it against its enemies. And, frankly, I’m going to spend a lot of the next years trying to work with anybody I can to –find, what is the story we jointly tell against the populists? That’s the challenge of the moment. How can we realign both our sides so despite our disagreements, we actually do agree on a lot of foundation within which we have civilized debate. And if you think you’re on the moral high ground, morally superior to us, we can’t do that. And Steve Bannon has a divided enemy, and Steve Bannon will win. Thank you."
for,"Well, David is a sophisticated writer and a sophisticated arguer, and he posed a question that is not up for debate tonight. He is quite correct, if liberals take the position that we are morally superior, then we will alienate those people who we seek to elevate. We are taking the position tonight about who has the high ground. And that really is a question about to what do we aspire as Americans, what kind of nation do we want to build? It would be destructive if this were a debate that conservatives are somehow subhuman, they’re inferior. They’re not. They’re people just like us. This is not a debate about who is infallible. Liberals often spend too much money. Sometimes liberals do have -- want a government that’s too big. We have solutions that often don’t rely on individuals or ignore the possibility that individuals may contribute to the good of things, not relying on government solutions. And it is also true, particularly on the coasts, that many of us who are blessed with a great education and opportunity that others may not have find ourselves being condescending to those we oppose. And those are all things we shouldn’t do. But what we cannot do in order to make peace is to cede an ounce of ground on the notion that all people are created equal, that equal opportunity is fundamental for every single American, including people of color and women in this country, and that we have principles that cannot be abrogated. I’m going to argue tonight that those principles are the high ground. Now -- -- it does not matter what we say. What we say is clever, it’s sophisticated, it’s funny, it’s amusing. It matters what we do. And I agree with my partner Melissa that we’re not talking about individuals. Roy Moore’s behavior is not a demonstration that conservatives have the low ground. But the fact that half the people in Alabama are willing to vote for him after demonstrating this behavior is of deep concerns, given that those people identify them as -- selves as conservatives. And given that they are now weighing whether it is appropriate to vote for a candidate who is alleged to have molested a 14-year-old and a whole series of 16 and 17-year-olds in order to preserve some other value that they believe is important. So, they’re willing to throw under the bus, 15, 16, however many women have come forward, who, I believe -- and I think people in this country should believe him. I think to impeach women in a position like this is an outrage. They are willing to throw under the bus individual women for the sake of long-term gain. I don’t think you can do that. If we’re going to do that with soldiers, we have to make it -- it’s a terrible thing, soldiers volunteer for these jobs. People make sacrifices. People take on very difficult campaigns. People die, and it’s called great -- in the interest of a greater cause. The people who have been wronged in Alabama are not people who are soldiers. And they don’t deserve to be thrown under the bus because of some conservative cause. And I would argue that the people who are making that decision are abandoning their own morals. They do not have the moral high ground, because they have chosen that in the service of some ideal that they hold up, they are willing to sacrifice individuals whose lives have been badly harmed by this kind of behavior. This tax bill is an abomination. Jesus said that “it is easier for a camel to pass through the eye of a needle than it is for a rich man to enter into the kingdom of heaven.” Now, did Jesus think that rich men were all terrible? No. I don’t think he did. What he thought was that those people who have power -- and money is power -- have an easier time deluding themselves to believe that they are moral -- morally superior than ordinary people who have to get up and work for a living every single day. The tax bill is a deed. It is not a philosophy. It is a deed that is going to affect every American. And the people who are benefiting from that tax bill are the people who already have more money than they ever will need in the rest of their lives. And the people who are harmed are children whose insurance program is going to be taken away; are graduate students hoping one day to make a better world through education who are now going to be taxed on income that they never even see because it’s tuition money that they don’t actually get. The victims are far greater than that. The average middle class family gets a $60 tax cut. The average millionaire gets a $34,000 tax cut. And guess what? The tax cut for middle class people goes away after five years. So, 75 million families will get a -- at the bottom of the economic scale will get a tax increase as a result of this. So, it matters not what we say. There’s going to be a lot of clever people. I think we’re pretty smart. It matters not what we say; it matters what we do. And what conservatives are doing to this country now is an outrage. I think that Ronald Reagan did do a good thing by helping to defeat communism. I think that it does matter what we do abroad. And I have actually sided with Republicans on some issues because we do not have all the wisdom. I think charter schools are a good thing if they’re good. I think we should listen to everybody and contribute. But I think the core philosophy of who we are determines who has the high ground. And I believe that’s liberals."
against,"Thank you. First I want to say how honored I am to be here. Thank you, Robert. Thank you, John. It’s a special honor to be with Governor Dean and with my dear old colleague, Melissa Harris-Perry. And of course it’s great to be a tag-team partner with my old friend David Brooks. The speech that Governor Dean just gave the people -- the conservatives of Alabama I want to endorse. The end does not justify the means. If you try to defend your values by sacrificing other important moral principles, you lead your nation to the chaos road. But I need to point out that I made precisely the same argument to my liberal colleagues at Princeton in 1997, 1998, and 1999 when the women were being abused, when they were being trashed, when they were being cast aside. And I was told that there are values that are so important we have to look aside from Bill Clinton’s behavior. So, neither side can claim the high ground on that issue. The governor and professor Harris-Perry have taken the burden of defending the proposition that liberals have the moral high ground. They don’t. I wish I could say as a conservative that we conservatives have the moral high ground, but we don’t. Alas, it isn’t true. Neither side today has the moral high ground and that’s because both sides have permitted themselves to descend into dogmatism, ideological tribalism, contempt for people who disagree with them, an unwillingness to listen and consider that they might be able to learn something from people who have a different view. We demonize each other. We attack each other. We have become mere partisans. We look out and what do we see? We see this on both sides. Progressives are no better than conservatives. I wish conservatives were better than progressives, but, as I say, in general they’re not. Now, there are exceptions. There are wonderful exceptions. I chaired in 19 -- in 2016 the United States Commission on International Religious Freedom. And assisting our efforts to aid persecuted people and prisoners of conscience in places from Cuba to Iran, there were honorable progressives like Representative James McGovern, a staunch progressive from Massachusetts, and honorable conservatives like Marco Rubio with no political advantage for them on these issues here in the United States. They stood up and they stood up whether the persecuted were in socialist Cuba or were in Iran. But too often that is the exception. There are too few such people in either movement. The general trend is, rather, to demonize people who have a different political creed, to adopt an air of moral superiority toward other people. And that is fraying, my friends, the bonds of civic friendship that a nation depends on when it is a nation that is not built on blood and soil, a commonality of ethnicity or religion, that has to rely on a common commitment to the proposition that all men are created equal, endowed by their Creator -- not by government -- by their Creator with certain inalienable rights. But we fray, and we abuse, and we put in grave jeopardy the bonds of civic friendship when we refuse to recognize that there may be something valuable/useful in what the other side says. Both the conservatives and the progressives or liberals have had their glory moments. The liberals were in the leadership position; they were in the vanguard of the civil rights movement. Too many conservatives were on the wrong side or were off the field of battle. But we go back just a few years earlier, and it was the progressives on the wrong side of the eugenics movement, with a few conservatives, mostly Catholic conservatives, religious conservatives, saying, “No, this is an abomination; we mustn’t go there.” So, both views have had their glory moments, and both have had their moments of shame. And you know what that should tell us? Whether we’re conservatives or whether we’re liberals, it should remind us that we are human beings who are fallible. We can be wrong. We don’t know that we’re not wrong about even our most cherished, deepest-held, even identity-forming values, and we won’t know unless we’re willing to engage those on the other side as equal partners in debate, willing to learn something from them. As David said, there are partial truths here. Both sides appeal to important moral principles. Progressives want to use the power of government to protect the weakest, the most vulnerable, from misfortune or the depredations worked against them by the powerful. That’s a good impulse. Conservatives should endorse and embrace it. Conservatives care deeply about the integrity of the institutions of civil society that can be enervated and undermined by big government; they care about personal responsibility. They care about social mobility. They know that markets have lifted millions of people out of poverty across the world, in places like India, for example. They know that the market needs to be properly regulated, but they know that when government steps in to take over everything, what you get is the alliance of big government and big business that we know as crony capitalism. And the crony capitalism we have today is the work of both conservatives and liberals. No one has taken up the challenge of undoing it. And when someone does, then that person is entitled to claim the moral high ground."
for,"Sure. I’m probably just going to reframe that. So, in -- I want to respond a bit to -- as Dr. Dean was saying. Obviously, David Brooks is a -- is brilliant is his reframing, in part by saying, “I can’t even believe they came in here and said that liberals had the moral high ground,” even though that was, in fact, what we were assigned to do. So -- So I think -- so -- because it’s important, right, in part because -- I did have some discomfort about it because, you know, Bill Clinton and other folks. What I am, however, going to want to respond to here is the important question around human freedom, meaningful equality, cultivation of human flourishing and substantive popular governance relative to the question of, now liberals aren’t allowed to say we occupy a moral high ground, and folks cower and say, “Well, no, now we all have to talk to each other,” because here’s what I want to say: of course we do. I’m a college professor. We all have to talk to each other. And in fact, engagement in the deliberative democratic process is among the most important things that we will ever do, especially around the cultivation of human flourishing and substantive popular governance. But we have empirical evidence that, for example, when Republicans control state legislatures, especially recently, we have seen a shrinking of the capacity for popular governance because we have seen the imposition of voting rights restrictions that make it harder for people to vote. We know that across 35 years of Republican presidencies, African-American unemployment went up by a net of 13.7 percentage points. And across 22 years of Democratic presidencies, it fell by 8 percentage points. I see that as being about both the cultivation of human flourishing and about meaningful equality because when people have employment, they have the capacity to cultivate their human flourishing and to move towards greater equality. We know, from the work -- -- of people like Larry Bartels who had -- was also our colleague at Princeton, that there are a variety of empirical markers around democratic presidencies about how the economy actually moves when you have Democrats both in the House, in the Senate, and in the presidency, as well as in state legislatures about how tax codes are used. But most importantly -- and this is one, I think, that Dr. Dean will really appreciate , that Medicaid expansion, and the capacity of Medicaid expansion to fundamentally alter the life experiences of poor people in rural -- in states with high numbers of rural folks, whether they are white or black or brown, has had extraordinary consequences on the thing that we think of as life, including the life of unborn children, and the idea that it is Democrats and people who understand themselves as liberal who do that, I think means that liberals occupy a moral high ground relative to the four issues that I set out at the beginning. What conservative values? I think conservative practices. I actually think conservative values are the -- I actually think conservatives also value human freedom, equality -- my argument is that these are American values. And the question is, which group actually gets us there. I would argue, for example, that Governor George Romney of Michigan is one of the American political leaders who we ought to look to as one of the most moral leaders we’ve ever had, as someone whose discussion of housing and racial inequality stands as some of the documents that we ought to include as among the most moral -- -- discussions. And keep it conservative."
against,"Well, let me tell you why I became conservative. I was a socialist through college. I -- you can watch on PBS. I debated Milton Friedman and lost. Learned your lesson. So, familiar ground all of a sudden. And -- but then I became a police reporter in Chicago, and I covered the Robert Taylor Homes and the Cabrini-Greens, some of the bad neighborhoods in Chicago in the 1980s. And what I saw was well-intentioned social programs that destroyed neighborhoods. And it taught me a great truth that the world is really complicated, and we have to be very careful about how we mess with it. And I had read a guy I hated in college named Edmund Burke, who had a phrase, “epistemological modesty.” Epistemology is the study of what we can know, and modesty is modesty. He said, “Be careful about thinking you can radically change the world.” And I covered that wreckage. And so, I became a conservative because I basically believe that change should be incremental, gradual, and slow, and we shouldn’t be arrogant in the use of power. And so, when I look at those neighborhoods today, which are much better after that reform was reversed, what I see is freedom. Let’s get back to freedom. There is freedom from restraint, which is fine. But there’s also the freedom to do things. You had to chain yourself to the piano to have the freedom to really play. You have to have covenantal relationships in your life to have the freedom to graduate from high school, to graduate from college. And conservatives pay a lot of attention to those covenantal relationships. And if we’re going to get kids out of poverty, which to me is the primary issue I care about, we need Medicaid, we need more spending on earned income tax credit. That’s what progressives bring to the table, even though earned income tax credit was a Milton Friedman idea. But we also need covenantal relationships and neighborhoods and civic institutions. And that’s what conservatives really pay attention to and bring to the table. And it’s working together that we actually have a chance of increasing social mobility, not with one having the higher ground than the other."
for,"We’re -- this is going to be a lightning round. I’m going back to Moore and Clinton for a minute. The sin is different. Clinton did something that was wrong. It’s not Moore I’m after, it’s the people who are willing to vote for him, as Robert George just talked about. They identify themselves as conservatives. I just said that myself. They -- as a group, conservatives are doing -- making this decision to vote for Roy Moore. That’s number one. Number two, I disagree with David about what happened on the Cabrini-Green. It is true that it was a mess. It is also true that liberal social policies sometimes blow up. They may be well-intended and they don’t work. And that’s absolutely true, as true as it is with conservative social policies. But the fact is, what they did is tear down Cabrini-Green, and the murder rate in that neighborhood is now the highest in the country. They did not get better. They got different, but they did not get better. Third, abortion and same-sex marriage. I am incredibly proud of the fact that I was the first governor in the country to sign the marriage equality bill, not -- and, I didn’t have any reason to do it. It was dropped in my lap by the Supreme Court. I knew nothing about nothing. I hadn’t paid attention to gay rights or anything of that sort. I was convinced that no group of Americans should be denied 1781 financial rights that people who are heterosexual could have because they were allowed to get married and gay people weren’t. It was just equality. That’s what did that. Abortion is a very difficult issue. This is -- there’s no right or wrong here. Those who argue vigorously that abortion is murder, I have to respect that. I believe that women have rights that are equal to man. And you -- unless you give women choice over their futures, the same kind of choice that men have, then it is impossible for women to have the same rights that men do. So, I come down on the pro-choice side. This is a very difficult argument. I respect deeply people who make the case that abortion is murder and that it shouldn’t be allowed. But I don’t agree with it and I don’t appreciate people like the guy from Pennsylvania who had to resign who got his mistress pregnant and then wanted her to have an abortion and is running a Right to Life. There is a ton of hypocrisy. There’s plenty on the liberal side, plenty on the conservative side. I don’t think abortion -- -- is a moral cause for either side."
against,"Yeah. Well, I certainly agree with my friend Melissa that there are things that government can do to help people, especially at the bottom end. And I think that there are probably ways that we could strengthen and improve even the safety net. But I want to now reinforce a very important point David made. The fundamental work that the primordial Department of Health, Education, and Welfare is the family and institutions of civil society. So, it’s little platoons as David will recall Burke calling them that play the main role in transmitting the virtues that enable people to lead successful lives and to be good contributing citizens. And what we have to do is find ways to empower those institutions of civil society. And what we have to avoid is undermining them with policies however well intentioned that do undermine personal responsibility, that create dependency. Nicholas Kristof, an absolutely staunch card-carrying liberal, to his very great credit in a column a couple of years ago, talked about a visit he made to my home state, to West Virginia where I grew up. And Mr. Kristof said, “You know, it hurts me -- it’s difficult for me as a liberal to admit this, but having visited central Appalachia and spent some time there now and looked at the situation, I have to admit that programs that we liberals put into place and that I supported have had the perverse effect of undermining the values and harming the very people that we sought to help.” Took a lot of courage. And that -- there’s a liberal with great character willing to say that. But I think that truth has to be embrace alongside the truth that we also have responsibility for a social safety net. We can’t rely on the institutions of civil society to do everything. There is a role for government, especially in the emergency situations, especially when you do have a hurricane or a natural disaster, or anything like that that the institutions of civil society themselves are not up to handling. But government should be the backstop. Government should be in the background. Its role should be in the classic language subsidiary, secondary. The primary role needs to be played by the covenantal institutions, the institutions of civil society. And it’s to the strengthening of those that we should fundamentally be looking. Yeah. Sure I can. And I can do that because I recognize my own fallibility and I could be wrong about the question of supporting -- whether supporting Roe versus Wade undermines the moral authority of the law. So, I’ve written a book on the subject. I’ve engaged with colleagues like my colleague Peter Singer at Princeton who supports not only abortion but infanticide, who argues that the logic of the pro-choice position should also embrace infanticide. I can have a perfectly civil debate. I can even learn from him while disagreeing. So, on this point the governor and I are in exactly the same place. We disagree on the substantive question of abortion but we agree that the other side -- people on the other side are honorable and they make arguments that need to be taken seriously. We can learn from them and we always have to be open to the possibility that they could persuade us, that we could turn out to be wrong. I’ve changed my mind as David has on some things over the years. I have had that experience. I had to be wrong before. If I’m -- right now."
