side,script
for,"Well, don’t hold it against me. Thank you. Thank you very much. It’s great to be here tonight. Dan and I are here with the task of convincing you why diplomacy with Iran is going nowhere. And I think it’s important as we begin thinking about this issue to stop for a moment and ask yourselves, What is our current diplomacy with Iran? What’s the current state of affairs? The current state of affairs is that the Obama Administration has privately and publicly offered direct, unconditional talks to the Iranian regime. The Iranian regime has failed to respond. So as of now, there is no diplomacy with Iran. There are no talks. Even if there were talks tonight, Dan and I want to describe for you why it is that those talks, in fact, are going nowhere, and it’s for three reasons. There are really three elements that should be present in any set of diplomacy to have any chance for that diplomacy to succeed in preventing the Iranians from obtaining a nuclear weapon. First, the current set of diplomacy of diplomatic outrage by the Obama Administration includes no threat, no credible threat of military force should the diplomacy fail. Secondly, there is no time line in place that would prevent the talks from dragging on and on and prevent the Iranians from using the talks as an excuse to continue to develop their nuclear program. And third, none of the very crippling economic sanctions that might actually convince the Iranians that the cost of attaining a weapon is too high are in place. Now, let me just be clear. Dan and I are not arguing that force is necessary. We’re not arguing that military force is unavoidable and we’re not arguing that diplomacy itself is doomed to fail. We’re simply arguing that the current course we’re on is, in fact, a course to nowhere. Now, as you think tonight about your vote with respect to this resolution, one of the really important things to consider, which the Obama Administration has not been considering, is the history of American efforts to reach out to the Iranians. And I wanted to just run through for you tonight a few of the high points of that history, because any realistic effort to use diplomacy effectively has gotta take that history into account. In 1979 National Security Advisor Zbigniew Brzezinski met in Algiers with the Iranian Foreign Minister, Prime Minister and Defense Minister. And according to a note taker who was present in the meeting, Brzezinski told the Iranians, quote: We will accept your revolution, we will recognize your country, we’ll recognize your government, we’ll sell you all the weapons that we contracted to sell the Shah. Three days later the U.S. Embassy in Tehran was seized. Two weeks later the Iranian officials Brzezinski met with had lost their jobs. In 1980 Warren Christopher negotiated the Algiers Accord with the Iranian regime. The Iranians agreed to take no further hostile actions against the United States. Three months later they seized the American, seized new American hostages in Lebanon. One year later they attacked the U.S. Embassy in Beirut and three years later they killed two hundred and forty-one Marines in their barracks in Beirut. Throughout the 1990s the Europeans threatened to impose sanctions if the Iranians didn’t alter their behavior. The Iranians did not alter their behavior and the Europeans did not impose sanctions. In 1996 Iran was responsible for bombing Khobar Towers in Saudi Arabia, killing nineteen American soldiers. Despite this attack in the late 1990s Washington decided it was time to try again, to extend yet another hand to the Iranians to build a new relationship. We lifted parts of our sanctions program allowing food and humanitarian efforts, or humanitarian supplies, into Iran. And the President and the Secretary of State gave speeches essentially apologizing to the Iranians for past American behavior. In response, the Iranian Supreme Leader said these apologies were, quote: Too little too late and did no one any good since the Americans continue to commit such crimes. Now, you can read a much fuller account of this part of the diplomatic history in Ken Pollack’s terrific book, which I really do commend to you, called The Persian Puzzle. You’re welcome. But to, to be fair, though, it’s not just Ken who has been involved in failed attempts to reach out to the Iranians. Nick and I have also have our fair share of that, as well, when we both worked in the Bush State Department. 2004, the European Union III completed the Paris Agreement with the Iranians in which they promised to suspend enrichment activities. In August of 2005 Ahmadinejad was elected. They announced they were continuing their enrichment activities and the Russians prevented us from attaining any real sanctions against the Iranians at the United Nations. In 2006 we took the step of offering for the first time in thirty years direct negotiations if the Iranians would give up their enrichment program and our European allies committed to imposing tough sanctions if they didn’t. The Iranians didn’t give up the enrichment program and, of course, our allies wouldn’t allow us to impose tough sanctions. In 2007 the National Intelligence Estimate, parts of which were declassified, showed there is one thing, actually, that the Iranians did respond to. Although the Iranians did continue to enrich uranium they did halt other parts of their nuclear weapons program in the immediate aftermath of the U.S. invasion of Iraq. In 2008, despite the fact that the Iranians had failed to meet any condition we had set for direct talks and despite the fact that they were funneling weapons and terrorists into Iraq to kill Americans, we sent our Undersecretary of State, Bill Burns, to meet with the Europeans and Iranian representatives. Once again the Iranians learned that no red line is really a red line. To sum up this history let me quote from the man who was actually the note-taker at that first meeting in Algiers in 1979. He’s our current Secretary of Defense, Bob Gates. Describing this meeting recently, Secretary Gates said, quote: Every administration since then has reached out to the Iranians in one way or another and all have failed. Some have gotten into deep trouble associated with their failures, but the reality is the Iranian leadership has been consistently unyielding over a very long period of time in response to repeated overtures from the United States. In closing let me just say that the history of our attempts to reach out to Iran offer us lessons about the three things that might actually work in terms of inducing Iranian effort, in terms of stopping Iranian efforts to attain a nuclear weapon. We’ve gotta have a credible threat of the use of force if diplomacy fails. There have to be crippling economic sanctions that impose a significant cost on Iranian attempts to attain a weapon and we’ve gotta have a timeline so that the diplomacy doesn’t drag on forever. None of those things characterize our current nuke diplomacy with the Iranians. And therefore, diplomacy with Iran is going nowhere. Thank you."
against,"Thank you very much. Thank you. Thank you very much. I’m delighted to be here. And thanks to Intelligence Squared for bringing all of you here for this important debate. I can think of no issue facing our country that’s more important to our future, more important to Israel, more important to our Arab partners than the issue of Iran. And I thank Liz for her remarks. It’s good to be on the same dais with Liz and Dan. They’re former colleagues of mine from the United States government, and Ken as well. We hope to convince you tonight, Ken and I, that actually, it’s very difficult to say that diplomacy is going nowhere with Iran when we haven’t started diplomacy with Iran. I have something to say about this and some familiarity about this. I was for three years the point person on Iran on the negotiations perspective for Iran for the United States government for President Bush and I never met an Iranian government official during those three years. With the exception of a couple of meeting in Baghdad between – and these were public meetings – between our Ambassador and the Iranian Ambassador to Iraq there were no sustained negotiations between the United States of American and the Iranian government. So we attempt, we want to convince you that we’ve gotta give diplomacy a chance. We can’t give up on diplomacy before we’ve started diplomacy. I think that’s the first thing I’d like to say to you. Second, it is important to remember a little bit of the history that Liz reviewed. We’ve had three decades of a non-relationship with Iran. It’s the most unusual diplomatic or non-diplomatic relationship we have in the world. Since the Iranian Revolution there have been times when American officials have talked to Iranian officials but there have been no sustained negotiations on the nuclear issue and even on any other issue for many, many years. That’s not a situation that we should feel proud of. It’s certainly not a situation that advances our national interests. We have no diplomatic relations with the government of Iran. We have no business community, American business community, in Iran and haven’t for thirty years. There is no major presence of American journalists. So we’re in the extraordinary position of looking at a government that arguably poses the greatest challenges to the United States in the Middle East and yet we know precious little about that government. So that’s what this evening’s debate is really all about: how to be tough minded -- and I certainly agree with Liz and Dan on that -- about the Iranian government, but also there’s a twin challenge, a second challenge: how to engage that government sufficiently so that we have a much better understanding of what its bottom line is, of whether or not a deal is possible, about whether or not diplomacy can be successful in this case. President Obama intends to begin negotiations this summer, probably after the June 12th Iranian elections. My successor, Undersecretary of State Bill Burns, did meet with the Iranians once last year for a couple of hours. But the Obama Administration is about to test the proposition that perhaps we should have more extended discussions with the Iranians -- not because we’re acting of naivete, not because we’re weak, not because diplomacy is feckless, but because it’s our self-interest to gather information along with the Russians, Chinese and Europeans and see if there’s some way to maneuver the Iranians, pressure the Iranians away from a nuclear weapons future. I certainly agree that there’s a lot to worry about with the Iranians. They are seeking a nuclear weapons capability that would change the balance of power in the Middle East against us. They’re funding and directing most of the major Middle East terrorist groups that are a problem for us, for Israel and for our Arab partners. And because of their proximity to Iraq and Afghanistan they are fundamentally involved in both countries and in a way sometimes that’s very detrimental to the United States. But the problem I have, and I think the problem all of us have in looking at this question is, have the policies of the Clinton Administration and even the administration in which I served, the Bush Administration -- have they succeeded? Policies of isolating the Iranians, policies of refusing to meet with Iranian government officials, calling for regime change against Iran -- I would submit that those policies have not worked. And the test of any American policy is not whether we feel good about them or feel good about giving speeches. It’s are they effective? And therefore I think that President Obama is right to, to embark on a new path. What is that? It’s a combination of engagement with Iran and also pushing back against Iran to protect Israel, to protect United States’ interests. And what would that negotiation look like? The United States, Britain, France, Germany, Russia and China would be on one side of the table with Iran on the other. We would be arguing that Iran should cease and desist in its nuclear weapons ambitions, cease and desist in its support for terrorism. The only way to make that point effectively at this point is to stand opposite them and to engage them. Now, I agree with Liz. We’ve gotta be very tough minded. We’ve, I think President Obama would be well advised to put a time limit on these negotiations so that the Iranians don’t run out the clock. He’d be well advised to keep the military option on the table because that is language that the Iranians would understand, and certainly well advised to say to the Iranians, If negotiations don’t work we are prepared to put Draconian economic sanctions on you. Because we’re not gonna give up on this fight to make the Middle East safe from an increase in Iranian power. Why try diplomacy? First, it’s the only way we will ever know if a peaceful outcome is possible. It’s the only way we’ll ever know if we can avoid a war in the Middle East. Second, we already have two wars underway in the greater Middle East – in Iraq and Afghanistan. Unless it is absolutely necessary do we Americans want to embark on a third war? Third, negotiations will actually isolate the Iranians. It’ll put the United States on the offensive for the first time in a long, long time and it will actually increase international leverage against the Iranian government. And fourth, we are no worse off if we try diplomacy because if negotiations fail we will be in a much stronger position than I was as the person negotiating with Russia and China and the Europeans, to say to them, especially to Russia and China, We did what you asked, we tried diplomacy. Now you need to back us in very tough sanctions against the Iranian government. You need to put the weight of your governments behind the United States. We’ll be in a much better place to say that, to be convincing about that if we try diplomacy first. I don’t see how we can say that negotiations and diplomacy are going nowhere if we haven’t made a concerted attempt to try diplomacy first, backed up by a very tough minded American policy. Thank you."
for,"Thank you. Thank you, John. And it’s good to be on this panel with Liz and Ken and Nick, who probably all agree on more things than we disagree. But certainly on this issue there is disagreement. It’s also always good to be considering debating a potential conflict – heightened tensions in the Persian Gulf -- while in the heart of the Upper East Side. Liz and I are really advantaged in this and it’s live on BBC, no less. I just want to pick up on something Nick said, that it is hard to say that diplomacy with Iran is going nowhere if it hasn’t really begun. I would say he’s right, the second part of that – that it really hasn’t begun. But it’s not for lack of trying. I think it’s important to evaluate not only the history that Liz went through, in terms of the decades of efforts to negotiate and deal with Iran, but also actually look at just the last few months and the signals that this administration has sent to Iran, even before this administration took power. In 2007 and 2008, while this country was consumed with this fresh face on the scene – Senator Barack Obama – so was the world. There was deep, intense election night coverage in the United States but also on Al Jazeera and Al Arabiya and the Arab satellite channels and the different news broadcasts throughout the Middle East. They actually covered primary, they have their own primary election night specials in the region – the best political team in Abu Dhabi coverage, or whatever you want to call it. And they were consumed with this. They were consumed with it for a number of reasons, not the least of which is so much of Barack Obama’s message was a clear rejection of U.S. foreign policy under George Bush. In fact, in the Democratic primary, one of his sharpest criticisms against Senator Hillary Clinton at the time was that she was basically a closet hawk, that she would represent somewhat of a continuation of Bush foreign policy. And the issue he specifically drew contrast with her on that was Iran, because she had supported some tough sanctions that related to the Iranian Revolutionary Guard Corps. And, and Obama called this a continuation of Bush policy on Iran. There is going to be change. And the American people overwhelmingly voted for this new face, this change, this rejection, if you will, which was a centerpiece of now President Obama’s campaign – overwhelming voted and sent a message to the world that there would be a new policy. Barack Obama’s inaugural address with President Bush sitting a few steps away, he issued some pretty sharp, very public criticisms while the world was watching of the former administration’s foreign policy over the previous eight years. He then in his first hundred days made good on his commitment on Iraq, which is basically to move along some sort of timeline for withdrawal, which was a big issue for the Iranian government. He has in recent weeks been very assertive about his plans for pursuing aggressively a two-state solution on the Israeli-Palestinian conflict – another important issue to the Iranian leadership. He traveled to Europe and gave a series of speeches in which, again, he almost apologized for U.S. foreign policy over the previous eight years and made clear that things were going to change. And then finally and most importantly, he was issued an unconditional invitation to sit down with the Iranian government, in defiance, I might add, of three Security Council resolutions that call on the Iranian government to halt its nuclear program. President Obama is putting himself out there. He is really exposing himself by making such a clear and bold initiative for diplomacy. The only problem is, despite all this, against all this backdrop, the Iranian government still has not returned the call. So it is true that diplomacy has not begun. But it is not for a lack of trying. As Dennis Ross, who is currently advising President Obama on Iran policy today, has said in a report that was issued by the Bipartisan Policy Center late last year, If we have to chase the Iranians to the table then any hope of diplomacy is off the table. We can, there can only be a truly viable diplomatic track if we can get to the table quickly, both sides agree that there is a real diplomatic process. At the moment we are chasing the Iranians to the table. We are off to an unwinnable start. So I would just simply say that it is true that diplomacy has not begun but it is not for a lack of trying, which raises questions about where it is actually going. And finally, I would just pose the following question to Ken and to Nick: If you argue that it hasn’t gotten off the ground but it will get off the ground, the question is, What is your timeline? I commend a report to all of you that came out today issued by the Senate Foreign Relations Committee on Iran. Chairman John Kerry of the Senate Committee hired an investigative journalist and hired a number of other journalists and former Intel officials who actually traveled around the region to really get their own independent assessment of how far Iran is from having a nuclear weapon. And the report was issued this afternoon. You can get it on the Foreign Relations Committee website. It’s very clear. The time for inaction is narrowing. So if we say diplomacy hasn’t begun and we gotta let the beginning, the path to the commencement take place, and then we’ll consider how long the actual diplomatic process will take, is a tough sell, given the timeline that many are projecting, including as of today the most recent, the Senate Foreign Relations Committee. Finally I would say the question that needs to be considered is, What is the nature of the regime we are dealing with in Iran? If we believe that there is a possibility of diplomacy being successful, if that is our objective to prevent Iran from developing a nuclear weapon on this path, what is the nature of the regime? Is it a—one possibility is that it is a radical theocracy – in which case I’m not convinced they can be persuaded against a nuclear weapon. And if they are driven by some sense of martyrdom and some sense of inevitable outcome that is worth sacrificing their country I’m not convinced that they can be persuaded that they should not have a nuclear bomb. Perhaps they’re rational and a nuclear bomb would bring them national power, it would deter U.S. threats in the future, it would cement potentially their hegemony throughout the region. And if they’re rational and that’s what this is about, I believe there are no inducements we can offer them. There are none that, no carrots that would be better than all that they would gain from having a nuclear bomb. So if we are going to pursue some sort of diplomatic path it must have a real timeline that is narrow and it must be backed up by a very credible threat of military force and a very credible threat of crippling sanctions and a real clearly defined publicly available trigger point for those actions to take place. Thank you."
against,"Thank you all. It’s wonderful to be here. Thank you, John, and Liz also, for the plugs for my books. I can’t appreciate that enough. I promise to get you a check later on. And it is wonderful to be up here with my friends, with Dan, with Liz, with Nick, debating a very important topic. I thought I’d start where Nick left off. I thought I’d start by talking a little bit about the potential for a peaceful resolution. And we need to recognize that there is the prospect. We don’t know – and I say this as someone who has studied Iran for over two decades – at the CIA, at the Department of Defense, at the National Security Council and the think tank world. We don’t really know what the Iranians want. We don’t really know what they’d be willing to give. And in direct answer to Dan’s question of what might it take...Why have they not taken the choice already? Well, we haven’t put the choice to them directly. The choice that we need to put to them is a very simple one. You get to have a good, thriving economy which is ultimately what the people of Iran want or you get a nuclear weapon. But you don’t get both. The critical thing that you need to keep in mind – and I don’t think that Liz and Dan necessarily disagree with that -- but the critical thing that you need to get, keep in mind is how we get to that choice, how we force the Iranians to recognize that they get to have one or the other, not both. They don’t get to have their cake and eat it, too. I agree that this regime in Iran is not yet ready to sit down and compromise with us. I think they’ve made a tactical decision to talk to us. They have not made the strategic decision to compromise with us. And so the question becomes, How do we get them to that point? Well, as Liz very nicely described, we tried, when I was first in the Clinton White House, at the NSC, working on Iran. It was 1995-96, the period when the Clinton Administration, of which I was a part and working on Iran, imposed comprehensive unilateral sanctions against Iran. And these sanctions hurt. Do not believe for a second that those sanctions were meaningless. They hurt Iran and they hurt Iran to this day. But they haven’t hurt Iran enough to force them to make that choice, to make it the way that we want them to. Later on we tried in 1998-99, my second time in the White House, to bring the rest of the world on board because we recognized that the only way to put that kind of pressure on the Iranians was to get the support of the world, to get them on board with the same kind of sanctions which could inflict the kind of pain on the Iranians that would force them to make that choice, the choice that they’re trying to avoid. And what we found was that the rest of the world wasn’t ready. And Nick and Liz tried the same thing during the Bush Administration and they found the same thing. And what we consistently heard over and over and over again was, You have not made a good faith effort with the Iranians. You’ve not put a deal on the table that they might accept, you have not given them a chance to say yes. Now we can debate about whether that’s true or not, but the simple fact is, that’s what the rest of the world believes. And until we convince them otherwise, they’re not gonna join us in imposing harsher sanctions on Iran, the kind of sanctions that might force the Iranians to come to that decision. Now the second thing that I wanna do, is to talk a little bit about what happens if we stop the diplomacy. Because we do need to think about that, it’s the elephant in the living room. If we’re not talking to Iran we’ve gotta be doing something else. And as I said, unilateral sanctions, no matter how clever both the Clinton and Bush administrations were in imposing unilateral sanctions, those don’t seem to be enough. And so if those aren’t gonna be enough, and we’re not gonna try to diplomacy, that is the one way that we might be able to get international support for the kind of harsh sanctions on Iran that might change their mind, well, alternatives start to look a lot worse. And I say that as someone who is very realistic about the chances of diplomacy with Iran. I could add, Nick could as well, a half-dozen other problems to the ones that Liz and Dan have already mentioned. Okay, we’ve been through it, we know how hard it is to deal with the Iranians. But the simple fact is, that diplomacy is much better than any of the other options, all the options stink. But some of ‘em stink a lot worse than others. Option one, we could do nothing. We could sit back and try to contain the Iranians, and deter them once they’ve got nuclear weapons. I don’t know about the rest of you, but that’s a social-science experiment I’d prefer not to run. Okay? We don’t know what the Iranians will do when they have a nuclear weapon, I tend to doubt they’d actually use it, but I’m not certain, and I wouldn’t want to find out that I was wrong. And even if I am right about it, we’re going to face an aggressive Iran, one that is going to be much more willing to support its terrorist allies, all across the Middle East. The last thing that the Middle East needs is more trouble, more instability, more Iranian-assisted troublemaking in the region, and that’s exactly what we get, if we allow them to have the nuclear weapon. Another alternative is regime change. We go in there and we decided we’re gonna get rid of the governments. And the way that people typically think about regime change in Iran is, we’re gonna spark a popular revolution. And people say that because the truth is that as best we can tell most Iranians don’t really like their government, and they’d like to see it changed. The problem with this is, that revolutions are very unpredictable, and they’re very rare. And we don’t really know how to get one started in Iran. And beyond that, we have what’s called, what I call the Groucho Marx problem. That every—remember Groucho once famously said that, he wouldn’t wanna be a member of any club that would have him as a member? Well, every Iranian oppositionist who accepts money from the United States of America, is totally not someone we should be giving money to. ‘Cause they probably work for the Iranian intelligence services, and they probably don’t have any support among the Iranian people, because since 1953, when we overthrew Mossadegh, we have been the third rail of Iranian politics. And the last option that’s out there, and I don’t think anyone on the panel is arguing for this but let’s remember it, is war. Okay. We can try airstrikes against the Iranian nuclear program. But don’t think that this is gonna be a quick surgical strike. Okay, the Iranian program is big, it is dispersed, it is hardened. It is going to require hundreds if not thousands of sorties, to take down that program. And most of the intelligence people I’ve spoken to including the Israelis, believe that even a wildly successful strike would probably only set the program back by one or two, maybe if we got really lucky, three or four years. And the Iranians will retaliate. And they will rebuild. And we will have to strike again. Okay. This will not be a surgical operation, it will as Nick said, be an open-ended war. Another open-ended war in the Middle East. These are all paths that we may have to confront at some point in time, but I’d suggest to you that we shouldn’t do so, until we have made sure that there is no diplomatic solution. We’re not there yet. And let’s just remember, the very wise words of Franklin Roosevelt, a man who was determined to wage World War II because he knew it was the right thing to do. But who famously once said, that jaw-jaw is better than war-war. Thank you. It’s important to note that this famous meeting that Liz has now cited twice took place 30 years ago. Not exactly in modern times. I’d also say this in defense of President Obama. I’m impressed by him, I’m someone who’s not a Republican, I’m not a Democrat. I’m not a political person. I think he’s actually outpointing the Iranians. He’s put them on a defensive. That Norouz message was not to the supreme leader. It was to the Iranian people. And I think it’s— It makes a lot of sense. It makes a lot of sense to stretch out a hand, to the Iranian people, over this chasm of three decades—what has President Obama done? The Norouz message. He invited Iran to a UN conference on Afghanistan. He said that the United States for the first time would join these negotiations unconditionally which I happen to think is the right thing to do right now. Because our prior policy didn’t work. With the Iranians. And so therefore, it’s hard to argue that diplomacy’s going nowhere when President Obama’s taken baby steps to put us maybe into the first phase of diplomacy. I would submit that we’ve all gotta give him at least six months to try diplomacy— —before we denounce it—"
for,"Can I just ask a question—or go—go ahead. just wanna make one quick point which is that our opponents need to decide what their position is. Their position is either, diplomacy hasn’t started, which is what they both argued when they made their opening presentation, it hasn’t started, it’s gonna start this summer, give it some time. Or their position is, well, diplomacy has sort of started with some baby steps. Or their position has gotta be, you know, look, it’s started and the Iranians have responded well, you know, they gotta choose one of those. But I would say that, that at the end of the day what we’ve seen actually is the administration has attempted to reach out a hand, the Iranians have not responded and there’s a report this afternoon, uh, out of the Jerusalem Post that the Iranians are actually basing missiles now along the Straits of Hormuz."
against,"Yeah, look, I think that to say, have they started yet or are they just taking baby steps, it’s a difference without real substance there. I think the point that we’re trying to get at here though is that, we don’t really know what the Iranian position is. And more importantly still, the diplomacy is about more than just Iran. In fact the most important object of our diplomacy, are as Nick was suggesting, as I suggested, our European allies, our East Asian allies, the Russians, the Chinese, everyone else who is probably going to have to come onboard, before the Iranians realize that they’ve gotta make a serious decision— Correct, that is— That’s exactly—well, but both of them are interlocking. Because the rest of the world is not interested in us only having diplomacy with them, without also trying to engage the Iranians. That’s what they want. That’s the carrot for them. And in return, we’re trying to get them to sign up for the stick."
for,"Yeah, I just wanna—you know…actually it’s not fair to say the rest of the world wants us to talk to Iran. I think that you’ve actually got a situation now, you saw it during the election, where you had the British for example act, you know, demonstrate extreme nervousness with the notion that suddenly the United States was offering direct, unconditional talks, which is basically leaving our European allies aside. Our European allies have been with us in the European Union III, we’ve been working on a multilateral course for diplomacy, direct talks cuts them out of the picture. We haven’t even talked about our Arab allies, and the notion that the Arab nations today want us to talk to Iran, you know, is a fallacy. What we’re hearing from government after government after government, is that they are very nervous, they believe the United States is about to make deals with Iran, and so they are now thinking do we need to make our own deals…? You know, their concern is so great that we’ve sent our Secretary of Defense out to calm ‘em down, so the idea that the rest of the world wants us to talk to Iran, fundamentally mischaracterizes the danger of this new openness and this unconditional—"
against,"Liz, I don’t— — disagreement here, and the— The fundamental disagreement I think— —that I certainly have with Liz is that I spent most of my time between 2005 and 2008 shuttling to Paris and London and Moscow, and Beijing on this question. Those partners of ours want us to have talks with Iran. They have accepted I think, I know they’ve accepted, that now we should do it unconditionally. We—when we conditioned in 2006, our entry into negotiations on Iran suspending its enrichment program, it gave the Iranians an excuse not to come to the table. Obama has taken away the excuse, which is one of the reasons why I’m impressed by his sophisticated diplomacy. And I can tell you for certain, that the European allies agree with this, and that they are ready to negotiate with us on that basis."
for,"Nick, if the Americans have taken away the excuse, how long before the Iranians reciprocate, I mean, how long, you said six months, are you giving six months for them to agree to come to the table, or are you giving them six months, once they agree to come to the table, that then they have six months to figure out whether or not we can get a deal."
against,"You know, Ken and I are not arguing that diplomacy is a panacea. We’re not naïve. We know that diplomacy might not work, but if you try diplomacy, and give it a shot, then it does strengthen us for what’s ahead, what’s ahead of us. Two major options to deal with Iran. One is to go back to very tough sanctions of the type that we haven’t tried before, because we haven’t had the credibility to convince the rest of the world to do it. And finally the use of force, and I’ve said, we should leave the use of force, the threat of it on the table, we should threaten sanctions, but you’ve gotta go through this diplomatic process first, to get to either of them. If you don’t do that you have no credibility—"
