side,script,round
for,"Funny you should ask, right? I hope I'm not going to disappoint too many of you, but I'm really not a gamer. And I must share, it's worse than that. When I come back home, and I used to have adolescents at home, I had this gut feeling finding one of my kids in front of the console and thinking, ""Oh, god, don't you have something better to do?"" And --",
for,"We'll get to that, yeah.",
for,"So, my partner is Asi Burak, is one of -- the fierce leader of Game For Change that --",
for,"So, we thought about it a lot and we decided the game is going to be winnable. You can win the game, although it's very frustrating at the beginning, so many players ask the same question of us.",
for,You can win this game.,
for,It is possible.,
for,It was a decision we made.,
against,"I do, when I'm conscious of it.",
against,I might lose track.,
against,"I'm happy to introduce Dr. Walter Boot, Associate Professor of Psychology at Florida State University.",
against,"Well, there's one activity right now with fairly good support behind it that actually improves brain function. Unfortunately, no one wants to do it, aerobic exercise.",
