side,script,round
for,"Well, it certainly could come to that. My students used to think that I was crazy for hassling with insurance companies, and that what I should do is open a repeat cosmetic neurology clinic in a fancy part of town.",
for,Let's see how it goes.,
for,My partner is much smarter than any drug. Professor Nita Farahany.,
for,"I certainly hope not. Without forethought, Duke adopted this really ill -conceived policy, instead of leading the way on being a college that empowers students to make choices about this issue for themselv es.",
against," Very briefly, neuroethics is a new interdisciplinary field which studies ethical questions associated with neuroscience.",
against,"My partner is the amazing philosopher, Nicole Vincent.",
against,"So I asked the question rhetorically, and I think everyone was expecting that there would be this rhetorical silence, including the guy who calls out, ""Yes.""",
for,"Good evening. Thank you to our host, moderator, and participants in this debate. My name is Nita Farahany . And I am here to convince you that college students should be allowed to take smart drugs. In a little while, you'll hear from my partner, Anjan Chatterjee, who will debunk many of the scientific claims against smart drugs. Before that, I want to convince you of two things. First, colleges should empower students to make their own choices about how they will change their brains. And, second, the gradual improvement of our brains is a social good that we should pursue in society. Colleges should educate and empower students to make informed choices about smart drugs. There's a common saying in education that we should teach students how to think, not what to think. Teaching a student how to think encourages them to question their own bel ief and to question the claims that they are presented with. Banning smart drugs disempowers students from making educated choices for themselves. And it denies them their ability to think smarter. Being protective of students and telling them what to do to change their brains leaves students poorly prepared for life after college in a world that will present them with choices and with pressure. A campus culture built on prohibitions and policing students is a campus that is at odds with encouraging freedom of thought and liberty. It fosters fear and ignorance instead of courageous deliberation. A recent online poll found one in five of the 1,400 respondents had used Ritalin, Provigil, or beta blockers for non -medical purposes. Polls at in coming college freshmen show that at least one in three has used smart drugs. We can pretend that this isn't a choice that large swaths of people are already making. Or we can embrace that smart drugs are just one of the many ways that people exercise fr ee choices in their lives. Colleges are incredibly well-positioned to equip students with the information and the skills necessary to balance the risks and benefits of taking or foregoing these drugs. It's time that we recognize that college students are moral agents, capable of acting freely and making judgments for which they can be praised, blamed, or held responsible. We should respect their dignity and enable them to decide whether caffeine, prep classes,neural stimulation, exercise, or smart drugs are ways that they want to change their brains. Look what's happening in high schools around the country when bans on so -called “dangerous substances” are being made. One school administrator from Indiana testified before Congress that high school students in his district are trafficking banned foods on school property thanks to a federal law prohibiting what can be served in school lunch rooms. Students have been caught bringing in -- even selling -- salt, pepper, sugar in schools -- add ta ste to the bland and tasteless cafeteria food. This is a sad reality of what bans do in educational settings. They spur underground markets where the very goods prohibited become more alluring and go unchecked. This puts students at greater danger of ta king tampered substances without the benefit of transparency. Instead of banning salt, pepper, sugar, soda, or smart drugs, let's teach students how to weigh the risks and benefits and to make choices for themselves. This says nothing, of course, about the frightening intrusion into private lives of college students to enforce a ban on smart drugs. Can you imagine regular screening and testing of students to try to detect taking these drugs? But I want to convince you of a second thin: that enhancing our brains is a social good that we should be pursuing. The gradual improvement in how our brains function is a social good worth pursuing, and a social good we pursue all the time. We enhance our brains all the time and every day, from coffee we drink first thing in the morning, to SAT prep classes we take to gain college admission, the music classes we enroll in, the basic nutrition we follow, the exercise we undertake, the classes we attend. All of these things change our brains, and that's a great thing. To the extent that smart drugs work to improve focus, motivation, attention, concentration, or memory -- we should celebrate them, not prohibit them. What if taking a smart drug gives us the capacity to study harder, longer, and better suc h that we cure cancer? Or develop tools for staying in better touch, resolving social ills, or for improving our overall happiness? Shouldn't we encourage, rather than ban, these opportunities? Improving our brain functioning can influence i mportant outcomes for individuals, like making them more successful at work, enhancing their earning potential, alleviating their likelihood of experiencing social and economic difficulties, and improving their overall well-being. Widespread improvement i n cognitive function would result in widespread societal benefits, like economic gains or even reducing dangerous errors. Shouldn't we encourage this? We shouldn't think of smart drugs like taking steroids in sports. Life isn't a competitive game, where there are winners and there are losers andspectators on the sidelines. Improving our brains is inherently valuable in and of itself. And not because it offers some kind of competitive advantage for one person versus another. Improving our memory, our motivation, our concentration, our capacities improves our opportunities in life, which can mean better living conditions and greater flourishing for all of us. Knowledge is a good in and of itself. And using smart drugs to give us access to even more knowledge is truly invaluable. We should celebrate and not prohibit these opportunities. You'll hear fear -mongering talks about coercion and the vulnerability of students tonight, on being on the slippery slope toward a dystopia and a rat race of enhancements. These fear tactics are just that: fear. Not only are smart drugs not bad, they may offer significant good. But regardless, it's up to college students as moral agents to decide for themselves. I urge you to vote in favor of personal choice and freedom, to vote in favor of educ ational institutions serving as educators and not nannies. And in favor of collectively improving our insights and our opportunities in life. ",
against,"Good evening, members of the public, fellow debaters, and thank you, organizers for allowing me to come to Washington. It's always a welcome opportunity to warm up a little bit from the cold weather in Montreal. So tonight I hope to conv ince you that we should reject the motion that we have before us. And this won't be an enigmatic stance on my behalf. I think the facts, the scientific facts and sound reasoning and policy bring us there. I'll make two remarks in my short introductory remarks. First of all, I try to unpack a little bit the proposition before us. What do we mean by smart drugs, for example? Second, I'll try to highlight that there have been two major moral criteria put forward to assess these smart drugs. Moral acceptability and moral praise worthiness .And I think if you're committed to the foundations of both these tenses, you will reject the motion before us. So first, a couple of remarks on the proposition. Smart drugs, do they exist? Well, if we look at scientific reviews that have been published on this, it doesn't seem to be the case. There is no scientific reviews suggesting that these drugs are efficacious, that they actually improve cognition and intelligence in those who use them. Furthermo re, we don't even know for whom they would work and what would be the risks entailed by their use on the long run. So I think smart drugs don't exist, so we don't have to allow them because, really, they're not -- we're not there yet. A second important piece of the proposition tonight is the allowing. Who should be doing the allowing? Should it be college students? Obviously, that would be a bit contradictory. Should it be college administrations? I could -- I think it could have destined interests in pressure their students to use drugs to gain advantage. Physicians, probably not also -- they could have also an interest in caring for the worried well. So I think this is really a question that we should be answeri ng and tackling at the very highest level of moral and political analysis. It concerns all of us, because if once, if ever, these drugs are out of the barn and start getting more traction, all of us will be concerned. It will impact college environments, the workplace and so on. Second setof remarks: Now, what are the moral criteria to assess if this is ethical? Should we be engaging in cognitive enhancement and the use of smart drugs? As I mentioned, two major moral positions have been put on the table. I'll try to explain them very briefly and come back to it in the Q and A. First of all, moral acceptability is basically capturing a basic set of concerns and trying at liberal democracy. If, for example, tonight you were worried from the ethics standpoint, if ever college students would be free and autonomous in making such de cisions, that's a concern reflected in moral acceptability. If you thought that perhaps we didn't have or were concerned that we didn't have the data to suggest that these drugs were safe and efficacious, that's also a fundamental condition of basic moral acceptability. And we don't have these data. We don't pilot studies about the autonomy of students. We don't have convincing data that these drugs work. So I think from the standpoint of moral acceptability, we need to reject the proposition. But furthermore, if you were concerned by other types of issues that we capture under the label of moral praiseworthiness, you could also be rejecting the motion. If, for example, from the ethics standpoint, you were worried that perhaps this is not a genuine way to achieve oneself, it is not a proper way to seek self -fulfillment. That it's somehow cheating or threatening our moral ideals. That's a concern captured under the label of ""moral praiseworthiness."" If, from the medical and scientific standpoint you were worried that perhaps physicians would be diverted as a resource from attending to important neurological or psychiatric conditions, for example, that would be a concern captured under the umbrella of moral praiseworthiness, i.e., is this p ractice morally laudable and praiseworthy? And the answer is no. No, because we haven't really debated this issue. We haven't made up our minds. We haven't been discussing with our neighbors and in public enough to really know if this is something we w ant to generally pursue. So I hope to have convinced you that it is premature at this point in time to consider the practice of using smart drugs to be, A, morally acceptable, and B, moreover, morally praiseworthy. And if you're still convinc ed yet, my colleague and partner, Nicole Vincent, will stretch the arguments further to show that even if you would grant some minimal moral acceptability to the practice, there would be still substantive issues to grasp with. ",1.0
for," When people come to see me in the clinic, they have choices. They can choose not to see me, but if they're there, they presumably have already made thatchoice. They even have choices not to follow the recommendations I might make. Gone are the days when physicians basically told patients what to do and expected them to obey. And it's a good thing. We're in partnership with our patients to try to provide decent care. People have the right to choose. This is not the motion under considerat ion, but I would suggest this radical claim that college students are people. People have the right to choose what they would do or have done to their bodies, and college students have the right to choose what is done -- or what they would do to their bod ies. Of course, these choices have to be made with a certain amount of knowledge. We want people to be informed about their choices. And so what is the information? Eric correctly pointed out that the data that we have is woefully inadequate. What we do know is that most of these medications work on the Catecholamine systems, that is that they increase the level of norepinephrine and dopamine within neuronal synapses. And as best we can tell, these have effects on arousal, on attention, and sometimes on par ts of our memory and parts of executive function, our ability to be -- to navigate complex arenas. Now, you might be concerned about side effects. And some of the effects themselves arecounterintuitive. So to the extent that there is data that some people actually improve with these medications, some studies suggest that people who are at the lower end of the distribution, with some of these abilities like working memory, actually improve more than people at the higher end of the spectrum. T here's some people who think that these don't actually improve cognition, but these are really drive drugs, that they increase motivation, and people feel good about themselves and motivated to work harder. Adverse effects, as a physician, the thing I wou ld be most concerned about would be cardiovascular effects. People can have cardiac arrhythmias, can have heart attacks, can even have sudden death. Well, there were two studies published in 2011, one in the Journal of the American Medical Association, and the other in the New England Journal of Medicine. These are sort of standard top- line medical journals that looked at many, many, many patients as a retrospective study, and basically found that the use of these kinds of stimulant medications did not confer any added risk, cardiovascular risks as compared to nonuser populations. There is a hypothetical risk of addiction, and we just don't know what the rates are of that. In my own practice of treating some people with ADD, not students that decided to come see me for this, that -- one isn't struck by addiction being a very big issue. But, nonetheless, it is something to be aware of. But the pointabout all of this is that both the promise and the perils of smart drugs are probably overblown. And students should be made aware of what these promises and these perils are and, as Nita said, that what colleges are in the business of doing is educating students, educating students to navigate complicated situations when -- where there's a certa in amount of ambiguity. And we should not take that educational opportunity away from colleges as students are thinking about this. Now, I'm an empiricist by nature, and so what I would like to do -- it looks like a fairly young crowd -- is t hat for people in the audience that are either students now or have graduated from college in the last four years, raise your hands up and raise them real high so the people in the podcast can hear you.  Keep your hands up. Keep them up. Keep them up. Okay, if you -- -- I would say, I don't know, maybe 75, 80 percent, would you agree with that?  All right, so keep your hands up. If you or someone you know has taken a smart drug, put down your hand. I think I see one, maybe two.  So the cat is out of the bag. Let's just be real about this, okay? It is happening, and if you are concerned about this, one might be concerned about the coercive properties that -- the coercive conditions in which students want to take these ki nds of drugs. One might be concerned about the fact that we live in intensely competitive times where there are winner- take-all environments where small incremental advantages produce disproportionate rewards. And we might be concerned about that, and I am; however, if one is concerned about that, we should be concerned about the social milieu in which we live. And prohibitingdrugs is not the solution to that. It is as if one were then lopping off a minor head of a hydra when the monster still remains un-phased. I would say, ""Take students seriously.  And if you respect their autonomy, vote for the motion that ""College Students Should Be Allowed to Take Smart Drugs."" ",1.0
