side,script,round
for," I will argue that stress interrogation techniques are both necessary for getting information from suspected terrorists after 9-11, and effective in doing so. I will base my arguments on the actual experience of interrogators in Afghanistan and elsewhere. This is not a debate about torture. The stress methods that interrogators developed, such as short periods of sleep deprivation and isolation, were light years from torture. And to call them such, degrades the moral opprobrium that rightly attaches to the term. As my colleagues will demonstrate, the use of stress techniques on terrorists is lawful. The burden therefore falls on our opponents, to explain why legal and essential methods to gain critical information about future terrorist attacks should be off-limits. It didn’t take long for interrogators working in Afghanistan, to realize that the traditional army interrogation techniques were nearly useless against the Al Qaeda operatives and Taliban fighters whom the military was picking up in the fall of 2001. Those traditional techniques, a set of 16 psychological gambits assembled during the Cold War, were designed to help young Americans, soldiers, debrief Soviet prisoners of war on the battlefield. The 16 gambits have been crafted for use against conventional soldiers, lowly grunts, conscripted into a state army, who are often only too glad to be taken off the battlefield and out of the war. Army lore held that 95 percent of lawful prisoners of war would divulge information upon direct questioning. In Afghanistan, this ratio was reversed. Virtually none of the terror detainees was giving up information. Tried-and-true approaches, like appealing to a prisoner’s love of family, often had little purchase. If an interrogator offered a jihadist prisoner contact with his wife or children, in exchange for information, the jihadist might respond, quote, “I’ve divorced this life. I don’t care about my family,” end quote. Unlike lawful prisoners of war, the terror detainees were never off the battlefield. They continued their vicious attacks against their captors at every opportunity while in detention. Some of the detainees had been trained in resistance techniques, and knew the limits of American interrogation rules. Others quickly learned what those limits were. So the interrogators began cautiously experimenting with stress techniques, such as marathon questioning sessions or aggressive behavior, to put a detainee on edge. The purpose of such methods was to recreate the shock of capture, that vulnerable mental state immediately following capture, when a prisoner is most frightened, uncertain, and likely to give up information. Uncertainty is an interrogator’s most powerful ally. It can lead the detainee to believe that the interrogator is in total control, and holds the key to his future. An interrogator facing a resistant Taliban explosives-maker, for example, might angrily hoist the prisoner up by his collar, and storm out of the interrogation booth. The detainee had previously understood that American interrogators couldn’t so much as lay a finger on them. Suddenly, he doesn’t know what the interrogator’s limits are. That frightening uncertainty can change his calculations about whether to cooperate. According to interrogators in—in Afghanistan and Guantanamo, stress worked. The harsher the methods that the questioners used, the sooner they got good information. Eventually, the military codified a set of stress techniques for use in Guantanamo and Iraq. These included keeping a detainee awake at night, putting him on cold Army rations instead of hot meals, isolation, environmental manipulation, and impersonating a foreign agent. All were hedged round with numerous bureaucratic and medical safeguards. None of the stress techniques that the military approved for use on terror detainees had anything to do otherwise with Abu Ghraib. Abu Ghraib was the result of the unconscionable and culpable breakdown of military discipline, throughout the detention camp. Soldiers sprayed graffiti on the walls, engaged in public sexual misbehaver, and operated bootlegging and prostitution rings. Elliot Spitzer is not known to have used any of them. The guards’ sadistic and sexualized treatment of prisoners was an extension of the chaos they were already wallowing in. It had nothing to do with interrogation. Had the rules for prisoner treatment and questioning been followed at Abu Ghraib, the abuse couldn’t have happened. In conclusion, the stress interrogation techniques that interrogators developed to break detainees’ resistance, were necessary, effective, and lawful. They were far from torture. In certain instances as—as Bob said, they resembled what army recruits and professionals go through as part of their training. As a reality check, here’s the Senate’s definition of torture. It is that barbaric cruelty which lies at the top of the pyramid of human rights misconduct—such as sustained systematic beating, application of electric currents to sensitive parts of the body, and tying up or hanging in positions that cause extreme pain.",
for,"It would be reckless to ignore the experience of interrogators on the ground, who came up against detainee resistance that was potentially catastrophic in consequence. Intelligence about terror planning is our only sure defense against attack. Nothing else matters. Interrogators facing the urgent need to get life-saving information from terrorists with likely knowledge of future plots, should be allowed to use stress when the questioning techniques designed for lawful prisoners of war are not working. ",
against," Gee, it all sounds so…sweet and benign. Uh…ask ‘em a few questions, have ‘em stand up for a while, you know…make them take their shirt off, get ‘em a little cold maybe. 300-pound Iraqi general… stuffed in—head-first—into a sleeping bag, bound up with electrical wires, sat on by a Army warrant officer… Hand put over his face every time he screamed out for Allah… Released, put back in, died.  That was a stress position. Guy was prosecuted, got six months for some orders violations, but, basically, was released because it was an authorized stress position. Taxi driver Dilawar, hung from the ceiling, by his wrists. Five days after he’s—not captured, but turned over, turned over, to American forces in exchange for a ransom, beaten to a point where, according to the autopsy, by an Army doctor, his legs are pulpified.  By the DOD’s own count, approximately 40 people have been killed in the hands of the United States, in detention, as homicides. So let’s not kid ourselves that this is some sort of benign search for the truth. Torture was never intended to be that. Torture was intended originally, to be an effort to get false confessions. You’re a heretic, you’re a traitor to the king, you’re a witch. We’ve given a bad name to torture. We’ve misapplied torture, we’re trying to use it to find the truth, for Pete’s sake. My experience has been, in doing these kinds of things and these—with these kinds of groups, that there are a number of people who have a number of different points of view about it. Some of you are moved by history, tradition…some of you are moved by the morality of it, the moral imperative. Some of you are moved by diplomacy. Some of you are simply moved by the practicality of it. Are there better methods, or is this the best method. What I want to do is address six aspects of torture, or, benign interrogation, whatever you want to call it, stuffing people in sleeping bags head first and binding them up, and then give each of you the opportunity to pick the one that you kind of think works, and then my colleagues will hone in on some of them. First one is that it inflames, enrages the enemy, and causes them not to surrender. There’s a reason the Nazis surrendered to the Americans on the Eastern front and not to the Russians. In the first Iraq war, tens of thousands of Iraqis surrendered to us because they knew that they would be treated decently. My friends, they’re not surrendering to us anymore. It endangers our own troops. We’re the ones on the front lines. It’s the—it’s US troops at the pointy end of the spear, forward-deployed in more locations on more occasions in greater numbers than all the other forces of this world combined. There is a reason that the United States wanted there to be a Geneva Convention, it wasn’t to protect them from us, it was to protect us from them. And we’ve lost that. John McCain said, that he believes he was treated incrementally better because the Vietnamese knew—North Vietnam knew—that we were abiding by the Geneva Conventions in spite of the fact we didn’t have to. According to the arguments, based on the same rationale that the administration uses now. It interferes with our ability to build coalitions, in the future wars are gonna be fought by coalition forces. The United States should not and cannot go alone. We were just put on the list of human-rights violators by Canada. We got them to take us off, but the point is…Canada, the Aussies, the Brits, aren’t going to want to fight with us if they can’t expect us to comply with the Geneva Conventions, and we’re going to be out there at the pointy end of the spear, all by our lone. It causes Americans to become torturers. It’s one thing for us to send our good men and women into battle and ask them to give that last full measure of devotion. It’s another thing to send them into battle and ask them to become torturers and come home that way. Fifthly, it’s simply not the most effective method. People say, “Does torture work?” Torture-, does torture work isn't the right question. The question is, is there another more effective way to do it. Let me quote to you from, say, General Petraeus, who one would think would know something about it. Some may argue that we would be more effective if we sanctioned torture or other expedient methods to obtain information from the enemy. They would be wrong. Beyond the basic fact that such actions are illegal, tort history shows that they are frequently neither useful nor necessary.",
against,"The fight depends on securing the pop-, boy, that went fast. I just…",
for,"The critics invariably portray, as you just heard now, waterboarding and other stress techniques as torture. I would stipulate easily and readily that waterboarding and other stress techniques is a fairly unpleasant practice. It offends our 21st century sensibilities. It’s something that’s difficult to talk about. But I also believe we’re at war with an implacable and ruthless foe that thinks nothing about killing civilians by the thousands and is seeking to kill millions more. I don't think anybody would disagree about obtaining intelligence is vital in this war. And we can debate, theoretically, the proposition that other techniques work, but it’s a matter of fact. There are instances where hardened anti-operatives did not prove susceptible to these kinder, gentler techniques, and yet provided intelligence when they were subjected to stressful interrogation techniques. But my overarching message to you is that this is a policy debate. It should be a policy debate, which is why asking the question that has been posed today is useful. The obsession of legalities is not helpful. The legal definition of torture is necessarily vague. The torture defined in the ’94 statute which was passed to implement obligations under an anti-torture convention, as quote, “Intentional infliction of severe pain or suffering, both physical and mental.” Much of the legal debate about torture boils down to the question of how severe is severe. As far as the physical pain and suffering is concerned, it’s almost certainly the case that some forms of waterboarding have been practiced by the CIA on only three occasions that we know of, with three different high-value detainees, rise to the level of torture. And some probably, particularly those that did not involve full inundation of the subject do not. The reason for this is because the physical discomfort suffered by the subject of-, being subjected to this technique while was not severe enough. As far as the mental severe pain and suffering is concerned, it bears emphasizing that Congress deliberately adopted a narrow definition of the term “severe” to encompass only, and I quote, “prolonged mental harm caused by or resulting from the threat of imminent death or mind altering substances.” In my view waterboarding and other techniques practiced by the CIA do not fit this definition for at least two reasons. First of all, the practice of waterboarding used by the CIA was extremely short, sixty to ninety seconds, which certainly suggests even to our lawyer that it’s not protracted. Significant to the question of what is, what constitutes protracted was further debated by Congress in 2005 and 2006 in the context of two key pieces of legislation when Congress handled-, and once again, the answer was that there has to be some duration, some timeline for something to be considered protracted. Second, the high-value terrorist being interrogated are perfectly aware that they’re not in any danger of death, that the CIA was after information, their lives were not in danger. When Congress passed in the Detainee Treatment Act something called “shocks the conscience standard”, which makes it even harder to argue that these techniques are always, inherently, and absolutely torture, because the shock, shocks the conscience standard, by definition-- and it’s something that borrows from American case law-- it is inherently a context-specific standard. It is not something that you would be able to answer in the abstract. It’s also worthy to point out that while the original Justice Department so-called “torture memo” was perhaps overly broad in its definition of what level of pain and suffering constitutes torture, lots of legal council came up with some more nuanced analysis. Significantly, ladies and gentlemen, this analysis was developed by lawyers, at least some of whom where critical of the administration’s policy. Indeed, as reported in the media, including by Stuart Taylor of the National Journal, the lead author of the subsequent memo by OLC on this issue was none other than senior DOJ official Daniel Levin, who himself had been subjected to waterboarding as a part of his research. I know that trusting the gallowman is not an argument most of you like these days, but I would certainly be inclined to trust Dan Levin, who by the way was reportedly forced out by Alberto Gonzales for not being sufficiently solicitous of the White House positions on various other issues. Now, presented with this argument, the critics claim, “Well maybe it’s not torture, but maybe it’s cruel inhuman degrading treatment”, which is another set of legal buzzwords. Yet cruel, inhuman and degrading are even more capacious terms than torture. For some detainees, the mere fact that they’re being questioned by a Jew or a woman is an intolerable humiliation. Are we supposed to countenance and approve this kind of racist sentiment? Meanwhile, it’s also the case that there has to be some reasonable definition of what is cruel, inhuman and degrading, because I would submit to you that there is a degree of humiliation, cruelty, and degradation in any kind of custodial interrogation. There’s yelling, there’s screaming. Threats are being made against a person or his loved ones. Andy Fastow of Enron fame was told by his interrogators that his wife would be imprisoned for a long time, and I would submit to you that it was probably a cruel treatment. So there has to be some parameters of behavior that’s clearly-, is cruel and degrading and humiliating, but yet does not violate the law. My bottom line is this: while the waterboarding debate implicates legal issue, we cannot simply abandon the field to the lawyers. The lawyers have no special right or expertise to deal with those issues. So our duty as a society is to approach these debates seriously, in a mature fashion. To ask what is really consistent with our values. Incidentally, we’ve talked about mistakes. My good friend John mentioned mistakes. And yes, shoving somebody’s head in a sleeping bag is not a good thing. But as you may recall, these problems occur in other contexts. When I was at the Justice Department, one of my responsibilities was investigating various bad things that happened in the Bureau of Prisons. And let me assure you ladies and gentlemen, in a situation when there is no blessing for stress techniques, instead in fact-- prisoners in federal and civil and state penitentiaries not being interrogated at all have…",
for,…fellow prisoners who commit horrible things. You have sadistic guards who do horrible things. Recently I had a case in Florida…,
for,"…involving mistreatment by the guards of a child in a boot camp, where he was basically smothered and suffocated in the course of trying to set him straight. This is not an easy debate. We should not focus exclusively on the question of how to deal with enemy combatants. We should ask a broader set of questions of what level of coercion are we prepared to tolerate in our public policy, something that our government is doing. We should not come up with one set of regimen for captured unlawful enemy combatants when we waterboard our own personnel. Then there are things going on other spheres of public life, including as I mentioned, in boot camps that are harsh. And--, but the last point is whatever we do, we should be honest and transparent about this debate. We should not use misdirection. We should not talk in terms of, “Well let’s adopt the same standards as an Army field manual.” Because ladies and gentlemen, the Army field manual, by the way, allows the level of “Mutt and Jeff” technique that does not allow the interrogator playing the bad cop to be disrespectful, to be tough on an individual. So here we have politicians advocating the level of kindness towards the unlawful enemy combatants that exceeds that that’s been adopted with regard to interrogation of criminal suspects. That is not…",
for,…the good way to deal with this issue. ,
against,"All of us on both sides want good counterterrorism policy. Heather, David, John, all of us want to be safe. They just represent different fears. I’m here to represent the facts, not their fears. I have been working for 30 years on torture, on not-torture, and everything I’m about to say is in that 900-page book in the lobby. Bottom line, good torture is not good counter-terrorism policy. As the fascist military police said, torture for interrogation is, and I quote, the “clumsiest method,” and only a, quote, “fool” would use it. And this is from their interrogation manual from Burma in 1943. Now I don’t care whether you call it torture, tough stuff, muffin stuff, not torture. The only question really is, as you say, whether it gets the bad guys, and here is where everybody gets into storytelling--you’ve heard a few. I have one too. A World War II vet came up to me after a lecture and he said, in France, we caught this German soldier and we pulled a knife to his throat and said, where are the other soldiers. And I said, did you get good info? And he said yeah, sorta. I said I’m happy for you, I really am. I really am. Because if you had bad info, you’d be dead. You would be dead. The problem is that everyone who knows that torture or not-torture doesn’t work, is dead. For those for whom it works, they are walking around saying it worked for me, it worked for them, if… This is what we call in social science a biased sample. If you take real data from the best studies, armies using torture who carefully and selectively selected suspects, eighty—8,000 to 20,000 minimum is what you need to get the best-case scenario, and the best-case scenario that they manage to generate out of these cases is 20 to 78 innocent people had to be tortured for each bad guy they got. 20 to 78 innocent people for each bad guy. Now, for every accurate piece of info then you have to torture in the thousands if you’re professional about it—this is not retail business. This is wholesale. So you tell me, does torture work? I’ll give you the opinion of the professional Gestapo. In 1942 the Czech resistance assassinated Reinhard Heydrich, Reichsprotector of Czechoslovakia, Hitler wanted results, he didn’t care how, he said these guys don’t listen to anything, and the Gestapo got the three bad guys but to do that they tortured and killed 7,545 individuals, annihilating two villages. They also got 100 resistance members on the side they weren’t looking for but that’s pretty typical results, Battle of Algiers, Vietnam, we can go through them. At this point, enter Heinz von Panwitz, a career policeman and head of the Gestapo’s anti-sabotage unit from Prague, he said don’t be stupid. Depend on public cooperation, build up rapport, put out a reward. They got over a thousand tips and in fact what broke the case, what broke the case, was when Korda, a member of the Czech resistance betrayed the entire operation. Korda wasn’t tortured, he lived well, he collected a huge reward, in fact he lived long enough to be executed for treason after the war. The professional Gestapo repeatedly decimated the resistance through public cooperation and informers, in France, Denmark, Poland, Norway, Russia, Austria, Czechoslovakia, even in the concentration camps. The Gestapo turned to torture when they lost seasoned pros like Panwitz during the war. And then they had young men with whips running around and why learn good policing when you’ve got a whip. Huge government funded studies, our government-funded studies, have proven Panwitz was right. If you don’t have public cooperation the chances that a crime will be solved falls to 10 percent. Pathetic results. The Gestapo knew public cooperation was the best anti-terrorist method. Public cooperation works even when time is short. July 21st, London, seven guys get on buses with ticking bombs. The British police got all of these guys in 10 days, and the ticking bombs. The big break came in 24 hours when the parents of Mukhtar Said-Ibrahim turned their son over after seeing the security video. These were loyal British Muslims. Would they have turned their son over if they knew he was gonna be—not-tortured? The answer is no. Good torture isn’t just a source of bad intel, it destroys the only thing that really works, public cooperation. Good rapport weakens even the strongest bond we know, good rapport…restores the bond between parent and child. Even when time is short. Using these techniques during World War II, the British managed to catch 290 German spies hiding among 42,000 refugees crossing over from Europe without torturing any of them. I don’t split hairs over what torture is and what is not torture. If what makes torture moral or not-torture moral, if it saves innocent lives then the truth has to be that torture is immoral. Because it takes far more innocent lives than it has ever saved, and that’s true for not-torture. Actually, some not-torture we use is even worse than torture. Take sleep deprivation. We use it all the time. Professional Spanish Inquisitors, professional Spanish Inquisitors, wouldn’t go near it. They knew sleep deprivation has hypnotic effects under repeated questioning, people will generate visions. Perfect for seeing packs of the devil and Al Qaeda everywhere. That’s why crazy Scottish witch-hunters used it. It was very effective. But that’s them Protestants, not—a Catholic inquisitor would not go near this, quote, not-torture. They knew it was unreliable, and yet we use it all the time as if it gets magical results, well it is, it’s magical thinking. That’s all it is. Good torture creates bad intelligence, involves torturing thousands of innocents, while the terrorists run free. It destroys our soldiers who are forced to put in these positions , we have the studies, and the organizations. And limited time makes all these effects worse, not better. That’s the data. The professional Gestapo knew this. The Japanese Kempei Tai knew this. Even occasionally a Spanish Inquisitor figured this one out.",
against,"With great respect, why shouldn’t we not learn from them. Good counter-terrorism policy depends on winning public support and building up human intelligence.  I used to be on the other side. I grew up in Iran under the Shah. The Shah’s SAVAK tortured terrorists, and the Shah said I don’t torture, we just have different ways of doing that, we have to be tough on these medieval radical throwbacks. They’re different. And Khomeini said, medieval throwback, now look who’s talking, the guys who torture. Nothing was a better recruitment tool for Islamic radicalism than not-torture. And so the question is, how many countries in the Middle East do you want to lose? How many witch-hunters do you want to follow. There is intelligence out there. It is time, it is really long past time for us to get our act together. ",
