side,script,round
for,"Well, I actually don't think so.  But look, this is an issue that everybody feels very strongly and personally about. I'm the father of two girls on college campuses. I feel strongly about it too. That's why it's so important to have debates like this one.",
for,"My partner is professor of law at Harvard University, Jeannie Suk. ",
for,"They feel very personally about it. It's also very political for them. And it's also about the institutions that they inhabit, so that's a recipe for very strong feelings and very strong disagreements.",
against,"I think it does. Over the past decade, the uniform code of military justice has had three versions of a definition of rape and sexual assault. So, this is a very complex issue.",
against,,
against,"Sure, Title IX is the federal law that requires colleges and universities that receive federal funds to prevent racial and sexual harassment of their students. And that's why colleges have an obligation to address racial and sexual violence against students on their campuses.",
against,,
against,It's a part of it. ,
for," And welcome to the second most important debate happening in America tonight. It's a -- it's a deep honor to be here, and I want to thank the organizers and also you, the audience, for coming. So, yes, one of my daughters is a college sophomore. The other just started law school. I'm very concerned about keeping our campuses safe from sexual assault. That's a goal that everyone on this stage shares. But the way to achieve that goal is not by having colleges conduct rape trials when they're incompetent to do it. I'm about to use some strong words. I wouldn't do it except that this is the reality, and we need to face it. As the result of campus sexual assault trials, actual rapists all over the country are going free to rape again, while innocent people -- it's impossible to know how many. But I'm talking about people who haven't committed Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 9 - 9/17/2015 any sexual assault at all -- are being found guilty and having their lives wrecked by an error ridden, unreliable process that's filled with conflicts of interest and violations of due process, all of it covered by a thick layer of non-transparency. Now, my partner, Jeannie, is going to cover the serious due process violations, so I'm going to talk to you about the basic competency and neutrality and transparency issues. But there's something extremely important to both Jeannie and me. I want to say it first, that this is not, for us, a debate between the rights of the accused versus the rights of the victim. An incompetent process produces errors on both sides. It's unfair to both victims and the accused. The errors run in both directions, and I will give you examples of those in a moment. But first, just some quick background on how we got to where we are today. In 2011, the federal government sent a letter to every college and university in the country telling them that if they didn't start trying rape cases they would lose hundreds of millions of dollars in defunding penalties, and forcing us to comply with a set of procedures dictated by the government, including, for example, lowering the standard of proof. Now, I'm sure this letter was well intentioned. But the problem is that college trials totally lack the necessary expertise, neutrality and transparency. Let me start with competence. The primary forensic tool in a rape case -- you've probably heard of it -- it's a rape kit. It's basically a medical forensic examination of the victim. Now, most college personnel don't even know what a rape kit is. Or say a woman believes she was the victim of a date rape drug. Say she was the victim. That kind of case requires a laboratory toxicology result. That's how you make that case. Most colleges do not run such laboratories and can't do that. A recent college rape case was decided by a panel of three judges, one person from engineering, one from food services, and one foreign exchange student. In another case, an accused male student was essentially acquitted not because he was found innocent, but because he broke down at the hearing and admitted his alcoholism problem. The woman accuser was stunned to see her rapist sitting in class with her the next week. At Stanford, the teaching manual for rape judges includes an article saying that if the accused act -- if the accused acts as if he's the victim, that's an indicator of guilt. Another indicator of guilt is if he, quote, ""Acts logical and persuasive."" This kind of -- I'm not kidding. Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 10 - 9/17/2015 This kind of incompetent decision making is leading to miscarriages of justice of a kind you wouldn't imagine in America. And how about impartiality? In our courts, we have a process we've worked out for centuries to ensure that our judges and juries are disinterested, that they don't know the parties, don't know anybody who does know the parties, that they're not subject to rumors and pressures. In college rape trials, it's the opposite. These are people from the same community. They are subject to pressures. They sometimes know the parties. They sometimes know people who do know the parties. Athlete -- athletic coaches decide if athletes committed rape. Students decide cases involving students. Now, again, these conflicts, they hurt victims and accused alike. In some cases, colleges have a huge incentive to sweep rape cases under the rug, to cover them up. And that can lead to guilty people being found innocent. In other cases, it's the opposite. Especially today, colleges are feeling a lot of pressure under threat from the federal government to show how seriously they take these cases and to make an example. And that can lead to innocent people being found guilty, to be expelled, and if their names leak out, to be branded with a stigma that they have no way to ever clear themselves of. Compare this to what happens when a murder takes place on a college campus. We don't hold campus homicide trials. We all expect the police, the DA, the FBI and the courts to take charge. Rape is a crime as serious as homicide. It's not like plagiarism or cheating on an exam. That's the kind of thing college disciplinary panels are good at. We should treat rape with the same seriousness as we do other major crimes. But worst of all, I haven't even gotten to the worst thing of all. What happens when the college rape trial works just the way it's supposed to work; when an actual rapist is found guilty? What happens next? Let me ask you a question. If you had proof that somebody in your neighborhood had committed an act of rape, what was the -- what's the worst possible thing you could do? Here's the worst thing: Push that person out of your neighborhood, but never tell anybody else what happened. Keep his name confidential. That literally is what colleges do in these cases. They expel the student but keep his identity a total secret because the college process, unlike a court, has no transparency. It's all covered with confidentiality. And I can't stress how important this is. Some empirical studies out there have suggested that up to 90 percent of college rapes are being committed by fewer than 5 percent of college men, a relative handful of serial rapists, averaging over six rapes each. Yet colleges, when they catch these serial rapists, simply push them out of their neighborhood, leaving them free to commit sexual assault elsewhere, their secret kept safe within the college bureaucracy. That's why we need courts to handle these cases. Now finally, it's critical to acknowledge that the courts are far from perfect, the police are far from perfect. Too often in the past they have failed victims of sexual assault.  We have to do better. And in the end, it's not courts or colleges, one or the other. That's a kind of debating artificiality. We all know that both have a role to play. There's a huge amount colleges can do, but they should be focused on education and prevention, which they can do well, not on adjudication which they can't. Ideally, we bridge the gap. Get colleges and police working together. That's what I've advocated, and it's happening. Here in New York, there's just been the creation of a special sexual assault enforcement unit, first of its kind in the country. It's specifically designed to go out and work with both colleges and local police to help them get together and do their jobs better. But the primary responsibility for investigating and trying rape cases has to be with police and courts. That's what we're asking you to vote for. A vote for our side of this debate is a vote that not campuses, but courts should be the primary place where rape trials are conducted. And we urge you --",
for,-- to vote that way.,1.0
