side,script
for,"Sure, in one sentence, utilitarianism is the view that the right thing to do is the act that will have the best consequences, all things considered, of the options open to you. John Donvan:You nailed it in one sentence.  That's correct. My partner is Andrew Solomon. Andrew's a writer who's written very movingly about this issue. He's also a public speaker. And if you look at the talks he's given on TED, TED.com, you will find that eight million people have viewed them, whereas my talk has only been viewed by one million. Well, it's somewhat less taboo, but in a society in which people tend to be in denial about the reality of mortality altogether, getting them to talk about this is still frequently a struggle. But I think speaking about it openly, as we are doing tonight, is one way to help people be less afraid to tell their families or to tell their doctors what they actually think and feel."
against,"Well, I think it's important to reme mber that doctors know the complexities of trying to do assessments as to whether somebody really wants this or not and all the other issues that would have already been touched on. They also know about advances in medicine and that things toda y are very different. Most of the public sees stuff on the media that looks scary. They're scared about their own dying and we're all going to die. And they also often have memories of things that might have happened a quarter of a century ago. Oh, I'm sorry. I'm just so enthusiastic.  I'd like to introduce the kind, caring Dr. Daniel Sulmasy, who has studied this in -depth -- and is a physician. I think, in some ways, what it really means is I have too many bosses. But beyond that, they fit together seamle ssly for me, really. I mean, doctor, when you think about it, means ""Teacher."" And I try to just be a good teacher for my ethics students, for my medical students, and for my patients."
for,"Because much of modern medicine prolongs not living but dying, we need to rethink death itself. Making someone die in a way that others approve, but that he feels is anathema, is an odious fo rm of tyranny. Aid-in -dying needs to be tightly regulated, as any life or death matter does, from driving to surgery. But while no one should be pressed into assisted dying, no one should be categorically denied that right. It's about dignity. In hi s dissent in Cruzan, Supreme Court Justice William Brennan said, ""An ignoble end steeped in decay is abhorrent. A quiet, proud death, bodily integrity intact, is a matter of extreme confidence. ” And it's about reassurance. Brittan y Maynard , who captured headlines for choosing to end her life at the age of 29 at the end of a battle with brain cancer, said, ""It has given me peace. I do not want to die, but I am dying, and I want to die on my own terms."" It's not about depression. When hope of recovery is gone, when one achieves relief from physical symptoms only at the cost of mental clarity, when – on e’s dignity is lost to physical deterioration, the wish to end your life may be rational. Now, there are some people who find great meaning in those very final stages. But there are other people who are not interested in finding that meaning. And from a non -theological point of view, it can be argued that the meaning people attach to that stage of life is an artifact of the human imagination. It's not about suicide. Suicide responds to personal disintegration while this precludes it. And it is about the limitations of medicine. It's nothing short of medical arrogance to say that palliative care and hospice can adequately deal with the end of every life. Hospice, in fact, can impose an authoritarian, hard, paternalistic view that the hospice way of dying is the only way, and it's rooted in precedent, as John said in the opening, in Oregon, where after 17 years, only 752 people have died from lethal prescriptions, which is to say .2 percent of the people in the state who have died. As Hillary once hoped for abortion, this is safe, legal and rar e, and it has popular support. According to a 2013 Gallup Poll, 70 percent of Americans support legalizationof physician assistance in dying. When my mother's friend, Sandy, was dying of cancer, my mother visited and saw her in the hospital where she was screaming in pain and so heavily medicated that she was unable to recognize the other people in the room. And when she came home, my mother said, ""If I ever get to that state of pain, promise that one of you will shoot me."" M y mother was diagnosed with o varian cancer when she was 56. And when her first chemotherapy failed, she said that she would submit to another round of agonizing treatment only on the condition that someone got her those pill s. By the time of her third chemo, she was in dilapidated health. She was vomiting. She had a persistent malaise, she had hair loss, she was negotiating surgical adhesions, but she also had the pills. And the agony became unimportant because the symptoms w ere permanent only until she decided that she could take no more, and then she would be free, and so the disease was no longer in control of her. My grieving father, my mother, my brother and I talked through the logistics as though a dress rehearsal would exhaust some of the pain of the loss in advance. We planned it together, much as we had once planned parties or family vacations or Christmas. We were liberated by our newly clarified emotions, but we were entombed in the loneliness of our illegal collusion. My mother went to see a gastroenterologist two years after she got sick, who told her that she had significant tumors in her intestines and would soon be unable to digest food. She called my brother and me, and she said that it was time . It was all very much as we had planned it. She said, ""The only thing I still fear is this not going smoothly."" And she took the antiemetics. A few nights earlier, my mother and my brother had pulled a wishbone, and my mother had won. And now my brot her said to her, ""What did you wish for?"" And she said, ""I wished for this to be over as quickly as possible. And I got my wish, I got my wishes so often."" And then she said, ""When you were children, I wanted my love to make the world a safe place for y ou. And my greatest hope is that it will still wrap you up for your whole life."" And she said to my father, ""I would gladly have given decades of my life to be the one to go first. For 30 years, Howard, you have been my life."" And then as her voice slowed with the medication, she said, ""I'm sad to be going."" But even with this early death, I wouldn't want to change my life for any other life in the world. I have loved completely, and I have been completely loved, and I've had such a good tim e. I've looked for so many things in this life, so many things. And all the time, paradise was in this room with the three of you."" I've seen other deaths, and I remember feeling that they belonged to the hospital or the illness or the gun or the catastrophe. This death was my mother's own. She was the same person in death that she had been in life, and it was her right to choose it over a death like Sandy's, and it should be everyone's right. The words ""liberty"" and ""dignity"" are nearly sy nonymous in death as they are in love."
against,"As you heard, I am a physician. And part of my job is to help people die with dignity and in comfort. But I don't want to help you or your daughter or your uncle to commit suicide. And you shouldn't want me to. I urge you to oppose physician -assisted suicide , because it's bad ethical reasoning, bad medic ine and bad policy. I'm going to concentrate on the first of these, and Ilora will take up the other two. Now we strongly support the right of patients to refuse treatments and believe physicians have a duty to treat pain and other symptoms even to the point of hastening death. But empowering physicians to assist patients with suicide is quite another matter. Striking at the heart not just of medical ethics, but of ethics itself. That's because the very idea of interpersonal ethics depends upon our mutual recognition of each other's equal independent worth, the value that we have simply because we are fellow human beings. Some would have you believe that mortality -- that morality depends upon equal interests, usually defined by preferences, and of advanced utilitarian arguments based on that assumption. But which is more important : people or their preferences? As Aristotle observed, small errors at the beginning of an argument lead to large errors at the end. If interests take preference over the people who have them, then assisting thesuicide of a patient who has lost interest i n living is certainly something that would be morally praise worthy. But it would also follow that active euthanasia ought to be permitted, that the severely demented could be euthanized without their explicit consent, even experimented upon. And it also follows that infanticide ought to be permitted for children with congenital illnesses. Now, many might see these as frightful conclusions, but this is not just the slippery slope. These all follow logically from arguing for assisted suicide o n the basis of maximizing our individual interests. So , if you don't believe in euthanizing severely disabled children or the demented, you might want to rethink your support for assisted suicide, at least if you want to be consistent. Now, is assisted suicide death with dignity? The word ""dignity"" has at least two senses. Proponents, like the one you heard, use the word in an attributed sense to denote the value others confer on them or the value they might even confer upon themselves. But there's a deeper, intrinsic sense of dignity. Human dignity ultimately rests not on a person's interests, but on the value of the person whose interests they are. I don't have to ask you what your preferences are to know that you have dignity. And Ma rtin Luther King says that he learned this from his grandmother who told him, ""Martin, don't let anybody ever tell you that you're not a somebody."" S omebodiness, this intrinsic sense of dignity, was at the heart of our civil rights movement. And the message is that it doesn't matter what a person looks like, how productive that person might be, how others view that person or even how that person may have come to have viewed herself. What matters is that everybody, black or white , sick or well, is a somebody. Now, assisted suicide and euthanasia require us to accept that it is morally permissible to act with the specific intention of making a somebody int o a nobody, to make them dead. Intentions, not just outcomes , matter in ethics. Intending that somebody be turned into a nobody violates the fundamental basis of our interpersonal ethics, our intrinsic dignity. We live in a society that worships independence, youth, and beauty. Yet we know that illness and aging often bring dependence and disfigurement. The terminally ill, especially, need to be reminded of their intrinsic dignity at a time of fierce doubt. They need to know that their ultimate value doesn't depend upon how they look, how productive they are , or their independence. You see, assisted suicide flips the default switch. The question the terminally ill hear, even if never spoken, is ""You've become a burden for you and for us. Why haven't you gotten rid of yourself yet?"" Now, a good utilitarian might think that a proper question, even a moral duty, but as a physician who cares for dying patients , I am much more fearful of the burden this question imposes on the many who might otherwise choose to live , than the modest restriction imposed on a few when assisted sui cide is illegal. Assisted suicide should not be necessary. If it's pain and other symptoms you fear, they can almost always be alleviated. As evidence, consider that pain or other symptoms rarely come up as the reasons for assisted suicide. The top reasons are: fear of being considered a burden and wanting to be in control. Now, you may ask, ""Why shouldn't I have this option?"" and yet we all realize that society puts many restrictions on liberty and for a variety of reasons, to protect others, to promote the common good, to safeguard the bases of morality and law. For example, we don't permit persons to drive drunk or to freely sell themselves into slavery. Paradoxically, in physician assisted suicide and euthanasia, patients turn control over to physicians who assess their eligibility and must provide the means. And, further, since death obliterates all liberty, saying that respect for liberty justifies the obliteration of liberty actually undermines the value that we place on human freed om. Now, Ilora and I live our lives dedicated to supporting patients and families, to listening to patients at the end of life, to relieving suffering, and to valuing them to the end. That's why you shouldn't vote for assisted suicide."
for," Let's be clear what we are debating this evening. It's ""Legalize Assisted Suicide."" It's not ""Put Utilitarianism into Practice,"" and it's also not anything further to do with other areas in which one may or may not think that sometimes death is preferable and ought to be provided. That is not the topic. You're asked to discuss -- to focus only on this quite narrow question. Now, if you think about that question, we are, of course, influenced by the idea that normally death is a bad thing. We often think of it as the very worst thing that can happen to us. But if we ask ourselves why that should be, ""Why is death a bad thing?"" then we can think that the re are a variety of reasons in normal circumstances. For instance, people want to go on living, so death is contrary to that very strong wish that people have. It violates their autonomy. If somebody else in particular kills them, it normally violates their autonomy, which is somet hing that we ought to respect. Secondly, death ends your life, and most of us think of life as a positive, as a good thing, fortunately. So , it prevents you from continuing to live that life that you find worthwhile, that you find fulfilli ng and rich, that brings you happiness and other values. And, thirdly, death is a bad thing for those who love and care for the person who dies. It's a source of grief to them that someone they love dies. So that's why normally, of course, we should not promote death, let alone kill people. But there are very special circumstances in which none of these things apply, and that's what we're talking about tonight. There are circumstances in which the person who is considering death wants to die. That is their autonomous choice. So, death is not a violation of their autonomy, or contrary to their strongest wishes. But it's in accordance with them, as Andrew described in the case of his mother just now. Secondly, there are cases in which a person has no more valuable life to look forward to, valuable by their judgment, not valuable by somebody else's judgment imposing on them the idea that their life is still worthwhile, even though they, having thought the matter through -- perhaps having t hought it through for many years -- again, as in the case Andrew described, have decided that life would not be worth living for them under some circumstances. And in particular, if they have only a short time to live, as in the case of the statutes in Ore gon and Washington, and now Vermont as well, then they know that they cannot look forward to more years of happiness. And as for the grief that those who love them will feel, of course they will feel that grief if they die now. But in the cases covered by these statutes, where people are terminally ill and likely to die -- two doctor s certify that they will die, they have less than six months to live, then the family is going to grieve anyway. And the caring family -- like Andrew and his brother -- will at least feel that the person they love got to die at a time of their own choosing. And that's important. Now, in fact, this idea that this is sometimes a good thing is recognized by our opponents. Daniel Sulmasy just said that sometimes it's justifiable to relieve patients' pain, if you're hastening death. It's not the hastening death that they object to, because they acknowledge that you can withdraw treatment that would keep patients alive -- s ometimes would keep patients alive for a long time. It's the intention of ending a patient's life that they object to. But we don't have to accept that morality. That's a specific morality which Daniel Sulmasy is free to hold, of course. And if he -- as he said at the beginning -- would not like you -- to help you end your life, that's entirely up to him. Nobody is suggesting he should be compelled to end anyone's life against his conscience. But if a different doctor -- and there are such doct ors -- is willing to do that, indeed, thinks that that's the best final care that he can give to a patient who he can no longer restore to a situation that the patient considers worthwhile, then I don't -- I don't think we should be hung up by this idea that something is somehow always a wrongful intention, even if in normal circumstances, to aim at someone's death would be a wrongful intention. But not in these circumstances. In these circumstances, it may be the right intention. Now, I'm sure we're going to hear from probably Ilora Finlay, I guess, that there are risks – that this is a dangerous thing -- that it will lead to a slippery slope. That argument has been around in this debate for a long time. I think that when I fir st became interested in this question -- which now goes back about 40 years. T hat that was an argument that you had to treat very seriously and had to give a lot of weight to. And I could not be completely sure that it was not justified. But no w we have much more experience of the legalization of assisted suicide. We have, in the Netherlands -- in fact, more than 30 years' experience of the open practice of -- by the medical profession, with the support of the Royal Dutch Medical Society -- not against the doctors' views -- of that practice. And with its full legalization, about 14 -- about 12 years ago. And fully supported by the Dutch population, so that although there's been a succession of governments -- some conservative, some more liberal, one of them under a Roman Catholic prime minister -- they have not ever sought to repeal the legislation. And similarly, in Oregon, we now have 17 years of experience, a relatively small number of people dying each year. And as you heard, more of them requesting the prescriptions, but not using them, because they want the control. They want to know that they could end their life if they want to. So, with that experience, the experience of Belgium as well, which followed the Netherlands, its neighbor, and then Luxembourg, and then also Washington -- the state of Washington, the neighbor of Oregon, which was watching what was going on there, and decided that was a good system that they wanted, and therefore accepte d it -- we have not seen a slippery slope here. We have, in fact, found that these -- this legalization is something endorsed by the populations concerned and supported by it, and they want it to continue. "
against," I'm a palliative care physician. For over a quarter of a century, I've looked after dying patients, thousands. I've had countless conversations about death and dying, and supported each in what they tell me they need, not some kind of formula ic death. But I've seen despair return to enjoy life in new found, unexpected andtreasured ways. It is through compassion that I see how dangerous it is to license doctors to provide lethal drugs. How much assistance is needed? Well, euthanasia, as pr acticed in the Netherlands by and large, more than physician -assisted suicide, is the injection of lethal drugs. Here in the U.S., that seems to be reserved for a state execution. It's pretty much the same drugs used. But let me tell you about someone. Let me tell you about David, aged 36. His spinal tumor was causing very difficult pain and incipient paraplegia. His surgeon, oncologist, and family doctor all thought his prognosis was three months. And I was asked to see him only because his doctors couldn't give him a lethal injection. He seemed a very clear- cut case for assisted suicide. When I saw him, the distress was palpable. Their third child was six weeks old. David fitted every criteria of every bit of legislation I have ever seen. He had a clear, settled wish, had mental capacity, was not being coerced and was very, very distressed. It was October. I thought he'd be dead by Christmas. So what happened? After some persuasion, careful, gentle persuasion , he accepted my input. And gradually, he lost the wish to die. 11 years later, he phoned me. His lovely wife had pancreatic cancer and was dying. That baby, now 11, sat with his sister, brother, and dad holding his dying mum's hand. Is David an exception?  He illustrates all the problems with proposals for assisted suicide. Let's look briefly at what happens in states which have changed the law. Over 16 years of Oregon's law, assisted suicides have risen four and a half to fivefold. In Washington state, which legalized assisted suicide in 2008, the rate of rise is fast deeper; 43 percent in one year alone. When you normalize physician-assisted suicide, the underlying social dynamic changes. Laws aren't just regulatory instruments. They send a message. And the message they send is that if you're terminally ill, ending your life is something that you probably ought to think about. Indeed, in Holland, when they changed their law, they thought their figures had plateaued, but they've actually doubled. And in Belgium, the Belgians are quite frank about the fact that they know that somewhere around about half are actually happening outside the law. Changing the law isn't simple and straightforward. So, what are some of the problems? Well, let's look at prognosis. Prognoses are notoriously inaccurate. Even the most expert have a 50/50 chance of being wrong over life expectancy of six months. Oregon's law requires a prognosis of six months or less, ye t two years, nine months from request to death has been recorded. Pathologists tell us that at postmortem, about 1 in 20 are found to have died from something different to the condition they were being treated for. And how real is a settled wish? 40 percent of seriously ill people have some mental disturbance often attributed to the illness or anxiety or treatment. And in 13 to 14 percent, this is a major, treatable depression. Yet Oregon's own research shows a quarter of thos e seeking assisted suicide have depression, which is sometimes missed or overlooked. And research into a sample showed one in six of those given lethally -- lethal drugs legally supplied actually had an undiagnosed, untreated depression. The researchers themselves said the current practice of Death with Dignity Act may not adequately protect all mentally ill patients. Capacity, it has to be situation- specific, decision -specific. How do you assess capacity commensurate with the biggest decision that you could take; that to end your life? Only 6 percent of Oregon's psychiatrists feel confident to do it. Pressures are harder to pick up than depression. Coercion can be subtle, the costs of care, life insurance about to expire or just caregiver fatigue, the person who picks up that their family are stressed and doesn't want to be thought of badly. After all, most parents love their children, but not all children love their parents. And dignity, research has shown that the way that care is deliv ered enhances or undermines dignity. Cicely Saunders of the hospice movement said, ""Dignity is having a sense of personal worth."" Yet in Oregon, 40 percent, and in Washington, 61 percent cite concerns of being a burden, and 80 perc ent are concerned at losing their dignity. Are they being made to feel their lives are an inconvenience to be disposed for the sake of others? And what of doctors? Like it or not, you rely on your doctor. For the doctor under pressure, it is all too easy to give into the pressure to prescribe. Doctors must recognize dying, not impose futile treatments and relieve distress. But I do not think they should be licensed to cut off life by weeks, months or yea rs. Remember David? I saw him last weekend, 23 years on from that first referral. And he said I can tell his story. He brought up the children alone, fantastically well. But what would have happened if his doctor had been able to accede to his request? It is too dangerous to license doctors to prescribe lethal drugs for suicide. Please vote against this utilitarian motion. And it is utilitarian."
for,"Well, I think that actually we send a very dark message to the society at large when we say to people that they don't have the right to make these decisions, when we say to peo ple that we look at their suffering and their anguish, and we refuse to help or support them. I think that sends a social message. I think people have a difficult timespeaking openly and directly to doctors if they know that what they are discussing is illegal, and they don't know what their doctor's legal or ethical position on it is going to be. I think that a shift of this kind always has a range of social consequences, so I cannot say that they don't exist at all, but I would say that to me they are vastly outweighed by the benefits that are gained."
against," Now, I certainly am a supporter of patients' rights. They have the opportunity to refuse all kinds of treatments that we give them. There's no need, for instance, for your mother, Andrew, to have gotten the chemotherapy that she got that was making her sick. All those sorts of choices need to be honored and respected. But it is not the case that suicide is simply a self -regarding act. A psychiatrist at Massachusetts General Hospital, Ned Cassem, says that when a patient asks about suicide, he begins to ask them, ""In whose closet do you intend to leave your skeleton?"" The sense that it is interpersonal, right, that this is going to be something that is an act of communication to other people, it says something in that sense, it is alwayssomething that impacts other people, and it can't be considered simply a self- regarding act to commit su icide.  "
for,"Look, I do disagree with it. I mean, there's a sense in which none of us is an island and every act could be seen as having some ramifications socially. But this one is one that I think has very few. And I don't think that the implication that if you end your life somehow you've left a skeleton in the closet, that seems nonsense to me. And, after all, you're making a decision, why wouldn't you say the same to the patient who says, ""I don't want any more treatment""? You know, you sa y patients have the right to refuse treatment, you say that Andrew's mother didn't need to have the chemotherapy, but, you know, why wouldn't you say -- why couldn't the doctor say, ""Look, this could keep you alive, maybe even you'll live for ano ther 23 years, who knows?"" like David? You know, you can't exclude it, but you're quite happy to say to people, ""You can refuse treatment, you can withdraw burdensome treatment of va rious kinds -- the doctor can do that, you don't have to accept it,"" so I don't see really there's such a big difference in terms of the ramifications here of , in both cases , a patient's decision not to do what will prolong their life."
against,"They are actually completely different decisions. The person on life support is in a way being held in that state some -- to someone with disease artificially, but that disease is progressing. What you're talking about here is somebody where their disease may stop progressing, they may actually get much better and improve, but you're making a decision to cut their life off deliberately. And so they're dying of that lethal overdo se and they're dying long before they may have died of their disease because you just can't tell. And that's the problem. If you make a decision in life, you must have accurate informat ion. And what I'm saying is, d on't kid yourself that information ab out prognosis is accurate because it isn't."
