side,script,round
for," Many, many of them.",
for,"Thank you, John. Thank you, Bloomberg. Thank you, NPR and thank you, Mr. Rosenkranz. Look, we have a double challenge today in America. One is the need to compete in a global economy, an economy that has changed hugely even as many of us have been wrestling with it. Number two, we have the effects of the global recession: state and local budgets that are totally and completely decimated right now. And so when the investment is very, very bleak, as it is right now, and the need is very, very great, it's no wonder that people are looking to find one entity to blame. But my friends, blaming unions for school failure is like blaming the middle class for the recession. Ultimately what humans do -- what our union does proudly is have a mantra. What is good for kids and what is fair for teachers. Now, am I saying that everything we've ever done is the right thing? Absolutely not. Am I saying that we are perfect? Absolutely not. But what we are trying to do in this very, very turbulent time is search for what works. Search for what works for kids. Let me ask -- let me suggest this. If teachers unions were to be blamed for failing schools, then we would assume that schools in less unionized states would outperform schools in more densely unionized states. So you'd assume that places like Mississippi, Alabama, Louisiana, who have relatively few unionized teachers would do much, much better. But that's not the case. The states with the most densely unionized teachers, Massachusetts, New York, Maryland; they do the best. And the countries with the most densely unionized populations: Finland, Japan, they do the best. So what do we learn from that? What we know is that there are problems like Mr. Rosenkranz said. There are problems we have to solve. One of which is poverty. States like Alabama, Louisiana, Mississippi; they have and had been plagued by tremendous poverty. We have to compete with poverty. That's what public education is and that is what the search we have for, that's what our search is, to find what works. So you felt, I hope tonight we can move from scapegoating to solutions, to problem solving. And I would argue to all of you that having a strong union, someone in an entity that will look at what it's done right and what it's done wrong, and solve things and change things, is the way to go. So what works? What can we learn from places like Maryland, Massachusetts, New York State, Finland, and Japan? This is what we can learn. This is what works. What works in places where we don't as Terry Moe will probably argue, where we don't have niche markets, where we can't marketize our schools, where we have to help all kids. So we need well-prepared and supported teachers. We need well-rounded rigorous curriculum that engages kids and we can get our arms around. We need to invest in the tools and the time to differentiate instruction. We also need things like early childhood education and a focus and fixation on graduation in terms of high school. And finally, we need good services to help level the playing field for kids. Now, is this a panacea? Is this something that has never happened and it's a search for something we don't know how to find?  We find these elements in lots of different places. And the glue that binds us together, the difference between the places that work and the places that don't are good labor management relationships. Like we see in one of my other panelists here, in the ABC school district in California which has lifted its scores, which has changed its relationships from competitive to ones that are collaborative. Does that mean as I said before that we've done everything. Of course not. Everyone has to take more responsibility in this day and age. If we're going to ensure that all kids are ready for life, for college, for career, that means that -- that means we all have to take collective responsibility. And we, at the A.F.T., attempted to do that in any number of ways: first, in pushing for common standards, including the new common core curriculum or the common core standards in pushing for better aligned assessments, in pushing for better curriculum. And in looking at ourselves and saying look, we have to have a new approach to due process. We can't have rubber rooms anymore. We can't have a choice between off with your heads and warehousing. We can't have situations where if there is incompetence in the classroom we allow that to happen. We have to have more evaluation systems that are fair, that are meaningful, that are competent, and that actually help teachers teach in a more robust way than they may be doing now. But we also have to give teachers the tools and the time and the conditions that they need to do a good job with kids. Because at the end of the day, to compete with poverty, to drift all boats, to make sure that kids get that chance to dream their dreams and to achieve it, it comes with initially that connection between teacher and kid. That connection we made every day that we teach. That connection I made with my kids at Clara Barton High School that I know Gary made when he taught. I know Kate made when she teaches. We need teachers to have the support of the people around us and the unions. The unions -- all of us. The unions will do everything in their power to help fight for the tools and the conditions that teachers need and to fight to ensure that every kid, every kid gets a well prepared and well supported teacher. ",1.0
against,"Only 20 years.  It's great to be here. I want to thank Intelligence Squared for arranging this event and for putting the spotlight on what, in my view, is the most important issue in American education today, the power of the teachers unions. I should be clear that our team is not saying that the teachers unions are responsible for every problem of the public schools. What we are saying is that the unions are and have long been major obstacles to real reform in the system. And we're hardly alone in saying this. If you read “Newsweek,” “Time Magazine,” the “Washington Post,” lots of other well-respected publications, they're all saying the same thing: that the teachers unions are standing in the way of progress. So look. Let me start with an obvious example. The teachers unions have fought for all sorts of protections in labor contracts and in state laws that make it virtually impossible to get bad teachers out of the classroom. On average, it takes two years, $200,000, and 15% of the principal's total time to get one bad teacher out of the classroom. As a result, principals don't even try. They give 99% of teachers -- no joke -- satisfactory evaluations. The bad teachers just stay in the classroom. Well, if we figure that maybe 5% of the teachers, that's a conservative estimate, are bad teachers nationwide, that means that 2.5 million kids are stuck in classrooms with teachers who aren't teaching them anything. This is devastating. And the unions are largely responsible for that. They're also responsible for seniority provisions in these labor contracts that among other things often allow senior teachers to stake a claim to desirable jobs, even if they're not good teachers and even if they're a bad fit for that school. The seniority rules often require districts to lay off junior people before senior people. It's happening all around the country now. And some of these junior people are some of the best teachers in the district. And some of the senior people that are being saved are the worst.  So just ask yourself, would anyone in his right mind organize schools in this way, if all they cared about was what's best for kids? And the answer is no. But this is the way our schools are actually organized. And it's due largely to the power of the unions. Now, these organizational issues are really important, but they're just part of a larger set of problems. Our nation has been trying to reform the schools since the early 1980s. And the whole time the teachers' unions have used their extraordinary power in the political process to try to block reform and make sure that real reform just never happens. Consider charter schools. There are many kids around this country who are stuck in schools that just aren't teaching them. They need new options. Well, charter schools can provide them with those options. But charter schools are a threat to teachers' unions. If you give kids choice and they can leave regular public schools, then they take money and they take jobs with them. And that's what the teachers' unions want to stop. So what they've done is they've used their power in the political process to put a ceiling on the numbers of charter schools. As a result in this country today, we have 4,600 charter schools. There are like well over 90,000 public schools. So this is a drop in the bucket. And mean time charter schools have huge waiting lists of people who are desperate to get in. In Harlem, for example, the charter schools there got 11,000 applications for 2,000 slots recently. So just to give you an idea of about how the politics of this works out, in Detroit a few years ago, a benefactor came forth and said he was willing to donate $200 million to set up additional charter schools for the kids in Detroit who obviously need it. What did the union do? The union went ballistic. They shut down the schools, went to Lansing, demonstrated in the state capitol and got the politicians to turn down the $200 million for those kids. This is good for kids? I don't think so. This is about protecting jobs. The same kind of logic applies with accountability. Accountability is just common sense. We obviously need to hold schools and teachers accountability for teaching kids what they're supposed to know. But the teachers' unions find this threatening. They say they support accountability but they don't want teachers held accountable. Any sensible effort to hold teachers accountable, they brand as scapegoating teachers. They don't even want teachers performance to be measured. Right here in New York City, Joel Klein indicated a while ago that he was going to use student test scores as one factor in evaluating teachers for tenure. What did the union do? Now, this is something that Obama supports, that Arne Duncan supports. It's unbelievable. What the union did is they went to Albany and they got their friends in the legislature to pass a law making it illegal to use student test scores in evaluating teachers for tenure anywhere in the state of New York. It's just outrageous. And makes no sense from the standpoint of what's best for kids. The “New York Times” called it absurd. This is how the unions approach accountability. Okay, well, I don't have a whole lot of time left here. So let me just quickly say our opponents are going to say tonight, and Randi has already said, there is really no conflict between standing up for the jobs of teachers and doing what's best for kids. But the thing is there is a conflict. And that's why we can't get bad teachers out of the classroom, because they protect them. That's why the schools have totally perverse organizations imposed on them, and that's why totally sensible reforms are seriously resisted in the political process. Now, what you're going to hear, I'm sure, throughout the evening is that union leaders and unions around the country, they're actually reformers too. They want to get bad teachers out of the classroom. They say they're for charter schools; they're all in favor of accountability. Well, not really. Talk is cheap. What counts is what they actually do. And what they do is to oppose reform. This is the reality. ",1.0
for," I teach children and teachers, kindergarten through fourth grade. Good evening, everyone. I too, would like to thank the Rosenkranz Foundation especially for having a teacher come and speak because it is a rare occasion for a teacher to actually be able to talk about education. It's usually think tanks and professors and others. So I'm really privileged to be here tonight.  The first time I heard about this, don't blame teachers' unions, I, too, thought like Randi. I'm from the common wealth of Massachusetts. Which I'm very proud to say is number one in the country. Our students perform higher than anybody else in this country academically. Yet we have the strongest collective bargaining rights in the country. So do me it just doesn't add up. And then I started thinking I'm also a doctoral student so I'm trying to learn as much as I can about research and so the next thing I did is I went straight to the literature. Even Professor Moe said publications are all saying the same thing. There is no research to support what he is saying. There is no research out there that correlates student achievement to collective bargaining rights to teach unionism, either for or against. There is no conclusive evidence so people can say what they want. And publicize. It doesn't mean that it's research-based. So with that, what do collective bargaining rates do to improve schools? And I have a lot to say. Not only am I a teacher, I'm the executive vice-president of the United Teachers of Lowell, and I deal with this firsthand as a union leader. And for me, what bargaining rights do is they provide dignity a way to provide dignity for a profession that frankly gets beat up on a lot. And the way that we can do that is we can ensure language that improves working conditions for teachers, but also for children. So one example of that, which unfortunately in my district -- my union has not been able to negotiate yet; is something like we could have language for class sizes. So early childhood children would be in smaller classes which the research shows is good for them, but that's a way we can ensure it, by having it in the teachers' contract. That's just one example. The other thing that collective bargaining rights help us with at a local level is it ensures academic freedom. What that means is there are times as a teacher that I need to advocate for the child. And that means I have to say something unpopular, something that an administrator might not appreciate me saying in front of a parent, and I need to be able to do that, to be the best teacher that I can be. And I need to be able to do that without fear. And that is why collective bargaining rights are very important when you are in a classroom, you need to be able to do what you know is best for children. And that is why it's important. Besides families, no one cares more about students and their learning, especially students living in poverty, than their teachers. And what the teachers' unions do at the local level is we serve as a conduit for the teachers. So while my opponents on the motion might say that I have my own agenda, I would argue that is absolutely not true. My agenda is the agenda of the teachers. What the teachers need. So the way that we find that out at a local level, the president of our union and the superintendent, along with other members of the executive board go to the schools and meet with the teachers and find out what they need to get their jobs done. We survey our members. And what they need in their classrooms is our agenda. So for example one thing that we've done is we've created what's been called -- the Department of Education in Massachusetts has been called the Cadillac teacher induction program. So the union and management sat down together, that's the union-initiated protocol, to make sure that every teacher in their first three years of teaching had a qualified and trained mentor. They have access to district designed graduate level courses specifically designed so that they can best meet our students in Lowell who often come with second language issues, they have full training in what they need. Also with that, the mentors are trained to talk to their mentees about whether they're in the right place or not. And to counsel them perhaps out of urban education, if that's not what's meeting their need or meeting the children's need. And also, to help them make better choices. Another thing that was union initiated that is in our contract, we call the Lowell program. It's an in-house graduate program where teachers can get their master's degree. Again, the superintendent and her colleagues have decided what the content of the course is, and we work together so that teachers are given the tools that they need. In terms of evaluations, our evaluation procedures in Lowell as negotiated are actually more stringent than what's required by state standard. So our new teachers are evaluated twice every year, whereas the state only mandates once. So in terms of unions advocating for poor evaluation measures, it's just not true. The most important thing in my opinion about what we've done -- and I can't speak to 20 years ago because unfortunately, I was only in high school, but I can speak to what's happening in schools now. And what we are doing is this labor management union. Because with all due respect, we have been -- the teachers have been told what to do. We've been given scripted curricula from under reading first grants and under these grants, and we found -- the teachers found they were not working for children. We've told what to do. Now what we need to do is have a seat at the table to be part of the decision making. And so in Lowell we have begun this journey to build collaborative structures in our district between labor and management so the people at the ground floor, the teachers, can inform the decisions that are made for children. So it is, indeed, what is best for them. ",1.0
against,"I knew that was going to come up. Good evening, ladies and gentlemen. I'm here to convince you to vote against this proposition. All of us know that teachers are not solely to blame for our failing schools. But they bear significant responsibility and the way this is framed, the only way to express that is to vote against this proposition. Now, to understand my point of view, you have to realize how powerful these organizations are. To be blunt, teachers unions represent the most dominant political force in American education. We're not talking about little wimpy organizations. We're talking about mammoth highly financed, highly organized, highly peopled organizations. And political dominance is not something that they got unintentionally. They intended to be politically dominant. Here is a quote from Sam Lambert in 1967 about NEA. NEA would become the political -- become a political power second to no other special interest group. Listen to those words. People could argue now that they've already reached that goal. Teacher unions represent the number one political spender in the United States of America. In the state of California, the NEA spent more in the last decades than any other political spender and the second political spender spent less by a little bitter than 1/2 of what the NEA spent. These are powerful, dominant organizations. The NEA has 3.2 million members, 14,000 locals across the United States, and last year -- in 2007 they collected about $400 million from their members to supplement the other revenue streams that they had. The AFT is not a slouch either. They have 1.4 million members, 300 locals across the United States. And they're active in 43 states. NEA has state offices in every state in the United States. And that's not all. They can call on their political partners when they get in trouble. They can call on the AFL-CIO. They can call on Acorn. They can call on People for the American Way. They can call on the Center for Community Change. These are mammoth organizations and I need for you to understand that in order to understand why we take this position. Now, the American workforce, about 12% of the workforce is unionized. But in the education profession, it's 38%. Teachers' unions literally have our schools in a chokehold. This is completely dangerous. Now, power corrupts. Total power corrupts totally. You need to be clear about how they use this power. To try to convince people -- you heard a lot tonight about children and their members. Don't be fooled. Organizations have one primary interest. They may have some other interests but they have one main interest. Teachers' unions’ main interest is the welfare of their members. Another quote from NEA operative, “The main purpose of our association” -- note the word association. They don't even call themselves unions. It’s not the education of children, but rather it is all to be the extension and preservation of our members' rights. Now, that's just a statement of fact. Organizations can't serve 2 gods, little “g.” They serve one. And in the case of teachers' unions, it is the interests of their members. Now, let me tell you a live story. In 2000, a Buffalo school district had about 7,000 members and they were the most unionized public school system in the United States of America. And 7:00 a.m., on a school day, the leaders of the teachers' unions still on the Buffalo headquarters step called a strike at 7:00 a.m. on a school day. Now, many children already are on buses on the way to school. Many parents have already dropped kids off at school leaving their kids in the love care of teachers.  Does that sound like an organization that cares about kids? They were arguing for employee rights. Two more major points that really tick me off to some extent. Teachers unions are sitting on both sides of the negotiating table in many cases. They -- teachers unions work with school boards so that they have representatives on the school boards. When I served as superintendent of Houston, one of my nine school board employees, actually an employee of the teachers unions, fortunately for me, both were reasonable people and we got along rather well. But many school district superintendents don't have that luxury. They have school -- they have school boards that have teachers unions representatives sitting on that side of the table; the unions sitting on this side of the table. They're negotiating with themselves. They're sitting on both sides of the negotiating table. Here is the worst thing, I think, that really fires me up. Teachers unions have awesome power to cause action in schools. They have zero responsibility for their student performance. That's just not fair. That's not fair. It handicaps the principals and the superintendents who are operating with both hands tied behind their back. The teachers unions are calling the rules. They're responsible for student achievement. That's no way to run a ship. And it simply will not work that way. Now, here again, I want to be honest and I want to be fair. We can't solely blame teachers unions for these complex issues we have in our school situation but they do bear significant responsibility. And the only way you can express that is to vote against this motion to indicate that we are the nation. If we're going to really reform our schools, we're going to have to wind back from the power of teachers unions. We can still have teachers unions. We're not arguing that we shouldn't have teachers unions. Our schools are over unionized and consequently reform has run into a road block. ",1.0
for,"Both of us are here tonight. Secretary Paige, in a wonderful book he wrote with his sister, Dr. Elaine Witty, it was entitled ""The",1.0
against,"I'm glad Gary brought up Mr. Shanker, because he is alleged to have said when school children start paying dues, that's when I'll start representing them. Now, I don't know if he did say that. Some people think he did, some say no. But that has been the teacher's union attitude ever since I began my teaching career here in New York City in 1971. In educating children, there is nothing more valuable than a dedicated and gifted teacher and nothing more harmful and destructive than a bad one. And it's those teachers, the mediocre and the incompetent ones that the unions typically represent. In fact, they punish good teachers in numerous ways. Unions insist that school districts not pay good teachers what they're worth. They insist on an archaic factory model of payment whereby teachers make more money by years on the job -- not productive years, just by calendar progression. Consider the greatest teacher of our time, Jaime Escalante, subject of the film “Stand and Deliver,” now unfortunately near death in his native Bolivia; attracted national attention at Garfield high school in Los Angeles with his spectacular success teaching college level calculus to gang members and other unteachables. Talk about poor students. What was the problem? Because he was willing to have more students in his class than the United Teachers of Los Angeles contract allowed for, he was basically run out of town by that union. When there are layoffs due to budget cuts, do the worst teachers get laid off?  Do the permanents or tenure, a union must in every contract, the newest hires are let go. You're a teacher of the year? Too bad. You're double test scores? Too bad. But the unions will go to any length, any length to save the job of a bad tenured teacher. If you think I'm exaggerating, here is a quote from an LA union rep. If I'm representing them it's impossible to get them out. It's impossible unless they commit a lewd act. End quote. And maybe not even then. You're laughing. This is a true story and this didn't happen very long ago. Was a former colleague, he's alleged to have touched a female student inappropriately. There are witnesses. The female student would not press charges. So they put X into the district office for a while, the so-called rubber room, which probably most of you know of. They decided to put him, by the union lore, they put him in another school. He apparently did the same thing. Back to the rubber room: sitting, sitting. Finally, one day, I guess he got bored. He decided to bring porn to the district office, the rubber room. He got caught. With the union lawyers’ help, he got put back into a school, another school, the third school now. And in short order, he got caught showing his female students some of his pornography collection. The last I heard he's back in a district office waiting for his union lawyer to make the next move. This is the kind of guy that really needs the union. Not a dedicated teacher. Not an honest teacher here. This is the kind of guy who really needs the union. By the way, the guy I'm talking about, Mr. X. is really a pussy cat compared to some of the teachers you have in New York. Just reading some things about a -- I'm only saying his name because it's in the newspapers, Francisco Olivares, who impregnated one of his students and his still on the payroll. Another instance of my middle school involved a teacher who decided to sunbathe topless on the athletic field at lunch. It was a nice spring day. What happened? With the union's help, she was put back into school in an elementary school this time. Once again, a union rep in his own words, “I've gone in and defended teachers who shouldn't even be pumping gas.” Not my quote. This is a union rep. That's the mentality. Unions today function more like criminal lawyers than partners in education reform. Very importantly, too, the unions love the status quo and will fight to keep it. In California recently, education reformer, Bill Evers was attacked by a local union for trying to get Singapore math a new and innovative way of teaching a subject, but because learning all the different things you had to do to teach this was a little bit too much for some of the teachers, the unions decide to kill it. Very importantly, the unions are constantly trying to limit the number of charter schools. “The Cartel,” an excellent film by Bob Bowden, about public education has one of the most affecting scenes I've ever seen on film. It shows parents and children waiting to see if they won the lottery. That is if they got into the charter school. If charter schools have more children than seats available, very simply they'll hold a lottery. And in this scene the camera goes into -- close on the faces of the children and the parents who are winning the lottery and getting to the charter school and they're thrilled and you feel happy for them. And then they go into the people who didn't win, and these people are crying and sad and you feel horrible for them: very affecting scene. But these tears of joy and anger -- tears of joy and sadness turn to anger because you realize the unions are constantly fighting the establishment of charter schools as the UTLA did just about two weeks ago in Los Angeles. They were very successful at killing charter schools. Another abominable example, I'm going to speak a little quickly because I'm running out of time. The DC Opportunity Scholarship Program, it was created to rescue at least some children from the horrible school district, Washington D.C. We spent $27,000 per student. Probably the worst school system in the country. 1,700 kids, mostly poor, mostly black, won the lottery which gave them a $7,500 scholarship to get into the best schools they could, private or parochial. The program was a great success. The kids looked forward to going to school for the first time. They thrived. The parents were happy. The taxpayers saved money. The only ones not happy were the unions who cannot abide any competition for the government run monopolies, even though it has been shown that when school choice exists, public schools improve. I will close with a quote from Ron Williams who said about this situation, “The NEA seems far more devoted to its members than they are of the children they teach. It doesn't seem to bother them that they continue to fail the nation's most vulnerable children.” Amen to that, Mr. Williams. ",1.0
for,"Well, given that the United Federation of Teachers under my watch, started two charter schools in Eastern York, it’s totally and completely untrue. What we want to do is we want charters to be held to the same accountability standards including the ones that we started, as any other school and what the evidence has been in New York, like the evidence around the country, is that charter schools instead of, as Diane Ravitch said, should take more of the most at-risk kids are actually taking fewer special needs kids and fewer kids with limited English proficiency. So we’ve open to, we think charters could be a great incubator for instructional practice and could be a great incubator for labor relations practice. But Terry, I don’t want New York to be as much as an evidentiary zone as Washington D.C. seems to be, which means let’s look at the Credo story which were done with a pro-charter advocate. What they said was, where 17 percent of the charters are better than public schools, 34 percent are worse, and the rest are the same. The idea is to actually find what works, make it sustainable and make it replicable. That’s what we’re trying to do and that’s what I’m trying to do.",2.0
against,"Well let me first point out that New York State has a cap on the number of charter schools. It has a cap because this union put it there. And even under the pressure of race to the top, they wouldn’t lift the cap. Right, so this is not an organization that’s in favor of charter schools. They’ve done everything they can to keep charter schools down. What they’re doing now in New York City is they’re running three charter schools to show if they can, that unionized charter schools can work, because what they want to do, is to unionize all the charter schools. That’s the only reason they’re doing it.",2.0
for,"I mean, what’s interesting Terry is that I didn’t know you were in my head so much. We are not running charter schools to unionize all charter schools.",2.0
