side,script
for,"Well, I think that the original meaning of affirmative action , which was taking positive steps to get rid of discrimination, was a good idea back then and it's still a good idea . B ut racial preferences, which is the specific kind of affirmative action that we're talking about tonight, was a bad idea and it's certainly a bad idea now. It's the lovely and talented Stuart Tayl or who is with the Brookings Institution and the author of the book ""Mismatch."" Well, it's confusing, but the first duty of a good lawyer is to serve clients ’ interests. The first duty of a good journalist is to tell the truth. I prefer that."
against,"I would say the majority support affirmative action programs. I think as students they're in a unique position to really see the way that diversity is benefiting their education. My partner is leading c onstitutional law scholar, Dean Erwin Chemerinsky . Proposition 209 has substantially reduced diversity in the University of California -- especially Berkeley and UCLA. There's still fewer African American students at UCLA today than there were prior to 1996, when Proposition 209 was adopted."
for,"Thank you and good evening. Roger and I thank Intelligence Squared for the opportunity to debate this violent -- this -- I'm sorry, not violent -- this vital issue. We thank Professor Archer and Dean Chemerinsky for -- in advance , for a respectful exchange. Now, in candor, we're not counting on persuading the two of you. But we are counting on persuading everyone else in the room. Roger, batting cleanup, will focus on how racial preferences violate the clear text and bedrock pr inciples of the 14th Amendment, and how they have costs to constitutional values that far exceed anybenefits. I focus on facts showing how the large racial preferences -- very large -- used by almost all selective universities in the country violate each of several equal protection rules laid down by the Supreme Court in its four racial preference and admissions precedents. The first of those rules -- I'll read it -- “A race -conscious admissions program may not unduly harm members of any racial group.” Our contention is that large racial preferences -- and I emphasize large, because we're not talking about tiebreakers or balance -tippers. We're talking about enormous differences in the average credentials of students of different racial groups entering universities and the costs those have. The first racial preference harm is obvious. Whites and Asians, who are excluded, are overlooked to admit less qualified members of racially -preferred groups. They're harmed, clearly. And not enough so f ar to get the Supreme Court to say, “You can't do this anymore.” But they're harmed. Asian Americans in particular are the victims of systematic racial discrimination by just about all of the top universities in America. I think that's become fairly clear, although it's still disputed. And -- but the most grievously harmed victims, we think, are the Hispanic and African American -- especially, because they receive the largest racial preferences -- supposed beneficiaries of racial preferences, who are misled by universities into thinking that they're going to do well academically when the universities know that on average, they're not going to do well because of their entering credentials. In fact, between 25 percent and 50 percent of African American students at our universities rank in the bottom 10th of their classes academically. This comes as a rude surprise to a lot of them, because that's not what they were led to expect. But the reason is obvious. The reason -- use of very large racial preferences to bring into the universities the same racial gaps in academic accomplishment and preparation that people have when they exit high school is the reason for this. The average black 12th grader is about four years behind the average white 12 th grader. Now, that's not true of everybody going to college, but it's some indication of how big the gaps are. Now, this sets black students in particular without warning to struggle and in many cases to fail, no matter how hard they work. There are, of course, excellent black students that do terrifically, but recipients of large racial preferences with some exceptions by and large have a very hard time no matter how hard they work. Most lose self -confidence, become demoralized, avoid or drop out of the toughest courses, science, math, engineering, pre -med, courses that lead to some of the most desirable careers . A nd, therefore, as a result of racial preferences, I contend, and we contend inour book, ""Mismatch,"" my coauthor, Rick Sander, and I, we have fewer black and Hispanic lawyers, doctors, engineers, and scientists than we would if all universities had race -neutral admissions programs, because the people who are doing badly at universities where they are not well qualified would be doing well in universities where they're competitive. This pattern is called ""mismatch."" Black law graduates fail the bar exam, for example, at four times the white rate. This is an enormous waste of their time, their money, and their ambi tions. And if they were going to less prestigious law schools, they would be more likely to pass the bar exam. In fact, most recipients of racial preferences we contend would be better off, certainly academically, if they attended colleges for which they 're well qualified. And, in fact, we think there's some evidence -- this is pretty well disputed -- that they might do better in their careers and they might have happier lives in that case. I'll try and give an example of that later. The universities' pervasive dishonesty about the size of racial preferences and about their academic effects on the supposed beneficiaries denies these people the opportunity to make informed decisions about where they want to go to colleg e. At a minimum, there ought to be full disclosure of the size of racial preferences, which are a deeply dark secret among the universities. Second Supreme Court rule, I'll read this one, ""Universities must demonstrate , before they turn to racial prefere nces that race neutral alternatives do not suffice to provide adequate diversity."" The Supreme Court has said that more or less verbatim. No university of which I know has ever made the slightest effort to explore race -neutral alternatives to racial pre ferences to promote diversity. Now, there's a very, very obvious race neutral alternative, which is class -based recruitment and preferences for working class and poor students of all races. And there's a large supply of pretty strong academi c students in that -- in that category. Such class based preferences would add more diversity of background and of viewpoint than racial preferences do. But instead of trying class-based preferences, universities systematically prefer well off black and Hispanic students over less well- off white and Asian students who are better qualified academically. Think about that. The third Supreme Court equal protection rule holds that outright racial balancing is patently unconstitutional. And the facts on tha t are pretty brief. The information all over the country screams the conclusion that virtually all these universities are using outright racial balancing in the face of rough targets for how many students in each racial group, which they strive to meet. Thank you."
against,"Good evening. It's such a pleasure to be with you. Every Supreme Court case to consider the issue has held that affirmative action by college universities is constitutional. The Supreme Court for decades has said that colleges and universities have a co mpelling interest in a diverse student body. The colleges and universities may use race as one fact or among many to enhance diversity and benefit minorities. This has ] had a tremendous beneficial effect. I t's reduced the unfortunate legacy of racial discrimination in this country. It's enhanced the education of countless students. Tonight Professor Archer and I are arguing we should not abandon this policy that largely has worked so well. I am going to argue why affirmative action is consistent with the Equal Protection Clause. Professor Archer, in her time, will respond to the arguments that are made against affirmative action by Mr. Taylor and Mr. Clegg. I am going to make three points. First, affirmative action is consistent with the text and the history of the Equal Protection Clause. Second, affirmative action serves compelling purposes, especially diversity in college universities. And, third, there's no other way to achieve these goals, especially diversity, except through affirmative action. As to thefirst point, the Constitution says, ""No state shall deny any person equal protection of laws."" Notice it doesn't say that everyone has to be treated the same. Long ago, Aristotle said, ""Equality means treating likes alike and unalikes unalike."" To the extent that students are different, based on their history, based on what they bring to the campus, they must be treated differently. Notice it also doesn't say that the government must be colorblind. The 14th Amendment could've been written that way, but it wasn't. It is absurd to think of the government as always colorblind. If the police want to infiltrate a gang that's defined by race, surely they should be able to take that into account. Throughout American history, the Supreme Court has recognized that equal protection allows the government to take race into account. That's consistent with the history of the 14th Amendment. The very Congress that ratified the 14th Amendment adopted color -based programs, things we call, ""affirmative action,"" today, like the Freedmen's Bureau. It's why the Supreme Court repeatedly has said, ""Colleges, universities can engage in affirmative action."" My second point is that affirmative action serves compelling purposes, especially diversity. We cannot discuss affirmative action outside of the context of American history. Throughout American history, there have been separate and unequal schools bas ed on race, and that's not a thing from long ago. Just a couple of decades ago, Harvard Professor Christopher Jencks found that an average 20 percent less is spent on an African -American child's elementary and secondary school compared to a white child's elementary and secondary school. Today, about 90 percent of the students in private schools are white. The reality is that race matters enormously in how all of us experience society. College universities have long realized diversity matters. It's long been easy to get into Harvard or Yale if you're from Montana or North Dakota compared to if you're Boston or New York based. College universities have long accepted people who had relatives who went to that college o r university. Legacies, I don't hear Mr. Taylor talking about the problem in mismatch for legacies. The reality is diversity matters , and racial diversity matters. Racial diversity helps to bring cross -racial understanding. It breaks down stereotypes. It prepares students for the multicultural world in which they'll exist. That's why every Supreme Court case has found diversity to be a compelling interest. And my third point is there is no other way to achieve diversity except through affirmative ac tion, no other way to achieve the goals that I've talked about except through this. This has been the experience in states that have tried to eliminate affirmative action. As I mentioned earlier, in California, after Proposition 209, there wasa dramatic decrease in the presence of African -American and Latino students, especially at UCLA Berkeley. There are still fewer African -American students today at UCLA than there were prior to 1996. There are dramatically fewer African -American and Latino students at Berkeley and UCLA law schools compared to Stanford and USC. But affirmative action programs work. Take the University of Texas program that's now before the Supreme Court. They look at race as one of many factors in admissions. In addition to grades and test scores and two letters of recommendation, race is just one of six factors, and yet doing that, together with taking the top 10 percent of high schools across the state, meant there was a 20 percent increase in African -American students, a 15 percent increase in Latino students. Professor Archer will respond in detail to Mr. Taylor, but I want to disagree with a couple of things that he says. One thing that he says is they are against large racial preferences. I think all of us would be against large racial preferences, but that's not what you're asked to vote on tonight. In order to vote for the affirmative, you have to vote against all racial preferences, large or small, that's how the topic is written. He spent most of his time talking about his mismatch hypothesis. There's one problem with the mismatch theory. It's flat out wrong. The evidence doesn't support it. In fact, I'll quote to you from a brief that was recently filed in the Supreme Court by Richard Lempert a social scientist and professor at Michigan. He said, ""The overwhelming weight of the evidence suggests that affirmative action as currently practiced, does not harm minorities for academic mismatch, and may benefit students."" If there's any mismatch problem it is that minorities are more likely to be in situations of under-match. To vote for the affirmative tonight you must find o ne of two things. Either they must convince you that diversity is unimportant, disagreeing with the Supreme Court and almost every university in the country, or they must convince you that there is some other way to achieve diversity besides what we're di scussing. No college or university has found it yet. Focusing on class doesn't do that because , although more percentage wise African American and Latinos are coming from disadvantages classes , the sheer number of white students who are disadvantaged greater. Focusing on class doesn't yield racial diversity. Nothing does. That's why you should continue the status quo and vote against the proposition."
for,"Thank you very much a nd thank you to Intelligence Squared for putting on this event. Let's begin by reading the Equal Protection Clause of the 14th Amendment. ""No state shall deny to any person within its jurisdiction the equal protection of the laws."" Note that it doesn't say anything about protecting some races differently from other races. It applies to all races. And, of course, any other interpretation would be inconsistent with equal protection of the laws, wouldn't it? It is also inconsistent with the necessary str ucture of a Constitution for “We the People,” the people that is increasingly multi -racial and multi- ethnic. Now Erwin talked about how some kinds of discrimination are certainly okay. Colleges discriminate all the time on the basis of things like SAT sc ores and grades and so forth. But some kinds of discrimination are not okay under the Equal Protection Clause when you look at its historical context A nd the principle kind of discrimination that is not okay under the Equal Protection Clause is discrimination on the basis of race. It's true that the people who drafted the Equal Protection Clause had in the forefront of their minds protecting the rights of African Americans who had just been freed from slavery, but they deliberately chose words that were broader in protection than that. Words that protected whites, as well as blacks, from racial discrimination. And it would today protect Asian Americans from being treated less favorably because of their race than white Hispanics. And it's good that they did. It is after all the Constitution we are expounding, and it would be untenable to have a legal regime in 2015 that allowed the government to sort p eople according to skin color and what country their ancestors came from in our increasingly multi- ethnic and multi-racial society. Bear in mind that our opponents interpret the Equal Protection Clause to permit racial discrimination against a racial minority, Asian Americans, in favor of white Hispanics. Now, it's sometimes said that the Constitution means what the Supreme Court says itmeans, and I don't buy that completely. But it's worth pointing out here that the basic approach the court has taken is the correct one, that all Americans are protected from racial discrimination and that exceptions to this rule will be allowed only in extraordinary circumstances when the government has a really, really, really, really good reason to discrimi nate, and no other way to accomplish this compelling end except through racial discrimination. If our opponents don't establish all four of those reallys, then they lose. It's as simple as that. So, do we have that in the case of racial preferences in state university admissions? We do not . And this is where the Supreme Court has gotten wrong -- where I hope it will correct itself in the year ahead. What the C ourt has said and what our opponents are arguing tonight is that what some students say in random conversations in and outside campus classrooms might be so insightful , and so unlikely and difficult to be learned in any other way besides these random conversations , that it is worth denying admission to some white and Asian American students because of their race so that other white and Asian American students might hear these random observations . That's it . That is what universities are arguing . I don't think that that is compelling at all . But there's something else that you need to keep in mind tonight. Even if you think that there is something to that argument , you have to weigh against that purported benefit the costs of racial discrimination . Now, my partner -- Stuart Taylor tonight, has already described one of the heaviest of those heaviest costs, namely the mismatch of students in universities . But there are a lot of other costs too . And in my remaining time, I'm going to run through them . Here they are. It's personally unfair, passes over better-qualif ied students, and sets a disturbing legal, political, and moral precedent in allowing racial discrimination . It creates resentment . It stigmatizes the so -called beneficiaries in the eyes of their classmates, teachers, and themselves as well as future employers, clients, and patients . It fosters a victim mindset, removes the incentive for academic excellence . It encourages separatism. It compromises the academic mission of the university and lowers the overall academic quality of the studen t body. It creates pressure to discriminate in grading and graduation . It breeds hypocrisy within the school . It encourages a scofflaw attitude among college officials . It papers over the real social problem of why so many African Americans and Latinos are academically uncompetitive . As Stuart said, they typically emerge from K through 12 schools four years behind their white and Asian peersacademically . That's a problem that should be addressed, but we are not -- there's not the urg ency to address it because of the existence of racial preferences . Another cost -- perhaps most fundamental of all -- it gets states, state governments, and their schools involved in unsavory activities like deciding which racial and ethnic minorities will be favored and which ones not -- and how much blood is required to establish group membership? An untenable legal regime in America that is becoming increasingly multiracial and multiethnic . And where individual Americans are more and more likely themselves to be multiracial and multiethnic, starting with our president . I think that it is very hard to say that all of those costs are outweighed by anything that might be learned in a random campus conversation . Please vote against a pro-pref erence interpretation of the Constitution and in favor of the motion tonight. Thank you."
against,"Good evening, everyone. My partner has explained the legal analysis that firmly establishes the constitutionality of affirmative action programs . Although there is a push to interpret the Equal Protection Clause in a way that ignores race and racial context, the very purpose of the 14th Amendment is to counter the oppression of historically subjugated racial minorities . You've also heard a laundry list of the alleged harm that affirmative action causes to black and Latino students . Those harms are not real. Affirmat ive action has offered a pathway to opportunity for generations of students of color . It has taken steps to diversify our campuses and has made for a more just America. The weight of the evidence demonstrates that affirmative action is good p olicy. But whatever y ou think of affirmative action as a matter of policy, that's not the question you're asked to address today. The question is whether or not affirmative action violates the Equal Protection Clause, and I urge you to vote against that motion. It bears repeating that the United States Supreme Court has repeatedly held that race -conscious admissions programs in public colleges and universities are constitutional with substantial, not trivial, substantial benefits that flow to the educati onal institution, the larger society, and individual students, both students of color and white students. Pursuing the educational value of a racially diverse student body is a compelling state interest. Arguing -- arguments about whether extra points se t aside substantial preferences, whether or not those are constitutional are all -- they're all red herrings. The court has already held that universities cannot have specific racial targets, universities cannot set aside spots for students of certain racial backgrounds, and universities can't consider race in an inflexible manner. The Equal Protection Clause does allow universities to use race as one consideration when choosing among a group of qualified students, not all with identical qualifications, but all qualified. Numbers are not the only thing that matter, and higher SAT scores does not make you more qualified or more deserving of admission. Universities are trying to admit people, not SAT scores. And universities don't exist to credential the best test takers. I'm not saying that race is a qualification, not at all, but race is a part of who we are. The Equal Protection Clause permits colleges and universities to consider many characteristics, including sexual orientat ion, political persuasion, gender, whether or not you're from Ohio. We can't exclude race and only race from that list of considerations. We couldn't possibly offer each student individualized holistic review without giving some consideration to race, especially when an applicant has indicated that race is important to their own sense of self identity, their own sense of who they are. For that student who says their race is important, it's critical to understanding their achievements, their a ccomplishments, and their perspectives. Now, the statistics that have been cited by the proponents of this resolution about disparities and outcomes for students of color are indeed troubling. But every assertion that they make is contested, and none can be the basis of a constitutional rule. The methods and conclusions they've reached have been criticized and rejected by almost every social scientist who has examined thedata. There have been many studies that have found no evidence, whatsoever, of mis match. There are numerous studies that say affirmative action programs have unequivocally benefitted minority students and society. There are studies that say minority students fair far better, the higher ranked school that they attend, and, very importantly, there are studies that say the problem of under matching, where students with strong academic credentials attend lower ranked schools even though they could get accepted to higher ranked schools, is far more a problem for minority students than mismatches. Even if you were to accept t he proponents' assertions as true, they do not undermine the conclusion that achieving racial diversity is a compelling government interest. Those statistics they cite are just a snapshot of a much larger story. They ignore the fact that race continues to structure the opportunities and outlook for all Americans. To assess the impact of race conscious admissions programs, we must first acknowledge the critical factors that contribute to any alleged black or Latino under performance in the cla ssroom. And those include racial discrimination. They include discrimination by professors. They include inadequate K -12 education systems. They include stereotype threat. The gap between the performance of some minority students and some white students is quite troubling, but race conscious admissions programs are not the cause of those troubles. Finally, the argument that race conscious admissions programs should be outlawed because minority students end up attending schools that are academically to o challenging for them quite frankly is condescending. It inappropriately seeks to displace the independent, informed judgment of minority students about the potential costs and benefits of attending flagship universities and colleges. We should want all of our students to aim high and challenge our -- themselves. We shouldn't be settling for less for minority students. The individual harm -- the individual harms that affirmative action's opponents claim will befall minority students have not come to pass. For example, you heard about minority students who will experience stigma, both internal and external, doubting their own qualifications and sense of belonging and hav ing their classmates, and their faculty members doubt thei r abilities. There is no causal connection between race conscious admissions programs and racial stigma. It'snever been established. The fact remains the root causes of racial stigma reach back much further than race conscious admissions programs. We all know that minority students face d stigma before affirmative action programs and they would continue to face stigma without affirmative action programs. In fact, those who argue that race conscious admissions programs should be banned because they stig matize minority students are part of the problem. Stamping all minority students with badges of inferiority by assuming they lack qualifications is racial discrimination. The fact that there were will be racists who assume that every black person or Lati no person that he or she sees is unqualified cannot dictate the reach or meaning of the Constitution. The motion asks you to assess the constitutionality of race conscious admissions programs, not whether affirmative action is good policy. But on either question, the proponents of this motion are wrong, and I urge you to vote against the motion."
for,"Well, you know, the -- it's a Constitution -- there is limited space. You don't have to use every synonym in the -- in the dictionary when you describe what can't be done. What it says is that you can't deny equal protection of the laws. It doesn't say that you have to be colorblind, but in context, what it's saying is that you can't deny equal protection to people because of their skin color. That's basically the same thing as saying that you have to be colorblind unless you have a really, really good reason. I mean, I really don't see any dis tinction between a -- you know, a writing that says, ""You have to be colorblind,"" and saying that, ""No American can be denied the equal protection of the laws,"" given the historical context."
against,"Imagine that a college or university has been proven to discriminate based on race. Can a court order that -- it remedy that and then admit students who have previously been excluded based on race? Of course it can. In other words, it's not totally – -- in other words, it's not colorblind. No Supreme Court case in history has ever equated equal protection with colorblindness . That's because that's not what ""equal"" means. ""Equal"" means you treat people who are alike, alike and those who are different, different. People are different based on race, based on the experiences they've had in society . That's why racial diversity matters so much in colleges and universities."
for,"You know, this business that -- -- people are different because of their race sounds like something I would've heard maybe a hundred years ago in favor of Jim Crow."
against,"I don't think that we're saying that people are different because of their race or that people think one way or another that a black or Latino student is going to hold a certain position because they are black or Latino, but I think what we are saying in the context of affirmative action programs is that race influences the way we view the world. It influences how we perceive the things that go on day to day. So although we wouldn't expect a black or Latino student to hold a certain position, we would anticipate that a black or Latino student’s race would have influenced whatever position it is that they're holding. So we're not making assumptions about – -- people based on race. We are looking at reality and knowing that race impacts how we think and how we perceive the world, because it's impossible that it -- for it not to. John Donvan:Stuart Taylor."
