side,script,round
for,"Well, actually I've been a bit sleepless. I was reading my colleague here on my side of the motion, John Mearsheimer's, biography, and I found out he went to West Point. So, you know, being an Annapolis graduate, that's a bit troubling. But being the giver that I am, I decided that I'll call a truce for tonight and until the Army-Navy game.",
for,"That's right. Well, sitting next to me and on this side of the motion is Professor John Mearsheimer of the University of Chicago.",
for,"Well, I'm a realist, a realpolitiker, and virtually all the Chinese I know, both policymakers and scholars, are realists at their core. So we speak the same language, and we think about international politics almost exactly the same way.",
against,Yes I did.,
against,"Yes, that would be Dr. Henry Kissinger at the bottom of one octave and Elmo the Muppet about three octaves up. Equally lucid speakers, but sometimes difficult to follow.",
against,"I'm very pleased to be working today with Kevin Rudd, the former prime minister of Australia, former Australian ambassador to Beijing, and the current president of the Asia Society Policy Institute. Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 7 - 10/15/2015",
against,"Well, I should add three disclaimers. I've never been to Annapolis. Never been to West Point. In fact, I got kicked out of Boy Scouts. And I was never ambassador for Australia in Beijing. I was a humble first secretary, which is the guy who carries the bags. My Chinese name given to me by my teacher was Lù Kèwén.",
against,It means a continental overcomer of the classics.,
against,"No, and 40 years later they remain un-overcome. Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 8 - 10/15/2015",
for,"It's a pleasure to be here. I'd like to thank the organizers for inviting me and thank all of you folks for coming out to listen to us debate this issue tonight. Of course Peter and I are going to make the argument that China will be a long-term enemy of the United States. I want to start with two preliminary points. One is the argument here is not that we're destined to fight a war. It's that these two countries will be long-term enemies. You want to remember that during the Cold War the United States and Soviet Union were enemies, but they never fought a war thankfully, and we're not arguing that that is the case with regard to China. We're just saying they're going to be enemies. Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 9 - 10/15/2015 Second, when you talk about the future, there's no way you can talk about it without a theory of international politics or a theory of great power politics. And the reason is we have no evidence about the future because the evidence isn't there because the future hasn't happened yet. So you need a theory to explain what you think is going to happen and that theory, of course, has to be able to explain past cases where great powers rose and fell, and it has to be applicable to the present as well. So the division of labor between me and Peter this evening is that I'm going to lay out the simple theory that explains why China and the United States are destined to compete with each other, to have an intense security competition that involves arms races, crises, proxy wars and so forth and so on. And then what Peter's going to do when he follows me, is he's going to show you all the evidence that's already out there that supports the story that I'm going to tell you. My story basically goes like this: If you look at the international system the way it's organized, there are three characteristics of that system that force states to compete for power and to pursue greater and greater increments of power. The first characteristic of the system is that there is no higher authority that sits above states. There's no night watchman. States are like pool balls on a table. That means that if a state gets into trouble, there's nobody it can turn to rescue. As I like to say to students, ""In the international system, when you dial 911, there's nobody at the other end."" That means it is, in effect, a self-help system. That's characteristic one. Characteristic two is that all states have some offensive military capability, and there are invariably a few states that have a lot of offensive military capability. The third feature of the system has to do with intentions. It's almost impossible to divine the future intentions of other states because we don't even know who's going to be running China in five years or 10 years or 15 years. We don't know who's going to be running the United States in five, 10, or 15 years. What this means is that when you operate in a world where there's no higher authority you can turn to when you get into trouble, and you may end up next to a store -- a country that's very powerful and has malign intentions, you quickly figure out that the best way to survive is to be very powerful. As we used to say, when I was a young boy in New York City playgrounds, you want to be the biggest and baddest dude on the block, not because you're malicious or you have bad intentions, but it's the best way to survive, because the more powerful you are, the safer you are. Now, what this means in practical terms is that states want to, number one, dominate their region of the world, and number two, they want to make sure they don't have a peer competitor. That Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 10 - 10/15/2015 means you want to make sure there's not another state in the system that dominates its region of the world like you do. Let's talk a little bit about the United States. The United States is the only regional hegemon in modern history. Most Americans don't think about this, but the Founding Fathers and their successors went to enormous lengths to ensure that we would dominate the Western hemisphere. That involved conquering huge swaths of territory and making sure that the power gap between us and Mexico and us and Canada, us and Brazil, us and Guatemala, was enormous so that they could not cause us any trouble. Second thing we did was we instituted the Monroe Doctrine. We basically threw the European great powers out of the Western hemisphere and told them that they were not welcome back in here, because we did not want any distant great powers coming into the Western hemisphere. That was all about establishing hegemony in the Western hemisphere. Second goal, which is reflected in U.S. foreign policy in the 20th century, is to make sure we do not have a peer competitor. There were four potential peer competitors in the 20th century: Imperial Germany, Imperial Japan, Nazi Germany, and the Soviet Union. The United States played a key role not only in making sure each one of those countries did not dominate either Europe or Asia, but also played a key role in putting all four of those countries on the scrapheap of history. The United States does not tolerate peer competitors. And the United States, to go back to my first point, is deeply committed to dominating the Western hemisphere. Now let's talk about China. As China gets more and more powerful -- and that's going to happen -- the question you have to ask yourself is what will China do with all that military power? My argument is that China will imitate the United States. They'd be crazy not to. They're going to try to dominate Asia the way we dominate the Western hemisphere. If you're in Beijing and you're a national security adviser, don't you want a China that is much more powerful than all its neighbors? The Chinese understand full well what happened the last time they were weak. They call it the century of national humiliation. They know what the Japanese, the Americans and the European great powers did to them, so they want to be very, very powerful, and for good reason. And they're going to want to push the United States out of the -- East Asia. They'd be crazy not to. As my mother taught me when I was a little boy, what's good for the goose is good for the gander. If we can have a Monroe Doctrine, why do you think they're not going to have a Monroe Doctrine? So China's going to try to dominate Asia. Then the question Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Intelligence Squared U.S. - 11 - 10/15/2015 becomes, what do you think the United States is going to do? The historical record is very clear here. We don't tolerate peer competitors. We're not going to let them dominate Asia if we can prevent it. In effect, this is what the pivot to Asia is all about. We see them rising, and we want to maintain our dominant position in Asia. The end result of this is the Chinese are going to push in one direction, and we're going to push in the other direction, and it is going to be an intense security competition. Again, this is not to say we're going to have a war. But the Chinese are going to do this not because they have a voracious appetite for tromping on people or if they have a particular aggressive gene. It's because the best way to survive in the international system is to be a regional hegemon. They understand that, and at the same time we're not going to let it happen.",
