side,script,round
for," Well, not immediately, John, but we economists really know how to bring the facts to the table when we start bargaining over wages. Yes, absolutely. Well, I live in Seattle, Washington, and I reckon you have to go all the way to Texas to find a serious and intelligent wealthy person who doesn't agree that rising inequality is something that we need to -- -- that we need to address.",nan
against,"Scott Winship, formerly a renowned poverty scholar, formerly on the left, now on the right. He's examined the data for quite some time and he's gradually come to the other side of the divide. I suppose I'm a Liberal-tarian. I don’t know, my mom describes me as handsome.",nan
for,You can say it again.,nan
for,"Thank you so much for inviting me to share my research and knowledge about the question at hand. We are debating whether income inequality hampers the American dream of upward mobility. And I'm here to tell you that it does. Nick Hanauer and I hope to convince you that as income inequality has increased, the American Dream has been harder to achieve. If we think -- as you've already heard already, the same analogy -- if we think of income distribution as rungs on the ladder, and upward mobility -- or mobility in general -- is movements up and down the ladder, common sense tells you if the rungs get further apart, the ladder is going to be harder to climb. Let's start with the first part of the proposition. Research from a multitude of government and academic sources have indisputably found that income inequality has increased over the last generation. That is an established fact. The tremendous growth in income inequality comes at a cost to individuals, to families, and to society as a whole. We know from research that rising income inequality has not helped grow the size of the economy, and has likely even harmed growth. This makes the rise in inequality a zero sum game at best. Since inequality means that the larger shares are flowing to the top, middle, and bottom -- the middle and bottom continue to get squeezed. Those consequences aside, the one cost we're discussing today is reduced access to the American Dream. The American Dream itself is a somewhat elusive concept. It's one of those you know it when you see it sort of things. To some it means the happiness of a normal, stable life. Not falling behind every year. It means a good job and a great future for your children. It means that if your kids work hard, theywill find success. Working hard is the backbone of the American Dream. To know that your kids have the opportunity to do well, it is only for them to grab it, to seize the day. The most common concept economists use to measure upward mobility is intergenerational mobility. This is the extent to which your parents' economic position determines your position in adulthood. If your position on the earnings, income, or wealth scale is largely a function of your birth, then even the most talented coming from the lower rungs of society will have a hard time achieving success. Conversely, little correlation between parents and children means that one's economic fate can be directly determined through intelligence and hard work. So how do we raise the economic mobility of the U.S. today? Well, one way is to look at how we compare to other countries. Another way is to look at, historically, what has happened with mobility and discuss the pathways through which mobility is affected by opportunity. The fact that one's economic position in childhood determines one's position in adulthood more so in the U.S. than in many advanced countries. We have less mobility here than in Denmark, Norway, Finland, Sweden. We have less mobility than Australia, Japan, New Zealand, Germany, Spain, France. Let me talk for a moment about our peer to the north, Canada. Canada actually looks a lot like us, both in economic regime and in its diversity. But family background is twice as important in determining children's success in the U.S. than in Canada. Furthermore, among our peers, we are the most unequal society, and we have seen the greatest growth in inequality. Janet Yellen recently reiterated the fact that lower economic mobility is found in countries with higher income inequality. So, the American dream is more likely elsewhere than here and more likely in more unequal societies. Now, what's happened over time? The truth is that research on mobility has a few years before it can catch up to answer more definitively on this question. We have to wait until the children born in the most unequal times, let's say the last decade, until they grow up, and we can see, we can measure their incomes and their earnings. So far, high quality research has shown that economic mobility has been stagnant or declining over the last generation. Even so, it's impossible to know what the counter factual is. Perhaps the society got richer, economic mobility would have increased. So, finding stagnant mobility really doesn't answer the question. What is entirely clear and is known that income inequality leads to inequality of opportunity and resources, and this surely hampers mobility. When growing inequality means that poor kids don't get the proper nutrition they need or the glasses when they need them, then it's obvious they can't do as well in school. Opportunity for many often looks like education. Overtime, high-income parents are -- are making increasingly larger and larger investments in their children. And that's a good thing. But lower income families simply cannot afford to make those same investments. We've seen low income families increasing their investments from the 1970s to the 2000s, from about $835 per kid to about $1,300. At the same time, over that same period, high income families' investments went from 3,500 to nearly $9,000. And those investments pay off. It may come as no surprise that more affluent students score better on standardized tests. A recent study actually renamed the Scholastic Aptitude Test the Student Affluent Test. Those with higher family income who tend to be college educated allow parents to live in neighborhoods with better schools and pay for private schools. And it's a self-reinforcing cycle. This provides a direct link between growing inequality, growing gaps in opportunity and declining mobility. Over this period of growing income inequality, college graduation rates have become increasingly unequal. Both groups, the top and the bottom, have seen higher college graduation rates than before. But the bottom only increased by 4 percent while the top increased by almost 20 percentage points. What is even more troubling for society that defends the reality of the American dream is that low-scoring, high-income students are more likely to graduate from college than high-scoring, low-income students. That is, by definition, not about ability. It is about income. Everyone can't be in the top 1 percent. And we can all name stories of children who did succeed against all odds. But it's ""against the all odds"" part that we're here to talk about today. Has living in an increasingly unequal society made it harder to climb the rungs of the ladder? Unambiguously, the answer is yes.",1.0
against,"Well, thank you, John, and thanks to IQ Squared and to the Rosenkranz Foundation for sponsoring this debate, but also for creating a way to combat the polarization that I think it’s really been poisoning a lot of our discourse the last few years. And in that spirit, let me just start by noting a few areas where there's agreement I think with what Elise just said. First, I agree that there is a lot of income inequality in the United States. There's -- frankly, there's a lot of income inequality on this stage. Like Elise, I'm also deeply concerned about inequality of opportunity. I can tell you that I became interested in these issues on April 29th, 1992 when the L.A. riots erupted during my freshman year of college. I believed then and still believe that -- that poor children enjoy far too little upward mobility. What do I mean by that? Kids with the poorest parents tend, disproportionately, to end up among the poorest adults as well. Where I part ways with my opponents, and by the way, with my 19-year-old self, is that after a brief career in community organizing, after a not at all brief period in getting my PhD in Harvard's Inequality and Social Policy program, after managing the research agenda for the Pew Economic Mobility Project and continuing to study these issues at Brookings and now at the Manhattan Institute, after all of this, I -- I've concluded that if you're, like me, concerned about inequality of opportunity, focusing on inequality of incomes is just misguided. So, my partner, Ed, and I are asking you to oppose the motion on the table. Whatever you think of the state of the American dream, income inequality does not impair it.  So, Elise and I are going to disagree on a few things. In my mind, if -- if income inequality were impairing the American dream of upward mobility, you ought to see two things jump out at you in the very big literature that we've got on this question. The first thing you would expect to see is that over the period where inequality was growing in the United States, that you would see falling upward mobility. Now, the -- the consensus from a dozen studies on this question is easily summarized by the conclusion from the most recent paper that came to this conclusion. And I'll just quote: It found that mobility has remained remarkably stable over the second half of the 20th century in the United States. That finding is from Berkeley's Emmanuel Saez who, along with Thomas Piketty, who's the most famous economist of the year for sure. They're the two who develops the top 1 percent estimates that we all have seen everywhere. So, that's his conclusion. The secondconclusion you would expect to see is, if high inequality impairs upward mobility, is that places with a lot of inequality would have lower mobility. And you heard Elise mention that the U.S. has less mobility than other countries. That was certainly the conventional wisdom I would argue until this year. In a paper published this year, a Canadian economist named Miles Corak, who had originated this thing called ""The Great Gatsby Curve,"" that some of you might have heard of, that Janet Yellen talked about in her speech. Earlier this year, his most recent paper highlights real serious problems with that chart and the previous research. What he did in this newest paper is to team up with an American economist and a Swedish economist. And the three of them looked at their own countries, compared mobility across them, were very careful to measure them comparably, and they found, quote, ""we find almost no differences in upward mobility between Canada, Sweden and the United States."" Meanwhile, Saez’s team, in a second study this past year, found that developed countries with higher income concentration have mobility rates that are no lower than countries that are low inequality. And they found the same thing to be true of American counties.  My opponents want you to believe that if the top 1 percent hadn't made as much in the past 35 years, that the bottom and the middle would have made more, that they pay an inequality tax you sometimes hear. But research again finds that in rich countries, those that experience bigger increases in inequality, have experienced bigger income gains at the bottom and in the middle, not smaller. Now, how can that be? Well, Ed is going to talk to you about the research on inequality and economic growth. We disagree, I think, with our opponents on that as well. But essentially, the research finds that countries with more inequality actually experience more economic growth. So, essentially if you enlarge the pie enough, the economic pie enough, then the poor and middle class actually can get more pie even if their slice becomes skinnier. If you claim that absent rising inequality, the middle class would have had thousands of dollars more than they did, as you sometimes hear, there are a couple of really big assumptions hidden behind that. One is that if we had capped the incomes at the top, that the economic pie would have become just as big as it actually did. The second assumption is that if we had capped those incomes, then essentially the proceeds would be equally distributed across the population. Now, in actuality, if we somehow managed to cap the incomes of the top 1 percent, what would likely happen is we'd be shifting incomes to knowledge workers and professionals who are in the upper middle class or in the rest of the top 10 percent. To see how important these assumptions actually are, consider one possible outcome if we had successfully held the top 1 percent’s income share in 2007 to their 1979 level, okay? So assume, for sake of argument, that, that would have reduced economic growth, not by a lot, say, by 8 percent. And assume that the middle 20 percent, instead of receiving 20 percent of the proceeds from this redistribution, got 13 percent of the proceeds. Well, I've done the math, and what it works out to is that in this scenario the middle class actually would be no better off for having limited the increases at the top. So, I think that's against our intuition. But it's, nevertheless, the case. So, as you listen to the arguments from the other side, I hope you continue to ask yourself, as I have, that if income inequality hurts opportunity, why is it so hard to find that link when you look across time and look over space? The answer is that the motion on the table that ""Income inequality impairs the American dream of upward mobility,"" is intuitive but wrong. And that's why you should vote against it. ",1.0
for,"Let me start tonight by sharing some IRS data. In 1980, the top 1 percent of Americans shared 8.46 percent of national income. By 2007, it had risen to 22.86 percent. During the same time, the bottom 50 percent of Americans' share of national income fell from 17.68 percent to 12.19. During the same period, the income share of the top 1/10th of 1 percent of Americans rose to 12percent, equaling the share of the bottom 50 percent of Americans combined. And then in 2008 -- remember, 2007, before, those were the good old days -- things went really bad for the American middle class. The distance an American child needs to go to get from the bottom to the top in our society is staggering. CEOs used to make 30 times the median wage now earn 300 to 500 times. If the IRS data that I just quoted you is not persuasive to you, does not persuade you that the distance from the top to the bottom is larger -- perhaps 10 times larger, then almost nothing Elise and I can say tonight will persuade you. According to Scott, this economic inequality and its impact on mobility is a fiction. The anguish felt by millions of ordinary working middle class Americans is a consequence of a misconception. They are simply confused about the data.  But there are two fundamentally different arguments inequality deniers make. The first is that it doesn't exist. The second is that it exists but it's actually really, really good for the economy and the middle class. This argument is equally false, but at least it seems plausible. The idea, of course, is that when the rich get richer, that's good for the economy and for the middle class, and for mobility. And anything we do to make the poor richer by definition harms the economy and mobility. And this, of course, is the trickledown economics lie. But Ed -- Ed and I do agree on one thing, and that is that innovation is essential to a growing economy and that capitalism needs some inequality to create incentives for people to innovate and to take risk. The question for the house tonight is, is extreme inequality necessary, and should we have more and more of it every year? Capitalism needs inequality to grow, just like plants need water to grow. But in precisely the same way that too much water kills plants by drowning them, too much income inequality kills capitalism by drowning the middle class. Raging inequality is drowning the middle class and killing the American Dream of upward mobility. Ed and other inequality apologists present us with a false choice -- extreme and rising inequality is necessary to create adequate incentives for innovation and risk-taking, and that without these extreme incentives, it will all disappear. He will tell you that anything we do to blunt inequality, like raising the taxes on the rich or improving labor standards for the poor, to increase wages -- will kill the economy and mobility. This is utter nonsense. Bill Gates, Steve Jobs, Sam Walton -- they all started their companies when taxes were twice as high as they are today. Theoretically, with half the incentive. Did they make some sort of cosmic mistake? Almost two years ago, taxes on capital gains went up 25 percent, theoretically quartering the incentive. But from where I sit as atechnology venture capitalist on the West Coast, the rate of innovation is increasing, not decreasing. Silicon Valley is more on fire, not less. The stock market, since then, has gone from 12,000 to almost 17,000. Clearly, people are responding to incentives, just not the ones Ed thinks. The biggest incentive in a market economy is the market size. And the more money most people have -- in other words, the less inequality we have -- the bigger the opportunity and the bigger the incentives are to invest and innovate. Ed will tell you that the American economy has outperformed all others because of our extreme inequality. If you are a partner at Bain or someone like me, that feels like it could be true, but it is not on a per capita basis. Our economy has performed roughly the same, on a growth basis, as most other industrial countries. 1.7 to 1.9 percent. The difference, of course, is what life is like for the typical family. Thirty years ago, the American middle class was undisputedly the most prosperous and mobile of any society. Today, that is not true. Today, by every measure, the -- the Canadian middle class is more prosperous than ours. Ed and his trickle down ilk believe that capital is all that matters, but we are awash in capital. American companies are currently sitting on $2 trillion worth of cash. At the same time, the cost to innovate has fallen exponentially. It took a million dollars to start Amazon.com. In our economy, growth is dependent on how many innovators and consumers we include in the economy. The economy isn't the bank accounts of the rich. It is the dynamic feedback loop between sellers and buyers. This means that the more people we include in our economy as robust innovators and affluent consumers, the faster it grows and the bigger it gets. But clearly and most obviously, high and growing rates of inequality don't help that. They hinder it by excluding more and more people as sellers and buyers. And at the end of the day, that's why rising inequality is terrible for the economy and for the American Dream of upward mobility. When people are excluded by inequality, it destroys innovation. It destroys consumption. And it destroys mobility. Rising inequality is literally drowning the middle class and killing the American Dream of upward mobility. ",1.0
against,"I almost feel like I don't have to speak. Nick said it all for me. But Nick pushes you off what this debate is really about. It's whether income inequality impairs mobility. And if it did, there'd be telltale signs that Nick wants to overlook. The first is that we've seen a lot of growing inequality. But all the evidence says mobility has not declined. We’ve transferred more to the poor. That should increase mobility. It hasn't. Economies with more equally distributed incomes should have more mobility.  We've spent more on education. That should significantly increase our test scores. It hasn't. So -- Closer? I thought it was -- I thought it was a little loud so, I was backing up.   So we may not have found a way to increase mobility, but we have found a way to increase the living standards of the poor, and that's by growing our economy. So this debate really isn't about whether income inequality impairs mobility. Even Emmanuel Saez of the liberal Piketty-Saez duo admits that the chances of a low-income child reaching any higher level of income has increased. The rungs have gotten wider. You can still climb the rungs even though they're wild -- wider. This debate is really about whether the success of America's top earners hurts the middle and working class. Now, our opponents see the pie, the economy as a pie to be divided. They believe that Steve Jobs' success reduces the income of everybody else. The more he gets, the less everybody else gets. We see his success as growing the economy and the demand for labor. Now, it's true, productivity's grown faster than median wages. Our opponents see this as evidence that lesser skilled employees no longer share in the success of our economy. They overlook the fact that growth can manifest itself in two ways: Where the supply of labor is restricted like it was in the 1950s and '60s, it'll drive up wages. But where the supply of labor is unrestricted like it is today, it'll drive up employment. The baby boom, the increased participation of women in the work force, immigration and growing trade deficits have created an enormous increase in supply in labor. And as a result, employment grew instead of wages. U.S. employment has grown 50 percent since 1980, twice as fast as Germany and France, three times faster than Japan. Two to three times faster is an unheard of difference in performance. This difference has been even greater -- it would have been -- it was even greater because the other countries have shared in the disproportionate benefit of American innovation. And America has achieved this employment growth at median incomes that are 20 to 30 percent higher than Germany, France, and Japan. Because of this growth, today, America's home to 37 million adult immigrants. There are 16 million native-born children, and all the children of those 53 million adults. So perhaps wages would have grown faster in the supply of labor had been more restricted. But it's disingenuous to close one eye, ignore America's extraordinary employment growth relative to its peers, and claim that income inequality hurts the middle and the working class. No other economy has done more to help the middle class and working poor than the U.S. economy. And that's why you should vote against the motion that income inequality impairs the American dream of upward mobility. To persuade you that the success of America's top earners subtracts from everyone else's income, our opponents will claim that successful Americans use cronyism to misappropriate their earnings. If these Americans had misallocated the amount of resources that are necessary to achieve their success, growth would have slowed relative to other economies with more equally distributed income. The opposite occurred. America's growth accelerated relative to its peers. Rising cronyism can't explain the faster growth of the United States. And that's not to say there isn't cronyism.  But the status quo is under assault from innovation more than it's ever been. The turnover of CEOs, Fortune 500 companies, and Forbes 400 wealthiest Americans have all accelerated. That's a far cry from crony capitalism. And it wasn't crony capitalism that produced America's success. It was hard work and entrepreneurial risk taking. Nick's right. Information technology made our knowledge workers more productive, and it opened up a large window of low-cost investment opportunities. And this increased the productivity and pay of our most talented workers and gave rise to a growing number of successful entrepreneurs. Americans were uniquely successful at capitalizing on these opportunities. Their growth didn't hurt America. It made us stronger. So, to avoid debating the truth, Nick went down this path. Our opponents will retreat to a more ambiguous claim, that perhaps we could have raised living standards even more if we'd attack success more heavily. Even if that's true, upward mobility has not been impaired. And therefore you should vote against the motion. And even if you believe that higher taxes distribute more income to the middle class than they destroy, you should at least recognize that there's very little evidence supporting this highly speculative claim. In the real world, Germany, France, and Japan all distributed income more equally, and none of them produced faster employment growth than America, nor, despite more restricted supplies of labor, did they grow their median incomes faster than the United States since the early 1990s. In the academic world, there have been no less than six highly regarded cross country studies on the effect of income inequality on growth, by economists at Harvard, MIT, the OECD, the World Bank, the IMF. All of them have reached the same conclusion: Inequality accelerates growth in high-wage economies. The IMF's most recent study, whose headlines insisted that redistribution does not slow growth, admitted, redistribution above the 75 percentile is indeed harmful to growth as the Okun Big Tradeoff suggests. Guess which country's at the 75th percentile?  Another of these studies also conditions the Okun Big Tradeoff and found that by 2001, the growth-promoting effects of inequality had pushed the income of the bottom 90 percent above what it would have been if their share of income hadn't fallen. So even if this briefly stated evidence fails to persuade you, it doesn't mean that the success of our top earners hurts America. Quite the contrary. Not only has America's much faster growth created employment for tens of millions of additional workers at much higher median wages than other – and median incomes -- than other high-wage economies, it has improved every capable child's chances of earning a higher standard of living. Even Emmanuel Saez agrees. So, please, don't succumb to our opponents’ divisive politics. Even if you support higher taxes, the success of America's top earners is an asset, not a liability. Vote against the motion that success impairs upward mobility.",1.0
for,"Well, I think -- on the one hand, he's absolutely right, that the research is not conclusive, that mobility has declined. There is some research from people at the Chicago Fed -- That's right.John Donvan: Well, she's not done quite yet. But I think that the argument that we've seen growing income inequality happen over the last generation, over the last 30 years, income inequality has gotten worse. When we want to really measure this, we're kind of at a loss because we have to wait, we have to see what happens as those kids growing up in the most unequal times, what is going to happen with their outcomes, which is why I look at education, because that's what we can see today. We can look at those opportunities that lead to a realization of the American dream, and those opportunities are simply not there, and not there to an increasing extent.",2.0
against,"Well, you hear this a lot I think as a sort of retreating move. When folks acknowledge that mobility has not fallen, you do hear this argument about, ""Well, you know, we'll see it in today's generation,"" maybe. But I will say that the study that was done by Emmanuel Saez with Raj Chetty, who's a Harvard economist that won the award for the smartest economist under 40 with seven years to spare, they look at young adults. They look at people who are in their late 20s. They measured the parental incomes in the mid-1990s. At that point they'd experienced rising income concentration. The share of income received by the top 1 percent had been rising at that point for 15 years, and it didn't show up in their results. So none of us can predict the future. We could have this debate again in 20 years. And if the evidence says that we did experience declining mobility, I will be as concerned about it as anyone.",2.0
for,"I think -- Yeah, so just because the industrialized nations have not been radically unequal enough to allow economists to do timescale studies to prove that it will be harmful doesn't mean it's not. And, in fact, if you look around the world, there are 205 countries running simultaneous experiments on how to create prosperous societies. And in every single case where you find radical inequality you find low social economic mobility around the world, right? This is not -- this is not a far-out concept. There is very low economic mobility in highly unequal places in every place that you look. And so, you know, the truth is that the United States has only been a highly unequal society for 10 to 20 years. Thirty years ago it was not that bad. And so, the fact that you don't -- we haven't had the time to measure it doesn't tell you anything. Your common sense, on the other hand, should inform you highly.",2.0
