side,script
for,Hi John. I think the Affordable Care Act wasn't just about health insurance. It was a really important step in a large fraction of the U.S. economy which will be felt in years and decades to come.
against,"Well, nothing quite as dramatic as finding Pyongyang on a map. But I'd say probably make American real estate great again. Exactly. And create lots of jobs for Trump supporters."
for,"I think that the main fallacy of Donald Trump in terms of the coverage -- and I think a lot of public perception about Trump -- is my advice is, look what he does and don't listen to what he says because I think his actions speak louder than words. I'm one of these people who would love to take his thumbs away, so he couldn't tweet so much. But, look, I mean, his actions I think were -- are important and not his words."
against,"So, my book offers 10 radical reforms. That’s 10 radical reforms to meaningfully change democracy, liberal democracy, so that we can actually generate sustainable long-term economic growth in a more equitable fashion."
for,"Because, John, great civilizations have been brought down by issuing too much debt in an incautious manner. Let’s not do that. No. John, I think that the way to think about this tax cut -- I think the word “reform” is somewhat overused in this context -- this tax cut is focused on old capital. There’s two kinds of capital in this economy. There’s new capital; there’s new investment. That’s what builds companies; that’s what builds jobs. I’m a professor of entrepreneurship at MIT. That’s -- I work with entrepreneurs all the time. They’re unimpressed by this tax cut. Gary Cohn, who’s a senior economic adviser to Donald Trump, spoke to a group recently, a group like this, and asked them how many -- actually, a group -- this kind of numbers -- a group of CEOs -- asked them how many of them are going to increase their investment and create new jobs as a result of the tax cut. Very few of them raised their hand, and he was shocked. But the reason is that this GOP/Republican tax cut is focused on old capital. If you own a building -- for example, a large building with a lot of apartments in New York City, should you be so lucky, then you’re going to do very well from this tax cut. That’s old capital. That’s capital that’s already in place. The new capital, the capital that builds companies, the capital -- the support that we get for research and development -- that is not going up. I think that’s going to get actually squeezed when you take the entire tax picture. And when you consider, John, all of the issues here, including the distributional impact, including the incentives to ordinary working people to go to college, to get more education, to invest in themselves in order to participate with new capital as partners in economic growth, this tax reform at best is a zero. I think it could be somewhat negative. If you own a building around the corner or down by Central Park, congratulations. John, I declare no. Let me get out of the way. This tax cut’s going to shovel $200 billion into the economy this year. That will help the economy this year by a small amount and a transitory amount. What it won't do is improve our outlook for long-run growth. Simon got to the very core reason for that. It's a windfall for investments people have already made. It's not very much of an incentive for new investments. The United States already had a very high corporate tax rate, but also had a lot of loopholes, and that meant that the effective corporate tax rate wasn't actually very high. In fact, under this bill the tax rate on research and development will go up, and so we're going to have less innovation and less research. In addition to that, this tax bill will balloon the deficit. The deficit next year will be more than a trillion dollars. It will stay more than a trillion dollars going forward. We've had large deficits before when fighting wars, in very deep recessions. We have never, ever had a deficit anything like this as a share of the economy in peacetime. So whatever benefits you get from the rate reductions will be more than outweighed by the deficit reduction. The last thing I'd say is this isn't just my judgment. This is the judgment of the FOMC, which hasn't changed its long-run outlook. None of the major investment banks have. A survey of 42 economists -- zero of them said it would have a large impact on long-run growth, because they all understood it's a benefit for old capital that will swell the deficit and cost us in terms of research."
against,"Well, I'm going to declare yes, partly because I want to make this debate a bit more interesting, but also because -- But also because I'd like to shift the perspective. As it happens, if you look at the long run I share many of the concerns that Jason and Simon have raised. I think many aspects of the tax bill are not desirable. It is indeed very slanted towards, as Simon says, making American real estate great again, particularly in New York. However, I would also like to say that in the short term there are benefits coming down this year. I do think it has helped to ignite animal spirits . And as someone who did indeed train as a cultural anthropologist, not an economist, as somebody who’s in the information game and spends a lot of time as a journalist overseeing a newspaper, looking at sentiment, I actually think that sentiment matters a lot. This has helped to ignite animal spirits. It has also helped to create a sense of optimism, and there's also a sense of narrative around what's going on with the economy. There hasn't been a sense of clear-cut narrative for a long time. So, for all those reasons I do actually think that, in the short to medium term, it's already delivering a boost. However, I do share the concerns that they have echoed about the long term. So, that's a kind of qualified yes, at least to inject a bit more debate and dynamism into this debate, and I'm sure the next speaker will have a thorough yes."
for,"I'm going to say no. No, I'm only kidding! I’m only kidding! I helped write the bill, so of course I’m a yes. Look, I think that giant sucking sound you're hearing is the United States is sucking capital from the rest of the world. I agree with these two gentlemen that capital is the name of the game. Whoever has the most capital wins. We have made dramatic improvements in our global competitive situation. When we started writing this bill two years ago the whole idea was, how do we make American businesses more competitive? I do believe that our highest-in-the-world corporate tax rate was one of the dumbest things in the world. It was a head-start program for all the countries that we compete with. We've fixed that big time. We've gone from the highest statutory tax rate in the world to below the average. That's going to bring a lot of jobs and factories back to the United States. We did the repatriation, so countries can bring -- companies can bring -- we don't know how much, $1 or $2 trillion dollars back to the United States. That's a huge benefit in terms of money being invested here in America rather than being in invested in India or China or Mexico or other countries. The -- we also reduced the small business tax rate, so right now, as of -- prior to January 1st, the highest tax rate on small businesses was 40 percent. It's now down to 30 percent. There's an old saying: “When you tax something you get less of it; when you tax something less you get more of it.” We're going to see a lot more jobs, we're going to see a lot more investment, and I think that confidence that you talked about, which I agree with -- that optimism is in no small part a result of this tax bill."
against,"I'm going to go with no. The -- of course, one of the problems with being the last speaker is that a lot of the comments have been made. But perhaps let me just underscore what I think is a lot of smoke and mirrors with short-term focus, which is driven, really, by a political cycle that actually rewards and encourages people to focus on the short term. If you focus on the short-term, as a household or as a corporate, you are missing the broader point. The future generations are going to grap -- are grappling or will grapple with a tremendous suite of challenges many of them we’re fully aware of. What I'd like to do very quickly is just list for you -- and I'm sure a little bit later I'll be able to go in great detail -- of some of the challenges that we're facing today. Technology and the jobless underclass. The risks of income inequality widening. The fact that demographics are growing at rapid clip around the world. We have 8 billion people -- it will be 11 billion people by 2100 -- and we don't know how to manage that population. Issues around natural resource scarcity, concerns around debt -- which were alluded to earlier. It's burdensome and it's not helping us in long-term, in terms of how we generate long-term economic growth. And then finally, the fact that productivity has declined in many of the most developed countries around the world. It's these suites of -- this suite of problems that are continuing to be a drag on long-term economic growth. And if you believe that a short-term tax is going to actually solve these problems or, actually meaningfully turn things around, you're sadly mistaken."
for,"Certainly. Sure. So, I'm of the view -- and I don't know if Donald Trump agrees with this -- but that growth is everything, that growth solves all the problems -- and the very problems that you're talking about. It may not solve every problem you're talking about, but if you have faster economic growth and prosperity, it makes all these problems easier to solve. And the deficit is, you know, Exhibit A is on this. The forecast, when Donald Trump entered office, was we continue to have weak economic growth, as we did for the last 10 years. It was 1.8 percent growth forecast. We went to Donald Trump and said, ""Donald, if we get 1.8 percent growth for the next 10 or 20 years, we're screwed."" And we have -- we can't -- we're America. We can't live with 1.8 percent. We got to get it up to 3, to 4 percent. I believe we're going to do that with this bill. I think we can get -- we already have had 3 percent growth. And the debt, as a share of our economy, does not go up every year. It goes down every year if we can get to 3, to 3.5 percent growth. And that's -- that would be my kind of response to this issue of -- that you both raised about debt. Sure. First of all, we have to understand the sources of our growth. The primary source of our slower growth than we had in the past is demography. In the 1980s, the baby boom generation was going through their prime working years. Starting in 2008, the first baby boomers turned 62 and started to retire, as they became eligible for Social Security. If we were able to reproduce the same exact productivity growth that we had under President Reagan, under today's demography, we would have a 1.7 percent growth rate. Thinking you can have a 3 or 4 percent growth rate is a ludicrous fantasy. If a company did that, it would go bankrupt and out of business. The United States is big, strong, able to borrow quite a lot. But I wouldn't want to test the proposition of what it would be like . The second thing I'd say is to say that this tax cut pays for itself is to make a statement that has zero support in the economics profession. It's akin to saying -- -- the earth is flat."
against,"No. I was going to say one thing about the other way to get around big rapid growth is to have lots of migration. If you don't have lots of babies -- -- you need lots of migration. And that policy's not exactly on the table right now. Especially if you come from “s-hole” countries like I do. Oh, I'm sorry. I meant house. Exactly. I had one point to make about the debt, which is, the other aspect about debt that people just are not talking about at the moment is that the only reason why debt has been moderately manageable recently is because interest rates have been incredibly low. If you believe that there is going to be growth of the sort that you are arguing there is going to be, then interest rates will almost certainly go up. And if interest rates go up, if they go from 1.8 percent to 3 percent, say, you're basically looking at a doubling of the annual cost of the servicing that debt. Anyone in the room has got credit card debt or mortgages knows how it works. And so, there's a fundamental intellectual conviction. If you think that there's going to be great growth, rates go up, and then the cost of serving that debt gets harder and harder."
