,Speaker,Script,Round
0,Mike McConnell,"Well, a few things, not too many.",
1,Mike McConnell,"Well, actually I am going to share a little bit of a story that --",1
2,Mike McConnell,-- goes with that long history.,1
3,Mike McConnell,The translation --,1
4,Mike McConnell,"Thank you. The translation of experience is age. The bad news is age. The good news is grandchildren. But let me humanize just a second. A little under the weather. Two grandsons come to see me. The oldest runs into the room and says, ""Grandpa, Grandpa, make a sound like a frog."" And I said, ""Son, what for?"" He said, ""We're talking to Grandma and she said as soon as you croak, she's taking us all to Disney Land.""",1
5,Mike McConnell,"That's what age does for you. Let me compliment Marc on his argument. And I want to say up front, I agree with everything Marc said about the essence of what makes us Americans: privacy and civil liberties. However, I disagree and urge you to vote against this proposition because of how he framed it. Let me just quote, “Our argument is do not let a single authority, the National Security Agency,” agency I was chosen to lead, “control the Internet.” It has nothing to do - it has nothing to do with this debate.",1
6,Mike McConnell,"And I would summarize by saying we have laws and the key is getting the law correct. If the law is written appropriately and there is the appropriate oversight committee, if you violate the law, you will be held accountable. In a nation as free and as wonderful as ours is, leading the world in human rights and privacy and civil liberties, it's getting the debate framed right to mitigate the risk, to protect the nation consistent with our values and our laws. I urge you to vote against this resolution.",1
7,Bruce Schneier,"Actually, I think it's an East Coast crypto thing.",1
8,Bruce Schneier,"So, we're here today to debate the motion that the threat of cyber war is grossly exaggerated. And I also, in preparing, read a book full of articles and have some choice quotes. Mike McConnell said in an op-ed in the Washington Post in February of this year that the United States is fighting a cyber war today and we're losing. So, cyber war is going on right now in our country. Amit Yoran, who did cyber policy, cyber security under Bush, I believe, said that cyber 9/11 has happened over the past 10 years, but it's happened so slowly that we don't see it. So, 9/11, you know, thousands of people dead, billions of dollars of damage, has happened, and we just didn't notice it like the cyber war we're currently losing. In 2007, Germany -- and it's a great -- this is a great newspaper headline -- ""Germany attacks China for starting the cyber war."" This is actually great because when Germany attacks China, they are attacking them by yelling at them because China started a cyber war. Another headline, same incident: ""China declares war on western search sites."" You can actually declare cyber war on search engines. I don't know if you knew that. An article from an Australian magazine, The Independent, February of this year: ""Hackers declare cyber war on Australia."" So, cyber war is so easy, even kids can do it.",1
9,Bruce Schneier,"This year, London Times, March of this year: ""Cyber war declared as China hunts for the West's intelligence secrets."" And last year -- actually, Fourth of July last year there was a cyber war in the United States, headlines all over the place. I have one from the",1
