,Speaker,Script
0,Ahmed Rashid,"Well, that's not entirely true because there is and there always has been a peace lobby within the Taliban. And they do talk to me still, but the hardliners, I agree, don't like me very much."
1,Ahmed Rashid,Kael --
2,John Kael Weston,"Not really, not because they're -- -- not because they're not great gentlemen, but, you know, I got star struck my first year and then realized that I would no more rather be with people in the military than with the gentlemen across the table but I have to say, that being said, you know, Ambassador Holbrooke used to remind me what Premier Clemenceau said about war, which is ""It's too important to leave to military men."" If they're feeling bad about that, they just need to Google what General Jack Rippersaid in response, which is even a better quote. So, thank you."
3,Admiral Dennis Blair,"Well, you can be over prepared for the task at hand."
4,Admiral Dennis Blair,"One of the wise warriors of my generation in the armed forces, retired Air Force General Norty Schwartz."
5,General Norton Schwartz,"I have. And interestingly enough, it's harder than it looks. It's not a cartoon. The interesting thing, ladies and gentlemen, is that you don't have the sensations of flight that you actually have in an aircraft. And it makes a big difference."
6,General Norton Schwartz,"Is it -- well, it is a different piloting experience for sure."
7,John Kael Weston,"Thank you. And I want to say, it's great to be back in New York City. I was a resident here for four years, and I think it's one of the two most scrappy and resilient places in America. I won't say what the other one is, but you can probably guess. I also have to say that although our topic tonight is drones, I think in the back of our mind, we know that our nation is having a very important debate about Syria. And I justwant to say I'm grateful that we the people are leading our government on that issue, and at least we're pausing for a while, perhaps, before a decision is made. The issue at hand is the motion that Ahmed and I are going to spend seven minutes each -- as well as the rest of the evening, of course -- we believe strongly that the program is fatally flawed. Ahmed will cover some of the issues that I won't. We've divided the labor as follows: he's going to look at lot of the legality questions. He'll look at -- from his perspective in Pakistan and all the great books he's written -- how much recruiting has actually increased. And contrary to, I think, some of the conventional wisdom, how effective and how targeted some of these drone strikes are. My points are going to be based on having lived in interesting places like Fallujah, Khost, Helmand . I view my role tonight as being the ambassador for the people that don't get a voice on this debate, which are really the Afghans and the Pakistanis -- most of the people I sat across a table from and heard the stories after the drones launched the hellfire missiles. So, if I do that well enough, hopefully you'll get some of their voices, which is what motivated me mostly in this debate, is to not speak as a former State Department official, but to actually speak for the people. So, it's not a headquarters perspective. It's not a State Department official perspective. It's their perspective. One thing left out of my bio was that my mother is a fifth-grade schoolteacher, so if you'll bear with me, I'm going to ask you to do a couple things she taught me. I've got about 30 seconds to ask you for this, so, the first is show and tell, and the second is a pop quiz. I'm going to start with the show and tell because -- I think it reinforces, again, what's lost in the drone debate too often. This is a pakol, which is a wool cap that basically, the more rural parts of Afghanistan, you'll see the tribal people wearing. Again, I'm trying to give voice to these guys, some of my friends."
8,John Kael Weston,"It's a wool cap that kind of looks like -- I don't know how I'd explain it, but it's a pretty cool cap that's round and rolled up at the bottom. The --"
9,John Kael Weston,"Worn by Afghans in the tribal regions. This sparkly cap is called a kandahari, which is what I consider the next generation of leaders that you'll see wearing a lot. And again, if we're listening to them, what they tell us is basically that the drone program is undercutting them and undercutting their future. And then finally -- and I'll be quick -- I think I'm speaking on behalf of the front-line troops, because contrary, again, to conventional wisdom, this Kevlar helmet -- which is a Marine helmet -- I think represents those of us who dodge more IEDs and dodge more bombs when these drone strikes actually don't hit their target. Okay. The quiz. If you could pull out a piece of paper, my mom will be proud. Or if you can take some mental notes -- I'm going to ask you two questions, and I think they're important questions, and they're relevant. The first is, after 12 years of constant warfare, which really started in the scarred city of New York with Lower Manhattan, what words or adjectives do you think Afghans or Iraqis or Yemenis associate with the United States of America? Nouns, adjectives, whatever comes to mind. And then secondly, what words would you associate with our nation, the United States of America, after 12 years of basically constant warfare? Second question is, why is May 1, 2010, relevant to this debate? Don't Google it. Don't use your iPhones. But if you happen to -- if that rings a bell with you, we'll come back to it. The two case studies I'm now going to focus on in about the -- half of the time I've got left are one from Iraq, Fallujah, and a couple basically from Afghanistan. In 2004, drones were not armed. They were eyes in the sky. When drones became a fatally flawed program is really the X that I'm trying to hit here. The Fallujans would look up, they'd hear a flying lawnmower. The women would hang their clothes and get awkward and uncomfortable. The city leaders would come into our meetings and be irritated, but they weren't yet strategically against us. And, of course, this is the site of the largest battle of the Iraq war. When did they become fatally flawed, and who did they become fatal to? I will argue, and Ahmed will argue as well they became fatal to civilians, more than a few. And they became fatal, I believe, to all of us. In Afghanistan, in early 2009, marine general Larry Nicholson and I were in a place called Tagaz, which is basically the southern reaches of our area of operation. We met a bunch of Marines who were alone and unafraid at the edge of the American military empire, overstretched. We all know the story. The next day, in the same location, a suicide bomber blew himself up, killed two marines and killed a corpsman. If anyone wanted revenge, I did. If anyone wanted revenge, General Larry Nicholson did. If anyone wanted revenge, the United States Marine Corps did. Within a few days, we identified some suspicious looking guys who were near the area from above. Two drone strikes landed a couple hellfire missiles. One of the men was killed right away. The other one was split in two. And we all watched as he tried to drag himself into the hole from the first strike. He couldn't hide. He bled out. He died. Was it a good guy? Absolutely not. But was he found out to be directly tied to the attack? No. That happens more than we'd like to admit. The next example is based on a New York Times article that just came out on Sunday. You may have read it, but I wanted to be as topical and as recent as I could. Reportedly 14 Afghans were killed. So I asked a friend of mine, who lives in Kunar, what he was hearing. And he quoted a villager who said this: ""May Allah give me power for one day to use a single drone on the American people so that the American politicians understand how much it pains when a missile comes from the sky and kills your relatives in front of your eyes, and you can't revenge them any more."" I've got another quote, but I don't have time to get there. In closing, I found a very convincing op-ed by a very senior former member of our government, highly experienced, wrote it brilliantly, brilliant perspective. And it was titled, ""Drones alone are not the answer.” And it was a New York Times op-ed that came out on August 14th, 2011. He said, ""the important question today is whether continued unilateral drone attacks will substantially reduce al-Qaeda's capabilities. They will not.” And I am pleased that he is on stage with us. It's Admiral Blair. And I look forward to hearing more comments based on the argument he made in the New York Times. So I'm out of time, but thank you."
10,General Norton Schwartz,"Good evening, ladies and gentlemen and our fellow debaters. On behalf of Admiral Blair, it's a privilege to be here to address with you a very, very important topic. And, Kael, I would argue that I'm representing the troops in the field tonight. And we can talk about the relative advantages. But I think it's important also to address the issue Kael mentioned of the strike on Sunday. It's important to know that that strike killed the individual who publicly admitted to kidnapping Sergeant Bowe Bergdahl of the United States Army who was still the only American service person who is incarcerated in Afghanistan today. Now, it may be that others were also injured and/or killed in this event. But I would argue that Afghanistan is a declared combat zone, ladies and gentlemen. And under the rules of armed conflict, that this individual was a legitimate target and clearly a combatant. And he will kidnap no more American servicemen. But let me go back to a bit more balanced discussion. What I want to do tonight -- and I submit, ladies and gentlemen, that the employment of U.S. strike-capable systems is a viable and a rational response to a vexing battlefield problem, one that must be calibrated, used with care, synced withpolicy. But nonetheless, one that allows us to pursue our objectives in a fashion that minimizes loss of life for friendly forces and maximizes the opportunity to avoid needless casualties of friendlies; in other words, collateral damage. Simply remotely piloted aircraft, or drones, permit more considered and more accurate and, as a result, more proportionate application of lethal force than any other comparable weapon system. Because they can spend longer time over the target than equivalent manned aircraft, they give their operators the time to maximize the certainty but not necessarily achieve absolute certainty that they are engaging the right enemy combatants and that they have the time and the means to confirm the presence of noncombatants in the presence of the intended target. Thoughtful observers like our partners tonight have mentioned a number of criticisms. Let me talk quickly about a couple of them. One is that the absence of physical risk to the operator encourages our political leadership to use remote systems more often than they would if they had to put American troops in harm's way. I would counter by asking whether those who use this argument would prefer for the American military to absorb casualties just for the purpose of making war less numbing to the political leadership. In addition -- that's a tactical level -- is the ability of remote systems to maintain surveillance of target areas with remote operators carefully and deliberately evaluating potential targets against the criteria that allows them to shoot, that makes this system so discriminating and effective. Soldiers and airmen under fire on the ground I think you would agree, Kael, are far more likely to shoot back at the sources of fire aimed against them, with greater danger to noncombatants than are remote operators whose safety and lives are not at immediate risk. There's also a concern that nonstate or state actors will use these technologies against us in a more crude and indiscriminate fashion than do we. And well, they might. But the reality is is that this technology is proliferating, and not because we chose to use it. It is a fact of technology advancing. And our lead was and remains significant. So, let me go to a quick summary of some data. This goes back to 2011 in Afghanistan during the surge period. There are about 150,000 Air Force flights in Afghanistan in 2011. Sadly, about 3,000 of those flights were medical evacuation sorties of our wounded, and our dead. Compare that total to 25,000 close air support sorties and support of ground forces, your Marines, of which 1,400 had at least one weapon release. So what this means is, is out of 25,000 sorties, 1,400 actually released a weapon. There were many sorties that flew with no weapon release at all. That's what a professional Air Force does. Ready, finger on the trigger, but extremely careful and deliberate about applying lethal force in practice and in principle. 333 of those 400 weapon releases were by remote systems. Now, I ask you, were those releases -- the three quarters of the releases -- from manned aircraft somehow more practical, less immoral, less unfair than those 25 percent that were released by unmanned aircraft? I think not."
