,Speaker,Script
0,Mark Zandi,"Well, I must be right then."
1,Mark Zandi,"Thank you. Thank you, John, thank you Intelligence Squared for the opportunity to be here. And it is certainly an honor to be here with such a thoughtful group of individuals. It's an honor to be here. I'm going to make four points in my opening remarks. Point number one is that I think there are a number of different reasons for why the Obama jobs plan should be passed. I'm not going to go through all of them. Cece's going to go through some of her reasoning. But for me the key thing is we need to avoid going back into a recession. And the jobs plan is instrumental in ensuring that we don't. The economy is obviously struggling. This is very obvious by looking at the job market. If you take a look at the jobs data over the last few months, we've been getting job growth that's close to 75,000 per month on average. Just for context, we need almost double that to maintain a stable rate of unemployment. And unemployment is already 9.1 percent and thus threatens to higher. This is a rather dramatic reversal of fortunefrom where we were at the start of the year. I mean, it's hard to remember back, but just think about January, February, March, April. We were creating a couple hundred thousand jobs per month. And I was quite optimistic about the economy's prospects. But we got nailed by a number of what I call unfortunate events. In fact, John, I say they're unpredictable, largely because I didn't predict them. Higher energy prices due in part to the Arab Spring and the Libyan conflict, and even with the declining energy prices more recently, we're going to spend about a hundred, 125 billion more on gasoline this year than last. And by the way, that's roughly equal to the payroll tax holiday that we got this year. So we literally took our tax cut, and we put it into our gas tank. It didn't provide the juice that we were hoping for, but I think it forced all the recession, very helpful. The Japanese quake, very hard on manufacturing, which has been a key source of growth. But I think the key thing that did us in this year was a series of what I consider very egregious policy errors. Most obvious being the spectacle over the debt ceiling debate. I think that just completely eviscerated confidence, undermined sentiment. It's not that people are pulling back yet. It's not that businesses are increasing their layoffs. But they certainly have stopped hiring, and that's why we're in the predicament that we're in. I do think that if policy makers do nothing, just sit on their hands and do nothing, the odds of recession are very serious. In fact, I think they're better than even. Because in current policy, under current law, there is significant fiscal restraint, meaning that given some of the tax cuts that expire, given some of the spending increases that fade away, a federal fiscal policy will cut 1.7 percentage points from GDP growth. GDP is the value of all the things that we produce. They'll cut 1.7 percentage points from GDP growth next year, and if you throw in the cuts at state and local government, it's almost a couple percentage points. The good economy, a solid economy that's growing strongly would have trouble digesting that kind of restraint. A weak economy, the economy that we're in today, I think would be pushed into recession. So we've got to make some policy changes to ensure that, that fiscal drag is less significant than it is currently. Point number two, I think the fiscal stimulus that has been implemented to date has been effective. I think it succeeded. The purpose of physical stimulus is not to provide a source of long term economic growth. It's about ending the recession. In fact, the Recovery Act -- this is the stimulus that most people are focused on, the $850 billion package that was implemented at the start of the Obama administration, succeeded in ending the great recession just-- a few days. The Recovery Act was passed in mid-late February '09. And by the way, in February '09 we lost 750,000 jobs. The economy was in freefall. By June the economy was growing again, GDP, again, the value of all the things that we produce was increasing, the recession was over by February 2010, one year later. We were creating jobs. And over the past year and a half since February 2010, we've created well over two million jobs. It's not good enough but in the -- I think the counterfactual is here -- here is a much more serious recession. In my view, we would've suffered a depression. The stimulus efforts were very successful in ending the great recession, jump starting an economic recovery. Third point -- did I tell you how many points I was going to make? Audience: Four."
2,Mark Zandi,"Four. The third point -- just testing, making sure you're paying attention -- -- third point is that the Obama plan is pretty well structured, 450 billion over two years, 250 billion of which approximately are temporary tax cuts, another 200 billion in temporary spending increases. You know, not all of the pieces of the package are made equal. In my view, the most important element of the plan is the extension of the payroll tax holiday for workers. If we do not extend that, taxes for everyone will rise on January 1, 2012, and again, given this economy, that would be a very significant problem. There are elements of the plan that are really quite creative, some of which Cece has worked on with respect to providing incentives for employers to go out and hire people. There are reforms to the unemployment insurance system that I think has wide bipartisan support, and there's some really creative elements with respect to infrastructure spending and infrastructure banks to try to get private capital married with public money to go out and invest in our much depleted infrastructure, and the most important thing you should know, it is all paid for. This is not a deficit of finance. It will be paid for by -- at this point, the discussion is to have a tax surcharge on people who make a million dollars a year. Now, that's a negative. I don't like raising taxes on anybody, but I think that's a modest negative in the context of, again, not going backinto recession. And finally, point number four, this is very important, the jobs bill is only one part of what policymakers need to do to get this economy on the right track. We also need long term economic policy, but we have -- Congress and the administrative have to follow through on the debt ceiling deal, and we need tax reform. So we need to reduce the tax expenditures in the tax code, make it fairer, less complex, and put our businesses on solid ground. So this is only the start of what we need to do. It's not the end. I want to thank you very much for your kind attention. We just can't go back into recession. Obama's job plan will ensure that we don't. Thank you."
3,Daniel Mitchell,Thank you.
4,Daniel Mitchell,"Yes, but I've reformed."
5,Daniel Mitchell,"Thank you very much. It’s a real honor to be here, especially with such a distinguished group of co-panelists. As a matter of fact, I think what am I doing here? I’m sort of like the SAT answer, one of these things is not like the other. But hopefully, since I am representing the Cato Institute, I want to give people a very good impression about what libertarian philosophy of left government and individual freedom is all about. And the way Richard and I are going to divide up our responsibility, I’m going to look at sort of the macro issues of stimulus and Keynesianism and Obama’s Jobs Act. And he’s going to look at some of the nitty gritty details. That of course enables me to do the easy part and him to do the hard part. And I want to divide my part up, the macro part looking first at the theory and then at the evidence. Now Keynesians say that whenever the economy’s weak, the government should borrow money, spend the money, or give tax rebates or tax relief in some form or fashion. The goal of both the spending and the tax relief is to put money in people’s pockets so people will go out and spend the money and sort of jump start the economy. And that sounds very plausible. It makes sense. We’re all going to have money in our pockets. We’re going to go out and spend money. That has to do something good for the economy. There’s only one little problem with the theory. Where does the government get the money? Government can print money. Government can borrow money. Government can tax money. But there’s no way the government can put money into the economy without first in some form or fashion taking money out of the economy. And what is it that we’re trying to do? What is a recession? A recession means that our GDP, which used to be this much, is now this much. This by the way is a West Virginia PowerPoint slide here. What is it that we want to do? What is economic growth? Economic growth means we’re going to take this GDP and we want it to be higher. But what is Keynesianism? What is stimulus at least as it’s defined inside Washington? Stimulus inside Washington is well let’s money from the economy’s right pocket and put it in the economy’s left pocket. But are we doing anything to increase this blob called GDP? No, we’re not. My contention is that what Keynesianism does is it redistributes national income, usually in ways that politicians find attractive because they can try to become Santa Claus and buy votes, but our goal should be not to redistribute national income; we want to increase national income. We want a bigger pie so everyone can get a bigger slice, that’s what economic growth is all about. Let me give you an example that I think makes this clear.This is actually a quiz. It’s not like the thing where you get to vote twice. By the way, if you let them vote five times, you could rename this Chicago. Here’s a little quiz that will determine whether or not you’re qualified to be a member of Congress. Let’s divide this room in half. Let’s borrow all the money out of the pockets of the people on this side of the room and give it to the people on this side of the room. Now here’s the quiz. Raise your hand if you think there’s more money in the room. I’m sorry, none of you are allowed to be in Washington because you have failed your elementary test on Keynesian economics. And if you look at what’s happened. If you look at the evidence for Keynesian economics, for stimulus, whatever you want to call it, what do we find? I don’t think we find very good results. You can go back to the 1930s, Hoover and Roosevelt were both Keynesians. Hoover increased government spending by 47 percent in just four years, that was a period of deflation so it was actually more than 50 percent in real terms. The economy didn’t do any better. Roosevelt in eight years, from 32 to 40, increased government spending by more than 100 percent. Unemployment stayed high, the economy stayed in recession. Now, let me give a little bit of humility, first, on behalf of all economists. If you ask five economists a question, you’ll get nine answers . We have correctly predicted 14 of the last three recessions. We’re not very good at these things. And especially when you’re looking at something like the overall macro economy. There’s trade policy, there’s regulatory policy, there’s labor policy, monetary policy. There are all of these different things going on in the economy, not to mention some of the exogenous factors that Mark talked about. Earthquakes, hurricanes, tsunamis, oil price shocks, you name it. And now we’re expecting to look at one little slice of all of these different policy levers, fiscal policy, and we’re supposed to make sweeping judgments about what exactly it means. Of course at best all we’re really doing is guessing. But if you look at those periods in time when you did have politicians like Hoover and Roosevelt increasing government spending, it doesn’t seem to have worked. But it’s not just the 1930s. Gerald Ford had a Keynesian tax rebate package in the 1970s. It didn't work. Japan has had, by some accounts, 16 different stimulus packages since their economy entered the doldrums in the 1990s. Those haven't worked. Bush had a Keynesian stimulus package in 2008. It didn't work. And then, of course, Obama more recently has done the same thing. And time after time after time we don't seem to be getting very good results. Now, I'm not up here to make partisan points at all. What I think of policies that have not worked very well, you'll notice that I've listed Republican administrations and Democratic administrations. But if you ask me what should happened, if you ask me for the success story, I look at things such as the Clinton years and the Reagan years. And this should make Cecilia happy because she worked for the Clinton administration before working for the Obama administration. She did a good job her first time around. Her second time, maybe not so much. But if you look at what happened during the Reagan years and the Clinton years, and you look at these broad measures of economic freedom such as the Frazier Institute, economic freedom of the world index or my old employers at the Heritage Foundation, their economic freedom of the world index, or the world economic forum's global competitiveness report, you will see that during the Reagan years, during the Clinton years, you had more economic liberalization, more freedom, a reduced burden of government spending. And that's why I think we got better economic results during those periods. Now, I'm running out of time, so let me go ahead and say something about what should happen, because obviously I'm up here trying to convince you to vote against the motion. In some sense, politicians should follow the Hippocratic Oath. First, do no harm. And I do worry that when politicians, especially driven by that short-term time horizon of trying to get reelected and wanting to send out press releases, oh, we're doing something. They want to show that, oh, we care. You know, what was that, the first President Bush went up to New Hampshire in '92, message, ""I care."" I mean, boy, talk about an empty, vacuous statement to make. But that's how most politicians think. They really are driven by this desire to try to demonstrate to voters that they really are concerned about your best interests, when in reality, in many cases, at least part of their decision making is driven by their desire to get more votes. So I don't want --"
6,Daniel Mitchell,Thank you very much. Thank you.
7,Cecelia Rouse,"Actually, there is a fourth PhD, my sister who is also a professor at Princeton, actually. But she's in anthropology. So Dan Hamermesh who is a professor of economics at Texas, says, let me think. Your father was a theoretical physicist. Your brother's an experimental physicist. You're an economist, and your sister's an anthropologist. You're getting weaker as you go."
8,Cecelia Rouse,"Thank you. It really is a pleasure to be here tonight. And, you know, Dan really said it right when you said you have five economists, you really only get nine opinions. I think you get many more. I was in the Clinton administration. Those were good years in the '90s. I think many people might interpret those times, though as that the Federal Reserve, because we were having a lot of economic growth, and the Federal Reserve was not anywhere near having interest rates which were so near to zero, that monetary policy -- the Federal Reserve was actually responsible for a lot of that growth. In contrast, what we have today is, specifically, a Fed that cannot do as much as it normally can in normal times. Interest rates are near zero. It's near zero, lower bound. You can't have negative interest rates, and therefore it's an opportune time to have more fiscal policy. But my debate partner talked about some of these bigger pictures. I'm a labor economist. I got into economics because I was worried about the unemployed, and I still am. There are 14 million workers in the United States who are unemployed. Half of them have been unemployed for more than six months. There are another two and a half million who are discouraged, meaning that they've even given up looking. And there's about nine million who are working part time, but who would actually like to work full time. So they're working part time for economic reasons. We've had 19 straight months of private sector employment growth. But we've also had many months where the public sector has had negative employment growth. And as a result, we have a recovery, but it's a recovery with a small R. It's just fledgling. And as Mark pointed out I'm also very concerned that this recovery is just not far enough along. Now, there're huge challenges that this entire downturn is going to pose for us going forward. When workers become displaced, they do not earn -- they have, going forward, for 15, 20 years, they're going to earn much less, by some estimates, 10 to 15, 20 percent less than they were earning before their displacement. It has impact on their children. Their children get lower levels of schooling going forward. It is going to affect the earnings of their children. And look at all of the young people today who are finishing their schooling and can't get a job, meaning they're not even getting started into the labor force. So we know that these have the potential to really hold back economic growth going forward. So yes, I support the Obama plan. I support any plan where it's going to provide some sort of short-term insurance against another double-dip recession or having more downturn. Now look, last year, I was at the Council of Economic Advisors. And things were looking a lot better. And as a result, if you listened to the president's State of the Union, what he proposed in his budget were investments that were not towards stimulus, but were really towards the foundations of growth, in infrastructure and education, in innovation. And I believe that they are very important. And we all believe that. But we don't have the economy today that we had just six, nine months ago. And therefore, I think the time is right for Congress to act. Now, let's first talk about the pillars of what -- the major components of this plan and what it would do. So first of all, about 40 percent of it is putting money in the hands of individuals. Okay. Some people may say, well, look, that's putting money in their pockets. They're not doing much. But let's talk about it. So the tax cut was providing about $1,500 a year in tax cuts for those who are earned about $50,000 a year, which is about what the median family earns, I should say. It was about $2,500 for those earning $80,000 or more. It continues the federally funded unemployment insurance benefits. Now, let's talk about that. Six million workers will lose those unemployment insurance benefits. They lost their job through no fault of their own. These benefits are not helping them live high on the hog. It's only replacing about half of their wages, which means they're getting a check of about $320 a week. And we know that that's about a third of the family income. It helps them to pay their mortgage or pay their rent, helps them put food on the table. It helps them to support their local businesses, et cetera. And that's the way in which it helps to support the economy. The Congressional Budget Office has said that these sorts of benefits are one of the fastest and most effective ways in which to help our economy in the short term. Important we can talk more about this. I know many believe that this is not the time to continue -- to continue these sorts of benefits. And I would argue this is exactly the time to do so. It also -- let's face it, the private sector is the most important source of job growth in this country. They provide 80 percent of the jobs. So another part of this is -- this is not about trying to create a gigantic public sector jobs program. It's about trying to stand up the private sector. So another 20 percent or so are ways to try to cut the cost for businesses to do their business. So I teach microeconomics. Firms do business by having labor and capital. I hope that's as geeky as I get tonight. And there are ways to cut their investments for next year and as well as lowering costs of hiring workers. Again, it extends the payroll tax cut not just to the employee but to the employer now. And it also provides an extra incentive for firms to bring on more workers. And lastly, as I mentioned before -- all of those should help in the next year. But we know we're going to be in this for a little while. It takes a while to recover from downturns that are caused by crises in the financial sector. And so 20 percent of it is also directed towards infrastructure, which again we think is actually one of the pillars of economic growth. Now, as Mark mentioned, there are some innovations in the way some of this money would be spent. In terms of the unemployment insurance benefit, there are some encouraging states to provide more employment, reemployment assistance to workers. There is encouraging states to stand up programs where firms don't have to choose between laying off workers and keeping some-- they can share the pain, if you will, for a temporary downturn, through work sharing. It encourages entrepreneurship by encouraging states, some of which already have them, including my own state of New Jersey -- help making it easier for aspiring entrepreneurs who are unemployed to be able to start their business while they're receiving these unemployment insurance benefits which theycurrently are not technically allowed to do. And it also starts an infrastructure bank which is a creative way of trying to bring private money into trying to foster some of these public projects for which normally the private sector doesn't receive enough of a return in order to do. So I think that it's a balanced package, and I think it hits a lot of the right parts. As Mark mentioned, it's paid for. We can talk more about the way it's paid for. You know, the current idea on the table is Senator Reid proposing a 5.6 percent tax on those whose adjusted gross income is more than a million dollars, that's about .03 percent of American taxpayers. So, in closing, yes, I support a program that will provide support to this economy today because I am very worried about how families are getting by. We have 46 million families living in poverty. I'm worried that our recovery is fragile. This doesn't mean that we don't need longer term strategies to have more robust growth going forward, but I just don't happen to believe that these aren't mutually exclusive. Maybe hope springs eternal, but I think that Congress can walk and chew gum at the same time, thank you."
9,Richard Epstein,"Yes, he was --"
