,Speaker,Script
0,David Brooks,It hurts more when it comes from intelligent people. So that would be the right.
1,David Brooks,"That's my last one I'm giving you, Laura."
2,David Brooks,The lovely and glamorous Mickey Edwards.
3,Mickey Edwards,Are you kidding? I wouldn't get 5 percent of the vote.
4,Laura Ingraham,"Well, ""shut down the party,"" as in, let's say a college basketball coach has a perpetually losing record. You don't then give the coach a raise. You get rid of the coach. So all of the people running the Republican Party, Reince Priebus, nice person. Why are they still employed? And all the people in leadership should be gone, and we should have a new crop of people running it."
5,Laura Ingraham,Thank you.
6,Laura Ingraham,The ever-cutting-edge Ralph Reed.
7,Ralph Reed,They apparently didn't know that that seat was taken.
8,David Brooks,"Now, I did this once before, and the competitive juices got going, and I turned into an insufferable jerk attacking the other side. So before I do that, I want to just express my love and admiration for my opponents. We came into this business together, Laura, the slowly aging portrait of Ralph that he keeps in his attic, and I -- And just complete admiration for them, the fact that they -- the Democrats have hired them to burrow within the Republican Party and to destroy it from within, I do not hold against you."
9,David Brooks,"Now, I admit I was on the left at one point. In the '60s, my parents took me to a ""be in"" where hippies would go just to be. And to demonstrate their liberation from money and material things, they threw their wallets into a garbage can. I was five. I saw a five dollar bill on fire in the garbage can. I ran into the fire, grabbed the money and ranaway. And that was my first step over to the right in my life. Kept going. But we had one other influence in my family, which was my grandfather and his father, immigrants, lower east side, a Jewish kid trying to make it in the city. We had the attitude, the think Yiddish act British attitude, ""We'll fit in."" We had the dream of making it in the city which meant making it in this neighborhood where we're standing, in the upper west side, the Upper East Side. And that was the -- how the Republican Party was started. It was started by Abraham Lincoln, a poor boy in Illinois who wanted to make it. And he did it when he was in the state legislature, using government to give poor boys and girls the power to make it and achieve social mobility. He created it by creating a state bank to invest, building canals and railroads. He got to the presidency, created railroad legislation, Homestead Act, Land-Grant College Act, even introduced the income tax. It was using government to give poor boys and girls a chance to succeed. And that was still around when I got there, when I got to Washington. Ronald Reagan, a much more pragmatic and flexible person than is now portrayed by many people on the right, it was about using government in limited but energetic ways to give poor people a chance to succeed. Reagan did it. Is the Republican Party doing it now? I think they have not because they've been so hostile to government. Ronald Reagan was more pragmatic than the current Republican Party. It's also no longer 1980. Now if you want to rise and succeed, it's not enough just to work hard and row a boat across the Ohio River like Lincoln. Think of a poor girl who wants to be like Lincoln today. She can't just work hard ferrying people across that river. She grows up probably without a father. She grows up in a chaotic community with low social trust, high economic pressure, few community bonds. To succeed, she's probably going to need some language instruction. She's probably going to need some early -- some protection from early childhood distresses that'll destroy her self-control. She's going to need institutions that'll help her build relationships so she can use people as tools for learning throughout life. She's probably going to have to spend 21 years in education to qualify for a middle class job. And so what does the Republican Party today have to say to her? Almost nothing. This party is encased in a simplistic and archaic metric, government versus the market. Government bad, the market good. If you're an energy executive or chemical executive, maybe the government is your central pain. If you're that little girl, the government is not your big problem. If you're that little girl, the government, through Pell grants is sometimes the solution at helping you work hard and becoming a better capitalist. Does the Republican Party offeranything? No, which is why Asian Americans, for example, voted against the Republican Party three times to one. The Republican Party has become so hostile to government that they find it very hard to have anything positive to offer. So hostile to government they can't really stand for social mobility, the cause they started with. And so this is a party that has lost the essence of having a positive agenda even in the cause that was its founding principle. And the country knows that. Republicans have lost five out of the last six popular votes in the elections. They've lost the Senate. They should have won. They held onto the House by force of redistricting. The Republican party has a 33 percent overall approval rating when the Democrats have 47 percent. You take every rising group in America. The Republican Party is losing that group. Latinos, by 4 to 1. Asian Americans, by 3 to 1. African Americans, by 9 to 1. People in single households by 2 to 1. They're getting slaughtered among young people. If this electorate, and the electorate of the 20th century, was made up of 85-year-old men -- white men, the party would be doing awesome. This party is not that party. This party sometimes looks like the receding roar of a white America that's never coming back and has to move to recapture that. It has -- and what is the people's top criticism of the Republican Party? Recent Gallup poll this week, the top criticism is they do not compromise. So this is a party going down the drain. It's a party that's unwilling to compromise on budgets, unwilling to compromise on guns, apparently unwilling to compromise on immigration. Bob Bennett of Utah, a very conservative guy, thrown out of the Senate for working with a Democrat. I had lunch with the fourth most conservative member of the Senate -- terrified of getting primaried from the right. Unwilling to have any flexibility. Becoming an uncompromising party. To me, this is a party that has to tackle two big issues. The first issue is the welfare state, which is making us unsustainable. The second issue is that little girl and the social immobility, the social segmentation that Charles Murray writes about. And my advice to the"
10,Ralph Reed,"Thank you very much. It's great to be here on the Upper West Side of Manhattan, or as I like to refer to it, my mission field. I feel a little bit more at home since I got to walk past Lincoln Center. Makes me feel a little more at home to know that a Republican president has something named after him in this part of town. And you know, it's good to be here with Mickey Edwards and David Brooks, who was often referred to in Republican ranks as “Obama's favorite conservative.” And I'm looking forward to a very lively and spirited debate. You know, I think for those of us who grew up in this party -- and I knocked on doors and walked precincts in my first campaign for a Republican candidate, 35 years ago -- we've seen this movie before. Virtually everything that David just said from that podium would have been said in 1949 after Dewey lost. It would have been said in 1965 after Barry Goldwater lost. It was said in 1977 after Ford lost. It's been said every time the Republicans lose a major election. And I would just say, paraphrasing Mark Twain, “When it comes to the Republican Party, the premature reports of its death are greatly exaggerated.” And in fact, I would argue that in spite of a personal defeat for the party's presidential nominee, that in fact, if you look across the board, in spite of the polls that David cited, the Republican Party is institutionally and demographically stronger than it's been in decades. And if you don't believe me, I'll walk you through the statistics. First of all, look where the Republican Party was after Hoover and the Depression: 36 in the Senate, 117 in the House. Look where they were after Nixon and Watergate, after those devastating defeats following scandal and humiliation and national failure. And the party's brand then was even lower than it is now. 36 in the Senate, 144 in the House. Even after George H.W. Bush, after his defeat by Bill Clinton, the worst defeat, by the way, for an incumbent president since Hoover in 1932. The Republicans at that point stood at 44 in the Senate and only 166 in the House. You compare that to today where they have 30 governors compared to the Democrats' 20, and there's no question that the Republican governors, whether it's Nikki Haley in South Carolina. or Scott Walker in Wisconsin, or Bobby Jindal in Louisiana, or Chris Christie in New Jersey are among the most popular reformist conservative forward looking governors in the country, reforming education, reforming public sector unions, balancing budgets without raising taxes. The same policies that we're being told are repudiated and dead, and can't be sold anymore, are more popular than ever at the state level. And the truth of the matter is that that's not just at the gubernatorial level. The Republicans elected over 700 state legislators in 2010. They controlled both Houses of 24 legislatures to only 13 for the Democrats. So I tell you what the Democrats are going to find out. They're going to find out that second terms of two-term presidents aren't a lot of fun. For Eisenhower, it was the recession, Sputnik, and a heart attack. For Nixon, it was Watergate and Vietnam. For Clinton, it was impeachment. For Reagan, it was the loss of the Senate, and ideological control of the House in '86, and Iran Contra. And, of course, George W. Bush, Katrina, and Iraq. Second terms aren't a lot of fun, and there's only been one president in the post-World War II period who won House seats in his second off year election as a two-term president, and that was Bill Clinton in 1998. So just keep that in mind when you listen to all these premature obituaries. I'll quote you one from 1993. This was by the then outgoing RNC chairman, and he said, ""We should not cling to zealotry masquerading as principle and stale ideas of a dead and dying past."" Sixteen months later, the Republicans gained control of the House and Senate for the first time in 40 years. My second point would be we've tried this before. This formula's been applied. If you don't believe me, go to California, a state that once produced Nixon, Reagan, , and other great conservatives. They moved to the mushy middle. They nominated candidates for statewide office that were pro-choice, pro-gay rights, and fiscally moderate. And today it is fair to say that the Republican Party stands on the verge of extinction, having followed these same policies that are being recommended now. Only 25 out of 80 in the California assembly are Republicans, only 11 of 40 in the state Senate,following this same playbook that's now being recommended nationally. And the other thing I would remind you is this is not going to be a freebie. If the Republican Party walks away from core conservative convictions -- remember that 27 percent of the electorate is self-identified evangelical Christian, 10 percent are frequently mass-attending, pro-life, pro-family Catholics. They voted 75 to 25 percent for Mitt Romney. That constituency is larger than the African-American vote, the Hispanic vote, and the Union vote combined. And if this party retreats from those core conservative principles, those folks will stay home or support a third party, and then the Republican Party will become the Whig Party. One last thing because I'm running out of time. I'm an old high school and collegiate debater. Defining terms really matters, and we're in a debate. And remember what this resolution says. It says the Republican Party must seize the center, that is to say become a party that splits the difference between where it is now and where the Democrats are, basically become a Democrat light, or it will die. It doesn't say, ""lose elections.” It doesn't say, ""under perform among minorities."" It says, ""it will die."" Now, based on what I have just told you about the state of the Republican Party today, there is no way, intellectually, to agree with that resolution. Thank you very much."
11,Mickey Edwards,"John, thank you."
12,Mickey Edwards,"Well, it's a great privilege to be able to be here at Intelligence Squared. Thank you very much for doing this. It's great to be here with my friend, David Brooks, and also to be here with my friends Laura Ingraham and Ralph Reed who have devoted so much of their lives to fighting for principles they believe in. And I admire them both. I hope they lose badly, but I admire them both. I think the question here tonight is -- to put it even more bluntly: do the positions that they are speaking in behalf of serve this country well? And if they do not, if they do not stand for where America is and where America is going, what claim can they make for support from the American people who find a party that is increasingly at odds with the new, more tolerant, more diverse population that is going to elect America's political leaders for years to come? The fact is, Ralph, this is not the country of 1964 that the party recovered from. It's going to be much harder to recover in a society that looks like the one we have become. Let me be clear. I do not think the problem is that the Republican Party is conservative. The problem is that what it advocates -- what they advocate very sincerely is not at all consistent with what American conservatives have traditionally stood for, certainly not in the days of Ronald Reagan, who almost definitely could not win a Republican primary today. It's not consistent with the days when the Republican Party stood for things like prudence and responsibility and they did not attempt to dictate to the people how they were supposed to live and what their values were supposed to be. I spent a good many years championing the Republican Party and conservatism. Among the other things, besides chairing the American Conservative Union and the Conservative Political Action Conference, I chaired Ronald Reagan's 1980 policy task forces for his election. And I have watched this country change, and I have watched the Republican Party also change in the opposite direction. Americans still agree with conservative principles. They defend the right of citizens to own guns. But they don't applaud a party that supports people being able to carry loaded guns across state lines and into restaurants and schools and churches. The people support conservatism, but they don't support a political party that can't refrain from carrying every sound and defensible principle to its unacceptable extremes. You know, Ralph quoted people like Bobby Jindal, who has been giving speeches saying that what you're advocating will destroy the RepublicanParty. The people will support a political party that wants a smaller deficit and lower taxes and small government, but they're not going to support a party that draws the line, and when they're offered a chance to have lower taxes and smaller government, they say, “No, we're unwilling to compromise, accept any kind of a tax increase,” who are willing to say that compromise is bad, compromise is evil. You know, I'll tell you, compromise is what makes a nation of 300 million people work. And without compromise, drawing a line in the sand, you can't make it. Real conservatives support free enterprise and small business but not giant corporations with giant tax loopholes. And yet today's Republican Party would fight to the death to protect every single tax advantage of the wealthy, so they leave it to the middle class to pay for the wars and the roads and keeping the drinking water safe. So we have two questions, and one of them goes directly to a point that Ralph made. What does it mean to move to the center? I would not suggest that moving to the center means finding some precise magical spot on the 50-yard line of public opinion, but engaging in a rational politics that is within the range of reasonable and thoughtful discourse, a politics that stands for principle, as Ralph and Laura do, but also stands for the principle that self-government, government of the people, works. And in a nation of 300 million people, that means not just drawing a line in the sand, but fighting for what you believe, make your case, argue for it, get as much as you can and then find the common ground so that we can move together as one people, as one America. That's what the American people don't see. That's what the American people do not see in today's Republican Party. So people are fleeing from the political parties largely because of the dysfunction in Washington that traces back in large part to the kinds of people the Republican Party attracts and nominates for office. Will it doom the Republican Party? You saw Barack Obama with his numbers down and the economy in a mess get reelected. Laura has written that it's Mitt Romney's fault. Why did Mitt Romney do things that alienated the people? It's the only way you can win a Republican primary today, is to say the kinds of things that he did. So the -- and in terms of the other things, the nonpresidential races, we had this great chance in the Republican Party to win control of the Senate. Everybody thought we would win control. Democrats were going to lose control of the Senate. In fact, they gained seats. Why did they gain seats? Because Republicans put up candidates that allowed Democrats to win the Senate seats in Delaware, Nevada, Missouri, Indiana, who -- those were states where people were inclined to think good of Republicans, but they just could not go there. So the other question is what it means to be a political party. And it's not just about catering to whatever part of the population one agrees with, but being a serious contributor to the governance of America. So what's really at stake here are two things: Whether a hardcore, unyielding, uncompromising Republican Party can survive, and second, whether it should. The Republican Party must come back to the conversation, to the deliberation, to the search for common ground, to that broad range that makes up the rational center, or it, my party, will disappear, and it should. Please vote for the proposition."
