,Speaker,Script
0,Andrew Keen,"Well, I certainly expect a better outcome, because our voters are humans rather than machines . So I'm trusting you to do a good job tonight, all of you out there."
1,James Hughes,"Transhumanism is the belief that our descendants will be strange and wonderful, that humanity is a work in progress, that we can use technology to be smarter and happier and live longer and healthier."
2,James Hughes,"My partner is the renaissance woman, Martine Rothblatt."
3,Martine Rothblatt,Thank you.
4,Jaron Lanier,"Hey. I can't possibly be talking about artificial intelligence right now without remembering Marvin Mi nsky who is my dear mentor who just passed away very recently. And Marvin was infinitely sweet to me. And decades ago we would have the same argument, more or less. The spirit was a little different though because back then it seemed a little clearer where the line was between the philosophy and the technology. So Marvin would argue the hard AI position and he was largely the author of a lot of the ideas that I suppose I find myselfarguing against now. Oh, but he loved to argue. And I just remember these arguments with such joy. And I wish that people who have come along since retained that sense of open -mindedness and didn't take it all so seriously. I feel as though the ideas about AI have evolved into something of an o rthodoxy, where they started off as an element of good humor and camaraderie. And I regret seeing that. And I wonder if similar progressions happened with some of our great religious and philosophical traditions. It's been interesting to see it. So, fr om my perspective, as a practitioner, I must add, I -- my friends and I sold the Machine Vision company to Google. I'm in the thick of it. I'm not anti -AI algorithms. I make them, you know ? And I'm fascinated by them. So, from my perspective, there has to be a division made between the work itself -- the engineering and the science on the one hand, and then on the other, the storytelling about it, the narrative that we have about it, the fantasy life of it -- perhaps the religion of it. These are two distinct things. It doesn't mean one is good and one is bad, but they're just different sorts of beasts. So, to say, ""What is the promise of an area of research?"" We fundamentally don't know. It's research. It's basic research. We just ob served gravity waves for the first time. Does that mean we'll suddenly have anti -gravity devices ? Well, you know, maybe someday. We have absolutely no clue what we're going to discover. And in the same sense, we currently don't know what a thought is, in terms of scientific description. We can kind of find collections of neurons that seem to active at certain times. It's provocative. We can replicate certain functions. It's provocative. Do we understand how brains work? No. And yet, the work is fascinating, the work is important. A lot of our existential threats as a species involve great complexity. We wouldn't even know about climate change if it weren't for masses of sensors networked together that would allow us to get a big picture. We would be blind to our perils without it. So, to say that there isn't promise in pursuing science information systems and sensing systems, and algorithms to understand it all, like the -- it would be crazy to argue that. I can't imagine any serio us person taking that position. So, the only form of this proposition that I can possibly argue against is this other realm, th e fantasy life, the culture. And here, I do find myself not enjoying it. And I'd like to just say a few things about where it fails. And this is rather personal, perhaps , but I will share it with you. One issue is, as an engineer, if I say, ""Oh, I'm making this algorithm into something that's intelligent,"" or conscious, or whatever -- or cultured, or whatever it is -- form an engineering point of view, I can't define those terms. So, it makes me nuts. I have no baseline. And this is a really crucial, crucial point. A lot of the systems you call smartsystems are kind of derailed from the empirical process. As an example, I frequently review student work. And some people say, ""Well, here I've made an intelligent system. For instance I saw a machine that makes beverages."" And it had quite fancy software. And it's to choose the beverage for a person. People found it hard to use. And what I'm saying is nobody cares how fancy your algorithm is. The only thing you can measure is how well the machine works, in the end. So, if you don't define a baseline that's measurable, you're off in fantasy land. And this -- t his might seem like a bit of a wonky point to you, but it's absolutely crucial. Engineering without clear concrete grounding in reality goes off the rails and does become dangerous. So, for a more important example, if you have some sort of d rone that goes around killing the wrong people, whether it did so because of an intelligent algorithm that made the wrong decisions, or just because it's malfunctioning -- who cares ? That distinction is not actionable or meaningful. The only thing that m atters is whether people can use machines that we design responsibly, with intention. That is the meaningful question. Everything else is fantasy. And so, adding this whole layer about power transcending and everything, it's -- it just confuses matters. There is an economic angle to it. I love automatic machine translation. I love that you can go online and get something converted to German automatically. My own lab does that. We have real -time Skype translation now. But the only way we do it is by scraping the efforts of millions of translators who don't even know what's happening to them to get the examples. And in order to have the fantasy that this thing is a free -standing creature, we're pretending t hese other people don't exist and we're creating potentially a massive wave of technology -driven unemployment that doesn't need to happen. We shouldn't be shrinking the economy over a fantasy, if we just acknowledge that the people are just contributing in new ways. Their Go games are informing a Go algorithm. Pay those people instead of having to resort to some sort of weird socialist solution. You know, this fantasy of these artificial creatures makes us ignore our own lives, our own contributions. And so, it creates a needless eco nomic peril -- absolutely silly. But then I have to say something else. I understand that for many people, these ideas of AI have become very tender and dear to them. They've become part of the way they think about their lives, and their loved ones, and their future. They think they might become immortal or something. I have absolutely no interest in ridiculing or opposing that. I absolutely believe in religious free dom, and I would never, never, never speak against somebody's beliefs. I respect them. All I askfor is the separation of church and state. Without a separation of church and state, there can be no religious freedom. Never more true than when it comes to AI."
5,Martine Rothblatt,"Thank you. It's my pleasure to speak on -- in f avor of the motion that we should trust the promise of artificial intelligence. And in thinking about this question, I thought the major theme sort of orbited around three key words. And these words came to me when I asked myself, ""Well, what do we mean by the promise of AI?"" As Jaron said so well, there are so many different words thrown around. Define your terms. So, to me, the promise of AI revolves around the three terms: replication, and application, and then fascination. So, with regard to replic ation, the promise of AI is that we will be able to replicate the human mind. And that is a -- you know, a startling statement. It's a -- kind of an awe -inspiring statement, because, I think, for most of us, for all the beauty and credulousne ss that we have about life around us, human minds are just like the most awesome things anybody can imagine. So now we're talking about replicating. The promise of AI is that we can replicate the human mind. But I believe that this promise will be fulfilled because we're not talking about replicating the structure of the human brain with the hundreds and billions of different subtle neural connections, of which, as Jaron says, we have slight knowledge. Instead, we're talking about replicating the functi on of a human mind, much in the way that we're not able to replicate a bird, that we're able to replicate flight. And certainly, the flight that we have with an airplane or helicopter is not the same as the flight of a hummingbird, but it's flight nonethe less. And the promise of artificial intelligence is not that we will replicate every little nuance of a biologically -human mind, but it will be a replication of human consciousness,nevertheless. The second term that to me kind of embraces the concept of the promise of artificial intelligence is the term application. So, from replication to application. What do we mean? The promise of AI is that this stuff will be good for things, that we will really have uses for artificial intelligence. Otherwise, why bother developing it? And in fact, lots of people all over the world are enthralled with the promise of AI. We talk about it being helpful in helping to navigate our airspace, our ground space, our traffic. We talk about it being helpful in terms of health care, discovering cures for new diseases -- for -- new cures for diseases. The application of artificial intelligence that I find most amazing is the application of it to diseases of the mind, specifically diseases such as dementia and Alzheimer's. And if we are able to go ahead and de velop artificial intelligence so that it can serve as a kind of mental wheelchair, something that a person that has lost a lot of the faculties of their mind can instead rely upon because it provides a pretty damn good replication of their thoughts, of their responses, of their ability to recognize loved ones and respond to one, the ability to talk and form sentences and have an interior sense of reality. That promise of artificial intelligenc e, I believe, will come to pass because there's an enormous demand for it. Everybody who thinks about it wants to contribute to it in some part, small or large, depending on their capability and their skills. So I think it's all of the incredible applica tions of AI that will pull AI forward into the future and realize its potential. Finally, once we've replicated our minds and once we've been able to develop applications that makes these AIs so useful to us and such an important part of our l ife, far more than a personal digital assistant, far more than a great educational tool. In fact, it's a mind. It's something that we develop a relationship with. The next thing that comes to me is fascination. We will love these AIs. We'll love them in the same way that we love our cats and our dogs, that we love our friends, ones that we see distantly or the ones that we see frequently, because if it is a replicated human mind it'll have all the cool features of human minds, being able to answer ques tions, be able to really frame the rest of the sentence before a sentence is finished, be able to feel empathy and when we're sad help us feel better and we're happy join in that joy. Now part of the fascination of AI is that I believe the fas cination part will only attach to the friendly AI, and this is why I believe when people offer a promise of AI as it being friendly and not be kind of the scary AI that you see out of Hollywood, I think that is a reality that we can expect to pass. Our fascination with AI will be for the AI that is friendly to us. We have no fascination with cars that don't stop when you put on yourbrake. In fact, we run from them. We have no fascination with stoves that when you turn on the stove they explode. We don't buy those. AI will arise in a natural environment in which humans are the agents of selection. We will select for the friendly AI and we will stamp out the unfriendly AI. So I believe that the promise of AI will be a good one and we should believe it because the environment in which AI evolves will be a human selection environment and the mass activities of hundreds of millions of people will select for the friendliest AI. This does not mean that there will never be bad AI. This does not mean that there will never be broken applications and that some replicated minds will be as messed up as people who are suffering from something like an antisocial personality disorder, but ultimately it will be the efforts of millions of individual hacke rs throughout the world in a decentralized process drawn forward by the promise of the positive applications of AI, such as helping to save relatives and loved ones that will result in a beautiful AI that will be the fascination of all of us and therefore will be a definite survivor in the future to come. Thank you."
6,Andrew Keen,"Thank you, John. So this is a big deal. V ery, very big deal. You just heard Martine given an extremely good speech in which she talked about replicating the human mind. Nobody laughed. You all sat there. You took that seriously, the notion that wecan replicate our minds, that they'll live forever in the cloud or some other digital space is not outrageous. Jaron might argue it's not practical at this very moment, but it isn't outrageous. This is a huge issue. The notion that we can replicate ourselves, our intelligence, our bein g, our identities, our souls, whatever other word you want to use. So this is not a debate irrel evant to the future. Indeed, it is probably the central debate of the 21st century for better or worse. Important to remind ourselves of this debate, we are not talking about trusting artificial intelligence. That is not what Jaron and I are arguing against. We're arguing that we shouldn't trust the promise of artificial intelligence. We're not against the technology in itself. That is not the subject of the debate tonight. Jaron talked about the Separation of Church and State. We talked about this over lunch today. What I think he means is that we need to separate the science from the belief. And, all too often in this enormously important debate about whether or not we should trust the promise of artificial intelligence, of smart machines that are indeed so smart that they are able to replicate us as a species both collectively and individually, Jaron is arguing that we're muddling them up. Jaron is arguing that there's too much state in the church and too much church in the state. And the philosophers are intervening. The philosophers are telling us that this science is good, is moral, is liberating. And that's, I think, the argument that our team is making, or certainly that I am making. It is that there's a problem not with the technology but with its promise, with the ideology around that technology. We already heard a little bit about it from Martine who talked about so mething called ""good versus bad "" AI. I have no idea who she can make those moral judgments. I have no idea how you moralize I -- AI unless you humanize it, which itself is deeply problematic. But the problem today, I think, is that the philosophers ha ve got hold of this technology and they're presenting it as liberation theology. At least some of them are. We've been through this, of course, before in the middle of the 19th century in the midst of industrial revolution. The philosophers got hold of that. Marx thought the Industrial Revolution would free us from work, would free us from inequality. He was of course entirely wrong. And we have a similar kind of discourse, a similar kind of philosophical debate emerging today about the promise of AI. We're told that this AI will liberate us from our bodies. That's really what Martine is saying, that we'll live forever, that our minds will be replicated, they'll be up in the cloud. We'll never die. If we go insane, if we get Alzheimer's , somehow our essence, our kernel will remain. We're told that AI will liberate us from work because we'll have these smart machines which will do our labor for us. They'll drive our cars. They'll do our medicine. We'll go to an artificial intelligent agent, an algorithm to be taught. Perhaps one benefit is we'll avoid lawyers, but apart from lawyers, I worry deeply about the impact of AI on the expert professions of the 19th and 20th century. T he very professions that represent the backbone of our economy. The problem with this promise is it's not being thought through. It's being thought through philosophically, idealistically. We're not thinking about it in the context of the real world. We're not thinking about it in the way in which these technologies -- and we've already had a great deal of example of this during the digital revolution, that in spite of all the great promise of the Internet, and I've written extensively about this -- in spite of all its great promise of democracy and egalitarianism and opportunity, it's actually created new elites. The promise of artificial intelligence, these grand philosophical frameworks, they forget about the realities. Jaron already talked about the art -- the AI of language being owned and peo ple of labor being appropriated. Who is going to own these platforms ? Will it be Google ? We all love Google, of course, in some ways. And yet, Google is the largest, the most valuable, the most powerful company in the world. Google are the ones who just made the breakthrough when it comes to this artific ial agent being able to play Go. Google is pouring billions of dollars into AI, as is Facebook, as is Amazon, as are the other giants of Silicon Valley. Do you trust these guys to benefit mankind? Do you think they care about us ? These aren't bad people or bad companies, but they're focused on profit. They're focused on monopoly. They're focused on owning that technology. We haven't t hought this stuff through. The promise is scary. The promise is that the technology is moving way faster than we are -- politically, culturally, existentially. We're not ready for this yet. We're not ready to replicate ourselves, whether it 's in 50 or 100 years. We haven't thought it through. We can't imagine the cultural, the social, the economic impact. We haven't thought about AI and the way it will destroy labor, destroy jobs. What are we going to do when we have these machines that do everything for us ? How are we going to create value ? How are we going to feed and clothe ourselves in a world where all this technology will be owned by increasingly monopolistic companies ? So, we can't, at themoment, trust AI. We can't trust its promise. One day, perhaps. But there are a lot of problems still to be resolved. And for the moment, I would strongly argue that you should not trust the promise of AI. Thank you."
7,James Hughes,"So, it's been very useful. We've narrowed down to, I think, what is an intelligible question, because obviously, Martine and I don't want to defend the most extreme hyperbole in this debate. But there is an ideological question around promise. And it's an ideological question that I would frame as the promise of human intelligence itself. And that is that artificial intelligence is a crystallization, a condensation, a manifestation of human intelligence, an extension of our capacity. And the promise is the same promise that we have been suggesting since the Enlightenment, that human beings, by taking control, by understanding how we think, and understanding the world -- that we can take control of the natural, and political, and social circumstances that determine our affairs and make a better world. Now, the anarchist philosopher John Zerzan , I think, has the most trenchant critique of this. He thinks we went off the rails when we invented symbolic thought. As soon as we began to have lan guage, we were downloading the contents of our minds onto external storage media and uploading them again through our eyes -- we became cyborgs. That was the beginning of the end of the human project. I would argue that if you share my intuition that it' s better to be alive in the 21st century than to have been one of our hunter -gatherer or peasant ancestors, an intuition that it's better not to have a gutful of intestinal worms, better to live to 80, better to have literacy, better to be less likely to b e killed in a violent death, less likely to live in a life of slavery and oppression -- there is something about modernity, and this promise of the Enlightenment, that I think we should explore. And artificial intelligence, I would argue -- I have a slightly different definition that Martine does. I would argue that artificial intelligence has been with us for a while. Artificial intelligence can be reframed as the codification of the way that we do things together. Civilization is a form of artificial intelligence. It's what allows us to build cathedrals, and aqueducts, and banking systems. It's what allowed us to create laws and universities, and standard operating procedures. And today, that crystallization is taking the form of workers figuring out how to make things faster, and better, and smarter. And yes, change in the nature of work and ways that we should discuss. Today, artificial intelligence is applied to our genomes, to our healthcare systems, to trying to figure out how to diagnose and treat disease in ways that yes, no one physician or nurse will ever be able to comprehend, that we will be able to put in the hands of every healthcare provider and in the hands of ourselves. Those tools which will allow us the empowerment of understanding our own bodies. And this AI today is allowing us to understand the ecosystem, allowing us to understand the myriad of consequences that we are wrought -- that we have wrought on the ecosyste m, to mitigate, to predict, and to reverse those trends. It is also armies figuring out who to kill and how to kill the most efficiently. It is also advertisers and totalitarian governments figuring out how to suppress dissent and how to manipulate opini ons. It is stockbrokers trying to figure out the best ways to exploit workers and accumulate wealth into the hands of the .1%. So, reason and technology can be applied to all these different ends. And the question of the difference between one end and t he other is a value difference. It is a difference that comes out of the values, as I said, of the Enlightenment. If we fight for free and equal societies in the future, the applications of technology -- including artificial intelligence, will be applied in free and equal ways. But our decisions to be pessimistic about artificial intelligence will have no effect on the application by China or North Korea, or other authoritarian regimes. It is our own embrace in liberal democracy of these pow erful tools, making our society as strong and as effective as possible that will determine its future. So, future AI will allow us to understand the complexity of the genome, unlock health and longevity for our children. It will not determine whether the re's universal access to health care. That is on us. Future AI will allow us to displace routine labor and make possible abundance and leisure for all. But it will not tax the rich. It will not determine if we create a safety net, and universal basic income so that we can all benefit from that universal abundance. That is on us. Future AI will allow us to make better collective decisions, to understand the consequences of our actions. But it will not determine whether we have a totalitarian governmen t or a democratic one. That is on us. Focusing on AI as either a panacea or a cause of social ills is a distraction from the political project that will allow us to use AI and all technologies for good versus ill. It's the flip side. Technol ogy itself does not determine these outcomes. We need to focus on creating the political contexts so that these powerful tools, the productive tools that we've been working on for tens of thousands of years, will be applied in the best possible way. So, I urge you to vote against this proposition, the proposition that we not trust the promise of AI, because if you do vote for it, you are voting against the promise of human intelligence itself. Thank you. John Donva n: Thank you, James Hughes. And that concludes Round 1 of this Intelligence Squared U.S. debate, where our motion is Don't Trust the Promise of Artificial Intelligence. Now we move on to Round 2. And in Round 2, the debaters address one ano ther in turn and they take questions from me and from you, our live audience here in New York, at the 92nd Street Y. The motion is Don't Trust the Promise of Artificial Intelligence. We've heard Jaron Lanier and Andrew Keen argue that ""don't trust"" side. They're saying that the central debate of the 21st century will be this one -- that they are not against the technology itself, but they are against the promise, as it has been laid out. They just say that the implications of this world of AI are not be ing thought through, that -- it's less about the technology, actually, than about a belief system -- and a self -deluding one, they say, at that. They also point out that most of us -- or those of us who are in the expert classes are very likely to be out of a job, that the whole issue has been oversold. The threat to expert professions is real, and that the promise itself is actually scary. The team arguing against the motion -- and that is to say, they are arguing to trust it -- Martine Roth blatt and James Hughes -- they are actually describing artificial intelligence, when all is said and done, really, as no more than a set of tools -- tools equal to other tools that we have used throughout history. They say that the promise of artificial i ntelligence itself is obvious. It's the promise that the human being can create technology that can make a better world, not a new story. They laid out the vision of replicating a human mind, not in its structure, but in its function. And they say that an artificial intelligence -- if managed by us, and the choice to manage is ours, has the potential to be good, to be useful, to navigate, to cure -- especially to cure diseases ofthe minds, and that it can evolve in an organic and friendly way. So, what we have here is obviously already a discussion, and quite a complex one that is as much about physics as it about metaphysics, and as much about technology as it is about philosophy. And we're going to cut through -- cut some of the arguments that have been made into smaller pieces and present them again to take some of what each debater has said to the other side. And I want to take first to Jaron Lanier -- your opponents have said, quote unquote, ""We will love the artificial intelligences in our lives."" A really powerful assertion of their bottom line that what's there has great promise. It's going to do great good. We're going to become comfo rtable. We're going to become familiar. They will not be alien. They will be part -- something that is part of our world such that we are glad they are there and they are not unnatural. Will we love the artificial intelligences ? Or at least can you respond to your opponents ’ assertion to that point?"
8,Jaron Lanier,"You know, people are -- we're social. We want to be decent and if we're presented with an artificial character, even the ones that exist today, the Siri or the Cortana, we'll be deferent to them. We'll give them a shot. We find it funny. They're cute. And it can be harmless. If you take it too seriously the problem is that you kind of lower yourself to make the computer seem smarter and we see zillions of examples of this. A big one going on now in education i s teaching to the test because the -- you know, you teach to make yourself look good to the algorithm rather than the actual teaching and the algorithm doesn't quite capture it, and that's just one example of many. I'd like to respond in sort of an unusua l way. If you're interacting with Siri or Cortana you might think well, I'm not that different. I'm just a more complicated version of a Siri, in virtual reality this other technology you might be familiar with, I've had exactly the opposite experience. When you're in VR you can turn into some weird creature. You can turn into some weird crab or something and the whole world can change and yet you remain there hanging and I feel as if you notice that your consciousness is this real thing. And I find th at experience just amaz ing. When everything becomes mutable suddenly you realize wow, there is some consciousness thing that's not j ust mechanism, at least to me, and I understand this is a personal belief and we can argue ourselves into the ground round and round about this thing. But what I want to say is that if what technologists are doing is telling people hey, you're not so special, our machines are just like you, we shouldn't be surprised if people then respond by saying well, we don't trust your medicine. We don't trust your modernity ,and I see kind of a unified backlash against arrogance in everything from the anti -vaccine movement to fundamentalist --"
9,Martine Rothblatt,"Thanks. I have no doubt that we will love o ur AIs just as much as we love our pets, which we also create and end up making themselves into a relationship with us. I could not disagree more with Andrew. I mean, I just imagine that he's creating AIs , this fearful creature that will take our jobs away and it reminds me of somebody standing up in the middle of the 15th Century and saying you know, don't trust the promise of the printing press. The scribes shall have nothing to inscribe. And instead -- and you could paint this whole same parade of horribles, you know, the church will control all the printing presses. Instead we've had a of cognization. We have a new type of person called a bibliophile that loves books and we will have AI philes that will love our AIs. This is, as James said, an enormously empowering and liberating force of AI, and what's most important is that we the people make sure that access to AI is available to everyone and since it will be the hackers, millions of them, d ispersed throughout the world that create this AI out of open source software, I think there is nothing to fear and I would argue against the motion."
