,Speaker,Script,Round
0,NORMAN FOST,"Thank you. Everyone in this room uses performance-enhancing technology and drugs. We use cars and computers to make our work more efficient. We use caffeine, alcohol, and Viagra to improve our performance. We send our children to fancy schools and Suzuki lessons to improve their cognitive skills, and enhance their musical ability. And every athlete in recorded history has used performance-enhancing drugs. Babylonians and Romans used herbs to improve their performance in battle. Naked Greeks put on shoes to run faster. Kenyan runners trained at altitude to improve their oxygen-carrying capacity. And runners everywhere carbo-loaded before races to enhance their performance. Why then, do we have a replay of the Salem witch trials? To discredit, humiliate, and incarcerate, uh, elite athletes for doing what has been a standard practice for millennia? And why, out of the thousand and one ways in which athletes enhance their performance, have steroids and growth hormone been selected for particular vilification? The short answer is that they’re illegal and that these athletes are breaking the rules and perhaps the law, and therefor it’s immoral. But this begs the question, as Mr. Rosenkranz said, why are they banned in the first place? We contend that the reasons given are morally incoherent, wreak of hypocrisy, and are based on ice cold wrong information. I will identify six reasons that are offered why we should ban these drugs. Number one, critics say that they confer an unfair advantage. But advantages are only unfair if they’re unequally distributed. The usual solution is to expand access. When Bob Seagren showed up at the ’72 Olympics in-, with a fiberglass pole, it was not banned, but, a-, uh, there was a time to allow others to practice with it, and it was incorporated. When Kenyan runners were found to enhance their performance by raising their hemoglobin by training at altitude, the reaction was not to ban abnormally high hemoglobins, or to prohibit others from training at altitude, but to encourage everyone to do it. The unfair advantage aim, uh, the unfair advantage claim is further undermined by rampant hypocrisy. In the ’88 Olympics, when Ben Johnson lost his gold medal because of steroid use, on the same day and the same press den, Janet Evans, the American swimmer who had won the 5k swim, bragged about the greasy swimsuit that we had kept secret from the East Germans. Johnson used a drug that was available to everyone, although illegally, virtually on the training room tables. Evans used a secret technology available to none of her competitors and bragged about it. The press cheered American ingenuity and made Johnson a pariah. Bud Selig, the baseball commissioner, preaches about a level playing field, but presides over a league where the Yankees’ payroll is three to four times that of most competitors, including my beloved Brewers, and guess what? The Yankees always make the playoffs. Two, critics say these drugs are harmful, but they rely on information that’s wiley-, wildly exaggerated or just fabricated. We are told repeatedly that these drugs use heart disease, cancer, and stroke, while human growth hormone has been given to almost a million children for fifty years, and there’s still no real serious side effects that have been discovered. Oral testosterone dis-, did cause liver cancer, but for twenty years athletes have been using injectables, which have never been associated with cancer. Lyle Alzado the football player, was a poster child for the horrors of steroids. He died of a brain tumor. Then the New York Times and Sports Illustrated told us on cover stories that this was due to steroids without a single quote from an informed physician or a single source showing any association with steroids, because there is none. But still, Costas, I mean, excuse me, uh, Alzado…",3
1,NORMAN FOST,"…eh…Alzado is constantly rolled out as a poster child for the horrors of steroids. I ask you in the audience to quickly name, in your own minds, a single elite athlete who’s had a stroke or a heart attack while playing sports. It’s hard to come up with one. Anabolic steroids do have undesirable side effects: acne, baldness, voice changes, intrangent infertility. But sport itself is far more dangerous, and we don’t prohibit it. The number of deaths from playing professional football and college football are fifty to a hundred times higher than even the wild exaggerations about steroids. More people have died playing baseball than have died of steroid use. Three critics say that allowing their use is coercive, that you’re forced to use them. But the first year that baseball did universal testing, anonymous testing, only six percent of the players were positive. From those numbers, it seems that 94% were able to play at a very high level and didn’t feel coerced at all. Coercion is the use or threat of force that's never occurred in this country to the best of my knowledge. There is no entitlement to play professional sports; it’s a privilege requiring an enormous sacrifice and taking on enormous risks, with or without steroids. Many walk away from it and choose not to do it, and no one is forced to take it on. Four, critics claim that steroids undermine fan interest, and this is simply empirically false, baseball attendance has ridden steadily in the steroid era, professional football is even more popular, and Barry Bonds, widely assumed to be a steroid user, is the biggest draw in sports, adding ten thousand fannies in the seats everywhere he goes. Chicks love the long ball, guys love the long ball, they don’t care what they're using. Fifth, critics claim that steroids undermine the integrity of records. This is naïve, the records are not comparable with or without steroids or growth hormone. Baseball fences are shorter, the mound is lower, the ball is livelier, and Coors Field is a mile above sea level. By one estimate, Babe Ruth playing in today’s ball parks would hit a thousand home runs, not the mere seven hundred and fifty that Hank Aaron and Bonds have hit. The only valid comparison is with peers playing in the same arenas with the same equipment against the same opponents, and Ruth hit more home runs in one season than any other team. He is in a league of his own, and no one has come close. Finally, critics claim that steroids present bad role modeling for children—",3
2,NORMAN FOST,"Everyone agrees these drugs should be banned for children. The adverse effects are different, they stunt growth, they are not competent to make informed choices. I support testing in schools, not to punish the kids, but to catch the peddlers. Anyone caught selling drugs to children should be hung, followed by a fair trial. In closing, when you go out to dinner tonight, enjoy the wine that relaxes you, or start your day tomorrow with a double mocha latte that gets you going, but please be less critical of others who, like you, try to enhance their performance in a variety of ways. Thank you.",3
3,RICHARD POUND,"Thank you. This evening’s debate deals with one of the most important problems facing sport today: doping, the use of performance enhancing drugs and methods. It’s important because it affects the health of the athletes who practice it, and those who emulate the sport heroes thought they admire. It’s important because it goes to the very heart of sport and its integrity. I want to focus on two elements in this portion of my remarks: health and integrity. So let’s start at the beginning. Sport, like this debate, is governed by rules, to which the participants agree. In fact, the rules are the essential element of sport as we know it. Some of them may seem arbitrary, why the race is a hundred meters as opposed to ninety-five or a hundred and five, but they are the rules, and they are the rules on which we agree. One of those sport rules is that participants do not take certain drugs or use certain methods for performance enhancement. And also, we should be clear here, until there is a rule against the use of something, it may be foolish, it may be dangerous, but it can't be criticized as a breach of ethics or a rule of conduct. Don’t get led off into the wilderness by examples from ancient Greece and so forth that preceded the rules that we now face today. Once there is a rule, however, that becomes the deal, and part of the game, whether the rule relates to drugs, equipment, or anything else central to the sport. And those rules become our deal with each other’s, other, as participants. If you don’t like the rules, unlike society in general, you're not obliged to participate. You can find somebody who wants to play by the rules that you prefer. Almost all of the prohibited substances and methods have the potential to damage the health of the athletes. In the 1950’s and 1960’s before there were rules, veterinary products were used to beef up the human cattle. Shot putters went from throwing from sixty feet to seventy feet. It’s true, they had terminal acne, testicles the size of jelly beans, a sperm count of zero, and were in a perpetual rage, but boy, they could sure toss the shot a lot further. The initial anti-doping rules were adopted mainly as a result of concerns regarding health. A Danish cyclist died during the 1960 Olympics in Rome, that was the Olympics in which I participated. And he died as a result of drug use. He didn't just get sick, or incur a long term health problem, or fall off his bike and skin his knees. He died. If a particular sport rule proves to be no good or unnecessary, or in need of amendment, the sport can change it. There’s no problem about that. But you as a participant cannot do it unilaterally and clandestinely. Why do you suppose that no one, no one with any responsibility, let me underline that, is willing to say let the athletes do whatever they want? Even the professional leagues don’t say that. They know perfectly well there’s a danger to health. With the rules comes a question of trust. We have expectations of each other that we play in accordance with the rules that we agreed upon as part of our participation, including rules prohibiting drug use. We’re ready to demonstrate that compliance at any time, that’s also part of our deal. We don’t hide behind spurious claims of privacy. We agree on the penalties if there’s a breach of the rules. And the sport rules on drug use are no different from sport rules regarding such things as gambling. Pete Rose has been kept out of the Baseball Hall of Fame because of gambling, because nobody was really sure whether they were watching real sport. In the, in more modern times, my, my view is that Henry Aaron has a record, Barry Bonds has a number. When there’s a breach of that trust, you have to see what it is. And drug use in sport is no more or no less than cheating, and in most cases, dangerous cheating. Remember that, that athletes don’t take these drugs to level the playing field. They do it to get an advantage. And if everyone else is doing what they're doing, then instead of taking ten grams or ten cc's or whatever it is, they’ll take twenty, or thirty, or forty, and a vicious circle simply gets bigger. The end game will be an activity that’s increasingly violent, extreme, and meaningless, practiced by a class of chemical and/or genetic mutant gladiators. The use of performance enhancing drugs is not accidental, it is planned and deliberate with the sole objective of getting an unfair advantage. I don’t want my kids, or your kids, or anybody’s kids to have to turn themselves into chemical stockpiles just because there are cheaters out there who don’t care what they promised when they started to participate. I don’t want my kids in the hands of a coach who would encourage, condone, or allow the use of drugs among his or her athletes. I was always struck by Vince Lombardi, a wonderful coach. There’s one thing he said that I wish he hadn't, when he said, “Winning is the only thing.” It’s not. I liked it much better when he said, “If you're not fired with enthusiasm, you will be fired with enthusiasm.” That’s a much better message. So, going forward, what we need is an increased change of attitude. Cheating in sport destroys everything—",3
4,RICHARD POUND,"…that the athletes set out to accomplish. It turns them, among other things, into liars. Marion Jones persisted with a lie for more than seven years. Ben Johnson lied to me in 1988. I was really looking forward to having him here tonight, twenty years later. It’s too bad his lawyers pulled him out of this at the last minute. But attitudes can change, even big attitudes like this. If, if ten years ago I had said that in ten years from today it would be illegal to smoke a cigarette in a restaurant in Paris, you’d have laughed. So, it’s important for me to keep up, keep the question of doping and drug use from becoming banal and being turned into various shades of gray. The issue of cheating is not gray, it’s black and it’s white. Drug use may not affect fan interest, but it should, and that's our failure as fans, compounding the failure of drug-using players in the leagues.",3
5,RICHARD POUND,"Are these really our personal values, that dangerous cheating is what we stand for? Bishop, let me finish with Bishop Fulton Sheen, he had a great thing. He said, if it’s wrong, it’s wrong. Even if everybody is doing it. And if it’s right it’s right, even if nobody’s doing it.",3
6,RADLEY BALKO,"Well, let me start by saying, for those of you who might be confused, I am not Ben Johnson. On the train ride from DC this morning, we passed through Baltimore. Doing so reminded me of one of my favorite authors, Baltimore native H.L. Mencken, who I think would have had a good laugh at the hypocrisy, the posturing, the uh, moral prudery that’s associated with this steroid controversy. Eighty years ago Mencken aptly summarized this debate when he wrote, quote, “The urge to save humanity is almost always a false face for the urge to rule it.” So why are we here tonight? Is this about saving sport, or is this about some people imposing their view about what sport should be? If we’re here to talk about fairness in competition, I'm dubious. Take representative Tom Davis, one of the more cam-, camera hungry politicians to demagogue this issue. After the 2000 census, Representative Davis maneuvered to have his Congressional District gerrymandered to include as many Republicans as possible, ensuring his continual reelection, eliminating the real number of options for his constituents to vote. He ran the next year unopposed. Davis also snuck a, a provision into an unrelated piece of Federal legislation preventing an apartment complex from going up in his district because, he told the Washington Post, he feared it would bring too many Democrats into the district. This guy is cheating at Democracy, and he’s lecturing baseball players about fairness. If we want to talk about the health risks of professional sports, we might discuss the ballooning weight of NFL lineman over the last twenty years, or the corresponding life, drop in life expectancy that’s come with it. Or you might talk about the particularly hellish world of thoroughbred horse racing jockeys, who subject themselves to sweat boxes, diuretics, suppositories, and intentional eating disorders. In fact, any world class athlete subjects his body to stresses it wasn’t really designed to endure. And as we’ve seen with government bans on consensual activity, from alcohol to gambling to cocaine to prostitution, prohibitions not only don’t work, they make the activity in question more dangerous by pushing it underground. So what about the children? Survey data actually shows that teen steroid use has mirrored the use of other elicit drugs over the years. It went up mildly in the 1990’s, and has since either dropped off slightly, or leveled off since 2000. It’s likely that the same trends that govern cocaine or marijuana use govern teen steroid use far more than what’s happening in the sports pages. In fact, a study released last year, and one of the few studies to actually attempt to find out what motivates teen boys to take steroids, found that the most reliable indicator of steroid use was a teen’s own self, self esteem and body image. The suggestion, and I think we can all agree it’s pretty intuitive, is that teenage boys who do take steroids do so not because they want to look like Barry Bonds or Mark McGwire, but because they want to look good for teenage girls. So what is this debate really all about? I’d suggest it’s about paternalism, and it’s about control. We have a full blown moral panic on our hands here, and it’s over a set of substances that, for whatever reason, has attracted the ire of the people who have made it their job to tell us what is and isn't good for us. Our society has an oddly schizophrenic relationship with pharmaceuticals and medical technology. If something could be said to be natural, we tend to be OK with it. If it’s lab made or synthetic, we tend to be leery. But even synthetic drugs and man-made technology seem to be OK if the aim is to make sick people better, or broken people whole again. And so when we talk about expanding or transcending what we consider to be normal, uh, then a certain uneasiness starts to set in. There was an article in The Chronicle of Higher Education last month about university professors taking stimulants like Adderall to increase their academic productivity. Oddly, the article quoted, quoted several professors who considered this cheating at academics. I have to confess, I really don’t understand this way of thinking. Academics is the search for truth and knowledge, if a drug can make that search more productive with few side effects, why in the world wouldn't you take it? It’s also important to note that what we consider completely natural and acceptable today was quite out of the ordinary not too long ago. A hundred years ago life expectancy in the US was fifty, today it’s seventy-eight. Thanks to technology, medicine, and pharmaceutical, we’re today taller, stronger, faster, healthier, and expecting to live longer than ever before. Genetically advanced agriculture, anti-aging technology, and other advancements we’ve yet to see today will likely push our longevity even farther. It’s an old cliché that sports is a metaphor for the human condition, but there’s a lot of truth to that. As technology helped humanity obliterate a lot of these milestones, and helped us move beyond what, until a hundred years ago, had been a long, bleak history, similar advances over the years in nutrition, training, and using technology to improve technique have enabled sports records to fall with astonishing regularity. Sports is about exploring and stretching the lengths of human potential. Going back to even the pre-modern Olympics, when athletes ate live bees, and ate crushed sheep testicles to get a leg up on the competition, uh, sports has never been about physical ability alone. It’s been, been about ingenuity, innovation, and knowledge about what makes us faster and stronger, and avoiding what might do us harm. It’s always been part of the game. It shouldn't be surprising, then, that many of the biggest proponents of banning performance enhancing drugs in sports are also suspect of some of these continued advancements in human achievement. Leon Kass, former, formerly President Bush’s top advisor on bio-ethics, this is the same Mr. Kass who champions rigorous sports testing, has also spent much of his career actually lamenting the fact that human beings are living longer than ever before. He considers this contrary to some odd concept of natural order. Uh, of course there have been luddites and naturalists like Mr. Kass standing athwart the tide—",3
7,RADLEY BALKO,"…of human progress for much of human history. The essence of the agreement today I think is what people like Mr. Kass and some of our opponents tonight, they have a decidedly different definition of what’s pure, natural, and human than what I do. I think the difference is that I'm sort of willing to take a live and let live approach and let everyone sort of explore their own boundaries and their own potential. Um, whereas I think some of our opponents are more interested in opposing their view of what is natural and what is, uh, human on everyone else, which of course brings us back to Mencken. I think, uh, our opponents want to legislate away what they believe are bad decisions, and if a free society means anything, it means we should be able to make all decisions, including the bad ones. Thank you.",3
8,DALE MURPHY,"To, to accept this motion would simply set us back. Accurately just mentioned, studies, recent studies are showing that young athletes and high school kids are, are using performance enhancing drugs to a lesser degree. To legitimize, um, the performance enhancing drugs in sports I feel would send the wrong message to young athletes. There are certainly legitimate uses for human growth hormone and steroids, um, as, as we all know. That’s why they’re a controlled substance under a doctor’s orders. But to hit a baseball further, or to run a hundred yard dash faster is not the reason and the legitimate use of these, uh, of these drugs. Um, Dr. Fost mentioned that at one point in time there were six percent that were using, um, performance enhancing drugs in the major leagues. It really makes my point exactly. Ninety-four percent of the guys were not using, then that tells me that you don’t need these things to be the best athlete in the world, that there are plenty of legitimate ways to get bigger, stronger, and faster that everyone has access to, equal access to. Um, if accepted, what about those, for instance, in Major League Baseball, what about those who do not want to use it? The playing field, then, once again, is, is not level. Um, the only way, someone said earlier, the only way you could probably make this work is that if you forced everybody to take performance enhancing drugs, which um, we all know wouldn't work. Um, people do not want to see, I would argue the point that people do not want to see performances, uh, based on, uh, false premises, that it is, it is their ability, athletically or psychologically or mentally, alone, um, that if it’s being enhanced people do not want, accept that. You mentioned Barry Bonds adding, um, seats, um, fans in the seats every game he played. I would have to say that in San Francisco he was, um, generally accepted, but everywhere else he went, I think those ten thousand extra went there to jeer him and his accomplishments. After the season, after all this has come out with Mark McGwire, I think most of us look back now and say we got caught up in something that we really didn't want to support. If there was no alternative, I could understand us giving into this problem. Certainly there are a lot of problems that young people have and society has. But this is one of them. If, uh, if there are a, a percentage of young athletes still taking performance enhancing drugs, to me it’s still a problem. Um, and if there was no answer to, uh, this problem I think I would understand giving in, and voting, uh, in favor of this motion. But I believe that there is a pro—there is an answer to the problem. And, uh, as was mentioned earlier we look at smoking in public. Uh, we— most of us grew up with that being totally acceptable and now it’s against the law, there’s truly been a culture change. There can be a change in culture in professional athletics, and I believe that it is starting. We need, uh, better testing, harsher punishments, and, and people will decide not to get involved with performance-enhancing drugs. Uh, gambling in baseball is the perfect example. Um, the culture of, uh, professional baseball players is the one thing they know, and, and one thing they learn from the minute they sign a professional contract, is that if you gamble on the game in any way, shape or form, your career will be over. Uh, my understanding is, uh, I don’t have any statistics to show this, but once one of the greatest hitters, uh, is kicked out of the game because he gambled on the sport, that reinforced the culture in baseball that you don’t gamble on baseball. I believe we can change the culture, and to accept this motion, really would set us back with the progress that we have made. After tonight, I think you will see—you will feel, uh, as you listen closely, that, you feel as I do, that there is no sustainable, logical, reasonable, um, uh… reason, for these things to be accepted. If you put any of these, uh, alleg—these, uh, positions under scrutiny, I think you will all come to understand, that we simply do not need this in sports at any level. Let alone the high school kids that see professional athletes and are tempted to use them. If you put an age limit on use, you’re still gonna have abuse at the younger ages. To me it’d be much better…to change the culture and the idea and the thinking about competing in sports. And we are making progress, and studies have shown that. Certainly we don’t want all of our athletes to look like the American Gladi—Gladiators or professional wrestlers. Um…if, if that’s what we want, with all of our ath—athletes, um, then I can understand that but I don’t think that’s what the public wants. As far as baseball is concerned, certainly people like the long ball. Um, but, uh, this, this past year was, in the la—in the last 10 years, this past year, had the seventh fewest home runs of the last decade, and yet we broke records again with attendance. Attendance is good, home runs do not have to be up. People love the game, they appreciate the game, they appreciate finesse. Um, again, we don’t all want to look like professional wrestlers out there and I don’t think that’s what the fans want. Um…uh…I think the, uh, um…the thing too you need to be careful about is drawing, uh, as—",3
9,DALE MURPHY,"—as was mentioned earlier is drawing, um, the opposing side, drawing, drawing analogies and conclusions, with things that really are not, uh, are not comparable. For instance— um, um, comparing, uh, anabolic steroids or performance-enhancing drugs to the Greeks wearing tennis shoes. Or to the ancient Greek athletes, uh, eating bees. This is not what we’re talking about and that is not—to me does not compare, what we’re talking about, is drugs that are a controlled substance that have very many good, legitimate uses. As was mentioned over a million kids take human growth hormone, they don’t take human growth hormone without exhaustive studies to make sure that they are not already producing enough on their own. When kids abuse these drugs, and athletes abuse these drugs, I don’t think there’s any question that we know, uh, that there are side effects. And some of ‘em we do not know now.",3
