,Speaker,Script,Round
0,Aaron David Miller,Baker -- Baker was one smart guy. He had no idea just how right he was.,
1,Aaron David Miller,Paul Pillar.,
2,Michael Doran,Because it's so contentious that if you say anything serious you'll be deeply hated. So you have a choice between being boring and anodyne and liked or serious and hated.,
3,Michael Doran,I'm going to be -- I'm going to be anodyne and loved.,
4,Michael Doran,"My partner is Wall Street Journal and Pulitzer prize-winning columnist, Bret Stephens.",
5,Bret Stephens,"Well, the other nine chapters are terrific, but in chapter 9 --",
6,Bret Stephens,-- you get the world as I see it in 2019 when Hillary Clinton is president and wondering why she ever wanted that job in the first place.,
7,Bret Stephens,We'll see.,
8,Paul Pillar,"Thank you, John. Flexing muscles, that sounds like posturing, doesn't it? And posturing doesn't sound like a very good way to conduct foreign policy. It's not. But, look, we know what this motion is all about. It's about the use of the most salient form of muscle the U.S. has, and that's military force. And so that's what Aaron and I are going to talk about. We're not pacifists. The military instrument has a legitimate role, carefully used in certain times and places. But unless we carefully consider all the costs and risks and limitations and consequences and reactions to our use of military force, it can, and unfortunately very often in the past has, made things worse. Now, Aaron's going to talk later about some of the specific issues we've got facing us in the Middle East. I want to start by talking about how we ought to think about this question. We hear a lot of ""if only"" kind of arguments: ""If only we used force here or used more force,"" or ""if only we had used more force or put our troops in here or there, something better would happen."" Lots of speculation, lots of counterfactuals. We don't have to dwell just with speculation and counterfactuals. We have a real record out there of having done a lot of application of military force in this region. Data point number one -- in fact, there's a whole string of data points -- was, of course, the invasion of Iraq, which extended an expedition for another eight and a half years. That made things a lot worse for the United States, considering the trillion dollars of cost and the casualties and everything else. It made things worse for the region because it was a negative example of the so-called birth pangs of democracy and because it stimulated the kinds of sectarian conflict and consciousness we see in Syria and elsewhere. And it was certainly bad for Iraq which -- where it touched off a civil war that has never ended and also gave rise to various forms of extremism. That group ISIS, or Islamic States, or ISIL, or whatever you want to call it that we're so worried about today, it was born under a different name as a direct response to our invasion of Iraq and the civil war it touched off. ISIL did not exist before we went into Iraq. And to talk about Iraq in the past is not just dwelling in the past, it raises the very issues which Aaron will go intomore that we're still facing today. Now, one thing you hear often in the sort of ""if only"" category is ""If only we had somehow kept troops there beyond the eight and a half years, that somehow things would have worked out differently."" Now, set aside the question of how that could have been done when we had an Iraqi government that was determined to get us out and the previous administration under Mr. Bush was the one that set the withdrawal deadline. But the fact is we did try to up the ante militarily. We had the so-called surge. You remember that? And it, along with some other factors, like disillusionment with the extremists among Iraqi-Sunni Arabs, temporarily brought down the level of violence. But the surge failed in its more fundamental political objective of providing the space for Iraqi politicians to reach an accommodation and build a new and more stable Iraqi political order. They never did that, and we have the mess that we see today in Iraq. And anyone who thinks otherwise I think has to answer the question: If eight and a half years were not enough, then how many years would be enough? Let me just mention one other thing in the past briefly, because it comes under a different administration: the intervention in Libya. Now, there you already have a civil war going, but we used force to help overthrow Gaddafi, and look at the mess that Libya's in now. About the closest thing we have in the region to it, total anarchy. And I might remind you, whatever you might have thought of the late Mr. Gaddafi, years before any use of force or even threatening the use of force, he got out of the international terrorism business and he gave up his unconventional weapons programs, leaving him as a sort of quaint and curious dictator, but, frankly, not much of a threat to U.S. interests. So, what's going on here? Why do we have these unfortunate results? Well, I think there are several patterns that we've seen again and again. One is military force is good to accomplish a lot of things. It's pretty poor to accomplish a lot of other things. The U.S. military's a great hammer, but some of the thorniest problems we've got in the Middle East simply are not nails. Building political and social order is not primarily a matter of killing people. One's a matter of construction. The other's a matter of destruction. What has mattered again and again in places like Syria and Iraq and Libya and elsewhere is political will and political culture and the will to reach political accommodation. And that can't be injected through the barrel of a gun. Closely related to that is the principle that we need the people in the region and the players in the region to become owners of any solution. If it's just outsiders, whether it's the United States or someone else, then whatever good effect may be brought about, as long as we've got the strength there, like we had 168,000 troops at one point in Iraq, is not going to last, justlike the benefits of the surge didn't last. Another thing that's happened when we flexed our muscle in this way in the Middle East is the United States has been taking sides in someone else's internal conflict, which in that part of the world is often defined in sectarian or ethnic terms. And that's no good either. It's an invitation for the other side to get more involved. And for the United States, we have no interest -- no national interest -- in taking sides in someone's sectarian civil war. And finally, again and again, we see our use of our muscle engendering the reaction of hatred and anti-Americanism and extremism and terrorism, partly because of the inevitable collateral damage, partly because we're who we are, the superpower, hated, because we come in with our boots trampling on someone else's ground. So, again and again, we see the reaction, including when Osama bin Laden was initially radicalized as a result of U.S. troops going into Saudi Arabia, or when ISIS was born after we went into Iraq, or today when ISIS is committing those grisly murders and justifying it by saying it's in response to something we've done. So, the Middle East is a pretty messy place. It can get messier. And to prevent us from making it even messier, we have to ask not what we would hope would happen or wish would happen with the application of military force, but to look at what we've done in the past and how often it has, in fact, made things worse. Thank you.",
9,Bret Stephens,"Well thank you, John. It's an honor -- and I want to say this with real sincerity -- to be debating two very distinguished public servants, each of whom has done a lot for this country. How distinguished, you might ask? So distinguished that they are prepared to take an intellectual bullet tonight -- if not for their country, then for this audience -- -- in order to defend an implausible, illogical, and frankly nonsensical proposition that neither of them can possibly believe is true. The proposition we are debating this evening is this: flexing America's muscles in the Middle East will make things worse, by which we mean, intervening militarily. Notice that it falls to Paul and Aaron to defend that statement categorically -- no exceptions. They must convince you that, no matter what the circumstance, U.S. military intervention in the Middle East cannot be the answer. But also notice this: Michael and I are not arguing the opposite case. We are not saying, “Bomb every time and everything.” We are not saying, “Whatever the question, war is the answer.” This is a caricature position, and all of you in this room are, frankly, too smart for that. Right? What we are saying is that, in the Middle East, as in the world, as in life itself, you take it on a case-by-case basis. You look at the circumstances. You distinguish between the preferable and the necessary; the merely important versus the absolutely vital. What we are arguing is not dogma and not absolutism. We are arguing the case for pragmatism. Ladies and gentlemen, ask yourselves this: If you were the president and you were in a position to use force to prevent the massacre by ISIS of the Yazidi people, would you authorize force? Would you do what Barack Obama did? Would you send flights of F18s to relieve the siege of Sinjar mountain? Or would that simply have made things worse? When the other week, tens of thousands of Kurds faced death at the hands of ISIS, would you have used air power, as President Obama did, to help them get to safety? Or would you have left them to their own devices? Would military force in that circumstance make things worse? Ladies and gentlemen, if you had been George H. W. Bush in the spring of 1991 when Saddam Hussein was besieging the Kurds in northern Iraq, would you have launched Operation Provide Comfort to save them? Or did that just make things worse? Now, I know what you're thinking, and I know what they're going to say: These aren't really military interventions. They're quasi-humanitarianrescue efforts. But that's not true. When bombs are being dropped, that's not humanitarian work. American fighter pilots are not NGO workers. GPS-guided bombs are not care packages. All of this is an example of flexing America's muscles; of using the American military in the service of a good cause. So, the question before you tonight is, are you for it, at least occasionally? Or are you against it in every circumstance? Now, let's take another example: when Saddam Hussein invaded Kuwait in the summer of 1990, and George H. W. Bush said this aggression will not stand. Was he wrong to oppose it? Would the world have been a better place if Saddam had simply swallowed Kuwait whole? Is that the kind of world that you want to live in? Maybe if you're Vladimir Putin, that's the world you would like to live in. But I'm asking you, the audience. Aren't we better off that that aggression was opposed, just as Bill Clinton opposed Serbian aggression in Bosnia and Kosovo? Now, we remember the 1990s as this halcyon period for America, and indeed it was. And it was a great period because the world understood the U.S. was prepared to enforce the rules of international order with force when those rules were flagrantly violated by tin-pot dictators with genocidal tendencies. Now, you heard from Paul, and soon you're going to hear from Aaron. And they will tell you, “Yes, but what about the intervention in Lebanon in 1983, and how did that turn out? And what about Iraq, as Paul just mentioned, and Afghanistan, and maybe the prospect of bombing Iran in the event that nuclear negotiations go nowhere?” Let me make two points about this. Noting that military interventions and wars can go horribly wrong is not an argument in this debate. It is totally beside the point. World War I may have been totally pointless, but World War II was not pointless. Like everything in life, there are just wars and unjust wars, smart wars and dumb wars, smart wars that are badly executed and dumb wars that are well executed. And the second point is this: Telling us that actions have consequences, particularly unintended consequences, tells us nothing about the consequences of inaction, because what we are seeing today, contrary to what Paul just mentioned, in the Middle East -- the near collapse of the Iraqi government; mass executions; the fall of cities like Mosul, Tikrit and Fallujah; the vortex in Syria; the progressive radicalization of the Syrian opposition to the point that even al-Qaeda isn't radical enough; the beheading of journalists; millions of refugees straining the resources of Lebanon and Jordan and Turkey -- all this is not the consequence of flexing America's muscles. It is a consequence of a presidential decision in the last four years not to flex those muscles.Each of us, in our everyday lives, know that every action carries risks, but there is also a price to be paid when we do nothing, when you don't make the phone call, when you don't challenge your colleague, when you don't make the move to another job. Foreign policy is not that different. Ladies and gentlemen, it would be nice to live in a world where the best policy is to do nothing, to look away, to always choose the peaceful route, to offer kindness and get kindness in return, to always take the diplomatic option. But you and I and they don't live in that world. We live in the world as it is, not the one we'd like to pretend it to be. And in that world, as it is, you sometimes need to flex your muscles, prudently, discriminately, effectively, yes. But to choose simply never to exercise those muscles at all is an absurd motion. I urge you to reject it. Thank you.",1
