,Speaker,Script
0,Lawrence Lessig,"So, my objective was to drain the swamp -- -- but I wanted to do it in a more loving, kind of rainbow coalition-like way."
1,Lawrence Lessig,"My partner is my friend and someone I worked with a long time, Mark Meckler."
2,Mark Meckler,"Though we are friends, we sit on radically different sides of the political spectrum, which, as you can imagine, was most interesting in this election year. However, we came to the same spot in the center, and that is the spot where we both believe that the government -- the federal government, specifically -- has run away from the people, and that only we the people can do something to fix that. And by the way, as the only non-law professor on the panel tonight, I will be providing translation."
3,Walter Olson,"Well, my boss then was not just any boss. It was Nino Scalia before he went on the Supreme Court. And he made law seem so much more interesting than economists -- economics, especially since lawyers knew how to get around absolutely any words on a page."
4,Walter Olson,I think so.
5,Walter Olson,"But I'm not a lawyer and not a law professor, but I still write about them."
6,Walter Olson,"And my partner is my friend, David Super."
7,David Super,I'm afraid it's all too great. We are -- after 200 years -- we're on the brink of gambling away our Constitution and the ground rules for changing it are going to be sorted out by the special interest groups.
8,David Super,They are.
9,Mark Meckler,"Good evening. Thank you. Thank you for being here tonight to discuss what I think is the most important subject facing America today. We have a lot of debates in this country today about what should we do. This policy versus that policy, this much tax versus that much tax, this much regulation versus that much regulation. But I believe that those debates primarily miss the point of what's going on in America today. There is indeed a single fundamental question facing us as Americans today, and it is not what should we do. The question facing us and facing our fellow countrymen is a two-word question, very simply, who decides. The American founders had a simple answer for that question and it is found in three words that you see up behind the stage and those words are, “We the People,” decide. In the intervening century since that original constitutional convention the powers that be have shifted in America. Where they used to reside in the people at the state level closest to their governments at home, today the vast majority of power resides in Washington, D.C. I think it's important that we take a little trip across history to 1787 to that convention to what I think is perhaps the most important day in American history. September 15th is a day that I will never forget, because September 15th is my wife's birthday, so it's important I not forget that. But it is also Article V Day. I take you back to the convention hall on that steamy September day in 1787 when Colonel George Mason from Virginia arose and addressed the assembly. And he said something like this, “My fellow commissioners, I fear we have made a terrible mistake. It is two days before the end of the convention and we have drafted a document that contains a fatal flaw in that it gives Congress the power to propose amendments should they deem them necessary, but it does not give the same power to the people acting through the states.” And he asked them this very important question -- which I ask you today, “Are we so naïve that we believe that a federal government that becomes a tyranny will propose the appropriate source of amendments to restrain its own tyranny?” I wish we had a camera in that room, because I imagine all the guys in there slapping their foreheads and laughing. No government has ever restrained its own tyranny in the entire history of human kind, and if you believe that the federal government has drawn too much power to Washington, D.C., if you believe -- as Larry said, that it is time to drain the swamp, then the Founders -- thanks to Colonel George Mason, gave us a remedy and that remedy is found by calling a convention of states under Article V and draining the swamp. The great plug that we may pull is not an election. We've tried elections. Democrats have tried elections. Many of my friends on the left felt that the election of President Obama was a sea change in America, and that everything would change in Washington, D.C., and the culture would become less corrupt and the people would be in charge. And for many of my friends on the left, they would tell you that things remained largely the same, better than with Republicans in control, but no fundamental change from Washington, D.C. And we've seen over the last few series of elections a sweep by Republicans of historic proportions and many people on the right thought we were going to see a sea change in governance in Washington, D.C. because of the results of these elections. And I can tell you the feeling on the right today, even with the presidential election that just took place is that we haven't seen very much change and, frankly, we don't expect to see very much change. So the question is, if we have tried over and over, election cycle after election cycle, decade after decade, if we have tried the same thing -- which is to elect good people who we believe represent our interests -- and let me make clear, we have an obligation to do that and we have tried to elect good people and in some instances we really have elected some good people to Washington, D.C., and yet the swamp remains in Washington, D.C. Then I ask, do we continue to do the exact same thing, argue about policy, argue about the should's and the shouldn't's, elect good people, and expect different results? Somebody much smarter than me said that age old adage, “To do the same thing and expect a different result is,” -- well, you know what I'm saying. And so here we find ourselves on the precipice of national disaster. If you didn't like the results of the election, you think that was a disaster. If you don't like what's going on in Washington, D.C., you think we have an ongoing disaster. The majority of your fellow Americans believe that, by the way, for different reasons. Seventy-two percent of Americans today say that the federal government is too big and does too much, and I want to make clear, on the right, they have different reasons for saying that. They might think the welfare state is too big or Washington, D.C. controls too much of the country and on the left, they might be talking about the military industrial complex, all the crony capitalism -- actually crony capitalism on both sides today, right? We've seen it recently in the news. So, this is where we find ourselves in America. You and you and you and I, regardless of our political affiliations, regardless of our ideologies, find ourselves at home watching TV incredulously saying that's not what I voted for. Democrat or Republican, that's not what I voted for. Liberal, conservative, Libertarian, that's not what we voted for. So, I come before you today to propose this, to tell you that we are too smart as a people. We have too strong a heritage as a self-governing nation to allow this situation to continue. And so today, what I ask you for, is I ask you for your vote. I ask you to stand in the shoes of our forefathers, to be brave, to act boldly, and to call an Article V convention to amend the Constitution. Thank you very much."
