,Speaker,Script,Round
0,Marc Thiessen,"No, not at all.",
1,Marc Thiessen,"Thank you, John.",1
2,Marc Thiessen,"I want to thank Mr. Rosenkranz for inviting Mike Hayden and I to the only debate we could possibly win in Greenwich Village. We just marked, as Mr. Rosenkranz said, the anniversary of September 11th, 2001. I’d like to start by asking members of the audience a question. With a show of hands, how many of you remember exactly where you were when the attacks of September 11th happened?",1
3,Marc Thiessen,"Okay. I want you to think back to that time. I want you to think back to the scenes of burning rubble. I want you to think back to the shock that you felt at the ability of the terrorists to penetrate our defenses and launch such an attack like that in our midst. And the questions we were all asking. Who had attacked us? What do they want? Were there more attacks coming? If I had told you back then that we would go almost a decade without another terrorist attack, who would have believed me? Very few, I think, a few. Most of thought it was going to be the first of many attacks. I was in the Pentagon on September 11th, 2001. I was blessed not to be not at the point of impact, but I was a few corridors down and I remember feeling the building shudder; I remember the smell of the smoke in the hallways. And the one thing I remember very distinctly is that the alarms never went off, the evacuation alarms. We all just sort of filed out of the building and went on out to the lawn and looked back at the broken and burning Pentagon. But in the months that followed, the alarms went off a bunch of times as false reports of impending attacks, planes that were headed our way kept coming in. And every time, the whole building, we would all evacuate and go out on the lawn and look up at the sky, waiting for the attack that never came. Why did that attack never come? I would submit to you there are only two possibilities. Either the terrorists lost interest in attacking us again, or we found out what their plans were and stopped them from carrying them out. Mike Hayden and I will argue tonight that the latter is the case. We will argue that the reason that attack did not happen is because we abandoned the law enforcement approach to terrorism that failed to stop the 1992 World Trade Center bombing, that failed to stop the attack on the embassies in Kenya and Tanzania, that failed to stop the attack on the USS Cole, that failed to stop the attacks of 9/11. That we abandoned that approach and began to treat terrorists as enemy combatants and not criminals. In those early days after 9/11, we knew almost nothing about the enemy who had attacked us. We did not know that Khalid Sheikh Mohammed was the mastermind of 9/11; he wasn’t even on our charts. And we didn’t know who his accomplices were. And unbeknownst to us, there were two terrorist networks out there, at large, planning new attacks. The KSM network that had planned and carried out 9/11, and the Hambali network which was a Southeast Asian terrorist that KSM had organized because he knew we’d be on the lookout for Arab men. And those terror networks were in the advanced stages of planning a series of attacks including a plot to blow up high-rise apartment buildings in the United States using natural gas, a plot to repeat 9/11 in Europe by flying airplanes into Heathrow Airport in downtown London, a plot to blow up the U.S. consulate in Karachi and western residences in Karachi, an al-Qaeda cell that was developing anthrax for attacks inside the United States and a cell, the Garaba cell, the southeast Asians who KSM had tasked to fly an airplane into the tallest building in the west coast, the Library Tower in Los Angeles. We did not know any of this, not a word. We didn’t know who those people were, what they had planned. And then we started capturing terrorists. Abu Zubaydah, Ramzi Binalshibh, KSM, and they provided us information that allowed us to round up and dismantle both of those terror networks. When KSM was captured and brought into custody, he was asked about upcoming attacks. You know what he said? I’ll tell you everything when I get to New York and see my lawyer. Ladies and gentlemen, our opponents tonight would have granted that request. And if we had listened to their advice, if we had told KSM you have the right to remain silent, there would be craters in the ground in Los Angeles and Karachi and London and other cities in this country because of the attack that we did not stop. This debate is about more than Miranda rights. The Obama administration had eliminated the CIA program, but at least they’re killing terrorists using predator drones, right? No, no, no say our opponents, that’s illegal too. The ACLU and Center for Constitutional Rights filed a lawsuit a couple weeks ago saying that because terrorists outside of Iraq and Afghanistan are criminals and not enemy combatants, we cannot kill terrorists in those areas using predator drones. So if you believe that we should not kill terrorists using predator drones, then vote for them. The fact is that that program has killed half the al-Qaeda leadership and it is probably the only thing standing between us and another 9/11. One final point, our opponents are going to try to turn this into a debate on waterboarding. I’m happy to have that debate. As John pointed out, I wrote a book defending it. But if they’re arguing about waterboarding, they’re losing and I’ll tell you why. It is a little known fact -- how many people think Barack Obama ended waterboarding? He didn’t. My debate partner Mike Hayden ended waterboarding. When Mike Hayden handed over the CIA program to Barack Obama, the techniques involved were the tummy slap, the facial hold, mild sleep deprivation and a diet of liquid Ensure. I’m sure the makers of liquid Ensure will be thrilled to know that their product is torture. Bottom line is, there is a wide area between waterboarding on one hand and telling KSM and other terrorists, you have the right to remain silent. So you can be against waterboarding and for the proposition, that we should treat terrorists as criminals, as -- before the proposition, we should treat terrorists as enemy combatants and not criminals. So finally I’d just like to ask you, keep in mind, if you would like to keep killing terrorists with predator drones, if you would like -- if you think that our first priority in the war on terror, when we capture a terrorist should be interrogating them for intelligence, not obtaining evidence for prosecution; if you want to continue the approach to counterterrorism that has prevented us from being struck again as we were on 9/11, then I ask you to vote for our position. If you would like to eliminate all those tools, I suggest you vote for the other side and find a safe place to hide. Thank you.",1
4,David Frakt,"Thank you. It’s a privilege to be here and against such august opposition. I’m going to start by disagreeing, and it’s probably not a good idea to disagree with your host, but Mr. Rosenkranz made a comment in his opening remarks that the criminal justice is about punishing criminals after the fact. And that’s a notion I would like to disabuse our audience of because the criminal justice system is much more robust than that. It’s there -- our law enforcement and working hand in hand with intelligence, is there to detect crime before it happens, to infiltrate terrorist networks, to deter attacks. And we don’t have to wait for a crime to be completed before stepping in. we’ve seen it over and over again where the police or the FBI or New York, NYPD breaks up a terrorist cell or just discovers a plot in progress or conspiracy, and those people can be arrested. They can be interrogated by law enforcement, and in those interrogations yield a lot of information. There’s this perception somehow that reading people Miranda rights automatically means that they’re never going to talk again. And it’s true that sometimes when advised to the right to an attorney and the right to remain silent, that people clam up, but not always. In fact quite often, they divulge a lot of information. And so we’re able to charge people with attempting crimes, with conspiracies to commit crimes and put a lot of terrorists away. In fact, since 9/11 we -- the federal -- and talking only about federal prosecutions, over 400 terrorists have been locked up for an average of 20 years apiece. Now contrast that with Guantanamo, which started with -- or at its peak had 787 detainees. Of course -- and all of whom were at one time accused of being enemy combatants. The Bush administration ended up releasing over two-thirds of those when they realized they had no evidence against the vast majority of them. Another 100 were cleared for release before President Obama took over. Another 100 have been cleared for release now. So what’s the scorecard now? We have four detainees who have been prosecuted successfully in military commission: four convictions versus 400. The Obama administration after a year-long review determined that there were 35 detainees that should be tried in some criminal form and there’s another 48 that they say are too dangerous. So we’re talking about 83 people, after seven or eight years that they’ve decided are really the bad guys. And this is the danger of simply labeling people with -- as enemy combatants. And you have to think about the implications of what is being proposed here because as a whole -- and Mr. Thiessen acknowledged it -- they want to go back to the program of the prior administration. And what did that entail? It entailed locking people up indefinitely without charge, without access to courts, without access to counsel, subjecting them to a full range of interrogation techniques, many of which are abhorrent to American values. And they were not given the opportunity to defend themselves, to even find out what the basis for their detention was. And that’s the system that Mr. Thiessen would like to return to. And I think it’s a fundamentally un-American system. Terrorists are criminals, nothing more. It may be that they have particularly grandiose criminal plans. But by labeling them as combatants, we actually legitimize them. We elevate their status to a warrior status which is what they seek. And we engage in a war on their terms. And I don’t think that’s a good idea. Let me pose a question. Mr. Thiessen posed a question to you and he talked about the fact that there hasn’t been any attacks as if this is proof that those methods, the illegal interrogation methods and treating people as enemy combatants worked and that’s the reason we didn’t have any attacks. Let me tell you why we didn’t have any attacks. And of course there were a number of attempted attacks. But the reason is because we entered into -- by treating terrorism primarily as a military problem, as a war, we started two voluntary, unnecessary wars, in Afghanistan and Iraq, and we presented the terrorists with hundreds of thousands of targets, American soldiers. And as bad as 9/11 was, and 3,000 people died on that day, but we have lost 5700 American service members dead. Another 1100 coalition members dead in Iraq and Afghanistan and 39,000 American service members injured. It’s basically revived the Veterans Administration Hospitals because we have a whole generation of wounded warriors out there who have been fighting wars that really aren’t necessary. And are we safer? That’s the question you really have to ask. Are we safer after eight years of this approach? Ask yourself this question. Are there more people in the world -- according to Mr. Thiessen, there were two little terrorist cells of al-Qaeda after 9/11. How many terrorists are there right now in the world or violent jihadists who are willing to strap a bomb to their bodies and kill Americans, or plant roadside bombs? We have essentially launched a global war -- and that’s what we called it, the global war on terror that the Islamic world interpreted it as a war on them and we have alienated tens and hundreds of millions of people unnecessarily. And we are not safer. We are not safer when we abandon our core values. And that’s ostensibly -- they use coded language but that’s what they’re talking about because they’re talking about not using law enforcement methods, not using traditional tools. They want a world of perfect security where no crimes are ever committed, where no terrorists attack. That’s never going to happen. And when you seek, strive for that, we end up with a police state. The safest country in the world is North Korea, but we don’t want to live in North Korea.",1
5,Michael Hayden,"I spent the whole summer of 2006 getting what I would call a graduate degree on the CIA Interrogation and Detention Program. I was a blank slate; I had no vested interest in what had gone on before. I could have chosen any course of action. At the end of the summer, I went to President Bush and said I wanted to make some modifications to the program, but as Marc has suggested, I could not in conscience, given my responsibility of the CIA to defend the republic, take this program off the table for him or for any future president. He needed this. In conscience I could not just say make it go away. It would have been a comfortable decision, John. It probably would have gotten credit in some circles, but it would have been immoral.",1
6,Michael Hayden,"Well, I think Marc and David have kind of teed up the question pretty nicely for us here. Are we a nation at war or are we not? Should we perceive ourselves to be at war or should we not? David said that our adversary in this thing out there, war or not, are criminals and nothing more. But if that’s the case, let me take you back almost a year to the day to the Horn of Africa, to Somalia, to American Navy SEAL, in a helicopter, a Seahawk, coming off a Navy carrier in the Indian Ocean, going after an individual named Sullah Nabhan , at the time was the leader of al-Qaeda in Somalia, al-Qaeda in the Horn of Africa. We killed him. We landed long enough to swab up portions of his remain to get DNA evidence that we had killed him. I wasn’t in the mission, I was out of government at this time, I wasn’t privy to the pre-brief. But I know what was asked by the field commander before he got on the helicopter. Sir, is this a kill or a capture? And it’s very clear from what happened, he was told this is a kill. No probable cause, no warrant, no court. Because we are a nation at war and Saleh Ali Nabhan was part of an opposing armed enemy force. I became an advocate; my epiphany that we are a nation at war took place about 10 minutes after 10:00, September 11th, 2001. It became clear to me at that point and I believe in few things more firmly than I believe in the fact that we are a nation at war. President Obama has said we are a nation at war. President Bush has said we are a nation at war. In March of 2007, I went to the German residence to give a talk to all the ambassadors to the United States from the nations of the European Union. And Germany was in the chair of the E.U.; they were inviting these ambassadors in; they invited an American to come in and kind of be the lunchtime entertainment. Bob Gates was there at one point, Condi Rice at another; this was my turn and I decided to say something interesting. I decided to talk our European friends about rendition, detention and interrogation. I had a wonderful speechwriting staff at CIA, but this was a speech that I took a personal hand at. On page two of that speech, I simply said to our European friends, let me tell you what I believe, what my agency believes, what I believe my country believes. We are a nation at war. We are at war with al-Qaeda and its affiliates. This war is global in scope and I can only fulfill my legal and moral responsibilities to the citizens of my republic by taking this fight to this enemy wherever he may be. A year ago last August, August of 2009 I was in Phoenix. President Obama was addressing the VFW. He said quite clearly we are at war; we are at war with al-Qaeda and its affiliates. Now I know most of the American population doesn’t sense they are at war. I know that. The American Armed Forces know that we are. The American security establishment knows that we are. The American intelligence community knows that we are. You, your political processes have sent me, a career military officer, the director the CIA to war. You have told me to defend you. Do not take away from me the tools that I need to perform the service you demand. At some point in our conversation tonight, there will be a discussion here about we need to uphold the rule of law. I could not agree more. It just matters what model of law we are committed to upholding. Is this an issue best addressed through American criminal law or is this an issue best addressed through the laws of armed conflict? I submit to you that it’s only the laws of armed conflict that will keep you safe. This isn’t theoretical for me; this was real. I had a meeting with my general counsel and his team at CIA about two years ago. I said to the team, our enemy is opening a new front. They are beginning to attack us, with attack in quotes, it’s a bit metaphorical. They are beginning to attack us in the American legal system. We have to best them in the legal system the way we are defeating them in the tribal region of Pakistan. And I told my lawyers, I want you to lean as far forward and the hardest as you possibly can in terms of giving information to our court system. I want blood on the harness, you are leaning so far forward. We worked our tails off in those judicial processes, specifically habeas corpus. When we got a point where we could go no farther, one of the judges demanded that we provide not him, but the defendant, the name and the identity of the intelligence source we had used in order to determine that he was a member of al-Qaeda. I know you don’t live in the world I used to live in, but there is nothing that a director of CIA could do in those circumstances. You cannot let the world know that sources who risk everything, who risk all to work for you, will have their names revealed in the American judicial process, to the individual they have identified as al-Qaeda. The Christmas attack is another little morality play. It really demonstrates the fallacy of treating this as a law enforcement matter. When Umar Farouk Abdulmutallab attempted to down an American aircraft, he was a member of al-Qaeda; he was an enemy combatant. It was an attack mounted from outside the United States towards and in the United States. And because of a law enforcement mentality, we sent a clean team in there. A clean team; that is somebody in the FBI who knew nothing of what Abdulmutallab had told us. After only 50 minutes of interrogation, every known al-Qaeda aircraft attack this country has involved multiple threats of attack: 9/11, 2006 from London, the Bojinka plot over the Pacific. And yet after 50 minutes, our instincts were so strong to the law enforcement that we allowed him to lawyer up. That’s unconscionable. That’s a terrible decision. It is based upon a model that you know, he’s just a criminal and we just need to make sure we get him in jail. That’s not the objective here. The objective is to keep you safe.",1
7,Stephen Jones,"Well, I wasn’t the public defender; I wasn’t even on the panel; I was appointed as lawyer by the judges in the federal courts in Oklahoma City.",1
8,Stephen Jones,"Well, when the judge or judges ask you to take a case, what you want or don’t want is not relevant.",1
9,Stephen Jones,"First of all, let me tell you that I am a Republican and I voted for George Bush both times, and I voted for John McCain and yes, Sarah Palin, and I don’t apologize for that. I don’t think the argument here is political. I think the argument is constitutional and it basically boils down to how far we are willing to sacrifice our ideals, our history, our beliefs as a nation for security. And is that security real or temporary? Has the target of our adversaries simply moved offshore, much like banking and investment, or is the target here? For various law enforcement agencies and members of the national intelligence establishment who have protected us and work long and devoted hours, there can be no criticism. But that’s hardly the issue, nor frankly is the ACLU the issue. The issue quite simply is whether we are a nation of laws, and there are three reasons, compelling reasons why you should vote against this resolution and vote no. The first is that the United States of America did not happen accidentally. There was a political deal, a bargain. The bargain was this; that the twelve states that participated in the Philadelphia Convention would surrender some of their rights which they held very importantly, to a central government that they had no experience with. And in return for that surrender of their rights to that central government, that government would, as its first order of business, pass a series of amendments of the Constitution to restrict the power of that government which they had agreed to join. So the right, the freedom of speech, freedom of assembly, the right to petition, redress of grievances, the right to a fair trial, to due process, to protection against self-incrimination, to the assistance of counsel, to be safe and secure unless a warrant is issued by law enforcement to search it, the right to a public trial, the right to a speedy trial. For all of those, are in the first 10 amendments. And the bargain was redeemed. And 100 years later, or almost 100 years later, that bargain was purchased and redeemed by the blood of more Americans who died in the Civil War than all the other wars. By the Civil War, President Lincoln’s address at Gettysburg and the passage of the 14th amendment, we as a nation reaffirmed the ideal which is due process of law, equal protection of all people under the Constitution. Not something that we always follow, and there have been black holes in our history, but that is our ideal; that is the American experience: a written Constitution that limits the power of government. Secondly, the United States is, for millions, hundreds of millions of people in the world, their ideal. One of our presidents once referred to a letter by one of the early English governors, that United States is a city upon a hill. Well it is a city upon a hill and what makes us special is that we try, every day and in every way, most of us, to uphold those ideals. And if we were to surrender even temporarily those ideals, if we were willing to say, to these individuals who are charged, charged not convicted, charged with terrorist offenses, that we will be like Great Britain and Northern Ireland in the early ‘70s and we will suspend these basic rights, these things that our national experience have taught us, we would lose many of the allies, supporters, and people who in their hearts look at the United States. And finally, having represented a terrorist -- and before 9/11, the Oklahoma City bombing was the greatest act of domestic terrorism in this country. 168 people dead, 19 of them children under the age of six. Eight federal law enforcement agents, over a billion dollars of uninsured damages, 500 people seriously injured and 30,000 who sought and received mental or emotional intervention because of their disturbances. But Tim McVeigh was tried and convicted before a jury in a federal court. He had lawyers; he got a change of venue; he got a severance; he got the money through the federal system to pay his lawyers, to investigate the case and bring witnesses to Denver, Colorado even in the last days of that trial, the G-7 summit was meeting in Denver. But in our country, our security forces, our law enforcement was able to provide both a fair trial for Tim McVeigh and protect the world’s leaders meeting five miles away. Now, ladies and gentlemen, the courts are a sanctuary in the jungle; that’s what they are. They are to determine justice is blind; we don’t have a special court for people we call a terrorist. We don’t have a special criminal court for drug dealers; we don’t have a special criminal court for murderers or people who commit other crimes, whether serious or small. We have a federal judicial system and a state judicial system and then for the armed forces, the uniform code of military justice. Because 200 years national experience has taught us that our safety comes just as much from adherence to the rule of law as it does to the talents of our intelligence agencies and our law enforcement agencies. The history of our country is on the side that Dave and I represent. And I urge you to vote no and to affirm the rule of law, regardless of how despicable persons may be. For in the final analysis the justice of a society is measured by how it treats its worst, not its best.",1
